the	на
wants	мріє
wants	хоче
formula	формула
kevin	кевін
weather	погода
powerful	потужний
powerful	потужно
muslim	мусульмани
muslim	мусульманин
registered	зареєстровано
registered	зареєстровані
registered	зареєстрований
publisher	видавець
sounds	звуки
sounds	звучить
eric	ерік
approved	підтверджено
approved	затверджено
achieved	досягнуто
achieved	досяг
douglas	douglas
douglas	дуглас
provincial	провінційний
fund	фонд
fund	фонду
portugal	португалії
portugal	португалія
athletes	спортсмени
bird	птахи
bird	птаха
bird	пташка
bird	птах
bands	гурти
audio	аудіо
audio	audio
cat	кіт
cat	кішка
bureau	бюро
centuries	сторіччя
centuries	століття
centuries	століть
valid	чинного
valid	дійсний
valid	чинний
valid	чинну
chemical	хімічна
chemical	хімічні
chemical	хімічний
items	елементів
items	пункти
items	елементи
lane	вуличка
holding	тримала
holding	плакатами
update	оновлювати
update	оновити
update	оновлення
ncaa	ncaa
speak	розмовляють
speak	говоріть
speak	вимовляти
speak	говорити
speak	speak
domestic	домашніх
domestic	домашня
ali	алі
false	false
equivalent	еквівалент
caught	зловили
caught	спіймав
christ	христос
christ	christ
christ	христа
ending	завершується
ending	кінець
ending	закінчується
ending	остаточний
puerto	пуерто
perform	виконують
perform	виконати
partner	партнер
partner	напарник
partner	партнерські
romania	румунії
romania	румунія
aviation	авіації
aviation	авіація
failure	невдача
failure	відмова
failure	провал
failure	помилка
ward	палаті
strength	міцність
strength	інтенсивність
strength	сили
strength	сила
knight	лицар
nominations	номінаціях
hungary	угорщини
hungary	угорщині
hungary	угорщина
concern	турботу
concern	занепокоєння
recordings	recordings
functions	функції
mississippi	міссісіпі
calls	дзвінки
calls	називає
calls	виклики
criticism	критика
criticism	критики
involving	участю
magic	чарівна
magic	магія
magic	magic
gordon	гордон
treaty	договір
treaty	договору
antonio	антоніо
selection	вибір
selection	вибране
rear	задній
rear	строю
colonial	колоніальна
motor	мотор
wish	бажання
wish	бажаю
compilation	збірник
compilation	збирання
harvard	гарварду
islamic	ісламський
determined	рішуче
geography	географія
arkansas	арканзасу
fuel	пальне
fuel	паливо
fuel	палива
artillery	озброєння
artillery	артилерії
medieval	середньовічна
locations	розташування
locations	адреси
locations	місця
locations	адрес
inclusion	включення
recognition	визнання
chamber	камера
chamber	палата
chamber	палати
moment	момент
moment	мить
succeeded	успішне
historian	історик
condition	умова
physics	фізика
newspapers	газетах
newspapers	газети
instance	примірник
instance	екземпляр
represent	представляють
represent	представляти
allen	аллен
watch	дивитися
watch	подивитися
watch	дивіться
watch	дивися
watch	спостерігати
kitt	кітт
protect	захищати
protect	захистити
protect	стараються
protect	захисти
grey	сіра
grey	сірий
grey	грей
launch	стартувати
launch	запуск
dave	дейв
philip	філіп
iraq	ірак
iraq	іраку
changing	зміна
ukraine	україна
ukraine	україні
municipalities	підпорядкування
mix	мікс
mix	суміші
mix	суміш
tamil	тамільська
shift	shift
shift	зсув
shared	спільну
shared	поширив
shared	спільні
shared	поширили
shared	спільний
austrian	австрійська
austrian	австрійський
door	вивіз
door	двері
investigation	розслідування
investigation	розслідувати
investigation	слідство
institution	установа
institution	інститут
institution	установи
princess	принцеса
princess	princess
trail	стежка
trail	сліди
parks	парки
applications	додатки
applications	програми
hundred	сотня
hundred	сотню
hundred	сто
requirements	вимоги
talking	говоримо
talking	говорили
kim	kim
kim	кім
ltd	ltd
metres	метрів
metres	метри
gray	сірий
gray	сірі
sector	сектор
dean	дін
agricultural	аграрна
agricultural	аграрний
incorporated	incorporated
escape	втеча
escape	втечу
escape	втекти
orders	замовлення
corner	кутку
corner	куточок
corner	куті
founding	засновники
founding	заснування
mill	млин
mrs	пані
subjects	звернення
temperature	температура
settled	осіли
spacewatch	spacewatch
miami	miami
miami	маямі
promote	рекламувати
promote	просувати
promote	розповсюдити
values	значення
values	цінності
spot	місце
spot	пляма
progress	прогрес
progress	поступ
learn	дізнатися
learn	вчити
learn	вчитись
learn	навчитися
planet	planet
planet	планета
occupied	зайнятого
occupied	зайняте
occupied	зайнято
usage	користування
usage	використання
refused	відмовився
refused	відмовилися
refused	відмовив
refused	відмовлено
truth	істина
clark	кларк
sufficient	достатню
sufficient	достатньо
equal	дорівнює
equal	рівне
administrator	адміністратор
administrator	адміністратора
administrator	адміністратором
persons	осіб
persons	особи
factory	фабрика
fought	билися
fought	бився
fought	воював
fought	боролися
fought	воювали
derived	похідний
outstanding	визначні
outstanding	видатним
magazines	журнали
flow	потік
peer	вузол
peer	декларацій
attacked	агресію
attacked	напали
generate	створити
shape	форму
shape	форма
creator	творець
creator	автор
creator	створив
requires	потребує
requires	вимагає
option	варіант
option	пункт
option	параметр
lincoln	лінкольн
starts	починає
starts	починається
starts	запускає
starts	стартує
stands	стоїть
carry	нести
carry	возять
establishment	заклад
selling	продаж
causes	причинами
causes	причини
budget	бюджет
sky	небом
sky	небо
legend	легенду
legend	легенда
arrested	затримала
arrested	заарештовано
forum	форум
metro	метрополітен
metro	метро
metro	metro
broke	розбили
broke	розійшлися
broke	зламав
broke	відійшли
strike	страйк
injury	травми
injury	ушкоджень
injury	ушкодження
injury	травм
ryan	раян
zero	zero
zero	нульовий
zero	нуль
zero	нулі
converted	перетворено
violence	насилля
violence	насильство
significantly	значно
statements	заяви
statements	судження
statements	виписки
statements	заяв
controlled	керується
welsh	валлійська
roger	роже
roger	роджер
pdf	pdf
distinguished	бувають
samuel	самуель
samuel	семюел
translated	перекладено
papers	папери
detail	докладно
detail	детально
detail	подробиці
detail	детальні
chapel	каплиця
frederick	фредерік
thousands	тисячі
banks	береги
banks	банків
banks	банки
offensive	наступ
offensive	операція
kings	королі
factor	фактори
factor	коефіцієнт
factor	фактор
rename	перейменування
rename	перейменувати
replace	замініть
replace	заміна
replace	замінити
museums	музеї
resistance	опору
resistance	опір
tries	спроб
tries	намагається
tim	тімоті
tim	тім
engines	двигуни
engines	рушії
contributed	пропонував
medium	середній
medium	носій
medium	середня
medium	середні
device	пристрій
profit	прибуток
dream	сон
dream	dream
dream	мрія
enter	ввести
enter	увійти
enter	введіть
enter	enter
twelve	дванадцять
universal	універсальна
universal	universal
universal	універсальний
typical	типові
typical	типова
typical	типовий
seeing	дивлюся
seeing	бачити
skills	навички
skills	уміння
skills	навики
bought	купили
bought	купила
bought	купив
passenger	пасажир
cleveland	клівленд
funding	фінансування
agriculture	землеробство
parent	батьківські
parent	батьки
parent	батьківського
parent	батьківський
decades	грунту
receiving	отримання
signal	сигнал
reform	реформи
reform	реформа
organisation	установа
organisation	організація
prix	prix
prix	прі
column	колонка
column	стовпчик
column	колона
utah	юта
managers	менеджерів
indicate	вказують
indicate	позначають
ukrainian	український
ukrainian	українець
ukrainian	українська
gay	геї
gay	голубий
gay	гей
amateur	аматорського
amateur	аматорський
amateur	аматор
obviously	очевидно
obviously	явно
flora	флора
gene	ген
gene	джин
soul	душу
soul	душа
soul	soul
soul	душею
alt	ал
alt	alt
discussions	дискусії
discussions	обговорення
montreal	монреаль
turns	повороти
turns	виповнюється
walker	вокер
entrance	вхід
path	контур
path	шлях
nice	гарно
string	рядок
influenced	чинив
developing	проведення
developing	розробку
developing	розвиваються
abandoned	покинуті
abandoned	відмовилися
humans	людини
humans	люди
pair	пара
pair	пари
flat	рівна
sample	зразки
sample	зразок
sample	приклад
sample	зразка
contained	містяться
contained	міститься
banned	заборонили
banned	заборонене
moore	мур
strongly	сильно
visited	відвідала
visited	відвідали
visited	відвідав
visited	відвідував
increasing	зростати
increasing	збільшення
attorney	адвокат
attorney	прокурора
arm	рука
mathematics	математика
canal	канал
charts	хітів
charts	діаграм
charts	графіки
charts	діаграми
thinking	роздуми
thinking	мислення
dublin	дублін
surname	прізвище
brain	мозок
brain	мозку
pittsburgh	піттсбург
blog	блог
economics	економіка
seventh	сьомому
seventh	сьомий
seventh	сьома
alex	алексе
alex	алекс
heavily	сильній
authors	авторів
authors	автори
paintings	картини
paintings	картин
recipients	адресатів
recipients	отримувачі
scholars	вчених
scholars	популяризацію
controversial	фасаді
controversy	спір
reverted	повернено
expressed	висловив
expressed	висловили
josé	жозе
josé	хосе
bodies	тіл
bodies	тіла
conservation	охорони
conservation	енергозбереження
maps	карти
maps	мапи
maps	картах
marie	марі
arguments	аргументи
arguments	аргументів
chain	ланцюжок
chain	ланцюг
focused	фокусі
readers	читачам
readers	читачі
carl	карл
violation	порушення
offices	заклади
offices	працевлаштування
wave	хвиля
circle	коло
circle	гурток
apart	apart
apart	окрім
invasion	вторгнення
jimmy	джимі
jimmy	джиммі
opportunity	нагода
opportunity	можливість
determine	визначити
colspan	colspan
orthodox	православний
orthodox	православної
orthodox	orthodox
orthodox	православна
orthodox	православні
voted	проголосували
voted	голосував
voted	проголосував
formal	формальні
formal	формальна
describes	описано
describes	описує
seconds	сек
seconds	секундах
seconds	секунд
seconds	секунди
cycle	цикл
doubt	сумнівів
doubt	сумнів
doubt	сумніву
doubt	сумніваюся
doubt	сумніватися
golf	гольф
walls	стіни
walls	мури
productions	production
closely	тісно
occurs	статись
occurs	виникає
huge	величезна
huge	величезний
huge	величезні
andy	енді
indonesia	індонезія
indonesia	індонезії
sell	продати
sell	продавати
mon	мон
mon	mon
drawn	намальовано
drawn	намальовані
diocese	єпархії
tank	танк
advice	порада
advice	пораду
advice	поради
senator	сенатор
generated	створено
generated	створене
generated	створений
generated	створені
malaysia	малайзії
asking	запитує
asking	питаю
asking	прошу
finland	фінляндія
finland	фінляндії
causing	викликає
leads	веде
lawyer	адвокат
lawyer	юрист
seattle	seattle
gain	підсилення
gain	заробити
index	index
index	покажчик
index	індекс
saints	святі
runner	runner
runner	біг
crisis	криза
cinema	кінематограф
cinema	cinema
cinema	кіно
matt	мет
matt	метт
hollywood	голлівуд
hollywood	hollywood
reaction	реакція
medals	медалі
documents	документи
reader	reader
reader	читач
lawrence	лоуренс
pattern	взірець
pattern	взірцем
pattern	візерунок
pattern	шаблон
archives	архіви
atlanta	атланти
voting	голосування
reviewed	переглянули
reviewed	розглянули
looked	подивився
looked	глянув
bear	ведмідь
bear	ведмедик
perfect	perfect
perfect	ідеально
perfect	ідеальні
perfect	ідеальне
perfect	ідеальна
perfect	досконало
restored	відновлено
bruce	брюс
baltimore	балтимор
baron	барон
pan	пан
pan	випічки
commune	комуни
fantasy	fantasy
fantasy	фантазія
chair	крісло
chair	стілець
scenes	краєвиди
broad	широкі
broad	широке
opposite	протилежність
opposite	відміну
opposite	протилежний
opposite	навпаки
stuff	всякі
aged	віком
streets	вулицям
streets	вулиць
streets	вуличками
streets	вулицями
streets	вулиці
nick	нік
nick	псевдонім
anna	анна
billy	біллі
extension	суфікс
extension	розширення
kent	кент
parliamentary	парламентська
kelly	келлі
shooting	стрільби
shooting	зйомки
shooting	стрільба
ready	готовий
ready	напоготові
ready	готові
ready	готове
ready	готовність
ready	готова
pick	обираємо
aware	уважні
aware	відомо
aware	усвідомлює
jordan	йорданії
jordan	джордан
dictionary	словник
composition	будова
composition	композиція
salt	сіль
salt	солі
bangladesh	бангладеш
bot	бот
successfully	успішно
benefit	користь
lands	земель
interests	інтереси
interests	зацікавлення
interests	інтересів
scheduled	заплановану
scheduled	заплановані
scheduled	заплановано
scheduled	запланований
teachers	учителі
teachers	вчителів
teachers	вчителі
closing	закриття
advertising	реклама
contribution	вклад
contribution	внесок
maine	мен
retirement	пенсії
scientists	вчених
scientists	науковці
scientists	вчені
scientists	науковців
dam	гребля
blocks	блоки
blocks	блоків
las	лас
las	las
print	друк
print	надрукувати
print	друкувати
techniques	методику
techniques	експериментувати
techniques	методики
participate	долучитись
participate	участь
anniversary	річниця
anniversary	ювілей
requested	надійшов
requested	звертався
requested	запит
discovery	відкриття
discovery	знахідка
explained	пояснив
explained	пояснила
expedition	мкс
expedition	експедиція
assist	проведені
und	und
meanwhile	тимчасом
hampshire	гемпшир
creative	оформлення
creative	творчий
creative	креативні
maintain	утримати
maintain	підтримання
maintain	зберігати
maintain	підтримувати
detailed	докладні
detailed	детальний
detailed	детальні
facts	факти
frame	блок
frame	кадр
frame	рамка
finance	фінанси
socialist	соціалістична
script	скрипт
script	сценарії
script	сценарій
camera	камера
camera	фотоапарат
camera	камери
returns	повертається
returns	повертає
engaged	заручена
engaged	вивели
assistance	допомогу
assistance	допомоги
experienced	досвідчений
experienced	досвідчені
experienced	досвідченого
experienced	досвідчених
underground	підземні
underground	підземний
underground	підпілля
sale	розпродаж
sale	продаж
beautiful	прекрасні
beautiful	красивий
beautiful	красива
beautiful	красиві
jane	джейн
abc	abc
successor	наступником
classification	класифікація
tool	засіб
tool	інструмент
mining	гірнича
producing	виробництвом
cabinet	кабінет
cabinet	кабінету
bytes	байти
bytes	байтів
ross	рос
ross	росс
russell	расселл
russell	рассел
citations	цитатами
maintained	збережена
evening	вечір
evening	вечірня
evening	вечірній
singing	спів
singing	співати
singing	співає
fifa	fifa
fifa	фіфа
gender	стать
gender	статі
gender	гендерна
venues	venues
lakes	озер
lakes	озера
mail	мейл
mail	пошта
mail	поштою
jeff	джефф
electoral	колегія
electoral	виборчий
emergency	надзвичайні
emergency	аварійні
emergency	швидка
mode	режим
mode	лад
mode	mode
christopher	крістофер
heads	головах
heads	голів
heads	голови
heads	головами
proved	довів
proved	доводять
proved	довели
proved	доведено
priest	священик
funds	фонди
funds	коштів
investment	інвестиції
romanian	румунська
session	сеанс
session	сесії
session	сеансу
session	сесія
capture	захоплення
capture	захопити
aspects	аспекти
aspects	аспектів
reduce	зменшити
trophy	трофей
abuse	зловживання
abuse	образи
prefecture	префектура
walk	прогулянка
faced	зустрілися
normally	зазвичай
snow	сніг
shop	крамниця
shop	магазин
dakota	дакота
bush	буш
coal	вугілля
inhabitants	мешканці
headed	ішов
headed	їдуть
gary	гарі
gary	гері
employees	співробітників
employees	працівників
employees	працівники
employees	службовців
error	помилка
invited	запрошує
invited	запросив
invited	запрошено
invited	запрошують
invited	запрошені
cable	дріт
cable	кабель
protein	білок
protein	білки
accident	аварія
decade	десятиліття
measure	вимірювання
measure	міру
measure	міра
watched	дивились
watched	дивилися
watched	дивився
patients	пацієнти
patients	пацієнтам
patients	пацієнтів
animated	анімація
animated	анімаційний
animated	анімаційна
satellite	супутник
johnny	джоні
johnny	джонні
combination	поєднання
combination	комбінація
courts	суди
courts	судів
sequence	послідовності
sequence	послідовність
hook	застібка
hook	гак
hook	гук
hook	гачок
clean	очистити
clean	прибрати
clean	почистити
clean	чистий
owners	власники
twin	близнюк
distributed	поширюється
describe	описати
defensive	захисний
islam	іслам
photos	фотографії
photos	світлини
photos	світлин
photos	фото
ottoman	турецький
trained	навчали
affected	задіяні
affected	ураження
routes	шляхи
routes	маршрутів
routes	маршрути
ministers	міністрів
ministers	міністри
wine	вина
wine	вино
lanka	ланки
lanka	ланка
carlos	карлос
landing	посадка
landing	посадку
collected	зібраних
collected	зібрано
collected	зібрані
revival	відродження
rio	ріо
communes	муніципалітетів
saturday	субота
mps	mps
guess	guess
guess	вгадати
drop	крапля
drop	викинути
drop	скинути
drop	кинути
sarah	сара
swimming	плавання
membership	вступу
membership	членство
edinburgh	единбург
fit	вмістити
fit	підбір
fit	підійде
fit	влаштувати
fit	підходить
harris	гарріс
harris	харріс
dallas	даллас
degrees	градуси
degrees	градусів
bachelor	холостяк
bachelor	бакалавр
personally	особисто
briefly	коротко
files	файли
files	файлів
conduct	здійсненні
conduct	проведемо
courses	курси
homes	земляк
homes	домівки
homes	будинки
homes	будинків
reaching	нормальної
sought	шукаючи
vision	видіння
vision	зір
vision	vision
vision	бачення
demand	попит
demand	вимагаю
vertical	вертикальна
vertical	вертикальне
vertical	вертикальні
vertical	вертикально
vertical	вертикаль
vertical	вертикальний
updated	оновлено
updated	оновлений
updated	оновлені
marketing	маркетинг
jason	джейсон
jason	ясон
appeal	заклик
appeal	апеляцію
appeal	звернення
plane	літак
plane	площина
quick	швидкі
quick	швидко
quick	швидке
quick	швидка
quick	швидкий
victor	віктор
victor	переможцю
solar	сонячний
solar	сонячне
solar	сонячні
solar	сонячна
ages	віки
neighborhood	сусідство
neighborhood	оточення
wings	крила
acid	кислоти
acid	кислота
scheme	схема
scheme	схеми
scheme	схему
rfc	rfc
rfc	компроміси
constant	постійна
constant	стала
constant	постійний
additionally	додатково
hip	hip
hip	хіп
admins	адміністратори
nova	нова
ceremony	церемонія
chile	чилі
composers	композиторів
nazi	нацистів
scholar	історик
scholar	вченим
liverpool	ліверпуль
hero	герой
designer	designer
designer	дизайнер
designer	дизайнера
learned	вивчили
learned	навчився
learned	вивчив
learned	навчилися
instruments	інструментів
instruments	інструментами
welcome	запрошуємо
hair	шерсть
hair	волосся
consecutive	послідовних
consecutive	підряд
consecutive	послідовними
movies	знімали
movies	фільми
movies	кіно
adjacent	сусіднього
adjacent	сусідню
pool	басейн
norman	норман
collections	збірок
collections	колекції
collections	collection
collections	збірки
belgian	бельгійські
belgian	бельгійський
corporate	корпоративні
corporate	відділу
austin	остін
driving	їхали
driving	водіння
phone	телефон
fly	fly
fly	літати
fly	муха
fly	лети
ian	яном
ian	ієн
window	вікно
document	документом
document	документа
document	документ
adams	адамс
collaboration	співпраця
margaret	маргарет
margaret	маргарита
kennedy	кеннеді
leg	ніжку
leg	нога
leg	нозі
leg	ногу
videos	відео
assume	припустимо
attached	долучено
dry	сухий
dry	суха
dry	сухо
dry	сухе
dry	сухі
expand	розгорнути
expand	розширити
expand	розкрити
bible	біблія
matthew	матвія
matthew	матвій
matthew	метью
depending	залежно
serbian	сербська
covering	перекриття
random	випадкові
random	випадкове
random	випадковий
random	випадкова
random	випадкових
random	навмання
represents	представляє
participants	учасників
participants	учасники
participants	учасникам
thorough	ретельних
thorough	детальний
mentions	згадки
portrait	портрет
portrait	книжкова
drivers	драйвери
drivers	водії
airlines	антонова
airlines	авіалінії
airlines	airlines
franklin	франклін
viewers	глядачів
viewers	глядачі
viewers	глядач
finnish	фінська
differences	відмінностей
differences	відмінності
vocal	вокальний
vocal	вокал
element	елемент
element	елементом
element	елементи
regularly	регулярно
rejected	відкинуто
rejected	відмовив
rejected	відхилено
rejected	випускають
relative	відносно
relative	відносна
relative	відносний
illegal	незаконними
illegal	незаконно
illegal	незаконне
illegal	незаконні
illegal	незаконний
stewart	стюарт
roof	дах
leagues	льє
argued	сперечалися
colour	колір
colour	кольорова
morgan	морган
prisoners	затримані
prisoners	полонених
facebook	фейсбук
facebook	facebook
attend	присутнім
nelson	нельсон
survived	вижив
survived	пережив
survived	вижила
survived	вижили
insurance	страхування
expert	експертні
expert	експерт
steam	steam
cards	карт
cards	карти
cards	карток
cards	картки
manufacturing	виробництво
testing	тестування
testing	випробування
coastal	берегова
yorkshire	йоркшир
rescue	врятувати
rescue	рятівник
rescue	порятунок
territories	територій
thailand	таїланд
choose	виберіть
choose	вибрати
choose	обрати
vienna	відень
journey	мандрівка
journey	подорож
journey	подорожі
storage	зберігання
storage	носії
storage	сховище
costs	кошти
costs	коштує
singh	сінґх
soldier	солдат
colony	колонія
evolution	еволюція
evolution	evolution
taiwan	тайвань
hurricane	ураган
judges	судді
judges	суддів
gardens	сади
gardens	садів
poems	вірші
removing	вилучення
removing	видалення
driven	вивезли
responsibility	відповідальність
sentences	речення
sentences	речень
birmingham	birmingham
engineers	інженери
visible	видима
visible	видимий
visible	видно
visible	видимі
substantial	значну
gulf	затока
gulf	затоці
installed	встановлені
installed	встановлено
installed	встановлений
revolutionary	революційний
inner	внутрішнє
inner	внутрішній
inner	площина
trip	подорож
restaurant	ресторан
graham	грем
stores	магазини
rice	рис
rice	рису
prove	довести
skin	оболонка
skin	шкіра
skin	шкіри
committed	вчинив
committed	скоїв
volleyball	волейбол
chose	обрали
chose	вибрав
chose	обрав
chose	вибрала
factors	фактори
factors	факторів
hundreds	сотні
injured	поранений
devices	пристроями
devices	пристроїв
devices	пристрої
phrase	фраза
phrase	фразу
stanley	стенлі
lemmon	леммон
thompson	томпсон
suicide	самогубство
advantage	перевагу
advantage	перевага
advantage	перевагою
automatically	автоматично
disc	диск
minimum	мінімальна
minimum	мінімальний
minimum	мінімум
minimum	мінімально
minimum	мінімальне
goods	товари
charges	звинувачення
charges	видатки
alfred	альфред
operator	оператор
finishing	завершення
fred	фред
identify	ідентифікація
identify	ідентифікувати
producers	продюсери
producers	виробники
ann	енн
campbell	кемпбелл
portland	портленд
latest	останні
latest	остання
releases	випуски
victims	жертв
victims	жертви
victims	жертвами
victims	постраждалих
victims	постраждалим
explanation	пояснення
threat	загроза
threat	погроза
threat	загрозу
crossing	перехресті
slow	повільно
slow	повільні
slow	повільний
poets	поетів
poets	поети
stopped	зупинено
stopped	зупинили
stopped	зупинився
stopped	зупинка
strategy	стратегія
strategy	стратегії
wayne	вейн
ranking	рейтинг
ranking	рейтингу
disney	дісней
disney	disney
wright	райт
residential	житловий
residential	житлових
significance	значущість
ruled	керували
excellent	відмінний
excellent	чудова
excellent	відмінно
observed	спостерігала
threatened	погрожують
threatened	погрожував
friendly	дружній
friendly	friendly
temporary	тимчасове
temporary	тимчасові
temporary	тимчасова
temporary	тимчасово
temporary	тимчасовий
masters	магістри
peninsula	півострів
networks	мережах
networks	спільноти
networks	мережі
networks	мереж
passengers	пасажири
passengers	пасажирів
artistic	художні
artistic	художнього
safe	сейф
safe	безпечний
safe	безпечно
festivals	фестивалів
compete	змагатися
png	png
hunter	мисливець
alaska	аляска
partnership	партнерства
partnership	партнерство
maintenance	обслуговування
maintenance	супровід
monitoring	спостереження
monitoring	моніторинг
evil	зла
evil	злом
evil	evil
evil	зло
relief	рельєф
relief	полегшенням
charlie	чарлі
poverty	бідність
poverty	бідності
poverty	злидні
hop	гоп
hop	hop
hop	хоп
fri	пт
encyclopedic	енциклопедичний
filled	заповнений
nba	нба
decide	вирішувати
decide	вирішуйте
decide	вирішити
decide	визначитися
breaking	порушення
argentine	аргентинське
argentine	аргентини
resigned	здалися
resigned	звільнився
oblast	область
drew	намалював
drew	дрю
hawaii	гаваї
brooklyn	бруклін
historians	історики
speaker	доповідач
speaker	гучномовець
moth	господиня
moth	міль
permission	дозволу
permission	дозвіл
wounded	поранених
wounded	поранені
wounded	поранений
racial	расової
marshall	маршалл
marshall	маршал
gate	брама
gate	gate
gate	ворота
springs	пружини
roy	рой
roy	руа
roy	рою
photography	фотографія
helping	допомогу
helping	допомагати
helping	допомагають
knights	лицарі
roll	рол
roll	roll
roll	кинути
progressive	прогресивна
progressive	прогресивний
progressive	прогресивні
progressive	тривалий
contrast	контрастність
continuing	продовжуючи
continuing	продовжуємо
processes	процеси
processes	процесів
terminal	термінала
terminal	термінал
executed	виконано
shall	shall
svg	svg
infrastructure	інфраструктура
principle	принцип
painters	художників
painted	намалювала
painted	малюють
properly	належно
frequency	частоту
frequency	частота
shaped	формує
joining	приєднання
robinson	робінсон
waters	вод
ridge	хребта
ridge	хребет
bridges	мости
bridges	мостів
ceo	ceo
monument	монумент
mental	психічний
carter	картер
karl	карл
mac	mac
mac	мак
orleans	орлеан
portal	портал
parallel	паралельний
parallel	паралельні
parallel	паралельно
regardless	незалежно
thirty	тридцять
giant	giant
giant	велетенська
giant	гігант
giant	велетень
murray	мюррей
afghanistan	афганістану
afghanistan	афганістан
assessment	оцінка
counter	лічильник
bears	ведмедів
bears	ведмеді
purchase	купити
purchase	придбати
purchase	покупка
purchase	придбання
purchase	покупку
expression	вираз
uefa	уєфа
improvement	удосконалення
madrid	madrid
madrid	мадрид
closure	закриття
closure	замикання
wheel	кермо
wheel	колесо
ambassador	посол
desert	пустелі
desert	пустеля
iranian	іранське
reign	править
uncle	дядько
uncle	дядечко
uncle	дядя
severe	суворі
severe	тяжкий
rain	дощ
admiral	адмірал
fishing	рибалку
fishing	рибалити
fishing	тунця
existed	існував
existed	існували
existed	існувало
raise	складати
raise	підняти
broadway	бродвей
principles	засади
principles	принципи
grow	виростають
grow	рости
grow	вирощують
grow	ростуть
tests	перевірки
tests	тести
tech	tech
tech	тех
trouble	біді
trouble	біда
rico	ріко
paragraph	стаття
paragraph	абзац
bat	bat
prepared	підготувала
prepared	суспільно
prepared	підготовлено
prepared	підготував
measures	заходи
robin	робін
hired	найняв
fear	fear
fear	страх
fear	страху
merit	заслуги
participation	участі
participation	участь
designs	designs
agencies	організаціями
agencies	агентства
technique	техніка
technique	методика
alberta	альберта
egyptian	єгипетський
egyptian	єгипетська
clerk	службовець
knew	знала
knew	знало
knew	знали
knew	знав
narrow	вузький
narrow	вузькі
adapted	адаптовано
commissioner	комісар
rapid	швидкого
dating	побачення
dating	побачень
dating	знайомств
businesses	підприємцям
businesses	бізнесу
businesses	компаніями
bomb	бомба
capable	здатний
capable	здатен
poem	вірш
poem	вірша
poem	поема
stages	стадії
stages	діях
honorary	почесний
dragon	dragon
dragon	дракон
propose	пропоную
propose	запропонувати
modified	змінений
modified	змінено
modified	змінене
modified	змінені
fired	звільнили
fired	звільнений
fired	звільнено
fired	звільнив
send	надіслати
send	відправити
send	надсилати
send	відіслати
send	надсилання
proof	доказ
practices	практик
arabic	арабські
arabic	арабська
mouth	рот
mouth	рота
fix	виправити
fix	фіксована
licensed	випущена
symbol	символ
organ	орган
damaged	обстрілів
damaged	пошкоджені
warren	воррен
exception	виняток
exception	винятки
exception	виключення
costa	коста
unfortunately	нажаль
jerusalem	єрусалим
replacement	заміна
replacement	замінник
indians	індіанці
soundtrack	саундтрек
virgin	діва
virgin	богородиці
thousand	тисяча
vancouver	ванкувер
legislation	законодавства
legislation	законодавство
beauty	краса
credits	подяки
buy	купити
buy	придбати
organisations	організаціями
serbia	сербія
serbia	сербії
christianity	християнство
cavalry	кавалерії
richmond	річмонд
chess	шахи
channels	канали
exact	точне
exact	точні
exact	точна
exact	точний
baker	бейкер
baker	пекар
involvement	участь
anime	аніме
donald	дональд
sisters	сестрички
sisters	сестри
willing	бажаючих
willing	дасть
requests	запити
requests	запитів
requests	запит
unusual	незвичні
unusual	незвичайний
unusual	незвичайні
unusual	незвичний
impossible	неможлива
impossible	неможливе
impossible	неможливо
colors	барви
colors	кольори
colors	кольорів
cook	готувати
cook	кухаря
cook	кук
cook	повар
cook	кухар
drawing	креслення
drawing	малюнок
drawing	малювання
wikimedia	wikimedia
jonathan	джонатан
removal	вилучення
removal	видалення
moves	рухається
moves	ходи
moves	ходів
indicates	відзначено
admitted	зізнався
ownership	власники
ownership	належність
ownership	власник
ownership	власність
shore	берега
shore	берег
nebraska	небраска
regulations	статут
regulations	постанов
crash	аварія
crash	крах
crash	crash
crash	аварії
guitarist	гітарист
supports	підтримує
abbey	абатство
deleting	вилучення
deleting	видалення
nevada	невада
barry	баррі
tone	тонус
tone	тон
tone	тоне
indigenous	корінні
personality	особистість
reception	прийом
transit	проходження
buffalo	buffalo
flowers	квіти
bond	бонд
jay	джей
adventure	пригодницький
adventure	adventure
adventure	пригоди
adventure	пригода
definitely	безперечно
definitely	точно
definitely	безумовно
guinea	гвінеї
guinea	гвінея
horror	жах
horror	жахи
pointed	вказана
apple	яблуко
apple	apple
apple	яблучко
popularity	популярність
occasionally	місцями
coalition	коаліція
coalition	коаліції
starred	зірочкою
critic	критик
journals	журнали
percentage	відсотки
percentage	відсоток
silent	тиха
silent	мовчазна
laboratory	лабораторія
microsoft	microsoft
movements	рухи
movements	рухів
charter	хартія
suitable	підходить
alternate	альтернативне
alternate	альтернативний
offering	пропозиція
missions	місій
missions	місії
hlist	hlist
experimental	експериментальна
experimental	експериментальний
rooms	кімнат
rooms	кімнати
concluded	завершені
reputation	репутацію
reputation	репутація
accurate	точні
accurate	точна
accurate	акуратно
versus	проти
websites	сайти
interpretation	інтерпретація
interpretation	тлумачення
tagged	позначено
tagged	позначене
tagged	відмічені
tagged	позначені
endemic	endemic
chemistry	хімія
achieve	досягти
knows	знає
manga	манга
journalists	журналістів
journalists	журналісти
forests	ліси
