deriva	пропала
vaucluse	воклюз
controleaza	контроль
controleaza	контрольна
controleaza	керування
amiral	адмірал
purtate	наряд
purtate	носили
purtate	носив
convocat	покликали
convocat	покликав
inaugurarea	інавгурація
intelectuale	інтелектуальна
intelectuale	інтелектуальної
redir	redir
ulrich	ульріх
incalzire	опалення
incalzire	опалення
diplomatic	дипломатичних
afacerea	бізнес
afacerea	справа
afacerea	ділова
afacerea	business
afacerea	діловий
regate	держав
