valoroase	قيمة
sună	اتصل
sună	مكالمة
sună	نداء
sună	الاتصال
circulația	تداول
teama	خو
teama	الخوف
teama	خوف
pisica	القط
pisica	قطة
pisica	قط
pisica	القطة
pisica	كات
tancurile	دبابات
tancurile	الدبابات
tancurile	الخزانات
declin	انخفاض
declin	انحدار
declin	الانحدار
dante	دانتي
suflete	ارواح
suflete	النفوس
suflete	الارواح
porți	البوابات
porți	غيتس
porți	بوابات
exclus	استبعاد
exclus	مستبعدة
integrată	متكاملة
integrată	متكامل
luarea	اخذ
fra	fra
plasate	موضوعة
instrumentele	صكوك
instrumentele	الصكوك
instrumentele	الالات
identifica	التعرف
flux	تغذية
flux	تدفق
flux	التدفق
flux	تيار
componentele	عناصر
componentele	المكونات
componentele	العناصر
componentele	مكونات
impună	فرض
ziarele	الصحف
ziarele	صحف
ziarele	الجرائد
scut	شيلد
scut	الدرع
scut	درعا
scut	درع
patrie	وطن
arhiducesa	archduchess
transmisie	الارسال
transmisie	ارسال
transmisie	بث
transmisie	البث
practici	التدريب
practici	ممارسة
practici	الممارسة
practici	التمرين
practici	تدريب
practici	الممارسات
practici	ممارسات
motoarele	محركات
motoarele	المحركات
hotărâre	الحكم
drepte	مباشرة
drepte	مستقيم
divertisment	ترفيه
divertisment	للترفيه
divertisment	الترفيه
divertisment	تسلية
acvatice	المائية
molii	العث
stanga	اليسار
stanga	يسار
kazahstan	كازاخستان
obiceiuri	العادات
obiceiuri	عادات
obiceiuri	الجمارك
obiceiuri	جمارك
obiceiuri	العادات
vitamina	فيتامين
cardinalul	الكاردينال
cardinalul	كاردينال
radar	رادار
radar	الرادار
copac	الشجرة
copac	شجرة
homer	هومر
marți	الثلاثاء
gazda	المضيف
gazda	مضيف
gazda	المضيفة
gazda	مضيفة
gazda	المضيفة
întreprins	الاضطلاع
furat	سرقت
furat	مسروقة
furat	مسروق
furat	المسروقة
furat	سرق
furat	سرقت
furat	سرق
rogers	روجرز
laser	الليزر
laser	ليزر
proaspăt	طازج
proaspăt	طازجة
învinsă	هزم
învinsă	هزمت
rapoarte	تقارير
rapoarte	التقارير
crater	فوهة
pachet	حزمة
pachet	الحزمة
pachet	حزمة
pachet	حزمة
pachet	طرد
pachet	الحزمة
pachet	الطرد
pachet	رزمة
climatice	المناخية
climatice	المناخ
climatice	مناخ
mercury	الزئبق
che	تشي
posibilități	احتمالات
posibilități	الامكانات
posibilități	الامكانيات
posibilități	الاحتمالات
posibilități	امكانيات
pasiune	شغف
pasiune	الهوى
pasiune	العاطفة
pasiune	الشغف
pasiune	الهيام
înlocuitor	الاستبدال
înlocuitor	البديل
înlocuitor	استبدال
înlocuitor	بديل
supravegherea	رقابة
supravegherea	الاشراف
supravegherea	الرقابة
supravegherea	اشراف
supravegherea	الاشراف
supravegherea	اشراف
supravegherea	المراقبة
supravegherea	مراقبة
biblice	التوراتي
sistematic	منهجي
sistematic	منهجية
westminster	ويستمنستر
pietrele	الاحجار
pietrele	الحجارة
pietrele	احجار
pietrele	حجارة
flăcări	لهب
magda	ماجدا
magda	ماجدة
speed	سبيد
speed	السرعة
speed	سرعة
arhivă	ارشيف
arhivă	الارشيف
arhivă	المحفوظات
arhivă	محفوظات
arhivă	الارشيف
mergând	مشي
mergând	يمشي
mergând	امشي
mergând	المشي
mergând	ذهاب
mergând	ذاهب
mergând	ذاهبة
wind	الرياح
wind	الريح
wind	ريح
wind	رياح
jonas	يونس
jonas	جوناس
cucerită	غزا
newman	نيومان
podgorica	بودغوريكا
comis	ملتزم
comis	ملتزمة
comis	ارتكبت
parametri	البارامترات
credincios	مخلص
credincios	المؤمنين
credincios	مخلصة
credincios	المؤمن
credincios	مؤمن
frică	خو
frică	الخوف
frică	خوف
dominantă	المهيمنة
dominantă	المهيمن
dezbateri	مناقشات
dezbateri	المناقشات
dezbateri	النقاشات
dezbateri	النقاش
dezbateri	مناقشة
dezbateri	المناظرة
dezbateri	نقاش
dezbateri	المناقشة
cuantice	كمي
rotterdam	روتردام
corona	كورونا
dortmund	دورتموند
îngustă	ضيق
îngustă	تضييق
russula	russula
actualizat	محدثة
actualizat	تحديث
bonn	بون
campioni	الابطال
campioni	ابطال
strauss	ستراوس
înțelept	الحكيم
înțelept	حكيمة
înțelept	حكيم
boulogne	بولوني
celebră	شهيرة
celebră	مشهور
celebră	شهير
celebră	مشهورة
celebră	الشهيرة
tribut	تكريم
tribut	اشادة
protector	واقي
protector	حامي
protector	الحامية
protector	حامية
solidă	صلبة
solidă	متين
solidă	الصلبة
solidă	صلب
guardian	الوصي
guardian	وصي
braille	بريل
operațiune	العملية
operațiune	العمليات
operațiune	عملية
grădini	جنات
grădini	حدائق
grădini	الحدائق
doamnă	مدام
doamnă	سيدتي
doamnă	السيدة
doamnă	سيدة
editori	الناشرين
editori	المحررين
rudele	اقارب
rudele	الاقارب
razboi	حرب
razboi	الحرب
sentiment	شعور
sentiment	الاحساس
sentiment	اشعر
sentiment	الشعور
sentiment	احساس
circulă	يعمم
kafka	كافكا
audiență	جمهور
audiență	الجمهور
lup	الذئب
lup	ذئب
lup	ولف
lup	وولف
audi	اودي
riga	ريغا
hidrografic	الهيدروغرافية
remus	ريموس
câmpuri	ميادين
câmpuri	الحقول
câmpuri	حقول
câmpuri	الميادين
romantică	رومانسية
romantică	رومنسي
romantică	رومانسي
favorabilă	مواتية
favorabilă	موات
costul	الكلفة
costul	التكلفة
costul	التكاليف
costul	تكلفة
identic	مماثل
identic	متطابقة
electroni	الالكترونات
diviziune	شعبة
diviziune	الشعبة
comic	الهزلية
comic	هزلي
nebraska	نبراسكا
capelă	شابل
eticheta	تاغ
eticheta	تسمية
eticheta	التسمية
campionate	البطولات
campionate	بطولات
contribuind	الاسهام
amândouă	كلاهما
curtis	كيرتيس
solul	تربة
solul	التربة
sweet	حلو
sweet	حلوة
sweet	الحلو
moschee	جامع
moschee	مسجد
moschee	المسجد
moschee	الجامع
vânzările	المبيعات
vânzările	مبيعات
vânzările	البيع
christoph	كريستوف
curaj	شجاعة
curaj	الشجاعة
vârfuri	القمم
vârfuri	قمم
kreis	kreis
grace	جريس
grace	نعمة
grace	غريس
grace	غرايس
spionaj	تجسس
spionaj	تتجسس
spionaj	تجسس
spionaj	التجسس
lanțuri	سلاسل
lanțuri	السلاسل
chestiuni	المسائل
chestiuni	قضايا
chestiuni	القضايا
chestiuni	مسائل
chestiuni	مشكلات
moale	ناعمة
moale	الناعمة
moale	لينة
moale	ناعم
expansiunea	التوسع
expansiunea	التوسيع
expansiunea	توسع
expansiunea	توسيع
cota	مشاركة
cota	المشاركة
cota	حصة
cota	نصيب
cota	شارك
cota	الحصة
cota	الحصص
autobuze	حافلات
autobuze	الحافلات
evacuarea	اجلاء
evacuarea	اخلاء
tipurile	انواع
tipurile	الانواع
expansiune	التوسع
expansiune	التوسيع
expansiune	توسع
expansiune	توسيع
nominalizată	رشح
nominalizată	رشحت
lagăre	المعسكرات
lagăre	مخيمات
lagăre	المخيمات
lagăre	معسكرات
matematica	رياضيات
matematica	الرياضيات
matematica	رياضيات
matematica	الرياضيات
melbourne	ملبورن
trans	ترانس
cerând	يطالبون
cerând	تطالب
montaj	المونتاج
vizite	زيارات
vizite	الزيارات
coca	الكوكا
coca	كوكا
rabin	الحاخام
rabin	رابين
norvegiană	النرويجية
norvegiană	النرويج
obligatorie	الزامية
obligatorie	الالزامية
obligatorie	الزام
obligatorie	الزامية
obligatorie	الالزامية
obligatorie	الزامية
jucate	لعبت
sume	المبالغ
sume	مبالغ
sume	المبالغ
sume	مبالغ
tensiunea	توتر
tensiunea	التوتر
tensiunea	الجهد
tensiunea	جهد
sheriff	شريف
sheriff	الشريف
sheriff	عمدة
democratică	ديمقراطي
democratică	ديمقراطية
democratică	الديمقراطي
măsurare	القياس
măsurare	قياس
măsurare	القياس
măsurare	قياس
maiorul	رائد
maiorul	ماجور
maiorul	الرائد
steel	الفولاذ
steel	ستيل
steel	الصلب
baie	حمام
baie	الحمام
baie	مام
baie	حمام
baie	الحمام
baie	باث
ruine	الخراب
ruine	خراب
galileo	غاليليو
editarea	التعديل
editarea	تحرير
editarea	التحرير
mărimi	احجام
mărimi	القياسات
mărimi	المقاسات
hussain	حسين
celulelor	الخلايا
celulelor	الزنزانات
celulelor	خلايا
ada	ادا
mia	ميا
birouri	مكاتب
birouri	المكاتب
birouri	مكاتب
grupare	التجميع
grupare	تجميع
reprezentantul	تمثيلية
reprezentantul	الممثل
reprezentantul	ممثل
grosime	سميك
grosime	سميكة
aparentă	ظاهر
aparentă	الظاهر
rachetă	صاروخ
rachetă	روكيت
rachetă	الصاروخ
rachetă	صاروخ
rachetă	الصاروخ
rachetă	القذيفة
rachetă	قذيفة
lingvist	لغوي
hardware	العتاد
hardware	الاجهزة
hardware	اجهزة
hardware	معدات
tiger	تايجر
tiger	النمر
tiger	نمر
verticale	الراسي
verticale	راسي
verticale	عمودي
verticale	عمودية
încorporat	اسست
încorporat	المضمنة
încorporat	مدمج
ten	العشرة
ten	ten
ten	عشرة
ten	عشر
ten	العاشرة
print	برنس
print	برينس
print	امير
print	الامير
polo	بولو
pisică	القط
pisică	قطة
pisică	قط
pisică	القطة
pisică	كات
plăcere	سرور
centrala	مركزية
centrala	سنترال
centrala	الوسطى
centrala	وسط
centrala	مركزي
datorate	المستحقة
minsk	مينسك
plaja	شاطئ
plaja	شاطيء
plaja	الشاطئ
plaja	بيتش
plaja	الشاطيء
definirea	التعريف
definirea	تعريف
antrenament	التدريب
antrenament	تدريب
antrenament	التمرين
antrenament	تمارين
antrenament	تمرين
găsirea	العثور
găsirea	ايجاد
restrâns	ضاقت
machiavelli	مكيافيلي
posibilitate	احتمال
posibilitate	احتمالية
posibilitate	الاحتمال
posibilitate	امكانية
tokio	طوكيو
castello	castello
plajă	شاطئ
plajă	شاطيء
plajă	الشاطئ
plajă	بيتش
plajă	الشاطيء
cultivate	كبرت
cultivate	المزروعة
salvează	حفظ
salvează	انقاذ
salvează	وفر
salvează	احفظ
asiatice	الاسيوي
asiatice	اسيا
asiatice	الاسيوية
supreme	العليا
add	يضاف
add	add
add	اضف
add	اضافة
add	نضيف
bizantini	البيزنطيون
semnele	العلامات
semnele	علامات
dovada	الادلة
dovada	دليل
dovada	الدليل
dovada	ادلة
dovada	برهان
dovada	دليل
dovada	اثبات
dovada	البرهان
experiențe	خبرات
experiențe	التجارب
experiențe	الخبرات
intelectual	فكريا
intelectual	الفكرية
intelectual	فكرية
ipoteză	فرضية
ipoteză	الفرضية
mongolia	منغوليا
centrele	مراكز
centrele	المراكز
moartă	ميتة
moartă	ميتا
moartă	ميت
consecințele	النتائج
consecințele	العواقب
consecințele	التبعات
consecințele	عواقب
balcanice	البلقان
producătorii	المنتجون
producătorii	منتجين
producătorii	المنتجين
producătorii	المصنعين
revizuită	المنقح
revizuită	منقحة
revizuită	استعرض
victimele	الضحايا
victimele	ضحايا
guatemala	غواتيمالا
flotă	الاسطول
flotă	اسطول
clinic	السريرية
clinic	سريريا
nevoile	احتياجات
nevoile	يحتاج
nevoile	الاحتياجات
nevoile	حاجات
nevoile	الحاجات
capabili	قادر
capabili	قادرة
capabili	قادرين
extraterestră	اجنبي
extraterestră	الاجنبي
extraterestră	فضائي
difuzare	بث
difuzare	البث
difuzare	النشر
stînga	اليسار
stînga	يسار
tinde	ينزع
tinde	يميل
giacomo	جياكومو
localnicii	المحليون
vittorio	فيتوريو
macedoneană	مقدونيا
macedoneană	المقدونية
macedoneană	مقدوني
metalic	المعدن
metalic	معادن
metalic	معدني
metalic	معدن
metalic	المعادن
metalic	معدنية
metalic	معدني
maro	اسمر
maro	البني
maro	بنية
maro	براون
bombă	قنبلة
bombă	بله
bombă	القنبلة
aïn	عين
dureri	الالم
dureri	الم
dureri	الالام
consecutiv	متتالية
murphy	ميرفي
restaurante	المطاعم
restaurante	مطاعم
coordonat	منسقة
coordonat	تنسيق
coordonat	منسق
blanc	بلان
ipoteze	الفرضيات
ipoteze	افتراضات
ipoteze	الافتراضات
ipoteze	فرضية
ipoteze	الفرضية
chimia	كيمياء
chimia	الكيمياء
porturi	موانئ
porturi	الموانئ
mătușa	عمة
mătușa	خالة
mătușa	خالتي
mătușa	عمتي
mătușa	العمة
nobilii	النبلاء
sai	ساي
andaluzia	الاندلس
piețe	اسواق
piețe	الاسواق
manifestare	مظاهر
galaxy	غالاكسي
galaxy	مجرة
galaxy	المجرة
mhz	mhz
hochei	الهوكي
hochei	هوكي
avocatul	المحامية
avocatul	محام
avocatul	المحامي
avocatul	محامي
avocatul	محامية
eye	عين
eye	العين
confederației	الاتحاد
valentina	فالنتينا
dal	دال
permisiune	تصريح
permisiune	الاذن
sălbatic	البرية
sălbatic	برية
sălbatic	البري
sălbatic	سافج
sălbatic	سافاج
sălbatic	وحشية
pasaj	مرور
montat	شنت
heroes	الابطال
heroes	ابطال
gaeta	جيتا
extrase	استخرجت
extrase	مقتطفات
confuzie	الخلط
confuzie	التشويش
confuzie	الارتباك
resturi	الخردة
resturi	خردة
resturi	الانقاض
resturi	الحطام
resturi	حطام
oswald	اوزوالد
performanța	الاداء
performanța	اداء
canadiană	كندي
canadiană	كندية
canadiană	الكندي
canadiană	الكندية
connecticut	كونيتيكت
caterina	كاثرين
reformele	الاصلاحات
reformele	اصلاحات
morrison	موريسون
douăsprezece	twelve
haemaphysalis	haemaphysalis
maxime	مكسيم
demografică	الديمغرافية
nadia	ناديا
nadia	نادية
mecanicii	الميكانيكا
beat	ثمل
beat	سكران
cititorii	قراء
cititorii	القراء
stocare	مخزن
stocare	المخزن
stocare	التخزين
stocare	تخزين
sculpturi	المنحوتات
sculpturi	منحوتات
proteine	بروتين
proteine	البروتين
proteine	البروتينات
rugat	صليت
galerii	المعارض
galerii	معارض
tunel	نفق
tunel	النفق
salonic	سالونيك
privilegii	امتيازات
privilegii	الامتيازات
mingea	كرة
mingea	الكرة
issn	issn
pelerinaj	حج
pelerinaj	الحج
trimiterea	ارسال
acoperirea	الشمول
acoperirea	التغطية
acoperirea	تغطية
masculii	الذكور
masculii	ذكور
soi	متنوعة
soi	التنوع
soi	تنوع
detenție	الاحتجاز
detenție	الاعتقال
detenție	احتجاز
tabără	كامب
tabără	المخيم
tabără	مخيم
tabără	معسكر
tabără	المعسكر
kai	كاي
extinse	موسعة
extinse	موسع
