маляр	pintor
дивує	sorprendido
доросла	medrara
доросла	grande
доросла	medrou
доросла	xa
доросла	es
доросла	adulto
доросла	maior
доросла	adultos
доросла	adulta
доросла	adulto
доросла	dun
антибіотики	antibióticos
антибіотики	coa
антибіотики	dos
антибіотики	os
антибіотики	antibiótico
антибіотики	uso
антибіотики	antibióticos
антибіотики	dos
віддавали	a
віддавали	dar
віддавали	un
надзвичайна	extraordinario
надзвичайна	cantidade
надзвичайна	extraordinarias
надзвичайна	extraordinarios
надзвичайна	extraodinarios
надзвичайна	extraordinaria
дивне	raro
холод	frío
холод	fría
холод	arrefriado
спогад	memoria
помічники	axudante
помічники	asistente
помічники	de
прекрасні	fermoso
прекрасні	bonita
прекрасні	fermosa
прекрасні	precioso
прекрасні	fermosas
пріоритетів	prioridades
пріоритетів	as
сири	queixo
жахливий	terrible
жахливий	horrible
жахливий	horríbel
жахливий	terríbel
купили	mercou
купили	merquei
купили	merqueino
купили	merqueille
купили	comprou
подумав	que
подумав	pensaba
подумав	pensei
анн	anne
ринкова	mercado
ринкова	mercados
ринкова	esa
ринкова	feira
посіви	cultivos
фотографування	semella
фотографування	que
фотографування	parece
венді	wendy
лихоманка	febre
змагатися	competir
ластівка	trague
ластівка	traga
ліжко	cama
реаліті	realidade
реаліті	a
легку	carne
запеклий	xurou
запеклий	cargo
запеклий	o
метан	metano
забили	disecado
заборонене	prohibido
заборонене	prohibidas
найпростіші	máis
бразильська	brasil
секрети	os
секрети	segredos
секрети	poden
секрети	adoptar
незаконне	ilegal
сміливий	valentes
сміливий	valente
плівка	cinta
плівка	parte
плівка	película
плівка	filme
голлівуд	hollywood
тону	ton
розповіла	díxenlle
розповіла	que
розповіла	díxome
розповіла	dixo
розповіла	dixen
хвилями	ondas
терпіння	paciencia
родос	rhodes
вірогідність	oportunidade
вірогідність	posibilidade
примітивні	primitivos
примітивні	primitiva
примітивні	primitivo
пенні	a
пенні	penique
пенні	penny
детальні	detalle
детальні	detalles
проникати	penetrar
ендрюс	andrews
взірцем	padrón
взірцем	de
взірцем	patrón
взірцем	pauta
мавпа	mono
мавпа	monos
шоколад	chocolate
плутанини	confusión
коханої	amado
коханої	querido
курка	galiña
курка	polo
курка	pito
вдарив	éxito
інтерфейсів	interfaces
фраз	frases
логічна	lóxica
мандрівка	viaxe
полковнику	coronel
ручна	manual
гладенька	goma
інтелектуальна	intelectual
видима	visible
видима	visibles
смішно	gracioso
смішно	divertido
смішно	raro
смішно	ridícula
смішно	ridículo
рядками	liñas
рядками	de
рядками	trincheiras
рядками	frases
колоніальна	colonial
благодійність	caridade
чули	oín
чули	falar
чули	escoitei
грім	canóns
грім	trono
грім	os
грім	tronos
печінка	fígado
страшні	fea
страшні	feo
страшні	horríbel
минулий	pasado
минулий	últimos
запитує	preguntar
запитує	lle
запитує	pregunta
запитує	a
запитує	pide
запитує	pregunta
уяви	imaxinar
уяви	imaxinade
уяви	imaxina
уяви	imaxinen
фермерів	labregos
фермерів	agricultores
бруклін	brooklyn
зупинили	parei
зупинили	de
зупинили	parou
зупинили	detívose
зупинили	paramos
акваріум	acuario
надзвичайну	marabilloso
санті	santi
курей	galiñas
курей	polos
погоджуюся	acordo
погоджуюся	de
погоджуюся	concordo
погоджуюся	dacordo
розширювати	a
розширювати	estender
кості	dados
слухання	escoitan
слухання	escoiten
слухання	a
слухання	escoitar
слухання	escoitando
слухання	escoitamos
послугу	favor
нитка	corda
суцільний	sólida
гаряча	quente
гаряча	calor
раба	de
раба	escravos
раба	escrava
подивився	mirei
подивився	parecía
подивився	cara
зупинок	paradas
зупинок	frea
зупинок	detén
зупинок	deixa
зупинок	se
інтелектуальний	intelixente
інтелектуальний	intelixentes
типовою	convencional
негайного	inmediato
негайного	contado
взаєморозуміння	entender
взаєморозуміння	comprensión
взаєморозуміння	entendemento
взаєморозуміння	comprender
щоденні	día
щоденні	diariamente
щоденні	daily
щоденні	cotiá
щоденні	diario
круз	levádeme
проксі	indicador
проксі	representante
зоряне	estrelado
