το	را
θεωρεία	فرضیه
μικροσκοπική	میکروسکوپی
μικροσκοπική	تاینی
μικροσκοπική	ریز
κονσέρτο	کنسرتو
κονσέρτο	کنسرت
αγέλη	گله
αγέλη	پک
αγέλη	فشردن
μάρκοφ	مارکوف
ακρίδες	ملخ
ρευστότητα	نقدینگی
αμπχαζία	آبخاز
λομπάρντο	لومباردو
τζένι	جنی
βότσαλα	سنگریزه
χαίρε	تگرگ
ευθυγράμμιση	تراز
ευθυγράμμιση	تراز
γυάλινη	گلاس
γυάλινη	گلس
γυάλινη	لیوان
γυάλινη	شیشه
καλώ	فراخوانی
γκριμ	عبوس
γκριμ	دلگیر
στάιν	اشتاین
στάιν	استین
προϊστορικό	پیشاتاریخ
εκχύλιση	استخراج
ρόμπινς	رابینز
κις	کیز
ντουάρτε	دوراتی
σχετικιστική	نسبیتی
εκπαιδευτή	trainer
εκπαιδευτή	مربی
εκπαιδευτή	instructor
εκπαιδευτή	مدرس
πρωκτό	مقعد
πρωκτό	مقعد
χειρουργείο	جراحی
γέλια	خنده
γέλια	خندان
αντίκτυπος	ضربه
αντίκτυπος	اصابت
αντίκτυπος	برخوردی
αντίκτυπος	برخورد
κράινα	krajina
εκκρίσεις	ترشحات
κίρκη	کیرکه
μοναχισμού	رهبانیت
χαρτούμ	خرطوم
μπροκ	براک
βραδιές	شبا
βραδιές	شبها
βραδιές	شبهای
βραδιές	شب
σαλάμ	salaam
κλωστή	نخ
κλωστή	رشته
επιζήσαντες	بازماندگان
ντάουνι	داونی
μάνερχαϊμ	مانرهایم
μόρτιμερ	مورتیمر
λεπίδα	بلید
λεπίδα	تیغه
λεπίδα	تیغ
συνουσία	زنا
κοκτέιλ	کوکتل
κοκτέιλ	معجون
κοκτέιλ	کوکتل
τσάντλερ	چندلر
λεμόνι	لیمویی
λεμόνι	لمون
λεμόνι	لیمو
λεμόνι	لیمون
λεμόνι	لیموترش
μπογκοτά	بوگوتا
αντικρουόμενες	ناسازگاری
έρικα	اریکا
δίδυμες	دوقلوها
δίδυμες	دوقلو
καλντερόν	کالدرون
βιοχημικές	بیوشیمیایی
δρομολόγηση	رهگیری
δρομολόγηση	مسیریابی
παραπλανητικό	افسار
κούραση	خستگی
κούραση	خسته
μετεγκατάσταση	هجرت
μετεγκατάσταση	مهاجرت
μετεγκατάσταση	جابجایی
καλεσμένους	میهمانان
καλεσμένους	میهمان
καλεσμένους	مهمانان
ενβέρ	انور
κρησφύγετο	مخفیگاه
ρόγιαλ	رویال
ρόγιαλ	سلطنتی
ρόγιαλ	شاهانه
βαρύτονος	باریتون
ενυδάτωση	هیدرات
φλούδα	پیل
ρήγκαν	ریگان
αυξημένος	افزایش
αυξημένος	افزود
μυστικισμό	عرفان
μυστικισμό	تصوف
επιπλέει	شناور
μινέιρο	مینیرو
θεσμική	نهادی
διαχωριστικό	پارتیشن
διαχωριστικό	افراز
διαχωριστικό	جداساز
γουές	وس
αδιάλυτο	لاینحل
κορτόνα	کورتونا
ονομασιών	designations
αρμάδα	ناوگان
μπέτις	بتیس
ενωθείτε	متحد
ρέντφορντ	ردفورد
κάρπεντερ	کارپنتر
κάρπεντερ	نجار
κοινωνικο	استثمار
φλόρενς	فلورنس
φλόρενς	فلورانس
φωτονίων	فوتون
κυβισμός	کوبیسم
άσχετος	نامربوط
νένα	ننا
ρουθήνιο	روتنیم
λίτρο	لیتر
λίτρο	لیتر
προπαρασκευή	آمادگی
προπαρασκευή	تدارک
μάρκ	مارک
πίτσα	پیتزای
πίτσα	پیتزا
σαλβατόρε	سالواتوره
ιστότοπους	وبسایتهای
κέρατο	هورن
κέρατο	بوق
κέρατο	شیپور
κέρατο	صور
περπατά	میرود
κίντμαν	کیدمن
μαρμαρυγία	میکا
γκόγκολ	گوگول
φθορισμού	فلورسنت
φθορισμού	فلورسنس
όρθιοι	قیام
όρθιοι	ایستاده
όρθιοι	ایستادن
θεραπευτικά	درمانی
περήφανος	مغرور
περήφανος	سرافراز
περήφανος	افتخار
περήφανος	سربلند
ανίτα	آنیتا
τζάγκερ	جگر
υποκρισία	نفاق
υποκρισία	ریاکاری
γουέιντ	وید
αναπληρωματικό	جانشین
γούστο	مزه
φωνολογία	واجشناسی
μάθετε	یادگیری
βανέσα	ونسا
αγαπημένες	عزیزان
αγαπημένες	favorites
αγαπημένες	محبوب
βαρέλι	بشکه
βαρέλι	طبل
βαρέλι	درام
έμπερτ	ابرت
ανθρωποκτονία	آدمکشی
κάσπαρ	کاسپار
μπέιτς	بیتس
εμπροσθοφυλακή	ونگارد
τρώγοντας	خوردن
τρώγοντας	خوری
διαπερατότητα	تراوایی
πεδεμόντιο	پیدمانت
σλοβακική	اسلواکی
μαχάτμα	ماهاتما
θίοντορ	تئودور
ολιγαρχία	الیگارشی
σύντηξης	همجوشی
μάριαν	ماریان
μπάμπατζ	بابیج
αρουραίους	موشهای
σελίνια	شیلینگ
άφλεκ	افلک
πειρασμό	وسوسه
πειρασμό	وسوسه
πειρασμό	فتنه
χιθ	هیت
λίβινγκστον	لیوینگستون
ιζαμπέλ	ایزابل
ιζαμπέλ	ایزابل
παρακολουθούνται	پایش
εννοιολογική	مفهومی
ιρκούτσκ	ایرکوتسک
τοιχοποιία	بنایی
αγοράζοντας	خریدن
αγοράζοντας	خرید
τασκένδη	تاشکند
λαζάρ	لازار
σκύλοι	سگهای
σκύλοι	سگها
σκύλοι	سگا
ντιντερό	دیدرو
μαρίν	دریایی
μαρίν	مارین
ορφανή	یتیم
ορφανή	یتیمی
ισλανδική	ایسلندی
τσερνομόρετς	chernomorets
σέρλοκ	شرلوک
δεσπόζουσα	غالب
στέκι	میعادگاه
στέκι	پاتوق
πεσκάρα	پسکارا
καταχωρήθηκε	پست
ανάρρωση	ترمیمی
ανάρρωση	ریکاوری
ανάρρωση	بازیابی
ανάρρωση	بهبودی
αρχαϊκό	منسوخ
λάμπει	تابان
λάμπει	درخشان
λάμπει	درخشنده
φορέματα	لباس
ευεργετική	مفید
ευεργετική	سودمند
διαιρεμένη	تقسیم
διαίσθηση	شهود
τσέπης	جیبی
τσέπης	جیب
γκάμπα	gaba
κατάλυμα	سازش
κατάλυμα	پذیرایی
ορόντη	یرواند
εσοχή	تورفتگی
καπάκι	درپوش
καπάκι	سرپوش
καπάκι	کاپ
καπάκι	cap
καπάκι	کلاهک
καπάκι	کپ
μηρό	ران
μπούλοκ	بولاک
οργισμένος	عصبانی
οργισμένος	خشمگین
οργισμένος	خشمناک
μεταξωτά	سیلک
μεταξωτά	ابریشم
μεταξωτά	پرنیان
μεταξωτά	ابریشمی
μεταξωτά	حریر
τριγωνομετρία	مثلثات
τριγωνομετρία	مثلثات
λόου	لووی
φιν	فین
στοχαστής	متفکر
δηλώνονται	اعلام
δείξω	نمایش
σέρινταν	شریدن
κατοικίδιο	پت
ιωδιούχο	یدید
διασημότητες	مشاهیر
μοτοσικλέτες	موتورسیکلت
ληρ	لیر
ληρ	leer
ρεχάγκελ	ریهاگل
διαβούλευση	مشورت
διαβούλευση	مشاوره
γκόλντμαν	گلدمن
αντίχειρα	شست
ιονισμού	یونش
δόσης	دوز
επισης	همچنین
κορινθίους	قرنتیان
λιάνα	لیانا
χύμα	موجوده
χύμα	انبوه
χύμα	عمده
τζόις	جویس
κογκό	کنگو
στήσιμο	برپایی
προυστ	پروست
ρέγκε	رگی
κάπα	کیپ
κάπα	شنل
κάπα	دماغه
κάπα	کاپا
κάπα	کاپا
αρπάξει	بربایند
αρπάξει	قاپ
αρπάξει	ربودن
ελλειπτικό	بیضوی
ελλειπτικό	بیضی
λάντογκα	لادوگا
στεφανία	استفانیا
στάνλεϋ	استنلی
λουκρητία	لوکرتزیا
κοπφ	کپف
τσάρλεστον	چارلستون
δυναμικός	داینامیک
δυναμικός	پویای
δυναμικός	پویا
δυναμικός	دینامیک
φλερ	فلور
διαύγεια	وضوح
απόλυτες	مطلق
χιγκς	هیگز
έζρα	عزیر
έζρα	ازرا
φιλιά	بوس
φιλιά	بوسه
περιδέραιο	گردنبند
πρωτοφανές	سابقه
οπεκ	اوپک
ρόδες	چرخ
ιρίνγκα	ایرینگا
κάμπινγκ	اردو
κάμπινγκ	چادر
παμπλόνα	پامپلونا
βρόχο	حلقه
πάστορας	پاستور
περιτομή	ختنه
περιτομή	ختنه
μέρεντιθ	مردیت
γιαροσλάβλ	یاروسلاول
στέπα	استپ
ψυκτικό	سردکننده
μαρακές	مراکش
σπασμένα	شکسته
εκθέτη	بالانویس
μπλοκάρει	بلوکه
γέιτς	ییتس
γέιτς	یتس
προληπτικά	پیشگیرانه
επώδυνη	دردناک
επώδυνη	دردآور
διαισθητικά	وظیفهٔ
θεατρο	تئاتر
θεατρο	theater
θεατρο	سینماها
θεατρο	تئاتر
εισβολέα	مهاجمان
εισβολέα	مزاحم
αδειοδότηση	اجازۀ
έλινορ	الینور
επιβάτη	سرنشین
επιβάτη	مسافر
δάκρυ	اشک
κλασματική	کسری
λογοπαίγνιο	پون
λογοπαίγνιο	جناس
κατασχέθηκαν	مصادره
μορμόνοι	مورمون
σοφό	خردمند
σοφό	حکیمی
σοφό	حکیم
σοφό	فرزانه
προεδρείο	بیرو
στάινμπεκ	استاینبک
κορνέλ	کرنل
καλυψώ	کالیپسو
κολχίδα	کولخیس
δικτάτορες	دیکتاتورهای
λαμάρκ	لامارک
σαντάτ	سادات
χολή	صفرا
χολή	صفرا
ανεπιθύμητη	ناخواسته
ανεπιθύμητη	هرزنامه
ανεπιθύμητη	اسپم
ντους	دوش
ντους	رگبار
ντους	بارانی
ντους	دوش
ντους	رگبار
εύθραυστη	شکننده
ατλαντικός	اطلس
ατλαντικός	اطلسی
ατλαντικός	آتلانتیک
ντόριαν	دورین
ντόριαν	دوریان
τραπεζικός	بانکداری
τραπεζικός	بانکدار
ρεϋνιόν	رئونیون
ντέιβι	دیوی
αδύνατος	لاغری
αδύνατος	لاغر
αδύνατος	لاغر
αδύνατος	نازک
αδύνατος	لاغری
χιονοθύελλα	کولاک
χιονοθύελλα	کولاک
ανάστημα	قامت
προσωρινού	موقت
πρόσφυσης	چسبندگی
απολίθωμα	فسیلی
απολίθωμα	فسیل
μητριά	نامادری
σπολέτο	اسپولتو
νάνσι	نانسی
θεραπεύσει	شفا
θεραπεύσει	التیام
σάλπιγγα	شیپور
σάλπιγγα	ترومپت
σάλπιγγα	صور
χάμπερμας	هابرماس
παραλαμβάνει	میگیرد
καπό	بونه
καπό	کاپوت
καπό	هود
βομβάη	بمبئی
βομβάη	بمبئی
θωρ	تور
θωρ	ثور
περπατάει	میرود
τολμηρό	توپر
τολμηρό	جسور
τολμηρό	درینگ
τολμηρό	جسورانه
πέταγμα	پروازی
πέταγμα	پرواز
υποκίνηση	تحریک
ενθουσιασμένος	هیجان
ομορφιές	خوشگلا
ομορφιές	زیبایی
κρικ	کریک
κρικ	نهر
νοικοκυριό	خانوار
ψωρίαση	پسوریازیس
γιαούρτι	ماست
γουάιλντ	وایلد
πλαστικές	پلاستیک
πλαστικές	پلاستیکی
ποροσένκο	پروشنکو
βαντίμ	وادیم
βιβλιοθηκάριος	کتابدار
καλλιστώ	کالیستو
χαίτη	یال
ντάντε	دانته
απαιτούμενα	لازم
απαιτούμενα	نیاز
λαμπερό	براق
λαμπερό	درخشیدن
λαμπερό	درخشان
λαμπερό	براق
λαμπερό	درخشش
λέοπολντ	لئوپولد
πλανητική	سیارات
προσκλήσεις	دعوت
προσκλήσεις	دعوتنامه
διάδημα	دیهیم
σαβάνα	ساوانا
ντεκό	دکو
αστροναύτη	فضانورد
θουριγγία	تورینگن
γείτονα	همسایه
γείτονα	همسایه
συνωμοσίες	طرحها
συνωμοσίες	نیرنگ
χαμάντ	حمد
ανάχωμα	ماوند
ανάχωμα	خاکریز
ομαδα	گروهبندی
ομαδα	گروپ
ομαδα	گروه
ομαδα	تیم
ομαδα	تیمی
χάπια	قرص
τζένγκις	چنگیز
αισθητήρια	حسی
τόμπσον	تامسون
τόμπσον	تامپسون
ατυχία	شوم
ατυχία	بدشانس
ατυχία	بدبختی
ντασέν	داسن
βιο	bio
γιοκοχάμα	یوکوهاما
προστατευμένη	محفوظ
οπισθοχώρηση	نشینی
ποτήρια	cups
ποτήρια	جامی
ποτήρια	قدح
ποτήρια	عینکی
ποτήρια	عینک
σιλβέστερ	سیلوستر
γάιδαρος	خر
γάιδαρος	خره
χομεϊνί	خمینی
προσφέρθηκαν	امانت
γίντις	یدی
πυροτεχνήματα	آتشکاری
χάριετ	هریت
ραφ	raf
ξενάκη	زناکیس
μαρτσέλο	مارچلو
κλέμενς	کلمنس
μετρητά	نقد
μετρητά	نقدی
μετρητά	کش
εκχώρηση	انتساب
νομίμως	قانونا
νάρκισσος	خودشیفته
μάγδα	مگدا
συγκεντρωμένη	متمرکز
συγκεντρωμένη	تمرکز
κλίφορντ	کلیفورد
ακατάλληλα	نامناسب
ακατάλληλα	نامناسب
τζάκμαν	جکمن
κίσκε	کیسکه
τεχνάσματα	حقه
συμμόρφωσης	همنوایی
χουάρες	خوارز
αραφάτ	عرفات
υγιές	تندرست
υγιές	سالم
ελατήριο	بهار
ελατήριο	بهاری
ελατήριο	اسپرینگ
κατακλυσμός	سیل
κόκαλα	استخوان
κόκαλα	بونز
κόκαλα	استخوانها
κόκαλα	استخوان
ζακλίν	ژاکلین
προκυμαία	بارانداز
νάπα	ناپا
φόσετ	فاست
μπουνιουέλ	بونوئل
κέικ	cake
κέικ	کیکه
κέικ	کیک
κέικ	کیک
νεότητα	جوانی
νεότητα	جوانان
αποπληρωμή	بازپرداخت
σβαρτς	شوارتس
ζωτικά	حیاتی
γιόχανσον	جوهانسون
κομψότητα	ظرافت
κομψότητα	لطافت
πένες	پنس
επώασης	نهفتگی
μίσθωση	اجاره
μίσθωση	استخدام
μίσθωση	استخدام
μίσθωση	اقساط
μίσθωση	اجاره
κυνικός	بدبین
κυνικός	بدگمان
κυνικός	بدبینی
εφαπτομένη	مماس
εφαπτομένη	تانژانت
γουρούνι	خوک
συνεκτική	همدوس
συνεκτική	منسجم
σαγόνι	فک
σαγόνι	آرواره
σαγόνι	چونه
απορροφήσει	جذب
δυσφήμιση	بدگویی
δυσφήμιση	تهمت
δυσφήμιση	افتراء
δυσφήμιση	تهمت
βράγχια	آبشش
ζόμπι	زامبی
σολτ	سالت
σολτ	نمکی
σολτ	نمک
κάιλ	کایل
ντόπλερ	دوپلر
μπένι	بنی
τρανς	خلسه
τρανς	ترنس
τρανς	trans
τρανς	ترانس
τάρσκι	تارسکی
ισοκράτης	ایسوکراتس
μουνκ	مونک
κενός	خالی
κενός	تهی
κρόκετ	کراکت
συμφορά	بلای
ζάρια	تاس
ζάρια	طاس
γιουνάν	یوننان
αλιεύματα	گرفتن
αλιεύματα	بگیرن
αλιεύματα	کچ
αλιεύματα	بگیره
βολτ	ولت
εσθονική	استونی
φατρία	قبیله
φατρία	خاندان
φατρία	طایفه
φατρία	حزبی
αλαμέιν	alamein
μεταδεδομένα	فراداده
ενήλικας	بزرگسال
ενήλικας	بالغ
ενήλικας	بزرگسالان
καθρέφτες	آینه
συνδετικού	همبند
ζελέ	ژله
υδριδίου	هیدرید
οικοδεσπότης	میزبان
μαρτίνα	مارتینا
λύτρωση	رستگاری
λύτρωση	رستگاری
λύτρωση	رهایی
αθάνατη	ابدی
αθάνατη	جاودان
αθάνατη	جاویدان
αθάνατη	جاودانه
αθάνατη	جاوید
γνωριμίες	آشنایان
φαγκότο	فاگوت
πόθο	شهوت
πόθο	هوس
ευγενές	بزرگوار
ευγενές	نوبل
ευγενές	اصیل
ευγενές	گرامی
ευγενές	نجیب
αιώνιος	جاوید
αιώνιος	پاینده
αιώνιος	ابدی
αιώνιος	جاودانی
αιώνιος	پاینده
οργανωτικές	سازمانی
εκλέξουν	منتخب
κάλγκαρι	کلگری
λείο	هموار
λείο	صاف
λείο	نرم
βωξίτη	بوکسیت
φιλανθρωπία	زکات
φιλανθρωπία	صدقه
φιλανθρωπία	خیریه
ταπεινωτική	خفت
κέισι	کیسی
κρέατα	گوشتی
κρέατα	گوشته
κρέατα	گوشت
άγγιγμα	لمس
άγγιγμα	تاچ
τάλμποτ	تالبوت
οσετία	اوستیای
απορρήτου	خلوت
χειροβομβίδα	نارنجک
ζαχαροκάλαμο	نیشکر
αποστολέας	فرستنده
συσκευασίες	پاکت
εξασθένιση	تضعیف
εξασθένιση	پسرانشان
νέιθαν	نیتن
νέιθαν	ناتان
λιβονίας	لیوونی
παρηγοριά	آرامش
παρηγοριά	آسودگی
παρηγοριά	دلداری
παρηγοριά	آسایش
παρηγοριά	تسلیت
παρηγοριά	تسلی
παρηγοριά	دلداری
διάνοια	نبوغ
διάνοια	نابغه
διάνοια	خرد
αντιδραστήρας	راکتور
αντιδραστήρας	رآکتور
σίμα	شیما
σουίντον	سوئینتن
σελίνα	سلینا
σελίνα	سلنا
πολύχρωμο	رنگارنگ
πολύχρωμο	رنگی
πολύχρωμο	رنگارنگ
ταραντίνο	تارانتینو
βιλ	vil
πρωτιές	کارهاست
βάλαρ	والار
μεσσίας	مسیحا
νόρμπερτ	نوربرت
λίμπερο	لیبرو
καμίλα	کامیلا
καμίλα	کامیلا
ινώδη	فیبری
κρόου	کلاغ
κρόου	کرو
λοκάρνο	لوکارنو
βαγόνι	واگن
γούντστοκ	ووداستاک
διόδια	عوارض
διόδια	تول
σελασιέ	سلاسی
ανταίος	آنتایوس
βελόνας	سوزن
βελόνας	سرنگ
σακίρα	شکیرا
ντίσκο	دیسکو
κρητιδική	کرتاسه
μπεζ	نخودی
μπεζ	بژ
αναψυχή	تفریح
αναψυχή	تفریحات
αναψυχή	فراغت
πολάνσκι	پولانسکی
ευαίσθητος	حساس
ευαίσθητος	حساسی
κλεμέντε	کلمنته
ινδο	ساسانیان
πληρώνεται	پرداخت
κλάιντ	کلاید
μετρητή	کنتور
μετρητή	متر
χέλμαν	هلمن
ντομ	دام
παράνομος	غیرقانونی
διακόπτης	تعویض
διακόπτης	سوئیچ
διακόπτης	سویچ
κολόμπο	کلمبو
ατια	ufo
μικροεπεξεργαστή	ریزپردازنده
συγχώρεση	استغفار
συγχώρεση	بخشش
συγχώρεση	مغفرت
συγχώρεση	آمرزش
ινδουιστές	هندوها
ινδουιστές	هندو
εμπάθεια	همدلی
ρόντα	راندا
κουμπερτέν	کوبرتن
ιδρυμα	پایه
ιδρυμα	بنیاد
συνεκτικό	همدوس
διπλωμάτων	دیپلم
ρούβλια	روبل
ανίκανοι	نالایق
κατασχέθηκε	مصادره
φροστ	یخی
φροστ	فراست
υπατία	هیپاتیا
δικαιολογημένη	توجیه
δικαιολογημένη	توجیهی
αγέλες	پاکت
ακούσω	شنیدن
ακούσω	بشنود
κοράλλια	کورال
κοράλλια	مرجان
κοράλλια	مرجانی
αναστείλει	معلق
κους	کوش
μετόχων	سهامداران
κοψίματα	بریدگی
λουκάνικο	سوسیس
δυ	ims
μάρνη	مارن
μάρνη	مرن
λίντι	لیندی
ακμπάρ	اکبر
μποκ	بوک
μποκ	boc
μποκ	باک
διακόπτη	تعویض
διακόπτη	سوئیچ
διακόπτη	سویچ
λίνο	لینو
λίνο	کتان
προηγμένη	پیشرفته
ζίγκλερ	زیگلر
κομψά	ظریف
κομψά	برازنده
λογαριθμική	لگاریتمی
αντόλφ	آدولف
δεινόσαυροι	دایناسورها
δότη	اهدا
δότη	اهدای
δότη	اهداکننده
κέντημα	گلدوزی
κόσμοι	جهانیان
κόσμοι	دنیاها
κόσμοι	دنیاهای
πάστορα	پاستور
κάβεντις	کاوندیش
μυστηριώδες	اسرارآمیز
καινοτόμος	مبتکرانه
τριχοειδή	مویرگ
σκέψου	فکر
γκιλ	گیل
ντόβερ	دوور
εξάνθημα	جوش
εξάνθημα	عجول
εμετό	استفراغ
σρέντερ	شرودر
αννα	آن
αννα	آنا
αννα	انا
κιάρα	چیرا
κιάρα	کیارا
γκαμπριέλα	گابریلا
γκαμπριέλα	گابریلا
ρώτα	بپرس
αρμάντο	آرماندو
αποδέκτη	گیرنده
ράμσεϊ	رمزی
δεξιότητα	مهارتی
δεξιότητα	مهارت
σεβάχ	سنباد
εξολόθρευση	نابودی
εξολόθρευση	نواقص
δικτύωση	شبکه
καπαμπλάνκα	کاپابلانکا
εικοστή	بیستمین
γκάνγκστερ	گنگستر
γκάνγκστερ	گانگستر
γκάνγκστερ	گانگستری
μουσόργκσκι	موسورگسکی
κοινωνια	اجتماع
κοινωνια	جامعه
κοινωνια	انجمن
πρατ	پرت
καλαχάρι	کالاهاری
καρβοξυλικά	کربوکسیلیک
βάλεϊ	دره
γουόλς	والش
ευρασίας	اوراسیایی
κασίμ	کاظم
κασίμ	قاسم
πέντρο	پدرو
ριάλ	ریال
ικανοποιητικές	رضایت
εξομολόγηση	اعتراف
εξομολόγηση	اقرار
κακόβουλο	بدخواه
πένια	پنا
πένια	پنیا
παουλίστα	پائولیستا
επιταγή	بررسی
επιταγή	چک
ξόρκι	افسون
ξόρκι	هجی
ξόρκι	ورد
κουπόνι	کوپن
άρμπορ	آربور
βυθισμένο	فرورفته
λίπασμα	کود
τσέπη	جیبی
τσέπη	جیب
ερπετό	خزندگان
ερπετό	خزنده
δεκαοχτώ	eighteen
δεκαοχτώ	هیجده
δεκαοχτώ	هجده
πέδησης	ترمز
γιαμ	یوم
γούντροου	وودرو
θεοβάλδος	تئوبالد
φάμπιο	فابیو
φάμπιο	فابیو
ξέροντας	دانستن
λάι	لای
μπένθαμ	بنتام
ντάστιν	داستین
ντάστιν	دستن
συγκράτηση	مهار
αποσκευές	چمدان
αποσκευές	مسافری
αποσκευές	چمدان
ερωτηματολόγιο	پرسشنامه
χαρούμενος	خوشبخت
χαρούμενος	خوش
χαρούμενος	شاد
χαρούμενος	خوشحال
χαρούμενος	مبارک
κρύσταλλος	بلور
κρύσταλλος	کریستال
κρύσταλλος	آبگینه
κρύσταλλος	بلوری
φιντς	سهره
φιντς	فینچ
φιντς	فنچ
ρευστότητας	نقدینگی
κρέμασε	چسبید
κρέμασε	آویخته
κρέμασε	آویزان
γιουτζίν	یوجین
γιουτζίν	اوژن
απορρίμματα	اتلاف
απορρίμματα	زباله
απορρίμματα	تلف
απορρίμματα	اسراف
κλάρκσον	کلارکسون
λάρσον	لارسن
λάρσον	لارسون
ρηντ	رید
ιδρώτα	عرق
λεπτότητα	ظرافت
λεπτότητα	ظرافت
ντόπινγκ	دوپینگ
ντόπινγκ	آلایش
μολότοφ	مولوتف
τουαλέτα	توالت
τουαλέτα	حمام
τουαλέτα	دستشویی
ενοικίαση	اجاره
ενοικίαση	اجاره
ενοικίαση	کرایه
ενοικίαση	اجارهٔ
ενοικίαση	اقساط
τσεκούρι	تیشه
τσεκούρι	تبر
τσεκούρι	اکس
τσεκούρι	axe
καταλάβετε	فهم
καταλάβετε	درک
χήρος	بیوه
γελοίο	مسخره
γκέιτς	گیت
γκέιτς	گیتس
αμφισβητήσεις	مجادله
αμφισβητήσεις	اختلافات
μάζεμα	چیدن
δηλητηριάστηκε	مسموم
χείρων	کایرون
φιλοξενούμενος	مهمان
φιλοξενούμενος	میهمان
αμερίκιο	امریسیم
τουρέτ	تورت
βαλέριος	والریوس
κοντάρι	قطب
κοντάρι	تیرک
προβλήτα	لنگرگاه
προβλήτα	اسکله
διαμήκη	طولی
ποιμένας	چوپانی
ποιμένας	شبان
ποιμένας	چوپان
σαλιούτ	salyut
ανακύκλωσης	بازیافت
άστριντ	استرید
λίντσεϊ	لیندزی
λίαμ	لیام
λίαμ	لیم
μουρίνιο	مورینیو
υποχρεωτικές	الزامی
υποχρεωτικές	اجباری
υποχρεωτικές	واجب
υποχρεωτικές	اجباری
μπράτσο	بازو
μπράτσο	دست
μπράτσο	آرم
μπράτσο	بازوی
θανατηφόρος	کشنده
θανατηφόρος	کشنده
θανατηφόρος	مرگبار
θανατηφόρος	کشنده
θανατηφόρος	مرگبار
θανατηφόρος	مهلک
τεμπλ	پرستشگاه
τεμπλ	عبادتگاه
τεμπλ	معبد
τεμπλ	تمپل
επιείκεια	ارفاق
γκορ	گور
περιπλανώμενος	سرگردان
περιπλανώμενος	پرسه
περιπλανώμενος	آواره
περιπλανώμενος	واندرر
φελίνι	فلینی
ρίγανη	پونه
κλάμα	گریه
κλάμα	گریستن
κλάμα	گریه
γιασμίν	یاسمین
πονοκέφαλο	سردرد
μοντερνισμό	مدرنیسم
ντάρεν	درن
ντάρεν	دارن
παγκράτιο	پانکریشن
φιλοκτήτης	فیلوکتتس
λαθρεμπόριο	قاچاق
φλερτάρει	لاس
μπρούκλυν	بروکلین
ελβίρα	الویرا
ερατοσθένη	اراتوستن
κόμπτον	کامپتون
ράγες	نرده
μπένεντικτ	بندیکت
υβρίδιο	خودروی
υβρίδιο	دورگه
ανώμαλος	منحرف
αξιοπρεπή	نجیب
αξιοπρεπή	باوقار
άχυρο	کاه
άχυρο	پوشالی
επιπλοκή	پیچیدگی
πηγη	مبدأ
πηγη	متن
πηγη	منبع
ανήσυχος	دلواپس
ανήσυχος	بیقرار
ανήσυχος	نگران
δωρίσει	صدقه
γοητευτική	چارمینگ
γοητευτική	ملیح
γοητευτική	فریبا
γοητευτική	جذاب
σκαθάρι	سوسک
γαρύφαλλο	میخک
λαντάου	لانداو
άνοια	جنون
εστέρας	استر
μαριάνο	ماریانو
μαπούτο	ماپوتو
αφόρισε	تکفیر
γουόρικ	واریک
γουόρικ	وارویک
έπαινος	سپاس
έπαινος	حمد
έπαινος	ستایش
πιραντέλλο	پیراندلو
σάικς	سایکس
πορφύρα	ترومبوسیتوپنیک
χρίστο	هریستو
ανόι	هانوی
νουρ	nur
νουρ	نور
αιχμάλωτη	اسیر
γκλόστερ	گلاستر
έλκονται	مجذوب
λεωφόρους	بزرگراه
γαλακτικό	لاکتات
φίντσερ	فینچر
μεταναστευτικών	مهاجری
μεταναστευτικών	مهاجر
μεθύλιο	متیل
οκινάουα	اوکیناوا
τσερτς	کلیسا
τσερτς	چرچ
τσερτς	کلیسای
τζόνστον	جانستون
ντάνα	دانا
ντάνα	دینا
ντάνα	دنا
συμβατικών	مرسوم
συμβατικών	متعارف
βάλα	والا
βάλα	ولا
κομμένα	قطع
κομμένα	برش
κομμένα	کات
χολέρα	وبا
σιδώνα	صیدا
γρηγορότερο	سریعترین
ωμό	خام
ωμό	راو
ωμό	raw
φεμινίστρια	فمینیست
φεμινίστρια	feminist
φετίχ	fetish
πέλοπας	پلوپس
διακομιστές	سرورهای
λάχανο	کلم
λάχανο	کیل
τωρα	اکنون
τωρα	الان
τωρα	حالا
μύκητα	قارچ
μύκητα	قارچهای
εργα	پروژههای
τίμπεργουλβς	تیمبرولوز
κομπέιν	کوبین
θεαματική	تماشایی
θεαματική	دیدنی
αντιφατικές	متناقض
αντιφατικές	نقیض
παταγονία	پاتاگونیا
αλίσια	آلیشیا
βαρβαρότητα	ظلم
βαρβαρότητα	بیرحمی
βαρβαρότητα	وحشیگری
βαρβαρότητα	قساوت
βαρβαρότητα	بربریت
μάρμπουργκ	ماربورگ
χαρτόνι	کارتن
χαρτόνι	مقوا
κοκτώ	کوکتو
γουέι	وی
πλακούντα	جفت
δερμάτινα	چرمی
δερμάτινα	چرم
καντίνσκι	کاندینسکی
γκιγιέρμο	گیلرمو
εκει	آنجا
όρχεις	خایه
όρχεις	بیضه
ανίκανη	نالایق
αμέτρητα	بیشماری
αμέτρητα	بیشمار
παράπονο	شکایتی
παράπονο	شکایت
καπνά	دخانیات
καπνά	تنباکو
καπνά	توتون
βασιλεύει	رینز
μισθοί	اجرت
μισθοί	دستمزد
μισθοί	اجر
μισθοί	مزد
αλόη	آلو
αλόη	آلوئه
γκρίζλις	گریزلیز
θάλαμοι	چمبرز
