から	od
充電	naboj
充電	optuživši
充電	optužujući
グラブ	grab
バーミンガム	birmingham
マイヤー	meyer
リリー	ljiljan
大工	carpenter
隠岐	oki
ワクチン	vakcina
ワクチン	vakcine
ワクチン	vakcina
監獄	zatvor
監獄	zatvora
デラウェア	delaware
売る	sell
売る	prodati
売る	prodaje
売る	proda
ペーター	peter
ペーター	petar
買い物	kupovinu
既婚	udata
既婚	oženjen
既婚	oženio
陽性	pozitivna
陽性	pozitivan
陽性	pozitivne
陽性	pozitivni
チョーク	krede
四十	forty
四十	četrdeset
エコー	jeka
クランク	crank
コミュニティー	zajednica
トラクター	traktora
カリスマ	harizma
カリスマ	harizmatičan
淡水	freshwater
驚き	iznenađenje
ジェフリー	jeffrey
ジェフリー	jeffery
廃墟	ruševina
廃墟	ruševine
廃墟	ruševinama
深度	dubina
深度	dubinu
深度	dubine
深度	dubini
配当	distribuciji
配当	distribucija
配当	distribuciju
故意	namjerno
故意	namjerno
ニコ	nico
ニコ	niko
クロム	hrom
クロム	hrom
生き方	lifestyle
掲示	bulletin
パスポート	pasoša
パスポート	pasoše
パスポート	pasoš
カロリー	kalorija
消化	varenje
ヘビ	zmija
ヘビ	zmija
膨張	proširenje
バッジ	badge
ペナルティ	penala
ペナルティ	kazna
フェンス	ograde
フェンス	ograda
船員	moreplovac
フォレスト	forrest
フォレスト	šuma
クラッチ	kvačila
見習い	polaznik
黙示録	apokalipsa
枢機卿	kardinal
メソッド	metod
メソッド	metoda
メソッド	metode
スチュワート	stewart
コップ	kup
視界	vidljivost
ニッケル	nikl
反響	jeka
プラットホーム	platforma
プラットホーム	platformi
プラットホーム	platformu
プラットホーム	platforme
カルチョ	calcio
スーザン	susan
ハイチ	haiti
洗浄	pranje
洗浄	čišćenje
不祥事	skandal
不祥事	skandala
不祥事	skandali
委任	delegacija
委任	mandat
祭壇	altar
シエラ	sierra
手当	džeparac
ボローニャ	bologna
ヤギ	koza
ヤギ	koze
ワークショップ	radionica
ワークショップ	radionica
ワークショップ	radionice
ワークショップ	radionici
ワークショップ	radionicu
被告人	optužio
被告人	optužen
被告人	optuženi
被告人	optuženi
被告人	okrivljeni
被告人	optuženik
バトン	baton
睡眠	spavanje
洗濯	pranje
リヒャルト	ričard
リヒャルト	richard
裏側	nazad
裏側	back
裏側	vrati
レズビアン	lezbijka
芸者	gejše
チャップリン	chaplin
祝福	blagoslov
祝福	blagoslovljen
祝福	odabrani
林檎	jabuka
ロナルド	ronald
ランニング	vođenje
届出	obavještenje
レスキュー	spašavanja
レスキュー	spašavanje
土居	doi
委嘱	delegacija
委嘱	komisija
アンドレア	andrea
パンダ	panda
冗談	sala
お気に入り	favorit
お気に入り	favoriti
お気に入り	miljenika
お気に入り	omiljeni
お気に入り	miljenik
お気に入り	omiljeno
お気に入り	favoriti
トゥルー	istina
トゥルー	tačna
シェーン	shane
ダイナミック	dinamičan
陶芸	grnčarija
エリオット	elliott
エリオット	elliot
まみ	mami
フットサル	futsal
消去	izbriše
ストライカー	napadač
真木	maki
ハンプシャー	hampshire
テント	šator
リソース	resurs
リソース	resursi
リソース	resurse
粛清	čišćenja
セリ	sei
崇拝	mesdžida
ワトソン	watson
値段	cijena
快適	prostranom
足跡	tragova
ロベール	robert
バスケ	košarka
獣医	vet
ヴァージン	virgin
ヴァージン	djevice
ヴァージン	djevica
石黒	ishiguro
帝政	carstvo
動揺	uzrujana
タブレット	ploča
タブレット	tablet
麻酔	anestezije
人魚	sirena
サンチェス	sanchez
サンチェス	sánchez
文字通り	doslovno
目的地	odredište
目的地	destinacija
マルチメディア	multimedija
オーラ	auru
オーラ	aura
ディープ	duboka
ディープ	duboke
ディープ	duboko
ディープ	dubok
ディープ	deep
マリアナ	marijana
マリアナ	marijanska
アマゾン	amazon
年数	godina
サイコロ	dice
コロナ	corona
切符	ulaznice
切符	karte
切符	ulaznica
切符	karta
教義	dogma
教義	vjere
教義	doktrina
オメガ	omega
富豪	milionera
地雷	rudnici
地雷	mina
地雷	mine
ホッケー	hokej
マダガスカル	madagaskar
事績	dostignuća
事績	postignuća
事績	postignuće
事績	dostignuće
上告	žalbi
トレイル	trag
臓器	organi
臓器	organ
コロンボ	colombo
水銀	merkur
ニース	nice
ホモ	homo
ユニーク	jedinstveni
ユニーク	jedinstveno
ユニーク	jedinstven
ユニーク	jedinstvena
ステアリング	upravni
城郭	zamkovi
アドリア	adria
音節	slog
今野	konno
シダ	paprat
炎症	upala
ダンカン	duncan
カッパ	kappa
長江	yangtze
摩擦	trenje
ドーン	dawn
ドーン	zore
ドーン	zora
芝生	lawn
実効	djelotvornost
実効	efikasan
実効	efikasno
セナ	sena
セナ	senna
アルマ	alma
ルナ	luna
オリオン	orion
オリオン	oriona
ルーシー	lucy
ウィリー	willy
ステータス	status
アロン	harun
アロン	aron
四川省	sichuan
柔軟	fleksibilnost
イングリッシュ	engleski
浮気	kufr
浮気	afera
劣化	pogoršanja
劣化	degradacija
工具	alat
上海市	šangaj
オナニー	masturbacija
クイック	brzo
リニア	linearno
リニア	linearna
ラーマ	lama
ラーマ	rama
サンプリング	uzorak
サンプリング	uzorka
サンプリング	uzorku
必死	očajnički
必死	očajne
失効	lapse
失効	istekao
ねずみ	miš
オセアニア	okeanija
大気圏	atmosfera
大気圏	atmosferu
不審	sumnjivim
リサイクル	reciklaža
チェン	cheng
隠す	kriti
グラフィックス	grafika
マニ	mani
カモ	patak
カモ	patka
旋風	olujne
責め	krive
グリップ	grip
アレクサンドロス	aleksandar
アレクサンドロス	alexander
ビザ	vize
ビザ	viza
トレス	tres
スタック	steka
ヴァルター	walther
ヴァルター	valter
ヴァルター	walter
悪性	malignih
満期	zrelost
強要	compulsion
握手	rukovanje
オリバー	oliver
長谷	hase
ハリソン	harrison
フリート	flota
風力	gale
強姦	silovanje
センチュリー	vijek
リカルド	ricardo
スルタン	sultan
バッグ	kesa
バッグ	bag
バッグ	kesica
画質	kvalitet
画質	kvaliteta
シャア	sha
カヤ	kaya
福音書	evanđelje
ユニバーシアード	univerzijada
ロブ	rob
ロブ	robb
平衡	ravnoteža
ダーウィン	darwin
乗馬	jahanje
粘土	glina
占有	posjedovanje
占有	posjedovanja
モナ	mona
肝臓	jetra
アンゴラ	angole
ノック	nok
ジェシカ	jess
ジェシカ	jessica
真ん中	srednji
ピーチ	breskva
滑らか	glatki
滑らか	glatka
滑らか	glatke
ハイランド	highland
クッパ	bowser
完備	završeno
完備	potpuna
完備	kompletna
完備	kompletan
白血病	leukemija
アングル	ugao
アングル	uglovi
アングル	uglova
冷たい	hladno
ホノルル	honolulu
ハンプトン	hampton
デーモン	daemon
除隊	pražnjenja
除隊	otpuštanje
ナイス	nice
ケヴィン	kevin
信条	vjere
入札	nastojanje
入札	aukcija
台帳	ledger
エディンバラ	edinburgu
中性子	neutronske
パノラマ	panorama
クルト	kurt
反復	ponavljanje
共存	suživot
ネイティブ	rodnoj
ヴィレッジ	selo
ロジャース	rodgers
ロジャース	rogers
バレンタイン	valentin
受け取り	primio
受け取り	dobio
受け取り	dobila
風刺	satira
仲裁	arbitraže
顕微鏡	mikroskop
検察官	tužilaštvo
検察官	tužilac
ボトル	boca
ボトル	boce
ボトル	boca
神風	kamikaza
クォーター	četvrtina
クォーター	kvartal
クォーター	četvrt
クォーター	četvrtinu
グリッド	mreži
リチウム	litij
わがまま	sebične
ラバー	guma
便所	toaleta
インタラクティブ	interaktivni
セール	prodaju
セール	prodaja
アグネス	agnes
フェス	fes
フェルナンデス	fernández
フェルナンデス	fernandez
フェルナンデス	fernandes
用紙	papir
パラオ	palau
ミナ	mina
快楽	zadovoljstvo
しみ	mrlje
しみ	stain
均衡	ravnoteža
きれい	čistu
きれい	čistim
きれい	čista
きれい	čist
きれい	čistom
気球	balon
ディラン	dylan
リンパ	limfni
リンパ	limfa
メンフィス	memphis
フィルタ	filter
フィルタ	filtera
ヴォルフガング	wolfgang
チコ	chico
蒸発	isparava
蒸発	isparavanje
ココ	coco
ココ	koko
スクリュー	vijak
祈祷	namaz
祈祷	molitva
募金	donacija
募金	donaciju
募金	donirati
募金	donacija
募金	donacije
オリエント	orient
オーランド	olandska
オーランド	orlando
パウンド	funta
シャーロック	sherlock
スタッド	stud
ギガ	giga
リッター	ritter
トカゲ	gušter
参道	pristup
参道	pristupom
参道	pristupu
参道	prilaz
飢饉	glad
ピストル	pištolj
ブランチ	ogranak
ブランチ	grana
別館	aneks
聖歌	himna
漁師	ribari
漁師	ribarsko
ガーナ	gana
ミレニアム	milenij
なぜなら	jer
塩素	hlor
釈迦	shaka
マリノス	marinos
つぼみ	pupoljci
ジェニファー	jennifer
クレイグ	craig
アイザック	isak
美学	estetika
筆記	pisani
筆記	napisano
筆記	zapisano
筆記	napisao
筆記	pisan
筆記	pisao
筆記	pisanje
セバスチャン	sebastian
ダイアナ	diana
リハビリ	obnovu
バーゼル	basel
テリア	terijer
苦情	pritužbi
苦情	tužba
苦情	tužbi
苦情	tužbe
代名詞	zamjenice
静脈	vene
静脈	vena
ノルマンディー	normandija
エデン	eden
デザート	desert
デザート	pustinja
リバイバル	oživljavanje
リバイバル	preporod
動脈	arterija
動脈	arterije
大文字	uppercase
ツイッター	twitter
発熱	groznica
リュック	luc
忍び	shinobi
織物	tekstil
織物	weaving
織物	tekstil
織物	tekstila
ペスト	kuge
ペスト	kuga
ペスト	pest
ペスト	štetočine
ボンド	bondu
グロス	bruto
ヴィーナス	venera
ゴリラ	gorile
ゴリラ	gorile
フリッツ	fritz
ニトロ	nitro
ジュゼッペ	giuseppe
竜巻	tornado
健治	kenji
ダイヤル	dial
苦悩	agonije
ゴリ	gori
ゴア	goa
ネブラスカ	nebraska
ポロ	polo
日没	sunset
山東省	shandong
ミュラー	müller
ミュラー	mueller
ミュラー	muller
セルティックス	celtics
ディナー	večera
ディナー	večeru
ディナー	večere
白金	platina
パラグアイ	paragvaj
ブカレスト	bukurešt
ジェシー	jesse
オオカミ	wolf
オオカミ	vuk
オオカミ	vuka
コンタクト	kontakt
バスケット	korpe
ザルツブルク	salzburg
特製	specijalitet
快感	zadovoljstvo
叔母	tetka
空想	fancy
パーソナル	ličnu
パーソナル	ličnim
パーソナル	lične
パーソナル	lična
パーソナル	lično
パーソナル	lični
百姓	seljaci
段落	paragraf
ハーモニー	harmoniju
ハーモニー	harmonije
ハーモニー	harmonija
やっと	konačno
アイディア	ideja
アイディア	ideja
アイディア	idejama
アイディア	ideje
タイラー	tyler
宝物	bogatstva
宝物	blaga
宝物	blago
マルクス主義	marksizam
サーブ	služe
サーブ	služiti
サーブ	saab
イワン	ivan
ギフト	darova
ギフト	dar
ギフト	poklon
理性	razum
ミキ	miki
光景	okretati
光景	vida
光景	prizor
アインシュタイン	einstein
申し立て	spor
エミリー	emily
アミューズメント	zabavni
ハーレム	harlem
ガイ	tip
プラット	platt
プラット	pratt
プラット	platte
矯正	korekcija
バタフライ	leptir
最小限	minimalno
最小限	minimalni
エレナ	elena
クイーンズ	queens
コサック	kozaci
スペル	urok
チャレンジャー	izazivač
ホワイトハウス	whitehouse
プロポーズ	predložiti
プロポーズ	prijedlog
パラレル	paralelnost
パラレル	paralelna
パラレル	paralelnih
パラレル	paralelne
パラレル	paralelni
パラレル	paralelno
ゴマ	susam
サザン	južni
図形	geometrija
図形	oblik
図形	formi
ゲノム	genom
デイヴ	dave
デイヴ	dava
ドッキング	započeta
マダム	madam
マダム	madam
トレント	trent
アーセナル	arsenal
請願	peticiju
アトランティック	atlantski
アトランティック	atlantika
アトランティック	atlantska
美保	miho
メチル	metil
幸田	koda
おば	tetka
ベイビー	beba
ベイビー	baby
ベイビー	mala
備後	bingo
キルギス	kirgistan
アダムス	adams
ブライト	bright
ブライト	bistra
毛皮	krzno
コロシアム	coliseum
コロシアム	koloseum
シンフォニー	simfonija
選任	termin
選任	termina
選任	imenovanje
選任	izbori
ゴールキーパー	golman
マグマ	magma
条文	odredbom
条文	odredbu
条文	opskrba
条文	odredbe
条文	namirnice
条文	odredbama
条文	odredbi
ニクソン	nixon
マリオン	marion
ハーブ	herb
ハーブ	bilje
ハーブ	bilja
フィアット	fiat
チェ	choi
チェ	che
キール	kir
キール	heel
ジョーク	sala
ジョーク	šala
フォスター	foster
フォスター	gajenja
クロスオーバー	over
孵化	otvora
コウモリ	bat
バチカン	vatikana
バチカン	vatikan
バール	bar
トリス	tris
ヴィラ	vila
ヴィラ	vila
ヴィラ	villa
ヴィラ	vile
ヴィラ	villas
ユーモア	humor
ユーモア	humor
溶液	rješenje
溶液	rješenja
溶液	rešenje
転覆	zbacivanja
ウイスキー	viski
ウイスキー	viski
バッド	loše
バッド	bad
バッド	loš
アレクセイ	alexey
アレクセイ	alexei
アレクセイ	aleksei
総局	direkcija
ファゴット	fagot
エリザベート	elisabeth
借用	zaduživanja
誠実	iskrenost
コンポーネント	komponenta
コンポーネント	komponente
聴覚	sluh
簡潔	concise
武内	takeuchi
イーグルス	orlovi
チューリップ	tulipani
チューリップ	tulipan
レニングラード	lenjingradska
リップ	rip
コルト	colt
プランニング	planiranja
プランニング	planiranje
曲面	površine
曲面	površina
煉瓦	cigli
煉瓦	cigla
ペイン	paine
ペイン	bol
自律	autonomni
自律	autonomne
自律	autonomna
ニコル	nicole
ハーグ	hag
プロヴァンス	provence
ミーティング	sastanke
ミーティング	sastancima
ミーティング	sastanci
ミーティング	sastanaka
ミーティング	sastanak
ミーティング	susret
カーペット	tepiha
カーペット	tepiha
モンタナ	montana
ギャップ	jaz
地層	stratum
アルス	ars
シェリー	cherie
乗り物	vozila
乗り物	vozilo
ダニ	tik
ダニ	dani
伊奈	ina
暖房	zagrijava
イネ	ine
数量	količinama
数量	količine
数量	veličina
数量	kvantitet
倍率	scaling
江蘇省	jiangsu
パンドラ	pandora
チャイコフスキー	čajkovski
カナリア	kanarska
テンプル	hram
エメラルド	smaragdno
テレサ	teresa
テレサ	tereza
テレサ	terezija
マッカートニー	mccartney
パタゴニア	patagonija
太い	gusta
アニー	eni
ベルン	bern
匂い	miris
精神病	psihoze
ゴメス	gomes
ゴメス	gomez
ゴメス	gómez
ゲーテ	goethe
無条件	bezuslovno
無条件	bezuslovna
無条件	bezuslovnu
オスカル	oskar
オスカル	oscar
リハーサル	proba
アスファルト	bitumen
祝う	slavi
祝う	slave
サラダ	salata
エクアドル	ekvador
ルワンダ	ruanda
シューマン	schumann
シューマン	schuman
十字路	raskrsnici
十字路	raskrsnice
十字路	raskrsnica
レナード	leonard
ベルナール	bernard
エンリケ	enrique
ひどい	užasni
ババ	baba
ババ	bubba
ポーツマス	portsmouth
オスロ	oslo
モニカ	monica
モニカ	monika
モニカ	monika
スペシャリスト	specijalista
スペシャリスト	stručnjak
リガ	rigi
ロコ	loco
パワフル	moćna
パワフル	moćan
ジョシュ	josh
スカーレット	grimizu
スカーレット	scarlett
放射能	radioaktivnost
ペレス	perez
ペレス	pérez
泣く	cry
泣く	plače
インディー	indie
田尻	tajiri
ペガサス	pegaz
ディエゴ	diego
観念	ideja
中澤	nakazawa
ケネス	kenneth
バタ	bata
シャドウ	sjeni
マンガン	mangan
教訓	lekcija
教訓	časovi
ポッター	potter
ハト	golubovi
ハト	pigeon
スモール	male
スモール	mali
給料	plaće
給料	plate
給料	plaća
打楽器	udaraljke
エドワーズ	edwards
スズ	kalaj
坪井	tsuboi
ベネット	bennett
ミミ	mimi
肩書	titula
忠雄	tadao
ダライ	dalaj
コンペティション	takmičenje
役立つ	korisni
世俗	sekularnog
世俗	sekularna
成虫	imago
ドリンク	piće
ドリンク	pića
ドリンク	pije
子宮	materica
子宮	materice
子宮	maternici
グラスゴー	glasgow
ワタナベ	watanabe
航法	navigaciju
航法	plovidbe
下水道	kanalizacija
カザン	kazanj
シアン	cyan
シェパード	ovčar
シェパード	šepard
贈り物	darova
贈り物	dar
贈り物	poklon
退位	abdikacija
退位	abdicira
ラグナ	laguna
ノヴゴロド	novgorod
オビ	obi
ベネディクト	benedikt
ベネディクト	benedikta
検閲	cenzura
オペレーション	operacija
オペレーション	operacijama
オペレーション	operacija
ガーディアン	guardian
小麦	pšenice
物事	stvari
描画	crtež
ノンストップ	stalnih
パレット	paleta
マギー	maggie
フューチャー	budućnost
狂気	ludosti
狂気	ludilo
狂気	ludilo
リマ	lima
懸賞	nagrade
ロバ	magarcima
ロバ	magarac
ジュリー	julie
村落	sela
村落	selima
村落	selo
生態系	ekosistem
生態系	ekosistema
生態系	ekosisteme
モニュメント	spomenika
モニュメント	spomenici
モニュメント	spomenik
高梨	takanashi
ジャッジ	kadiluk
ピエモンテ	piemonte
ローラン	laurent
ザグレブ	zagreb
ニューカッスル	newcastle
サクラメント	sacramento
マジカル	magično
マジカル	čarobni
リクルート	regrut
ソート	sortiranje
覚書	memorandum
サンダー	grom
紅茶	čaj
デア	der
ノーラン	nolan
信じる	vjeruju
ピッコロ	piccolo
ヴィンセント	vincent
ハイライト	naglasili
ハイライト	naglašena
ハイライト	istakla
ハイライト	osvjetljava
ハイライト	isticanja
ハイライト	istaknuta
マシーン	mašina
ポーラ	paula
船首	sedžde
船首	luk
暗闇	tami
暗闇	tama
暗闇	tame
マーチン	martin
リラ	lira
リラ	rila
せり	aukcije
リベラル	liberalne
リベラル	liberalni
リベラル	liberalna
ゼルダ	zelda
プロローグ	uvod
プロローグ	prolog
果物	plod
果物	voće
果物	plod
おじ	amidže
おじ	ujka
おじ	amidža
停電	pomračenja
爬虫類	gmizavaca
五つ	pet
税金	porez
税金	porezi
税金	poreze
隔離	izolacija
隔離	izolaciju
隔離	izolacije
バーレーン	bahrein
バーレーン	bahreinski
球体	sfera
領事	konzul
ブラームス	brahms
キャメロン	cameron
マーキュリー	merkur
知識人	intelektualaca
知識人	intelektualci
知識人	intelektualno
知識人	intelektualac
知識人	intelektualnu
談話	hadis
ウェディング	vjenčanje
ウェディング	vjenčanja
残党	ostaci
セグメント	segmentima
セグメント	segment
ノエル	noël
ノエル	noel
ナタリー	natalie
カーティス	curtis
セブ	cebu
スプリンター	sprintera
スプリンター	trn
ドミニク	dominic
ビルバオ	bilbao
原子核	jezgro
原子核	jezgra
ペルソナ	persona
リセット	reset
ガリレオ	galileo
ポテンシャル	potencijal
生化学	biohemija
スピーチ	govor
ジャスティン	justin
シング	singh
デュッセルドルフ	düsseldorf
タスク	zadaci
タスク	zadatak
ジュピター	jupiter
キャプション	caption
ユヴェントス	juventus
物品	dobara
物品	robu
物品	roba
サイレン	sirena
小人	patuljak
小人	patuljasta
リビング	živi
リビング	living
リビング	živo
リビング	živa
チャド	čad
バイオリン	violina
ジャカルタ	jakarta
直交	orthogonal
インターフェース	interfejs
キノ	kino
済州	jeju
賞品	nagrade
公判	suđenje
バングラデシュ	bangladeš
バングラデシュ	bangladeška
ペルシャ	perzijski
浪士	roshi
車道	prilaz
変種	raznovrsnost
変種	različitih
リハビリテーション	obnovu
肥料	đubriva
フォーチュン	bogatstvo
ラッパー	reper
ラッパー	wrapper
検知	detekciju
花序	cvast
野獣	zvijeri
野獣	zvijer
サメ	ajkule
サメ	ajkula
湖沼	jezera
ソチ	sočiju
オペレーター	operatora
オペレーター	operater
レクイエム	requiem
ゲット	get
レイチェル	rachel
バンクス	banke
専ら	isključivo
ナット	nut
ナット	net
ナット	nat
陽気	veseli
陽気	jolly
ホルヘ	jorge
概説	sažetak
仙人	sennin
マグロ	tuna
ジョイ	radost
ファンク	funk
キープ	zadrži
キープ	keep
グアテマラ	gvatemala
フライデー	petak
ダイバー	ronilac
可視	vidljiv
可視	vidljiva
可視	vidljivi
可視	vidljivo
メタン	metan
長方形	pravougaonik
長方形	pravougaonih
パイプライン	naftovod
河南省	henan
疾病	bolest
迷路	labirint
コントローラー	kontrolori
形容詞	pridjev
アスリート	sportista
アスリート	sportista
アスリート	sportisti
動乱	previranja
キャラバン	karavan
ユーリ	jurij
ホルシュタイン	holstein
手足	udova
丸い	rundu
ジェラルド	gerald
変奏曲	varijacije
ライデン	leiden
カーテン	zavjese
嫌悪	gađenje
ペレ	pele
昨日	jučer
昨日	juče
ブルネイ	brunej
コンベンション	konvenciji
コンベンション	konvencija
コンベンション	konvenciju
人道	humanitarnih
人道	humanitarnu
人道	humanitarni
人道	humanitarna
人道	humanitarnog
ロジェ	roger
課金	optužba
課金	naboj
コンパイル	compilation
トスカーナ	toskana
カルメン	carmen
超新星	supernova
命題	predlog
ファイターズ	boraca
ファイターズ	borci
蔵王	zao
サーベル	sablja
ファウスト	faust
ファシズム	fašističke
ファシズム	fašizam
テナー	tenor
内乱	ustanak
曼荼羅	mandala
ズボン	pantalone
ズボン	pantalone
ズボン	hlače
マインツ	mainz
カリキュラム	nastavnim
プラトン	platon
タップ	tap
欠如	nedostatak
ロミオ	romeo
風車	vjetrenjača
風車	vjetrenjača
定量	kvantitativna
ヒデ	kriti
ブルックス	brooks
遼寧省	liaoning
ピエトロ	pietro
ドク	doc
ホイットニー	whitney
和睦	pomirenja
和睦	pomirenje
悲しい	sadu
真司	shinji
ステロイド	steroid
ステロイド	steroidi
ハガキ	dopisnica
アトレティコ	atlético
ダイス	dice
アレクサンドラ	alexandra
アレクサンドラ	aleksandra
変調	modulation
宴会	banketa
メル	mel
ノミ	buha
長子	najstariji
長子	najstarija
ファイナンス	finansije
偏見	predrasuda
和義	kazuyoshi
ファルコン	soko
ウガンダ	ugandi
許す	oprost
許す	oprostiti
カメルーン	kamerun
コンプリート	završeno
コンプリート	potpuna
コンプリート	kompletna
コンプリート	kompletan
ダイビング	ronjenju
ダイビング	dive
ジャニ	jani
リンチ	lynch
バビロン	babilon
カーネギー	carnegie
ウェリントン	wellington
リザ	liza
マーラー	mahler
カストロ	kastro
カストロ	castro
ワシ	orao
新星	nova
農薬	pesticidi
農薬	pesticidi
テヘラン	teheran
ブロンズ	bronzana
ブロンズ	bronza
アントワーヌ	antoine
スキップ	preskočiti
絶叫	vrisak
手榴弾	bombu
手榴弾	granata
運動量	zamajac
セネガル	senegal
浙江省	zhejiang
ソーラー	solarni
ソーラー	sunčev
ソーラー	solarne
議定書	protokol
土星	saturn
サクセス	uspjeh
ニカラグア	nikaragve
アラー	allah
コンパイラ	compilers
コンパイラ	compiler
退屈	dosada
ダーツ	pikado
シボレー	chevrolet
シフ	schiff
中庭	dvorište
中庭	dvorištu
ウィークリー	sedmični
ウィークリー	sedmičnjak
購買	kupovne
ウィルス	virus
ウィルス	virusi
アンジェラ	angela
噴水	fontana
噴水	česme
噴水	fountains
試練	suđenjima
試練	suđenja
苦しむ	pati
苦しむ	pate
ヘルプ	pomoći
ヘルプ	pomogne
ヘルプ	pomoć
スーパーマン	superman
レンガ	cigli
レンガ	cigla
ブラント	brant
ブラント	brandt
リベンジ	osveta
リベンジ	osvete
ミヒャエル	michael
投影	projekcija
未婚	neudate
イデオロギー	ideologije
イデオロギー	ideologije
オルレアン	orleans
蘇生	reanimacija
切腹	seppuku
ベティ	betty
サモア	samoa
パーマー	palmer
登米	tome
ベーシック	basic
切り札	trump
包装	ambalaže
鉛筆	olovka
会計士	računovođa
カーリング	karling
ヒート	toplota
東南	jugoistočna
アウディ	audi
隣人	komšija
隣人	susjeda
隣人	susjeda
乱暴	gruba
エヴァ	eva
後悔	kaje
催眠	hipnoza
ハエ	mušica
ハエ	lete
悪霊	demon
悪霊	demona
悪霊	demoni
汚職	korupcija
服飾	kostim
ロケーション	lokacija
牛肉	goveđe
ジョンストン	johnston
散乱	raspršenje
レジスタンス	otpor
胎児	fetus
胎児	fetusa
マーカス	marcus
チャールストン	charleston
由緒	historija
好奇心	curious
好奇心	curiosity
エドウィン	edwin
花粉	polen
サタン	šejtan
生態学	ekološka
生態学	ekologija
フレックス	flex
レゲエ	reggae
フェーズ	faze
フェーズ	faza
タフ	teška
タフ	težak
スパイス	začina
スパイス	začin
ヘンダーソン	henderson
トラウマ	trauma
親指	palac
フォロー	povode
フォロー	slijede
フォロー	slijedi
フォロー	slijedi
粉末	brašna
粉末	prah
粉末	praha
ジブラルタル	gibraltara
プレイボーイ	playboy
マーズ	mars
グレゴリー	gregory
セバスティアン	sebastian
ゴダール	godard
台所	kuhinje
台所	kuhinjama
台所	kuhinje
台所	kuhinja
台所	kuhinji
ナシオナル	nacional
ドルトムント	dortmund
レミ	remi
モア	moa
パウエル	powell
ジョエル	joel
誘発	izazvali
リッチー	ritchie
リッチー	richie
公道	autoput
峡谷	gorge
峡谷	kanjon
峡谷	klanac
救世主	spasilac
書式	formats
書式	formatu
書式	formata
書式	format
アレルギー	alergija
ガードナー	gardner
序文	foreword
知覚	percepcija
知覚	primjećuju
クワ	mulberry
ダーリン	dragi
ブルズ	bikova
ブルズ	bulls
勇敢	hrabri
テンソル	tensor
ワンダフル	divno
ワンダフル	divan
モーメント	trenutaka
モーメント	trenucima
モーメント	trenutak
モーメント	momenat
モーメント	moment
トムソン	thomson
リエージュ	liege
リエージュ	liège
レベッカ	rebeka
マルティネス	martinez
マルティネス	martínez
バクー	baku
わざと	namjerno
レプリカ	replike
ウィレム	willem
注射	injekcije
注射	injekcijom
ファックス	fax
無制限	neograničeno
サギ	heron
博物学	prirodnjak
ブレンド	mješavine
クレーム	pritužbi
クレーム	tužba
クレーム	tužbi
クレーム	tužbe
島民	ostrvljana
トウモロコシ	kukuruz
トウモロコシ	kukuruza
ギネス	gwyneth
ミューズ	muza
景色	krajolike
甲状腺	štitna
シューベルト	schubert
フロイド	floyd
フェルディナンド	ferdinand
オードリー	audrey
ラインハルト	reinhard
ラインハルト	reinhardt
硝酸	nitrat
図面	crtežima
図面	crteži
図面	crtež
ハッスル	prevara
サバンナ	savannah
サバンナ	savana
埋める	bury
埋める	napuni
フィンガー	prst
スターズ	zvijezda
スターズ	zvezde
同化	asimilacija
モロ	moro
ストリング	gudački
ストリング	string
ウォレス	wallace
プロット	zavjera
区切り	brejk
区切り	delimiter
山西省	shanxi
計器	instrument
文官	civilno
文官	civilna
文官	civilni
ゲームセンター	arcade
クリケット	kriket
ゆっくり	polako
アリストテレス	aristotel
ハイドン	haydn
プレジデント	predsjednik
ディッシュ	jelo
方法論	metodologiji
ビスタ	vista
クッキー	cookies
電極	elektroda
瞑想	meditacije
ナショナリズム	nacionalizam
パイン	bor
パイン	pine
正方形	kvadrat
正方形	kvadrata
テオドール	theodore
テオドール	teodor
テオドール	theodor
テオドール	théodore
パスカル	pascal
タンザニア	tanzaniji
リザーブ	rezerva
肥満	gojaznost
モデリング	modeling
モデリング	modeliranje
キャビン	kabine
キャビン	kolibe
ヘリウム	helij
羽毛	perje
ノックアウト	nokaut
ウッズ	woods
フラグ	zastava
フラグ	zastave
グリム	grimm
銀河系	galaksija
サプライズ	iznenađenje
フィナーレ	finale
アニマル	životinje
同定	identifikacija
チャーチ	crkva
開祖	osnivača
開祖	osnivač
ロッシ	rossi
マグネシウム	magnezij
共和制	republika
仮装	kostim
除名	protjerivanje
除名	izbacivanja
磁石	magnet
インストラクター	predavač
イノベーション	inovacije
イノベーション	inovacija
イノベーション	inovacija
窃盗	krađe
窃盗	krađa
窃盗	krade
合図	signali
合図	signale
コンビネーション	kombinacija
マーフィー	murphy
濃縮	obogaćeni
喋る	govori
喋る	govoriti
喋る	govori
シャーリー	shirley
ソフィー	sophie
いとこ	rođaci
シャロン	sharon
スリム	slim
前奏曲	uvod
ディスカバリー	otkriće
ドイル	doyle
パレルモ	palermo
ノストラダムス	nostradamus
シャンプー	šampona
フレア	baklje
フレア	bakljom
海事	pomorski
海事	maritime
四肢	udova
四肢	ekstremiteta
思春期	puberteta
ネスト	nested
ダイアモンド	dijamant
カント	canto
ピサ	pisa
外傷	povrede
外傷	povreda
外傷	trauma
パレ	kongresna
ヴェルサイユ	versailles
エイドリアン	adrian
カイル	kyle
脂質	lipid
ミネアポリス	minneapolis
