から	no
サメ	haizivis
サメ	haizivis
サメ	haizivs
湖沼	ezeri
ソチ	soči
オペレーター	uzņēmējs
オペレーター	operators
レクイエム	rekviēms
ゲット	iegūsti
ゲット	dabūt
レイチェル	reičela
バンクス	bankas
バンクス	bankās
ナット	riekstu
ナット	nat
ホルヘ	jorge
概説	izklāstu
概説	kontūra
概説	kopsavilkums
マグロ	tunzivis
ジョイ	prieks
ジョイ	prieka
クッキング	gatavošana
クッキング	gatavošanas
リーク	noplūdes
プッシュ	push
ファンク	funk
キープ	turēt
キープ	paturēt
グアテマラ	gvatemala
フライデー	piektdienas
フライデー	piektdienā
フライデー	piektdiena
ダイバー	ūdenslīdēju
ダイバー	nirēju
可視	redzams
可視	pamanāma
可視	redzami
可視	redzamais
可視	redzama
メタン	metānu
メタン	metāns
メタン	metāna
長方形	taisnstūri
長方形	taisnstūra
長方形	taisnstūra
長方形	taisnstūrveida
パイプライン	cauruļvadu
パイプライン	cauruļvads
有益	izdevīga
疾病	slimības
疾病	slimība
迷路	labirints
コントローラー	kontrolieriem
コントローラー	kontrolieri
コントローラー	kontrolieris
コントローラー	kontrolieri
形容詞	īpašvārds
アスリート	sportists
アスリート	sportistiem
アスリート	sportisti
動乱	apvērsums
動乱	apvērsumu
キャラバン	karavāna
ユーリ	jurijs
ホルシュタイン	holstein
手足	ekstremitātēs
手足	ekstremitāšu
丸い	apaļš
丸い	apaļi
丸い	kārta
丸い	apaļa
ジェラルド	džeralds
変奏曲	variācijas
ライデン	leidenes
カーテン	aizkari
カーテン	aizkari
嫌悪	nepatīk
嫌悪	riebumu
嫌悪	nepatiku
嫌悪	nepatikas
豆腐	tofu
昨日	vakar
ブルネイ	bruneja
コンベンション	konvents
コンベンション	konvencija
コンベンション	konventa
コンベンション	konvenciju
人道	humāno
人道	humānā
ロジェ	sapratu
ロジェ	rodžers
課金	uzlādes
我慢	pacietība
我慢	pacietības
我慢	pacietību
レクリエーション	atpūta
コンパイル	apkopotu
コンパイル	apkopošana
コンパイル	apkopošanas
コンパイル	apkopojums
トスカーナ	toskānas
カルメン	karmena
超新星	supernova
バンパー	buferi
バンパー	bufera
ファイターズ	cīnītāji
サーベル	zobens
ファシズム	fašistu
ファシズム	fašismu
ファシズム	fašisti
テナー	tenors
ハルビン	harbina
内乱	sacelšanās
内乱	sacelšanos
曼荼羅	mandala
組み込み	iestrādāta
ズボン	biksēm
ズボン	bikses
ズボン	bikses
マインツ	maincā
日の出	saullēktu
プラトン	plato
タップ	krāni
タップ	krāna
ロミオ	romeo
合理化	racionalizācijas
風車	vējdzirnavu
風車	dzirnavas
風車	vējdzirnavas
定量	kvantitatīvs
定量	kvantitatīvi
定量	kvantitatīvā
ヒデ	noslēpt
ヒデ	paslēpt
ヒデ	slēpt
ブルックス	strautu
遼寧省	liaoninas
ピエトロ	pietro
触手	taustekļiem
ドク	dok
ドク	doktors
ドク	doc
ホイットニー	whitney
チタン	titāna
和睦	saskaņošana
和睦	izlīgums
和睦	salīdzināšana
生計	iztiku
悲しい	bēdīgs
悲しい	skumji
悲しい	vad
真司	šindži
ステロイド	steroīdu
ステロイド	steroīdi
ハガキ	pastkarti
アトレティコ	atletico
取り出し	aizvadīt
ダイス	kauliņu
アレクサンドラ	aleksandra
変調	modulācija
変調	modulācijas
宴会	banketu
メル	mel
ノミ	blusu
ノミ	blusas
ファイナンス	finansējums
ファイナンス	finanses
ファイナンス	finanšu
偏見	aizspriedumi
偏見	aizspriedumiem
偏見	aizspriedumus
ファルコン	piekūns
ウガンダ	ugandas
ウガンダ	ugandas
許す	piedošanu
許す	piedot
カメルーン	kamerūnas
牡丹	peonijas
コンプリート	aizpildīt
コンプリート	pabeigt
コンプリート	pabeigts
コンプリート	pabeigta
コンプリート	pilnīga
スーパースター	superstar
ホステス	saimniece
ダイビング	niršanas
リンチ	linčs
バビロン	babilona
カーネギー	karnegi
リザ	laiza
マーラー	mālera
カストロ	castro
ワシ	ērglis
新星	nova
農薬	pesticīdu
農薬	pesticīdi
農薬	pesticīdi
テヘラン	teherāna
テヘラン	teherānas
ブロンズ	bronzas
ブロンズ	bronza
アントワーヌ	antuāns
スキップ	izlaist
スキップ	izlaists
ヤシ	palmu
ヤシ	plaukstas
ヤシ	plaukstu
ヤシ	palmas
小切手	čeks
小切手	čeku
絶叫	kliegt
手榴弾	granātu
手榴弾	granātas
運動量	impulss
運動量	impulsu
パルチザン	partizānu
セネガル	senegālas
ソーラー	saules
議定書	protokolā
議定書	protokols
明夫	akio
ピザ	pizza
ピザ	pica
ピザ	picas
土星	saturnu
サクセス	veiksme
サクセス	veiksmes
サクセス	panākumi
サクセス	veiksmīgi
サクセス	panākumus
サクセス	veiksmīga
ニカラグア	nikaragva
アラー	allah
海老	garneles
海老	garneles
海老	garneles
海老	garneļu
退屈	garlaicīgi
退屈	garlaicīgi
退屈	garlaicību
ダーツ	šautriņas
コンサドーレ	consadole
シボレー	chevrolet
酸性	skābā
中庭	pagalms
中庭	pagalma
中庭	pagalmā
中庭	pagalmu
ウィークリー	nedēļas
ウィークリー	nedēļā
購買	iegāde
購買	pirkšana
ウィルス	vīrusu
ウィルス	vīrusa
ウィルス	vīrusam
ウィルス	vīruss
ウィルス	vīrusiem
ウィルス	vīrusi
アンジェラ	angela
噴水	strūklakas
噴水	strūklaka
噴水	pārplūda
リムジン	limuzīns
リムジン	limuzīnu
試練	izmēģinājumi
ガレージ	garāžas
ガレージ	garāža
コンドル	kondors
苦しむ	cieš
苦しむ	ciest
ヘルプ	palīgā
ヘルプ	palīdzība
ヘルプ	palīdzēt
ヘルプ	help
スーパーマン	supermens
レンガ	ķieģeļi
レンガ	ķieģeļu
ブラント	brant
ブラント	brands
ブラント	brandt
リベンジ	atriebība
ミヒャエル	maikls
ミヒャエル	michael
投影	projekcija
投影	prognoze
投影	projekcijas
未婚	neprecējies
イデオロギー	ideoloģija
イデオロギー	ideoloģijas
イデオロギー	ideoloģijas
オルレアン	orleānas
蘇生	reanimācijas
わくわく	aizraujoši
わくわく	aizraujošs
わくわく	aizraujošu
わくわく	aizraujoša
わくわく	satraukts
わくわく	priecīgi
わくわく	sajūsmā
着信	ienākošās
着信	ienākošo
サモア	samoa
パーマー	palmer
ベーシック	pamata
切り札	tramps
包装	iepakojums
包装	iepakojuma
鉛筆	zīmulis
鉛筆	zīmuļi
カーリング	kērlings
ヒート	karstums
ヒート	siltuma
ヒート	siltums
東南	dienvidaustrumu
アウディ	audi
干拓	reģenerācija
隣人	kaimiņš
隣人	kaimiņvalsts
隣人	kaimiņu
隣人	kaimiņš
エヴァ	eva
後悔	nožēlo
催眠	hipnoze
ハエ	lido
ハエ	lidot
エセックス	essex
マーベル	marvel
悪霊	dēmons
悪霊	dēmoni
醍醐	daigo
汚職	korupcija
汚職	korupciju
汚職	korupcijas
必然	nenovēršami
必然	neizbēgami
ロケーション	vieta
ロケーション	novietojums
ジョンストン	džonstona
散乱	izkliede
散乱	izkliedi
レジスタンス	pretošanās
レジスタンス	rezistence
レジスタンス	izturība
レジスタンス	pretestība
胎児	auglis
マーカス	markuss
マーカス	markus
由緒	vēsture
由緒	vēstures
由緒	vēsturi
由緒	vēsturē
地下水	gruntsūdeņu
地下水	gruntsūdens
エドウィン	edvīns
花粉	ziedputekšņi
サタン	sātana
生態学	ekoloģisko
生態学	ekoloģiski
生態学	ekoloģiskā
生態学	ekoloģiju
サイクリング	riteņbraukšana
サイクリング	riteņbraukšanas
レゲエ	reggae
フェーズ	fāze
フェーズ	posms
フェーズ	etaps
タフ	grūta
スパイス	garšvielām
スパイス	garšvielas
スパイス	garšvielu
スパイス	spice
鮮やか	spilgts
鮮やか	košas
ヘンダーソン	hendersons
光沢	spīdumu
光沢	spīdīgs
トラウマ	traumas
トラウマ	trauma
親指	īkšķi
フォロー	follow
フォロー	seko
フォロー	sekot
政治局	politbiroja
粉末	milti
粉末	pulveri
粉末	pulveris
粉末	pulveri
ジブラルタル	gibraltārs
プレイボーイ	playboy
マーズ	mars
グレゴリー	gregorijs
セバスティアン	sebastians
ゴダール	godārs
台所	virtuvēs
台所	virtuve
台所	virtuves
ナシオナル	nacional
ドルトムント	dortmund
ジョエル	joel
リッチー	ritchie
楽屋	aizkulisēs
公道	šosejas
公道	šoseja
峡谷	aiza
峡谷	kanjons
峡谷	ieleju
救世主	glābēji
救世主	glābējs
馬術	jāšanas
書式	formāti
書式	formāts
アレルギー	alerģija
アレルギー	alerģijas
序文	priekšvārdā
序文	priekšvārds
知覚	uztvere
知覚	uztver
知覚	uztvert
クワ	zīdkoka
脊椎動物	mugurkaulnieku
ダーリン	dārgā
ダーリン	mīļā
ブルズ	buļļu
ブルズ	buļļiem
勇敢	drosmīgi
勇敢	drosmīgs
テンソル	tensor
ワンダフル	brīnišķīgs
ワンダフル	brīnišķīga
ワンダフル	brīnišķīgi
ワンダフル	brīnišķīgā
ワンダフル	brīnišķīgas
モーメント	mirkļi
モーメント	brīžiem
モーメント	brīži
モーメント	moments
モーメント	brīdis
モーメント	mirklis
農産物	kultūras
農産物	kultūraugi
トムソン	tomsona
リエージュ	ljēžas
レベッカ	rebeka
マルティネス	martinez
バクー	baku
わざと	apzināti
ウィレム	willem
キラキラ	krāšņi
叙事詩	episko
叙事詩	epic
注射	injekcijas
注射	injekcijām
注射	injekcijām
注射	injekcija
ファックス	fakss
ファックス	faksa
平仮名	hiragana
無制限	neierobežoti
無制限	neierobežots
無制限	neierobežota
サギ	gārnis
サギ	gārnis
博物学	naturalist
ブレンド	maisījums
クレーム	sūdzības
クレーム	sūdzība
プレスト	presto
島民	salinieki
トウモロコシ	kukurūzas
トウモロコシ	kukurūza
トウモロコシ	kukurūzas
トウモロコシ	kukurūza
ギネス	ginesa
ギネス	gvineta
ミューズ	mūza
景色	skatus
景色	ainavas
甲状腺	vairogdziedzera
シューベルト	šūberts
フロイド	floyd
フェルディナンド	ferdinands
オードリー	odrija
ラインハルト	reinhard
硝酸	nitrātu
硝酸	nitrāti
硝酸	nitrāts
図面	rasējumus
図面	rasējumi
図面	zīmējums
図面	zīmēšanas
図面	rasējums
サバンナ	savannu
サバンナ	savanna
レイラ	leila
埋める	aprakt
埋める	aizpildīt
フィンガー	pirksta
フィンガー	pirksts
フィンガー	pirkstu
スターズ	zvaigznes
康成	jasunari
同化	asimilācijas
モロ	moro
チャリティ	labdarības
かつら	parūku
リッキー	rikijs
ストリング	virkne
ウォレス	voless
区切り	pārrāvums
区切り	lauzt
区切り	pārtraukums
区切り	salauzt
区切り	atdalītājs
山西省	šaņsji
雄大	lielisku
計器	instruments
計器	instrumenta
計器	instrumentu
文官	civilā
文官	civilās
文官	civilie
文官	civilais
文官	civiliem
ゲームセンター	arkādes
クリケット	kriketa
ゆっくり	lēnām
ゆっくり	lēni
タオル	dvieli
アリストテレス	aristotelis
ハイドン	haidns
プレジデント	prezidents
プレジデント	priekšsēdētāja
プレジデント	priekšsēdētājs
瀬田	seta
ディッシュ	trauku
方法論	metodikas
方法論	metodoloģija
方法論	metodika
ビスタ	vista
ワンダー	brīnums
ワンダー	brīnos
クッキー	cepumu
アビスパ	avispa
電極	elektrodu
電極	elektrodi
電極	elektrodu
瞑想	meditācija
ノズル	sprauslas
ノズル	sprauslu
ノズル	sprauslas
ナショナリズム	nacionālisms
パイン	priežu
パイン	priede
パイン	priedes
正方形	kvadrātveida
正方形	laukumā
正方形	laukumos
正方形	laukumi
テオドール	teodors
テオドール	teodors
パスカル	pascal
タンザニア	tanzānijas
リザーブ	rezervē
リザーブ	rezerves
リザーブ	rezerve
肥満	aptaukošanās
肥満	aptaukošanās
エーテル	ēteri
エーテル	ēterī
モデリング	modelēšana
モデリング	modelēšana
モデリング	modelēšanu
モデリング	modelēšanas
キャビン	kabīne
キャビン	salona
ヘリウム	hēlija
高架橋	viadukts
羽毛	spalvu
羽毛	spalva
羽毛	spalvas
ノックアウト	nokauts
ウッズ	mežā
ウッズ	meži
フラグ	karogs
フラグ	karoga
フラグ	karogi
グリム	grimmi
銀河系	galaxy
サプライズ	pārsteigums
サプライズ	pārsteigt
フィナーレ	noslēgums
アニマル	dzīvnieku
アニマル	dzīvnieks
アニマル	dzīvniekam
同定	identifikācijas
同定	identifikācija
同定	identificēšana
チャーチ	baznīca
チャーチ	baznīcas
チャーチ	baznīcā
開祖	dibinātāja
開祖	dibinātājs
ロッシ	rossi
マグネシウム	magnijs
マグネシウム	magnija
共和制	republika
共和制	republikas
共和制	republikām
共和制	republikas
除名	izraidīšana
除名	izraidīšanu
華やか	krāšņi
磁石	magnētu
磁石	magnēti
インストラクター	instruktors
イノベーション	jauninājumi
イノベーション	inovācijas
イノベーション	inovāciju
イノベーション	jauninājumi
イノベーション	inovācija
イノベーション	inovācijas
窃盗	zādzībām
窃盗	zādzības
窃盗	zādzība
窃盗	zādzību
窃盗	zādzības
窃盗	zog
合図	signālus
合図	signāli
コンビネーション	kombinācija
コンビネーション	apvienojums
マーフィー	mērfijs
濃縮	koncentrētas
濃縮	koncentrēti
濃縮	koncentrēta
濃縮	koncentrēts
濃縮	bagātināts
喋る	runā
喋る	izrunāt
喋る	runāt
シャーリー	šērlija
ソフィー	sofija
いとこ	brālēni
いとこ	brālēns
いとこ	māsīca
本屋	grāmatnīcā
ハプニング	notiek
シャロン	sharon
スリム	slim
ディスカバリー	atklājums
ディスカバリー	atradums
ディスカバリー	atklāšana
ドイル	doyle
パレルモ	palermo
ノストラダムス	nostradams
シャンプー	šampūns
伐採	mežizstrādes
フレア	izlīdzināšanu
フレア	uzliesmojumi
海事	piejūras
海事	jūrniecības
四肢	ekstremitātēs
四肢	ekstremitāšu
四肢	ekstremitāšu
思春期	pubertātes
ネスト	migas
ネスト	iekārtojies
バリア	barjera
バリア	šķērslis
バリア	barjeras
バリア	barjeru
ロッテルダム	roterdamas
ダイアモンド	dimanta
ダイアモンド	dimants
ダイアモンド	dimantu
カント	canto
不快	neērti
ピサ	pisa
外傷	traumas
外傷	kaitējuma
外傷	zaudējumi
外傷	trauma
外傷	kaitējums
外傷	traumas
外傷	trauma
パルプ	mīkstums
パルプ	celuloze
パルプ	celulozes
ヴェルサイユ	versaļas
エイドリアン	adrians
カイル	kaila
カイル	kails
朝食	brokastis
脂質	lipīdu
ミネアポリス	mineapolisā
反感	antipātijas
ロート	rota
ロート	roth
式部	šikibu
宗谷	sojas
カルテット	kvarteta
ミック	miks
同棲	kopdzīvi
紫外線	ultravioletās
紫外線	ultravioleto
アルカリ	sārmu
散布	izkliede
散布	izkliedi
予告編	piekabes
揖斐	ibi
シルク	zīda
シルク	zīds
モザンビーク	mozambikas
アフマド	ahmad
善意	labsirdības
ユリア	džūlija
ジプシー	čigānu
ジプシー	čigānu
ヴィンチ	vinci
トゥールーズ	tulūzs
車いす	ratiņkrēslu
マリーナ	marina
興味深い	interesanti
興味深い	interesants
興味深い	interesantas
興味深い	interesanta
フリーズ	iesaldēt
スパイラル	spirāle
ラウル	rauls
サハラ	sahāras
疑念	apšaubāms
疑念	apšaubāma
疑念	šaubu
疑念	šaubos
疑念	šaubas
アソシエーション	apvienība
アソシエーション	biedrība
アソシエーション	asociācija
バリトン	baritona
ギル	gil
ラガー	lager
失望	vilšanās
熟成	nogatavināšanas
租税	nodokļi
租税	nodokļi
租税	nodoklis
オウム	kakadū
オウム	papagailis
廊下	koridors
インターセプト	pārtvert
インターセプト	krustošanās
コレクター	kolekcijas
カノ	kano
インパルス	impulss
トルーマン	trumens
アイデンティティ	personība
アイデンティティ	identitāti
アイデンティティ	identitāte
アイデンティティ	identitātes
渤海	bohai
ジェノヴァ	dženova
キツネ	fox
キツネ	lapsa
キツネ	lapsas
フォート	fortu
ウイグル	uiguru
プロパガンダ	propaganda
プロパガンダ	propagandas
イージー	viegli
イージー	viegla
イージー	viegls
イージー	mierīgi
風邪	saaukstēšanās
風邪	auksts
風邪	auksti
風邪	aukstā
風邪	aukstums
風邪	saaukstēšanās
ストレージ	uzglabāšana
ストレージ	glabāšana
シチュエーション	situācija
シチュエーション	stāvoklis
サンスクリット	sanskrits
ティムール	timurs
厳重	stingrā
厳重	stingra
厳重	stingrs
厳重	stingri
青銅	bronzas
青銅	bronza
スルターン	sultāns
貯蓄	ietaupījumus
貯蓄	uzkrājumi
貯蓄	ietaupījums
船尾	pakaļgala
冊子	buklets
いくらか	dažas
いくらか	dažiem
いくらか	daži
ツバメ	norīt
腎臓	nieres
ブレスト	brest
抑圧	represijās
抑圧	represijas
抑圧	apspiešana
覇権	hegemoniju
タリン	tallina
タリン	tallinas
タリン	tallinā
ストラスブール	strasbūras
ストラスブール	strasbūrā
コックス	cox
炭化	karbīda
炭化	karbīds
シャンソン	chanson
アスペクト	aspekts
リアリティ	realitāte
リアリティ	īstenība
温室	konservatorijas
温室	siltumnīcefekta
温室	siltumnīcā
温室	siltumnīcas
温室	siltumnīcu
温室	siltumnīcās
稼ぐ	pelnīt
稼ぐ	pelna
稼ぐ	nopelnīt
稼ぐ	nopelna
稼ぐ	pelna
うつ病	depresijas
うつ病	depresija
うつ病	depresiju
ダンテ	dante
ギヨーム	guillaume
会報	biļetens
ジェット機	jet
ジェット機	lidmašīna
ベンゼン	benzola
社交	sabiedriski
社交	sabiedrisks
多分	varbūt
接吻	buča
接吻	skūpsts
メイソン	meisons
アイダホ	aidaho
審理	tiesvedība
イエメン	jemena
イエメン	jemenas
ジャーナリズム	žurnālistikas
湿度	mitra
湿度	mitrā
湿度	mitrums
ボリューム	apjoms
ボリューム	tilpums
ボリューム	apjomi
サプライ	piegāde
サプライ	piedāvājums
サプライ	apgāde
ボンネット	pārsegs
ボンネット	pārsega
ボンネット	pārsegs
食肉	gaļas
食肉	gaļa
食肉	gaļai
生き物	radījumi
生き物	būtne
生き物	radījums
マーカー	marķieri
マーカー	atzīme
マーカー	atzīmēm
マーカー	marķieri
酵母	rauga
酵母	raugs
マンモス	mamutu
願望	centieni
土産	suvenīrus
土産	suvenīru
ムーンライト	moonlight
退院	gāzizlādes
ジャガイモ	kartupeļi
ジャガイモ	kartupelis
ジャガイモ	kartupeļi
ジャガイモ	kartupeļu
瀕死	mirst
ゴッホ	goga
砂丘	kāpu
カヌー	kanoe
加速度	paātrinājums
加速度	paātrinājuma
加速度	paātrināto
加速度	paātrināta
ロレーヌ	lorena
新居	nii
ペイジ	peidža
執政官	konsuls
女帝	empress
エイズ	palīglīdzekļi
エイズ	aids
エイズ	atbalsti
ハノイ	hanojas
推論	argumentācija
モルガン	morgan
ニキ	niki
ハニー	medu
ハニー	mīļā
ハニー	medus
やむを得ない	nenovēršama
やむを得ない	neizbēgama
やむを得ない	neizbēgami
ゆっくりと	lēnām
ゆっくりと	lēni
大理石	marmora
アイリス	varavīksnenes
ハンク	henks
性交	dzimumakta
ニックス	nix
ニックス	knicks
サガン	sagans
シュナイダー	schneider
略語	saīsinājums
略語	saīsinājumi
ブレア	blair
ウォリアーズ	warriors
ウォリアーズ	kareivji
アウェイ	prom
おっぱい	krūtis
治癒	izārstēt
カラフル	koša
カラフル	krāsainu
カラフル	krāsains
ハインツ	heinz
失業	bezdarbs
大根	redīsu
精算	paņemt
バリュー	vērtība
残高	bilance
残高	atlikums
残高	līdzsvars
残高	līdzsvaru
フセイン	hussein
弾性	elastība
セレモニー	ceremonija
セレモニー	ceremonijā
ワイオミング	vaiominga
風習	muitas
風習	muita
風習	pielāgota
風習	pielāgots
台座	pjedestāla
エピック	episko
エピック	epic
カイト	klija
ノーザン	ziemeļu
腐食	korozijas
友愛	brālības
岸壁	piestātnē
岸壁	piestātnes
内面	interjera
内面	iekšlietu
内面	iekšējais
内面	iekšējie
内面	iekšējā
内面	iekšējais
体感	kopību
アーベル	ābelu
孫娘	mazmeita
ブランク	tukšā
ブランク	tukšu
ブランク	tukšs
ブランク	tukša
エリトリア	eritrejas
エリトリア	eritreju
エリトリア	eritrejas
刺青	tattoo
刺青	tetovējums
刺青	tetovējumi
ポリシー	politika
ポリシー	politikā
ポリシー	politikas
ポリシー	politika
ポリシー	politikas
重度	smagas
重度	smags
重度	smaga
重度	smagi
ベーカー	baker
書写	atšifrēts
ヴェルナー	verners
ニジェール	niger
ウォーキング	ejot
ウォーキング	staigā
ウォーキング	pastaigas
作り方	recepte
レボリューション	revolūcija
節約	ietaupījumus
節約	uzkrājumi
節約	ietaupījums
乳房	krūts
クルアーン	korāns
トレンド	tendence
トレンド	tendences
ハイキング	ekskursija
ハイキング	pārgājienu
野心	ambīcijas
野心	ambiciozs
野心	vērienīga
野心	vērienīgi
野心	ambīcijas
インスタント	tūlītēju
インスタント	tūlītējā
インスタント	šķīstošā
チェンバレン	čemberlens
伝染病	epidēmijas
伝染病	epidēmiju
伝染病	epidēmija
伝染病	inficēšanās
伝染病	infekcija
伝染病	infekcijas
人柄	personība
人柄	personības
ソーダ	soda
ヘレナ	helena
ヘレナ	helēna
四角	kvadrātveida
四角	laukumā
ミニチュア	miniatūru
落札	pārdoti
落札	pārdod
落札	pārdots
悟り	apgaismība
悟り	satori
衝動	mudina
衝動	mudināt
バーニー	bērnijs
略記	saīsinājums
刀剣	zobenus
フュージョン	kodolsintēzes
臭い	smaržo
ウラル	urālu
グロリア	glorija
レイノルズ	reinoldsa
レックス	rex
さようなら	atvadas
さようなら	ardievu
過激派	ekstrēmisti
インコ	papagailis
ミランダ	miranda
ヘンリク	henrik
江田	eda
ストリップ	lentes
ストリップ	sloksnes
カウンセリング	psihologu
カウンセリング	konsultācijas
タシュケント	taškenta
偽名	pseidonīmi
偽名	segvārdu
偽名	pseidonīmiem
ウール	vilnas
ウール	vilna
夢幻	mugen
シャトー	château
シャトー	chateau
無実	nevainīgi
無実	nevainīgs
無実	nevainīgu
アンドレアス	andreas
閉会	noslēguma
閉会	aizvēršana
シェフィールド	sheffield
マルグリット	marguerite
モンゴメリー	montgomerijs
ソケット	ligzda
ソケット	ligzdā
ソケット	ligzdas
ソケット	ligzdas
ヴェローナ	verona
閉じる	aizvērt
閉じる	tuvu
閉じる	noraidīt
閉じる	atlaist
トランジスタ	tranzistors
トランジスタ	tranzistori
ジュディ	džūdija
プリンター	printeris
プリンター	printeri
城塞	citadeli
アーマー	bruņas
チャペル	kapelā
ヴィクター	viktors
アブー	abu
過失	neuzmanības
ジェニー	dženija
菌類	sēnītes
菌類	sēnīšu
ハムレット	hamlets
球形	sfēra
無色	bezkrāsains
サミー	semijs
メイヤー	mayer
メイヤー	meyer
両生類	abinieku
両生類	abiniekiem
ハンセン病	lepra
ハッシュ	jaukšanas
配送	piegāde
配送	piegādes
配送	kuģniecības
配送	shipping
答弁	atbildēt
答弁	atbildi
答弁	atbilde
密輸	kontrabandas
密輸	kontrabandas
密輸	kontrabanda
密輸	kontrabandistu
密輸	nogādātas
密輸	slepus
スロープ	nogāzes
スロープ	slīpums
スロープ	nogāzes
本能	instinkts
本能	instinkti
ガザ	gazā
ガザ	gazas
用例	piemērus
用例	piemēri
プレビュー	apskatīt
不規則	neregulāras
不規則	neregulāra
コロンブス	kolumbs
口頭	iekšķīgi
ジンバブエ	zimbabve
ジンバブエ	zimbabves
ヘラクレス	hērakls
困惑	neizpratnē
光度	spilgtuma
光度	intensitāte
ビューティフル	skaists
ビューティフル	skaistas
ビューティフル	skaista
ビューティフル	skaisti
ビューティフル	skaistā
ナオミ	naomi
ホロコースト	holokausta
タタール	tatāri
タタール	tatāru
ソリューション	šķīdumi
ソリューション	risinājumi
ソリューション	atrisinājums
ソリューション	šķīdums
ソリューション	risinājums
同情	līdzjūtība
同情	līdzjūtība
コーエン	koens
挙動	uzvedība
挙動	izturēšanās
挙動	uzvedību
挙動	uzvedība
挙動	izturēšanās
挙動	uzvedību
トワイライト	krēslas
トワイライト	krēsla
サムスン	samsung
ルネッサンス	renesanses
谷間	ieleja
金堂	kondo
グリフィス	griffith
ダリ	dalī
交尾	pārošanās
伝言	ziņojums
伝言	vēstule
伝言	ziņu
伝言	vēstījums
伝言	ziņa
タブー	tabu
タブー	tabu
ニーナ	nina
シンボルマーク	emblēmas
サーフィン	sērfošanas
シリウス	sirius
アンドロイド	android
青海	cjinhai
憎悪	naids
憎悪	naidu
憎悪	ienīst
憎悪	naids
憎悪	ienīst
シャドー	ēnas
シャドー	ēnu
シャドー	ēna
リチャードソン	ričardsons
キャブレター	karburators
花崗岩	granīta
メソポタミア	mezopotāmijā
未解決	neatrisināta
サガ	saga
球面	sfērisku
球面	sfēra
モリソン	morisons
まっすぐ	taisni
まっすぐ	taisna
球状	sfērisku
ホプキンス	hopkinss
えりか	erika
購読	parakstīties
購読	pierakstīties
購読	parakstīšanās
購読	pieraksts
アクシデント	negadījums
アクシデント	avārija
井手	ide
クルマ	auto
クルマ	automašīna
クルマ	automobilis
クルマ	mašīna
傾き	nogāzes
傾き	slīpums
傾き	slīpuma
傾き	slīpums
傾き	nogāzes
宣誓	zvērestu
エルヴィス	elvis
衣類	apģērbs
衣類	apģērbi
シリコン	silīcija
シリコン	silīcijs
シリコン	silīciju
証書	sertifikāts
証書	apliecība
証書	sertifikātu
お化け	spoks
お化け	spoku
お化け	rēgs
恐ろしい	šausmīgi
ご飯	rīsi
ビーバー	bebru
ビーバー	bebriem
行き先	galamērķa
行き先	galamērķi
行き先	galamērķis
狩人	mednieks
狩人	mednieku
フィーチャー	motīvs
フィーチャー	īpašība
キーパー	turētājs
グルコース	glikoze
パラドックス	paradokss
ヒョウ	leopardi
ヒョウ	leopards
クレイジー	trakais
クレイジー	traki
クレイジー	trakā
平民	izplatītākas
耐久性	izturība
公理	aksioma
ニコン	nikon
評定	novērtējums
評定	vērtēšana
評定	vērtējums
評定	novērtēšana
評定	vērtēšana
評定	izvērtēšana
評定	novērtējums
評定	izvērtējums
評定	novērtēšana
服従	paklausība
士気	noskaņojums
ダグ	dags
実演	demonstrācija
実演	demonstrēšana
実演	demonstrējumu
スイート	numuriņā
磁性	magnētisms
二回	divreiz
占星術	astroloģija
ドルフィン	delfīnu
シェイク	spiest
マラウイ	malāvija
ディレクトリ	direktorija
ディレクトリ	direktoriju
ディレクトリ	mape
ディレクトリ	mapes
障壁	barjeras
障壁	šķēršļi
障壁	barjera
障壁	šķērslis
障壁	barjeras
障壁	barjeru
スムーズ	gludas
スムーズ	gludi
スムーズ	netraucētu
スムーズ	raiti
スムーズ	gluda
無力	bezpalīdzīgi
レヴィ	nodeva
レヴィ	maksājums
アバター	avatars
標語	devīze
標語	moto
ハロゲン	halogēnu
湖北省	hubei
アニ	ani
漏洩	noplūdes
漏洩	noplūde
しっぽ	aste
しっぽ	astes
しっぽ	astes
利子	procentiem
利子	procentus
利子	procenti
利子	interese
リコール	atsaukšana
ストーンズ	akmeņiem
ストーンズ	akmeņi
ゲッティンゲン	getingene
レザー	ādas
レザー	āda
ツェッペリン	zeppelin
ウィリス	vilis
シンプソン	simpson
プジョー	peugeot
抗原	antigēnu
抗原	antigēna
抗原	antigēns
抗原	antigēniem
抗原	antigēnus
ネプチューン	neptūns
ガイウス	gajs
砂浜	pludmale
砂浜	pludmales
砂浜	beach
団子	klimpas
団子	palīg
ターミネーター	terminators
寛容	iecietība
寛容	pielaide
寛容	tolerance
寛容	pielaidi
寛容	iecietīgi
分隊	squad
分隊	vadu
異説	ķecerība
デズモンド	dezmonds
ガウス	gausa
石鹸	ziepes
独学	pats
ホッパー	bunkura
金魚	sudrabkarūsa
シーザー	cēzara
樹里	juri
アロマ	aromātu
アロマ	aromāts
アロマ	smarža
ピーナッツ	zemesrieksti
ピーナッツ	zemesriekstu
トランク	bagāžnieku
シュール	šurs
ストール	nozaga
ストール	apstājies
被覆	vāks
被覆	vāka
被覆	segums
被覆	segtu
プロバイダ	sniedzēji
プロバイダ	sniedzējiem
プロバイダ	piegādātājs
プロバイダ	sniedzējs
