리카르도	ricardo
배너	bandeiras
배너	bandeira
배너	banners
배너	banner
배너	faixa
배너	estandarte
의사당	capitol
의사당	capitólio
억제	inibição
억제	supressão
억제	inibidores
억제	inibidor
방학	férias
사우샘프턴	southampton
베네딕트	benedict
베네딕트	bento
도달	atingido
도달	alcançada
도달	alcançado
도달	alcançou
도달	alcançadas
도달	alcance
도달	alcança
도달	reach
도달	alcançar
도달	alcança
도달	atinge
가정부	camareira
가정부	empregada
가정부	governanta
라그나로크	ragnarok
플레어	flare
플레어	flair
인덱스	indexados
인덱스	index
인덱스	indice
인덱스	índices
인덱스	índice
인덱스	índices
플라워	flor
플라워	flower
아메드	ahmed
피어	peer
리비우	lviv
배운다	aprenda
배운다	aprender
배운다	aprende
멤버들	sócios
멤버들	membros
말린스	marlins
애정	afecto
애정	afeição
애정	carinho
애정	afeto
위트레흐트	utrecht
비스마르크	bismarck
볼륨	volume
볼륨	volumes
볼륨	volumes
파도	ondas
파도	onda
파도	acenar
파도	wave
엘프	duende
엘프	elf
엘프	elfo
엘프	elfos
엘프	duendes
웬디	wendy
백조	cisnes
백조	swan
백조	cisne
심어	plantada
심어	plantado
심어	plantou
심어	plantadas
스노우	neve
스노우	snow
라디에이터	aquecedor
라디에이터	radiador
거스	gus
출판물	publicação
출판물	publicações
타라	tara
마르코스	marcos
바빌론	babylon
바빌론	babilónia
바빌론	babilônia
발목	tornozelo
발목	tornozelos
발목	tornozelos
반체제	dissidentes
반체제	dissidente
중성미자	neutrino
중성미자	neutrinos
베일리	bailey
새우	camarão
새우	camarões
새우	camarão
새우	camarões
다코타	dakota
다코타	dacota
에식스	essex
페니	centavo
페니	penny
페니	tostão
페니	cêntimo
혼돈	confusão
혼돈	confusões
혼돈	caos
혼돈	chaos
레딩	redding
워렌	warren
브라보	bravo
볼프	loba
볼프	lobo
볼프	wolf
하이라이트	realçado
하이라이트	destacou
하이라이트	destacado
하이라이트	sublinhado
하이라이트	destaques
하이라이트	destaque
하이라이트	realçar
하이라이트	realce
하이라이트	destacar
바닐라	vanilla
바닐라	baunilha
두뇌	cérebro
두뇌	miolos
두뇌	brain
일관성	coerência
일관성	consistência
일관성	coerência
손오공	goku
알란	alan
심플렉틱	simplética
망치	hammer
망치	martelo
주디	judy
대각선	diagonal
피타고라스	pitágoras
지리학	geografia
멜로	melo
카레	curry
카레	caril
지브롤터	gibraltar
전자제품	eletrônica
전자제품	electrónica
전자제품	eletrônicos
재산권	propriedade
재산권	imóvel
재산권	propriedades
헤럴드	herald
헤럴드	arauto
헤럴드	herold
유스티니아누스	justiniano
글래스	vidro
글래스	copo
글래스	vidros
뱅크스	banks
뱅크스	bancos
부착	anexar
컴팩트	compactos
컴팩트	compacto
컴팩트	compacta
장애물	obstrução
장애물	pulando
장애물	saltando
장애물	saltar
장애물	obstáculo
장애물	obstáculos
장애물	obstáculos
장애물	entraves
복숭아	peaches
복숭아	pêssegos
복숭아	pêssego
복숭아	pêssego
복숭아	peach
닝보	ningbo
사용법	uso
사용법	utilização
쿠미코	kumiko
콘월	cornualha
콘월	cornwall
자정	midnight
토모에	tomoe
분사	injeção
분사	injecção
싸이	psy
절단	amputação
프로토타입	prototipagem
프로토타입	protótipo
프로토타입	protótipos
프로토타입	protótipos
템플	temple
템플	templo
웰스	welles
웰스	poços
웰스	wells
에덴	éden
에덴	eden
지뢰	minas
피보나치	fibonacci
에두아르도	eduardo
코브라	cobra
플라톤	platão
항생제	antibiótico
항생제	antibióticos
항생제	antibiótico
항생제	antibióticos
그리피스	griffith
그리피스	griffiths
정서	emoção
정서	emoções
현미경	microscópios
현미경	microscópio
현미경	microscopia
민트	menta
민트	hortelã
롤리	raleigh
트로이아	tróia
트로이아	troy
트로이아	troia
육체	carne
육체	polpa
칩셋	chipset
아이튠즈	itunes
컨셉	conceito
컨셉	noções
컨셉	conceitos
트레이딩	trading
트레이딩	negociação
중요성	importancia
중요성	importância
제우스	zeus
전화번호	fone
전화번호	telemóvel
전화번호	telefone
긴장	nervoso
긴장	nervosa
긴장	nervosos
긴장	tensão
긴장	tensões
워털루	waterloo
지다	jeddah
노구치	noguchi
질투	ciumes
질투	ciúmes
질투	ciumenta
질투	ciumento
질투	inveja
질투	ciúmes
질투	ciúme
질투	ciumes
질투	inveja
안젤로	angelo
안젤로	ângelo
안젤로	ângela
안젤로	angela
원예	horticultura
원예	hortícolas
원예	horticultura
지부티	djibuti
스탠포드	stanford
마이코	maiko
개선하기	melhorar
개선하기	melhoria
개선하기	melhorando
개선하기	melhorar
개선하기	melhora
개선하기	melhore
플라스마	plasma
수평으로	horizontalmente
몽골족	mongóis
몽골족	mongol
몽골족	mongóis
프라이스	preço
프라이스	preços
프라이스	price
프라이스	pryce
불규칙	irregulares
불규칙	irregular
사자자리	leonis
사자자리	léo
사자자리	leão
사자자리	leo
스테파니	stefani
스테파니	stefanie
스테파니	stephanie
스테파니	steph
킬로그램	quilogramas
킬로그램	quilograma
두부	tofu
볼프스부르크	wolfsburg
타당성	viabilidade
타당성	validade
쿠르드	curdistão
차분한	calmo
차분한	calma
바니	barney
바니	varney
기사도	cavalheirismo
디아스	díaz
디아스	díaz
디아스	diaz
볼리바르	bolivar
볼리바르	bolívar
볼리바르	bolívar
엘렌	ellen
천하무적	invencível
천하무적	invencíveis
모방	imitação
모방	imitações
탈레반	talibãs
탈레반	talibã
탈레반	taliban
고민	problemas
파르티아	pártia
그놈	gnome
그놈	gnomo
약사	farmacêuticos
약사	farmacêutico
용접	soldador
용접	weld
용접	solda
용접	soldadura
용접	soldadura
수프	sopa
수프	sopas
측도	medir
측도	mede
측도	medida
사쿠라다	sakurada
리라	lira
트와일라잇	twilight
트와일라잇	crepúsculo
나탈리	natalie
나탈리	nathalie
대문자	maiúsculas
대문자	capitalização
에밀리오	emílio
에밀리오	emilio
우크라이나인	ucranianos
악용	abuso
악용	abusos
콕스	cox
초보자	novatos
초보자	principiantes
초보자	iniciantes
초보자	novatos
초보자	novato
초보자	principiante
초보자	iniciante
남동	sudeste
남동	sudeste
바부다	barbuda
카슈미르	caxemira
블리치	lixívia
수수	sorgo
수수	seuss
히타이트	hititas
히타이트	hitita
히트맨	hitman
버니	bernie
토레스	torres
아스투리아스	asturiano
에리트레아	eritreia
명목	nominais
명목	nominal
엘비스	elvis
텔레노벨라	telenovela
귀한	raros
귀한	rara
귀한	raras
귀한	raro
대리인	guardiões
대리인	guardiães
대리인	tutores
대리인	agente
리베라	rivera
성기	pénis
성기	pênis
성기	genitais
복수형	plural
양수	positivos
양수	positivas
양수	positivo
양수	positiva
어색한	embaraçoso
어색한	estranho
어색한	desajeitado
어색한	constrangedor
미즈사와	mizusawa
피카츄	pikachu
불가피한	inevitáveis
불가피한	inevitável
바바라	bárbara
바바라	barbara
콤보	combos
콤보	combo
레아	rhea
레아	lea
아톰	átomo
아톰	átomos
아톰	atom
마시기	beber
마시기	bebida
마시기	bebendo
류블랴나	ljubljana
위생	sanitário
위생	sanitárias
위생	higiene
위생	saneamento
팩터	zin
팩터	factor
팩터	fator
올라프	olavo
올라프	olaf
사구	dunas
사구	duna
사구	dunas
멸치	anchovas
멸치	anchovas
노예제	escrava
노예제	escravos
노예제	escravo
노예제	escravatura
노예제	escravidão
아쉬운	facil
아쉬운	fácil
아쉬운	easy
아쉬운	calma
유미코	yumiko
인류학	antropologia
인류학	antropológico
에어아시아	airasia
레이어	camadas
레이어	camada
집착	obsessão
집착	obcecado
집착	obcecados
집착	obcecada
음주	beber
음주	bebida
음주	bebendo
음주	embriaguez
음주	intoxicação
가입자	assinantes
가입자	assinante
가입자	subscritores
가입자	assinantes
아이누	ainu
스프린트	sprint
어리석은	tola
어리석은	tolo
호프만	hoffmann
호프만	hoffmann
호프만	hoffman
팍스	pax
불만	reclamações
불만	queixas
불만	denúncias
불만	descontentamento
불만	reclamação
불만	denúncia
불만	queixa
불만	insatisfação
패티	patti
패티	patty
보일러	caldeira
보일러	caldeiras
신선	frescas
신선	fresh
신선	frescos
신선	fresco
에이커	acre
에이커	hectares
에이커	acres
광둥어	cantonês
가루	pó
가루	pólvora
구출	salvamento
구출	resgate
구출	resgata
구출	resgates
명소	atrações
명소	atrativos
명소	atracções
