skapande	creación
utforma	modelando
lab	laboratorio
lab	no
hatar	odio
hatar	os
hatar	o
hatar	a
brud	noiva
brud	moza
brud	unha
punkterna	puntos
gertrude	gertrude
vykort	postal
vykort	postais
högen	pila
högen	feixe
högen	rochas
högen	de
högen	da
intellektuell	intelectual
kärl	vasos
kärl	sanguíneos
kärl	frota
fångade	atrapado
fångade	colleran
fångade	capturado
fångade	capturados
fångade	prisioneiro
fångade	atrapado
sabotage	sabotaxe
självklar	obvio
självklar	obvia
självklar	evidentes
självklar	normal
självklar	fixo
självklar	claro
spridit	se
spridit	estendeu
näsa	nariz
näsa	o
näsa	no
endera	ou
endera	tampouco
referera	a
referera	refírense
referera	referirse
referera	refería
åklagaren	fiscal
sken	fluorescente
sociolog	sociólogo
sociolog	toma
cirkeln	círculo
biologiskt	biolóxicas
biologiskt	biolóxica
biologiskt	biolóxico
biologiskt	biolóxicos
vinkeln	ángulo
industriellt	industrial
moralisk	morais
moralisk	moral
moralisk	a
moralisk	vontade
shower	programas
shower	demostra
iphone	iphone
cats	gatos
kanonen	canóns
kanonen	sobre
kanonen	os
kanonen	artillaría
kanonen	canón
elektroniskt	electrónica
elektroniskt	electrónico
associerade	asociados
associerade	coa
associerade	asociado
explosionen	explosión
incident	incidente
incident	accidente
domar	xuízos
ingripa	intervir
bokstavligen	literalmente
lagligt	xudicial
lagligt	legal
lagligt	legais
strålande	brillante
strålande	gloriosa
strålande	gloriosas
specialist	especialista
missnöjd	infeliz
license	licencia
målsättning	obxectivo
målsättning	obxectiva
talande	falando
talande	de
talande	falar
talande	a
talande	falo
talande	con
talande	falar
talande	falando
utmana	reto
utmana	desafío
utmana	desafiar
ritual	ritual
ritual	rituais
lung	pulmón
reparera	reparar
upplysningar	información
förlopp	progreso
förlopp	proceso
förlopp	progresos
förlopp	segue
tungan	lingua
smälter	fusión
smälter	derreter
kollektiva	colectivo
kollektiva	colectiva
innehas	reunión
innehas	perdín
innehas	mans
innehas	tiña
innehas	hoxe
innehas	atopo
archie	archie
ministern	ministro
ministern	ministra
ministern	pastor
ministern	cabinet
ministern	o
valar	baleas
valar	as
majoren	principais
majoren	importante
majoren	maior
dragen	afogado
laddat	cargada
bjuda	convídovos
bjuda	a
humaniora	humanidades
skägg	barbas
skägg	tipo
skägg	barba
skägg	home
copenhagen	consenso
copenhagen	de
copenhagen	copenhaguen
copenhagen	copenhague
executive	executivo
executive	ordenanza
lampor	luces
lampor	as
lampor	luz
lampor	apaguen
trailer	remolque
pedagogisk	educativo
pedagogisk	educativas
talmannen	presidente
talmannen	vicepresidente
talmannen	o
lantbruk	granxa
lantbruk	a
lantbruk	campo
lantbruk	leira
lantbruk	casa
lantbruk	reserva
lantbruk	granxas
lantbruk	agricultura
lantbruk	a
quo	quo
civilisation	civilización
företräder	representa
fashion	moda
fashion	a
