और	и
सर्वर	серверов
सर्वर	наблюдателя
सर्वर	наблюдатель
सर्वर	сервер
सर्वर	сервера
सर्वर	server
विचारधारा	идеология
विचारधारा	идеологии
पीड़ित	страдания
पीड़ित	страдание
पीड़ित	страдает
पीड़ित	пострадавшие
पीड़ित	жертвы
पीड़ित	потерпевшие
पीड़ित	потерпевший
पीड़ित	жертва
पीड़ित	пострадавший
श्रेणियों	гильдии
राजकुमार	принц
राजकुमार	принс
राजकुमार	князь
उम्मीद	надежда
उम्मीद	надеюсь
उम्मीद	хоуп
उम्मीद	надежда
उम्मीद	надеемся
कार्यकारी	исполнительная
मास्टर्स	masters
मास्टर्स	мастерс
मास्टर्स	мастера
मास्टर्स	хозяева
वरिष्ठ	выпускники
वरिष्ठ	старших
वरिष्ठ	старший
वरिष्ठ	старшие
शिष्य	ученик
प्रोफेसर	профессор
प्रोफेसर	преподаватель
स्कॉटलैंड	шотландия
स्कॉटलैंड	шотландии
विकिरण	радиации
विकिरण	излучение
विकिरण	радиация
फारसी	фарерских
फारसी	персидского
करवाया	вырос
संरक्षित	охраняемых
संरक्षित	защищена
संरक्षित	защищены
संरक्षित	защищен
सहज	интуитивно
सहज	удобный
सहज	удобно
सहज	удобная
सहज	комфортно
सहज	удобные
बदला	изменились
बदला	изменилась
बदला	изменился
बदला	изменил
बदला	изменилось
बदला	изменено
बदला	месть
बदला	вознаграждение
बदला	награда
बदला	замену
बदला	замена
बदला	замены
कलकत्ता	калькутте
काला	чёрное
काला	черный
काला	black
काला	чёрные
काला	чёрный
पंक्ति	линии
पंक्ति	строка
पंक्ति	линия
पंक्ति	line
पंक्ति	строк
पंक्ति	строки
पंक्ति	ряды
पंक्ति	ряд
पंक्ति	строка
लोकप्रियता	популярность
लोकप्रियता	популярности
गतिविधि	активность
गतिविधि	действия
गतिविधि	деятельность
अनुनाद	резонанс
बर्फ	снег
बर्फ	сноу
बर्फ	снега
बर्फ	лед
बर्फ	льда
बर्फ	ice
बर्फ	лёд
कार्रवाई	меры
कार्रवाई	действий
कार्रवाई	действие
कार्रवाई	действия
कार्रवाई	акция
शिशु	младенческой
शिशु	младенец
शिशु	малыши
शिशु	детки
शिशु	дети
साक्षरता	грамотность
साक्षरता	грамотности
मार्क	марк
मार्क	mark
मार्क	отметить
मार्क	метка
मार्क	марка
मार्क	марк
ब्रह्म	брахман
ब्रह्म	брахма
ट्रैक	трек
ट्रैक	дорожка
ट्रैक	трека
ट्रैक	треки
ट्रैक	дорожки
ट्रैक	следы
मनोवैज्ञानिक	психологической
मनोवैज्ञानिक	психологическое
मनोवैज्ञानिक	психологический
मनोवैज्ञानिक	психологические
मनोवैज्ञानिक	психологическая
मनोवैज्ञानिक	психолог
मनोवैज्ञानिक	психолога
गर्मी	лето
गर्मी	summer
गर्मी	саммер
गर्मी	летний
गर्मी	тепло
गर्मी	тепла
गर्मी	жара
मैन	чел
मैन	мужик
मैन	человек
मैन	мужчина
मैन	man
जिम्मेदार	ответственное
जिम्मेदार	ответственные
जिम्मेदार	ответственная
जिम्मेदार	ответственный
गीतों	песни
गीतों	songs
आवृत्ति	повторение
आवृत्ति	повторения
आवृत्ति	частотность
आवृत्ति	периодичность
आवृत्ति	частота
आवृत्ति	повторяющиеся
स्रोतों	спрингс
स्रोतों	фонтаны
कोण	угол
कोण	углы
ईस्ट	восточная
ईस्ट	востоке
ईस्ट	восток
ईस्ट	ист
ईस्ट	east
ईस्ट	восточный
अफ्रीकी	африкаанс
अफ्रीकी	африканский
अफ्रीकी	африканского
अफ्रीकी	африканские
अफ्रीकी	африканская
रंगों	цвета
संज्ञा	существительное
खतरा	опасности
खतरा	опасность
खतरा	опасный
टूर्नामेंट	турнир
चिंता	тревога
चिंता	беспокойство
चिंता	озабоченность
चिंता	беспокойство
चिंता	забота
चिंता	обеспокоенность
सहमत	согласился
सहमत	согласна
सहमत	согласен
सहमत	согласовано
सहमत	согласованные
सहमत	согласен
सहमत	согласна
सहमत	согласны
सहमत	согласиться
मोटे	ожирением
मोटे	толстый
मोटे	толстая
मोटे	жир
मोटे	жирный
घरों	дома
घरों	дома
मार्शल	маршалл
मार्शल	маршал
मार्शल	маршал
हिसाब	учета
हिसाब	учет
उदय	подъем
पहुंचा	достигнуто
पहुंचा	достигнут
पहुंचा	достиг
फ़ारसी	персидского
प्रयोगशाला	лаборатории
प्रयोगशाला	лаборатория
मेक्सिको	мексику
मेक्सिको	мексики
मेक्सिको	мексика
बिग	большая
बिग	big
बिग	большие
बिग	большой
बिग	биг
संस्थानों	учреждения
संस्थानों	институты
प्रार्थना	молиться
प्रार्थना	молится
प्रार्थना	молитвы
प्रार्थना	молитва
प्रार्थना	молитву
प्रार्थना	молитва
लाहौर	лахоре
गद्य	проза
समानता	равенство
समानता	паритета
समानता	сходство
समानता	равенство
समानता	равноправие
समानता	сходства
समानता	сходство
बम	бам
बम	бомба
बम	бомбы
आदिवासी	племен
हैरी	харри
हैरी	гарри
कैथोलिक	католической
कैथोलिक	католик
कैथोलिक	католическая
कैथोलिक	католики
लम्बाई	длину
लम्बाई	протяженность
लम्बाई	длина
लम्बाई	продолжительность
दुर्घटना	авария
दुर्घटना	аварии
दुर्घटना	случайность
दुर्घटना	дтп
उपनाम	ника
उपनाम	ник
उपनाम	фамилия
उपनाम	прозвище
उपनाम	кличка
बंगाली	бенгальский
घायल	потерпевшие
घायल	ранены
घायल	ранен
घायल	ранена
सहारा	сахары
सहारा	сахара
सहारा	сахаре
चेतना	сознание
सारा	сара
सारा	сара
इलेक्ट्रॉनिक	электронная
इलेक्ट्रॉनिक	электронные
इलेक्ट्रॉनिक	электронное
इलेक्ट्रॉनिक	электронный
तंत्रिका	нерв
पट्टी	бар
पट्टी	пэтти
पट्टी	патти
गोवा	гоа
रास्ता	путь
रास्ता	way
रास्ता	способ
सोच	думаю
सोच	мышление
टाटा	tata
पृष्ठभूमि	фон
पृष्ठभूमि	фон
पृष्ठभूमि	справочный
टन	тонну
टन	тонны
टन	тонн
टन	тонны
टन	тонн
दर्शनीय	живописный
ऋतु	сезон
शाम	вечер
शाम	вечерний
मेडिकल	медицинская
मेडिकल	медицинских
मेडिकल	медицинское
मेडिकल	медицинский
मार्टिन	мартин
मार्टिन	мартен
मार्टिन	martin
नामकरण	назвать
नामकरण	номенклатура
नामकरण	крещение
हस्तक्षेप	вмешательство
हस्तक्षेप	вмешательства
हस्तक्षेप	помехи
हस्तक्षेप	вмешательство
हस्तक्षेप	интервенции
हस्तक्षेप	вмешательства
किसान	фермер
पतन	рецидив
पतन	дегенерация
पतन	свернуть
पतन	крах
पतन	осень
पतन	падение
पतन	осенью
पतन	упасть
स्वाभाविक	естественные
स्वाभाविक	естественный
स्वाभाविक	естественное
स्वाभाविक	природных
स्वाभाविक	натуральные
स्वाभाविक	натуральный
स्नान	купания
स्नान	бани
स्नान	ванна
स्नान	бат
स्नान	ванной
स्नान	баня
वेग	скорость
कुशल	эффективное
कुशल	эффективный
कुशल	эффективная
कुशल	эффективного
कुशल	эффективно
सफ़ेद	белые
सफ़ेद	уайт
सफ़ेद	white
सफ़ेद	белый
सफ़ेद	белое
हरे	заяц
सोलहवीं	шестнадцатой
फ़ाइल	файлы
फ़ाइल	файлов
फ़ाइल	файл
स्वागत	welcome
पक्षियों	птички
पक्षियों	птицы
पक्षियों	птиц
विरासत	наследие
विरासत	наследия
विरासत	наследие
विरासत	наследство
विरासत	наследовать
गोली	выстрел
गोली	кадр
गोली	застрелил
गोली	застрелен
गोली	таблетки
गोली	пуля
गोली	пулю
विलोपन	ликвидация
विलोपन	ликвидации
एकता	единства
एकता	единство
मतदान	голосования
मतदान	голосование
नेपाली	непальский
नेपाली	непала
नील	индиго
पृष्ठों	страницы
पृष्ठों	страниц
दुर्लभ	редкие
दुर्लभ	редко
दुर्लभ	редкий
दुर्लभ	редкая
दुर्लभ	редкость
उपनिषदों	упанишады
चावल	рис
गहरा	тёмный
गहरा	темно
गहरा	dark
गहरा	темная
गहरा	темноте
गहरा	тёмная
गहरा	глубокую
गहरा	глубокое
गहरा	глубокая
गहरा	глубокие
गहरा	глубоко
गहरा	глубокий
गहरा	темнее
बारह	twelve
बारह	двенадцать
संकलन	суммирования
संकलन	компиляции
संकलन	подборка
संकलन	компиляция
खड़ी	стоя
खड़ी	стою
लड़की	девочка
लड़की	girl
लड़की	девчонка
लड़की	девушка
अपनाया	принято
अपनाया	принята
अपनाया	принятый
अपनाया	принят
अपनाया	принятые
हुसैन	хусейн
हुसैन	хуссейн
भट्ट	печи
भट्ट	печь
सुख	удовольствия
सुख	счастья
सुख	счастье
निहित	подразумевается
अहमद	ахмед
अहमद	ахмад
अहमद	ахмед
वर्गीकृत	классифицированы
लॉस	los
लॉस	лос
आकर्षक	очаровательный
आकर्षक	очаровательная
आकर्षक	привлекательна
आकर्षक	привлекательная
आकर्षक	привлекательно
आकर्षक	привлекательный
आकर्षक	привлекательным
सवाल	вопрос
सवाल	вопросы
संतुलन	баланс
संतुलन	остаток
संतुलन	равновесие
संतुलन	равновесия
संतुलन	равновесие
राष्ट्रों	nations
स्क्रीन	экран
पकड़	хватка
पथ	путь
पथ	пути
शिक्षक	инструктора
शिक्षक	инструктор
शिक्षक	учитель
शिक्षक	преподаватель
शिक्षक	учительница
शिक्षक	учителя
शिक्षक	преподаватели
शिक्षक	учителей
शिक्षक	преподавателей
खाता	счёт
खाता	аккаунт
खाता	счет
खाता	счета
खाता	счетов
खाता	аккаунты
सहयोगी	коллега
सहयोगी	ассоциированных
नोट	нота
नोट	записка
नोट	примечание
नोट	отмечает
नोट	записки
नोट	примечания
नोट	ноты
नोट	заметки
नीतियों	политика
पेज	страница
पेज	страницу
पेज	page
पेज	страницы
पेज	страницы
पेज	страниц
सजा	приговор
सजा	предложение
सजा	наказать
सजा	наказывать
सजा	украсили
सजा	наказание
परम	баст
परम	конечная
परम	конечной
गिर	крыльце
गिर	осень
गिर	падение
गिर	осенью
गिर	упасть
अर्जित	подняли
अर्जित	поднял
अर्जित	поднятые
अर्जित	поднят
अर्जित	заработал
अर्जित	заслужил
अर्जित	заработали
अर्जित	заработала
अमर	бессмертный
अमर	амар
खुला	открыть
खुला	открытый
खुला	открыто
खुला	open
खुला	открытая
खुला	открыл
खुला	открыли
चालक	водители
चालक	водителей
वास्तुकला	архитектор
वास्तुकला	архитектура
वास्तुकला	архитектуры
नकारात्मक	негативных
नकारात्मक	отрицательный
नकारात्मक	отрицательные
नकारात्मक	отрицательно
नकारात्मक	негативные
नकारात्मक	отрицательное
अंकित	записано
अंकित	записали
वक्त	время
वक्त	времени
वक्त	тайм
वक्त	time
समृद्ध	обогатили
समृद्ध	богат
समृद्ध	богатых
समृद्ध	рич
समृद्ध	богатая
समृद्ध	богатый
समृद्ध	богатые
इतालवी	итальянское
इतालवी	итальянский
इतालवी	итальянцы
इतालवी	итальянские
इतालवी	итальянская
इतालवी	италии
निगरानी	мониторинга
निगरानी	контроль
निगरानी	наблюдение
निगरानी	мониторинг
निगरानी	наблюдение
निगरानी	наблюдения
राजस्व	поступлений
राजस्व	доход
राजस्व	выручка
राजस्व	поступления
राजस्व	доходы
बांग्ला	бенгальский
पटकथा	сценарий
पटकथा	сценарист
बहादुर	бахадур
बहादुर	храбрый
बहादुर	смелая
बहादुर	смело
बहादुर	смелый
व्यवस्थित	организовать
व्यवस्थित	организованная
व्यवस्थित	организованное
व्यवस्थित	организованный
व्यवस्थित	организованные
व्यवस्थित	организован
व्यवस्थित	организованной
व्यवस्थित	систематический
व्यवस्थित	систематическая
व्यवस्थित	систематические
व्यवस्थित	систематическое
व्यवस्थित	систематического
नेताओं	лидеров
नेताओं	лидеры
नेताओं	руководители
गौरव	гордыня
गौरव	гордость
गौरव	честь
गौरव	заслуженный
गौरव	славный
स्लैम	slam
डॉक्टर	доктора
डॉक्टर	врачей
डॉक्टर	врачи
डॉक्टर	доктор
डॉक्टर	врач
ऑक्सीजन	кислорода
ऑक्सीजन	кислород
टैग	tag
टैग	метки
टैग	метка
टैग	отметить
टैग	теги
टैग	метки
गणितीय	математик
गणितीय	математические
प्रदूषण	загрязнение
जोड़ी	пара
जोड़ी	пара
जोड़ी	парочку
जोड़ी	пару
जोड़ी	парочка
सबूत	доказательств
सबूत	доказательства
सबूत	доказательство
सबूत	улики
सबूत	улика
सबूत	доказательство
सबूत	доказательства
सटीक	точные
सटीक	точная
सटीक	точный
सटीक	точной
सटीक	точная
सटीक	точный
समाप्ति	завершение
समाप्ति	завершения
समाप्ति	закончить
समाप्ति	завершить
समाप्ति	конце
समाप्ति	end
समाप्ति	конец
समाप्ति	истечении
समाप्ति	окончание
समाप्ति	конец
उल्लंघन	нарушение
उल्लंघन	нарушение
उल्लंघन	брешь
व्यापारी	торгового
व्यापारी	торговец
व्यापारी	бизнесмен
व्यापारी	трейдер
व्यापारी	торговец
पूंजी	столица
पूंजी	капитал
पूंजी	capital
मद्रास	мадрас
एजेंसी	учреждение
एजेंसी	агентства
एजेंसी	агенство
एजेंसी	агентство
एजेंसी	учреждения
एजेंसी	агентства
एजेंसी	агенства
समग्र	совокупный
समग्र	совокупное
समग्र	совокупные
समग्र	совокупная
समग्र	совокупные
पड़े	сомнительной
पड़े	сомнительно
इतिहासकार	историк
चार्ट	диаграмма
चार्ट	диаграммы
गरीब	бедные
गरीब	бедный
गरीब	бедная
गरीब	бедных
औषधि	медицина
औषधि	лекарство
औषधि	медицины
औषधि	герб
औषधि	херб
मांस	мясо
मांस	мяса
प्रतिस्पर्धा	конкуренция
प्रतिस्पर्धा	соревнования
प्रतिस्पर्धा	конкурс
प्रतिस्पर्धा	конкуренции
प्रतिस्पर्धा	соревнование
दत्त	датт
बिन्दु	точка
बिन्दु	дот
बिन्दु	точка
बिन्दु	очко
बिन्दु	point
पराजित	поражение
पराजित	победил
बहु	несколько
बहु	множественные
बहु	поли
कप्तान	капитан
कायम	задерживаться
जिब्राल्टर	гибралтаре
जिब्राल्टर	гибралтар
खूबसूरत	красавица
खूबसूरत	красивые
खूबसूरत	красивая
खूबसूरत	красиво
संयंत्र	растения
संयंत्र	завод
संयंत्र	растение
संयंत्र	растений
शक्तियों	полномочия
अकेले	одна
अकेले	одни
अकेले	один
किशोर	несовершеннолетних
किशोर	несовершеннолетний
किशोर	подросткам
किशोर	подростки
किशोर	подростков
अणु	частиц
अणु	частицы
अणु	молекулярной
अणु	атомы
अणु	атомов
अणु	молекулы
अणु	атом
भीड़	толпы
भीड़	толпа
ब्लू	синий
ब्लू	blue
ब्लू	синие
ब्लू	голубые
ब्लू	голубой
ब्लू	блюз
ब्लू	blues
रिकॉर्डिंग	запись
क्रेडिट	кредитная
क्रेडिट	кредит
क्रेडिट	кредита
क्रेडिट	баллы
क्रेडिट	кредиты
क्रेडिट	кредитов
द्वीपसमूह	архипелаг
द्वीपसमूह	острова
द्वीपसमूह	островов
स्कोर	счёт
स्कोर	счет
स्कोर	очко
स्कोर	баллы
अवशेष	остаток
अवशेष	остатки
अवशेष	остаточного
गुजराती	гуджарати
चेतावनी	предупреждения
चेतावनी	предупреждения
चेतावनी	предупреждение
चेतावनी	предостережение
चेतावनी	оповещения
चेतावनी	предупреждения
चेतावनी	тревога
चेतावनी	оповещение
परामर्श	консультирование
परामर्श	консультация
परामर्श	консультации
गोत्र	клан
दंड	наказание
दंड	санкции
दंड	штрафы
दंड	наказания
दंड	наказание
हिट	hits
हिट	ударил
हिट	хит
प्रतिबंध	ограничения
प्रतिबंध	ограничение
प्रतिबंध	ограничения
पढ़ाई	изучение
पढ़ाई	исследование
पढ़ाई	изучал
पढ़ाई	изучил
पढ़ाई	учился
पढ़ाई	изучен
पढ़ाई	училась
जैक	джэк
जैक	джек
पहाड़	горы
पहाड़	горный
पहाड़	гора
पहाड़	горных
बांध	дам
बांध	плотины
बांध	гэс
बांध	пирс
बांध	пьер
क्रांतिकारी	революционная
मठ	монастырь
आउट	аут
आउट	out
संशोधित	пересмотрен
संशोधित	коррекция
संशोधित	измененный
संशोधित	измененные
संशोधित	изменена
संशोधित	изменено
नौसेना	флот
गिटार	гитару
गिटार	гитара
गिटार	гитары
सहमति	согласия
सहमति	согласие
सहमति	согласился
सहमति	согласна
सहमति	согласен
सहमति	согласовано
सहमति	согласованные
लोहे	железа
लोहे	утюг
लोहे	железо
लोहे	железный
सूचित	уведомлять
सूचित	уведомить
कवर	обложки
कवर	прикрытие
कवर	обложка
कवर	обложку
कवर	покрытия
कवर	охватывает
कवर	покрывает
कवर	обложки
भय	страх
अस्थायी	временный
अस्थायी	временная
अस्थायी	временное
अस्थायी	временно
अस्थायी	временные
अस्थायी	временный
अस्थायी	временная
कमल	lotus
कमल	камаль
नागरिकों	граждане
नागरिकों	граждан
नागरिकों	граждане
नागरिकों	гражданские
प्रमाणित	сертифицированных
एसिड	кислота
एसिड	кислоты
बुक	заказал
बुक	книга
बुक	книгу
तीव्रता	интенсивность
तीव्रता	интенсивности
अंगों	органы
अंगों	органов
हथियार	оружие
हथियार	оружие
माप	измерить
माप	мера
माप	меру
माप	замеры
माप	измерения
माप	измерений
माप	измерение
माप	измерения
थॉमस	томас
थॉमस	тома
थॉमस	томаса
एडवर्ड	эдвард
एडवर्ड	эдуард
कागज	бумага
कागज	бумаги
चुनौती	challenge
चुनौती	задача
चुनौती	вызов
ओलम्पिक	олимпийские
ओलम्पिक	олимпийский
गणेश	ганеша
वसा	жиров
वसा	толстый
वसा	толстая
वसा	жир
वसा	жирный
पाता	находит
पाता	найдет
पाता	считает
कमजोर	слабая
कमजोर	слабо
कमजोर	слабым
कमजोर	слабые
कमजोर	слабый
नजर	глаз
नजर	око
असर	эффект
रीति	ритуал
रीति	обряд
सीधा	прямая
सीधा	прямо
सीधा	прямая
सीधा	direct
सीधा	прямые
सीधा	директ
भाषण	речь
भाषण	речи
सृष्टि	создание
सृष्टि	создания
सृष्टि	сотворение
ग्रीन	зелёные
ग्रीन	зелень
ग्रीन	зелёный
ग्रीन	зелёная
ग्रीन	зеленый
नामित	назвал
नामित	названа
स्वस्थ	здорового
स्वस्थ	здоровый
स्वस्थ	здоровое
स्वस्थ	здоровые
स्वस्थ	здоровая
भागीदारी	партнерства
भागीदारी	партнерство
भागीदारी	вовлечение
भागीदारी	участие
भागीदारी	участие
उद्योगों	отрасли
उद्योगों	отраслей
उद्योगों	предприниматель
स्टॉक	акции
स्टॉक	наличии
मर	мертвый
मर	умер
मर	мертвые
मर	мертв
मर	мертва
यात्रियों	пассажиров
यात्रियों	пассажиры
बच्चन	баччан
गहरी	глубокую
गहरी	глубокое
गहरी	глубокая
गहरी	глубокие
गहरी	глубоко
गहरी	глубокий
लिंक्स	связи
लिंक्स	ссылки
लिंक्स	рысь
विस्फोट	взрыв
विस्फोट	взрывы
जावा	java
नक्शा	карта
नक्शा	карту
हॉकी	хоккей
सोडियम	натрия
बिल्कुल	абсолютно
घास	лужайке
घास	газон
घास	трава
घास	травы
घास	траве
घास	траву
भक्त	преданный
पाये	найдена
पाये	найдено
पाये	нашла
पाये	найден
पाये	найдены
कथन	заявления
कथन	ведомость
कथन	заявление
भरे	заполнена
भरे	заполнены
ज्वालामुखी	вулкан
ज्वालामुखी	вулканов
बैंकों	бэнкс
बैंकों	банки
सुल्तान	султан
कारकों	факторы
सिविल	гражданская
सिविल	гражданского
सिविल	гражданские
सिविल	гражданское
सिविल	гражданский
शेर	львы
शेर	львов
शेर	лев
हनुमान	хануман
प्रतिदिन	повседневной
प्रतिदिन	ежедневная
प्रतिदिन	daily
प्रतिदिन	ежедневно
प्रतिदिन	ежедневный
बैंकिंग	банковской
असामान्य	необычный
असामान्य	необычная
असामान्य	необычное
असामान्य	необычно
असामान्य	необычные
कमरे	комнаты
कमरे	номера
कमरे	room
कमरे	комната
मंत्र	мантра
स्वाद	вкус
स्वाद	вкус
चित्रकार	художники
चित्रकार	художник
विद्यार्थी	учащиеся
विद्यार्थी	ученики
विद्यार्थी	студентов
विद्यार्थी	студенты
विद्यार्थी	студентка
विद्यार्थी	ученик
विद्यार्थी	студент
पेय	напитки
पेय	напиток
पेय	пей
पेय	пить
पेय	выпить
पेय	напиток
पेय	напитки
पेय	напитки
अनुक्रम	орден
अनुक्रम	заказ
अनुक्रम	заказать
अनुक्रम	приказ
अनुक्रम	порядок
अनुक्रम	последовательности
अनुक्रम	последовательность
चक	чака
चक	чак
पत्रकारिता	журналистики
सूचीबद्ध	перечисленные
सूचीबद्ध	перечисленных
सूचीबद्ध	перечислены
माध्यमिक	среднее
खगोलीय	астрономических
लक्ष्मी	лакшми
तार	провод
तार	wired
तार	строки
पृथक	изолированных
पृथक	отдельная
पृथक	отделить
पृथक	отдельный
पृथक	отдельное
ओम	ом
अचानक	неожиданно
अचानक	внезапно
अचानक	вдруг
अचानक	внезапный
अचानक	внезапное
अचानक	внезапно
संसदीय	парламентская
संसदीय	парламентских
संसदीय	парламентские
संसदीय	парламентский
डर	страх
डर	боится
डर	боюсь
करियर	карьера
करियर	карьеры
करियर	карьера
करियर	карьеры
शुक्र	пт
शुक्र	венеры
शुक्र	венера
जानवर	чудовище
जानवर	зверь
जानवर	животные
जानवर	животных
जानवर	звери
जानवर	животное
आना	ана
चेहरे	лица
चेहरे	лицевой
चेहरे	лицом
चेहरे	лицо
अंग्रेज	англичанин
अंग्रेज	английский
अंग्रेज	английская
चिन्ह	символов
चिन्ह	символы
चरम	крайней
चरम	крайние
चरम	крайняя
चरम	крайний
कर्ण	карна
सरदार	сардар
निर्यात	экспорт
निर्यात	экспорт
निर्यात	экспортировать
भूकंप	землетрясение
भूकंप	землетрясения
भूकंप	землетрясения
स्मिथ	смит
स्मिथ	смита
दायित्व	обязанность
दायित्व	обязательство
गाड़ी	машину
गाड़ी	автомобиль
गाड़ी	car
गाड़ी	вагон
गाड़ी	машина
उड़ीसा	орисса
हिंसा	насилие
भर्ती	вербовки
भर्ती	набор
भर्ती	вербовка
भर्ती	наем
भर्ती	найма
स्तंभ	колонна
स्तंभ	колонка
स्तंभ	колонке
स्तंभ	столбец
स्तंभ	столбцы
स्तंभ	колонки
स्तंभ	колонны
कार्यकाल	часов
कार्यकाल	часы
नहर	канал
ताल	бит
ताल	победить
आजादी	свободы
आजादी	свободу
आजादी	свобода
बोध	восприятие
मलेशिया	малайзия
मलेशिया	малайзии
अंडे	яйца
जीवनी	биография
जीवनी	биографию
जीवनी	биографии
मजबूर	принудительный
मजबूर	принудительные
मजबूर	принудительного
अधिग्रहण	приобретения
अधिग्रहण	приобретение
गुफा	пещера
गुफा	пещере
साहब	сэр
साहब	сер
महाकाव्य	epic
परिणामों	результаты
परिणामों	результат
प्लास्टिक	пластмасс
प्लास्टिक	пластик
प्लास्टिक	пластик
प्लास्टिक	пластиковый
प्लास्टिक	пластиковые
प्लास्टिक	пластика
प्रकरण	серия
प्रकरण	эпизод
मानकों	нормы
मानकों	стандарты
ब्रह्मा	брахман
ब्रह्मा	брахма
वयस्क	взрослая
वयस्क	взрослый
वयस्क	взрослых
वयस्क	взрослые
वयस्क	зрелый
ब्लॉक	блоки
ब्लॉक	блоков
ब्लॉक	заблокировать
ब्लॉक	блокировка
ब्लॉक	блок
ब्लॉक	блокировать
समुदायों	сообщества
समुदायों	общины
प्लेट	тарелку
प्लेट	плита
प्लेट	тарелка
मुसलमान	мусульманских
मुसलमान	мусульманские
मुसलमान	мусульманин
मुसलमान	мусульмане
मुसलमान	мусульман
मुसलमान	мусульманам
मुसलमान	мусульмане
सम्पादन	монтаж
सम्पादन	редактирование
सम्पादन	редактирования
संगठित	организованная
संगठित	организовано
संगठित	организованный
संगठित	организованные
संगठित	организован
संगठित	организованной
संगठित	организованная
संगठित	организованное
संगठित	организованный
संगठित	организованные
संगठित	организован
संगठित	организованной
भव्य	великолепный
भव्य	великолепно
प्रचलन	vogue
समन्वय	координация
स्वीकृति	признание
स्वीकृति	принятие
स्वीकृति	признание
स्वीकृति	принятии
स्वीकृति	спецназ
स्वीकृति	одобрение
स्वीकृति	утверждение
स्वीकृति	утвердить
स्वीकृति	одобрить
स्वीकृति	одобряю
पीने	питьевой
पीने	пью
पीने	пить
असली	real
असली	настоящий
असली	настоящие
असली	настоящая
असली	реальные
असली	оригинальная
असली	оригинально
असली	оригинальные
असली	первоначального
असली	оригинальный
असली	оригинал
पैसे	money
पैसे	деньги
उद्यम	предпринимательства
उद्यम	предпринимательство
उद्यम	предприятие
उद्यम	предпринимательства
उद्यम	энтерпрайз
उद्यम	предпринимательство
शुष्क	сухая
शुष्क	сухие
शुष्क	сухой
शुष्क	хаски
शुरुआती	начинающий
मेट्रो	метро
मेट्रो	метрополитен
नव	nav
गर्मियों	лето
गर्मियों	summer
गर्मियों	саммер
गर्मियों	летний
प्रकाशक	издательство
प्रकाशक	издатель
प्रकाशक	издателей
स्वीडन	швеции
स्वीडन	швеция
गाय	коровы
गाय	корова
प्रशांत	тихоокеанского
प्रशांत	тихоокеанский
प्रशांत	pacific
प्रशांत	пасифик
खाली	пусто
खाली	пустая
खाली	пустой
खाली	пустое
खाली	пустые
खाली	пусто
खाली	пустой
वर्तनी	написание
वर्तनी	заклинание
वर्तनी	заклятие
किसानों	фермеров
किसानों	фермеры
प्रतिष्ठा	престиж
प्रतिष्ठा	репутацию
प्रतिष्ठा	репутация
प्रतिष्ठा	репутации
हार्ट	харт
सर्विस	обслуживаемых
मुद्दे	вопросы
मुद्दे	проблемы
चाय	чаю
चाय	чая
चाय	чай
छत	потолок
छत	крыше
छत	крыша
छत	терраса
छत	крыши
छत	крыше
छत	крыша
छत	крышу
होली	холли
गिरफ्तार	арестовать
गिरफ्तार	арест
गिरफ्तार	арестованных
गिरफ्तार	арестован
गिरफ्तार	арестована
गिरफ्तार	арестованы
गिरफ्तार	задержан
मारा	мара
माइक्रोसॉफ्ट	microsoft
आवाज़	vol
आवाज़	объём
आवाज़	объем
आवाज़	громкость
आवाज़	голос
चाल	фокус
चाल	трюк
चाल	уловка
चाल	двигаться
चाल	переместить
चाल	ход
चाल	движется
गीता	гита
कोलंबिया	колумбия
कोलंबिया	колумбийский
कोलंबिया	колумбия
कोलंबिया	колумбию
कोलंबिया	колумбии
देशी	родной
प्रायद्वीप	полуострове
प्रायद्वीप	полуостров
दुर्गा	дурга
नक्षत्र	созвездии
नक्षत्र	созвездия
मौखिक	устный
मौखिक	устно
मौखिक	устные
मौखिक	устное
मौखिक	устные
रथ	колесница
चलाया	казнены
चलाया	казнили
गर्भ	утробе
रहें	остаться
ध्रुव	столб
ध्रुव	полюс
विनिमय	биржа
विनिमय	обмен
विनिमय	exchange
बहस	прений
बहस	прения
बहस	дебаты
कथित	предполагаемая
कथित	предполагаемых
कथित	предполагаемый
कथित	предполагаемые
ड्राइव	водить
ड्राइव	драйв
ड्राइव	привод
ड्राइव	drive
ड्राइव	сводит
ड्राइव	диски
कोर	хор
कोर	core
कोर	ядро
नियुक्ति	назначение
नियुक्ति	назначения
नियुक्ति	трудоустройство
नियुक्ति	занятость
बहती	потоки
बहती	вытекающих
विटामिन	витамины
