asiakkaat	clientes
istuin	sentado
istuin	sentados
istuin	sentar
istuin	asento
istuin	sitio
istuin	senta
istuin	séntese
istuin	sente
kiire	moi
kiire	ocupado
kiire	ocupados
kiire	negocios
kiire	ocupada
järjestely	arranxo
järjestely	acordo
läänit	condados
juomat	copas
leviävät	a
laske	contan
laske	contar
laske	conde
laske	con
laske	conta
tupakka	cigarros
tupakka	cigarro
tupakka	un
tupakka	pitillo
tupakka	pito
tupakka	tabaco
tupakka	cigarros
tupakka	tabaco
juoda	auga
juoda	café
juoda	bebendo
juoda	beber
juoda	beber
juoda	bebe
juoda	copa
barton	barton
brändin	marca
miljardi	millóns
miljardi	mil
miljardi	de
siirry	mover
siirry	moverse
siirry	a
faneja	ventiladores
metsästää	cazar
patentin	patentes
patentin	patente
patentin	patentar
patentin	zapatos
hirviöt	monstros
reich	reich
viisaus	a
viisaus	sensatez
viisaus	sabiduría
viisaus	sabedoría
edesmennyt	falecido
inhimillinen	humanos
inhimillinen	humana
inhimillinen	humano
toimijat	actores
prosessit	procesos
liikuntaa	exercicio
trent	trent
mandela	mandela
tuulta	vento
tuulta	do
tuulta	corda
tuulta	chupo
kasvoja	rostros
kasvoja	caras
archie	archie
paitaa	camisa
paitaa	camiseta
hiroshiman	hiroshima
ylimääräiset	de
ylimääräiset	máis
ylimääräiset	extra
ylimääräiset	un
esimerkit	exemplos
työkalun	de
työkalun	ferramenta
työkalun	ferramentas
yhtenäisyys	unidade
pyörien	rodas
pyörien	raís
tavoitteen	obxectivo
kansakunnat	nacións
näky	ven
näky	vista
näky	visión
näky	seguramente
näky	ver
näky	visión
näky	vista
näky	vision
yläpuolelta	sobre
yläpuolelta	ascende
yläpuolelta	por
yläpuolelta	riba
yläpuolelta	da
yläpuolelta	enriba
yläpuolelta	arriba
chin	queixo
keho	corpo
keho	corporal
tunnistaminen	identificación
tunnistaminen	documento
tunnistaminen	identidade
myönteinen	positivo
myönteinen	positiva
vihainen	enfadado
vihainen	anoxados
vihainen	anoxado
vihainen	enfadada
vihainen	tola
vihainen	tolo
vihainen	enfadado
kasvain	tumor
nälänhätä	fame
pukki	santa
tuomiot	xuízos
tuomiot	frases
puhaltaa	serea
puhaltaa	golpes
puhaltaa	o
tulli	deber
tulli	obriga
tulli	de
tulli	servizo
tulli	co
poltettu	queimado
poltettu	queimaron
poltettu	queimou
poltettu	queimados
organisaatiot	organizacións
kiitti	grazas
kiitti	moitas
jalostus	de
jalostus	procesando
jalostus	procesamento
proteiinia	proteína
jakamista	compartir
kulut	custo
kulut	custan
kulut	custa
kulut	cargos
kulut	gastos
kulut	custa
kulut	costa
kulut	custar
kulut	custos
kulut	sanitarios
rivers	ríos
parta	barba
parta	home
jordania	jordan
rasva	graxos
rasva	graxa
rasva	gorda
rasva	gordo
rasva	gordos
rasva	o
rikkain	máis
rikkain	ricos
osto	mercando
neljäsosa	cuarto
tykkää	gusta
tykkää	gústalle
tykkää	como
tykkää	coma
tykkää	así
fani	fan
ideologia	ideoloxía
harmaita	gris
harmaita	é
jakautuminen	crise
jakautuminen	depresión
jakautuminen	distribución
jakautuminen	de
cynthia	cynthia
kriittistä	crítica
strategian	estratexia
lapsuudesta	da
lapsuudesta	infancia
lapsuudesta	infantís
lapsuudesta	nenez
kuumat	quente
kuumat	calor
palvelus	favor
hautajaisiin	funeral
hautajaisiin	enterro
perhosia	bolboretas
suru	dor
suru	pena
köyhyys	pobreza
köyhyys	a
varjon	sombra
kuvailla	describir
dokumentit	documentos
inspiraation	inspiración
luu	óso
pelastus	exército
pelastus	de
pelastus	salvacionista
pelastus	salvación
pelastus	de
pelastus	apoio
turvassa	salvo
turvassa	segura
turvassa	seguro
turvassa	seguros
turvassa	a
aktiiviset	activa
aktiiviset	a
aktiiviset	activo
aktiiviset	activos
aktiiviset	activas
aktiiviset	militante
muodin	moda
muodin	a
peggy	peggy
suuntauksia	tendencias
hävitä	perder
hävitä	perdemos
kampanjaa	campaña
hukkaan	perder
vierailijat	visitantes
sisäänkäynnin	entrada
lauseke	expresión
vamma	ferida
vamma	lesión
taktiikka	táctica
takavarikoitiin	de
draamaa	drama
unessa	durmindo
unessa	durme
unessa	dorme
unessa	durmido
unessa	adormeceu
unessa	durmir
peruna	patacas
artikla	artigo
rangaista	castigar
rangaista	castigada
rangaista	castigado
todistaja	testemuña
masennus	depresión
masennus	posparto
masennus	a
masennus	da
lihakset	músculos
lihakset	os
lihakset	muscular
lihakset	músculo
tupakointi	cigarros
runoilijat	poetas
ristiriita	conflito
operaatiot	as
operaatiot	operacións
tarpeellisia	necesario
tarpeellisia	necesaria
tarpeellisia	necesarios
tarpeellisia	necesarias
tarpeellisia	preciso
tarpeellisia	é
nauru	risos
nauru	risas
diabetes	diabetes
samankaltaista	similar
samankaltaista	similares
samankaltaista	semellantes
samankaltaista	semellante
samankaltaista	parecido
samankaltaista	parecidas
antarktiksen	antártida
laittomia	ilegal
marge	marge
mitchellin	mitchell
geenit	xenes
geenit	os
levoton	ansioso
heijastuu	reflicte
heijastuu	o
paljastanut	revelou
uskollisuutta	lealdade
epäonnistuminen	por
epäonnistuminen	cardíacos
epäonnistuminen	imaxinación
epäonnistuminen	fracaso
epäonnistuminen	fracasado
katoavat	desaparecendo
katoavat	desaparición
söivät	comemos
söivät	comín
söivät	comeu
söivät	comiches
söivät	hoxe
ostaja	comprador
vedetty	afogado
vedetty	o
vedetty	sacou
yhteyksien	conexións
kotimaiset	doméstica
kotimaiset	caseira
pudota	lanzamento
pudota	caída
pudota	outono
pudota	caer
vaihtaminen	intercambio
jaottelu	crise
jaottelu	depresión
tosiasia	feito
tosiasia	de
tosiasia	que
tosiasia	realidade
tilapäinen	temporal
viidakon	selva
haun	buscar
haun	procura
haun	busca
rakastettu	me
rakastettu	queridos
rakastettu	amas
rakastettu	amaba
rakastettu	encantábache
rakastettu	amado
rakastettu	querido
tähtää	obxectivo
bakerin	baker
odotettu	se
odotettu	esperaba
odotettu	que
vahinko	ferida
vahinko	lesión
vahinko	accidente
vahinko	de
vahinko	danos
vahinko	dano
arabiaa	árabe
marta	marta
goran	goran
makea	sweet
makea	doces
makea	doce
siltojen	bridges
siltojen	pontes
rikkaat	ricos
rikkaat	rica
rikkaat	rico
lasia	vaso
lasia	vidro
lasia	cristal
lasia	de
lasia	copa
kätevä	conveniente
kätevä	útil
dallasissa	dallas
tekstiili	téxtil
vahvistanut	confirmado
käsivarren	brazo
edusta	representa
edusta	representan
maailmankaikkeus	universo
maailmankaikkeus	do
perunaa	patacas
kirjo	espectro
sairaaloissa	hospitais
sairaaloissa	os
kiistää	negar
kiistää	rexeitada
kyyneleet	bágoas
kyyneleet	chorar
kyyneleet	aburrimento
tehtaita	fábricas
timantti	diamante
timantti	verdade
sovellusten	aplicacións
sovellusten	para
ukkonen	canóns
ukkonen	trono
ukkonen	os
ukkonen	tronos
tuska	dor
tuska	moito
daniels	daniels
kiristää	chantaxe
hammaslääkäri	dentista
mystinen	misterioso
klassikoita	clásicos
kilometrejä	km
kilometrejä	quilómetros
kilometrejä	millas
kilometrejä	kilómetros
kilometrejä	a
osallistujien	participantes
laadukas	calidade
viitta	o
viitta	cabo
tasapainoa	equilibrio
tasapainoa	balance
tasapainoa	o
tiedotus	información
hurja	salvaxe
hurja	salvaxes
seksi	sexo
seksi	sexual
tommyn	tommy
tommyn	ei
executive	executivo
executive	ordenanza
korruption	corrupción
korruption	da
päinvastainen	contrario
päinvastainen	oposta
päinvastainen	opostas
komento	orde
komento	motoras
komento	ordes
komento	mando
komento	de
komento	comando
unohtanut	esqueceu
unohtanut	esqueciches
unohtanut	esquecín
paketin	paquete
jono	liña
jono	fila
testit	exames
testit	probas
testit	tests
äänestäjät	votantes
kuume	febre
ulkomaalainen	estranxeira
passi	pasaporte
äänestänyt	votou
äänestänyt	votaron
olemisen	ser
olemisen	estar
olemisen	a
olemisen	se
puuvilla	algodón
puuvilla	de
tupakoinnin	cigarros
noi	eses
noi	esas
noi	os
ikivanha	antiga
ikivanha	antigas
ikivanha	antigo
ikivanha	antigos
satoa	colleita
satoa	cultivos
moe	moe
toimipaikka	oficina
toimipaikka	despacho
toimipaikka	correo
lainata	cita
lainata	citar
solidaarisuus	a
solidaarisuus	solidariedade
tyhmä	estúpido
tyhmä	estúpida
tyhmä	estúpidos
tyhmä	parvo
tyhmä	estúpidas
tyhmä	parvadas
tyhmä	parvo
dynaaminen	dinámica
afganistan	afganistán
afganistan	afghanistán
ruokia	louza
ruokia	pratos
keskiviikkona	o
keskiviikkona	mércores
kävijöitä	visitantes
mummo	avoa
mummo	avoa
mummo	a
tekniikat	tecnoloxías
tekniikat	técnicas
kesää	verán
kesää	no
yöt	as
yöt	noites
yöt	noite
yöt	polas
rauhallista	pacífica
rotuun	racial
rotuun	raciais
näyttelyt	exposicións
raketteja	foguetes
raketteja	pasaron
oliot	criaturas
naama	cara
naama	rostro
kasvattaminen	a
pimeää	escuras
pimeää	escuro
pimeää	escura
pimeää	escuridade
pimeää	noite
näkö	ven
näkö	vista
näkö	visión
näkö	seguramente
näkö	ver
näkö	visión
näkö	vista
näkö	vision
safari	safaris
safari	safari
paljastunut	revelou
elinikäinen	vida
diagnoosi	diagnóstico
diagnoosi	diagnose
määritelmiä	definicións
hoikka	slim
hoikka	no
setti	conxunto
eläinlääkäri	veterinario
tiesivät	sabía
tiesivät	que
tiesivät	sabían
tiesivät	o
väärät	falsa
väärät	falso
sielut	almas
dixie	dixie
nimenomaisesti	especificamente
osuma	éxito
assistentti	axudante
assistentti	asistente
assistentti	de
kamppailua	loita
kamppailua	esfórzome
kamppailua	por
karja	gando
karja	vacas
karja	gado
palestiinassa	palestina
siirtokuntia	colonias
alhaisempi	máis
alhaisempi	inferior
alhaisempi	baixos
alhaisempi	pulmonar
alhaisempi	calefacción
riisin	arroz
riisin	de
terveydenhuolto	saúde
palkitaan	recompensado
springer	springer
maisemat	paisaxe
tallenna	salvar
tallenna	aforrar
tallenna	salvalo
äkillinen	súpeto
äkillinen	de
äkillinen	repentino
pitäis	debería
pitäis	que
tämänhetkinen	actual
tämänhetkinen	actuais
tämänhetkinen	que
tämänhetkinen	súa
tämänhetkinen	corrente
vaihtoon	intercambio
asiantuntijaa	experta
asiantuntijaa	experto
realistinen	realista
realistinen	realistas
