oricon	oricon
ชักช้า	lag
ชักช้า	verzögerung
เทท	tate
thirteen	dreizehn
thirteen	thirteen
mecha	mecha
surrealism	surrealismus
บารอมิเตอร์	barometer
chapelle	chapelle
leisure	freizeitgestaltung
leisure	freizeit
ผายลม	furz
rüppell	rüppell
ait	ait
