float	vznášať
nestali	chýbajú
izričito	explicitne
izričito	výslovne
izričito	vyslovene
proteinima	proteíny
proteinima	bielkoviny
kompozitori	skladateľov
jenson	jensen
blaga	poklady
blaga	pokladov
blaga	mierne
blaga	mierny
blaga	mierna
diskusija	diskusie
diskusija	diskusií
diskusija	diskusia
diskusija	diskutovať
diskusija	diskusiu
diskusija	diskusie
prst	prstom
prst	prst
xbox	xbox
imovinu	pozemok
imovinu	nehnuteľnosti
imovinu	vlastnosť
imovinu	majetok
imovinu	nehnuteľnosť
lihtenštajn	lichtenštajnsko
egipćani	egypťanov
egipćani	egypťania
konkretno	špecificky
konkretno	konkrétne
četrdeset	štyridsať
četrdeset	forty
susjeda	sused
susjeda	suseda
susjeda	susedka
susjeda	susedov
susjeda	susedia
susjeda	susedné
susjeda	sused
susjeda	susedka
susjeda	suseda
prijetnje	vyhrážky
prijetnje	ohrozenia
prijetnje	hrozby
prijetnje	ohrozenie
teku	tok
teku	toku
teku	flow
teku	prietok
teku	tečie
nastava	pokyn
nastava	inštrukcie
nastava	pokyny
nastava	vyučovanie
pluton	pluto
gledao	sledovaní
gledao	pozerali
gledao	sledované
gledao	sledoval
gledao	pozeral
rom	rom
teoretski	teoretické
teoretski	teoretický
teoretski	teoretická
teoretski	teoreticky
linnaeus	linné
reci	povedať
reci	povedzte
reci	povedz
pčele	včely
pčele	včiel
osvojena	vyhrali
osvojena	vyhrala
osvojena	zvíťazil
osvojena	won
osvojena	vyhral
dublje	hlbší
dublje	hlbšie
jemen	jemen
jemen	jemene
odsustvu	absencia
odsustvu	neexistencia
odsustvu	absencie
odsustvu	neprítomnosti
odsustvu	neprítomnosť
diviziji	delenie
diviziji	divízia
diviziji	rozdelenie
nemanja	nemanja
afera	afére
afera	románik
deportivo	deportivo
antike	staroveku
uživao	tešili
uživao	tešil
uživao	užil
izrađen	vypracované
izrađen	robený
spomenuta	spomenul
spomenuta	spomínali
spomenuta	spomenula
spomenuta	spomenuli
spomenuta	spomenuté
berkeley	berkeley
springfield	springfield
truman	truman
eugen	eugen
prevedena	preložené
prevedena	preložil
prevedena	preložený
naglasak	zdôraznenie
naglasak	dôraz
lijekovima	lieky
ocjene	známky
ocjene	stupne
trnava	trnava
tesla	tesla
podizanje	zdvihnúť
podizanje	zvýšiť
podizanje	zvyšovať
podizanje	zvyšovanie
arterija	tepny
arterija	artérie
arterija	tepnu
brooklyn	brooklyn
brooklyn	brooklyne
prijetnja	ohrozenie
prijetnja	hrozba
gottfried	gottfried
ist	ist
austin	austin
uslovom	stav
uslovom	podmienkou
uslovom	podmienky
uslovom	podmienka
vožnje	jazdy
vožnje	jazda
nicholson	nicholson
obradi	spracovanie
obradi	spracúvanie
obradi	spracovania
obradi	spracovávanie
pravaca	trasy
pravaca	trás
pravaca	cesty
pravaca	smerovania
pravaca	smeroch
pravaca	smery
pravaca	smer
earl	earl
based	založený
based	založená
based	založené
lud	crazy
lud	šialené
lud	blázon
lud	šialenstvo
zaključuje	uzatvára
milica	milica
antologija	antológia
proučavao	študovali
proučavao	študoval
proučavao	skúmaný
proučavao	študovala
proučavao	skúmané
ispadanje	spad
nicholas	nicholas
evanđelje	evanjelium
honda	honda
rotacija	rotácia
rotacija	striedanie
rotacija	rotácie
mehanizmi	mechanizmov
mehanizmi	mechanizmy
pigment	pigment
pacifiku	tichomorských
pacifiku	pacific
dante	dante
pascal	pascal
učenjaka	učenec
srži	dreň
srži	drene
herman	herman
optužio	obvinená
optužio	obvinený
optužio	obvinili
optužio	obvinených
proširuje	rozširuje
irving	irving
duboke	hlboká
duboke	hlboké
duboke	hlboko
duboke	deep
duboke	hlboký
duboke	hlboký
izrazi	výrazy
marketing	marketing
marketing	obchodovanie
očne	očné
univerzitetima	univerzity
univerzitetima	univerzít
dijeljenje	zdieľanie
dijeljenje	zdieľania
johansson	johansson
diana	diana
odabrana	vybrané
odabrana	vybratý
odabrana	zvolená
odabrana	vybraná
odabrana	vybraný
odabrana	vybraté
gradijent	gradient
gradijent	sklon
gradijent	prechod
moli	modliť
moli	pros
moli	molly
podiže	vyvoláva
prethodnim	predošlý
prethodnim	predchádzajúci
prethodnim	predošlé
prethodnim	predchádzajúca
prethodnim	predchádzajúce
solun	solúne
telefon	telefón
telefon	mobil
telefon	telefon
telefon	telefón
telefon	telefon
telefon	telefónne
poglavlje	kapitolu
poglavlje	kapitola
vođenje	spravovanie
vođenje	chode
vođenje	beh
vođenje	beží
rotor	rotora
luther	luther
balkanski	balkán
balkanski	balkánu
kulin	ban
kulin	zakázať
kulin	zákaz
visual	vizuálne
visual	vizuálna
visual	vizuálny
ajet	ayah
korejski	kórejská
korejski	kórejský
korejski	kórejských
opisivanje	popísať
opisivanje	opísať
malfoy	malfoy
ground	mleté
ground	pozemné
ground	zemi
ground	zem
ground	pozemný
konfiguracija	konfigurácia
jaki	silná
jaki	silní
jaki	silné
jaki	silný
medici	medici
čekao	čakala
čekao	čakali
čekao	čakalo
čekao	čakal
zamjene	náhradníci
dokumente	dokumenty
dokumente	doklady
dokumente	dokumentov
dokumente	písomnosti
malcolm	malcolm
pierce	pierce
dragi	drahá
dragi	milí
dragi	milá
dragi	darling
dragi	miláčik
bogatim	bohaté
bogatim	bohatá
bogatim	rich
bogatim	bohatý
remi	remi
remi	remy
siro	siro
drvene	drevené
drvene	drevená
drvene	drevený
drvene	drevených
sluga	služobník
sluga	sluha
opterećenja	záťaže
nadzorom	dohľad
nadzorom	dozor
pokretač	spúšťač
koch	koch
zadovoljan	spokojný
zadovoljan	spokojnosť
zadovoljan	splnené
zadovoljan	spokojní
zadovoljan	spokojné
zadovoljan	spokojná
zadovoljan	potešilo
her	herr
izbjeglice	utečencov
izbjeglice	utečencom
izbjeglice	utečenci
nemogućnosti	neschopnosť
aziz	aziz
stvarne	skutočné
stvarne	skutočná
stvarne	skutočný
štampa	stlačiť
štampa	tlač
štampa	stlačte
štampa	tlače
štampa	tlači
štampa	otlačky
štampa	odtlačky
parametri	parametre
parametri	parametrov
glenn	glenn
tumače	interpretovať
tumače	vykladať
tumače	výklad
harvard	harvard
kuhinja	kuchyňa
kuhinja	kuchyne
kuhinja	kuchyňa
kuhinja	kuchyni
kuhinja	kuchynský
kuhinja	kuchynské
kuhinja	kuchyne
antoaneta	antoinette
provesti	vykonávať
provesti	zrealizovať
provesti	realizovať
provesti	implementovať
provesti	míňať
provesti	minú
provesti	stráviť
provesti	minúť
clarke	clark
adler	adler
patent	patent
patent	patentu
malik	malik
osvojen	zvíťazil
osvojen	vyhrali
osvojen	vyhrala
osvojen	zvíťazil
osvojen	won
osvojen	vyhral
eine	eine
neretva	neretva
masne	mastných
masne	mastné
sastojci	ingrediencie
sastojci	zložiek
sastojci	zložky
sastojci	prísady
puca	strieľa
pravci	trasy
pravci	trás
pravci	cesty
pravci	smerovania
pravci	smeroch
pravci	smery
pravci	smer
crnaca	negri
crnaca	černochov
višnjan	višnjan
policajac	cop
policajac	policajt
policajac	policajta
policajac	policajt
ramat	ramat
travi	tráva
travi	tráve
travi	trávu
travi	trávy
sunčev	slnečné
sunčev	solárne
sunčev	solárny
sunčev	slnečná
reed	reed
ispita	skúšky
vodopad	vodopád
fiorentina	fiorentina
slovački	slovenský
slovački	slovenské
slovački	slovenčina
slovački	slovenskej
slovački	slovenka
slovački	slovenská
makedonci	macedóncov
predavač	lektor
predavač	inštruktor
predavač	inštruktora
preciznost	presné
preciznost	presnosť
preciznost	správnosť
preciznost	presnosť
bernhard	bernhard
openstreetmap	openstreetmap
uspješni	úspešné
uspješni	úspešní
uspješni	úspešný
uspješni	úspešná
milka	milka
morris	morris
linearno	lineárne
linearno	lineárna
linearno	lineárny
koncerti	koncertov
koncerti	koncerty
dubini	hĺbka
dubini	hĺbku
dubini	hĺbky
buna	buna
rukopisa	rukopisy
sastavljene	zložený
sastavljene	zložené
sastavljene	zložená
pratnji	sprievodné
pratnji	sprievodný
slojevi	vrstiev
slojevi	vrstvy
monumental	monumentálne
philipp	philipp
istinski	skutočne
savršeno	perfektne
savršeno	dokonale
perua	peru
vaduz	vaduz
doo	doo
skladište	skladu
skladište	skladisko
skladište	sklad
skladište	sklade
skladište	uskladnenie
skladište	ukladanie
skladište	uchovávanie
skladište	skladovanie
procedure	konania
procedure	postupy
procedure	procedúry
duhovne	duchovný
duhovne	duchovného
duhovne	duchovné
hod	chôdza
hod	kráčať
hod	peši
hod	chôdza
hod	prechádzka
face	tvárou
face	tvár
face	face
hannah	hannah
hannah	hana
senatora	senátori
helen	helena
helen	helen
najbrže	najrýchlejší
najbrže	najrýchlejšie
pristalice	priaznivcov
srž	dreň
srž	drene
srž	podstata
srž	podstate
srž	esencie
cool	pohode
cool	pecka
cool	super
cool	cool
pršljenova	stavcov
pršljenova	stavcov
benedikt	benedict
dubinu	hĺbka
dubinu	hĺbku
dubinu	hĺbky
organela	organela
trump	trump
lech	lech
viđenje	predbežnej
tang	tang
amon	amon
molitve	modlitby
gutenberg	gutenberg
kontroliše	kontrola
kontroliše	ovládanie
kontroliše	ovládať
kontroliše	kontrolovať
kontroliše	ovládanie
kontroliše	ovládače
kontroliše	kontroly
kontroliše	kontroluje
profesionalno	odborne
magnetno	magnetický
magnetno	magnetické
karate	karate
izgubljena	stratená
izgubljena	stratené
izgubljena	stratil
izgubljena	stratený
izgubljena	stratení
rita	rita
channel	kanál
channel	kanála
uvesti	predstaviť
uvesti	zaviesť
animirani	animované
zaposleni	zamestnaný
zaposleni	zamestnané
zaposleni	zamestnaná
goa	goa
krzno	kožušiny
krzno	kožušín
krzno	kožuch
krzno	srsť
laboratoriji	laboratórium
laboratoriji	laboratória
laboratoriji	laboratórne
laboratoriji	laboratóriá
laboratoriji	laboratórium
proglašeno	deklarovaný
proglašeno	vyhlásená
proglašeno	deklarované
proglašeno	nahlásené
proglašeno	deklarovaná
sponzor	sponzora
sponzor	sponzor
sponzor	sponzorom
naoružani	ozbrojená
naoružani	ozbrojený
naoružani	ozbrojených
naoružani	ozbrojení
naoružani	ozbrojené
operativne	operatívne
operativne	prevádzkové
operativne	prevádzková
operativne	operačný
operativne	operatívne
atomski	atómové
atomski	atómová
zahtijevao	požadoval
parametara	parametre
parametara	parametrov
puerto	puerto
tab	karta
tab	kartu
balada	balada
opseg	pôsobnosť
opseg	rozsah
opseg	pôsobnosti
zabranjuje	zakazuje
