hovards	howard
degviela	fuel
degviela	combustíveis
piedāvājums	concurso
piedāvājums	tender
piedāvājums	terno
piedāvājums	lance
piedāvājums	licitação
piedāvājums	licitar
piedāvājums	oferece
piedāvājums	ofertas
piedāvājums	abastecimento
piedāvājums	fornecimento
piedāvājums	ofereça
piedāvājums	oferta
piedāvājums	oferecer
duets	duetos
rīkoties	agir
rīkoties	ato
rīkoties	acto
rīkoties	act
timberwolves	timberwolves
aprakstītas	descritos
aprakstītas	descreveu
aprakstītas	descritas
aprakstītas	descrita
aprakstītas	descrito
aizmugurējā	retaguarda
aizmugurējā	traseiro
aizmugurējā	traseiros
aizmugurējā	traseira
kritizēja	criticada
kritizēja	criticados
kritizēja	criticado
zieds	flor
zieds	flower
akcija	compartilhem
akcija	compartilhar
akcija	partilhar
akcija	partilha
akcija	compartilhamento
akcija	compartilhe
novērš	evita
novērš	impede
novērš	previne
novērš	evitar
novērš	prevenir
novērš	impedir
ieguvēja	adquirente
raidījums	difusão
raidījums	emissão
raidījums	radiodifusão
raidījums	transmissão
gāza	derrubou
ābele	abele
caurules	tubo
caurules	cano
caurules	cachimbo
caurules	pipe
caurules	canos
caurules	cachimbos
caurules	canos
caurules	tubos
caurules	tubos
caurules	tubo
caurules	tube
kimi	kimi
zobiem	dentes
zobiem	dente
pieprasa	solicitando
uzpildes	preenchimento
uzpildes	recheio
uzpildes	enchimento
uzpildes	preenchendo
ģeogrāfiski	geograficamente
agnese	agnese
agnese	inês
agnese	agnes
timbaland	timbaland
cēloņi	causa
cēloņi	causas
āpsis	texugo
dziļa	profunda
dziļa	profundo
dziļa	deep
nelaimes	acidentes
filipīnas	filipinas
egons	egon
garšas	gosto
garšas	sabor
garšas	provar
garšas	prove
garšas	sabores
garšas	sabor
afgāņu	afeganistão
afgāņu	afegão
afgāņu	afegã
afgāņu	afegãos
afgāņu	afegãos
svinīgi	solenemente
dabūt	apanha
dabūt	obtenha
dabūt	receba
dabūt	obter
bioloģisko	biológica
bioloģisko	biológicas
bioloģisko	biológicos
bioloģisko	biológico
lašu	salmão
lašu	salmões
prakses	práticas
dzirdēt	ouvir
rīts	manhã
rīts	morning
magazine	magazine
magazine	revista
mākonis	nuvens
mākonis	nuvem
mākonis	cloud
denijs	danny
denijs	danni
pulkstenis	assista
pulkstenis	relógio
pulkstenis	assistir
pulkstenis	assistam
pulkstenis	relógio
lēcas	lente
lēcas	lentes
lēcas	lentilhas
lēcas	lentes
anastasija	anastasia
pārvadājumi	carruagem
pārvadājumi	transportes
pārvadājumi	transporte
gviānas	guiana
apspiešanas	repressão
beznoteces	endorreica
tavs	seu
tavs	sua
tavs	seu
tavs	sua
saņemts	recebida
saņemts	recebido
saņemts	receberam
saņemts	recebidos
saņemts	recebeu
saņemts	recebidas
albānija	albânia
grafika	gráficos
flora	flora
stabili	estável
stabili	estáveis
stabili	estábulo
svarīgas	importante
svarīgas	importantes
pārdod	vender
pārdod	venda
pārdod	vendo
pārdod	vende
pārdod	vendida
pārdod	vendido
pārdod	vendidos
pārdod	vendidas
pārdod	vendeu
līgumi	contratos
līgumi	tratados
līgumi	acordos
grūtniecības	gravidez
grūtniecības	gestação
pārbaude	verificando
pārbaude	verificação
pārbaude	verificação
pārbaude	testar
pārbaude	teste
pārbaude	ensaio
pārbaude	inspeções
pārbaude	inspeção
pārbaude	inspecção
pārbaude	inspecções
pārbaude	verificar
pārbaude	verifique
pārbaude	confira
pārbaude	verificação
vērtējums	valorização
vērtējums	avaliação
vērtējums	classificação
vērtējums	notação
vērtējums	apreciação
vērtējums	avaliação
ārpusē	fora
astotā	oitava
astotā	oitavo
kurss	curso
siltums	heat
siltums	calor
siltums	cordialidade
siltums	calor
kursā	curso
iemācījies	aprendi
iemācījies	aprendeu
iemācījies	aprendido
iemācījies	aprenderam
veselība	saude
veselība	saúde
minardi	minardi
bengālijas	bengala
apmeklētājiem	visitantes
vēzis	câncer
vēzis	cancro
vēzis	cancer
fia	fia
golfa	golfe
telekomunikāciju	telecomunicações
telekomunikāciju	telecomunicação
sniegums	performance
sniegums	atuação
sniegums	desempenho
infrastruktūra	infraestruturas
infrastruktūra	infraestrutura
dzēriens	bebe
dzēriens	beber
dzēriens	bebida
dzēriens	beba
navbox	navbox
tīkli	redes
tīkli	redes
relatīvais	parente
relatīvais	relativa
relatīvais	relativo
sagatavot	preparar
ger}}	ger}}
līdzības	semelhanças
līdzības	similaridades
džimijs	jimmy
definēts	definida
definēts	definidos
definēts	definidas
definēts	definiu
definēts	definido
equus	equus
uzbrucēju	agressor
uzbrucēju	assaltante
mijiedarbības	interação
mijiedarbības	interacção
mijiedarbības	interações
mijiedarbības	interacções
protokoli	acta
protokoli	minutos
protokoli	actas
protokoli	protocolos
ieradumi	hábitos
starppilsētu	intercity
asa	asa
salīdzinājums	comparação
rabīns	rabi
rabīns	rabino
īres	aluguel
pierādījumi	prova
pierādījumi	provas
pierādījumi	evidências
pierādījumi	evidência
pierādījumi	prova
pierādījumi	provas
futbolisti	futebolistas
pārstāvēt	representem
pārstāvēt	representar
pārstāvēt	represente
pārstāvēt	representam
karēlijas	carélia
marokas	marroquina
marokas	marroquinos
marokas	marroquino
anete	annette
reģistrācija	gravando
reģistrācija	gravação
reģistrācija	inscrição
reģistrācija	inscrições
reģistrācija	registro
reģistrācija	registo
alekss	alex
dzintara	amber
dzintara	âmbar
konfederācija	confederação
indukcijas	indução
sampo	sampo
rūzvelts	roosevelt
tauriņu	butterfly
tauriņu	borboleta
miruši	morta
miruši	morto
miruši	mortos
miruši	dead
piedāvāts	ofereceu
piedāvāts	oferecido
piedāvāts	oferecidos
piedāvāts	oferecida
ierobežot	restringir
ierobežot	limite
ierobežot	limitar
briselē	bruxelas
vagoni	carroças
vagoni	vagões
vagoni	vans
vagoni	carrinhas
vagoni	treinadores
vagoni	carruagens
klauss	claus
klauss	klaus
reālā	real
reālā	verdadeiro
reālā	reais
reālā	verdadeiros
reālā	verdadeira
imagesize	imagesize
sasniegta	atingido
sasniegta	alcançada
sasniegta	alcançado
sasniegta	alcançou
sasniegta	alcançadas
sasniegta	alcançada
sasniegta	alcançado
sasniegta	alcançados
krustā	crucificado
degunradzis	rinoceronte
degunradzis	rinocerontes
degunradzis	rinoceronte
degunradzis	rinocerontes
degunradzis	rhino
porcelāna	porcelana
traģēdija	tragédia
traģēdija	tragédias
nākotni	futuro
nākotni	future
nākotni	futuras
nākotni	futuros
nākotni	futura
ieroča	arma
rakstnieki	roteiristas
rakstnieki	escritores
dokuments	documentar
dokuments	documento
siu	siu
bruņotajiem	armada
bruņotajiem	armados
bruņotajiem	armadas
bruņotajiem	armado
dzejolis	poema
dzejolis	poesia
izcils	brilhante
izcils	brilhantes
izcils	pendentes
izcils	excelente
izcils	excelentes
auduma	tecidos
auduma	tecido
stabilitāti	estabilidade
stunda	hora
skulptūru	esculturas
skulptūru	escultura
skulptūru	esculturas
edu	edu
burgundijas	bourgogne
izstaro	emitindo
izstaro	emite
identitātes	identidades
identitātes	identidade
piemin	menções
ekspozīcija	exposição
minimālā	mínimos
minimālā	mínimo
minimālā	mínima
minimālā	minimo
jēga	significando
jēga	significado
jēga	sentido
jēga	senso
paraugi	models
paraugi	modelos
paraugi	espécimes
paraugi	amostras
zobens	sabre
zobens	sword
zobens	espada
smith	silva
smith	smith
desmiti	rte
desmiti	dezenas
desmiti	dúzias
desmiti	dúzia
benz	benz
benz	benzo
pframe	pframe
sulas	sucos
sulas	sumos
sulas	sucos
sulas	sumo
sulas	juice
sulas	sumos
sulas	suco
sulas	sucos
nogādāt	entrego
nogādāt	entregar
klusais	pacífico
klusais	pacifico
klusais	pacific
pastiprina	reforça
teroristu	terrorista
ciematu	vila
ciematu	aldeia
akadēmiskais	acadêmica
akadēmiskais	académico
akadēmiskais	acadêmico
akadēmiskais	académica
korupcijas	corrupção
krēpes	mane
krēpes	crina
dārzkopības	horticultura
dārzkopības	hortícolas
dārzkopības	horticultura
dārzkopības	jardinagem
valdījumā	posse
valdījumā	possessão
viesi	hóspedes
viesi	convidados
viesi	convidadas
ctx	ctx
turdus	turdus
indiana	indiana
oksīds	óxido
oksīds	óxidos
civilizācija	civilização
civilizācija	civilização
atslēga	chave
atslēga	tecla
atslēga	chaves
atslēga	key
izplešanās	expansão
skaistas	linda
skaistas	bonito
skaistas	bonita
skaistas	pretty
cietā	sólidos
cietā	sólido
cietā	sólida
pagalmā	pátio
sargs	guardiã
sargs	guardian
sargs	guardião
sargs	guarda
sekunžu	segundos
ivo	ivo
slovēņu	esloveno
slovēņu	esloveno
slovēņu	eslovênia
slovēņu	eslovena
bataljoni	batalhões
spriedumu	juízo
spriedumu	julgamento
spriedumu	acórdão
termini	termos
aizliedz	proíbe
prūsija	prússia
varonību	heroísmo
unikāla	únicos
unikāla	único
unikāla	única
unikāla	únicas
izņēmumi	excepções
izņēmumi	exceções
izņēmumi	exclusões
izņēmumi	isenções
izņēmumi	excepções
mantijas	vestes
mantijas	roupões
stratēģiskā	estratégico
stratēģiskā	estratégica
stratēģiskā	estratégicos
konstante	constante
konstante	constantes
motīvi	motivos
pastāvēšana	existência
saglabāta	salvo
saglabāta	salva
saglabāta	salvou
saglabāta	salvos
saglabāta	guardado
saglabāta	guardados
intensitātes	intensidades
ungāri	húngaros
skautu	escoteiro
skautu	batedor
skautu	scout
skautu	escuteiro
skautu	olheiro
atkārtot	refazer
atkārtot	repita
atkārtot	repete
atkārtot	repito
atkārtot	repetir
atkārtot	repetição
atkārtot	replay
atkārtot	repetir
atkārtot	repetição
paulu	paulo
mīksts	soft
mīksts	suave
mīksts	macio
mīksts	mole
mīksts	suaves
kampaņa	campanha
konts	conta
slikta	coitado
slikta	pobre
slikta	pobres
slikta	ruim
slikta	bad
slikta	mau
slikta	má
netieši	indiretas
netieši	indirecto
netieši	indirectas
netieši	indirecta
netieši	indireta
netieši	indiretamente
netieši	indirectamente
dzirde	audiência
dzirde	audição
pelēkās	cinzenta
pelēkās	cinzento
pelēkās	cinza
pelēkās	grey
pelēkās	cinzentos
rafaels	rafael
skaitās	condes
skaitās	contagens
lūkas	escotilhas
lūkas	escotilha
lūkas	alçapão
lūkas	hatch
komēdijas	comédias
piekrīt	aceita
piekrīt	concorda
tipiska	típico
tipiska	típicas
tipiska	típicos
tipiska	típica
viedokļi	opiniões
viedokļi	pareceres
viedokļi	vistas
viedokļi	visualizações
efekti	efeitos
ternopiļas	ternopil
pole	pólo
pole	pole
pole	polo
pole	poste
pole	varão
spējīgi	capaz
spējīgi	capazes
admirālis	almirante
noteikšana	deteção
noteikšana	detecção
noteikšana	determinação
jaunība	jovens
jaunība	juventude
sat	sab
sat	sentei
sat	sentado
sat	sáb
sat	sat
emi	ime
emi	emi
gilmors	gilmour
rezervē	reservando
rezervē	reserva
rezervē	reserve
rezervē	reservar
serbijā	sérvia
pārvarēt	superando
pārvarēt	superação
pārvarēt	superado
pārvarēt	superar
pārvarēt	ultrapassar
apvienots	combinada
apvienots	combinadas
apvienots	combinado
apvienots	combinados
apvienots	fundido
apvienots	fundidos
apvienots	fundiu
viesis	convidado
viesis	hóspede
viesis	convidados
viesis	guest
viesis	convidada
limited	limitado
limited	limitados
limited	limitadas
limited	limited
limited	limitada
ētika	ética
aspekti	aspetos
aspekti	aspectos
aristotelis	aristóteles
panama	panamá
demokrātija	democracia
migrācija	migração
migrācija	migrações
atkarīgi	dependentes
atkarīgi	dependente
atkarīgi	viciado
atkarīgi	viciados
atkarīgi	viciada
tvaiku	vapores
tvaiku	vapor
tvaiku	steam
fidži	fiji
ēnā	sombra
coca	coca
goes	goes
trūkumi	insuficiências
trūkumi	lacunas
trūkumi	deficiências
trūkumi	falhas
trūkumi	fraquezas
trūkumi	insuficiências
trūkumi	deficiências
trūkumi	deficiências
līdzsvaru	saldo
līdzsvaru	balança
līdzsvaru	balanço
līdzsvaru	equilíbrio
pārliecināts	claro
pārliecināts	convencidos
pārliecināts	convencido
pārliecināts	convencidas
pārliecināts	convencida
pārliecināts	convicto
konstitūcijā	constituição
astotais	oitava
astotais	oitavo
bagātību	fortuna
bagātību	fortune
inovāciju	inovações
inovāciju	inovação
uzbrucēji	atacantes
uzbrucēji	agressores
uzbrucēji	ofensa
uzbrucēji	ofensas
slepkava	assassina
slepkava	killer
slepkava	matador
slepkava	assassino
slepkava	assassina
slepkava	assassino
grunts	fundo
grunts	bottom
tumšs	dark
tumšs	escura
tumšs	sombrio
tumšs	escuro
bremzēšanas	travagem
bremzēšanas	frenagem
investīcijas	investimento
investīcijas	investimentos
investīcijas	investimento
investīcijas	investimentos
valka	valka
pārbauda	verificando
pārbauda	verificação
pārbauda	verificar
pārbauda	verifique
pārbauda	verificando
pārbauda	verificar
pārbauda	verifique
pārbauda	confira
pārbauda	verificação
ženēvā	genebra
patiesība	true
patiesība	verdadeiro
patiesība	verdade
patiesība	verdadeira
patiesība	verdade
patiesība	truth
ila	ila
ieņēmumi	receitas
ieņēmumi	recibos
ieņēmumi	renda
ieņēmumi	rendimento
ieņēmumi	receitas
ieņēmumi	proveitos
ieņēmumi	rendimentos
ieņēmumi	receita
ieņēmumi	receitas
iegūšana	adquirindo
iegūšana	extracção
iegūšana	extração
iegūšana	aquisição
iegūšana	aquisições
dārzi	jardins
dārzi	gardens
statujas	estátuas
bordo	bordeaux
bordo	bordéus
bordo	burgundy
bordo	borgonha
atļauta	autorizado
atļauta	autorizou
atļauta	autorizadas
atļauta	autorizados
atļauta	autorizada
atļauta	permitido
atļauta	permitidos
atļauta	permitidas
atļauta	permitida
atļauta	permitido
atļauta	permitidos
atļauta	permitida
audzes	formações
trešdaļas	terços
atkarīgas	dependentes
atkarīgas	dependente
lada	lada
saņemšanas	recebimento
saņemšanas	recepção
saņemšanas	recibo
sakramento	sacramento
veikala	loja
vīni	vinhos
velns	diabo
velns	devil
velns	demônio
velns	merda
zinu	conheça
zinu	saiba
zinu	sei
zinu	sabe
zinu	zee
taizemes	tailandesa
taizemes	tailandês
taizemes	thai
taizemes	tailandeses
pērtiķi	macacos
aizstāt	sobrepor
aizstāt	substituir
aizstāt	substitui
aizstāt	substitua
aizstāt	substituição
apvienošanos	concentrações
apvienošanos	fusões
godalgas	prémios
godalgas	prêmios
pārbaudi	verificar
pārbaudi	verifique
pārbaudi	confira
pārbaudi	verificação
benzola	benzeno
slavenais	famosa
slavenais	famosas
slavenais	famosos
slavenais	famoso
testa	testar
testa	teste
testa	ensaio
sadarboties	colaborar
sadarboties	colabore
sadarboties	colabora
sadarboties	coopera
sadarboties	cooperar
gatavi	pronto
gatavi	preparados
gatavi	pronta
gatavi	prontos
gatavi	preparado
kirils	kirill
kirils	cirilo
izplatīt	distribui
izplatīt	distribuir
amerika	america
amerika	américa
amerika	américas
matricu	matrix
matricu	matriz
vērtīga	valiosas
vērtīga	valiosa
vērtīga	valioso
vērtīga	valiosos
lielgabali	canhões
toni	toni
toni	tons
toni	tone
sabrukšanas	decaimento
sabrukšanas	decadência
emocijas	emoção
emocijas	emoções
emocijas	emoções
audzināšanas	paternidade
palestīnā	palestina
rezidences	residência
izlaist	skip
izlaist	ignorar
izlaist	saltar
izlaist	pular
bezkrāsains	incolor
bezkrāsains	incolor
atklājumi	descobertas
zilonis	elefante
zilonis	elefantes
pakļaut	exponha
pakļaut	expôr
pakļaut	expor
izstrādājumi	artigos
izstrādājumi	produtos
izstrādājumi	preparativos
izstrādājumi	preparações
misūri	missouri
gatava	pronto
gatava	preparados
gatava	pronta
gatava	prontos
gatava	preparado
odzes	vipers
apstrāde	manuseamento
apstrāde	manipulação
apstrāde	movimentação
apstrāde	processamento
apstrāde	transformação
apstrāde	processando
apstrāde	tratamentos
apstrāde	tratamento
profesionālais	professional
profesionālais	profissionais
profesionālais	profissional
ķirurģijas	cirúrgica
ķirurģijas	cirúrgico
ķirurģijas	cirúrgicos
silva	silva
novērojamas	observável
novērojamas	observáveis
frānsiss	francisca
frānsiss	frances
spacex	spacex
traucē	perturbar
traucē	obstruir
traucē	obstrução
fib	fbi
kampaņā	campanha
ziņots	denunciado
ziņots	denunciou
ziņots	relatado
ziņots	comunicados
ziņots	denunciada
zināja	sabia
zināja	conhecia
zināja	sabiam
galerijas	galerias
galerijas	galeria
alise	alice
tops	topo
tops	top
hronoloģija	cronologia
cukuru	açúcares
cukuru	açúcar
cukuru	sugar
cukuru	açucar
bojājumi	lesões
bojājumi	lesão
uzlabojumi	melhoramento
uzlabojumi	aperfeiçoamento
uzlabojumi	melhoria
uzlabojumi	melhorias
uzlabojumi	melhoramentos
uzlabojumi	melhorias
bruņas	blindagem
bruņas	armadura
bruņas	armaduras
bruņas	blindagem
bruņas	armadura
bruņas	armaduras
eksports	exporta
eksports	exportação
eksports	exportações
eksports	exporta
eksports	exportação
eksports	exportações
eksports	exportar
eksports	exportação
src	src
melodija	jingle
melodija	melodia
melodija	melodias
melodija	melody
psihologs	psicólogo
psihologs	psicóloga
čīle	chile
atļaujas	permissões
zosu	goose
zosu	ganso
zosu	gansos
partneris	sócio
partneris	parceira
partneris	parceiro
studio	estudio
studio	ateliê
studio	studio
studio	estúdio
studio	estúdios
sventokšiskas	świętokrzyskie
dūmu	fumo
dūmu	fumaça
dūmu	fumar
dūmu	fumos
dūmu	fuma
pensijā	aposentadoria
pensijā	reforma
pensijā	aposentado
pensijā	reformado
pensijā	reformados
pensijā	aposentados
pensijā	aposentar
piesārņojums	contaminação
piesārņojums	poluição
polis	polis
polis	pólo
polis	pole
polis	polo
polis	poste
polis	varão
valstsvīrs	estadista
taivānas	taiwan
taivānas	formosa
kombinācijas	combinações
arctos	arctos
kaza	cabra
kaza	bode
shēmu	esquema
shēmu	regime
neue	neue
klīniskā	clínico
klīniskā	clínicas
klīniskā	clínica
voyager	voyager
zunda	sunda
modelēšanas	modelagem
modelēšanas	modelização
android	andróides
android	android
android	andróide
mogiļevas	mogilev
