кнежество	achaia
полицајци	politifolk
полицајци	politibetjente
полицајци	betjente
полицајци	officerer
земање	tager
водеше	løb
водеше	kørte
водеше	førte
водеше	ført
водеше	ledt
комунист	kommunist
комунист	kommunistiske
комунист	kommunistisk
комунист	kommunister
повика	drifter
повика	kaldt
повика	ringet
повика	kaldet
повика	ringede
повика	kaldte
грубо	hårdt
грубо	ru
грубо	barsk
грубо	groft
грубо	hård
анкара	ankara
мареј	murray
кривични	strafferet
кривични	kriminelle
кривични	forbryder
кривични	kriminel
хелен	helena
хелен	helen
скендербег	skanderbeg
електро	elektro
повелба	charter
повелба	charteret
повелба	chartret
крум	krum
добивањето	indhenter
добивањето	modtager
добивањето	modtagelse
добивањето	modtagende
генетика	genetik
точната	nøjagtig
точната	præcis
точната	nøjagtigt
претходен	tidligere
претходен	foregående
претходен	forrige
претходен	forudgående
анимиран	animeret
инчи	centimeter
инчи	tommer
сајтови	sites
сајтови	lokaliteter
сребрена	sølvfarvet
сребрена	silver
сребрена	sølv
таџикистан	tadsjikistan
покровителство	regi
социјалистички	socialist
социјалистички	socialistiske
социјалистички	socialdemokrat
социјалистички	socialistisk
рамо	skulder
рамо	skulderen
рамо	bov
рекламирање	reklame
рекламирање	reklamer
рекламирање	annoncering
алјаска	alaska
жлезда	kirtel
скорпија	skorpionen
скорпија	skorpion
бактериите	bakterier
бактериите	bakterie
цвет	blomst
цвет	blomsten
селтик	keltiske
премини	overfarter
премини	passager
семјуел	samuel
демонстрации	demonstration
демонстрации	påvisning
демонстрации	demonstrationerne
демонстрации	demonstrationer
ахил	achilleus
монаси	munke
монаси	munkene
доволен	tilstrækkelige
доволен	tilstrækkeligt
доволен	tilstrækkelig
сојузник	allieret
сојузник	allierede
сојузник	forbundsfælle
сојузник	ally
дождови	regner
хардвер	hardware
хардвер	isenkram
несогласувања	uoverensstemmelser
несогласувања	uenigheder
несогласувања	uenighed
факто	facto
штетни	skadelige
штетни	skadelig
штетни	skadeligt
ладење	afkøling
ладење	køling
остар	skarp
остар	sharp
остар	skarpe
остар	skarpt
федерални	federal
федерални	føderale
федерални	føderal
федерални	føderalt
федерални	forbunds
руралните	landdistrikt
руралните	landdistrikter
руралните	landdistrikterne
погребот	begravelse
погребот	begravelsen
пронајдоци	opfindelser
пронајдоци	opfindelse
натприродни	overnaturlige
натприродни	overnaturligt
моли	molly
мтв	mtv
покрив	soltag
покрив	tag
покрив	taget
чудо	mirakel
чудо	miraklet
отсуството	mangel
отсуството	fravær
рајт	wright
матка	livmoderen
матка	livmoder
матка	livmoderen
матка	livmoder
хрвати	kroaterne
хрвати	kroater
хрвати	kroaterne
хрвати	kroater
бунтовниците	rebellerne
бунтовниците	rebeller
бунтовниците	oprørere
бунтовниците	oprørerne
бунтовниците	oprører
топологија	topologi
сличност	ligheden
сличност	lighed
сличност	lighederne
сличност	lighedspunkter
сличност	ligheder
сличност	ligheden
сличност	lighed
сличност	ligheder
влажни	fugtig
влажни	fugtigt
влажни	fugtige
влажни	fugtigt
влажни	våd
влажни	vådt
влажни	våde
влажни	wet
прецизност	nøjagtighed
прецизност	præcision
прецизност	nøjagtighed
прецизност	rigtighed
прецизност	præcision
лама	lama
лама	lamas
лама	lama
автобиографија	selvbiografi
муслиманско	muslimske
муслиманско	muslim
муслиманско	muslimer
муслиманско	muslimsk
обврзани	forpligtet
лувр	louvre
шведскиот	svenske
шведскиот	svensker
шведскиот	svensk
страст	lidenskab
страст	passion
страст	trangen
страст	begær
страст	trang
словачки	slovakisk
словачки	slovakiske
срцева	hjerte
споредено	sammenlignet
споредено	sammenholdt
величини	størrelser
муниција	ammunition
муниција	ammunition
муниција	ammunition
муниција	krigsmateriel
надминат	overskride
надминат	overstige
надминат	overskrider
надминат	overvinder
надминат	overvinde
надминат	overvundet
надминат	overvindelse
зраците	rokker
зраците	stråler
професионалци	fagfolk
професионалци	professionelle
професионалци	professionelle
функционални	funktion
функционални	fungerende
функционални	velfungerende
функционални	funktionel
функционални	funktions
функционални	funktionelle
функционални	funktionelt
конфигурација	indstilling
конфигурација	konfiguration
дует	duet
првичните	oprindeligt
првичните	oprindelige
првичните	indledende
првичните	oprindelig
територијални	territorial
територијални	territorialt
бремена	gravide
бремена	drægtige
бремена	gravid
тирана	tirana
сериозен	alvorlige
сериозен	seriøst
сериозен	seriøs
сериозен	alvorlig
сериозен	alvorligt
сериозен	seriøse
точките	prikker
испит	eksamen
испит	eksamens
хорор	skræk
хорор	rædsler
хорор	rædsel
хорор	gru
хорор	gyser
зрелост	modenhed
зрелост	løbetid
тенка	tynd
тенка	tyndt
тенка	tynde
древни	gammelt
древни	ældgammel
мајсен	meissen
хемијата	kemi
романтична	romantiske
романтична	romantisk
романтична	romantiker
романтична	romantik
лео	leo
прогласувањето	erklærer
мулти	multi
мулти	fler
мирно	støt
мирно	fredelige
мирно	fredfyldt
мирно	fredelig
мирно	fredeligt
цивили	civilister
цивили	civile
планинарски	bjergbestigning
желби	ønsker
желби	trangen
желби	lyster
желби	begær
утврден	fastslået
утврден	etableret
утврден	etablerede
мат	bastard
мат	køter
мат	matt
мат	mat
мат	matte
мат	mat
мат	måtten
мат	mat
алтернативна	suppleant
алтернативна	alternativt
алтернативна	alternativ
насилно	voldsomt
насилно	voldeligt
насилно	voldelige
насилно	voldsomt
насилно	voldelig
насилно	voldeligt
насилно	voldsom
свињи	grise
свињи	svin
анимирани	animeret
корелација	korrelation
формација	dannelse
формација	formation
формација	stiftelse
опус	opus
ловец	jægeren
ловец	hunter
ловец	jæger
славни	kendte
славни	berømtheder
нибали	nibali
бауцен	bautzen
екрани	skærme
екрани	skærmene
потсдам	potsdam
длабок	deep
длабок	dybe
длабок	dyb
длабок	dybt
земјотреси	jordskælv
покривот	tag
покривот	taget
интересна	interessante
интересна	spændende
интересна	interessant
сочувани	bevares
сочувани	konserveret
сочувани	bevaret
сочувани	bevarede
сочувани	konserverede
виолина	violin
пресуда	domfældelse
пресуда	overbevisning
пресуда	punktum
пресуда	sætning
пресуда	straf
пресуда	bedømmelse
пресуда	retsafgørelse
пресуда	dom
даб	dub
даб	egetræ
даб	eg
даб	oak
дизајнирана	designede
дизајнирана	designet
дизајнирана	udformet
дизајнирана	konstrueret
мајер	meier
мајер	mayer
мајер	meyer
пишан	skriftlig
пишан	skrevet
чума	plage
чума	pest
чума	pesten
вокер	walker
регистар	registrer
регистар	register
регистар	registret
регистар	register
регистар	registret
проширен	udvidede
проширен	udvidet
проширен	forstørret
проширен	udvidede
проширен	udvidet
готфрид	gottfried
универзална	universal
универзална	universelt
универзална	universelle
универзална	universel
присуствува	deltage
фраза	sætning
обезбедени	forudsat
обезбедени	medfølger
обезбедени	sikrede
обезбедени	sikret
делегат	delegerede
делегат	uddelegere
делегат	delegeret
фото	foto
фото	billede
фото	photo
грим	grimm
грим	grum
грим	grim
грим	grumme
емилија	emilia
емилија	emilie
машко	hankøn
машко	mænd
машко	mand
машко	mandlige
машко	mandlig
куполи	kupler
перси	percy
противниците	modstandere
противниците	modstanderne
трон	tronen
трон	trone
трон	tron
никарагва	nicaragua
ликвидност	likviditet
законодавство	lovgivningen
законодавство	lovgivning
гота	gotha
покажувајќи	fremvisning
покажувајќи	viser
покажувајќи	demonstrere
покажувајќи	demonstrerer
руанда	rwanda
благодарност	taknemlighed
благодарност	taknemmelighed
благодарност	påskønnelse
благодарност	værdsættelse
гласини	rygterne
гласини	rygter
гласини	rygter
гласини	rygter
гласини	rygte
терени	kurser
терени	kurserne
терени	terrænet
терени	terræn
даноците	skatter
даноците	afgifter
мапа	kort
мапа	landkort
масакр	massakrer
масакр	massakre
масакр	massakren
санто	santo
голи	nøgen
голи	nøgne
васко	vasco
поединец	individuelt
поединец	individ
поединец	individuelle
поединец	individuel
бизнисмен	forretningsmand
старт	start
старт	starter
старт	begynd
плутон	pluto
персијците	persere
духовно	spirituelle
духовно	åndeligt
духовно	åndelige
духовно	spirituel
духовно	åndelig
духовно	åndeligt
духовно	åndelig
плочки	fliser
плочки	låge
плочки	fliser
плочки	brikker
оро	oro
укинување	ophævelse
укинување	afskaffelse
укинување	ophævelse
укинување	løfte
укинување	løft
укинување	afskaffer
укинување	afskaffe
укинување	afskaffes
маите	mayan
маите	mayaerne
творец	opretter
творец	skaber
творец	skaberen
реге	reggae
реге	reggaeton
одбиен	forkastet
одбиен	afviste
одбиен	afvist
одбиен	nægtet
одбиен	afvist
одбиен	afslået
фотограф	fotograf
фотограф	fotografen
полноќ	midnat
асен	assen
сомалија	somalia
примарен	primære
примарен	primært
примарен	primær
покривање	dækning
покривање	dækningsområde
алгоритам	algoritme
вдовица	enke
вдовица	enken
иселеници	emigranter
преведува	oversætter
преведува	oversætte
преведува	oversæt
ефективно	effektivt
навики	vaner
галерии	gallerier
слободи	frihedsrettigheder
слободи	friheder
слободи	frihedsrettighederne
слободи	frihedsrettigheder
слободи	friheder
слободи	frihedsrettighederne
контроверзии	kontroverser
контроверзии	polemik
контроверзии	strid
контроверзии	kontrovers
контроверзии	kontroverser
контроверзии	uenighed
востанија	opstande
филипини	filippinerne
китови	hvaler
китови	hvalerne
тренери	busser
тренери	trænere
тренери	personvogne
тренери	rutebiler
бошњаци	bosniere
месје	messier
напредни	avancerede
напредни	avanceret
напредни	fremskreden
фергусон	ferguson
партиски	party
партиски	fest
партиски	part
партиски	parti
новак	novak
јудаизмот	jødedommen
магдебург	magdeburg
потпишување	underskriver
потпишување	underskrift
потпишување	undertegnelse
потпишување	underskrivelse
галаксијата	galaksen
галаксијата	galakse
галаксијата	galaxy
дива	vildt
дива	vilde
дива	vildtlevende
дива	wild
дива	vild
дива	diva
реклама	kommerciel
реклама	kommercielt
реклама	kommercielle
маркус	marcus
маркус	markus
пензиски	pension
логор	lejren
логор	camp
логор	lejr
описи	beskrivelser
описи	betegnelser
фрајбург	freiburg
еднорог	enhjørning
ерменски	armenien
ерменски	armenske
риболов	fiskeri
риболов	fiskede
риболов	fisker
риболов	fiske
лестер	lester
лестер	leicester
раствор	solvent
раствор	opløsningsmidler
раствор	solvens
раствор	opløsningsmiddel
раствор	løsning
раствор	opløsning
андреас	andreas
андреас	andries
примаат	modtager
примаат	modtag
примаат	modtage
разгледување	gennemsyn
разгледување	browsing
разгледување	sightseeing
ментално	mentale
ментално	mentalt
ментално	psykiske
ментално	psykisk
ментално	mental
ментално	mentalt
ментално	psykisk
