teolog	теолог
zalihe	залихи
usvojena	посвоен
usvojena	усвоена
usvojena	усвоени
usvojena	усвои
usvojena	посвоена
usvojena	усвоено
instrumente	инструменти
fotografiju	фотографија
fotografiju	фотографијата
fotografiju	фото
ilirska	илирски
krugovi	кругови
zagorje	загорје
komplikacija	компликации
komplikacija	компликација
komplikacija	компликации
komplikacija	компликација
dobitnici	добитниците
dobitnici	добитници
dobitnici	победниците
dobitnici	победници
crawford	крафорд
konrad	конрад
lana	лана
crtež	цртеж
crtež	цртање
crtež	ждрепката
doboj	добој
gupta	гупта
tiger	тигар
kara	кара
kos	кос
pivo	пиво
zakonski	правно
zakonski	законски
zakonski	легално
prah	прав
prah	прашина
prah	пудра
prah	прав
prah	прашок
prah	барут
alternativni	алтернатива
alternativni	алтернативен
alternativni	алтернативна
daniela	даниела
daniela	даниел
strategije	стратегии
strategije	стратегија
tipični	типично
tipični	типичен
tipični	типична
tipični	типични
sfere	сфери
psima	кучиња
hrasta	даб
torinu	торино
bataljun	батаљон
bataljun	баталјон
gloria	глориа
gloria	глорија
moderno	модерен
moderno	модерно
moderno	модерни
moderno	современ
moderno	модерна
moderno	модерно
moderno	модерни
berkeley	беркли
shi	ши
centri	центри
centri	центри
armstrong	армстронг
ranjeno	ранет
ranjeno	ранети
ranjeno	ранета
ranjeno	повредени
uživao	уживав
uživao	уживаа
uživao	уживаше
perkins	перкинс
prijateljstva	пријателства
prijateljstva	другарство
prijateljstva	пријателство
bečki	виенската
neo	neo
neo	нео
seksualno	полов
seksualno	сексуално
seksualno	сексуална
seksualno	сексуални
seksualno	сексуално
spielberg	спилберг
dodavanje	додавање
dodavanje	додавајќи
arsen	арсен
sačuvati	зачувување
sačuvati	зачува
mesić	месиќ
pravna	легално
pravna	законска
pravna	легална
pravna	правна
pravna	легален
pravna	правен
marine	marina
marine	марина
marine	маринец
trend	тренд
poželjno	посакувана
poželjno	пожелно
distribucija	распределба
distribucija	дистрибуција
gruzijski	грузиски
medijski	мултимедија
medijski	медиуми
propustio	промаши
propustio	пропуштени
propustio	промашил
propustio	пропушти
ravnica	обичен
ravnica	обична
ravnica	рамнина
ravnica	рамнини
pre	пре
prihod	приход
prihod	приходи
prihod	приход
prihod	приходи
prihod	примања
izum	изумот
izum	изум
izum	пронајдок
hopkins	хопкинс
ratnici	воини
subjekt	субјектот
subjekt	тема
subjekt	предмет
subjekt	субјект
salzburg	салзбург
luca	лука
proračun	буџет
magdalena	магдалена
magdalena	магдалена
detektiv	детектив
detektiv	детективот
promijeni	промени
promijeni	промена
promijeni	смени
promijeni	измени
rame	рамо
sluga	слуга
mentor	ментор
mučenik	маченик
pošalje	праќа
pošalje	испраќа
rachel	rachel
rachel	рејчел
obavezno	задолжително
naoružani	вооружена
naoružani	наоружан
naoružani	вооружени
naoružani	вооружен
zaštićeno	заштитени
zaštićeno	заштитена
zaštićeno	заштитен
zaštićeno	заштитено
prorok	пророк
noviji	понови
noviji	понова
kristu	криста
león	леон
čarape	чорапи
zamisao	замисла
zamisao	поим
zamisao	идеја
zamisao	идеа
spomenuo	споменати
spomenuo	спомнато
spomenuo	спомнав
spomenuo	споменат
spomenuo	спомна
