que	that
essencial	essential
moro	moro
colorado	colorado
bestiar	cattle
dramàtica	dramatic
compra	purchase
compra	buy
dialecte	dialect
gat	cat
professors	teachers
vents	winds
originari	originating
amenaçada	threatened
liberals	liberals
angles	angles
drac	dragon
union	union
governació	governorate
rugbi	rugby
ací	here
milió	million
hawaii	hawaii
empresonat	imprisoned
classificacions	classifications
típica	typical
convèncer	convince
txeca	czech
bacteris	bacteria
adaptar	adapt
fiscal	prosecutor
kansas	kansas
tub	tube
java	java
oliva	oliva
patrick	patrick
identificació	identification
bbc	bbc
tombes	graves
cervell	brain
herbert	herbert
tèxtil	textile
lluites	struggles
devia	owed
julio	julio
àtoms	atoms
múscul	muscle
júpiter	jupiter
mobles	furniture
eva	eva
acompanyar	accompany
organitza	organizes
nil	nil
nil	nile
químics	chemists
químics	chemicals
casas	houses
casas	casas
interacció	interaction
incorpora	incorporates
directors	directors
arizona	arizona
douglas	douglas
recta	straight
botànic	botanist
anualment	annually
arquitectes	architects
entrades	tickets
trobades	encounters
ciutadella	citadel
propaganda	propaganda
formalment	formally
chris	chris
abundant	abundant
tòquio	tokyo
manifest	manifesto
enfrontament	showdown
repertori	repertoire
iguals	equals
gordon	gordon
canviat	changed
commons	commons
irregular	irregular
eivissa	ibiza
localitats	localities
sena	sena
sena	seine
lawrence	lawrence
luigi	luigi
volien	wanted
ribes	ribes
mira	look
pressupost	budget
argentí	argentine
manchester	manchester
observacions	comments
esfera	sphere
tancament	closure
bàsics	basic
aviació	aviation
intern	internal
forat	hole
brian	brian
batalló	battalion
montjuïc	montjuïc
sam	sam
modernista	modernist
córrer	run
natació	swimming
impuls	impulse
impuls	momentum
cares	faces
patrons	patterns
caire	cairo
narrativa	narrative
militant	militant
azerbaidjan	azerbaijan
rànquing	ranking
rànquing	rankings
captura	capture
extern	external
pirates	pirates
destruït	destroyed
compartir	share
igualada	igualada
progrés	progress
recórrer	resorting
tempesta	storm
olot	olot
tanca	close
tanca	fence
video	video
popularment	popularly
dimensió	dimension
wagner	wagner
plaques	plates
anells	rings
civilització	civilization
urbanització	urbanization
stalin	stalin
url	url
resistir	resist
esquema	scheme
esquema	outline
esquema	schema
gros	gros
protocol	protocol
deessa	goddess
pons	pons
proximitat	proximity
cobertes	covered
cobertes	decks
vèncer	defeating
mac	mac
houten	houten
otto	otto
afectar	affect
organista	organist
fragment	fragment
humor	mood
humor	humour
creuer	cruise
rellevància	relevance
ballet	ballet
començant	starting
compon	compose
instruccions	instructions
xipre	cyprus
igualtat	equality
manifestacions	demonstrations
gilbert	gilbert
progressivament	progressively
limitat	limited
vincent	vincent
rotació	rotation
gossos	dogs
jugant	playing
inscripcions	inscriptions
representada	represented
contribucions	contributions
films	films
operatiu	operational
proposa	proposes
mòbil	mobile
excavacions	excavations
costum	habit
detingut	arrested
uefa	uefa
gravetat	gravity
lema	motto
baronia	barony
anoia	anoia
roberto	roberto
classis	classis
dits	fingers
doctorat	phd
horitzontal	horizontal
campament	camp
contrast	contrast
delegat	delegate
capaços	capable
noi	boy
legislació	legislation
austríac	austrian
anton	anton
nicolas	nicolas
gòtica	gotham
fortuna	fortune
sòlid	solid
guatemala	guatemala
arqueologia	archaeology
calcular	calculate
coves	caves
mesquita	mosque
equacions	equations
façanes	facades
harold	harold
electricitat	electricity
detectar	detect
vaga	strike
característic	characteristic
jacob	jacob
march	march
egipci	egyptian
rcd	rcd
experiments	experiments
entrenament	training
entrenament	workout
seguiment	tracking
descobreix	discover
periodisme	journalism
posant	putting
fox	fox
vaticà	vatican
tenor	tenor
bwv	bwv
fòrum	forum
escales	stairs
escales	scales
quartet	quartet
aràbia	arabia
mecanismes	mechanisms
comentari	comment
infància	childhood
triangle	triangle
reserves	reservations
insecte	insect
musulmà	muslim
ucraïnès	ukrainian
projecció	projection
suís	swiss
determinats	certain
ptolemeu	ptolemy
proclamat	proclaimed
leopold	leopold
subfamília	subfamily
sultan	sultan
dirigents	leaders
gabinet	cabinet
deportivo	deportivo
pit	chest
facilitat	ease
facilitat	facilitated
bartomeu	bartholomew
cobertura	coverage
bosch	bosch
jim	jim
ferit	hurt
fusionar	merge
howard	howard
plus	plus
conversió	conversion
concessió	concession
llistat	listing
freda	freda
experts	experts
extensa	extensive
discos	disks
isaac	isaac
visir	vizier
franc	franc
hongarès	hungarian
duquessa	duchess
variació	variation
jurat	jury
bull	bull
àcids	acids
receptor	receptor
receptor	receiver
barrera	barrera
barrera	barrier
roses	roses
atlético	atlético
columbia	columbia
demostrat	demonstrated
associats	associates
viola	viola
escocès	scots
aparells	appliances
pensa	think
pensa	thinks
tarda	afternoon
poetes	poets
aliment	sustenance
addicional	additional
passatgers	passengers
htm	htm
plat	dish
rambla	rambla
ibrahim	ibrahim
alcohol	alcohol
martorell	martorell
frankfurt	frankfurt
definit	defined
definit	definite
song	song
classificat	classified
raigs	rays
victoria	victoria
mantenint	keeping
mantenint	maintaining
olympic	olympic
especialitzat	specialized
denis	denis
configuració	setup
configuració	configuration
alliberat	freed
adoptat	adopted
llop	wolf
danès	danish
realitzen	perform
evidència	evidence
sydney	sydney
versos	verses
protectorat	protectorate
doblada	dubbed
marines	marines
explicació	explanation
globe	globe
xinesos	chinese
derivat	derivative
lent	lens
lent	slow
anthony	anthony
adult	adult
finca	finca
sisè	sixth
directora	director
creus	crosses
manuscrit	manuscript
tretze	thirteen
vuitanta	eighty
ginebra	geneva
philippe	philippe
desconeguda	unknown
estabilitat	stability
navarro	navarro
testimonis	witnesses
calais	calais
expressa	expresses
negativa	refusal
kenya	kenya
mahmud	mahmud
víctima	victim
priorat	priorat
correspondència	correspondence
expulsat	expelled
expulsat	ejected
experimental	experimental
trama	plot
afganistan	afghanistan
espines	thorns
brasiler	brazilian
dependències	units
dependències	dependencies
broadway	broadway
immigrants	immigrants
verds	greens
bou	bou
típicament	typically
jornada	day
especialista	specialist
circulació	circulation
síndrome	syndrome
cronologia	timeline
croada	crusade
impressió	impression
impressió	printing
pagesos	peasants
terror	terror
ricardo	ricardo
une	une
russell	russell
obrer	workman
rovira	rovira
paisatges	landscapes
adams	adams
reduïda	reduced
atorgat	granted
janeiro	janeiro
instrucció	instruction
faria	faria
damasc	damascus
descendència	offspring
metges	doctors
ripoll	ripoll
refugiats	refugees
crema	burn
crema	cream
pseudònim	pseudonym
tresor	treasure
lea	lea
assentaments	seats
marta	marta
ossos	bones
lorena	lorena
lorena	lorraine
medina	medina
dipòsits	deposits
afecta	affects
exploració	exploration
exploració	scan
tervuren	tervuren
generacions	generations
conques	basins
heinrich	heinrich
federico	federico
funcionaris	officials
agulla	needle
genètica	genetics
probabilitat	probability
parròquies	parishes
suposadament	supposedly
privilegis	privileges
comerciants	traders
centro	centro
harmonia	harmony
esquena	back
declarada	declared
permès	allowed
dibuixant	cartoonist
interpreta	interprets
eliminació	removal
eliminació	elimination
astronomia	astronomy
istanbul	istanbul
alabama	alabama
plural	plural
barberà	barberà
ignasi	ignasi
conte	conte
sobrenom	nickname
pregunta	question
visites	visits
clients	customers
clients	clients
adaptat	adapted
ramaderia	livestock
resultant	resulting
dedica	dedicates
dedica	devotes
pendent	pending
gènova	genoa
dissenys	designs
espectacles	shows
caucas	caucasus
nacionalisme	nationalism
tailàndia	thailand
inaugurat	inaugurated
promesa	engaged
rey	rey
dita	dita
paràmetre	parameter
àmbits	areas
beta	beta
sri	sri
aventura	adventure
carib	caribbean
holanda	holland
transferència	transfer
transferència	transference
produccions	productions
enviats	sent
arguments	arguments
esquí	skiing
duresa	hardness
georg	georg
residents	residents
ombra	shadow
magnètic	magnetic
virrei	viceroy
parcs	parks
renovació	renewal
multitud	crowd
concedit	granted
maresme	maresme
pistes	tracks
bois	bois
preus	prices
desembocadura	mouth
christopher	christopher
racing	racing
llicenciat	graduate
parlat	spoken
muntatge	mounting
taques	spots
derivada	derivative
iniciat	started
ocupant	occupying
residus	waste
documentada	documented
crimea	crimea
sagrat	sacred
tunísia	tunisia
mercats	markets
externa	external
aux	aux
consellers	counselors
zool	zool
fischer	fischer
cugat	cugat
moreno	moreno
originàriament	originally
transmetre	transmit
habitació	room
dan	dan
memòries	memoirs
pour	pour
participant	participant
triple	triple
extremadament	extremely
reconeix	recognizes
reconeix	acknowledge
far	lighthouse
vinya	vineyard
monestirs	monasteries
portaveu	spokesperson
llull	llull
servidor	server
moore	moore
coronat	crowned
molècula	molecule
dublín	dublin
llinatge	lineage
bàsic	basic
inspirat	inspired
introduït	introduced
mínima	minimal
específics	specific
col	cabbage
col	col
hernández	hernández
hernández	hernandez
assassinats	murders
visitants	visitors
paraguai	paraguay
vela	candle
vela	sailing
balcó	balcony
vídeos	videos
talent	talent
talent	talented
fidels	loyal
casament	wedding
toscana	tuscany
manel	manuel
manel	manel
manuscrits	manuscripts
cornisa	ledge
luna	luna
venut	sold
constància	perseverance
anuals	annual
màlaga	málaga
màlaga	malaga
elementals	elemental
reputació	reputation
semifinals	semifinals
rodatge	shooting
ateneu	ateneo
triat	chose
mides	sizes
orgànica	organic
emilio	emilio
virtut	virtue
european	european
php	php
mexicà	mexican
florals	floral
platges	beaches
ciutadà	citizen
periòdic	newspaper
benefici	benefit
espectre	spectrum
supervivència	survival
específicament	specifically
inversió	inversion
inversió	investment
suggereix	suggest
suggereix	suggests
fenòmens	phenomena
fenòmens	freaks
ciutadania	citizenship
positiu	positive
oriol	oriol
traçat	tracing
granja	farm
laura	laura
vegetal	vegetable
habilitats	abilities
habilitats	skills
somni	dream
golfes	attic
polèmica	controversy
trinitat	trinity
trinitat	trinidad
index	index
pokémon	pokémon
camerun	cameroon
banu	banu
leonardo	leonardo
picasso	picasso
bagdad	baghdad
parma	parma
kíev	kiev
marsella	marseille
simetria	symmetry
road	road
client	client
vigo	vigo
rebel	rebel
extractives	extractive
departaments	departments
freqüentment	frequently
llit	bed
accedit	accessed
creure	believe
solsona	solsona
felipe	felipe
mantingut	kept
experiment	experiment
tauler	dashboard
tauler	board
muñoz	muñoz
sonata	sonata
baden	baden
sessió	session
sessió	meeting
alumne	student
otó	oto
còrsega	corsica
poblet	poblet
castellar	castellar
fonamentalment	fundamentally
pals	pals
pals	sticks
ros	ros
fleques	bakeries
sepultura	grave
who	who
relats	stories
narcís	narcissus
pèl	hair
harvard	harvard
niça	nice
adrià	hadrian
nadius	natives
taronja	orange
percentatge	percentage
percentatge	percent
blues	blues
manifestació	demonstration
altament	highly
bruce	bruce
recurs	appeal
recurs	resource
permetent	allowing
lector	reader
republicans	republicans
eliminat	deleted
eliminat	removed
ordenat	ordained
ordenat	ordered
perfectament	perfectly
monumental	monumental
acollir	hosting
aportar	provide
budapest	budapest
ter	ter
reflecteix	reflect
aparegut	appeared
activament	actively
honors	honours
honors	honors
noies	girls
incorporació	incorporation
egipcis	egyptians
valle	valle
conclusió	conclusion
manga	manga
modalitat	mode
aparentment	apparently
contactes	contacts
còmics	comics
favorable	favourable
favorable	favorable
ram	ram
senegal	senegal
allah	allah
hugo	hugo
african	african
mestra	teacher
pre	pre
balcons	balconies
marshall	marshall
non	non
ernst	ernst
feble	weak
profund	deep
aprovada	approved
psicologia	psychology
confusió	confusion
circuits	circuits
feudal	liege
croats	croats
forats	holes
land	land
llegendes	legends
ambaixada	embassy
cala	cala
modificació	modification
efectiu	cash
efectiu	effective
minoria	minority
aragonès	aragonese
rose	rose
diàleg	dialogue
magistrat	magistrate
hospitalet	hospitalet
ann	ann
viva	viva
normandia	normandy
gravats	engravings
àudio	audio
gramàtica	grammar
esperava	awaited
vigilància	surveillance
referèndum	referendum
socis	partners
centímetres	centimeters
infecció	infection
delhi	delhi
fàbriques	factories
raymond	raymond
sentència	judgment
definida	definite
tendències	trends
lucas	lucas
foment	foment
antoine	antoine
llança	spear
quercus	quercus
protagonistes	protagonists
valencia	valencia
quint	quintus
vestits	dresses
out	out
ludwig	ludwig
arena	arena
sorpresa	surprise
krasnodar	krasnodar
altiplà	plateau
reunions	meetings
explosió	explosion
rasa	rasa
lideratge	leadership
fruita	fruit
construïts	constructed
demostració	demo
demostració	demonstration
humitat	humidity
centra	center
lió	lyon
tela	cloth
personalitats	personalities
perdent	losing
comissari	commissioner
bòsnia	bosnia
informes	reports
angola	angola
atp	atp
suau	soft
suau	smooth
poderós	mighty
poderós	powerful
tronc	trunk
identificat	identified
ocupen	occupy
negociar	negotiate
bancs	banks
regència	regency
defensor	defender
superfícies	surfaces
expulsió	expulsion
nazis	nazis
bohèmia	bohemia
guitarrista	guitarist
terratrèmol	earthquake
estàtues	statues
aportació	input
aportació	contribution
túnel	tunnel
eulàlia	eulalia
guerrers	warriors
competències	skills
competències	powers
experiències	experiences
tsar	tsar
infraclassis	infraclassis
atletisme	athletics
proporcions	proportions
aportacions	contributions
enfrontaments	clashes
alejandro	alejandro
orange	orange
setze	sixteen
fil	fil
fil	thread
malta	malta
júnior	junior
sentiment	feeling
directiva	directive
vital	vital
laurent	laurent
accepta	accepts
accepta	accept
trasllat	transfer
equatorial	equatorial
finances	finance
dependència	dependency
desplaçament	displacement
desplaçament	offset
dinàmica	dynamic
japan	japan
cantonada	corner
milles	miles
cercles	circles
auxiliar	auxiliary
fresc	fresh
presidents	presidents
coordinació	coordination
formacions	ensembles
formacions	formations
tractaments	treatments
opcions	options
quilòmetre	kilometre
paolo	paolo
corrupció	corruption
alfa	alpha
conrad	conrad
disminució	decrease
montcada	montcada
interfície	interface
pintat	painted
canes	canes
canes	cannes
fang	fang
reconstruir	rebuild
considerablement	considerably
obrers	workers
kennedy	kennedy
tinguin	have
turons	hills
anal	anal
galeries	galleries
activista	activist
prado	prado
parker	parker
toni	toni
sessions	sessions
concloure	conclude
mongols	mongols
governadors	governors
copenhaguen	copenhagen
veí	neighbour
veí	neighbor
receptors	receivers
mariano	mariano
fabricant	manufacturer
contenir	contain
incident	incident
pàtria	homeland
pàtria	fatherland
velocitats	speeds
elizabeth	elizabeth
enzim	enzyme
mental	mental
edificació	building
despeses	expenses
oregon	oregon
religions	religions
opinions	feedback
cria	breeding
corredor	runner
corredor	corridor
incorporat	incorporated
publi	publius
prosa	prose
significatiu	meaningful
louisiana	louisiana
contaminació	pollution
necessàries	necessary
creences	beliefs
colonització	colonization
bàsiques	basic
codis	codes
destinació	destination
destinació	destiny
assistent	assistant
assistent	wizard
líbia	libya
garriga	garriga
osca	huesca
malàisia	malaysia
garrotxa	garrotxa
ottawa	ottawa
minut	minute
psc	psc
tennessee	tennessee
demogràfica	demographic
bailey	bailey
catorze	fourteen
maurici	mauritius
cròniques	chronicles
festivitat	festivity
suite	suite
gra	grain
gra	gra
alumini	aluminium
alumini	aluminum
fide	fide
xifres	figures
wolfgang	wolfgang
processó	procession
rics	rich
foix	foix
melle	melle
reforçar	strengthen
teatres	theaters
comporta	behaves
cross	cross
escorça	bark
llibreria	bookstore
liu	liu
enregistrament	recording
evangeli	gospel
flauta	flute
conducta	conduct
transcripció	transcription
transcripció	transcript
pacient	patient
sibèria	siberia
ivori	ivory
arnold	arnold
salvatge	wild
salvatge	savage
diplomàtic	diplomat
mexicana	mexicana
weber	weber
cinturó	belt
posen	posen
plats	dishes
bassa	raft
comitès	committees
races	breeds
test	test
party	party
essencialment	essentially
infraordo	infraordo
sisena	sixth
nebraska	nebraska
flamenc	flamenco
flamenc	flemish
extracció	extraction
varsòvia	warsaw
down	down
franquisme	francoism
mercuri	mercury
teula	teja
personalment	personally
mèdica	medical
cabal	flow
about	about
ordenació	sorting
cartago	carthage
setè	seventh
monges	nuns
oposat	opposite
hàbitats	habitats
myers	myers
sinònim	synonym
castillo	castillo
parells	peers
parells	pairs
endèmica	endemic
puntes	lace
fra	fra
representava	pictured
rao	rao
sentiments	feelings
acceptat	accepted
prim	prim
avançada	advanced
estretament	closely
sòls	soils
sòls	floors
discussions	discussions
vides	lives
expedicions	expeditions
primo	primo
finançament	financing
finançament	funding
plom	lead
cota	cota
ment	mind
zuric	zürich
zuric	zurich
fotògraf	photographer
canviant	changing
disney	disney
wii	wii
òptica	optics
penal	criminal
newton	newton
estrany	strange
dalmau	dalmau
hamilton	hamilton
líban	lebanon
polar	polar
hammond	hammond
murray	murray
consolidar	consolidate
consolidar	consolidating
blog	blog
cereals	cereals
cereals	cereal
pitjor	worst
traductor	translator
emirat	emirate
aleksandr	aleksandr
lleuger	slight
lleuger	lightweight
resident	resident
jugat	played
bolonya	bologna
emmagatzematge	storage
militants	atheists
militants	militants
saturn	saturn
toca	tap
uicn	iucn
jiménez	jiménez
funcional	functional
verb	verb
sport	sport
renom	renowned
renom	renown
temporalment	temporarily
assessor	adviser
independentment	regardless
formatge	cheese
shakespeare	shakespeare
cridat	screamed
cridat	called
tenerife	tenerife
quebec	quebec
ciceró	cicero
sencer	whole
citar	cite
franklin	franklin
bombardeig	bombardment
ducs	dukes
stuttgart	stuttgart
classificats	classified
jonathan	jonathan
solista	soloist
campus	campus
vector	vector
aixecament	lifting
algorisme	algorithm
metre	meter
abraham	abraham
etiqueta	label
poètica	poetic
duran	duran
duran	durán
pen	pen
hola	hello
plenament	fully
segre	segre
billy	billy
primitiu	primitive
parents	relatives
sigles	acronym
redueix	reduces
socks	socks
malalt	sick
beethoven	beethoven
creença	belief
grant	grant
athletic	athletic
avantatges	advantages
avantatges	pros
utah	utah
vari	vario
morter	mortar
defensors	defenders
ross	ross
molina	molina
cotó	cotton
emplaçament	placement
emplaçament	location
sporting	sporting
antena	antenna
juntes	boards
apple	apple
crèdits	credits
convocar	convene
gerard	gerard
stanley	stanley
seda	silk
narra	narrates
creats	created
panorama	panorama
connecta	connect
bombes	pumps
bombes	bombs
faraó	pharaoh
calci	calcium
sonda	probe
dissabte	saturday
lectors	readers
academia	academy
bec	bec
adequada	adequate
aletes	fins
hispània	hispania
aguilar	aguilar
estònia	estonia
territorials	territorial
quelcom	something
notació	notation
clark	clark
nitrogen	nitrogen
main	main
kelly	kelly
botànica	botany
reflexió	reflection
pasqua	passover
màrtirs	martyrs
cnt	cnt
distàncies	distances
escenaris	scenarios
oberts	open
requisits	requirements
convergència	convergence
rebuig	rejection
corneli	cornelius
hermann	hermann
dissoldre	dissolve
opus	opus
protestes	protests
modifica	modify
regulació	regulation
simultàniament	simultaneously
pequín	beijing
administradors	admins
realisme	realism
fita	cairn
eixos	axes
benjamin	benjamin
convidat	guest
lincoln	lincoln
somàlia	somalia
polonesa	polonaise
defecte	defect
lleialtat	loyalty
demòcrata	democrat
issn	issn
matèries	materials
periodistes	journalists
germain	germain
berga	berga
córdoba	córdoba
instrumental	instrumental
armeni	armenian
soroll	noise
off	off
armament	weaponry
mel	honey
morgan	morgan
consort	consort
planificació	planning
islàndia	iceland
perfecte	perfect
charlie	charlie
retorna	returns
armat	armed
guy	guy
localitzat	localised
localitzat	localized
kim	kim
queensland	queensland
documentals	documentaries
discs	disks
considerades	considered
adquirit	acquired
protesta	protest
noruec	norwegian
rarament	rarely
modes	modes
negatiu	negative
meta	meta
extrema	extreme
successivament	successively
ahmed	ahmed
islàmic	islamic
filial	subsidiary
míssils	missiles
som	som
fonaments	fundamentals
glòria	gloria
glòria	glory
bloqueig	locking
bloqueig	lock
assolit	reached
camperols	peasants
gràfics	graphics
constants	constant
astrònom	astronomer
ambiental	environmental
helena	helena
europe	europe
respon	reply
für	für
pins	pines
contraforts	spurs
eta	eta
recollida	pickup
recollida	collection
trastorns	disorders
ghana	ghana
relíquies	relics
alex	alex
produint	producing
lanka	lanka
canadenc	canadian
físics	physicists
utilitat	utility
dell	dell
estàndards	standards
orelles	ears
restaurat	restored
positiva	positive
norman	norman
establint	establishing
malalts	sick
fina	fina
fina	thin
exposar	expose
càmeres	cameras
fabra	fabra
trio	trio
iemen	yemen
divendres	friday
aproximada	fuzzy
circ	circus
corpus	corpus
islàmica	islamic
potent	powerful
barça	barça
creta	crete
garona	garonne
dramaturg	playwright
influenciat	influenced
àrbitre	referee
visibles	visible
amiga	amiga
conductor	driver
galàxies	galaxies
volcà	volcano
ferides	wounds
intèrpret	interpreter
casc	helmet
oficis	trades
divina	divine
ltd	ltd
tribú	tribune
determina	determines
practicar	practise
orbital	orbital
combina	combines
realitzant	performing
aparent	apparent
suspensió	suspension
alsàcia	alsace
alternatiu	alternative
alternatiu	alternate
governants	rulers
nevada	nevada
toronto	toronto
escollida	chosen
latm	latm
bastida	scaffolding
analitzar	analyze
leo	leo
robin	robin
longm	longm
coet	rocket
abundants	abundant
accent	accent
pilastres	pilasters
deixebles	disciples
controvèrsia	controversy
controvèrsia	dispute
alí	ali
fidelitat	fidelity
focus	focus
emperadriu	empress
blanco	blanco
pura	pure
queen	queen
vermells	reds
lesió	injury
lesió	lesion
roland	roland
operador	operator
simó	simon
crim	crime
dionís	dionysus
dionís	dionysius
sans	sans
mite	myth
mer	mer
enzims	enzymes
inspecció	inspection
barroca	baroque
productors	producers
càrregues	loads
zeus	zeus
suárez	suarez
directes	direct
frases	phrases
frases	sentences
estel	star
barbara	barbara
cercador	seeker
requereixen	require
acceptació	acceptance
mari	mari
semicircular	semicircular
plàstic	plastic
malament	wrong
donald	donald
enfocament	approach
expressions	expressions
tanzània	tanzania
extremadura	extremadura
guanyadora	winner
confluència	confluence
núvols	clouds
dewey	dewey
telescopi	telescope
dissenyada	designed
pròleg	prologue
zhang	zhang
bros	bros
dimitir	resign
conselleria	counseling
útils	helpful
profundament	deeply
jutjat	courthouse
bengala	bengal
reconeguts	recognized
convencional	conventional
consideració	consideration
procediments	procedures
gradualment	gradually
pobre	poor
fantasia	fantasy
mongòlia	mongolia
prohibició	prohibition
adquisició	acquisition
optar	opt
restaurada	restored
quins	what
extra	extra
interpretacions	interpretations
cable	wire
cable	cable
afrique	afrique
blasco	blasco
especialitat	specialty
barres	bars
músculs	muscles
lunar	lunar
mons	mons
lesions	injuries
dominació	domination
abc	abc
educatiu	educational
garrigues	garrigues
automàticament	automatically
violinista	fiddler
radicals	radicals
johnny	johnny
capacitats	capabilities
dissenyador	designer
asteroide	asteroid
beat	beat
elena	elena
roberts	roberts
qualitats	qualities
porc	pig
solidaritat	solidarity
maçoneria	masonry
kevin	kevin
pluges	rains
innovació	innovation
secretaria	secretariat
legals	legal
barca	barca
ortografia	spelling
roy	roy
complexes	complex
nois	boys
nois	guys
atemptat	assassination
dictador	dictator
jurista	jurist
wang	wang
disciplines	disciplines
conflent	conflent
prima	cousin
anarquista	anarchist
presos	prisoners
preguntes	questions
nena	nena
teu	yours
hessen	hesse
afectat	concerned
regularment	regularly
avançat	advanced
alessandro	alessandro
extens	extensive
neteja	clear
neteja	cleaning
supercopa	supercopa
disparar	shoot
jules	jules
disposats	willing
jaime	jaime
afluents	tributaries
causant	deceased
supervivents	survivors
malik	malik
mora	mora
galàxia	galaxy
complexitat	complexity
biografies	biographies
edificacions	buildings
cremar	burn
culpa	guilt
sodi	sodium
defenses	defenses
barret	hat
unión	unión
forestal	forestry
elx	elche
níger	niger
nepal	nepal
processament	processing
estimat	loved
giacomo	giacomo
financer	financial
soci	partner
grahamstown	grahamstown
like	like
comparteix	share
sabia	knew
romanès	romanian
esparta	sparta
fongs	fungi
renovar	renew
johannes	johannes
economista	economist
rossini	rossini
diferenciar	differentiate
seguí	followed
cantants	singers
traïció	treason
paco	paco
estrictament	strictly
roser	roser
leftarm	leftarm
censura	censorship
combustió	combustion
niem	niem
koch	koch
comprensió	understanding
seqüències	sequences
investigar	investigate
calcula	calculate
pantà	swamp
pantà	marsh
carlemany	charlemagne
revelar	reveal
fitxers	files
mit	mit
fortaleses	fortresses
serrano	serrano
taxes	fees
txec	czech
modernisme	modernism
serres	serres
aïllat	isolated
necessàriament	necessarily
rehabilitació	rehabilitation
veient	watching
immigració	immigration
hab	viv
tracte	deal
protestant	protestant
partidari	supporter
dame	dame
casals	casals
festivals	festivals
obtenció	obtaining
minor	minor
jutges	judges
montana	montana
mercaderies	goods
mercaderies	freight
filip	filip
caritat	charity
ions	ions
avís	warning
filologia	philology
alice	alice
melodia	melody
elèctrics	electrical
frederick	frederick
vanguardia	vanguard
hemisferi	hemisphere
vera	vera
ruptura	breakup
costos	costs
infraestructures	infrastructure
infraestructures	infrastructures
facebook	facebook
veïna	neighbor
sanç	sancho
decidit	decided
normals	normal
campana	bell
félix	félix
havana	havana
lligues	leagues
teòric	theoretical
rec	rec
centenari	centenary
