metodele	méthodes
furtună	tempête
furtună	storm
vatican	vatican
ken	ken
remarcabil	remarquables
remarcabil	remarquable
remarcabil	remarquables
remarcabil	remarquable
subdivizate	subdivisé
subdivizate	subdivisés
biologice	biologiques
biologice	biologique
știut	saviez
știut	savait
știut	savais
știut	savaient
regulate	ordinaire
regulate	régulière
regulate	régulières
regulate	régulier
lusignan	lusignan
rwanda	rwanda
biblioteci	bibliothèques
ciudat	étrange
ciudat	bizarre
ciudat	strange
ciudat	etrange
ciudat	étrange
ciudat	bizarre
ciudat	etrange
ciudat	etrange
ciudat	impair
ciudat	étrange
ciudat	bizarre
ciudat	odd
productions	productions
națiune	nation
sinteză	synthèses
sinteză	synthèse
mal	lta
mal	mal
adăpost	abris
adăpost	abri
status	état
status	statut
tower	tour
tower	tower
pradă	proies
pradă	proie
regiment	régiment
feb	fév
feb	février
artista	artiste
artista	artistes
titan	titane
titan	titan
mărci	marques
mărci	marks
mărci	marques
revue	revue
ordinele	ordonnances
ordinele	commandes
ordinele	ordres
ozn	ovni
ozn	ovnis
fortificații	fortifications
excepții	exceptions
excepții	exception
excepții	dérogations
excepții	exemptions
excepții	dérogations
excepții	exonérations
explicații	explications
valabil	valables
valabil	valide
valabil	valable
valabil	valides
monroe	monroe
duh	génie
colubridae	colubrid
facultate	université
facultate	universitaire
facultate	collège
facultate	université
facultate	professeurs
facultate	faculté
neptun	neptune
apache	apache
apache	apaches
rezistat	résisté
rome	rome
manuscrise	manuscrits
teologice	théologique
rădăcini	racines
rădăcini	racine
monarhiei	monarchie
negocieri	négociations
negocieri	négociation
negocieri	négociations
raf	raf
ierarhia	hiérarchie
săraci	pauvre
săraci	médiocre
săraci	pauvres
mâine	demain
mâine	tomorrow
regulamentul	réglementation
regulamentul	règlement
regulamentul	régulation
regulamentul	règlementation
vina	blâme
vina	blâmer
vina	culpabilité
randy	randy
bibliografice	bibliographique
bibliografice	bibliographiques
provocate	provoqués
provocate	provoqué
provocate	provoquée
provocate	provoquées
administratorii	administrateurs
administratorii	administrateurs
colorate	coloré
colorate	colorée
colorate	coloré
colorate	colorée
colorate	colorés
versiunile	versions
far	phare
far	projecteur
dispare	disparaît
dispare	disparait
seven	seven
seven	sept
luftwaffe	luftwaffe
dorită	désirée
dorită	désiré
dorită	souhaités
dorită	souhaitée
dorită	souhaité
dorită	recherchés
dorită	recherché
dorită	recherchée
dorită	voulu
dorită	voulait
pasărea	oiseau
pasărea	oiseaux
pasărea	bird
tei	linden
tei	lime
tei	chaux
tei	citron
văduva	veuves
văduva	veuve
văduva	veuf
garcia	garcia
ark	arche
ark	ark
casetă	cassette
casetă	ruban
casetă	cassette
casetă	bande
musical	musicale
musical	musical
gyula	gyula
fericit	heureuses
fericit	joyeux
fericit	heureux
fericit	heureuse
fericit	joyeuse
olimpia	olimpia
însoțită	accompagné
însoțită	accompagnée
însoțită	accompagnées
însoțită	accompagnés
patriei	patrie
poze	photos
poze	photographies
poze	photos
poze	images
poze	photos
procent	pourcentages
procent	pourcentage
procent	pourcent
procent	pourcentage
constanta	constanta
constanta	constante
constanta	constantes
constanta	constant
constanta	constants
unguri	hongrois
armat	armés
armat	armées
armat	armé
armat	renforcé
armat	renforcés
armat	renforcée
armat	renforcées
mongolii	mongols
sodiu	sodique
sodiu	sodium
prenume	nom
prenume	patronyme
tentativă	essayé
tentativă	tentatives
tentativă	tentée
tentativă	tenté
tentativă	tentative
tentativă	hésitante
prinde	attrape
prinde	captures
prinde	attraper
accepta	accepte
accepta	accepter
accepta	acceptent
accepta	acceptez
valdemar	valdemar
lut	argileux
lut	argile
lut	clay
istria	istrie
judecat	jugée
judecat	jugés
judecat	jugé
dieter	dieter
răspândire	propagation
răspândire	étalement
răspândire	répandre
răspândire	épandage
răspândire	propagation
răspândire	répandre
