ριχάρδος	richard
μέγαρα	mansions
βασικού	basal
βασικού	basic
βασικού	grundlæggende
κρατουμένων	indsatte
κρατουμένων	fængslede
κρατουμένων	tilbageholdte
κρατουμένων	fanger
αποκαταστάθηκε	genoprettet
αποκαταστάθηκε	gendannet
αποκαταστάθηκε	genetableret
αποκαταστάθηκε	genindsat
αποκαταστάθηκε	genskabt
σιβηρία	sibirien
απορρόφηση	absorption
απορρόφηση	absorptionen
αναβάθμιση	opgradering
αναβάθμιση	opgradere
αναβάθμιση	opgradering
μογγολία	mongoliet
οχυρώσεις	befæstninger
διαλύεται	opløses
διαλύεται	opløser
διαλύεται	opløse
διαλύεται	opløses
τελικοί	finale
τελικοί	finalen
χωριστά	separat
χωριστά	særskilt
χωριστά	separat
χωριστά	særskilt
χωριστά	adskilt
χωριστά	separate
φίσερ	fisher
φίσερ	fischer
συσχέτιση	korrelation
πολωνικά	polak
πολωνικά	polske
πολωνικά	polsk
κέιν	cain
κέιν	kane
κέιν	caine
κατηγοριοποιούνται	kategoriseret
ορθογώνιο	rektangel
ορθογώνιο	rektangulær
ορθογώνιο	rektangulære
λάος	laos
πανοραμική	panoramisk
πανοραμική	panorama
κοινωνιολογία	sociologi
φτώχεια	fattigdom
φτώχεια	fattigdommen
φτωχή	fattig
φτωχή	stakkels
φτωχή	fattige
στίχο	vers
φρανκφούρτη	frankfurt
ιουστινιανού	justinian
κύριε	sir
μυστήρια	mysterier
θάλαμο	kammeret
θάλαμο	kammer
καταδίκασε	dømt
καταδίκασε	idømte
καταδίκασε	dømte
καταδίκασε	idømt
καταδίκασε	fordømt
καταδίκασε	dømt
καταδίκασε	dømte
καταδίκασε	fordømte
περιφερειακά	regional
περιφερειακά	regionalt
νύμφη	nymfe
βιογραφίες	biografier
κάμερα	kameraet
κάμερα	kamera
βαβυλώνα	babylon
τραγικό	tragisk
τραγικό	tragiske
δίκης	prøveperiode
δίκης	retssag
ανθρωπότητα	medmenneskelighed
ανθρωπότητα	menneskelighed
ανθρωπότητα	menneskeheden
ανθρωπότητα	menneskeheden
παπά	præst
παπά	prædikant
παπά	præst
αντιπρόσωποι	repræsentanter
αντιπρόσωποι	repræsentanterne
αντιπρόσωποι	delegerede
συμβούλια	rådene
ναυάγιο	skibbrud
ναυάγιο	forlis
ναυάγιο	vrag
ναυάγιο	vraget
επιβεβαιώνεται	konfirmeret
επιβεβαιώνεται	bekræftede
επιβεβαιώνεται	bekræftet
παράγωγο	afledede
ζυρίχη	zürich
ζυρίχη	zürich
συγνώμη	undskyld
σχετικότητας	relativitet
στέψη	kroning
λουκ	luke
λουκ	lukas
απαίτησε	krævede
απαίτησε	forlangte
βομβαρδισμό	bombeangreb
βομβαρδισμό	beskydning
βομβαρδισμό	bombardement
βομβαρδισμό	bombe
βομβαρδισμό	bombning
βομβαρδισμό	bombeangreb
βομβαρδισμό	bombningen
βίαιη	voldelige
βίαιη	voldsomt
βίαιη	voldelig
βίαιη	voldeligt
βίαιη	voldsom
τρένα	togene
τρένα	tog
ιονίου	ioniske
φωλιές	reder
κέπλερ	kepler
καπετάνιος	kaptajn
καπετάνιος	skipper
κυκλικό	cykliske
κυκλικό	cyklisk
κυκλικό	cirkulære
κυκλικό	cirkulært
κυκλικό	cirkulær
φίλε	fyr
φίλε	makker
φίλε	dude
φίλε	mennesket
φίλε	mand
φίλε	manden
αμίνη	amin
ηφαιστειακή	vulkansk
παπούτσια	sko
παπούτσια	skoene
ηθικά	moralsk
χόφμαν	hoffmann
χόφμαν	hoffman
οντάριο	ontario
προσεκτικά	forsigtig
προσεκτικά	omhyggeligt
προσεκτικά	omhyggelig
προσεκτικά	forsigtigt
πρωτεύουσες	hovedstæderne
πρωτεύουσες	hovedstæder
βατικανό	vatikanets
βατικανό	vatikanet
χρησιμότητα	nytteværdi
χρησιμότητα	nytte
χρησιμότητα	nytteværdi
χρησιμότητα	nytte
ακούσει	hørte
ακούσει	hørt
παρουσιάζοντας	præsenterer
φυλάσσεται	bevogtet
γουίλσον	wilson
ηρώδη	herodes
υποψηφίων	kandidaterne
υποψηφίων	kandidater
υποψηφίων	ansøgere
στηβ	steve
πολύτιμα	precious
πολύτιμα	dyrebare
πολύτιμα	dyrebar
πράκτορες	agenterne
πράκτορες	agenter
πράκτορες	befuldmægtigede
ομοιότητα	ligheden
ομοιότητα	lighed
ομοιότητα	ligheden
ομοιότητα	lighed
ομοιότητα	ligheder
διαφημίσεις	annoncer
διαφημίσεις	reklamer
οπλισμό	oprustning
φυσιολογική	normalt
φυσιολογική	normale
φυσιολογική	normal
δεκαετιών	tiår
δεκαετιών	årtier
δεκαετιών	årtiers
σταυροφόροι	korsriddere
γουόλτερ	walter
άνετα	behageligt
άνετα	komfortabelt
άνετα	behagelig
άνετα	komfortabel
άνετα	tilpas
άνετα	behageligt
άνετα	komfortabelt
άνετα	behagelig
τζούλια	giulia
τζούλια	julia
οξφόρδη	oxford
απορρίπτει	forkaster
απορρίπτει	afviser
ατλάντα	atlanta
μον	mont
μον	mon
γνωριμία	bekendt
γνωριμία	bekendtskab
προσωρινό	midlertidig
προσωρινό	midlertidigt
προσωρινό	foreløbigt
προσωρινό	foreløbige
προσωρινό	foreløbig
πληροί	opfylder
πληροί	opfylder
λιοντάρια	lions
λιοντάρια	løver
λιοντάρια	løverne
μαρίνο	marino
έντυπο	formular
έντυπο	blanket
έντυπο	form
έντυπο	formen
τριλογία	trilogi
μεταλλική	metalliske
μεταλλική	metallisk
μονοπάτια	stier
μονοπάτια	stier
μονοπάτια	stier
πακέτα	pakker
πακέτα	pakninger
πακέτα	pakker
πακέτα	pakker
πακέτα	pakninger
συνεχές	kontinuerlig
συνεχές	fortløbende
συνεχές	løbende
συνεχές	kontinuerligt
συνεχές	kontinuert
συνεχές	kontinuum
επιφανειακή	overfladiske
επιφανειακή	overfladisk
πνεύματα	ånder
πνεύματα	humøret
πνεύματα	brændevin
πνεύματα	spiritus
αντουάν	antoine
λοίμωξη	infektioner
λοίμωξη	infektion
εμίλ	emile
εμίλ	emil
τηλέφωνο	telefon
τηλέφωνο	telefonen
τηλέφωνο	tlf
τηλέφωνο	telefon
επαρκή	passende
επαρκή	fyldestgørende
επαρκή	tilstrækkelige
επαρκή	tilstrækkelig
επαρκή	tilstrækkelige
επαρκή	tilstrækkeligt
επαρκή	tilstrækkelig
εβραϊκά	hebraisk
ασυνήθιστο	usædvanligt
ασυνήθιστο	usædvanlige
ασυνήθιστο	usædvanlig
έγκυος	gravide
έγκυος	drægtige
έγκυος	gravid
κριμαία	krim
λάνκαστερ	lancaster
σύμμαχος	allieret
σύμμαχος	allierede
σύμμαχος	forbundsfælle
σύμμαχος	ally
καθίσματα	siddepladser
καθίσματα	pladser
καθίσματα	sæder
χαρτοφυλακίου	portefølje
χαρτοφυλακίου	porteføljen
διανέμεται	fordelt
διανέμεται	uddelt
διανέμεται	distribueret
διανέμεται	omdelt
διασποράς	klynge
άρνολντ	arnold
σπόρους	såsæd
σπόρους	udsæd
σπόρους	frø
σπόρους	fro
αρχιεπισκοπή	ærkebispedømmet
μπέιζμπολ	baseball
κατέθεσε	vidnede
επεκτάσεις	udvidelser
επεκτάσεις	forlængelser
τζιμπουτί	djibouti
επίτευγμα	præstation
επίτευγμα	bedrift
αντιτορπιλικό	ødelægger
αντιτορπιλικό	destroyer
τζούνιορ	junior
φεγγάρι	måne
φεγγάρι	månen
φεγγάρι	moon
συνήθης	sædvanligt
συνήθης	sædvanlige
συνήθης	sædvanlig
τηλεπικοινωνιών	telekommunikation
δημιουργική	udformning
δημιουργική	kreativ
δημιουργική	kreativt
δημιουργική	kreative
μπενφίκα	benfica
στεφάνι	hoop
στεφάνι	krans
κουν	kuhn
σκληρότητα	grusomhed
σκληρότητα	hårdhed
ανοικοδόμηση	genopbygger
ανοικοδόμηση	genopbygning
ανοικοδόμηση	genopbygning
ανοικοδόμηση	rekonstruktion
μότσαρτ	mozart
στρατηγούς	generaler
στρατηγούς	generalerne
ρένα	rena
εξηγήσεις	redegørelser
εξηγήσεις	forklaring
εξηγήσεις	forklaringer
αλμπέρτο	alberto
πληρωμή	betaler
πληρωμή	løn
πληρωμή	betale
πληρωμή	pay
πληρωμή	indbetaling
πληρωμή	betaling
πληρωμή	udbetaling
πληρωμή	betalingen
ξενοφών	xenophon
λύσει	løs
λύσει	løse
λύσει	løser
υπόσχεση	love
υπόσχεση	lover
υπόσχεση	løfte
υπόσχεση	pant
τουβαλού	tuvalu
τόνγκα	tonga
μπροστινό	front
μπροστινό	foran
μπροστινό	forside
θηλαστικών	pattedyr
φόρου	afgift
φόρου	skatte
βερόνα	verona
πάρκερ	parker
γερουσιαστές	senatorer
ενωμένη	forenet
ενωμένη	united
ενωμένη	forenede
κινητά	mobile
κινητά	mobilt
κινητά	mobilen
κινητά	mobil
λίθιο	lithium
διάβασε	læses
διάβασε	læse
διάβασε	læs
διάβασε	læst
στάλθηκαν	afsendt
στάλθηκαν	sendes
στάλθηκαν	sendte
στάλθηκαν	sendt
αρχίζοντας	begynder
αρχίζοντας	start
αρχίζοντας	startende
αρχίζοντας	starter
ανάρτηση	suspension
ανάρτηση	suspendering
ανάρτηση	ophæng
ανάρτηση	suspenderet
ανάρτηση	udsættelse
μετράει	tæller
μετράει	tæller
μετράει	tælle
ελπίδες	forhåbninger
ελπίδες	håb
φάλαγγα	phalanx
φάλαγγα	konvojen
φάλαγγα	konvoj
δέσμη	bundt
εξερευνητής	explorer
εξερευνητής	opdagelsesrejsende
άντον	anton
λισαβόνας	lissabon
λισαβόνας	lisbon
αστικές	urban
αποσπάσει	distraherer
αποσπάσει	distrahere
ορατή	synlig
ορατή	synligt
ορατή	synlige
συναισθηματική	følelsesladet
συναισθηματική	følelsesmæssig
συναισθηματική	emotionel
συναισθηματική	følelsesmæssigt
συναισθηματική	følelsesmæssige
συναισθηματική	sentimentale
συναισθηματική	sentimental
πείνα	hungersnød
πείνα	sult
πείνα	hungersnøden
πείνα	sult
πείνα	hungersnød
πείνα	sult
πείνα	hungersnød
πείνα	sulten
πιθανότητας	sandsynligheden
πιθανότητας	sandsynlighed
ενδιαφέρονται	interesserede
ενδιαφέρονται	interesseret
χειρισμό	håndtering
χέρμπερτ	herbert
σεμινάρια	seminarer
ύψη	højder
ύψη	højder
ύψη	heights
μπόμπι	bobby
πρίγκιπες	prinser
ομάρ	omar
μπορντό	bordeaux
μπορντό	burgund
μπορντό	burgundy
απόφοιτος	universitetsuddannelse
απόφοιτος	kandidateksamen
τζέισον	jason
καταλανικά	catalansk
καταλανικά	catalanske
αυτόνομο	selvstændig
αυτόνομο	autonomt
αυτόνομο	selvstyrende
αυτόνομο	autonom
αυτόνομο	autonome
αιτιολογία	begrundelse
αιτιολογία	retfærdiggørelse
αιτιολογία	berettigelse
μεθάνιο	methan
μεθάνιο	metan
τάκη	taki
ανάμειξη	blanding
ανάμειξη	blander
ανάμειξη	blanding
ανάμειξη	blande
απόρριψη	forkastelse
απόρριψη	afslag
απόρριψη	afvisning
απόρριψη	bortskaffelse
απόρριψη	afskedige
απόρριψη	forkastet
απόρριψη	afviste
απόρριψη	afvist
απόρριψη	kassere
απόρριψη	kasseres
ζητήθηκε	anmodede
ζητήθηκε	anmodet
ζητήθηκε	krævet
ισπανούς	spaniere
ισπανούς	spanierne
παράδοξο	paradoks
παράδοξο	paradoksalt
παράδοξο	paradoksale
παράδοξο	paradoksalt
παράδοξο	paradoksal
οχτώ	otte
βαλτική	østersøen
βαλτική	baltikum
βαλτική	baltiske
αγοράστηκε	indkøbt
αγοράστηκε	købt
αγοράστηκε	købes
αγοράστηκε	købte
αγοράστηκε	købt
αγοράστηκε	købes
αγοράστηκε	købte
κέιμπριτζ	cambridge
μεταλλικά	metaller
μεταλλικά	metal
μεταλλικά	metalliske
μεταλλικά	metallisk
κεμάλ	kemal
εστιατόρια	restauranter
προτείνεται	anbefales
προτείνεται	anbefalede
προτείνεται	anbefalet
εφαρμόστηκε	anvendte
εφαρμόστηκε	anvendt
εφαρμόστηκε	ansøgt
εφαρμόστηκε	ansøgte
εφαρμόστηκε	implementeret
εφαρμόστηκε	gennemført
εφαρμόστηκε	gennemførte
σύντροφος	kompagnon
σύντροφος	partner
σύντροφος	samarbejdspartner
σύντροφος	makker
σύντροφος	kammerat
σύντροφος	følgeskab
σύντροφος	følgesvend
σύντροφος	ledsager
γονίδια	gener
γονίδια	generne
ακραίες	ekstrem
ακραίες	ekstremt
ακραίες	ekstreme
τούρκου	turku
έτοιμο	klar
έτοιμο	parat
συνεχίζονται	fortsat
συνεχίζονται	fortsættes
συνεχίζονται	fortsætter
μπερνάρ	bernard
ραψωδία	rhapsody
ψυχική	psykisk
ψυχική	synsk
ψυχική	mentale
ψυχική	mentalt
ψυχική	psykiske
ψυχική	psykisk
ψυχική	mental
απασχολεί	beskæftiger
συνθέτουν	komponere
ενήλικα	voksen
ενήλικα	voksent
ενήλικα	voksne
λογότυπα	logoer
καταστρέφει	ødelægger
γαμπρός	gommen
γαμπρός	nette
σομαλία	somalia
σεμπάστιαν	sebastian
χορηγός	sponsorere
χορηγός	sponsorerede
χορηγός	sponsoreret
χορηγός	sponsor
χορηγός	sponsorere
αντιστοιχία	matcher
αντιστοιχία	matche
αντιστοιχία	match
ντόπιοι	lokale
ντόπιοι	lokalbefolkningen
ντόπιοι	indfødte
διέλευση	krydsning
διέλευση	krydser
διέλευση	krydse
διέλευση	passage
διέλευση	transit
διέλευση	gennemrejse
διέλευση	forsendelse
μερίδιο	dele
μερίδιο	deler
μερίδιο	del
μερίδιο	andel
μερίδιο	deling
ουγκάντα	uganda
γόνος	spawn
γόνος	yngel
γόνος	efterkommer
σχεδιάσει	planlagte
σχεδιάσει	planlagt
σχεδιάσει	påtænkt
πυρετό	feber
αποκαλύψει	afslører
αποκαλύψει	afsløre
ζάχαρη	sukker
διευθέτηση	forlig
διευθέτηση	afvikling
διευθέτηση	afregning
χρησιμοποίηση	brug
χρησιμοποίηση	anvendelse
χρησιμοποίηση	anvend
χρησιμοποίηση	udnyttelse
χρησιμοποίηση	udnyttelsesgrad
βέρνερ	werner
εξαφανίστηκε	forsvandt
εξαφανίστηκε	forsvundet
αντίστροφη	reverse
αντίστροφη	omvendt
αντίστροφη	bakgear
αντίστροφη	baglæns
αντίστροφη	bak
αντίστροφη	vende
μάνο	mano
ενέπνευσε	inspirerede
ενέπνευσε	inspireret
δικαστές	dommere
δικαστές	dommernes
δικαστές	dommerne
ράλι	stævne
ράλι	rally
συγγένεια	tilhørsforhold
συγγένεια	affinitet
συγγένεια	slægtskab
συγγένεια	slægtskab
τζουζέπε	giuseppe
μπρούνο	bruno
δημόσιος	offentlighed
δημόσιος	offentligt
δημόσιος	offentlige
δημόσιος	offentligheden
δημόσιος	offentlig
αυτόχθονες	indfødt
αυτόχθονες	indfødte
άλλως	ellers
ποινικό	strafferet
ποινικό	kriminelle
ποινικό	forbryder
ποινικό	kriminel
όγδοη	ottende
δημιουργίες	kreationer
υποδιαίρεση	inddeling
υποδιαίρεση	underafsnit
υποδιαίρεση	underafdeling
υποδιαίρεση	underafsnit
ρέμπραντ	rembrandt
αντιπροσωπεία	delegation
αντιπροσωπεία	delegationen
αντιπροσωπεία	uddelegering
πιανίστας	pianist
ικανότητας	kompetencer
ικανότητας	kompetence
συναδέλφους	kolleger
συναδέλφους	kollegaer
συναδέλφους	kollegaer
συναδέλφους	kolleger
λεφτά	money
λεφτά	penge
υπολογισμός	beregning
υπολογισμός	udregning
υπολογισμός	beregn
υπολογισμός	beregner
υπολογισμός	beregne
κουρτ	kurt
πελάτη	kunden
πελάτη	kunde
πελάτη	klienten
πελάτη	kunden
πελάτη	klient
πελάτη	kunde
δείχνοντας	fremvisning
δείχνοντας	viser
δείχνοντας	peger
δείχνοντας	pegede
έκκληση	appel
έκκληση	anke
έκκληση	klage
ευρωπαίων	europæere
ευρωπαίων	europæerne
ευρωπαίων	europæernes
διαχωρισμού	adskillelse
διαχωρισμού	separation
υγρή	fugtige
υγρή	fugtig
υγρή	fugtigt
υγρή	flydende
υγρή	væske
υγρή	våd
υγρή	vådt
υγρή	våde
υγρή	wet
διαγράμματα	figurer
διαγράμματα	diagrammer
διαγράμματα	diagrammer
κλωντ	claude
απαγωγή	bortførelser
απαγωγή	bortførelse
απαγωγή	kidnapningen
απαγωγή	kidnapning
απαγωγή	bortførelse
απαγωγή	kidnappe
απαγωγή	kidnapper
απαγωγή	kidnapning
απαγωγή	kidnappede
απαγωγή	kidnappet
απαγωγή	bortført
ζάμπια	zambia
ενεργοποίηση	aktivering
ενεργοποίηση	aktivere
ενεργοποίηση	aktiverer
ενεργοποίηση	aktivere
μηχανικά	mekanisk
μηχανικά	mekaniske
μηχανικά	mekanisk
σεπτέμβρη	september
διακριτικά	insignia
διακριτικά	diskrete
διακριτικά	diskret
διακριτικά	diskret
καμπύλες	kurver
διαβάστε	læses
διαβάστε	læse
διαβάστε	læs
διαβάστε	læst
καλλιεργούνται	voksen
καλλιεργούνται	dyrket
καλλιεργούνται	vokset
καλλιεργούνται	dyrkes
ξίφος	sværd
ξίφος	sværdet
αισθήσεις	sanser
έσωσε	gemte
έσωσε	sparet
έσωσε	reddede
έσωσε	reddet
έσωσε	gemt
καινοτομία	fornyelse
καινοτομία	nyskabelse
καινοτομία	fornyelser
καινοτομία	innovation
φορτία	overførsler
φορτία	forsendelser
φορτία	belastninger
φορτία	byrder
παράδεισο	himmel
παράδεισο	heaven
παράδεισο	himlen
παράδεισο	himmelen
παράδεισο	paradiset
παράδεισο	paradis
παράδεισο	paradise
βαρσοβία	warszawa
εκδηλώνεται	manifesterer
εκδηλώνεται	manifesteret
χωράφια	marker
χωράφια	fields
χωράφια	felter
χωράφια	felterne
ντίζελ	diesel
υπουργούς	ministrene
υπουργούς	ministre
ευγενία	eugenia
κατηγορεί	bebrejder
κατηγορεί	beskylder
διάσημοι	berømt
διάσημοι	berømte
διάσημοι	berømtheder
διάσημοι	kendt
διάσημοι	kendis
διάσημοι	berømthed
διάσημοι	kendte
διάσημοι	berømtheder
δαπάνη	udgifter
δαπάνη	udgift
αρκαδία	arcadia
στοιχειώδη	elementær
στοιχειώδη	grundskole
στοιχειώδη	elementært
στοιχειώδη	elementære
παρουσιαστής	organisator
παρουσιαστής	vært
παρουσιαστής	host
παρουσιαστής	værten
ψηλότερη	højere
αϊτή	haiti
εξάρτηση	afhængighed
εξάρτηση	afhængigheden
εξάρτηση	afhængighed
κώδικες	kodekser
κώδικες	koder
κώδικες	koderne
γκάνα	ghana
κλίντον	clintons
κλίντον	clinton
κρατήρες	kratere
διακριτικό	token
διακριτικό	diskrete
διακριτικό	diskret
λιμνών	søerne
λιμνών	søer
ύφεση	recession
ύφεση	lavkonjunktur
ύφεση	recessionen
ύφεση	eftergivelse
εξαφανιστεί	forsvinde
εξαφανιστεί	forsvind
εξαφανιστεί	forsvinder
εύνοια	favør
εύνοια	begunstige
εύνοια	favoriserer
εύνοια	favorisere
ανησυχίες	bekymringer
ανησυχίες	bekymring
ανησυχίες	betænkeligheder
ανησυχίες	bekymringer
ανησυχίες	vedrører
εστιατόριο	restaurant
ιππότη	knight
ιππότη	springer
ιππότη	ridder
χαρακτηρίζουν	karakterisere
αλβανοί	albanske
αλβανοί	albansk
αλβανοί	albanere
αλβανοί	albanerne
αλβανοί	albanere
χειρότερο	værst
χειρότερο	dårligste
χειρότερο	værste
χειρότερο	værre
χειρότερο	dårligere
βάθη	dybder
ύλες	materialer
ύλες	materiale
οπίσθια	baller
οπίσθια	balder
οπίσθια	ballerne
οπίσθια	baghjul
οπίσθια	bagud
οπίσθια	bagerste
οπίσθια	bageste
κλοντ	claude
γένοβα	genova
ράιαν	ryan
ισχυρότερη	stærkere
ισχυρότερη	kraftigere
νουβέλα	novelle
νουβέλα	roman
νουβέλα	novellen
επιβεβαιώνει	bekræfter
ψηφία	cifre
ψηφία	ciffer
ράπερ	rapper
κάθειρξη	indespærring
κάθειρξη	fængsling
δημογραφικά	demografi
δημογραφικά	demografi
δημογραφικά	demografiske
δημογραφικά	demografisk
άουσβιτς	auschwitz
γουέλς	boringer
γουέλς	brønde
γουέλς	wells
ενδιάμεση	foreløbigt
ενδιάμεση	mellemliggende
ενδιάμεση	mellemprodukt
ενδιάμεση	mellemliggende
ενδιάμεση	mellemniveau
κόσοβο	kosovo
φθόριο	fluor
χείλος	læben
χείλος	lip
χείλος	læbe
χείλος	brink
χέρσελ	herschel
μελίνα	melina
σκαρφάλωσε	klatre
παραδοθεί	leveret
παραδοθεί	afleveret
παραδοθεί	leverede
παραδοθεί	afgivet
παραδοθεί	leveres
μασαχουσέτης	massachusetts
περιγράφηκε	beskrevet
περιγράφηκε	beskrevne
περιγράφηκε	beskrev
αξιοποίηση	udnyttelse
αξιοποίηση	udnyttelsesgrad
περιβάλλει	omgiver
ποιητικό	poetisk
απαγόρευσε	forbød
μαχαίρι	kniven
μαχαίρι	kniv
συνήθειες	vaner
επενδύσεων	investeringer
επενδύσεων	investeringerne
επενδύσεων	investering
επενδύσεων	investeringen
μόντε	monte
τραγουδά	synger
προσδιορίζει	specificerer
προσδιορίζει	angiver
προσδιορίζει	identificerer
προσδιορίζει	angiv
προσδιορίζει	præciseres
προσδιορίζει	angives
προσδιορίζει	angive
φωτισμού	belysning
φωτισμού	belysningen
φωτισμού	belysning
σκυλιά	hunde
κακός	slemt
κακός	skidt
κακός	bad
κακός	dårligt
κακός	dårlig
εικασία	formodninger
εικασία	gisninger
εικασία	antagelse
εικασία	formodning
εικασία	spekulation
εικασία	spekulationer
ξένος	udlænding
ξένος	fremmede
ξένος	fremmed
ξένος	udenlandsk
ξένος	fremmed
ρόουζ	rose
ρόουζ	steg
προστατεύεται	beskyttet
προστατεύεται	fredede
προστατεύεται	beskyttede
προστατεύεται	fredet
μίσιγκαν	michigan
ψηλό	høj
ψηλό	høje
υποχρεωτικά	obligatorisk
υποχρεωτικά	obligatoriske
υποχρεωτικά	obligatorisk
λιντς	leeds
λιντς	lynch
λιντς	linz
καταλαβαίνει	forstår
σύνθετη	sammensat
σύνθετη	sammensatte
σύνθετη	kompliceret
σύνθετη	indviklet
σύνθετη	komplekse
σύνθετη	kompleks
σύνθετη	komplekst
δίδυμα	tvillinger
δίδυμα	tvillingerne
προορισμός	destination
προορισμός	destinationen
προορισμός	bestemmelsessted
επαναλαμβάνεται	gentaget
επαναλαμβάνεται	gentagen
επαναλαμβάνεται	gentages
κηλίδες	pletter
κηλίδες	pletter
φοίνικας	phoenix
ανέμους	vindstød
ανέμους	vind
σάμιουελ	samuel
αμνηστία	amnesti
αμνηστία	amnesty
προσφέρθηκε	tilbydes
προσφέρθηκε	tilbudte
προσφέρθηκε	tilbudt
προσφέρθηκε	udbudt
ισλαμική	islamisk
ισλαμική	islamiske
εχθροί	fjendtlige
εχθροί	fjender
γυρισμάτων	filmer
γυρισμάτων	filme
κλάσμα	brøkdel
κλάσμα	fraktion
αναψυχής	rekreative
αναψυχής	fritid
αναψυχής	fritidsaktiviteter
νεα	ny
νεα	nyt
νεα	nye
νεα	nyheder
νεα	nyhed
βιθυνίας	bithynien
καινοτομίες	fornyelse
καινοτομίες	nyskabelse
καινοτομίες	fornyelser
καινοτομίες	innovation
καινοτομίες	innovationer
καινοτομίες	nyskabelser
καινοτομίες	fornyelser
ημίχρονο	halvleg
απαγορεύτηκε	forbudte
απαγορεύτηκε	forbudt
σταματά	stopper
νόρμαν	norman
κτήματα	godser
επιπροσθέτως	derudover
επιπροσθέτως	herudover
βαλουά	valois
μετοχές	lager
μετοχές	bestande
μετοχές	beholdninger
μετοχές	lagre
μετοχές	delinger
μετοχές	aktier
μετοχές	andele
δσε	cef
δσε	loa
επαναστάσεις	omdrejninger
επαναστάσεις	revolutioner
νύμφες	nymfer
κάλπες	meningsmålinger
περιμένω	ventetid
περιμένω	venter
περιμένω	afventer
περιμένω	vente
κάθεται	sidder
ντίνος	dinos
στέκεται	står
στέκεται	stående
στέκεται	står
στέκεται	stande
στέκεται	støtteben
κλάους	klaus
αριστοκρατία	aristokrati
αριστοκρατία	adel
γενέθλια	fødselsdage
γενέθλια	fødselsdagen
γενέθλια	fødselsdag
υπηρετεί	serverer
περίληψη	sammenfatning
περίληψη	sammendrag
περίληψη	resumé
περίληψη	resume
περίληψη	oversigt
αμφιβολίες	tvivl
αμφιβολίες	tvivlsspørgsmål
αμφιβολίες	tvivler
ευριπίδης	euripides
πυκνή	tæt
πυκνή	tætte
ατυχήματα	arbejdsulykker
ατυχήματα	ulykker
ατυχήματα	uheld
ατυχήματα	ulykkestilfælde
μάγια	maia
μάγια	maya
μάγια	maja
θανάτους	dødsfald
εργαζόμενοι	arbejdstagere
εργαζόμενοι	arbejdstagerne
εργαζόμενοι	arbejdere
εργαζόμενοι	arbejdstagere
εργαζόμενοι	medarbejdere
εργαζόμενοι	lønmodtagere
εργαζόμενοι	ansatte
εργαζόμενοι	beskæftigede
επανέλαβε	gentag
επανέλαβε	gentager
επιμονή	vedholdenhed
επιμονή	udholdenhed
επιμονή	vedholdenhed
επιμονή	stædighed
επιμονή	ihærdighed
επιμονή	udholdenhed
λούκα	luca
λούκα	lucca
λούκα	luka
καμβά	kanvas
καμβά	lærred
φρέντερικ	frederic
φρέντερικ	frederik
φρέντερικ	frederick
μανία	fury
μανία	raseri
μανία	mani
λιμνοθάλασσα	lagune
ακολουθίες	sekvenser
ψυχολογική	psykologisk
ψυχολογική	psykologiske
ψυχολογική	psykiske
ψυχολογική	psykisk
ρόζα	rosa
οσμάν	osman
επιδιώκει	forfølger
λεπτομερή	detaljeret
τυρί	cheese
τυρί	oste
τυρί	ost
κίτρινη	gult
κίτρινη	gule
κίτρινη	yellow
κίτρινη	gul
γρήγορο	hurtig
γρήγορο	hurtigt
γρήγορο	hurtige
συντομογραφίες	forkortelser
ανοχή	tolerancen
ανοχή	tolerance
αποδέχεται	accepterer
μπατίστα	batista
ισχυρότερο	stærkest
ισχυρότερο	kraftigste
ισχυρότερο	stærkeste
ερωτικό	erotisk
ερωτικό	erotiske
άπω	distale
καταχώρηση	indtræden
καταχώρηση	indgang
καταχώρηση	indrejse
καταχώρηση	registrering
καταχώρηση	tilmelding
καταχώρηση	indregistrering
μέλι	honey
μέλι	skat
μέλι	honning
τόλκιν	tolkien
βίνσεντ	vincent
προϋποθέτει	forudsætter
ναρκωτικά	narko
ναρκωτικά	narkotika
ναρκωτικά	stoffer
διάβρωση	korrosion
διάβρωση	erosion
αρμένιοι	armeniere
αρμένιοι	armenierne
τζόρτζια	georgia
τζόρτζια	georgien
αυξάνονται	tiltagende
αυξάνονται	voksende
αυξάνονται	stigende
άλας	salt
κατάρα	forbandelse
κατάρα	forbandelsen
κατάρα	forbande
καταδρομικό	krydser
ενέδρα	bagholdsangreb
ενέδρα	baghold
ενέδρα	bagholdsangreb
μετανάστευσαν	overgået
μετανάστευσαν	immigrerede
σπόροι	såsæd
σπόροι	udsæd
σπόροι	frø
σπόροι	fro
σπόροι	såsæd
σπόροι	frø
σπόροι	seed
ονομαστική	bedømt
ονομαστική	vurderet
ονομαστική	bedømte
ονομαστική	nominel
ονομαστική	nominelle
ονομαστική	nominelt
ονομαστική	nominel
υποδοχής	imødekommende
υποδοχής	velkomst
υποδοχής	organisator
υποδοχής	vært
υποδοχής	host
υποδοχής	værten
παρτιζάν	partizan
βαθμιαία	gradvist
βαθμιαία	gradvis
βαθμιαία	gradvist
βαθμιαία	efterhånden
βαθμιαία	gradvis
σκύλος	hund
θεραπείες	behandlingerne
θεραπείες	behandlinger
θεραπείες	behandlingsformer
ομολογία	skriftemål
ομολογία	bekendelse
ομολογία	tilståelse
ομολογία	skrifte
καθολικοί	katolikker
καθολικοί	katolsk
