залізний	இரும்பு
традиційними	பாரம்பரியம்
мить	தருணம்
мить	கணம்
гостра	சுற்றோட்டத்
гостра	கடிய
водорості	பாசி
досвідчений	அனுபவமிக்க
досвідчений	அனுபவம்
кадр	சட்டம்
кадр	ஃபிரேம்
джулія	ஜூலியா
вплинути	பாதிக்கும்
мінімальний	குறைந்தபட்சம்
мінімальний	குறைந்தபட்ச
парадокс	தோற்றமுரண்
поранені	காயமடைந்த
мол	mol
духів	மதுபானங்கள்
відмінні	வித்தியாசமான
відмінні	வித்தியாசமாக
відмінні	வெவ்வேறு
євангелія	அடா
приймається	தத்தெடுத்து
здобуває	பெறுகிறார்
забороняє	மறுக்கிறது
забороняє	தடுக்கிறது
відкриттів	கண்டுபிடிப்புகள்
мавзолей	mausoleum
твердий	பரு
твердий	திடமான
твердий	திடம்
твердий	சாலிட்
картку	கார்டு
картку	அட்டை
картку	சீட்டு
чути	கேட்க
тунісі	துனீசியா
ком	kom
діна	தீனா
одинадцять	eleven
одинадцять	பதினொரு
одинадцять	பதினோரு
одинадцять	பதினொன்று
статусі	நிலையை
статусі	நிலையைப்
психолог	உளவியலாளர்
леслі	லெஸ்லி
терапія	சிகிச்சை
конфедерація	கூட்டமைப்பு
поверхи	தரைகள்
роб	ராப்
плечі	தோள்கள்
россі	ரோசி
випускають	நிராகரிக்கப்பட்டது
розширений	நீடிப்பு
розширений	உயர்நிலை
розширений	மேம்படுத்தப்பட்ட
розширений	மேம்பட்ட
господь	இறைவனின்
господь	இறைவனை
господь	இறைவன்
господь	இறைவா
господь	இறைவனிடம்
героїні	நாயகி
героїні	கதாநாயகி
смертності	இறப்பு
трамвая	இரயில்
граматика	ஜெர்மன்
граматика	இலக்கணம்
утримують	வழிகாட்டிகள்
міни	கண்ணிவெடி
поліцейські	போலீசார்
бажана	விரும்பிய
кава	காபி
кава	காப்பி
кава	காஃபி
алегорія	allegory
механічна	மெக்கானிக்கல்
хижаків	தோற்றார்
сонячне	சோலார்
сонячне	சூரிய
задачу	பணி
атлантична	அட்லாண்டிக்
кенні	கென்னி
бернар	பெர்னார்ட்
повідомити	அறிக்கை
повідомити	கவனி
відчуження	தவிர்ப்புத்
підтверджена	உறுதி
підтверджена	உறுதிசெய்யப்பட்டது
моцарта	மொசார்ட்
біч	கடற்கரை
добуток	தயாரிப்பை
добуток	தயாரிப்பு
добуток	தயாரிப்பைப்
добуток	பொருள்
сокіл	falcon
робітник	பயனாளர்
робітник	தொழிலாளி
еванс	ஈவான்ஸ்
восьмий	எட்டாவது
компонування	உருவரை
геноцид	இனப்படுகொலை
виправляти	பொறுத்தல்
консультації	ஆலோசனைக்
гарантії	உத்தரவாதம்
рабство	அடிமைத்தனம்
немов	துருப்பிடித்த
купівлі	கூப்பன்
таємний	இரகசியம்
таємний	ரகசிய
таємний	ரகசியம்
таємний	சீக்ரெட்
талановитий	திறமையான
талановитий	திறமை
сутності	தன்மைகள்
кельн	கொலோன்
святилище	சரணாலயம்
швидкостей	விலைகள்
швидкостей	விகிதங்கள்
дружбу	நட்பு
тропічний	வெப்பமண்டல
шерсть	கூந்தல்
шерсть	முடி
шерсть	கூந்தலில்
шерсть	தலைமுடி
шерсть	தலைமுடியை
шерсть	கம்பளி
фолк	நாட்டார்
фолк	கிராமிய
хіросіма	ஹிரோஷிமா
тюрми	கைதி
тюрми	சிறைச்சாலை
тюрми	சிறை
автомобілем	கார்
літаком	விமானம்
дез	டெஸ்
функціональні	செயற்பட
поверхів	தரைகள்
орієнтація	முன்வைப்பு
орієнтація	நாட்டம்
зовнішнє	வெளி
зовнішнє	வெளிப்புற
грем	கிரயேம்
грем	கிரகாம்
абревіатура	சுருக்க
адвокатів	வழக்கறிஞர்கள்
лапи	பாதங்கள்
відходи	கழிவு
перекладати	மொழிபெயர்ப்பு
перекладати	மொழிபெயர்க்க
перекладати	முக்கோணம்
енріке	என்ரிக்
цирк	சர்க்கஸ்
обіцяв	வாக்களிக்கப்பட்ட
секретаріат	செயலகம்
підсумків	மொத்தம்
статистичних	புள்ளிவிவர
переселенці	இடம்பெயர்ந்த
четвер	வியாழன்
четвер	வியாழக்கிழமை
копальні	கண்ணிவெடி
вимірюється	அளவிடப்பட்ட
гілл	குன்று
гілл	ஹில்
рено	ரெனோ
ушкодження	காயம்
готувати	குக்
охоронець	மெய்க்காப்பாளர்
бенедикт	பெனடிக்ட்
титану	டைட்டானியம்
творця	maker
пікассо	பிக்காசோ
публікацію	வெளியீடு
басейни	குளங்கள்
чудова	சிறந்த
чжоу	சவு
чжоу	சோ
робер	ராபர்ட்
робер	இராபர்ட்
квиток	டிக்கெட்
дан	டான்
тютюн	புகையிலை
заохочення	விளம்பரங்கள்
заохочення	விளம்பரம்
заохочення	விளம்பரப்படுத்துதல்
недоліком	பின்னடைவாக
читач	வாசகர்
пікселів	பிக்சல்கள்
пікселів	பிக்செல்
пікселів	பிக்ஸல்
пікселів	பிக்சல்
пес	ஹவுண்ட்
пес	நாய்
пес	canis
автограф	ஆட்டோகிராப்
руді	ரூடி
руді	ரூடி
принести	கொண்டுவா
принести	கொண்டு
стріли	அம்புகள்
зростати	அதிகரித்து
зростати	வளரும்
інтеграція	ஒருங்கிணைப்பு
розглянути	கருத்தில்
вижив	பிழைத்து
даючи	தருகிறேன்
даючи	கொடுப்பது
даючи	கொடுத்தல்
зникають	மறைந்து
частоту	அதிர்வெண்
частоту	எண்ணிக்கை
маршалл	மார்ஷல்
жермен	ஜெர்மைன்
павук	சிலந்தி
лез	lez
лез	லெஸ்
бджіл	தேனீக்கள்
австралійська	ஆஸ்திரேலிய
мапи	வரைபடம்
мапи	வரைபடங்கள்
приголосні	consonants
берегова	கடலோர
нігерія	நைஜீரியா
пріоритет	முன்னுரிமை
зрошення	irrigation
дружин	மனைவிகள்
керуючий	திவால்
комерційні	வர்த்தகம்
комерційні	வணிக
комерційні	வணிகம்
парагвай	பராகுவே
звичайне	இயல்பான
звичайне	சாதாரணம்
звичайне	இயல்பு
звичайне	இயல்பாக
звичайне	சாதாரண
цзінь	ஜின்
чудові	அற்புதம்
монах	துறவி
смертельно	கொடியது
смертельно	கொடிய
дроблення	பிரி
поділити	ஊர
найближчий	நெருங்கிய
боєприпаси	ஆயுதம்
боєприпаси	munitions
фенікс	பீனிக்ஸ்
гани	கானா
вейн	வெய்ன்
річну	வருடாந்திர
річну	வருடாந்த
дивиться	தோற்றம்
дивиться	தேடுவது
дивиться	தேடும்
дивиться	பார்த்து
дивиться	பார்க்கிறேன்
дивиться	பார்த்துக்
дивиться	காண்கிறார்
металевий	உலோகம்
металевий	உலோக
металевий	மெட்டல்
католицтво	கத்தோலிக்கம்
бісау	பிசாவு
веселий	களிப்பு
клара	கிளாரா
варта	சிந்தும்
позначено	தேர்வுசெய்யப்பட்டது
зрозуміли	புரிந்துகொண்டேன்
юрі	யூரி
належність	உரிமை
належність	சொத்துரிமை
виноград	திராட்சை
тести	தேர்வுகள்
тести	சோதனைகள்
знайомих	தெரிந்தவர்கள்
диморфізм	ஈருருமை
зайнятий	busy
упередження	பாரபட்சம்
ренді	ராண்டி
фундаментальні	அடிப்படையான
монарх	அரசன்
графіку	கிராபிக்
графіку	கிராஃபிக்
графіку	வரைகலை
графіку	கிராபிக்ஸ்
кент	கென்ட்
пакетів	பொட்டலங்கள்
сиру	சீஸ்
туберкульозу	காசநோய்
висловився	மழுங்கிய
змінений	திருத்தியது
змінений	திருத்தப்பட்டது
змінений	மாறிவிட்டது
змінений	மாற்றப்பட்டது
змінений	மாற்றப்பட்ட
змінений	திருத்தப்பட்டது
змінений	மாற்றப்பட்டது
змінений	மாற்றப்பட்ட
розсуд	discretion
супроводу	எஸ்கார்ட்
монархія	முடியாட்சி
вер	ver
закінчено	முடிக்கப்பட்டது
закінчено	முடிந்தது
закінчено	நிறைவடைந்தது
закінчено	நிறைவுற்றது
закінчено	over
закінчено	ஓவர்
сотню	நூறு
жиру	கொழுப்பு
жиру	குண்டாக
жиру	கொழுப்பை
неділя	ஞாயிற்றுக்கிழமை
неділя	ஞாயிறு
еквадор	எக்குவடோர்
китайською	சீன
китайською	சீனம்
бракує	பற்றாக்குறை
руссо	உரூசோ
глобус	globe
глобус	உலகம்
чиновники	அதிகாரிகள்
розуміється	வழங்கப்பட்டது
сильніше	பலமாக
відтворити	இயக்கு
відтворити	விளையாடு
відтворити	விளையாட்டைப்
відтворити	இயக்கவும்
відтворити	விளையாட்டை
відтворити	செய்
зсув	நகர்வு
зсув	ஷிஃப்ட்
зсув	ஆஃப்செட்
зсув	தள்ளிய
мозаїка	mosaic
шейх	ஷேக்
шейх	சேக்
лисиці	நரிகள்
рівна	தட்டை
рівна	தட்டையான
мойсей	மோசே
мойсей	மூஸா
мустафа	முஸ்தபா
стовп	தூண்
кнопки	பொத்தான்கள்
знать	nobility
різне	இதர
різне	மற்ற
різне	மற்றவை
поточні	நடப்பு
поточні	தற்போதைய
світлини	புகைப்படங்கள்
світлини	படங்கள்
бейкер	பேக்கர்
примирення	நல்லிணக்க
партнерство	partnership
парламентська	நாடாளுமன்ற
парламентська	பாராளுமன்ற
родрігес	ரோட்ரிக்ஸ்
діаграми	தட்டிகள்
діаграми	வரைபடம்
діаграми	விளக்கப்படம்
патології	நோயியல்
туманність	நெபுலா
насос	பம்ப்
ілліча	இலீச்
здоровий	ஆரோக்கியமாக
здоровий	ஆரோக்கியமான
здоровий	ஆரோக்கியமானது
ділення	பிரிவு
ділення	வகுத்தல்
ділення	ஊர
напругою	oscillator
вбивств	கொலைகள்
допомогла	உதவியது
остін	ஆஸ்டின்
посилається	referencing
середа	புதன்கிழமை
середа	புதன்
стійка	பரிணாமத்தை
зрозуміла	புரிந்துகொண்டேன்
зрозуміла	உணரப்பட்டது
зрозуміла	புரிந்து
зрозуміла	புரிந்துகொள்ளும்
зрозуміла	புரியும்
приплив	டைட்
пристроями	சாதனங்கள்
видавців	வெளியீட்டாளர்கள்
чечні	செச்சினியா
тканина	துணி
тканина	திசு
тканина	துணி
вірно	நம்பத்தகுந்த
джессі	ஜெஸ்ஸி
джессі	ஜெஸ்ஸி
перець	மிளகு
захищена	பாதுகாக்கப்பட்ட
жорсткі	ஹர்ஷ்
згори	டாப்
згори	மேலே
згори	முதன்மை
згори	மேல்
фредді	ஃப்ரெட்டி
фредді	பிரட்டி
автоматичні	தானியங்கு
автоматичні	தானியங்கி
автоматичні	தானாகவே
автоматичні	தன்னியக்கம்
автоматичні	ஆட்டோ
автоматичні	தானியங்கு
автоматичні	தானியங்கி
автоматичні	தன்னியக்கம்
автоматичні	தன்னியக்கமாக
автоматичні	தன்னியக்க
голландія	ஹாலந்து
локальні	உள்ளார்ந்த
локальні	வட்டார
локальні	உள்ளூர்
локальні	உள்
запрошує	அழைக்கப்பட்டார்கள்
запрошує	அழைக்கப்பட்டது
запрошує	அழைக்கப்பட்டார்
запрошує	அழைக்கப்பட்டனர்
запрошує	அழைப்புகள்
адрес	முகவரிகள்
адрес	இருப்பிடங்கள்
адрес	இடங்கள்
ого	வாவ்
ого	ஆஹா
ого	ஆச்சர்யம்
ріс	ரீஸ்
дивний	வித்தியாசமான
дивний	வித்தியாசமான
дивний	விசித்திரமான
алонсо	alonso
вчора	நேற்று
вчора	நேற்றைய
маляр	ஓவியர்
карлсруе	karlsruhe
супровід	மேம்பாட்டாளர்
супровід	காப்பாளர்
супровід	பராமரிப்பு
рейчел	ரேச்சல்
антонов	antonov
регулює	கறவை
година	மணிநேரம்
година	மணி
губи	உதடு
губи	உதடுகள்
губи	லிப்
губи	உதடு
губи	உதட்டு
пообіцяв	வாக்களிக்கப்பட்ட
ньютон	நியூட்டன்
крик	அலறல்
ізабелла	இசபெல்லா
піде	செல்கிறது
меріленд	மேரிலேண்ட்
