הפיל	слон
מסוקים	хеликоптери
מסוקים	хеликоптери
קומנדו	командоси
קומנדו	командоси
טד	малу
טד	тед
סולימאן	сулејман
אליסון	алисон
אליסון	елисон
אליסון	алисон
מודעת	свесни
מודעת	свесна
מודעת	свесен
מודעת	свесна
מודעת	свесни
מודעת	свесен
מחויב	врзани
מחויב	врзан
מחויב	извршил
מחויב	извршено
מחויב	извршени
סטארק	старк
לינוקס	линукс
לינוקס	linux
בזל	базел
נוצות	пердуви
צמחייה	вегетација
מתנות	подароци
מתנות	подароци
מודול	модул
המלצה	препорачан
המלצה	препорачаа
המלצה	препорачано
המלצה	препорачани
המלצה	препорача
המלצה	препорака
המצאות	пронајдоци
המצאות	изуми
עיצב	дизајнирана
עיצב	дизајнирани
עיצב	дизајниран
עיצב	дизајнирано
מילולי	буквален
מילולי	буквално
מילולי	вербална
העיד	сведочеше
העיד	сведочеа
העיד	сведочел
מפרק	заедничка
מפרק	заеднички
מפרק	џоинт
מפרק	здружени
לקות	инвалидитет
לקות	неспособност
בלוטת	жлезда
נתנאל	натаниел
המגזר	сектор
סון	сонце
סון	сонцето
קאופמן	кауфман
קאופמן	кауфман
הנוסע	патник
באלימות	насилно
רובר	ровер
אצילים	благородници
אצילים	благородниците
אצילים	благородници
אצילים	благородниците
סצנות	сцени
הקבינט	кабинет
הקבינט	креденец
רך	меко
רך	меки
רך	soft
רך	мека
סטן	stan
סטן	стен
הגבורה	херојство
לסבול	трпат
לסבול	страда
לסבול	страдаат
לסבול	толерира
נחשים	змии
מסתיימת	завршува
נאצר	насер
מועמדויות	номинациите
מועמדויות	номинации
מועמדויות	кандидатури
ונוס	венус
ונוס	венера
להקדיש	посветиме
להקדיש	посветам
להקדיש	посветат
רגיש	осетлив
רגיש	чувствителен
רגיש	осетливо
רגיש	чувствителни
רגיש	осетлив
רגיש	осетлива
ראס	рас
ראס	рас
ראס	рус
משמעויות	значења
מדגיש	истакнува
מדגיש	потенцира
עליות	смирениот
עליות	подеми
בחולון	холон
ריטה	рита
מגיש	фрлач
נזירים	монаси
נזירים	монасите
פנימיות	внатрешни
פנימיות	внатрешно
פנימיות	внатрешна
פנימיות	внатрешен
פיצול	подели
פיצול	јаз
פיצול	раздели
פיצול	поделба
פיצול	поделеност
פיצול	сплит
פיצול	подели
פיצול	поделен
פיצול	раздели
פיצול	разделување
גייס	регрутиран
גייס	регрутирани
גייס	регрут
גייס	регрутира
גייס	регрутираат
להודות	признаам
קרוז	круз
קרוז	екипи
קרוז	екипите
האשמות	наводи
האשמות	оптужби
האשמות	наводите
האשמות	обвинувања
האשמות	обвинувања
לאם	лам
המארחת	домаќинка
המארחת	домаќинката
משקעים	остаток
משקעים	врнежи
משוכנע	убедена
משוכנע	убедени
משוכנע	убеден
יהלום	дијамант
יהלום	дајмонд
יהלום	дијаманти
ורן	верн
ורן	рен
ורן	верн
ורן	вернон
מיוצר	произведена
מיוצר	произведени
מיוצר	произведено
מיוצר	произведена
מיוצר	произведен
דורטמונד	дортмунд
מדורג	рангирани
מדורג	оценети
מדורג	рангираше
מדורג	рангиран
מדורג	рангирана
מדורג	рангирани
כור	реакторот
כור	реактор
גמישות	флексибилност
גמישות	еластичноста
קירור	ладење
קירור	замрзнување
הודי	индијанец
הודי	индиски
הודי	индиска
הודי	индиец
מלקולם	малколм
מרוצה	задоволна
מרוצה	задоволен
מרוצה	задоволни
מרוצה	задоволна
מרוצה	задоволен
מרוצה	задоволно
מרוצה	среќни
מרוצה	среќна
מרוצה	среќен
אוסטין	остин
פאי	пита
פאוול	пауел
אייזק	ајзак
אייזק	ајзек
אייזק	исак
עגול	округла
עגול	круг
עגול	рунда
צלעות	ребра
צלעות	ребрата
הליבה	суштински
הליבה	јадрото
הליבה	јадро
אהב	сакан
אהב	сакаше
אהב	сакано
התגובות	коментари
אראגון	ерагон
אראגון	арагон
טיולים	патувања
טיולים	планинарење
קלרה	клара
קלרה	клара
התמוטטות	слом
התמוטטות	уривање
התמוטטות	колапс
מלזיה	малезија
קמפוס	кампос
קמפוס	кампусот
קמפוס	кампус
אומן	оман
אומן	мајстори
אומן	занаетчии
אומן	изведувач
אומן	уметник
שליטים	владетели
שנתית	годишно
שנתית	годишен
שנתית	годишна
מעוז	упориште
מוטה	мота
עליונות	превласт
עליונות	надмоќ
עליונות	супериорна
עליונות	супериорен
עליונות	супериорност
סינטרה	синатра
שחיתות	корумпирани
שחיתות	корумпирано
שחיתות	корумпирана
שחיתות	корумпиран
שחיתות	корупција
טרום	пре
הומוסקסואלים	хомосексуалец
הומוסקסואלים	хомосексуалци
קמח	брашно
ידיד	другарка
ידיד	пријател
נציב	комесарот
נציב	началник
נציב	комесар
לגיטימי	легитимна
לגיטימי	легитимни
לגיטימי	легитимно
לגיטימי	легитимен
לגיטימי	законско
לגיטימי	легален
לגיטימי	легитимно
וורד	ворд
וורד	вард
נמכרה	продадени
נמכרה	продадено
נמכרה	продадена
נמכרה	продаден
לנטוש	напуштат
הבחין	забележана
הבחין	забележани
הבחין	шарен
תמרה	тамара
מוסטפא	мустафа
תיאום	координиран
תיאום	координирани
תיאום	координирана
תיאום	координација
תיאום	координира
הוספה	додавање
הוספה	додади
הוספה	додај
לונג	лонг
לונג	долги
לונג	долго
לונג	долга
מטבח	кујна
מטבח	кујна
נענע	нана
נענע	нане
מעטפת	школка
מעטפת	плик
הביוגרפיה	биографија
תרזה	тереза
תרזה	тереза
תרזה	тереса
מקרוב	макаров
נועה	noa
אתלטיקה	атлетика
החלקה	лизгање
ידיעת	познавајќи
ידיעת	знаејќи
מוכיח	докажува
מוכיח	докажување
חכמה	умен
חכמה	умно
חכמה	паметен
חכמה	паметна
חכמה	паметно
חכמה	мудар
חכמה	мудри
חכמה	мудро
חכמה	мудра
חכמה	паметен
חכמה	смарт
חכמה	паметна
חכמה	паметни
חכמה	паметно
חכמה	smart
חכמה	мудрост
אלפונסו	алфонсо
חתולים	мачки
פרגוואי	парагвај
תיאודור	теодор
ההבנה	реализација
ההבנה	разбирање
מפרט	спецификации
מפרט	спец
לוגי	логично
לוגי	логички
לוגי	логичка
זוחלים	рептил
זוחלים	рептили
טיורינג	тјуринг
הגדר	сет
הגדר	комплет
הגדר	сетот
הגדר	постави
הגדר	конфигурирање
הגדר	ограда
הגדר	оградата
הגדר	дефинира
הפצה	распределба
הפצה	дистрибуција
הפצה	ширење
מכובד	почитувани
מכובד	чесен
מכובד	чесни
מכובד	истакнати
מכובד	истакната
מכובד	достоинствено
מכובד	достоинствен
כופר	откуп
כופר	неверник
טיילר	тајлер
טיילר	тајлор
מאסטר	господар
מאסטר	мајстор
מאסטר	мајсторот
מאסטר	master
אינסופי	бесконечен
אינסופי	бесконечно
אינסופי	бесконечна
אינסופי	бесконечни
אינסופי	бескрајно
אלופה	шампион
אלופה	првак
אלופה	шампион
אלופה	champion
שטרלינג	стерлинг
שטרלינג	првокласен
זבל	корпа
זבל	ѓубре
זבל	глупости
זבל	ѓубре
זבל	ѓубре
מתוכננת	планирана
מתוכננת	планирани
מתוכננת	планирано
מתוכננת	планирале
מתוכננת	планиран
מתוכננת	планираното
אונייה	брод
מולי	моли
אללה	алах
אללה	allah
התשלום	исплата
התשלום	плаќање
מפרסם	објавува
מפרסם	објавување
מפרסם	издавач
השיבה	одговори
השיבה	одговорила
בסתר	тајно
ניקוי	чистење
חלומות	сонови
חלומות	соништа
חלומות	соништата
חלומות	соновите
פסול	дисквалификувани
מחזורי	циклуси
אגודות	здруженија
אגודות	асоцијации
משוואה	равенка
משוואה	равенки
שניידר	шнајдер
שניידר	снајдер
פורטו	порто
ונג	венг
הרך	меко
הרך	меки
הרך	soft
הרך	мека
נעצרה	запрен
נעצרה	запре
נעצרה	престана
נעצרה	застанале
נעצרה	застанал
נעצרה	уапсен
נעצרה	уапсени
נעצרה	уапсена
מקראית	библиска
מקראית	библиски
הנשמה	душа
בחום	топло
הסיעה	фракцијата
הסיעה	фракција
פוטין	путин
סופו	крај
מנגנוני	механизми
בנקים	бенкс
בנקים	банките
בנקים	банки
חמד	хамад
תאורטית	теоретски
תאורטית	теоретска
תאורטית	теоретски
מתמודדים	кандидати
קתולים	католиците
קתולים	католици
קתולים	католички
קתולים	католик
קתולים	католичка
מוכשר	надарен
מוכשר	талентиран
מוכשר	талентирани
מוכשר	талентирана
מצטער	извини
מצטער	извинете
עדנה	edna
עדנה	еднa
ברט	берт
ברט	брет
ברט	брет
ברט	берт
ברט	барт
סורי	сириски
סורי	сирискиот
חומרה	хардвер
אלטרנטיבי	алтернатива
אלטרנטיבי	алтернативен
אלטרנטיבי	алтернативна
פסיכולוגית	психичка
פסיכולוגית	психички
פסיכולוגית	психолошки
פסיכולוגית	психолошка
פסיכולוגית	психологот
פסיכולוגית	психолог
פסיכולוגית	психички
פסיכולוגית	психолошки
גרנד	grand
גרנד	гранд
מפגינים	демонстрантите
מפגינים	демонстранти
מפגינים	демонстрантите
מפגינים	протестанти
מפגינים	демонстранти
השקיעה	залез
השקיעה	зајдисонце
משלחות	експедиции
קוני	кони
מוזס	мојсеј
מוזס	мозес
ענקית	огромен
ענקית	огромно
ענקית	огромна
ענקית	огромни
ענקית	џин
ענקית	гигант
ענקית	џиновска
ענקית	џиновски
מגובה	поддржа
פרסמו	објавено
חללים	простори
חללים	жртви
ליטאי	литванскиот
ואט	ват
ואט	ват
ואט	ддв
הילה	аура
הילה	ореол
עוצר	застанува
עוצר	престанува
עוצר	запира
עוצר	запирање
תהילים	псалм
תהילים	псалм
שעשועים	забавен
סמינר	семинар
ווסט	запад
ווסט	западно
ווסט	вест
ללכוד	фаќање
מטריצה	матрица
מטריצה	матрикс
סרי	сри
סרי	шри
סקס	секс
סיר	трева
סיר	лонец
סיר	тенџере
מזכירה	секретар
מזכירה	секретарка
הגלקסיה	галаксијата
הגלקסיה	галаксија
הגלקסיה	galaxy
האצילים	благородници
האצילים	благородниците
צלפים	снајпери
צלפים	снајперисти
אבד	изгубено
אבד	изгубени
אבד	изгубена
אבד	загуби
אבד	изгубен
הצהרה	изјава
הצהרה	соопштение
אנדרסן	андерсен
בהריון	бремена
בהריון	трудна
בהריון	бремени
אייאקס	ajax
מיסטר	мистер
מיסטר	господине
מיסטר	господин
תביעות	тврдења
תביעות	претензии
תביעות	тврди
תביעות	тужби
הארכיבישוף	архиепископот
הארכיבישוף	архиепископија
לוחמת	воин
לוחמת	борец
לוחמת	борач
אסלאם	ислам
אסלאם	исламот
הלסינקי	хелсинки
הלסינקי	хелсиншки
פיזיקאים	физичари
גיטריסט	гитарист
מוגברת	зголемени
מוגברת	зголемена
מוגברת	зголемено
מוגברת	зголемен
מוגברת	зголемени
התוקף	напаѓач
התוקף	напаѓачот
סכין	нож
כפל	множење
פיני	фински
דרישת	услов
משולם	платен
משולם	платено
משולם	платени
משולם	платена
פג	пег
חוויה	искуство
האוס	куќа
האוס	хаус
מסתובב	ротирачкото
מסתובב	ротирачки
מסתובב	врти
מסתובב	вртење
מסתובב	вртат
מסתובב	врти
ריבית	камата
ריבית	интерес
ריבית	интереси
ריבית	камати
מלכותי	majestic
מלכותי	маџестик
מלכותי	кралско
מלכותי	кралска
מלכותי	ројал
מלכותי	royal
מלכותי	кралски
אובייקטים	објекти
אובייקטים	предмети
קלאודיוס	клаудиј
קלאודיוס	клавдиј
רשומות	рекорди
רשומות	евиденција
רשומות	записи
רשומות	ставки
רשומות	елементи
הלוואות	заеми
פלויד	флојд
רלוונטית	релевантни
קונה	купувач
קונה	купувачот
קונה	купувањето
קונה	купување
המוקד	централа
הדפדפן	прегледувач
הדפדפן	прелистувач
רחבות	широки
רחבות	широка
מייצרת	произведува
זכאים	насловен
זכאים	насловена
תנין	алигатор
תנין	крокодил
מותג	бренд
מותג	марка
שין	шин
מוקפת	опкружена
מוקפת	опкружени
מוקפת	опколен
מוקפת	опколени
מוקפת	опкружен
ביקורתית	критичен
ביקורתית	критично
ביקורתית	критична
ביקורתית	критични
נהיגה	вози
נהיגה	возење
נהיגה	возењето
יוספוס	јосиф
בקצרה	накусо
בקצרה	накратко
סרג	серж
אויבים	непријатели
עיצורים	consonants
עיצורים	согласка
פציעות	повредени
פציעות	повреди
פלאש	блесок
פלאש	флеш
פלאש	блиц
מצויין	одлична
מצויין	одлично
משולבת	интегриран
משולבת	интегрирано
משולבת	интегрирани
משולבת	интегрирана
סגולה	виолетово
סגולה	розева
סגולה	виолетова
מלאי	попис
מלאי	инвентар
מלאי	акциите
מלאי	акции
מלאי	залихи
מלחים	морнари
סדנה	работилница
האגן	хаген
אלברטו	алберто
שיטתי	систематски
שיטתי	систематско
ליר	лир
לילות	ноќи
חמישיית	квинтет
בובה	бебе
בובה	орце
בובה	душичка
בובה	срце
בובה	кукла
בובה	марионета
בובה	кукла
מארס	марс
המשלב	интеграција
המשלב	интегрирање
איגרת	послание
משנית	средно
דיאלוג	дијалог
דיאלוג	дијалози
מודיע	доушник
מודיע	информатор
אינטרס	камата
אינטרס	интерес
אינטרס	интереси
אינטרס	камати
סייד	сајед
סייד	страната
סייד	страна
חריגה	невообичаени
חריגה	необично
חריגה	необични
חריגה	невообичаено
חריגה	необична
חריגה	необичен
חריגה	исклучок
דובי	доби
העשרה	збогатување
הסף	праг
שריפת	изгорени
שריפת	гори
שריפת	снимање
שריפת	горење
השמדה	истребување
השמדה	истребување
דאון	надолу
דאון	доле
דאון	долу
דאון	подоле
דאון	надоле
דאון	зората
דאון	зори
דאון	зора
לינארי	linear
מזמור	химна
מזמור	пеј
מזמור	псалм
זאוס	зевс
שנפל	паднат
שנפל	паднатиот
שנפל	падната
שנפל	паднати
הלורדים	лордови
הלורדים	лордовите
רולינג	ролинг
רולינג	виткање
הלר	хелер
קונסטנטינופול	цариград
קונסטנטינופול	цариградски
קונסטנטינופול	константинопол
מתפתחת	еволуира
מתפתחת	еволуирале
הקיסרים	цареви
מקבלי	приматели
נראתה	погледнал
נראתה	изгледаше
נראתה	погледна
נראתה	видена
נראתה	видено
נראתה	видени
נראתה	видел
נראתה	виден
טרנס	теренс
טרנס	транс
הכלה	невеста
הכלה	невесто
הכלה	невестата
אכפת	умот
אכפת	ум
אכפת	грижа
אכפת	нега
ואלי	долината
ואלי	долина
ואלי	котлина
מקסוול	максвел
הקוראן	куранот
אנדרטאות	споменици
סונג	пеел
סונג	санг
שתייה	пиењето
שתייה	пиење
שתייה	пијам
שתייה	пијалак
שתייה	пијалок
שתייה	пиј
שתייה	пијалоци
שתייה	пијалаци
