aktet	actos
verbër	ciego
verbër	ciega
verbër	ciegas
palëve	lados
palëve	laterales
palëve	bandos
palëve	costados
marka	brand
marka	marca
send	thing
send	cosa
mbiemër	adjetivo
russell	russell
ndau	compartidas
ndau	compartida
ndau	compartido
ndau	compartidos
dave	dave
justin	justin
maha	maha
mig	mig
ilustruar	ilustrado
ilustruar	ilustrada
ilustruar	ilustrados
vreshta	viñedo
vreshta	viñas
vreshta	viñedos
përshtatje	ajuste
përshtatje	adaptación
sugjerojnë	sugieren
sugjerojnë	sugiera
sugjerojnë	sugerir
sugjerojnë	sugiere
hondurasi	honduras
këndore	angulares
këndore	angular
urtë	sabia
urtë	sabios
urtë	wise
urtë	sabias
urtë	sabio
vlerësime	audiencias
vlerësime	calificaciones
vlerësime	clasificaciones
vlerësime	evaluaciones
formalisht	formalmente
jehonë	ecos
jehonë	eco
jehonë	echo
krijim	creación
bashkon	une
bashkon	montones
nelson	nelson
formacion	alineación
formacion	formación
dhënien	otorgamiento
dhënien	concesión
dhënien	adjudicación
shpëtimi	rescate
shpëtimi	salvamento
shpëtimi	rescatar
shpëtimi	salvación
gamë	alcance
gamë	intervalo
gamë	gama
gamë	rango
gamë	cordillera
luka	luka
strukturore	estructurales
strukturore	estructural
sllavët	eslavos
tenton	tiende
ngrirë	congeladas
ngrirë	congelado
ngrirë	congelada
ngrirë	congelados
rheinland	renania
valid	walid
seriozisht	seriamente
malli	mercancía
malli	cosas
malli	antojos
malli	ansias
malli	mercancías
malli	mercadería
malli	mercancía
malli	mercaderías
tcp	pct
tcp	tcp
dëgjon	oye
dëgjon	escucha
dëgjon	escuchas
autorizuar	autorizadas
autorizuar	autorizados
autorizuar	autorizada
autorizuar	autorizado
autorizuar	autorizado
autorizuar	autorizadas
autorizuar	autorizados
autorizuar	autorizada
shpjegime	explicaciones
shpjegime	explicación
oksigjen	oxigeno
oksigjen	oxígeno
lagja	vecindario
lagja	barrio
lagja	vecindad
lagja	capucha
lagja	hood
lagja	capó
pazari	mercado
pazari	bazar
pazari	tiendas
pazari	shopping
pazari	compras
pdk	pdk
mbretëreshë	queen
mbretëreshë	reina
vale	vale
vale	oleada
vale	ola
vale	onda
vale	wave
budist	budismo
budist	budista
budist	budistas
gsub	gsub
vrimë	mirilla
vrimë	agujero
vrimë	hole
vrimë	hueco
vrimë	hoyo
drejtuesi	altavoz
drejtuesi	orador
drejtuesi	parlante
drejtuesi	oradora
drejtuesi	altavoces
islandë	islandia
sovran	soberano
sovran	soberana
sovran	soberanos
oklahoma	oklahoma
kopshti	guardería
kopshti	guardería
kopshti	vivero
kopshti	jardín
kopshti	jardinería
kopshti	jardin
sulmuesit	atacantes
sulmuesit	agresores
sulmuesit	asaltantes
sulmuesit	atacantes
sulmuesit	agresores
festat	feriados
festat	vacaciones
festat	fiestas
festat	festivos
dyzet	cuarenta
dyzet	forty
femijet	niñez
femijet	infancia
femijet	ninos
femijet	niños
enrique	enrique
junior	júnior
junior	junior
stambolli	estambul
aleancës	alliance
aleancës	alianza
kontekstin	contexto
debate	debates
debate	debate
froni	trono
asllan	aslan
kontinentin	continente
dhelpra	zorro
dhelpra	fox
dhelpra	zorros
aeroport	aeropuertos
aeroport	aeropuerto
neolitike	neolítico
kakashi	kakashi
mësimdhënies	docencia
mësimdhënies	enseñar
mësimdhënies	enseñanza
mësimdhënies	enseñando
dyqan	tienda
dyqan	almacén
dyqan	tienda
dyqan	almacenar
dyqan	store
pemët	arboles
pemët	árboles
andy	andy
bundesliga	bundesliga
qafën	cuello
integrim	integración
zanetti	zanetti
portat	gates
portat	puertas
portat	portales
portat	pasarelas
rrethuese	rodeando
rrethuese	circundantes
trazirave	motín
trazirave	disturbios
trazirave	riot
trazirave	revuelta
trazirave	desmadre
gary	gary
guetta	guetta
banim	residencia
banim	residiendo
kodet	códigos
kabinetit	armario
kabinetit	gabinete
disiplinë	disciplina
danez	danés
danez	danesa
danez	daneses
danez	dinamarca
këshill	concilio
këshill	consejo
këshill	concejo
pllakë	losa
pllakë	placa
jusufi	josé
ernesto	ernesto
sugjeron	sugiere
braktis	abandone
braktis	abandono
braktis	abandonen
braktis	abandona
braktis	abandonar
braktis	abandonando
braktis	abandona
pole	polo
pole	caña
pole	pole
pole	poste
mermeri	mármol
futja	introducción
futja	introduciendo
futja	presentando
futja	presentamos
vala	vala
vala	oleada
vala	ola
vala	onda
vala	wave
dëmshme	dañino
dëmshme	perjudiciales
dëmshme	dañina
dëmshme	perjudicial
dëmshme	dañinos
dëmshme	nocivo
dëmshme	perjudicial
ndryshueshme	variable
ndryshueshme	variables
danubit	danubio
ble	adquiera
ble	adquiere
ble	adquiridos
ble	comprados
ble	adquiridas
ble	comprada
ble	adquirido
ble	comprado
kebek	québec
kebek	quebec
kebek	québec
kebek	quebec
kategoritë	categorias
kategoritë	categorías
primula	primula
derri	cerdo
derri	pork
derri	puerco
derri	cerdo
derri	cochino
derri	puerco
derri	cerda
chi	chi
chi	ji
besën	convenio
besën	pacto
haut	haut
kuptueshme	entendible
kuptueshme	comprensibles
kuptueshme	comprensible
drejtësia	justicia
drejtësia	justice
kino	kino
motörhead	motörhead
konkret	hormigón
konkret	cemento
konkret	concrete
konkret	concreto
metali	metálico
metali	metálicos
metali	metal
metali	metales
mëkat	pecado
mëkat	sin
integrimi	integración
integrimi	integrar
integrimi	integración
integrimi	integrando
aplikimi	aplicacion
aplikimi	solicitud
aplikimi	aplicación
kalit	caballo
kalit	caballos
mbetje	panes
mbetje	residuo
mbetje	remanentes
mbetje	remanente
mbetje	remanentes
malmö	malmö
tipar	característica
tipar	rasgo
tipar	largometraje
maximilian	maximiliano
athina	atenas
nderim	tributo
nderim	homenaje
nderim	tributos
balli	frente
franga	franco
franga	francos
bindje	convicción
bindje	convencimiento
protokoll	protocolos
protokoll	protocolo
protokoll	protocolos
skocia	escocia
kinematografisë	cinematografía
kinematografisë	fotografía
opozitës	oposiciones
opozitës	opositores
opozitës	oposición
momentet	moments
momentet	momentos
momentet	instantes
trasha	espeso
trasha	gruesa
trasha	espesa
trasha	grueso
trasha	gruesos
këmbës	tobillo
këmbës	tobillos
louise	luisa
louise	louise
vuan	sufrimientos
vuan	sufriendo
vuan	sufrimiento
vuan	padece
vuan	sufre
shalë	montura
shalë	silla
fitoret	victorias
jeff	jeff
alla	alla
lan	lan
gjeorgjia	georgia
kartela	carpeta
tezën	disertación
tezën	tesis
tezën	tesis
përgatiti	preparado
përgatiti	preparada
përgatiti	preparados
përgatiti	preparadas
mrekullitë	milagros
mrekullitë	letreros
mrekullitë	señales
mrekullitë	señalización
mrekullitë	carteles
mrekullitë	signos
mrekullitë	maravillas
sfera	esfera
sfera	orbe
sfera	esfera
skenar	escenario
skenar	script
skenar	guion
skenar	guión
arkansas	arkansas
ann	ann
komercial	anuncio
komercial	comercial
komercial	comerciales
pretendon	siniestros
pretendon	reclamos
pretendon	reclamaciones
pretendon	simulando
pretendon	pretendiendo
pretendon	fingiendo
bentheim	bentheim
shenjave	letreros
shenjave	señales
shenjave	señalización
shenjave	carteles
shenjave	signos
nigeri	níger
nigeri	nigeria
interesa	intereses
isère	isère
diskutueshme	cuestionables
diskutueshme	cuestionable
diskutueshme	discutible
gjashtëmbëdhjetë	sixteen
gjashtëmbëdhjetë	dieciséis
ema	emma
shpikur	inventada
shpikur	inventado
shpikur	inventó
shpikur	inventamos
shpikur	invento
pazakontë	inusuales
pazakontë	insólito
pazakontë	inusual
kompjuterin	computadora
kompjuterin	ordenador
kompjuterin	informática
kompjuterin	computadoras
kompjuterin	ordenadores
miqësi	amistades
miqësi	amistad
umar	umar
strehë	refugios
strehë	refugio
strehë	albergue
strehë	nicho
strehë	nichos
strehë	santuario
strehë	haven
pronarët	propietarios
pronarët	dueños
praktikat	practicas
praktikat	prácticas
rini	juventud
rini	jovenes
rini	jóvenes
rini	gal
rini	lag
principata	principado
benz	benz
nebraska	nebraska
aisne	aisne
koment	comentar
koment	comenten
koment	comenta
koment	comentario
nderua	honrados
nderua	honrado
modifikuar	modificada
modifikuar	modificados
modifikuar	modificadas
modifikuar	modificado
shprehin	expresar
shprehin	expresas
shprehin	express
shprehin	expreso
shprehin	expresa
shprehin	exprés
bernardo	bernardo
mundesi	casualidad
mundesi	chance
mundesi	oportunidad
kuaj	caballos
koalicionit	coalición
spitali	hospitales
spitali	hospitalaria
spitali	hospital
spitali	hospitalización
spitali	hospitalario
ndalur	pausa
ndalur	parado
sergio	sergio
valais	valais
sllovakia	eslovaquia
larry	larry
maji	may
maji	mayo
maji	hazaña
maji	proeza
maji	maji
phil	phil
munden	pueden
munden	puedo
munden	lata
munden	can
munden	puede
atomi	átomo
atomi	atom
boshnjake	bosnio
boshnjake	bosnios
boshnjake	bosnia
zbulohet	descubierta
zbulohet	descubiertas
zbulohet	descubierto
zbulohet	descubierto
zbulohet	descubierta
zbulohet	descubiertas
zbulohet	descubiertos
zbulohet	descubrió
zbulohet	detectadas
zbulohet	detectada
zbulohet	detectó
zbulohet	detectado
zbulohet	detectados
zbulohet	reveló
zbulohet	revelado
zbulohet	desenterrado
rrezikuar	amenazadas
rrezikuar	peligro
rrezikuar	amenazado
dialog	diálogo
dialog	dialogo
dialog	diálogos
dialog	dialogar
dialog	diálogo
burgosurit	cons
burgosurit	convictos
burgosurit	contras
burgosurit	estafas
dekorative	decorativos
dekorative	decorativas
dekorative	decorativo
ser	ser
misri	maíz
misri	maiz
carmen	carmen
rrotullohet	hilado
rrotullohet	girando
rrotullohet	giros
rrotullohet	tiradas
lagësht	húmedo
lagësht	húmedos
lagësht	húmeda
lagësht	húmedo
lagësht	húmedos
lagësht	húmeda
lagësht	mojados
lagësht	húmedo
lagësht	mojado
lagësht	mojada
lagësht	húmeda
frymëzim	inspiración
aziatike	asiática
aziatike	asiáticas
aziatike	asiático
aziatike	asia
aziatike	asiáticos
sjelljet	comportamientos
sjelljet	conductas
sjelljet	modales
piro	piro
aristoteli	aristóteles
moshave	envejece
moshave	edades
mbledh	colecciona
mbledh	recopila
mbledh	recoger
mbledh	recauda
mbledh	recoge
mbledh	colecciona
mbledh	recopila
syrin	ojo
agimi	alba
agimi	dawn
agimi	amanecer
trimëri	valentía
trimëri	valentía
trimëri	valor
paraardhësi	predecesor
paraardhësi	antecesor
paraardhësi	predecesora
paraardhësi	predecesores
paraardhësi	antepasados
paraardhësi	antepasado
paraardhësi	ancestro
paraardhësi	ancestros
mises	mises
siperfaqe	superficie
siperfaqe	superficial
përgatit	prepara
dollari	dólar
dollari	dolar
dass	dass
fleta	desplazar
fleta	pergamino
fleta	desplazarse
fleta	chapas
fleta	sábanas
fleta	hojas
fleta	sabanas
pajisja	dispositivos
pajisja	dispositivo
pajisja	inflable
laike	secular
laike	seculares
laike	laico
laike	laica
fronit	delfín
buda	buda
buda	buddha
fragment	fragmento
fragment	fragmento
fragment	extracto
senator	senador
senator	senadora
dimensione	dimensiones
fijet	hebras
vula	sellos
vula	estampilla
vula	sello
vula	sella
vula	foca
vula	sello
shpëton	ahorra
shpëton	salva
shpëton	saves
shkëmbinjtë	acantilados
ankara	ankara
tamil	tamil
tamil	tamiles
vittorio	vittorio
prodhoi	producidos
prodhoi	producido
prodhoi	producida
buta	blanda
buta	suave
buta	soft
buta	blando
jasht	fuera
jasht	afuera
jasht	out
albin	albin
vrasin	kill
vrasin	matar
vrasin	mata
përqëndruar	concentrado
përqëndruar	concentrada
përqëndruar	concentradas
përqëndruar	concentrados
përqëndruar	concentrado
përqëndruar	enfocado
përqëndruar	enfocada
përqëndruar	centrado
përqëndruar	concentrados
vita	vita
kronikë	chronicle
kronikë	crónica
arra	nueces
arra	tuercas
arra	nuts
arra	nueces
prilli	april
prilli	abril
lepuri	conejos
lepuri	conejo
deux	deux
karta	cartas
karta	naipes
karta	baraja
karta	tarjetas
karta	charter
karta	chárter
karta	carta
karta	tarjeta
karta	tarjetas
karta	card
gruri	trigo
stadiumit	gradas
komedian	cómico
komedian	humorista
komedian	comediante
pafajshëm	inocentes
pafajshëm	inocencia
pafajshëm	inocente
liberal	liberal
liberal	liberales
fetë	religiones
flori	oro
flori	dorada
flori	dorado
flori	gold
mushkërive	pulmones
mushkërive	lung
mushkërive	pulmón
mushkërive	pulmonar
buffon	buffon
zvogëlohet	reducido
zvogëlohet	reducida
zvogëlohet	reducidas
zvogëlohet	reducidos
zvogëlohet	psiquiatras
komision	comisión
komision	comision
kilmister	kilmister
talenti	talentos
talenti	talento
talenti	talentos
talenti	talento
oskar	oscar
oskar	óscar
oskar	oskar
lëmuar	pulido
pluhur	pólvora
pluhur	polvo
pluhur	polvos
pluhur	polvo
hamza	hamza
vrasjet	homicidios
vrasjet	asesinatos
vrasjet	matanzas
vrasjet	asesinatos
konfirmuar	confirmadas
konfirmuar	confirmado
konfirmuar	confirmados
konfirmuar	confirmada
mbushura	rellenos
mbushura	rellena
mbushura	peluche
mbushura	relleno
mbushura	rellenas
rrushi	uva
rrushi	uvas
rrushi	vides
rrushi	viñas
rrushi	uvas
rrushi	uva
qajar	qayar
strategjik	estratégico
strategjik	estratégica
strategjik	estratégicos
strategjik	estratégicas
argjentinas	argentino
argjentinas	argentina
argjentinas	argentino
argjentinas	argentinos
kushtetutë	constitución
kushtetutë	constitucional
xml	xml
pacientët	pacientes
zyrtarët	oficiales
zyrtarët	funcionarios
kontaktet	contactos
kurrizore	espina
kurrizore	columna
kurrizore	lomo
stalin	stalin
dizajnuar	diseñadas
dizajnuar	diseñada
dizajnuar	diseñado
dizajnuar	diseñados
domate	tomate
domate	tomates
domate	tomate
zhdukjen	extinción
zhdukjen	desaparición
zhdukjen	desapariciones
pronari	propietario
pronari	dueño
pronari	propietarios
pronari	dueña
pronari	propietaria
papua	papua
papua	papúa
pjes	part
pjes	parte
performanca	rendimiento
performanca	desempeño
performanca	actuación
performanca	performance
vizitohet	visitadas
vizitohet	visitados
vizitohet	visitó
vizitohet	visitada
vizitohet	visitado
zhvillimeve	desarrollos
zhvillimeve	evolución
zhvillimeve	acontecimientos
catherine	caterina
catherine	catalina
catherine	catherine
kristian	cristiano
kristian	christian
kristian	cristianos
kristian	cristiana
kristian	cristian
kristian	cristián
kristian	kristian
nilit	nilo
roshi	roshi
troje	troyanos
troje	troyano
fra	fra
binar	binaria
binar	binario
binar	binarios
gaudi	gaudí
destinacion	destino
destinacion	destinos
detyrimeve	obligaciones
kapituj	capítulos
përafërt	aproximado
përafërt	aproximar
përafërt	aproximadamente
përafërt	aproximada
përveq	excepto
përveq	salvo
anglo	anglosajón
anglo	anglo
steven	alberto
steven	steven
bursa	bursa
bursa	becas
dardania	dardania
sundues	soberanos
sundues	gobernantes
heshtur	silencio
heshtur	silenciosas
heshtur	silenciosa
heshtur	silencioso
heshtur	silent
heshtur	aquiescencia
mbeturina	basura
mbeturina	basuras
mbeturina	basura
komik	cómico
komik	comic
komik	historieta
komik	cómic
rituale	rituales
qershori	june
qershori	junio
vasa	vasa
zëvendësohet	sustituido
zëvendësohet	sustituyó
zëvendësohet	reemplazados
zëvendësohet	sustituye
zëvendësohet	reemplazado
salm	salm
ieee	ieee
adresën	dirección
adresën	direcciones
adresën	domicilio
adresën	direccion
armiq	enemigos
armiq	enemigas
namaz	oracion
namaz	plegaria
namaz	oración
namaz	rezo
limousin	limousin
provoi	demostrada
provoi	probado
provoi	demostrado
roje	guardas
roje	guardia
roje	guardias
roje	guardia
roje	guarda
ujku	loba
ujku	wolf
ujku	lobo
ujku	lobos
odiseu	ulises
odiseu	odiseo
blerjen	compra
blerjen	adquisición
blerjen	adquirir
blerjen	comprar
deklaratën	declaración
got	got
got	tengo
got	consiguió
toma	toma
walker	walker
walker	caminante
qelizë	cell
qelizë	celda
qelizë	celular
qelizë	célula
jahja	yahya
unix	unix
njoftuar	notificada
njoftuar	notificado
njoftuar	notificados
njoftuar	anunciado
njoftuar	anunció
njoftuar	anunciada
njoftuar	anunciados
rrëfen	narra
rrëfen	confiesa
prerje	corta
prerje	cut
prerje	cortar
prerje	corte
prerje	corten
prerje	recortes
prerje	cortes
transportin	transportes
transportin	transporte
transportin	transportación
nice	agradable
nice	bonita
nice	bonito
nice	lindo
nice	linda
nice	niza
atmosfera	atmosfera
atmosfera	ambiente
atmosfera	atmósfera
pranimin	aceptación
pranimin	admisión
pranimin	aceptando
pranimin	aceptar
pranimin	aceptación
macedonia	macedonio
macedonia	macedonia
nigeria	nigeria
nigeria	níger
aksionet	saldos
aksionet	poblaciones
aksionet	stocks
aksionet	acciones
aksionet	existencias
aksionet	comparte
aksionet	acciones
nguyễn	nguyễn
telegram	telegrama
hija	sombras
hija	sombra
hija	shadow
ngjitet	subida
ngjitet	escalada
ngjitet	subir
ngjitet	escalar
ngjitet	ascenso
kolonia	colonia
rrënja	root
rrënja	raíz
rrënja	raíces
rrënja	raices
calvados	calvados
rroba	ropa
rroba	ropas
gas	gus
gas	gasolina
gas	gas
gas	gases
harku	arco
harku	arch
harku	moño
harku	reverencia
harku	arco
harku	proa
harku	bow
virtuale	virtuales
virtuale	virtual
gjuhëtar	lingüista
mistike	místico
mistike	místicos
mistike	mística
mistike	mystic
mistike	místico
mistike	místicos
mistike	mística
klasifikuar	clasificado
klasifikuar	clasificada
klasifikuar	clasificados
bankë	banca
bankë	banco
bankë	bank
bandat	pandillas
bandat	bandas
harqe	arcos
