алт	alt
бактериите	bakterije
цвет	cvet
цвет	cveta
цвет	roža
цвет	rožica
селтик	keltski
премини	prehodih
премини	križišča
премини	prehodi
премини	prehodi
премини	odlomke
премини	prehodi
семјуел	samuel
демонстрации	dokazovanje
демонстрации	prikaz
демонстрации	demonstracij
демонстрации	predstavitve
демонстрации	demonstracije
ахил	ahil
монаси	menihov
монаси	meniha
монаси	menihi
доволен	zadostno
доволен	zadostna
сојузник	zaveznika
сојузник	zaveznik
сојузник	ally
дождови	deževje
хардвер	strojne
хардвер	strojna
несогласувања	nesoglasja
факто	facto
штетни	škodljivo
штетни	škodljivega
штетни	škodljivi
штетни	škodljiv
штетни	škodljiva
штетни	škodljivo
ладење	hlajenje
остар	ostri
остар	oster
остар	ostra
остар	ostro
остар	sharp
федерални	zvezni
федерални	zvezno
федерални	zvezna
руралните	podeželski
руралните	podeželje
руралните	podeželske
руралните	podeželska
погребот	pogreba
погребот	pogreb
пронајдоци	izumi
натприродни	nadnaravno
моли	molly
мтв	mtv
покрив	strehe
покрив	streho
покрив	streha
покрив	strehi
чудо	čudež
отсуството	odsotnosti
отсуството	odsotnost
рајт	wright
матка	maternica
матка	maternico
матка	maternica
матка	maternice
матка	maternico
хрвати	hrvati
бунтовниците	upornikov
бунтовниците	uporniki
топологија	topologije
сличност	podobnost
сличност	podobnosti
сличност	podobnost
сличност	podobnosti
влажни	vlažno
влажни	vlažno
влажни	mokre
влажни	mokro
влажни	mokra
влажни	mokri
влажни	moker
прецизност	natančnosti
прецизност	natančnost
прецизност	točnost
прецизност	natančnost
лама	lama
лама	lama
автобиографија	avtobiografijo
муслиманско	muslimani
муслиманско	musliman
лувр	louvru
шведскиот	švedska
шведскиот	švedsko
шведскиот	švedski
страст	strast
страст	strasti
страст	hrepenenje
словачки	slovaški
словачки	slovaško
срцева	srčno
величини	velikosti
муниција	streliva
муниција	strelivo
муниција	strelivo
муниција	strelivo
надминат	premagovanje
надминат	premagati
надминат	premagala
зраците	žarki
зраците	žarke
професионалци	strokovnjaki
професионалци	profesionalci
професионалци	profesionalci
функционални	delovanje
функционални	funkcionalne
функционални	funkcionalno
функционални	funkcionalna
функционални	funkcionalni
конфигурација	nastavitve
конфигурација	nastavitev
нашироко	široko
дует	duet
првичните	začetni
првичните	začetna
првичните	začetno
територијални	teritorialno
територијални	teritorialne
територијални	ozemeljsko
кораб	korab
бремена	noseče
бремена	noseča
тирана	tirani
сериозен	resne
сериозен	resna
сериозен	resno
сериозен	resni
точките	pike
точките	pikice
точките	pik
испит	izpit
хорор	groza
хорор	grozljivke
хорор	grozljivka
зрелост	zrelosti
зрелост	zapadlosti
зрелост	zrelost
тенка	tanke
тенка	tanka
тенка	tanko
тенка	tanek
древни	starodavni
древни	starodavnih
древни	starodavna
древни	starodavne
древни	starodavno
хемијата	kemija
хемијата	kemijo
романтична	romantično
романтична	romantičen
романтична	romantična
лео	lea
лео	leo
прогласувањето	razglasitev
прогласувањето	razglasila
мулти	multi
мирно	mirno
мирно	mirne
мирно	miren
цивили	civiliste
цивили	civilisti
желби	želje
желби	hrepenenje
желби	želje
утврден	ustanovljena
утврден	ustanovljen
утврден	ugotovljena
утврден	vzpostavljen
мат	matt
мат	mat
мат	mat
алтернативна	nadomestno
алтернативна	alternativno
насилно	prisilno
насилно	nasilno
насилно	nasilen
насилно	nasilna
насилно	nasilne
насилно	nasilni
насилно	nasilno
свињи	prašiči
анимирани	animirani
корелација	korelacijo
формација	nastanek
формација	formacijo
опус	opus
ловец	hunter
ловец	lovec
славни	zvezdniki
бауцен	bautzen
екрани	zasloni
потсдам	potsdam
длабок	globoka
длабок	globoko
длабок	globok
земјотреси	potresi
земјотреси	potresi
покривот	strehe
покривот	streho
покривот	streha
покривот	strehi
интересна	zanimiv
интересна	zanimivo
интересна	zanimiva
сочувани	ohranjena
сочувани	ohranjen
сочувани	ohranjeno
виолина	violina
виолина	violino
пресуда	prepričanje
пресуда	obsodba
пресуда	kazen
пресуда	stavek
пресуда	obsodba
пресуда	razsodba
пресуда	sodba
пресуда	odločanje
пресуда	sodba
пресуда	presoja
даб	hrast
даб	oak
дизајнирана	zasnovan
дизајнирана	zasnovana
мајер	meier
мајер	mayer
мајер	meyer
пишан	pisno
пишан	napisano
пишан	napisana
пишан	pisna
пишан	zapisano
чума	kuge
чума	kugi
чума	kugo
чума	kuga
вокер	walker
вокер	walkerja
регистар	registrira
регистар	register
регистар	evidenca
регистар	register
регистар	registra
проширен	povečan
проширен	povečana
проширен	razširjeni
проширен	povečane
проширен	razširjena
проширен	povečano
проширен	razširjeni
проширен	razširjen
проширен	razširjena
проширен	razširjene
готфрид	gottfried
универзална	univerzalno
универзална	univerzalnih
универзална	univerzalni
универзална	univerzalne
универзална	univerzalna
присуствува	obiskuje
фраза	stavek
фраза	fraza
обезбедени	zagotovljenih
обезбедени	zavarovano
обезбедени	zavarovane
обезбедени	zavarovana
делегат	pooblaščenec
фото	photo
фото	foto
фото	fotografijo
фото	fotografija
грим	grimm
грим	grim
емилија	emilia
емилија	emilie
машко	samec
машко	samci
машко	moško
машко	moški
машко	moška
куполи	kupole
куполи	kope
перси	percy
противниците	nasprotniki
противниците	nasprotnike
противниците	nasprotnikov
трон	prestol
трон	tron
никарагва	nikaragvi
законодавство	zakonodaja
законодавство	zakonodajo
гота	gotha
покажувајќи	prikazovanje
покажувајќи	dokazovanje
руанда	ruandi
благодарност	hvaležnost
благодарност	hvaležnosti
гласини	govorice
гласини	govorice
гласини	govorice
гласини	govorica
терени	tečaje
терени	tečaji
терени	teren
даноците	davke
даноците	davki
мапа	zemljevid
масакр	masaker
масакр	pokol
санто	santo
голи	gola
голи	nag
голи	goli
голи	golo
голи	golimi
голи	gole
везири	vezirji
васко	vasco
поединец	individualna
поединец	posamezna
поединец	posamezno
поединец	individualno
поединец	posamezni
поединец	posameznik
формални	formalno
формални	formalnega
бизнисмен	poslovnež
старт	začetek
старт	start
старт	štart
старт	začni
плутон	pluton
персијците	perzijci
духовно	duhovna
духовно	duhovni
духовно	duhovnega
духовно	duhovne
духовно	duhovno
духовно	duhovno
плочки	ploščice
плочки	ploščice
оро	oro
укинување	razveljavitev
укинување	odprava
укинување	ukinitev
укинување	dviganje
укинување	dvigovanje
маите	maji
маите	maji
творец	stvarnika
творец	ustvarjalec
творец	stvarnik
дука	dukas
реге	reggae
одбиен	zavrnjena
одбиен	zavrnjeno
одбиен	zavrnjeni
одбиен	zavrnjen
одбиен	zavrnjena
одбиен	zanikal
одбиен	zavrnjeno
одбиен	zavrnjen
фотограф	fotografa
фотограф	fotograf
фотограф	fotografinja
полноќ	polnoči
полноќ	polnočni
полноќ	polnoč
асен	asen
сомалија	somaliji
примарен	primarno
примарен	primarne
примарен	primarna
примарен	primarni
покривање	zajetje
покривање	kritje
покривање	pokritost
покривање	pokrivanje
покривање	pokritje
алгоритам	algoritem
вдовица	vdovo
вдовица	vdove
вдовица	vdova
преведува	prevajanje
ефективно	učinkovito
навики	navade
навики	navad
галерии	galerije
слободи	svoboščine
слободи	svoboščin
слободи	svoboščine
слободи	svoboščin
контроверзии	polemik
востанија	uporov
филипини	filipini
китови	kiti
китови	kitov
китови	kite
тренери	trenerjev
тренери	trenerji
бошњаци	bosanci
бошњаци	bošnjakov
месје	messier
напредни	napredno
напредни	napredna
напредни	napredni
напредни	napreden
фергусон	ferguson
партиски	zabava
партиски	zabavo
партиски	žur
партиски	party
партиски	partizan
новак	novak
јудаизмот	judovstvo
магдебург	magdeburgu
потпишување	podpisovanje
потпишување	podpis
потпишување	podpisovanje
галаксијата	galaksijo
галаксијата	galaxy
галаксијата	galaksija
дива	divja
дива	wild
дива	divje
дива	divji
дива	diva
реклама	komercialni
реклама	komercialna
реклама	komercialne
реклама	reklama
реклама	komercialno
маркус	marcus
маркус	markus
пензиски	pokojnina
пензиски	pokojnine
пензиски	pokojnino
логор	taborišče
логор	kamp
логор	camp
логор	tabor
описи	opise
описи	opisi
фрајбург	freiburg
еднорог	samorog
ерменски	armenski
риболов	ribolov
риболов	ribarjenje
риболов	ribolova
лестер	lesterja
лестер	lester
лестер	leicester
раствор	topilo
раствор	rešitev
раствор	raztopina
андреас	andreas
примаат	prejeti
разгледување	brskanje
разгледување	znamenitosti
ментално	duševno
ментално	mentalno
ментално	duševna
ментално	duševno
ментално	mentalno
ментално	psihično
ментално	umsko
претставуваше	zastopane
претставуваше	zastopani
претставуваше	predstavljal
прифаќањето	sprejemanje
атлас	atlas
кандидатот	kandidatka
кандидатот	kandidata
кандидатот	kandidat
мадона	madonna
мадона	madona
мон	mont
мон	mon
летаат	leti
летаат	fly
летаат	poletela
летаат	leteti
роналд	ronald
унгарците	madžari
шерлок	sherlock
кувајт	kuvajt
работилници	delavnic
работилници	delavnice
грег	grega
грег	greg
грег	gregg
вујко	striček
вујко	stric
додаден	dodana
додаден	dodane
додаден	dodanih
додаден	dodan
додаден	dodani
додаден	dodano
затворање	zaključek
затворање	zaprtje
затворање	zapiranje
затворање	zapiranje
затворање	zaprtje
отпуштен	odpuščen
отпуштен	odpuščen
дерби	derbi
болтон	bolton
глаголски	slovnične
мешаат	premeša
мешаат	mix
мешаат	mešanica
пелопонез	peloponez
кората	cob
прекината	prekinjen
прекината	prekinjeno
прекината	prekinjena
синан	sinan
мирен	miren
мирен	umirjeno
мирен	mirno
мирен	mirne
мирен	miren
баталјон	bataljon
рик	rick
рик	ricka
рик	ric
индијанец	indijansko
индијанец	indijsko
индијанец	indijski
индијанец	indijanec
индијанец	indijska
ридовите	hribi
ридовите	hills
одземање	odštevanje
одземање	zaseg
карневал	karneval
танцување	ples
танцување	plesa
пан	pan
пан	ponev
интелектуалци	intelektualci
литри	litrov
литри	litrov
литри	litrov
мислата	misel
полувреме	polčas
протерани	izselili
протерани	izključen
протерани	izgnan
протерани	izgnali
кемпбел	campbell
размислува	upoštevajoč
толеранција	toleranca
толеранција	tolerance
толеранција	strpnost
настапила	veličastna
настапила	veličasten
настапила	veličastno
ромео	romeo
предизвикано	izzval
извозот	izvoz
терор	groza
терор	teror
терор	groze
фински	finska
фински	finsko
фински	finski
статуи	akti
статуи	kipe
статуи	kipi
делење	deljenje
делење	delitev
златно	zlat
златно	zlato
златно	zlata
златно	zlate
златно	zlati
посветеност	predanost
посветеност	posvetilo
посветеност	zavezo
посветеност	zaveza
посветеност	zavezanost
посветеност	predanost
посветеност	vdanost
дневна	podnevi
национализам	nacionalizem
истакне	poudari
истакне	poudariti
истакне	poudariti
далај	dalai
летање	leteči
летање	letenje
соборен	odstavljen
влажност	vlaga
влажност	vlažnost
потрошувачи	potrošniki
бенедикт	benedict
загадување	kontaminacije
загадување	onesnaženje
загадување	kontaminacijo
загадување	onesnaževanje
загадување	onesnaženje
хрватите	hrvati
хајделберг	heidelberg
харис	haris
харис	harris
христијанин	christian
христијанин	krščanski
христијанин	kristjan
торп	thorpe
интензивно	intenzivno
интензивно	napeto
интензивно	intenzivna
