மற்றும்	et
அழ	pleurs
சோதிக்கும்	honneurs
சலவை	lavage
சலவை	laver
சலவை	buanderie
சலவை	laverie
சலவை	linge
சலவை	blanchisserie
பெப்சி	pepsi
டைட்டானியம்	titane
ஹம்மர்	hummer
டேராடூன்	dehradun
பிரபஞ்சத்தில்	universe
பிரபஞ்சத்தில்	univers
ஐவி	ivy
சோபா	sofa
சோபா	canapé
சோபா	divan
ஒற்றைப்படை	etrange
ஒற்றைப்படை	impair
ஒற்றைப்படை	étrange
ஒற்றைப்படை	bizarre
ஒற்றைப்படை	odd
வாடா	livraison
வாடா	livraisons
வாடா	accouchement
அண்டார்க்டிக்	antarctique
மனமார்ந்த	féliciter
மனமார்ந்த	félicite
நுண்செயலி	microprocesseurs
நுண்செயலி	microprocesseur
ஓட்டல்	hôtel
பாஸ்டர்	pasteur
லூசி	lucie
லூசி	lucy
கோஸ்டா	costa
வளங்களும்	atteint
சீசெல்சு	seychelles
விசேஷ	spéciales
விசேஷ	spécial
விசேஷ	spéciaux
விசேஷ	spéciale
லஷ்கர்	lashkar
விரல்களை	doigts
கட்டாயக்	forcé
கட்டாயக்	obligé
கட்டாயக்	contraint
கட்டாயக்	forcée
எரேமியா	jérémie
எரேமியா	jeremiah
பிர்	pir
பிர்	bir
மையவிலக்கு	centrifuge
மையவிலக்கு	centrifuges
உந்துகை	propulsion
டாண்டன்	tandon
விளக்கவும்	expliquez
விளக்கவும்	expliquer
விளக்கவும்	explique
உதிரி	rechange
உதிரி	épargner
தேரே	tere
பைலோரி	pylori
மரவள்ளி	manioc
துவாலு	tuvalu
பெருவிரல்	pouce
மிர்	mir
நெட்வொர்க்குகள்	réseaux
ஓதி	réciter
ஓதி	récite
அலெக்	alec
முடிவற்ற	incomplets
முடிவற்ற	inachevée
முடிவற்ற	incomplet
முடிவற்ற	incomplète
முடிவற்ற	incomplètes
கலே	calais
ஓய்வில்	reposant
விரிசல்	fissuration
விரிசல்	craquage
ஓஹியோ	ohio
கடனாக	prêter
முந்தையது	prev
முந்தையது	précédentes
முந்தையது	précédente
முந்தையது	précédent
முந்தையது	précédents
காளான்கள்	champignons
காளான்கள்	champignon
பைத்தியம்	dingue
பைத்தியம்	fou
பைத்தியம்	fous
பைத்தியம்	cinglé
பைத்தியம்	folle
பைத்தியம்	furieux
பைத்தியம்	fou
பைத்தியம்	mad
பைத்தியம்	furieuse
பைத்தியம்	folle
கடவுச்சீட்டு	passeport
கடவுச்சீட்டு	passeports
எதாவது	quelquechose
ஆயத்த	personnalisé
ஆயத்த	personnalisée
ஆயத்த	personnalisés
ஆயத்த	coutume
யாரால்	qui
யாரால்	oms
யாரால்	who
அக்ரம்	akram
ஜெபர்சன்	jefferson
கொக்கி	hook
கொக்கி	hameçon
கொக்கி	crochet
டயமண்ட்	losange
டயமண்ட்	diamond
டயமண்ட்	diamant
டயமண்ட்	diamants
சித்திக்	siddiqui
நானோகுழாய்	nanotube
முல்லா	mulla
முல்லா	molla
கர்மம்	heck
கம்பீரமாக	sublimes
கம்பீரமாக	sublime
ஒருங்கிணைப்பாளர்கள்	coordonnateurs
ஒருங்கிணைப்பாளர்கள்	coordinateurs
சார்ஜ்	charge
கொதிக்கும்	bouillante
கொதிக்கும்	bouillir
கொதிக்கும்	ébullition
கொதிக்கும்	bouillant
மாவீரர்கள்	knights
மாவீரர்கள்	chevaliers
வேடிக்கையான	drole
வேடிக்கையான	drôle
வேடிக்கையான	rigolo
வேடிக்கையான	marrant
வேடிக்கையான	amusant
சந்தேகங்கள்	doute
சந்தேகங்கள்	doutes
சேற்றில்	boue
வற்றாத	vivaces
வற்றாத	vivace
வற்றாத	pérennes
ஔரங்கசீப்	aurangzeb
கிஸ்	baiser
கிஸ்	kiss
கிஸ்	bisou
மூடு	fermer
மூடு	proche
மனி	manny
கருத்தரங்கம்	séminaire
கருத்தரங்கம்	convention
ஈதர்நெட்	ethernet
பாடலைக்	chant
பாடலைக்	chanson
பெருமம்	maxima
பிரசாதம்	prasad
யூத்	jeunesse
யூத்	jeunes
பெனசீர்	benazir
முளைத்தல்	germination
மதுபானம்	barman
மதுபானம்	barmaid
மதுபானம்	alcools
மதுபானம்	alcool
தடுமாற்றம்	pépin
தடுமாற்றம்	glitch
வாரந்தோறும்	hebdo
வாரந்தோறும்	hebdomadaire
வாரந்தோறும்	hebdomadaires
பட்டதாரிகள்	diplômés
வர்ணங்கள்	peintures
லாயிட்	lloyd
மார்க்கோனி	marconi
நீருக்கடியில்	subaquatique
பிளாத்	plath
பிரீட்ரிக்	friedrich
பிரீட்ரிக்	frédéric
சட்டைகள்	chandails
சட்டைகள்	maillots
சட்டைகள்	chemises
பன்னா	banna
வெஸ்லி	wesley
அஞ்சு	anju
லாவோ	lao
வழிகாட்டிகள்	guides
குளிக்க	douches
குளிக்க	douche
சாக்கடை	saleté
சாக்கடை	crasse
சாக்கடை	égouts
நிலத்திலும்	amphibie
கிரில்ஸ்	grylls
உலாவிகள்	navigateurs
நாசரேத்து	nazareth
வானளாவி	skyscraper
வானளாவி	gratte
டெலிகாம்	télécom
டெலிகாம்	telecom
டெலிகாம்	télécommunications
டெலிகாம்	télécoms
நண்பர்களே	mecs
நண்பர்களே	gars
நண்பர்களே	amies
நண்பர்களே	amis
திருத்திக்	reforme
திருத்திக்	réformer
திருத்திக்	réforme
திருத்திக்	réformes
ஈஷா	isha
மனப்பாடம்	mémorisé
மனப்பாடம்	mémoriser
மனப்பாடம்	mémorisation
மிசோ	mizo
ஓசுமியம்	osmium
யூனுஸ்	yunus
மரகதம்	émeraude
மரகதம்	émeraudes
எல்லையற்ற	infinie
எல்லையற்ற	infinies
எல்லையற்ற	infini
ஃபக்ட்புக்	factbook
நீக்கக்	amovible
நீக்கக்	amovibles
டேனியல்ஸ்	daniels
அன்சாரி	ansari
ஆலோ	aloe
சேகரிப்புகள்	collections
சேகரிப்புகள்	ramassage
சேகரிப்புகள்	recouvrement
சேகரிப்புகள்	recueil
சேகரிப்புகள்	collection
சேகரிப்புகள்	collecte
ரெஜினால்ட்	renaud
ரெஜினால்ட்	reginald
கொய்ராலா	koirala
ஆயிஷா	aisha
ஆயிஷா	ayesha
சொன்னான்	dit
சொன்னான்	disait
வலைப்பூக்கள்	blogue
வலைப்பூக்கள்	blogs
குடும்பத்தார்	familiale
குடும்பத்தார்	famille
குடும்பத்தார்	familles
குறியாக	keen
உரி	uri
ஹாப்கின்ஸ்	hopkins
மல்டி	multi
வோல்	woll
ஊனுண்ணித்	carnivores
ஊனுண்ணித்	carnivore
உருவவியல்	morphologie
குரோமேட்டு	chromate
வளையல்கள்	bracelets
அனோ	anno
கருத்துக்களில்	commentaires
கருத்துக்களில்	remarques
கருத்துக்களில்	observations
இரட்டிப்பு	doubler
இரட்டிப்பு	double
இரட்டிப்பு	doubles
வரைப்படம்	schéma
வரைப்படம்	diagramme
வரைப்படம்	diagrammes
பங்கேற்பாளர்கள்	participants
பங்கேற்பாளர்கள்	collaborateurs
பங்கேற்பாளர்கள்	contributeurs
சுவான்	chuan
சாத்தியக்கூறு	probabilités
சாத்தியக்கூறு	probabilité
சாத்தியக்கூறு	vraisemblance
குடுவை	flasque
குடுவை	fiole
உடைப்பு	brisant
உடைப்பு	cassant
உடைப்பு	rompre
உடைப்பு	rupture
உடைப்பு	briser
மனதைக்	esprit
மனதைக்	mind
மூச்சை	souffle
மூச்சை	respiration
மூச்சை	haleine
மயக்கும்	ravissant
மயக்கும்	enchanteur
மயக்கும்	enchantement
பகுத்தறிதல்	raisonnement
பகுத்தறிதல்	raisonnements
பேய்கள்	fantômes
பேய்கள்	démons
நாட்டுப்பற்று	patriotisme
நாட்டுப்பற்று	patriotique
நாட்டுப்பற்று	patriotes
நாட்டுப்பற்று	patriote
ஆலோசகர்கள்	conseillers
ஆலோசகர்கள்	consultants
திருத்தப்பட்டது	modifié
திருத்தப்பட்டது	édité
திருத்தப்பட்டது	modifié
திருத்தப்பட்டது	modifiée
திருத்தப்பட்டது	modifiées
திருத்தப்பட்டது	modifiés
சோகை	anémie
ரென்	ren
ஹார்மோன்கள்	hormone
ஹார்மோன்கள்	hormonaux
ஹார்மோன்கள்	hormones
கடப்பு	transitive
பெய்ன்	payne
செண்ட்	odeur
செண்ட்	parfum
கணையம்	pancréas
புனரமைப்பு	reconstitution
புனரமைப்பு	reconstruction
லயனல்	lionel
சியால்கோட்	sialkot
மறுபிறப்பு	renaissance
மறுபிறப்பு	renaître
மறுபிறப்பு	réincarnation
அயூப்	ayub
கவசங்கள்	hottes
கவசங்கள்	manteaux
ப்ரீ	bree
ரிப்பன்	ripon
ரிப்பன்	ruban
ரிப்பன்	rubans
வேடமிட்டு	déguisée
வேடமிட்டு	déguisés
வேடமிட்டு	déguisé
விருந்தினர்கள்	invités
விருந்தினர்கள்	hôtes
ரைடர்	ryder
பிரி	diviser
பிரி	scinder
பிரி	split
பிரி	scission
டைரக்ட்	directe
டைரக்ட்	directement
டைரக்ட்	direct
டைரக்ட்	directs
தொடரியல்	séquentiel
தொடரியல்	séquentielle
தொடரியல்	syntaxe
மல்டிமீடியா	multimédias
மல்டிமீடியா	multimédia
சிசு	foetus
சிசு	fœtal
சிசு	fœtus
விளையாடுபவர்கள்	joueurs
சாபு	sabu
இயலாதது	vitesses
ஜுவான்	juan
கரண்டி	cuillères
கரண்டி	cuiller
கரண்டி	cuillère
கரண்டி	cuiller
வேட்	wade
சுத்தி	marteaux
சுத்தி	hammer
சுத்தி	marteau
சுத்தி	maillet
விசுவாசம்	fidélisation
விசுவாசம்	loyauté
விசுவாசம்	fidélité
அலங்காரங்கள்	décorations
அலங்காரங்கள்	filtres
அலங்காரங்கள்	filtre
பெரிங்	bering
அமைக்கிறது	ensembles
நடத்துகிறார்	hébergeur
நடத்துகிறார்	hébergement
நூலகர்	libraire
நூலகர்	bibliothécaire
பெண்மை	féminine
பெண்மை	féminines
பெண்மை	féminin
கையெழுத்திட்ட	signées
கையெழுத்திட்ட	signée
கையெழுத்திட்ட	signé
கையெழுத்திட்ட	signés
ஆக்கபூர்வமான	constructifs
ஆக்கபூர்வமான	constructif
ஆக்கபூர்வமான	constructives
ஆக்கபூர்வமான	constructive
லோடி	lodi
வல்லரசு	superpuissance
தருவதில்லை	incontrôlable
தருவதில்லை	incontrôlables
மனச்சோர்வு	dépressif
மனச்சோர்வு	déprimée
மனச்சோர்வு	déprimé
மனச்சோர்வு	déprimés
மார்கஸ்	marcus
சபாஷ்	bravo
எழுகோண	heptagonal
தீபா	deepa
கைப்பந்து	volley
கைப்பந்து	volleyball
முண்டா	munda
புஸ்ஸிகேட்	pussycat
பரிகாரம்	remède
திட்டப்பணி	projet
டயல்	cadran
டயல்	composer
மோனா	mona
வினைல்	vinyles
வினைல்	vinyle
வினைல்	vinyl
ஹோகன்	hogan
வாங்கவும்	acheter
வாங்கவும்	achat
வாங்கவும்	achetez
பார்க்கிறது	voit
கைப்பிடி	manipuler
கைப்பிடி	poignée
செதுக்கிய	recadrée
தீப்பொருள்	malware
தீப்பொருள்	malveillant
இடஒதுக்கீடு	réserves
இடஒதுக்கீடு	réservations
இடஒதுக்கீடு	réserve
இடஒதுக்கீடு	réservation
இடஒதுக்கீடு	réservations
ஜியா	gia
ஜியா	zia
கசப்பான	amertume
கசப்பான	amers
கசப்பான	amer
கசப்பான	amère
கசப்பான	amères
மரணமும்	mourante
மரணமும்	mourir
மரணமும்	mourant
மைல்கல்	jalon
மின்னஞ்சல்கள்	emails
மின்னஞ்சல்கள்	courriels
கருத்துக்கணிப்பு	sondages
கருத்துக்கணிப்பு	sondage
கருத்துக்கணிப்பு	scrutin
கருத்துக்கணிப்பு	enquête
கருத்துக்கணிப்பு	sondage
ஜூரோங்	jurong
கானான்	canaan
ஊடு	zigzag
ஊடு	transparence
ஊடு	transparente
ஊடு	transparent
ஊடு	transparents
கொடுங்கள்	donner
கொடுங்கள்	donne
கொடுங்கள்	donnez
தடிமனான	épaisse
தடிமனான	épais
தடிமனான	épaisses
லென்ஸ்	lens
லென்ஸ்	objectif
லென்ஸ்	lentille
லென்ஸ்	lentilles
எக்ஸ்போ	expo
வாங்குபவர்	acquéreur
வாங்குபவர்	acheteur
கவுரி	gauri
ஹூட்	hood
ஹூட்	capot
ஹூட்	cagoule
ஹூட்	capuche
ஹூட்	capuchon
சாகசங்கள்	aventures
கரடு	rude
கரடு	bruts
சுவடு	tracé
சுவடு	traces
சுவடு	tracer
சுவடு	trace
அங்காரா	ankara
லட்சக்கணக்கான	millions
ஒலிபெருக்கி	enceintes
ஒலிபெருக்கி	orateur
ஒலிபெருக்கி	intervenant
ஒலிபெருக்கி	enceintes
ஒலிபெருக்கி	conférencier
வருந்திய	regretté
வருந்திய	regrettait
மார்ஷ்	marécage
மார்ஷ்	marais
மார்ஷ்	marsh
பெட்டகம்	récipient
பெட்டகம்	conteneur
செனட்டர்	sénateur
செனட்டர்	sénatrice
சூடாக	chaud
சூடாக	hot
சூடாக	chaude
சூடாக	sexy
அருகிவரும்	menacées
அருகிவரும்	menacée
அருகிவரும்	menacés
அருகிவரும்	menacé
வெளியீட்டுக்	publier
வெளியீட்டுக்	édition
வெளியீட்டுக்	publication
மன்னா	manne
கண்களும்	yeux
இவா	eva
இவா	ève
இவா	éva
செயல்படுத்தப்பட்டது	activées
செயல்படுத்தப்பட்டது	activés
செயல்படுத்தப்பட்டது	activée
செயல்படுத்தப்பட்டது	activé
பெருநகரம்	arrondissement
பெருநகரம்	borough
ஓரினச்சேர்க்கை	homosexualité
ஓரினச்சேர்க்கை	homosexualité
ஓரினச்சேர்க்கை	gay
ஓரினச்சேர்க்கை	homosexuel
மடிக்கணினி	portable
சீட்டுகள்	labels
சீட்டுகள்	étiquettes
சீட்டுகள்	libellés
புரோ	pro
ஹமீது	hamid
மேய	paître
பரிமாறும்	servant
பரிமாறும்	portion
பரிமாறும்	servir
குழப்ப	confondre
குழப்ப	embrouiller
ஏர்டெல்	airtel
கொசோவோ	kosovo
மில்ஸ்	fraises
மில்ஸ்	mills
மில்ஸ்	moulins
மில்ஸ்	broyeurs
வெளியிடப்படாத	inédit
வெளியிடப்படாத	inédits
வெளியிடப்படாத	inédites
விற்கவும்	vends
விற்கவும்	vendre
பத்தாண்டுகளாக	décennies
அவா	ava
இலிங்கம்	lingam
விநாடிகள்	secondes
விநாடிகள்	seconds
பொடா	boda
இனவெறி	racistes
இனவெறி	raciste
வருந்துகிறேன்	désolé
வருந்துகிறேன்	désolée
வருந்துகிறேன்	désolés
வருந்துகிறேன்	pardon
மீன்களில்	poissons
தாய்நாடு	patrie
அபாயங்கள்	risques
குவிப்பு	focus
குவிப்பு	concentrer
நண்பரே	ami
நண்பரே	amie
நண்பரே	amis
மந்திரங்களை	mantras
டிரக்	camionnette
டிரக்	fourgon
டிரக்	camion
அழுது	pleurer
அழுது	pleurant
அழுது	pleure
அழுது	pleurs
சூது	jeu
கூந்தலில்	cheveu
கூந்தலில்	cheveux
கூந்தலில்	coiffure
ருசி	délicieuse
ருசி	délicieuses
ருசி	délicieux
நாளம்	vasculaire
நாளம்	vasculaires
குறுக்கீடுகள்	interruptions
குறுக்கீடுகள்	interrompt
ஜீன்ஸ்	jeans
விடைகள்	résultats
அம்பா	ampa
சாகி	saki
ஏமி	amy
டால்பின்	dauphins
டால்பின்	dauphin
தேசியவாதிகள்	nationalistes
அர்த்தங்கள்	significations
கமில்	kamil
அசிட்டோன்	acétone
நோர்டிக்	nordiques
நோர்டிக்	nordique
சௌ	chow
ரஹீம்	rahim
ரஹீம்	raheem
பசியின்மை	appétit
பியாஸ்	beas
போர்ட்டர்	porteur
போர்ட்டர்	portier
போர்ட்டர்	porter
மூக்கில்	nez
கதகளி	kathakali
காப்பர்	cuivre
நீந்தி	nager
நீந்தி	nage
நீந்தி	natation
நீந்தி	baignade
வலிகள்	souffrance
வலிகள்	douleur
வலிகள்	peine
வலிகள்	douleurs
வலிகள்	douleurs
கேக்	gateau
கேக்	gâteau
கேக்	gâteaux
கேக்	tourteaux
கேக்	galette
நிற்கிறார்	standing
ஹரே	lièvre
ஹரே	hare
யூதேயா	judée
சுயவிவரம்	profil
சுயவிவரம்	profils
ஊகங்கள்	suppositions
ஸ்விஸ்	suisses
ஸ்விஸ்	suisse
ஆட்டோகேட்	autocad
எதிர்பாராதவிதமாக	hélas
எதிர்பாராதவிதமாக	malheureusement
பாங்	pang
பாங்	bang
பாங்	bong
ஆமிர்	aamir
போர்ச்சுகல்	portugal
மார்லன்	marlon
ரமலான்	ramadan
திருடர்கள்	voleurs
கிரெய்க்	craig
தோடா	toda
சிறந்தவை	meilleure
சிறந்தவை	meilleures
சிறந்தவை	meilleur
சிறந்தவை	best
சிறந்தவை	meilleurs
துடிக்கும்	battant
துடிக்கும்	battre
லிஞ்ச்	lynch
உடையை	tenues
உடையை	tenue
டிரம்மர்	batteur
சாகசம்	aventures
சாகசம்	aventure
மண்டையோடு	crânes
அகற்றப்பட்டது	retirée
அகற்றப்பட்டது	enlevé
அகற்றப்பட்டது	retiré
அகற்றப்பட்டது	supprimée
அகற்றப்பட்டது	supprimés
அகற்றப்பட்டது	supprimé
அச்சுகள்	haches
அச்சுகள்	axes
அச்சுகள்	coordonnées
அச்சுகள்	coordonnés
பழச்சாறு	jus
பழச்சாறு	juice
சரம்	filtrage
சரம்	filtrant
சரம்	chaîne
சரம்	ficelle
சரம்	string
சரம்	cordes
கார்சன்	carson
பகடி	parodie
அலங்காரத்	ornement
அலங்காரத்	ornements
அலங்காரத்	ornementales
பிரண்டன்	brendon
சின்ஹா	sinha
சீப்பு	peigne
முடக்கு	désactivation
முடக்கு	désactive
முடக்கு	désactiver
முடக்கு	désactivation
முடக்கு	désactive
முடக்கு	désactiver
முடக்கு	désactivé
முடக்கு	off
முடக்கு	hors
முடக்கு	muet
முடக்கு	muette
முடக்கு	sourdine
முடக்கு	muets
மால்ட்	malt
பொருத்துதல்	raccords
பொருத்துதல்	appariement
பொருத்துதல்	adéquation
பொருத்துதல்	correspondance
பொருத்துதல்	correspondant
பித்தப்பை	vésicule
சலங்கை	sagara
இசுடோன்	histone
ஸ்பைக்	spike
எசேக்கியேல்	ezekiel
குதிக்கும்	sauter
குதிக்கும்	sauts
குதிக்கும்	sautant
குதிக்கும்	saut
குதிக்கும்	rebondir
குதிக்கும்	rebonds
குதிக்கும்	rebond
உதடுகள்	bouche
உதடுகள்	lèvres
குளோரியா	gloria
கனல்	kanal
இயல்புநிலை	défaut
வீச	fioritures
பூட்	démarrer
பூட்	botte
பூட்	amorcer
ரீஸ்	rees
ரீஸ்	reese
ஆய்வறிக்கை	thèses
ஆய்வறிக்கை	thèse
தடங்கல்	tracas
தடங்கல்	interrompue
தடங்கல்	interrompues
தடங்கல்	interrompus
தடங்கல்	interrompu
அபிநயம்	mascarade
பெய்ரூட்	beyrouth
படைப்பாற்றல்	créativité
மியா	mia
நீல்ஸ்	niles
ஃபெரோஸ்	feroz
பாட்டீல்	patil
விந்தையான	bizarrement
விந்தையான	étrangement
விந்தையான	curieusement
ஸ்மிருதி	smriti
எடுக்கிறது	prend
நிலவே	chand
கீறல்	scratch
கீறல்	griffe
கீறல்	gratter
கீறல்	égratignure
நன்கொடைகள்	dons
நன்கொடைகள்	donations
மெத்தை	matelas
லியு	liu
லியு	leu
ரிஸ்	ris
ரிஸ்	sif
வறுத்த	frit
வறுத்த	friture
வறுத்த	frite
வறுத்த	grillé
அழுக்கு	cochonne
அழுக்கு	sale
அழுக்கு	sales
ரிஷிகேஷ்	rishikesh
சாய்ந்து	maigre
சாய்ந்து	lean
சாய்ந்து	maigres
சாய்ந்து	incliné
சாய்ந்து	inclinaison
தொண்ணூறு	ninety
செவ்வி	chevy
பந்த்	pantalon
பச்சையம்	chlorophylle
இத்தாலியா	italia
பேதை	beuh
பேதை	weed
பேதை	herbe
அதிர்ஷ்டம்	chance
முட்டி	genoux
முட்டி	genou
மேலோடு	croûte
வகுப்பறை	classe
படிப்பினை	morale
படிப்பினை	moral
படிப்பினை	moraux
படிப்பினை	moralité
மகலன்	magellan
அழைத்தல்	appeler
அழைத்தல்	appelant
ரிமோட்	distants
ரிமோட்	reculées
ரிமோட்	lointain
ரிமோட்	distante
டெங்கு	dengue
ஏசு	jésus
ஏசு	jesus
மூடநம்பிக்கை	superstitions
மூடநம்பிக்கை	superstition
ஹக்கீம்	hakeem
லுமும்பா	lumumba
கிளியோபாட்ரா	cléopâtre
சீஸ்	fromages
சீஸ்	fromage
உள்ளமை	internes
உள்ளமை	interne
நல்லிணக்க	rapprochement
நல்லிணக்க	conciliation
நல்லிணக்க	réconciliation
நல்லிணக்க	rapprochements
இசுப்புட்னிக்	spoutnik
முடிசூட்டு	sacre
முடிசூட்டு	couronnement
நிக்கோலா	nicola
வழங்குவோர்	prestataires
வழங்குவோர்	prestataire
வழங்குவோர்	fournisseur
ஜாபர்	jaffar
சக்ரா	chakra
வில்லியம்சன்	williamson
சிட்டகாங்	chittagong
செங்கற்கள்	briques
கண்புரை	cataracte
பிக்சர்	pixar
ஏர்ல்	earl
ஏர்ல்	comte
மார்க்கெட்டிங்	marketing
மார்க்கெட்டிங்	commercialisation
பதிலடி	représailles
பதிலடி	rétorsion
பதிலடி	riposte
எரிந்த	brulé
எரிந்த	brûlés
எரிந்த	brûlées
எரிந்த	brûlée
எரிந்த	brûlé
ராண்டி	randy
ராண்டி	randi
மொட்டை	soyeux
வீரமரணம்	martyr
வீரமரணம்	martyre
அழுத்தமாக	dépressif
அழுத்தமாக	déprimée
அழுத்தமாக	déprimé
அழுத்தமாக	déprimés
ஒஸ்லோ	oslo
தியோ	theo
தியோ	théo
மயானம்	cimetière
அடங்காத	briones
ஃபிஷர்	fisher
ஃபிஷர்	pêcheur
நீர்க்காகம்	cormoran
சோரி	chori
வடித்த	sculpteur
வெளியேறுதல்	sortant
கவனி	regardez
கவனி	montre
கவனி	montres
கவனி	regarder
கவனி	regarde
கவனி	aviser
கவனி	informer
கவனி	avertir
கவனி	notifier
கவனி	ecouter
கவனி	ecoutez
கவனி	écoutez
கவனி	ecoute
கவனி	écouter
கவனி	écoute
ஒன்றுமில்லை	rien
ஒன்றுமில்லை	aucun
ஒன்றுமில்லை	néant
ஒன்றுமில்லை	aucune
உருவாக்குநர்கள்	promoteurs
உருவாக்குநர்கள்	développeurs
ஊறுகாய்	cornichon
ஊறுகாய்	cornichons
ஊறுகாய்	marinés
கோருகிறது	traîner
கோருகிறது	traînant
மாரா	mara
உள்ளங்கை	palme
உள்ளங்கை	palm
உள்ளங்கை	paume
உள்ளங்கை	palmier
கம்யூனிஸ்டுகள்	communistes
ஒருமனதாக	unanimement
பேரழிவுகள்	désastres
பேரழிவுகள்	catastrophes
கவிஞன்	poète
கவிஞன்	poètes
கோமா	coma
விபத்துக்குள்ளானது	okinawa
கோமாளி	guignol
கோமாளி	bouffon
கோமாளி	clowns
கோமாளி	clown
மக்மால்பஃப்	makhmalbaf
கிர்கிஸ்தான்	kirghizistan
கிர்கிஸ்தான்	kirghizstan
துணையை	mate
கீரி	mangouste
சுருக்கப்பட்ட	raccourcie
அழுத்தவும்	appuyez
அழுத்தவும்	presse
பாதிக்கப்பட்டவர்	victime
தொலைநிலை	distants
தொலைநிலை	reculées
தொலைநிலை	lointain
தொலைநிலை	distante
கண்ணியம்	dignité
கிடங்குகள்	entrepôts
உண்ணிகள்	verrue
வாளி	godet
வாளி	seau
பியா	pia
பியா	biya
கொழுந்து	brasier
கொழுந்து	blaze
ஃபால்	tomber
ஃபால்	automne
ஃபால்	chute
ஃபால்	fall
அடோல்ஃப்	adolphe
கட்டடத்தை	précipice
கட்டடத்தை	brink
குறிச்சொல்	terme
இறந்தவரின்	décédée
இறந்தவரின்	décédés
இறந்தவரின்	défunt
இறந்தவரின்	décédé
துள்ளும்	gonflable
ஜேமி	jamie
அர்ஜுனா	arjuna
சிரி	rigole
சிரி	rire
சிரி	riez
மொசில்லா	mozilla
சுகர்	sucres
சுகர்	sucre
சுகர்	sucres
வருண	varuna
பூத்து	banquette
பூத்து	booth
பூத்து	kiosque
பூத்து	cabine
ரெய்க்	reich
கற்றுக்கொண்ட	appris
கற்றுக்கொண்ட	apprises
கற்றுக்கொண்ட	apprise
கிமி	kimi
துடிப்பான	vibrante
துடிப்பான	vibrant
தலைப்பாகை	turban
பீக்	peek
ஜாவேத்	javed
மங்கேஷ்கர்	mangeshkar
சுவரொட்டிகள்	posters
சுவரொட்டிகள்	affiches
லாண்டன்	landon
பலாவு	palaos
பெசன்ட்	besant
விட்டும்	du
விட்டும்	de
விட்டும்	depuis
டையர்	dyer
ஆகிறார்	devient
மாயம்	magie
மாயம்	magic
மாயம்	magique
கிரெடிட்	crédit
பியூரின்	purine
சுருக்கமாகவும்	concis
சுருக்கமாகவும்	concises
சுருக்கமாகவும்	concision
சுருக்கமாகவும்	concise
பிரச்சாரங்கள்	campagnes
கோயா	goya
பூப்	boop
விரும்புகிறது	veut
ஷெட்டி	shetty
மூதாதையர்கள்	pères
துரு	rouille
துரு	rouillé
லாப்ரடோர்	labrador
வால்கிரி	valkyrie
லத்தீப்	latif
மின்ஸ்க்	minsk
இல்லுமினாட்டி	illuminati
பூம்	boum
பூம்	boom
பெலருசிய	biélorusses
பெலருசிய	biélorusse
கெர்	kerr
நங்கூரம்	ancrage
நங்கூரம்	ancres
நங்கூரம்	ancre
நங்கூரம்	ancrer
கனெடிகட்	connecticut
ஜித்தா	jeddah
செறிவூட்டப்பட்ட	enrichie
செறிவூட்டப்பட்ட	enrichies
செறிவூட்டப்பட்ட	enrichi
செறிவூட்டப்பட்ட	enrichis
மஸ்கட்	muscat
ஜெசிக்கா	jessica
ஆதாரமற்ற	suppositions
ஆதாரமற்ற	hypothèses
ஆதாரமற்ற	postulats
கிர்	gir
சென்சார்	moulures
சென்சார்	moulage
பாசாங்கு	prétendre
பாசாங்கு	prétends
பாசாங்கு	prétendez
பாசாங்கு	semblant
பாசாங்கு	prétendant
பாசாங்கு	semblant
பாசாங்கு	prétendre
பாசாங்கு	feignant
மிட்டாய்	bonbon
மிட்டாய்	sucrerie
மிட்டாய்	bonbons
டாக்சி	taxi
டாக்சி	taxis
வெளிநாட்டவர்	étranger
வெளிநாட்டவர்	etranger
நியூமன்	newman
கடித்து	bouchée
கடித்து	mordant
கடித்து	morsure
கடித்து	mordre
தாய்மார்கள்	mères
இதமான	crète
ஏக்கம்	nostalgie
ஏக்கம்	nostalgique
முளை	germes
முளை	pousses
முளை	choux
ஆர்ப்பாட்டத்தில்	protester
தொட்டது	touché
தொட்டது	touchée
சவுல்	saul
திருநங்கை	transgenres
திருநங்கை	transsexuels
ஜான்ஸ்டன்	johnston
எண்ணமும்	oeuvres
எண்ணமும்	artwork
வரையறு	affiner
சரியானதாக	parfaits
சரியானதாக	parfait
சரியானதாக	parfaites
சரியானதாக	parfaite
அரப்பா	harappa
ஜனநாயகம்	démocratie
ஆரோக்கியமாக	sain
ஆரோக்கியமாக	saine
இனப்படுகொலைகள்	indigènes
இனப்படுகொலைகள்	natifs
தீத்து	titus
பிரசவ	accouchements
பிரசவ	accouchement
ஏற்றத்தாழ்வு	disparités
ஏற்றத்தாழ்வு	disparité
ஏற்றத்தாழ்வு	inégalités
ஏற்றத்தாழ்வு	inégalité
ராவணன்	ravan
ரோந்து	patrouilles
ரோந்து	patrouiller
ரோந்து	patrouille
படகோட்டம்	voile
கேலக்ஸி	galaxie
கேலக்ஸி	galaxy
ரங்	sonnait
ரங்	sonné
தளவாடங்களை	logistique
மெழுகுவர்த்தி	bougie
மெழுகுவர்த்தி	chandelle
சரளமாகப்	couramment
ஹோமோ	homo
வெய்ன்	wayne
டேவிட்சன்	davidson
ஹைட்ரோ	hydraulique
