бухгалтер	محاسب
взірець	قرینہ.
взірець	ترتیب
взірець	نمونہ
взірець	قالب
взірець	معیار
взірець	مرتب
взірець	آدرش
взірець	تنظیم
взірець	کپڑے
підрахунок	حساب
осад	تلچھٹ
осад	دُرد
осад	پختہ
осад	پرانا
осад	محکم
осад	تلچھٹ
осад	دُرد
осад	پختہ
осад	پرانا
осад	محکم
осад	گاد
осад	رُسوب
безкоштовне	خالی
безкоштовне	ملاوٹ
безкоштовне	چھڑانا.
безкоштовне	گستاخ
гіркий	کڑوا
гіркий	کڑوا
гіркий	تلخ
затримати	سمجھنا
затримати	پکڑنا
затримати	پانا
затримати	ماننا.
затримати	قبضہ
затримати	املاک
затримати	جشن
затримати	دباؤ.
затримати	مورچہ.
затримати	گرفت.
затримати	پانا
затримати	ماننا.
затримати	قبضہ
затримати	املاک
затримати	سنبھالنا
затримати	جشن
затримати	دباؤ.
затримати	مورچہ.
затримати	گرفت.
стрес	اصرار
стрес	بل
стрес	میکانیکی
текстури	استعارات
текстури	بُناوٹ
текстури	استعارات
аукціон	نیلام
аукціон	برّاج.
рожева	سجانا.
рожева	سنوارنا
рожева	گلابی
рожева	سرخا.
незвично	رواجی
незвично	باضابطہ
незвично	غیرروایتی.
порівняйте	موازنہ
порівняйте	مقابلہ
завантажені	باردار
завантажені	سوال)
завантажені	تیکھی
терпіти	مجرمانہ
терпіти	قائم
зошит	کوچک
зошит	سفری
божественна	ربّانی
божественна	متبرک
божественна	خداوندی
божественна	مقدس
божественна	الُوہی
божественна	وجدان
божественна	قیاس
божественна	طباع
божественна	خدایانہ
стек	پولا.
стек	انبار.
стек	خرمن
стек	گٹھا
приховування	ظاہر
приховування	انکشاف
приховування	حجاب
приховування	روپوشی
приховування	اخفا.
приховування	پوشیدگی
неправильне	انداز
неправильне	(وضع
неправильне	معیوب.
неправильне	انداز
неправильне	(وضع
неправильне	غلط
неправильне	معیوب.
неправильне	اصول
неправильне	مستقل
неправильне	استثنائی
щелепа	منہ
щелепа	گرفت
тюрма	جیل.
тюрма	اسیری
тюрма	حراست
тюрма	جیل.
тюрма	اسیری
тюрма	محبس
тюрма	حراست
фашизм	فسطائیت
квіткові	پھولدار
квіткові	مشجّر
квіткові	منقش
застарілий	قدیم.
застарілий	منسوخ
застарілий	ابتدائی
застарілий	پسماندہ
застарілий	قدیم.
застарілий	منسوخ
застарілий	ابتدائی
застарілий	متروک
застарілий	پسماندہ
смертельна	مہلک.
смертельна	مردنی
смертельна	انتہائی
смертельна	ظالم
смертельна	بالکل
смертельна	ازحد
смертельна	نہایت
смертельна	سفّاک.
смертельна	افسردہ.
смертельна	قاتل
смертельна	مہلک
вчить	مُعلّمی.
левін	صاعقہ
левін	بجلی.
системна	تنظیم
системна	ترتیب
системна	مشین.
трубу	(موسیقی
трубу	صفیر.
трубу	on
трубу	دھات
трубу	نلکی
трубу	انبوب.
трубу	نالی
комфорт	تسلی
комфорт	ہمدم
комфорт	تشفّی
комфорт	دلاسا
анжеліка	انجلیق.
натуральний	بلاسنگھار.
натуральний	مطابق
натуральний	ارضی
натуральний	سادہ
натуральний	ازخود.
натуральний	فطری
натуральний	بلاسنگھار.
натуральний	مطابق
натуральний	اصلی
натуральний	ارضی
натуральний	سادہ
натуральний	ازخود.
натуральний	طبعی
натуральний	فطری
запускати	اضطراری
запускати	حیرت
запускати	up
запускати	لاگو
запускати	(اکثربعدہ
запускати	دوڑ
запускати	(کھیل
запускати	پھیرا
запускати	دوڑنا.
запускати	بھاگنا
запускати	حملہ
запускати	تماشے
запускати	(بعدہ
запускати	چڑھائی
викинути	مقدار
викинути	سمت
викинути	ختم
викинути	درجے
викинути	(الف)گرانا
викинути	زُہول
викинути	رشوت.
викинути	حالت
викинути	زور
викинути	توانائی
викинути	گرمانے
викинути	ترنگ
шпиль	مخروطی
вінні	چھچّی.
сміливість	دلیری
сміливість	دلیری
сміливість	بہادری
викупити	(وعدہ
викупити	نبھانا.
викупити	بچانا
викупити	چھڑانا
викупити	(بعدہ
юніон	اتفاق
юніон	اتحاد
юніон	ملاپ
юніон	شادی
жирні	شحیم.
жирні	چربیلا
жирні	چکنا.
гусей	بدّھو
порно	فحاشی
порно	فحش
порно	عریاں
порно	ہزلیہ.
директорія	نظامت
соус	لاون.
соус	سالن
соус	گستاخی
соус	اچار
колектор	واجبات
локальна	قریبی
локальна	دیسی.
локальна	مضافاتی.
локальна	علاقائی
локальна	جگہ
локальна	محل
локальна	قریبی
локальна	دیسی.
локальна	مقامی
локальна	مضافاتی.
локальна	علاقائی
локальна	جگہ
локальна	محل
кап	بہتر
кап	اوپر
цифру	عدد
капелан	ادارے
лунка	رستہ
лунка	کٹیا
лунка	تکیہ
лунка	سوراخ.
лунка	پیالی
лунка	سوراخ
лунка	کٹھڑیا.
лунка	نالی
лунка	چھید
лунка	رستہ
лунка	کٹیا
лунка	تکیہ
лунка	سوراخ.
лунка	پیالی
лунка	سوراخ
лунка	کٹھڑیا.
лунка	نالی
вестибюлі	ڈیوڑھی
вестибюлі	راہداری
вестибюлі	چھتّہ
черви	(پودے
черви	کرم.
черви	کیڑا
черви	کیچوے.
ізюм	کشمش-
кутовий	زاویائی.
неправильний	انداز
неправильний	(وضع
неправильний	معیوب.
неправильний	انداز
неправильний	(وضع
неправильний	غلط
неправильний	معیوب.
неправильний	ناروا.
неправильний	نامناسب
неправильний	ظلم.
неправильний	خراب
неправильний	ناراست.
неправильний	زیادتی
неправильний	ناروا.
неправильний	غلط
неправильний	نامناسب
неправильний	نادرست
неправильний	ظلم.
неправильний	خراب
неправильний	ناراست.
неправильний	زیادتی
неправильний	معذور
неправильний	ناقص
неправильний	اپاہج
неправильний	نامعتبر
передумовою	لازمی.
їдиш	یدش.
вразив	مہر
вразив	جتانا
натисніть	کھٹکا
небесне	آخرت.
небесне	آسمان
небесне	آخرت.
петті	محدود
петті	اوچھا
петті	معمولی.
петті	گھٹیا
петті	خورد
петті	کمتر
петті	کوچک
петті	کمینہ
петті	چھوٹا
петті	محدود
петті	ادنیٰ
петті	اوچھا
петті	معمولی.
петті	گھٹیا
петті	خورد
петті	کمتر
петті	کوچک
петті	کمینہ
нагадування	ہوشیار
нагадування	ہول
вертикальне	راسی
вертикальне	انتصابی
вертикальне	عمودیہ
вертикальне	عمودی
вертикальне	مفرقی
вертикальне	راسی
вертикальне	انتصابی
вертикальне	کھڑا
вертикальне	عمودیہ
вертикальне	عمودی
вертикальне	مفرقی
гостем	مہمان
гостем	ریڈیو
витримки	کھلا
витримки	آزار
витримки	پُرخطر.
лисий	سپاٹ
лисий	واضح
невдача	قلیل
невдача	کمزور
невдача	ناکامیاب
невдача	ناقص
невдача	برپا
невдача	منعقد
невдача	دیوالہ
невдача	سقوط
невдача	خرابی
невдача	بربادی.
невдача	بگاڑ
невдача	تباہی
невдача	برپا
невдача	منعقد
невдача	دیوالہ
невдача	سقوط
невдача	ناکامی
невдача	خرابی
невдача	بربادی.
невдача	بگاڑ
невдача	تباہی
лице	کانکھ.
лице	بغل
лице	کانکھ.
ущелина	دعوت
ущелина	گھاٹی
ущелина	ہبوڑنا.
аматор	اتائی
річниця	برسی
річниця	سالگرہ
сутінках	اندھیرا.
сутінках	سایہ
кореляції	ارتباط
кореляції	تعلق.
кореляції	رشتہ
чорт	بددعا.
кредитні	گلی.
кредитні	دین
кредитні	قرضداری.
кредитні	گلی.
кредитні	قرض
кредитні	دین
кредитні	قرضداری.
здалося	تفکّر
здалося	منصوبہ.
здалося	تدبیر
здалося	منشا.
здалося	(بعدہ
здалося	مقصد
здалося	ارادہ
здалося	تفکّر
здалося	خیال
здалося	منصوبہ.
здалося	تدبیر
здалося	منشا.
здалося	(بعدہ
здалося	مقصد
здалося	ارادہ
обман	چکمہ
обман	بہکانے
обман	بناوٹ.
обман	جعل
реформатор	مصلح
покупець	گاہک.
покупець	مشتری
покупець	گاہک.
покупець	خریدار
покупець	مشتری
примусити	اہمیت
примусити	دھکیلنا
примусити	تاثیر
примусити	آبشار.
примусити	قدرت.
примусити	اثر
примусити	قوت
примусити	حق
примусити	دباؤ
примусити	اہمیت
примусити	دھکیلنا
примусити	تاثیر
примусити	آبشار.
примусити	قدرت.
примусити	اثر
примусити	قوت
примусити	حق
примусити	زبردستی
примусити	زور
примусити	دباؤ
логічне	معقول
логічне	مربوط
логічне	صحیح
логічне	استدلالی
логічне	منطقی
логічне	معقول
логічне	مربوط
логічне	صحیح
логічне	استدلالی
вікова	مذہبی
вікова	روحانی
поховати	منہمک
спідниці	بزدل
спідниці	مردک.
спідниці	کمزور
спідниці	زنانہ
банкнота	ہنڈی.
кутова	زاویائی.
ретро	لباس
ретро	مذاق
серйозне	اہم
серйозне	معقول.
серйозне	معتبر
серйозне	اہم
серйозне	معقول.
серйозне	معتبر
серйозне	سنجیدہ
серйозне	متین
відвідання	معائنے
відвідання	نگرانی
чехословацька	چیکوسلوواکیہ
знайома	سیکھا
знайома	how
знайома	سیکھا
знайома	جاننا
знайома	how
розрахунках	اپج
розрахунках	ماہرانہ
розрахунках	پُرفن.
розрахунках	اچھوتا
розрахунках	پُرحکمت
розрахунках	ترکیب
розрахунках	اختراع.
розрахунках	طباعی
розрахунках	پُرکشش
розрахунках	حکمت
розрахунках	چالباز
хвилина	ادنیٰ
хвилина	مفصل
хвилина	دقیقہ.
хвилина	پل
хвилина	چھن
хвилина	منٹ
хвилина	حقیر
хвилина	مہین
дрова	ہیزم
мул	رسوب.
мул	دلدل
мул	رسنا
мул	پسیجنا.
мул	ٹپکنا
мул	نقوع
мул	کیچڑ.
мул	گِلابہ
мул	جھیل
мул	نقاعت.
мул	دریا
небеса	آخرت.
небеса	آسمان
небеса	آخرت.
фотоапарат	کیمرا.
видимий	واضح
видимий	ظاہری
видимий	آشکار-
берта	نیچا
послідовний	رسالہ
послідовний	جریدہ.
послідовний	تسلسلی
колорит	جوش
колорит	ہمت
колорит	جن
колорит	رم)
колорит	away
колорит	وسکی
колорит	رجحان
колорит	انداز.
колорит	جولانی
колорит	روح.
колорит	جوش
колорит	دم
колорит	ہمت
колорит	جن
колорит	رم)
колорит	away
колорит	وسکی
колорит	رجحان
колорит	انداز.
колорит	جولانی
колорит	روح.
маньєризм	کاریگری.
маньєризм	ڈھب
графічна	ترسیمی.
графічна	نقشوں
надпис	کارڈ
надпис	چٹھی
підборіддя	زنخداں
підборіддя	ٹھوڑی
підборіддя	ذقن
підборіддя	زنخداں
підборіддя	ٹھوڑی
тримала	حصص
гарден	سختانا
справедлива	مُبّیضہ
справедлива	حتمی.
справедлива	صاف
справедлива	اچھا
справедлива	منصفانہ
справедлива	گورا
справедлива	ٹھیک
справедлива	واضح
справедлива	تعریفی
справедлива	حسین
справедлива	عمدہ
справедлива	مکمل
справедлива	حسینہ.
справедлива	مہربان
тортури	تشدد
тортури	تعذیب
переліт	سہامہ
переліт	تیر
ворожнеча	طویل
металічний	چمکیلا.
металічний	ٹھنکنے
металічний	فلَزی.
металічний	دھاتی
голосно	طرز
голосно	چیختے
голосно	اونچا
голосно	شوخ
голосно	تیز
голосно	بھڑکیلا
ділова	جھگڑا
ділова	قصہ
ділова	سبب
ділова	تھئیٹر
ділова	مصروفیات
ділова	جھگڑا
ділова	قصہ
ділова	سبب
ділова	کاروبار
ділова	کام
ділова	تھئیٹر
ділова	مصروفیات
ділова	امر
інсульт	وار
інсульт	چوٹ
інсульт	ضرب
візир	وزیر.
візир	وزیر
візир	وزیر.
пригода	خطرے
турбіна	پانی
коліно	زانو.
рана	گھاؤ.
рана	گھاؤ.
рана	زخم
сигарети	سگریٹ
простотою	سہولت
простотою	شرمندگی
оновити	(مشینری
оновити	رتبہ
оновити	درجہ
оновити	تفریح
кидок	away
кидок	aside
кидок	ٹھوکنا.
кидок	قوت
кидок	چمڑے
погодження	رضا
бійка	by
бійка	بنکارنا
бійка	(بعدہ
бійка	along
бійка	گڑگڑاہٹ.
бійка	گونجتی
бійка	(مرض
бійка	قتال
бійка	آگ
бійка	(جنگ
бійка	کوشش
екрана	تپش
екрана	غلّے
екрана	پوشیدگی
екрана	بھنگوں
екрана	ہوا
екрана	روک.
екрана	تپش
екрана	غلّے
екрана	پوشیدگی
екрана	بھنگوں
екрана	ہوا
екрана	آڑ
екрана	روک.
урочистий	جشن
урочистий	کھیلوں
урочистий	تہوار.
щогли	بتولا
щогли	اسطوانہ.
далека	دورتر
германські	جرمن
диякон	شمّاس.
корупція	سڑنا
спальні	خوابگاہ
расової	نسلی
гряда	ہلکورے.
гряда	شکنیں.
гряда	کھنکتی
гряда	سلوٹیں
рушниця	بندوقچی.
зґвалтування	توڑیا
зґвалтування	دھاوا
зґвалтування	لوٹنا.
зґвалтування	تاراجی.
виростають	قد
виростають	مرتبے
виростають	پختہ
виростають	بونا
виростають	اُگنا
виростають	ہویدا
виростають	فزوں
виростають	اپجنا.
виростають	نمو
виростають	بالغ.
виростають	پھل
виростають	گدرایا
виростають	پیدا
виростають	حجم
виростають	قد
виростають	مرتبے
виростають	بڑھنا
виростають	پختہ
виростають	بونا
виростають	اُگنا
виростають	ہویدا
виростають	فزوں
виростають	اپجنا.
виростають	نمو
виростають	بالغ.
виростають	پھل
виростають	گدرایا
виростають	پیدا
виростають	حجم
натискання	مبرم.
натискання	ملتجی
мосс	کائی
бідна	معمولی
бідна	کچا
бідна	گھٹیا
бідна	مفلس
бідна	نادار
бідна	معمولی
бідна	کچا
бідна	گھٹیا
бідна	مفلس
бідна	غریب
гал	لڑکی.
ліфт	off
ліфт	(بادل
ліфт	اٹھنے
ліфт	ابھرنے
ліфт	موافق
ліфт	ابھرنا
ліфт	دنبال
козацьку	قزاق.
горностай	قاقم
марлі	مکلّس
дідуся	جد.
сумління	ضمیر
сумління	پچھتاوا.
сумління	رحم
символічні	رمزی.
символічні	علامتی
символічні	رمزی.
нагорі	چھت
нагорі	کوٹھا.
тяжкий	متشدد
тяжкий	انتہائی
тяжкий	بڑا
тяжкий	جابر
тяжкий	سادہ
тяжкий	زبردست
тяжкий	کڑا
тяжкий	متشدد
тяжкий	انتہائی
тяжкий	شدید
тяжкий	بڑا
тяжкий	جابر
тяжкий	سادہ
тяжкий	زبردست
тяжкий	سخت
тяжкий	کڑا
видимі	واضح
видимі	ظاہری
видимі	آشکار-
видимі	بظاہر.
видимі	بیّن
видимі	ظاہری
видимі	نمایاں.
витратити	صرف
витратити	(بعدہ
пухлина	سلعہ.
пухлина	رسولی
зауважте	پیغام
зауважте	پرزہ.
зауважте	نوعیت
зауважте	رقعہ
зауважте	مشاہدہ
зауважте	لہجہ
револьвер	ریوالور
легкими	کوئلے
легкими	out
базис	اصل
розпоряджень	بجا
розпоряджень	درست
гачок	پنجہ.
гачок	جال.
гачок	چرانا
гачок	آنکڑا.
гачок	درانتی
гачок	پھندا
сумісна	روادار
сумісна	موافق
сумісна	(سازوسامان
соромно	شرمناک
скрипт	ڈرامے
солодка	میٹھا
солодка	ذاتی
солодка	مٹھاس.
солодка	پسندیدہ
солодка	سُریلا
солодка	شیریں.
солодка	شیدا.
солодка	میٹھا.
солодка	خصوصی
спринт	تیراکی
гриба	اسفنجی
гриба	خمیر
гриба	فطر
гриба	ڈاڑھی.
вчити	ہدایت
вчити	واقف
колоди	فرش
лоза	ٹوکریاں
лоза	بید
діра	رستہ
діра	کٹیا
діра	تکیہ
діра	سوراخ.
діра	پیالی
діра	سوراخ
діра	کٹھڑیا.
діра	نالی
діра	چھید
діра	رستہ
діра	کٹیا
діра	تکیہ
діра	سوراخ.
діра	پیالی
діра	سوراخ
діра	کٹھڑیا.
діра	نالی
проникли	لادنا.
проникли	چڈی.
метрика	میڑی.
утиліта	سودمند.
утиліта	سراسرعملی
утиліта	افادیت
картон	گتّہ
картон	ملٹ.
підозра	شبہ
підозра	شبہ
підозра	شک
прозора	منشا
прозора	شیشئی
прозора	بہانہ
прозора	کھرا
прозора	غرض
прозора	نمایاں
прозора	منشا
прозора	شفّاف
прозора	شیشئی
прозора	بہانہ
прозора	کھرا
прозора	غرض
прозора	نمایاں
губки	over
губки	پیوٹ.
губки	on
губки	out
губки	اسفنج
дядя	ماموں
дядя	چچا
дядя	انکل
зриву	سقوط
зриву	بگڑنا
повага	نسبت.
повага	تعلق
повага	for
повага	قدر.
повага	نسبت.
повага	تعلق
повага	for
повага	قدر.
повага	تکریم
петі	صغیر
віск	جھونجل
віск	(بعدہ
віск	مومیانا
докладний	لفّاظ
графіт	کحل
графіт	plumbago
портер	(الف)قلی
портер	حاجب.
портер	دربان
портер	(الف)قلی
портер	حاجب.
портер	حمّال
дизайнера	مخصوص
дизайнера	فنی
дизайнера	مشین
клон	قلمہ
жестів	ہدایت
порада	اطلاع
порада	صلاح-
порада	خبر.
порада	اطلاع
порада	صلاح-
порада	خبر.
порада	مشورہ
порада	انعام.
порада	دینا
порада	مقابلوں
порада	معلومات.
порада	شام
порада	انعام.
порада	دینا
порада	نوک
порада	مقابلوں
порада	معلومات.
порада	بخشش
порада	شام
атеїзм	الحاد
атеїзм	کفر.
атеїзм	الحاد
атеїзм	دہریت
атеїзм	کفر.
фарба	روغن
фарба	غازہ
фарба	سرخی
інфаркт	مفعمہ
вишивка	چکنانا.
вишивка	کڑھائی
кажани	باؤلا.
гірші	ابتر
відносний	اضافی
відносний	(بعدہ
відносний	بمطابق
відносний	متعلقہ
відносний	اضافی
відносний	عزیز
відносний	(بعدہ
відносний	بمطابق
відносний	متعلقہ
ікра	چکارا.
рішучий	چُکانے
рішучий	حتمی
рішучий	فوری
розгорнути	پھیلنا.
розгорнути	افزوں
розгорнути	بیش
розгорнути	بچھانا
розгорнути	جسامت
розгорнути	پھیلانا.
симптом	سراغ.
кібернетика	انضباطیات
тупі	ناسمجھ
тупі	اصم
тупі	عمل)
тупі	جاہل.
тупі	گپت
рубрика	رواج.
лють	طوفان
лють	ہیجان
лють	ہلچل.
лють	جھکّڑ
лють	جنگ
лють	برسنا
лють	against
лють	شاعرانہ
лють	گرجنا
лють	(بعدہ
лють	طیش
мобільна	منقولہ
мобільна	متحرک
ордер	آیونک
ордер	کارنتھین
ордер	قسم
ордер	(خدا
ордер	فرمان
ордер	آیونک
ордер	کارنتھین
ордер	ترتیب
ордер	قسم
ордер	(خدا
позначка	چپکانا
позначка	اٹکانا.
позначка	پتہ
позначка	چٹ
безпечний	معتبر
безпечний	یقینی
безпечний	کمزور
безпечний	کسنا
безпечний	محکم
безпечний	پکا
безпечний	یقینی
безпечний	کمزور
безпечний	کسنا
безпечний	محکم
безпечний	محفوظ
безпечний	پکا
безпечний	یقینی
обкладинку	ڈھانپنے
обкладинку	سمیٹنا
романтичний	غیرحقیقی
романтичний	تخیئلی
романтичний	رومانی
страшна	ڈرائونا.
страшна	مہیب
спокійний	پُراعتماد
спокійний	آسودہ
спокійний	پُرسکون
стискання	فشار
стискання	دباؤ.
стискання	مروڑ.
стискання	قلیل
стискання	back
стискання	سردی
стискання	of
стискання	افلاس
стискання	آزار.
стискання	چوری.
стискання	چٹکی
стискання	تشنج.
стискання	سکڑنا
стискання	سمٹنا.
стискання	ترمیم
печиво	چھوٹا
пологовий	مقام.
пологовий	امومیت
пологовий	حیثیت
пологовий	مامتا
пологовий	رشتہ
поперечна	آرپار
поперечна	قاطع
труну	تابوت
сенді	ریتیلا.
слабкості	نقص.
слабкості	ضعف.
слабкості	(بعدہ
слабкості	ہوکا-
слабкості	لاغری
слабкості	نقص.
слабкості	ضعف.
слабкості	ناتوانی
слабкості	(بعدہ
слабкості	ہوکا-
зборі	ترتیب
класичне	متوازن
класичне	آرٹسٹ
вічності	دوام
зразковий	استصواب.
зразковий	تلمیح
зразковий	(بعدہ
зразковий	مصدق.
аналітик	محلل
згромадження	مجمع.
вечеря	گھریلو
логістика	قیام
зірочки	ستارہ
зірочки	ستارہ.
зірочки	نجم
зірочки	ستارہ
зірочки	ستارہ.
зірочки	تارا
скромний	فروتنی
скромний	رتبہ
скромний	معمولی
скромний	وقعت
скромний	گرانا
скромний	حقیر
скромний	کِہین
скромний	عاجزی
скромний	تحقیر
крокодил	مگرمچھ
плетіння	گوندھنا
плетіння	بننا
плетіння	کپڑا
плетіння	بُنائی
плетіння	کپڑا
смертний	شدید
смертний	نفر
смертний	جانی
смертний	ممکن
смертний	ڈر
смертний	سخت
смертний	شدید
смертний	نفر
смертний	جانی
смертний	ممکن
смертний	بشر
смертний	ڈر
смертний	سخت
падати	آپڑنے
падати	برسنا
падати	بچھڑنا.
падати	سقوط
падати	اترنا.
падати	برسنے
падати	جھرنا
падати	اریبی
падати	قدر
падати	لغزش
падати	تخفیف.
падати	جھکنا.
падати	بٹنا
падати	ڈھال
падати	تال
падати	اترنا
падати	مرنا
падати	پھینکنا
падати	الگ
падати	گرانا
падати	گرنے
падати	تقلیل
падати	گھٹنا
падати	سم.
падати	اتار.
падати	آپڑنے
падати	برسنا
падати	بچھڑنا.
падати	سقوط
падати	اترنا.
падати	برسنے
падати	جھرنا
падати	زوال
падати	اریبی
падати	قدر
падати	لغزش
падати	تخفیف.
падати	جھکنا.
падати	بٹنا
падати	ڈھال
падати	تال
падати	اترنا
падати	مرنا
падати	پھینکنا
падати	الگ
падати	گرانا
падати	گرنے
падати	تقلیل
падати	گھٹنا
падати	سم.
падати	اتار.
дорогоцінні	نہایت
дод	ناکارہ
дод	نقلی
дод	کھوٹا.
дод	نکمّا
дод	ملبوسات.
лопата	سمیٹنا.
лопата	کرچھے
лопата	بیلچے
лопата	ہٹانا
лопата	ہڑپنا
візи	ویزا
кубинський	کیوبائی.
главу	فرقے
главу	روئداد
урду	اردو
дефект	کسر.
дефект	دھبّا
дефект	عیب
дефект	نقص
дефект	داغ.
дефект	کسر.
дефект	دھبّا
дефект	عیب
дефект	کوتاہی
дефект	نقص
дефект	داغ.
чарівні	مستحسن.
чарівні	پسندیدہ.
чарівні	بمرغوب
дріжджі	خمیر
надлишку	فراواں
надлишку	کثیر
козел	احمق.
достаток	فراوانی.
достаток	دولت
достаток	فراخی.
достаток	بہتات
достаток	فراوانی.
достаток	دولت
достаток	فراخی.
достаток	بہتات
достаток	کثرت
протидія	خطرے
сувора	تیز
мотивація	ترغیب
пафос	درد
анонімний	مجہول
загрожують	دھمکی
загрожують	(بعدہ
загрожують	دھمکی
загрожують	(بعدہ
загрожують	دھمکانا
загинути	بگڑنا
принесе	دلانا
принесе	اُگھانا
складене	مخلوط
складене	مخلوط.
складене	مرکب
довільний	زبردستی
кришка	پپوٹا.
кришка	ٹوپی.
кришка	پپوٹا.
кришка	ٹوپی.
кришка	ڈھکنا
анонс	اعلان
аналогія	متشابہ
аналогія	with
лопатки	چھید
лопатки	جوف.
лопатки	قعر
серцевий	قلبی.
корекція	تعزیر
корекція	اصلاح
корекція	سزا
туалет	(بچے
оглянути	جانچنا.
визначник	لفظ
визначник	عنصر
мецо	نیم
мате	ہمکار
мате	دوست.
мате	مات.
горб	ناراض
шістдесят	lx)
шістдесят	lx
благородний	عمدہ
благородний	عظیم
благородний	خوب
благородний	ٹھہرائو.
благородний	اعتدال
актуальна	متعلق
актуальна	برمحل.
одягнені	ڈھانپنا
одягнені	ڈھکنا
одягнені	ملبوس
батьку	محرک.
батьку	بانی
батьку	موجد
батьку	مخترع
батьку	والد
батьку	مقتدر
віспи	سیتلا
віспи	سیتلا
віспи	چیچک
діамант	لوز
діамант	ہیرا
діамант	لوز
діамант	ہیرا
діамант	الماس
скорпіон	بچھو
безсмертний	جاودانی
безсмертний	لازوال
безсмертний	خداوندی.
навчилися	علمی
навчилися	عالم
стабільна	اصطبل.
стабільна	چوٹ
стабільна	مستحکم
стабільна	استوار
стабільна	پکاّ
стабільна	فہمیدہ.
стабільна	مضبوط
опіків	سفوف
опіків	سفیدہ.
опіків	پاؤڈر
прощення	درگزر.
прощення	معافی
помірні	درمیانہ.
помірні	محترز
велетень	دیو
велетень	جن.
надійні	عظمت
безлад	آلودگی
безлад	فساد.
безлад	ترتیب
безлад	کھانا.
безлад	لگدی.
людяності	انسانیت.
людяності	انسانیات.
закляття	پُرکشش
закляття	افسوں
закляття	منتر
закляття	پُرکشش
помічено	نمایاں.
накладає	تحدید.
накладає	بندش
накладає	روک
накладає	معذوری
ступка	گچ.
гнучкий	سیدھا
гнучкий	لچکدار
націю	خصوصیت
компас	احاطہ.
компас	میدان
компас	محیط
компас	کمپاس
компас	گھومنا
компас	دائرہ
відтворюють	اگلنا.
відтворюють	دہرانا
відтворюють	الٹنا
відокремити	رجمنٹ
відокремити	(جہاز
відокремити	کچدھات
відокремити	کاٹنا
відокремити	(بعدہ
відокремити	چھنٹائی
відокремити	الگ
відокремити	کچدھات
відокремити	کاٹنا
відокремити	(بعدہ
відокремити	چھنٹائی
відокремити	جداگانہ
налаштувати	سنوارنا
налаштувати	موافقت
налаштувати	میل
педалі	سائیکل
весело	پُرلطف
весело	تفریح
весело	پُرلطف
смола	رال
аномалія	شے
батьківський	جدّاعلیٰ.
батьківський	پُرکھا
батьківський	بانی
батьківський	موجد
батьківський	جڑ
батьківський	اصل
гарді	قوی
гарді	مضبوط
ідеальна	بالکل
ідеальна	سالم
ідеальна	نرا
ідеальна	کامل
пасивний	سست
пасивний	مجہول
сумісних	تابعدار.
сумісних	مطیع
переливання	نفوذ
ізраїльська	اسرائیلی.
поновити	تفریح
стимуляції	تحرک
стимуляції	اُکساہٹ
монстр	عفریت
монстр	راکشس.
неправильна	انداز
неправильна	(وضع
неправильна	معیوب.
неправильна	انداز
неправильна	(وضع
неправильна	غلط
неправильна	معیوب.
неправильна	ناروا.
неправильна	نامناسب
неправильна	ظلم.
неправильна	خراب
неправильна	ناراست.
неправильна	زیادتی
неправильна	ناروا.
неправильна	غلط
неправильна	نامناسب
неправильна	نادرست
неправильна	ظلم.
неправильна	خراب
неправильна	ناراست.
неправильна	زیادتی
форумів	افتتاح
шатл	نال
горизонтальне	افقی
навіки	مسلسل
навіки	برابر
декорування	تزئین.
декорування	آرائش
декорування	تزئین.
санскрит	سنسکرت
узбецька	ازبک
огорожу	ٹالنا
огорожу	گھیرنا
огорожу	جنگلہ
огорожу	ٹالنا
огорожу	گھیرنا
огорожу	جنگلہ
огорожу	باڑ
четвірка	iv
четвірка	چّوا
бавовна	روئی
бавовна	پنبہ
бавовна	روئی
жорстока	ایذارساں
жорстока	(‎crueler
страшно	ڈرائونا.
страшно	مہیب
наан	نان
безпечне	کمزور
безпечне	کسنا
безпечне	محکم
безпечне	پکا
безпечне	یقینی
безпечне	کمزور
безпечне	کسنا
безпечне	محکم
безпечне	محفوظ
безпечне	پکا
безпечне	یقینی
рабин	حَبر.
рабин	فقیہہ
рабин	معلّم.
ерозія	گھسنے
ерозія	فرسودگی.
буклет	کتابچہ
підкорятися	(to
поетика	شعریات
доярка	گوالن.
зіниці	شاگرد
нещасний	ناشاد.
нещасний	منحوس
сумніваюся	if
неможливий	قاصر.
чіп	چھپٹی
чіп	تڑقنے
чіп	ٹکڑا
ручка	playwrights
ручка	essayists
ручка	editors
ручка	کلک
ручка	بند
ручка	گایوں
ручка	لکھنا
ручка	قلم
ручка	کلک
ручка	بند
ручка	گایوں
ручка	لکھنا
відповідальна	مکلف.
відповідальна	for
віршування	رکنی.
спір	تنازعہ
підпільний	ہوشیار
підпільний	سیانا
підпільний	چالباز.
атмосферні	سماوی
атмосферні	فضائی
камікадзе	سرفروشانہ.
покаяння	خجالت
покаяння	خجالت
покаяння	ندامت
звик	روایتی
звик	مانوس
звик	عمومی
звик	واقف
масштабна	عریض.
масштабна	حاوی
масштабна	جامع
масштабна	محیط
масштабна	عریض.
масштабна	حاوی
масштабна	جامع
масштабна	وسیع
масштабна	محیط
суху	ہیچ
аристократія	امرا.
кашель	کھانسنا
кашель	سُعال.
кашель	کھنکارنا.
