категорија	kategooria
репродуктивен	reproduktiivse
гучи	gucci
капаци	silmalaud
апсења	vahistamised
заштеди	kokkuhoid
обликувањето	kujundamine
обликувањето	kujundamisel
артемида	artemis
алкил	alküül
вознемирен	häiritud
вознемирен	ärritunud
доцнење	viivitus
женет	abielus
женет	abiellusid
женет	abiellus
адана	adana
менделсон	mendelssohn
мело	mello
мело	melo
шчеќин	szczecini
гунар	gunnar
остварен	realiseeritud
блокирани	blokeeritud
вернон	vernon
вернон	vern
издигнат	kõrguv
фотографирање	photography
фотографирање	fotograafia
фотографирање	pildistamine
шарлота	charlotte
динамична	dünaamiline
динамична	dünaamika
купувач	ostja
бактериски	bakterite
бамбус	bambus
откровение	ilmutus
пократко	lühem
отпечатоци	sõrmejäljed
отпечатоци	sõrmejäljed
отпечатоци	sõrmejäljed
ангажирана	kihlatud
произволно	meelevaldselt
гренобл	grenoble
креативно	loovalt
креативно	loov
креативно	loominguline
препрека	takistuse
препрека	takistus
аматерска	amatöör
прифатлива	vastuvõetavad
прифатлива	aktsepteeritav
прифатлива	vastuvõetav
динамит	dünamiit
доброволна	vabatahtlik
доминго	domingo
рептили	roomajad
хок	hoc
весли	wesley
дедото	vanaisa
тео	theo
тео	teo
магнетизам	magnetism
намерите	kavatsused
мисиите	missioonid
мисиите	missioonide
споредбата	võrdlemine
иновативни	uuenduslikud
иновативни	uuenduslike
иновативни	innovatiivne
иновативни	uuenduslik
киното	kino
шуплина	õõnsus
свен	sven
публикација	avaldamine
овозможена	lubatud
радиотерапија	kiiritusravi
фали	puuduvad
фали	kadunud
фали	puudu
фали	puudub
харди	hardy
меморандум	memorandum
вито	vito
камил	camille
влезна	kirje
влезна	sissekanne
влезна	sisenemine
резервирани	reserveeritud
образец	mall
образец	malli
отсутен	puuduvad
отсутен	puudub
иницира	algatada
митинг	ralli
порамнување	ühtlustamist
ексклузивни	eksklusiivne
камили	kaamelid
дикенс	dickens
спрингс	vedrud
нелегална	illegaalne
нелегална	ebaseaduslikud
нелегална	ebaseaduslik
сфатиле	realiseeritud
одобрено	antud
одобрено	heakskiidetud
соер	sawyer
посејдон	poseidon
австријците	austerlased
волците	hundid
алексис	alexis
шпанецот	hispaanlane
талентирани	andekas
коњаницата	ratsavägi
размени	vaheta
размени	vahetused
луиз	luiz
луиз	louise
ирвин	irwin
квартет	quartet
асад	assadi
скриено	peidus
скриено	peidetud
скриено	varjatud
скриено	varjatud
силвио	silvio
фантом	fantoom
атеист	ateist
серафим	serafim
шампањ	šampanjat
шампањ	šampanja
распушти	lahustunud
распушти	lahustatud
распушти	lahustada
распушти	lahustatakse
руж	rouge
јавање	ratsutamine
нацизмот	natsismi
спречен	luhta
симултано	samaaegselt
симултано	üheaegselt
кратери	kraatrid
атлетски	sportlik
стагнација	stagnatsiooni
провајдери	pakkujad
интелегенција	luure
прачки	vardad
инвестира	investeerimine
инвестира	investeerida
инвестира	investeerib
мао	mao
легитимен	õiguspärane
нервите	närvid
казнување	karistamine
казнување	karistada
казнување	karistus
казнување	karistuse
франшиза	frantsiisi
темнина	pimedus
технологиите	tehnoloogiad
технологиите	tehnoloogiate
технологиите	tehnoloogiaid
ахмет	ahmet
струење	kondensaator
вредносни	riigikassa
ренди	randy
националистичка	natsionalistlik
националистичка	natsionalistlik
конфузија	segadust
конфузија	segadus
укинато	kaotati
укинато	peatatud
светилник	tuletorn
светилник	majaka
светилник	majakas
лиценцирани	litsentsitud
лиценцирани	litsentseeritud
весел	rõõmsameelne
трансформираат	muuta
брехт	brecht
палета	massiivi
нокти	naelad
нокти	küüned
нокти	küüned
иронија	iroonia
рубен	reuben
рубен	ruben
излегло	koorunud
слон	elevant
инстант	kohene
мрак	tume
мрак	pimedus
училници	klassiruumi
училници	klassiruumi
драјден	dryden
неправда	ebaõigluse
мавзолеј	mausoleum
технолошко	tehnoloogiline
ештон	ashton
баронот	parun
деведесет	üheksakümmend
фазан	faasan
ненамерно	tahtmatu
ненамерно	tahtmatult
напаѓање	ründamine
победничка	võitja
победничка	võitmine
скап	kallid
тргна	läks
престрелката	tulevahetus
исчезне	kaovad
исчезне	kaduma
јакобсон	jacobson
литванскиот	leedu
хибрид	hübriid
ози	ozzy
ветувања	lubadused
ветувања	lubadusi
приватизацијата	erastamine
аквадукт	akvedukt
марлон	marlon
посакал	soovis
прогонување	tagakiusamine
прогонување	jälitamine
шифри	koodid
ловците	kütid
ловците	jahimehed
тркалото	ratas
тркалото	ratta
тркалото	rool
религиите	religioonid
манган	mangaani
чартер	harta
проститутки	prostituudid
мод	maud
епидемии	epideemia
епидемии	epideemiate
марсело	marcelo
секојдневието	igapäevane
кабаре	kabaree
ина	ina
скитник	hulkur
скитник	hulkur
скитник	hulgus
намирници	varud
намирници	tarned
намирници	tarvikud
намирници	toidukaubad
загрозена	ohustatud
загрозена	ohustatud
простата	eesnäärme
колената	põlved
витман	whitman
рокови	tähtajad
фонтани	purskkaevud
аби	abbey
аби	klooster
аби	abby
најлесно	lihtsaim
стакленички	kasvuhoone
глумата	näitlemine
ритмичка	rütmiline
дивиденда	dividendid
шварц	schwarz
шварц	schwartz
вистини	tõed
невролошки	neuroloogiline
скокање	hüppavad
скокање	hüppamine
орнамент	keri
неформални	mitteametlik
работникот	töötaja
работникот	tööline
аквариум	akvaariumi
аквариум	akvaarium
ребрата	ribid
танчер	tantsija
почетници	algaja
хермес	hermes
странец	välismaalane
странец	võõras
измисли	leiutada
келер	keller
најавена	teatas
брут	brutus
лута	vihane
питерс	peters
зрели	küps
зрели	küps
зрели	küpsed
седници	istungid
монтереј	monterrey
монтереј	monterey
фицџералд	fitzgerald
домаќинка	majapidajanna
домаќинка	perenaine
домаќинка	võõrustaja
домаќинка	perenaine
домаќинка	koduperenaine
вајс	weiss
дијагностика	diagnostika
дијагностика	diagnostika
дирк	dirk
франческа	francesca
приоритети	prioriteedid
ампутација	amputatsioon
болниците	haiglad
графичко	koomiksid
графичко	koomikseid
поинакво	teistsugune
поинакво	erinevad
поинакво	erinev
колачиња	küpsised
колачиња	küpsiseid
колачиња	küpsise
колачиња	küpsis
нужно	tingimata
нужно	ilmtingimata
убивани	mõrvati
убивани	tapetud
убивани	mõrvatud
непотребен	ebavajalik
непотребен	mittevajalik
непотребен	tarbetu
бизнисмени	ärimehed
алигатор	alligaator
алигатор	alligaator
земете	võtke
земете	võta
аматери	amatöörid
тужби	kohtuasju
призма	prisma
трагично	traagiline
трагично	traagiliselt
лионел	lionel
гелзенкирхен	gelsenkirchen
непријатно	ebameeldiv
непријатно	ebamugav
непријатно	piinlik
непријатно	ebamugav
самба	samba
функционален	toimimine
функционален	funktsionaalsed
функционален	funktsionaalne
австриско	austria
фокусиран	keskendunud
ѓубрива	väetised
ипсвич	ipswich
блогот	blogi
блогот	blogis
свадби	pulmad
дарен	darren
кабелска	kaabel
циркулацијата	ringlusse
суарез	suarez
суарез	suárez
цемент	tsemendi
понудено	pakkus
понудено	pakutav
понудено	pakutud
норфолк	norfolki
квалификација	kvalifikatsioon
квалификација	kvalifikatsiooni
обезбедено	tagatud
обезбедено	turvatud
обезбедено	turvaline
оштети	vigastatud
оштети	kahjustatud
оштети	kahjustunud
рас	russ
рас	ras
одмаздата	kättemaks
трек	treki
геном	genoomi
никозија	nikosia
позајми	laenata
позајми	laena
печки	ahjud
печки	ahjud
пепси	pepsi
марион	marion
фаланга	faalanks
скенирање	skaneerimise
британец	brit
бајан	bajan
скршен	katkised
скршен	katki
скршен	murtud
скршен	murdunud
срна	hirv
срна	hirve
невидливи	nähtamatu
невидливи	nähtamatud
сточари	kasvatajate
емилио	emilio
конзумираат	tarbivad
конзумираат	tarbi
умберто	umberto
дозата	annus
дозата	annustamine
дозата	annus
дозата	doos
краставици	kurgi
краставици	kurk
краставици	kurgid
краставици	kurk
фараоните	vaaraod
еластична	elastne
порцелан	portselanist
рачки	tegeleb
нестабилни	ebastabiilne
хипотетички	hüpoteetiliselt
хипотетички	hüpoteetiline
нешвил	nashville
елитата	eliit
манџурија	mandžuuria
ископани	kaevatud
длабочини	sügavuste
длабочини	ülane
петрова	petrova
истрел	lask
истрел	tulistatud
истрел	tulistas
оправдува	õigustab
крадци	vargad
ларсон	larson
ларсон	larsson
неправедно	ebaõiglane
неправедно	ebaõiglaselt
неправедно	ebaõiglaselt
гревот	patu
гревот	patt
дирер	dürer
доследно	järjekindlalt
доследно	järjepidevalt
бојкот	boikoteerida
либерализам	liberalismi
зборувајќи	rääkides
мауро	mauro
флексибилни	paindlik
флексибилни	paindlikud
андерс	anders
бут	reie
станбен	elamu
хјуит	hewitt
флавиј	flavius
кир	cyrus
гослинг	gosling
инч	tolli
инч	toll
вистинито	tõene
вистинито	tõsi
хомосексуалец	homoseksuaalne
хомосексуалец	gei
хомосексуалец	homo
хомосексуалец	gay
реакторот	reaktor
трансфери	ülekanded
рич	rikkaks
рич	rikkad
рич	rikkalik
рич	rich
рич	rikas
азотот	fikseerimine
невиноста	süütuse
обемна	ulatuslikud
обемна	ulatuslik
набљудувачите	monitorid
набљудувачите	jälgib
инспекција	ülevaatus
инспекција	kontrollimine
нордиски	põhjamaade
ниуе	niue
најнова	uusim
артилериски	suurtükivägi
ерос	eros
хоф	hof
сканија	scania
леукемија	leukeemia
дијафрагмата	diafragma
рационално	ratsionaalselt
рационално	ratsionaalne
избришат	ajupesu
скршени	katkised
скршени	katki
скршени	murtud
скршени	murdunud
бургер	burger
пресметани	arvutatud
титан	titaan
шарен	märgatud
шарен	nähtud
фуџи	fuji
биопсија	biopsia
миленичиња	lemmikloomad
холестерол	kolesterooli
дана	dana
поблиски	lähemale
поблиски	lähemal
поблиски	lähemalt
анита	anita
страсти	kirgi
оптимизам	optimismi
заштеда	kokkuhoid
тепачка	möll
тепачка	võitle
тепачка	võitlus
интегрално	lahutamatu
читања	näidud
сончоглед	päevalille
далечна	kauge
коноп	kanep
коноп	nöör
одговорила	vastas
одговорила	vastasid
костум	kostüüm
костум	ülikond
михал	michal
рено	reno
рено	renault
сензор	sensori
сензор	andur
претприемништвото	ettevõtluse
претприемништвото	ettevõtlus
плаза	plaza
партер	korrus
партер	põrand
ледени	jäine
кукла	nuku
кукла	nukk
ное	noa
ное	noah
зајаци	küülikud
шкрилци	põlevkivi
забрзуваат	kiirendamine
забрзуваат	kiirendada
пилиња	kanad
лусија	lucia
катови	põrandad
симболична	sümboolne
темперамент	temperament
реконструиран	rekonstrueeritud
миленици	lemmikloomad
чеченски	tšetšeeni
изгубено	eksinud
изгубено	kaotas
изгубено	kadunud
изгубено	kaotatud
случајност	kokkusattumus
растурање	lammutada
партнерства	partnerlus
преселби	ränd
сетилата	meeli
брамс	brahmsi
јагуар	jaguar
јагуар	jaguar
мид	mõdu
кундера	kundera
детаљ	detaili
детаљ	detail
детаљ	üksikasjad
бубрежна	neeru
поднесување	esitamine
поднесување	esitamine
мртво	surnud
понт	pont
демократ	demokraat
пион	ettur
конор	conor
конор	connor
анализирани	analüüsitud
анализирани	analüüsiti
графики	graafika
греда	kiir
вертикален	vertikaalne
најроби	nairobi
датотека	fail
датотека	faili
луцерн	lutserni
барни	barney
ида	ida
лековита	paranemine
ајндховен	eindhoven
јохансон	johansson
обилно	südamlik
стрелаштво	vibulaskmine
видливост	nähtavus
смс	sms
самовила	haldjas
абас	abbas
биатлон	laskesuusatamise
шарп	teravad
шарп	sharp
шарп	terav
шарп	sharpe
маслинки	oliivid
чавез	chávez
чавез	chavez
прогноза	prognoos
прогноза	prognoos
прогноза	ennustus
бикови	pullid
рударска	kaevandamine
витни	whitney
трансмисија	edastamine
трансмисија	ülekanne
трансмисија	edastus
курдите	kurde
курдите	kurdid
леман	lehmann
нагласувајќи	rõhutades
нагласувајќи	rõhutades
бетонски	betoonist
бетонски	konkreetseid
бетонски	betooni
ажурирање	uuenda
ажурирање	update
ажурирање	uuendus
ажурирање	ajakohastamine
ажурирање	uuendamine
ажурирање	ajakohastamine
ажурирање	uuendamine
хјум	hume
метеорологија	meteoroloogia
пораснат	kasvanud
пораснат	kasvatatud
спенс	spence
иберискиот	pürenee
скршена	katkised
скршена	katki
скршена	murtud
скршена	murdunud
скршена	purustatud
скршена	purunenud
умерен	mõõdukas
умерен	mõõdukad
џоли	jolie
желка	kilpkonn
мечови	mõõgad
хитроу	heathrow
внесувањето	import
внесувањето	impordib
денга	dengue
џет	jet
морисеј	morrissey
колумбус	columbus
погодена	hit
погодена	löö
погодена	tabas
расмусен	rasmussen
бунтовник	mässuliste
бунтовник	mässaja
токсини	toksiinide
информиран	informeeritud
обвинувајќи	laadimine
невини	süütud
невини	süütu
вети	lubadus
вети	lubas
итар	kaval
творецот	tegija
творецот	looja
аргон	argoon
безбол	pesapalli
безбол	pesapall
подводни	veealuse
подводни	veealune
ратко	ratko
бош	bosch
дејви	davy
дејви	davey
лоу	lowe
лоу	lou
дарма	dharma
робертсон	robertson
соборување	kukutada
соборување	kukutada
роговите	sarved
роговите	sarved
татковци	isad
татковци	isad
саркофаг	sarkofaagi
црв	ussi
црв	uss
ливадите	aasad
пикчу	picchu
достави	edastatud
канарски	kanaari
аурора	aurora
проширената	suurenenud
проширената	laienenud
локомотиви	vedurite
горд	uhke
горд	uhked
екстремен	äärmuslik
продолжено	laiendatud
продолжено	pikendatud
бат	bat
бат	nahkhiir
хаваите	hawaii
хаваите	havai
вљубените	valentine
кејџ	puuri
кејџ	puur
пасивно	passiivne
одложено	hilinenud
барби	barbie
конкурентни	konkurentsivõimeline
снимија	filmitud
аматер	amatöör
хакер	häkker
кланови	klannid
наметнување	kehtestamine
грчеви	krambid
грчеви	krambid
синај	siinai
мелница	mill
мелница	veski
прирачници	käsiraamatud
баросо	barroso
житарки	teravili
житарки	teravilja
житарки	helbed
лудо	hull
лудо	hullud
пропорција	osakaal
грифин	griffin
вонредна	erakorraline
лансирана	käivitatud
цилиндри	silindrid
положби	positsioonid
данди	dundee
санти	santi
фокусирање	fookus
фокусирање	fookuses
локомотивата	veduri
изрека	ütlemine
греко	gecko
ајзенах	eisenach
генерички	üldine
либерализација	liberaliseerimist
либерализација	liberaliseerimine
препорача	soovitatav
препорача	soovitatavad
препорача	soovituslik
препорача	soovitatud
препорача	soovitas
препорача	soovita
препорача	soovitan
собирајќи	kogumine
подрумот	keldris
подрумот	kelder
јагоди	maasikad
објективни	eesmärk
оправдано	põhjendatud
оправдано	õigustatud
оправдано	õigustatud
папирус	papüürus
лим	lim
влогови	panused
влогови	panused
спомнато	mainis
спомнато	mainitud
спомнато	mainiti
фредрик	fredrik
тренерска	treeneri
тората	toora
предавник	reetur
весла	aerud
весла	reket
весла	aer
крофт	croft
скратен	lühendatud
сериозноста	tõsidus
сериозноста	tõsidus
сериозноста	raskusaste
севастопол	sevastoopoli
пиратството	piraatluse
лутина	viha
експлодира	plahvatada
експлодира	plahvatavad
бронкс	bronxi
клупа	pink
клупа	pingi
фарел	farrell
мгм	mgm
мгм	img
аргос	argos
криминалците	kurjategijad
евгенија	eugenia
презир	põlguse
презир	põlgust
засегнати	mures
засегнати	mõjutatud
ердоган	erdoğan
сенките	varjud
луна	luna
естетска	esteetiline
ризичен	riskantne
грофицата	krahvinna
групно	rühm
групно	grupp
групно	grupis
они	nad
армани	armani
индивидуалци	üksikisikute
индивидуалци	üksikisikud
нарушен	häiritud
окупирани	hõivatud
окупирани	okupeeritud
мот	mott
грифит	griffith
монитор	monitor
монитор	monitori
монитор	jälgida
монитор	jälgija
греди	saematerjali
катализатор	katalüsaator
италијанец	itaalia
благајник	laekur
благајник	kassapidaja
вилицата	lõualuu
дербито	derby
кука	konksu
кука	konks
кореограф	koreograaf
фармација	farmaatsia
фармација	apteek
магаре	eesel
контролирано	kontrollitud
контролирано	kontrollitav
подигањето	tõstmine
доминантниот	domineeriv
доминантниот	domineerivad
пустинска	kõrb
нок	õhtu
нок	öö
нок	ööd
пијан	purjus
пијан	joodik
рибарството	kalandus
рибарството	kalanduse
вмешаност	kaasamine
вмешаност	kaasatus
кражби	vargusi
кражби	vargus
сугестии	soovitused
сугестии	ettepanekud
џамиите	mošeesid
англичанец	inglane
тивок	vaikne
тивок	vaikne
метеж	ülekoormuse
бесконечна	lõpmatu
бесконечна	lõputu
галилеја	galilea
напишав	kirjutasin
напишав	kirjutasid
напишав	kirjutas
нагасаки	nagasaki
непријатни	ebameeldiv
лаже	valed
лаже	valetamine
наоми	naomi
искрен	aus
искрен	ausad
сонародници	kaasmaalased
либерално	liberaalne
седел	istusid
седел	istus
седел	sat
анимации	animatsioonid
подари	grant
сасекс	sussexi
вешти	oskuslik
вешти	oskustega
вешти	vilunud
ширак	chirac
конзервативен	konservatiivne
моторно	mootor
тенко	õhuke
тенко	peenike
тенко	õhukesed
пенџаб	pandžabi
републиканец	vabariiklaste
таунус	taunus
шато	château
шато	chateau
индикации	näidustused
плоден	viljakas
босанска	bosnia
комесарот	komissar
комесарот	volinik
касета	kassett
касета	lindi
касета	lint
касета	linti
електрода	elektrood
луда	hull
луда	hullud
кривина	painutada
кривина	crick
подлогата	substraat
факултетите	teaduskondade
измислено	leiutatud
измислено	leiutas
доживувања	seiklused
шуберт	schubert
финансирана	rahastatud
финансирана	rahastati
финансирана	rahastatud
переира	pereira
достоен	vääriline
корпоративна	ettevõtte
загадувачи	saasteained
загадувачи	saasteained
преобразба	ümberkujundamine
преобразба	muutumine
чомски	chomsky
шан	shan
оневозможи	keela
оневозможи	keelamine
оневозможи	keelatakse
флуктуации	kõikumised
дечко	poiss
виртуелно	virtuaalne
неформален	mitteametlik
муви	kärbsed
муви	kärbseid
муви	lendab
браунинг	browning
крајбрежен	ranniku
пристапен	ligipääsetav
пристапен	juurdepääsetav
пристапен	kättesaadav
бубрегот	neerud
бубрегот	neeru
бубрегот	neer
скроб	tärklis
ракавици	kindad
превземање	ülevõtmine
иди	edie
ентериер	sisustus
ентериер	sisemus
ентериер	interjöör
изненадени	üllatunud
изненадени	üllatas
уби	tapetud
уби	tapeti
уби	tappis
индиректни	kaudsed
индиректни	kaudne
неопределени	otsustamata
велигденски	lihavõtte
слоган	loosung
концентрирана	koondunud
концентрирана	kontsentreeritud
убедлива	veenev
мотивирани	motiveeritud
веке	juba
паралела	paralleelsed
паралела	paralleelne
паралела	paralleelselt
верна	ustav
верна	lojaalsed
верна	lojaalne
верна	truu
крејн	kraana
крејн	kurg
крејн	crane
републиканци	vabariiklaste
републиканци	vabariiklased
аксел	axel
искушение	kiusatus
светлост	hele
светлост	valgus
светлост	valgust
светлост	kerge
главоболки	peavalud
малигни	pahaloomuline
венус	veenus
слепило	pimedus
асиметрични	asümmeetriline
проценет	hinnanguline
проценет	hinnanguliselt
проценет	hinnatud
ратификуван	ratifitseeritud
ратификуван	ratifitseerinud
мравки	sipelgad
мравки	ants
нацрти	eelnõude
стопанската	kaubandus
лаки	vedas
лаки	lucky
лаки	õnneseen
лаки	õnnelik
лаки	veab
цицач	imetaja
волти	volt
волти	volti
козета	cosette
сугестија	soovitus
сугестија	vihje
флоријан	florian
артикли	kaubad
артикли	artiklid
рибари	kalurid
тешкото	rasked
тешкото	raske
нинтендо	nintendo
саутемптон	southamptoni
ваш	sinu
ваш	sinu
ваш	teie
грешно	patune
сајрус	cyrus
грмушарче	käosulane
исклучена	off
исклучена	välistatud
маларија	malaaria
виза	viisa
минданао	mindanao
патриоти	patrioodid
цитиран	tsiteeritud
цитиран	noteeritud
директива	direktiivi
директива	direktiiv
хејли	haley
хејли	hailey
хејли	hayley
гледаше	jälgiti
гледаше	vaatasin
гледаше	vaatas
богота	bogotá
црвенило	lööve
броди	brody
смешно	naljakas
смешно	naeruväärne
дипломатско	diplomaatiline
џулио	giulio
интензивен	pingeline
интензивен	intensiivne
мировните	rahuvalve
мохамад	mohammad
фолија	läbipaistvus
извлекување	kaevandamine
извлекување	ekstraheerimisel
извлекување	ekstrakti
извлекување	väljavõte
извлекување	ekstrakt
израелските	iisraeli
израелските	iisrael
гарет	garrett
гарет	gareth
гарет	garret
евтин	odavad
евтин	odav
евтин	odavalt
престижниот	prestiižne
хунта	hunta
ирод	herodes
забавување	aeglustumise
алепо	aleppo
киликија	kiliikia
заложник	pantvang
заложник	pantvangi
заложник	pantvangis
градче	linn
градче	linna
поворка	rongkäik
волис	wallis
волис	wallace
мистериозен	saladuslik
мистериозен	müstiline
мистериозен	salapärane
ударите	lööke
дини	luited
ело	elo
кортес	cortés
интелигентни	intelligentne
интелигентни	intelligentsed
маркиз	markii
животинско	looma
животинско	loom
сириус	sirius
алкатраз	alcatrazi
сирак	orb
сирак	orvuks
вдишување	sissehingamisel
квантитативно	kvantitatiivselt
нежни	hell
нежни	õrn
љубопитност	uudishimu
пират	piraat
тестирани	testitud
тестирани	katsetatud
плутониум	plutooniumi
херпес	herpes
стриктно	rangelt
шерман	sherman
сувереност	suveräänsust
сувереност	suveräänsuse
симферопол	simferopol
повеќејазична	mitmekeelne
фереира	ferreira
материјализам	materialismi
пресудно	ülioluline
тешкотија	raskusaste
тешкотија	raskused
стекнати	soetatud
стекнати	omandatud
наводна	väidetava
наводна	väidetav
теренс	terrence
условна	tingimuslikud
условна	tingimuslik
условна	tingimustega
надарен	andekas
предавството	reetmine
сенди	sandy
инфо	info
пристрасност	bias
сорбона	sorbonne
криптографија	krüptograafia
николсон	nicholson
сезонска	hooajalise
сезонска	maitsestatud
инсталиран	paigaldatud
реинион	réunioni
одгледан	tõstetud
одгледан	tõstatatud
одгледан	kasvatatud
касети	padrunid
касети	kassette
касети	linte
касети	lindid
купила	ostetud
купила	ostsid
купила	ostis
сатја	satya
памети	mälestus
химлер	himmler
апулија	apuulia
сатерленд	sutherland
сонда	sond
дарја	darja
ундп	undp
ајзак	isaac
ајзак	isaacs
гестови	žeste
констатира	märkis
промовирањето	edendamine
промовирањето	edendades
ходници	koridorid
ходници	koridorid
икт	ikt
заработуваат	teeni
вечноста	igavikku
вечноста	igavik
вечноста	igaviku
сремска	sremska
роднински	sugulust
настинка	külmavärinad
хибнер	hübner
алекса	alexa
интегрален	lahutamatu
веродостоен	usaldusväärne
веродостоен	usaldusväärne
телеграма	telegrammi
телеграма	telegramm
нора	nora
интелигентен	intelligentne
интелигентен	intelligentsed
кајкос	caicos
паста	pasta
оптоварување	koormus
оптоварување	laadi
оптоварување	laadimine
оптоварување	tüve
оптоварување	tüvi
грабливци	kiskjad
овчари	lambakoerad
кокос	kookose
кокос	kookospähkli
пејн	payne
партнерка	partner
партнерка	paarimees
очув	kasuisa
надежда	nadežda
волфрам	volfram
ган	gunn
репортер	ajakirjanik
репортер	reporter
малцинствата	vähemuste
малцинствата	vähemused
најнови	uusim
орце	kallis
орце	beebi
инспирира	inspire
инспирира	inspireerib
канбера	canberra
билатерални	kahepoolsed
билатерални	kahepoolne
слатко	magusa
слатко	magus
слатко	magusad
слатко	armsad
слатко	nunnu
рашири	levinud
рашири	levis
рашири	levik
рашири	maksimeerida
наска	nazca
кармин	carmine
инфрацрвено	infrapuna
дознај	õppima
дознај	õpime
дознај	õppida
дознај	õpi
ала	ala
очекувано	oodatud
очекувано	eeldatav
очекувано	oodati
гејл	gail
совршенство	täiuslikkust
фрлена	visatud
јана	gianna
имагинација	kujutlusvõime
имагинација	kujutlus
писти	rajad
траволта	travolta
регуларен	korrapärane
регуларен	regulaarsed
регуларен	tavaline
регуларен	korrapärased
регуларен	regulaarne
стаорци	rotid
лес	les
рурален	maaelu
меги	maggie
релаксација	leevendamine
жетва	saagi
жетва	lõikus
жетва	saak
просо	hirss
договорен	korraldatud
анди	andi
анди	andid
анди	andy
најсиромашните	vaesemate
курасао	curaçao
бока	boca
раздвојување	eraldamine
раздвојување	lahutamine
преседан	pretsedendi
преседан	pretsedent
атлетска	sportlik
честер	chester
житарици	teravili
житарици	teravilja
житарици	helbed
либерти	liberty
либерти	vabadus
артуро	arturo
интегрираат	integreerida
палмас	palmas
подигнато	püstitatud
произволни	meelevaldne
пепелта	tuhk
селективно	valikuline
селективно	selektiivne
селективно	valikuliselt
стерео	stereo
кејот	kai
пасо	paso
ценат	hinnatud
паднати	langenud
здравко	zdravko
миленик	pet
миленик	lemmikloom
акутен	ägeda
постана	sai
кикирики	pähkel
кикирики	pähkleid
тестенини	pasta
мона	mona
леснотија	heledus
лиу	liu
искреност	ausust
искреност	ausus
раи	rai
пукнатина	mõra
пукнатина	crack
консултација	konsultatsioonid
консултација	konsulteerimine
парламентарен	parlamentaarne
карлсруе	karlsruhe
комесари	volinikud
ето	eto
графикон	graafik
пријава	esitamine
миро	miro
саво	savo
максимус	maximus
мариса	marisa
мариса	marissa
блан	blanc
структурните	struktuurne
структурните	struktuuriline
коментираше	kommenteeris
хемоглобин	hemoglobiin
пилотот	piloot
прашалник	küsimustik
катастрофално	katastroofiline
катастрофално	katastroofiline
катастрофално	laastav
катастрофално	hävitav
негирање	eitamine
хороскоп	horoskoop
хариет	harriet
масивна	massiivne
сеопфатен	põhjaliku
сеопфатен	kõikehõlmav
вродена	kaasasündinud
готлиб	gottlieb
сатаната	saatan
гонзалес	gonzalez
гонзалес	gonzales
гонзалес	gonzález
исклучителен	erakordne
исклучителен	erandlik
исклучителен	erandlikud
осомничени	kahtlustatakse
осомничени	kahtlus
осомничени	kahtlustatav
осомничени	kahtlusalused
бескрајно	lõpmatu
бескрајно	lõputu
бескрајно	lõputult
бескрајно	lõputu
јуре	jure
жерар	gérard
портпаролот	pressiesindaja
портпаролот	pressiesindaja
општествата	ühiskonnad
остварена	saavutati
остварена	saavutatud
мили	milly
мили	milli
мили	kallid
мили	kallis
доцни	hilja
доцни	hiline
доцни	hilinenud
истраги	uurimised
истраги	uurimine
истраги	uurimiste
истраги	uurimised
истраги	uuringud
палубата	tekid
палубата	teki
палубата	tekk
испреплетени	põimunud
испреплетени	läbipõimunud
забрзана	kiirenenud
забрзана	kiirendatud
украде	varasta
украде	varastada
украде	varastama
бараната	taotletud
бараната	nõutud
бараната	taotles
бараната	soovitud
паралелен	paralleelsed
паралелен	paralleelne
паралелен	paralleelselt
меза	meuse
лиса	lisa
издолжена	piklikud
криење	peidus
криење	peitmine
гаспар	gaspar
укине	tõsta
укине	lift
укине	tõste
езерца	tiigid
вип	vip
аламо	alamo
ивлин	yvelines
хамонд	hammond
гвадалахара	guadalajara
федерално	föderaalne
анкона	ancona
манго	mango
читател	lugeja
аналогна	analoog
вознемиреност	ärevus
депортација	väljasaatmise
миење	pesemine
јажиња	köied
едноставноста	lihtsuse
едноставноста	lihtsus
неважечки	vigane
интуиција	intuitsiooni
библиотеките	raamatukogude
амонијак	ammoniaagi
ендемични	endeemiline
едмонд	edmond
рецепторите	retseptorid
денар	penn
денар	penny
денар	sent
лузна	arm
лузна	armi
јубилеј	juubeli
јубилеј	juubel
холт	holt
бестселер	bestseller
заслужуваат	väärivad
гонзало	gonzalo
патрола	patrulli
патрола	patrull
диктира	dikteerib
рачка	kang
рачка	kangi
рачка	käepide
енклава	enklaav
штитови	kilbid
сукре	sucre
џиновска	hiiglane
џиновска	hiiglaslik
џиновска	hiiglaslik
беда	viletsus
пио	pio
суворов	suvorov
корали	korallid
микробиологија	mikrobioloogia
побргу	kiirem
побргу	kiiremini
сион	sion
билет	pilet
дати	kuupäevad
доблести	voorused
доблести	voorus
стручњак	eksperdi
стручњак	asjatundja
стручњак	ekspert
кампо	campo
храбри	vapper
храбри	vaprad
храбри	vapp
хогарт	hogarth
трамваи	trammid
пиратски	piraat
кубертен	coubertin
вагината	vagiina
диригенти	juhtmed
ориент	orient
уапсена	arreteeritud
уапсена	vahistatud
квартовите	alevi
извинување	vabandus
православно	õigeusu
известен	teavitatud
известен	teatatud
расистички	rassistlik
расистички	rassist
нур	nur
скрипта	skripti
скрипта	käsikiri
скрипта	skript
внесен	imporditi
внесен	imporditud
