大主教	aartsbisschop
序幕	prelude
序幕	proloog
醋	azijn
岬	voorgebergte
代理商	bureau
代理商	agentschap
代理商	agenten
代理商	agent
舒適	comfort
舒適	troost
舒適	gezellige
舒適	gezellig
舒適	comfortabel
舒適	comfortabele
舒適	comfortabel
舒適	comfortabele
嘲笑	bespotten
嘲笑	spotten
嘲笑	bespot
充電	opladen
充電	charge
充電	opladen
鎳	stuiver
鎳	nikkel
哲也	tetsu
飛翔	fly
飛翔	vliegen
飛翔	vlieg
飛翔	vliegend
飛翔	vliegen
礦業	mijnbouw
地勢	terrein
人馬座	boogschutter
谷地	vallei
桃子	perziken
桃子	perzik
桃子	peach
桃子	perzik
電纜	bekabeling
電纜	kabels
電纜	kabel
蝨	luizen
蝨	neet
田野	velden
田野	fields
田野	akkers
腐敗	corrupt
腐敗	corrupte
腐敗	corruptie
少數民族	minderheid
少數民族	minderheden
無聊	saaie
無聊	saai
無聊	vervelen
無聊	verveeld
無聊	verveling
無聊	vervelen
藉口	uitvluchten
藉口	smoesjes
造船廠	scheepswerf
女朋友	vriendinnetje
女朋友	vriendin
顎	kaak
顎	gehemelte
酒館	taverne
酒館	herberg
酒館	pub
酒館	kroeg
政治學	politiek
飛碟	ufo
草甸	weiden
草甸	meadows
請願	verzoekschriften
請願	petities
請願	petitie
請願	verzoekschrift
荒漠	woestijn
荒漠	woestijnen
潟湖	lagune
鹿角	gewei
先天	aangeboren
先天	aangeboren
偽造	vervalsingen
偽造	vervalsing
偽造	gesmeed
偽造	vervalst
偽造	smeden
偽造	vervalsen
鹿特丹	rotterdam
好奇	benieuwd
好奇	merkwaardig
好奇	nieuwsgierig
好奇	nieuwsgierigheid
放逐	ballingschap
放逐	verbanning
利息	belangstelling
利息	rente
利息	belang
利息	interesse
口述	dicteren
口述	dicteren
口述	dictee
物料	materiaal
物料	materialen
物料	materiaal
打壓	onderdrukking
打壓	repressie
打壓	onderdrukken
蟻	ant
蟻	mier
蟻	mieren
耦合	koppeling
砂岩	zandsteen
鏢	pijltje
鏢	dart
石英	kwarts
珍藏	gekoesterd
辯護	verdediging
辯護	defensie
辯護	verdedigen
波浪	golvende
波浪	golven
波浪	zwaaien
波浪	wave
波浪	golf
超自然	bovennatuurlijk
超自然	bovennatuurlijke
成龍	jackie
成龍	jacky
猶太教	joodse
猶太教	jood
猶太教	joods
猶太教	jodendom
血清	serum
小澤	ozawa
凜	rin
凜	lin
愛人	liefhebbers
愛人	geliefden
愛人	minnaars
愛人	minnaar
愛人	lover
愛人	liefhebber
愛人	geliefde
各區	districten
各區	wijken
瓶子	flesjes
瓶子	flessen
瓶子	fles
瓶子	flesje
前列腺	prostaat
無奈	hulpeloos
無奈	hulpeloze
小米	gierst
化妝	makeup
演示	demo
演示	betoging
演示	demonstratie
游擊隊	guerrilla
游擊隊	partijdige
游擊隊	partijdig
定罪	veroordeelde
定罪	veroordeeld
定罪	veroordelingen
定罪	overtuigingen
定罪	veroordeling
定罪	overtuiging
倡議	initiatieven
倡議	initiatief
倡議	initiative
聘用	inhuren
聘用	verhuren
盒子	box
盒子	vak
盒子	doos
勉強	nauwelijks
勉強	amper
孟子	mencius
液態	vloeistof
液態	vloeibaar
液態	vloeibare
法郎	franc
法郎	franken
法郎	francs
棄權	onthouding
棄權	onthoudingen
棄權	ontheffing
棄權	onthouding
博弈	wedstrijd
博弈	spel
博弈	spelletje
百分比	percentages
百分比	procenten
百分比	percentage
製造業	vervaardiging
製造業	fabricage
製造業	fabricage
妥協	compromis
妥協	compromissen
動議	motion
動議	beweging
動議	motie
動議	moties
路障	versperring
路障	wegversperringen
解雇	ontslag
阻塞	blokkade
阻塞	verstopping
狙擊手	scherpschutter
狙擊手	sluipschutter
狙擊手	sniper
評判	oordelen
鍋爐	boiler
鍋爐	ketel
鍋爐	ketels
經文	verzen
經文	schriften
沙丘	duinen
沙丘	duin
會津	aizu
奉獻	toewijding
奉獻	gewijd
奉獻	toegewijde
奉獻	toegewijd
奉獻	opgedragen
奉獻	toewijding
川上	kawakami
禮堂	auditorium
藥品	medicijnen
藥品	geneeskunde
藥品	geneesmiddel
藥品	drugs
藥品	geneesmiddelen
藥品	medicijnen
藥品	medicijnen
藥品	medicatie
籌款	fondsenwerving
盔	helm
全職	fulltime
全職	voltijds
清新	vers
清新	fris
清新	verse
寧波	ningbo
地基	fundamenten
地基	stichtingen
地基	fundering
地基	funderingen
地基	grondslagen
太極	taiji
雇主	werkgevers
雇主	werkgever
雇主	werkgever
雇主	werkgevers
朱雀	roodmus
升起	stijgen
憂鬱	melancholie
憂鬱	sombere
憂鬱	somber
吃了	eet
吃了	eten
創始	oprichting
詐騙	fraude
詐騙	oplichterij
詐騙	oplichting
詐騙	zwendel
莓	frambozen
偷渡	verstekeling
偷渡	smokkel
偷渡	smokkelen
任用	benoemingen
任用	afspraken
任用	afspraak
任用	benoeming
任用	aanstelling
地下水	grondwater
階梯	ladder
階梯	trappen
階梯	trap
黃蜂	wesp
煙火	vuurwerk
煙火	vuurwerk
煙火	vuurwerk
有序	ordelijk
有序	ordelijke
反彈	rebound
反彈	backlash
反彈	stuiteren
屏障	hindernissen
屏障	belemmeringen
屏障	obstakels
屏障	barrières
屏障	versperring
屏障	barrier
屏障	barrière
節點	node
節點	knooppunt
節點	knooppunten
節點	knopen
曙	akebono
姿勢	poseren
姿勢	pose
姿勢	houding
姿勢	postuur
孤兒	wezen
孤兒	wees
離散	discrete
離散	discreet
週四	donderdag
船塢	dok
船塢	dock
黨派	partijdige
黨派	partijdig
協奏曲	concerto
希伯來	hebreeuws
碉堡	bunker
碉堡	bunkers
魔術師	goochelaars
魔術師	tovenaars
魔術師	tovenaar
魔術師	goochelaar
魔術師	illusionist
魔術師	magiër
最深	diepst
最深	diepste
葬禮	begrafenis
葬禮	uitvaart
儒學	confucianisme
寶座	troon
跡象	borden
跡象	tekenen
跡象	bordjes
跡象	tekens
高能	energiek
高能	energieke
高能	energetische
招聘	aanwerving
招聘	rekrutering
招聘	werving
招聘	werving
招聘	rekruteren
招聘	werven
招聘	inhuren
招聘	verhuren
加速度	versnelling
加速度	acceleratie
喇叭	horn
喇叭	hoorn
貝勒	belle
貝勒	baylor
不平等	ongelijkheid
不平等	ongelijke
不平等	ongelijk
不平等	ongelijkheden
不平等	ongelijkheid
晶體	kristal
晶體	kristallen
晶體	crystal
晶體	kristallen
開花	bloeiende
開花	bloei
開花	bloom
開花	bloeien
開花	bloei
白話	volkstaal
熵	entropie
空心	hol
空心	holle
空心	hollow
收養	adopteren
收養	adoptie
音訊	audio
音訊	geluid
桂林市	guilin
叛逆	opstandige
叛逆	rebelse
叛逆	rebels
叛逆	opstandig
叛逆	rebellie
叛逆	opstand
起落架	onderstel
外甥	neef
外甥	neefje
密封	verzegelen
密封	zegel
密封	zeehond
密封	verzegeling
快車	express
警衛	garde
警衛	bewaker
重現	herhaling
信賴	vertrouwd
信賴	vertrouwden
信賴	vertrouwde
彌撒	mass
彌撒	massa
兩棲	amfibische
古物	antiquiteiten
古物	oudheden
古物	oudheid
神道	shinto
撞球	biljarten
撞球	biljart
撞球	pool
撞球	zwembad
剝奪	ontbering
後援	backup
鼓舞	inspirerend
鼓舞	inspirerende
鼓舞	inspireren
鼓舞	aanmoediging
鼓舞	aanmoedigen
關稅	tarieven
關稅	tarief
關稅	douane
定性	kwalitatieve
定性	karakterisering
讀取	lezen
讀取	gelezen
讀取	lees
讀取	lezen
讀取	lectuur
讀取	reading
讀取	lezing
紙幣	bankbiljetten
紙幣	biljetten
紙幣	bankbiljetten
紙幣	biljet
紙幣	bankbiljet
調動	herplaatsing
調動	herplaatsing
調動	mobiliseren
調動	mobilisatie
調動	mobiliseren
調動	mobiliteit
獨唱	solist
獨唱	solo
光電	fotovoltaïsche
十字軍	kruistocht
十字軍	kruistochten
十字軍	kruistocht
十字軍	kruistochten
十字軍	kruisvaarders
十字軍	kruisvaarder
體力	sterkte
體力	kracht
平均值	gemiddelde
平均值	gemiddeld
平均值	gemiddelden
不敗	ongeslagen
興奮	spanning
興奮	opwinding
興奮	opgewonden
興奮	enthousiast
興奮	spannend
神龍	draken
神龍	draak
神龍	dragon
希臘文	griekse
希臘文	grieks
希臘文	griek
紫外線	ultraviolet
大介	daisuke
申報	uitroepen
申報	verklaar
申報	verklaren
投注	weddenschappen
投注	wedden
鯊魚	haaien
鯊魚	sharks
鯊魚	haaien
鯊魚	shark
鯊魚	haai
大腦	hersenen
大腦	brain
大腦	hersens
大腦	brein
大腦	hersenen
大腦	hersens
大腦	brein
孤獨	eenzaamheid
孤獨	eenzaamheid
孤獨	eenzame
孤獨	eenzaam
單字	woord
套房	suite
套房	suites
老兵	dierenartsen
老兵	veteraan
老兵	veteranen
更低	lager
更低	lagere
變速箱	versnellingsbak
心態	mentaliteit
心態	mentaliteit
天秤座	weegschaal
過濾	filter
過濾	filteren
過濾	gefilterd
過濾	filteren
過濾	filtratie
過濾	filters
黃道	ecliptica
黃道	zodiac
駕駛艙	cockpit
甘地	gandhi
救護	ziekenwagen
救護	ambulance
加法	additief
蒸氣	damp
蒸氣	stoom
蒸氣	stomen
蒸氣	damp
天命	noodlot
天命	lotsbestemming
天命	lot
天命	destiny
代管	escrow
提問	vraagje
提問	vraag
遼寧	liaoning
斜坡	helling
斜坡	hellingen
斜坡	pistes
斜坡	schans
斜坡	oprit
斜坡	helling
輪椅	rolstoelen
輪椅	rolstoel
袋鼠	wallaby
袋鼠	kangoeroe
袋鼠	kangoeroes
弱勢	kwetsbare
弱勢	kwetsbaar
開羅	cairo
開羅	caïro
不適	ongemakken
不適	hinder
不適	ongemak
服從	gehoorzamen
服從	gehoorzaam
服從	gehoorzaamheid
水力	waterkracht
水力	hydro
水力	hydraulica
水力	hydraulisch
水力	hydraulische
水力	waterkracht
向日葵	zonnebloemen
向日葵	zonnebloem
援軍	versterking
援軍	versterkingen
轉讓	overplaatsing
轉讓	transfer
轉讓	overdracht
轉讓	overdragen
轉讓	opdracht
轉讓	opdrachten
轉讓	overdrachten
轉讓	transfers
駐軍	garnizoen
駐軍	garrison
反對黨	tegenstand
反對黨	oppositie
博愛	studentenvereniging
博愛	broederschap
冒犯	aanstootgevend
冒犯	beledigend
冒犯	offensief
早餐	ontbijt
早餐	ontbijten
肉體	vlees
動力學	dynamics
動力學	dynamiek
緯度	breedtegraad
緯度	lat
緯度	breedtegraden
靈活	soepel
靈活	flexibel
靈活	flexibele
靈活	soepelheid
靈活	flexibiliteit
薩姆	sam
扣留	achterhouden
凍結	diepgevroren
凍結	ingevroren
凍結	bevroren
凍結	diepvries
凍結	invriezen
凍結	bevriezing
凍結	bevriezen
凍結	ijskoud
凍結	stilzetten
凍結	bevriezen
副本	kopiëren
副本	kopieer
副本	kopie
副本	kopieën
副本	afschriften
副本	exemplaren
橫向	horizontaal
橫向	zijdelingse
橫向	laterale
橫向	zijdelings
辻	tsuji
水壩	dam
水壩	stuwdam
水壩	dammen
隆起	bobbel
典範	voorbeeldige
典範	voorbeeldig
雄心	ambities
雄心	ambitieus
雄心	ambitieuze
雄心	ambities
雄心	ambitie
幼蟲	larven
幼蟲	larve
幼蟲	larve
癱瘓	verlammen
癱瘓	verlamming
癱瘓	verlamd
癱瘓	verlamde
航運	verzending
航運	scheepvaart
航運	verzenden
航運	verschepen
開關	schakelaars
開關	wissels
開關	schakelaar
開關	switch
開關	wisselen
開關	wissel
邦聯	confederatie
邦聯	confederatie
邦聯	bondsstaat
主婦	huisvrouwen
主婦	huisvrouw
填寫	vullen
填寫	vul
填寫	opvullen
疣	wratten
陸戰隊	mariniers
扣除	aftrek
扣除	afgetrokken
以色列人	israëliërs
錄取	toelating
肯亞	kenia
扔	gooien
扔	gooi
硫化	sulfide
硫化	sulfide
影射	insinuaties
母音	klinker
母音	klinkers
巧合	toeval
代謝	stofwisseling
代謝	metabolisme
代謝	metabole
代謝	metabolische
大聲	luidruchtig
大聲	luid
堪薩斯	kansas
戰地	slagveld
進食	voederen
進食	voeden
進食	eten
居留	residentie
新兵	rekruut
新兵	rekruteren
上線	online
涅槃	nirvana
老年人	senioren
老年人	laatstejaars
老年人	bejaarde
老年人	ouderen
老年人	bejaarden
幸存者	overlevenden
幸存者	nabestaanden
幸存者	overlevende
幸存者	overlever
水災	overstromingen
水災	overstroming
水災	overstromingen
水災	overstroming
水災	zondvloed
水災	overstromingen
水災	vloed
貂	mink
貂	sable
煎	bakken
煎	fry
遙控	remote
遙控	afstandsbediening
遙控	afgelegen
輝煌	briljant
石榴	granaatappel
多餘	extra
多餘	overbodig
多餘	overbodige
多餘	overbodig
多餘	overmaat
多餘	overdaad
多餘	overmatig
受害人	slachtoffers
受害人	slachtoffer
美學	esthetiek
美學	esthetische
美學	esthetisch
堅強	sterk
堅強	sterke
堅強	sterken
政客	politici
政客	politica
政客	politicus
季刊	driemaandelijkse
季刊	driemaandelijks
季刊	kwartaal
水母	kwal
水母	kwallen
電阻	tegenstand
電阻	weerstand
電阻	resistentie
電阻	verzet
上級	superior
上級	superieure
上級	superieur
震動	tremor
震動	trillingen
震動	vibraties
震動	vibratie
震動	trilling
病理	pathologie
病理	pathologisch
病理	pathologische
煞車	remmen
煞車	rem
煞車	remmen
必要性	noodzaak
必要性	noodzakelijkheid
堅決	resolute
堅決	resoluut
堅決	vastberaden
嫌犯	verdachten
嫌犯	verdacht
嫌犯	verdachte
平房	bungalow
元氣	genki
薪水	salaris
釀酒	brouwen
多面體	veelvlak
發聲	hoorbaar
妨礙	belemmering
妨礙	hinderen
妨礙	obstructie
妨礙	tegenwerking
後果	gevolg
後果	consequentie
後果	consequenties
後果	gevolgen
薪資	salaris
薪資	lonen
薪資	salarissen
埋伏	hinderlaag
抵押	zekerheden
抵押	onderpand
抵押	hypotheken
抵押	hypotheek
大方	gulle
大方	genereus
大方	vrijgevig
大方	royaal
大方	gul
扣押	inbeslagneming
扣押	inbeslagname
扣押	inbeslagname
元老院	senaat
天真	naïeve
天真	naïef
美化	verfraaiing
配方	formule
備忘錄	memo
備忘錄	memorandum
備忘錄	notitie
許可證	rijbewijs
許可證	licentie
許可證	vergunningen
許可證	rijbewijs
許可證	licentie
許可證	vergunning
許可證	licenties
硬度	hardheid
考官	examinator
合法化	legalisering
合法化	gelegaliseerd
墜	hanger
極少	zelden
流體	vloeistof
流體	vloeistoffen
強硬	stoer
強硬	taai
素質	kwaliteit
素質	kwaliteiten
伯父	oom
伯父	nonkel
突變	gemuteerde
突變	gemuteerd
突變	mutant
突變	muteren
突變	mutaties
突變	mutatie
突變	mutaties
高射炮	flak
塞內加爾	senegal
模具	schimmel
模具	gietvormen
模具	mal
模具	schimmel
模具	mallen
椅子	stoelen
椅子	stoel
琥珀	amber
慾望	begeerte
慾望	wens
慾望	verlangen
慾望	lust
慾望	lusten
慾望	verlangens
慾望	begeert
插座	socket
插座	stopcontact
插座	sockets
聖徒	heiligen
聖徒	saints
愛好	hobby
肥胖	overgewicht
肥胖	obesitas
肥胖	zwaarlijvigheid
象牙	ivoor
墜落	dalend
墜落	vallende
墜落	vallen
墜落	vallend
活潑	levendig
活潑	levendige
菊花	daisy
氙	xenon
募款	inzamelingsactie
募款	fondsenwerving
募款	fondsenwerving
駭客	hacker
駭客	hackers
駭客	hackers
漂	zwevende
漂	zweven
漂	zwevend
漂	drijvend
漂	drijvende
漂	drijven
漂	driften
漂	drijvend
失明	blindheid
白雪	bobbie
神田	kanda
病房	ward
突尼西亞	tunesië
突尼西亞	tunis
平野	hirano
劇作家	toneelschrijver
熊貓	panda
縱火	brandstichting
零星	sporadisch
零星	sporadische
頭條	kop
頭條	koptekst
頭條	krantenkop
族裔	etniciteit
族裔	etnisch
正直	integriteit
正直	integer
寫信	schrijven
寫信	schrijf
彈珠	knikkers
彈珠	knikker
彈珠	marmer
彈珠	marble
彈珠	marmeren
乙烯	ethyleen
乙烯	vinyl
鈉	natrium
