bregdet	море
baltë	мръсотия
baltë	дърт
ndjekësit	последователите
ndjekësit	последователи
manastiret	манастири
tur	турне
tur	обиколка
tur	тур
investime	инвестиции
investime	инвестиране
investime	инвестиции
investime	инвестиция
sofje	софия
zall	пясък
sferat	сфери
maliq	малик
rifat	рифат
alberta	алберта
virus	вирус
virus	вируси
kuptuarit	разбирателство
kuptuarit	разбиране
asim	асим
çek	чешки
çek	чешката
çek	чешка
fond	фонд
fond	фондове
organizmat	организми
territorial	териториално
territorial	териториални
territorial	териториална
portokalli	оранжев
portokalli	оранжева
portokalli	оранжево
portokalli	оранжеви
portokalli	портокал
sarthe	сарт
antigua	антигуа
utype	utype
margarita	маргаритки
margarita	маргарита
rrotullimi	завъртане
rrotullimi	въртене
bisedë	разговор
bisedë	разговори
bisedë	беседа
bisedë	чата
bisedë	чат
dekorata	украшение
dekorata	украса
dekorata	декорация
dekorata	награди
xhon	джон
xhon	йоан
detajet	детайли
detajet	подробности
djathë	сирена
djathë	кашкавал
djathë	сирене
mëkatet	грехове
mëkatet	греховете
angazhimin	ангажимент
angazhimin	отдаденост
angazhimin	ангажираност
angazhimin	обвързване
angazhimin	задължение
përgatitet	подготвя
balkan	балканска
balkan	балкански
balkan	балкан
nderime	почести
nderime	почести
protesta	протест
protesta	протести
qeramikës	керамика
dobishëm	полезна
dobishëm	полезно
dobishëm	полезни
dobishëm	полезен
oferta	наддаване
oferta	кандидатурата
oferta	оферти
oferta	предлага
oferta	предложения
oferta	оферта
oferta	офертата
oferta	предложение
oferta	предлагане
oferta	предложи
konfirmoi	потвърдено
konfirmoi	потвърден
konfirmoi	потвърдена
konfirmoi	потвърдени
level	равнище
level	ниво
hekurudha	железници
hekurudha	железница
hekurudha	железопътния
hekurudha	железопътен
hekurudha	железници
hekurudha	железници
hekurudha	железници
hekurudha	железница
hekurudha	железопътен
hekurudha	железница
host	домакин
host	приемник
host	водещ
operacion	операцията
operacion	експлоатация
operacion	функциониране
operacion	операция
operacion	хирургия
operacion	операция
shkretëtira	пустиня
shkretëtira	пустинята
shkretëtira	пустини
faisal	фейсал
salihu	салих
salihu	салех
sinonim	синоним
mubarak	мубарак
kujtesa	спомен
kujtesa	памет
kujtesa	спомени
biografinë	биография
biografinë	биографията
vuante	страдаше
vuante	страда
vuante	страдала
vuante	страдал
argjend	сребърна
argjend	сребърни
argjend	силвър
argjend	сребро
argjend	сребърен
giulio	джулио
robinson	робинсън
transformimi	трансформация
transformimi	преобразяване
transformimi	преобразуване
përmbi	над
përmbi	отгоре
krim	престъпления
krim	престъпление
krim	престъпност
krim	престъпността
psikologjia	психология
psikologjia	психологията
plotësojnë	допълване
plotësojnë	допълнение
plotësojnë	допълват
rrobat	пране
rrobat	пералня
rrobat	прането
rrobat	дрехите
rrobat	дрехи
gëzimi	радост
gëzimi	джой
shkurtimisht	накратко
katolikët	католиците
katolikët	католици
informuar	информирани
informuar	информиран
informuar	информирана
bibliotekë	библиотеката
bibliotekë	библиотека
idea	идея
portet	пристанищата
portet	пристанища
analizuar	анализирани
analizuar	анализиране
kalorësit	рицарите
kalorësit	рицари
kalorësit	конници
kalorësit	ездачи
kalorësit	конници
miti	мит
miti	мита
zbulime	оповестяване
zbulime	открития
ice	айс
ice	лед
tvsh	ддс
nazmi	назми
identiteti	самоличност
identiteti	идентичност
padukshme	невидими
padukshme	невидимо
padukshme	невидим
padukshme	невидима
kurorën	краун
kurorën	корона
kurorën	короната
tragjedi	трагедия
tragjedi	трагедията
botticelli	ботичели
donatello	донатело
udhëtime	пътувания
udhëtime	пътуване
udhëtime	пътувам
udhëtime	пътуват
udhëtime	пътешествия
udhëtime	пътувания
udhëtime	екскурзии
udhëtime	пътуване
udhëtime	пътувам
udhëtime	пътува
antarë	членове
antarë	членовете
dodona	dodona
minnesota	минесота
zbulim	разузнаване
zbulim	откритие
zbulim	разкритие
zbulim	дискавъри
zbulim	откриване
simboleve	означения
simboleve	символи
përfaqësohet	представени
përfaqësohet	представена
uria	глад
uria	глад
uria	гладът
nëntëmbëdhjetë	деветнадесет
primar	първична
primar	първични
primar	първичен
primar	първично
saud	сауд
përmendin	цитират
gjueti	хънт
gjueti	лов
gjueti	ловен
gjueti	лов
vartësi	зависимост
vartësi	зависимостта
nokia	nokia
carrara	карара
mallra	стоки
mallra	блага
mallra	екстри
dëshmorë	мъченици
përshtatet	припадъци
përshtatet	пасва
përshtatet	съвпада
luna	луна
fokusuar	фокусиран
fokusuar	фокусирана
fokusuar	съсредоточен
fokusuar	съсредоточена
shpërthim	взрив
shpërthim	експлозия
shpërthim	взрив
dele	овце
dele	овче
dele	овца
pyetja	въпрос
efikase	ефективна
efikase	ефикасно
efikase	ефикасен
efikase	ефективен
efikase	ефективно
shpërthimi	взрив
shpërthimi	взрив
shpërthimi	експлозия
angelo	анджело
hebrenj	евреите
hebrenj	евреи
ngjeshur	сгъстен
ftohet	студ
ftohet	студен
ftohet	студено
ftohet	студена
ftohet	охлажда
ndershëm	честен
ndershëm	честни
ming	минг
armene	арменски
armene	арменци
alejandro	алехандро
ekzistues	съществуващо
ekzistues	съществуващ
ekzistues	съществуващи
ekzistues	съществуваща
lidhi	свързани
ekologjike	екологично
ekologjike	екологичен
ekologjike	екологични
ekologjike	екологична
luli	лули
rërë	пясък
lutjet	молитви
lutjet	молитвите
lutjet	молитва
bello	бело
meritat	заслуги
mençur	умна
mençur	интелигентно
mençur	умно
mençur	умни
mençur	умен
vullnet	уил
vullnet	воля
funksional	функционално
funksional	функционален
funksional	функционални
funksional	функционална
benito	бенито
sinqertë	искрена
sinqertë	искрено
sinqertë	искрени
sinqertë	искрен
sinqertë	честен
sinqertë	честни
matje	оценяване
matje	измервания
matje	измерване
trans	транс
demografike	демографски
demografike	демографските
gjalle	живи
gjalle	жива
gjalle	жив
podgoricës	подгорица
mposht	поражение
mposht	победен
peshkimi	риболовен
peshkimi	риболов
kushton	разходи
kompetencat	правоспособност
kompetencat	компетентност
kompetencat	компетенции
kompetencat	компетентност
kompetencat	компетенции
ala	ала
sarah	сара
tokyo	токио
rrënuar	опустошена
utah	юта
duhan	тютюн
mouse	маус
mouse	миши
mouse	мишки
mouse	мишка
dëshmitar	свидетел
dëshmitar	свидетели
mbajtja	водене
mbajtja	държане
mbajtja	стопанство
mbajtja	задържане
mbajtja	холдинг
mbajtja	поддържане
opinion	становище
opinion	мнение
burgjet	затворите
burgjet	затвори
burgjet	затворите
murgjit	монаси
murgjit	монасите
vrasës	убийствен
vrasës	убиец
vrasës	убийците
vrasës	убийци
vrasës	убиец
mari	мари
mari	мари
priftërinjtë	свещениците
priftërinjtë	свещеници
tupou	тупоу
shtypura	подтиснат
shtypura	подтиснати
episodi	епизод
presidencial	президентски
presidencial	президентските
ekspert	експертно
ekspert	експерт
yndyrë	дебела
yndyrë	мазнина
yndyrë	мазнини
yndyrë	дебели
yndyrë	дебел
kosto	разход
kosto	цена
kosto	разходи
sha	ша
frymëmarrjes	дихателна
frymëmarrjes	респираторни
letonia	латвия
mahmut	махмуд
mahmut	махмут
zërat	слухове
zërat	гласове
normë	ставка
trashëgimtar	наследник
kufizimet	ограничения
kufizimet	ограниченията
kufizimet	ограничения
kufizimet	ограничения
gjykim	преценка
gjykim	осъждане
gjykim	преценка
procedurat	процедури
qiej	небеса
dhuna	насилието
dhuna	насилие
furrë	сладкарница
furrë	пекарна
furrë	пещ
furrë	котел
furrë	печка
furrë	пещ
furrë	фурна
furrë	фурната
gana	гана
kopshte	гардънс
kopshte	градините
kopshte	градини
rrjete	мрежи
rrjete	мрежите
dhëmbët	зъби
dhëmbët	зъбите
ëndrrat	сънища
ëndrrat	мечтите
ëndrrat	мечти
gjeneruar	генерирани
muslim	мюсюлманин
muslim	мюсюлмански
muslim	мюсюлмани
muslim	мюсюлманска
vizatime	рисунки
vizatime	скици
vizatime	чертежи
dushku	душку
dushku	дъб
dushku	оук
dushku	оукс
dizajn	проектиране
dizajn	дизайн
rfc	rfc
nisen	пансион
luftëtari	воин
luftëtari	войн
luftëtari	боец
luftëtari	борец
luftëtari	боец
luftëtari	изтребител
charlotte	шарлот
charlotte	шарлота
charlotte	шарлът
wall	стена
wall	стената
wall	уол
krahasohet	сравни
krahasohet	сравнение
krahasohet	сравняване
krahasohet	сравнява
protestat	протести
mora	мора
detyre	мито
detyre	дълг
detyre	задължение
ndalimin	спиране
rreshta	редове
rreshta	линии
rreshta	реплики
rreshta	редове
thyerjes	разкъсване
thyerjes	скъсване
domenico	доменико
gërmadha	отломки
hua	хуа
hardware	хардуер
kolegët	колеги
kolegët	колеги
alto	алто
mosmarrëveshje	неразбирателство
mosmarrëveshje	разногласие
mosmarrëveshje	разногласия
mosmarrëveshje	несъгласие
mosmarrëveshje	разногласия
nazistët	нацистки
nazistët	нацист
nazistët	нацисти
nazistët	нацистка
nazistët	нацисти
nazistët	нацистите
gushti	август
gushti	аугуст
beaumont	бомон
trungu	багажника
trungu	багажник
nick	ник
arsimuar	образован
arsimuar	образовани
arsimuar	образована
hoq	премахната
hoq	премахнато
hoq	премахнат
hoq	премахнати
hoq	отстранени
qetësi	спокойствие
qetësi	тих
qetësi	тихо
qetësi	тишина
qetësi	мълчание
qetësi	мълчанието
qetësi	тишината
identifikohet	идентифициран
identifikohet	идентифицирани
identifikohet	идентифицирана
sherif	шериф
psikologji	психология
psikologji	психологията
virtual	виртуална
virtual	виртуално
virtual	виртуални
virtual	виртуален
furnizuar	доставена
furnizuar	доставено
furnizuar	предоставена
dempsey	демпси
