মরমী	мистик
তর্ক	спорят
তর্ক	спорить
আগ্রাসী	агрессивные
আগ্রাসী	агрессивный
আগ্রাসী	агрессивно
আগ্রাসী	агрессивной
কদর	ценю
কদর	оцениваем
ফিউশন	fusion
ফিউশন	синтез
প্রজ্ঞা	унций
প্রজ্ঞা	мудрости
প্রজ্ঞা	мудрость
গেটের	врата
গেটের	ворота
সুইং	качели
মাতৃ	материнской
মাতৃ	материнская
তাহার	ее
তাহার	ей
তাহার	её
রন্ধনপ্রণালী	кухня
অভিনেতাদের	субъектов
অভিনেতাদের	актеры
আইজ্যাক	айзек
আইজ্যাক	исаак
শাস্তির	наказание
লী	ли
এস্তোনিয়া	эстонии
এস্তোনিয়া	эстония
দুর্বলতা	слабости
দুর্বলতা	слабость
রিয়া	риа
ব্যুৎপত্তি	этимология
কাউন্টার	счетчик
দেখছি	наблюдаю
দেখছি	смотрим
দেখছি	смотрю
প্রসব	родов
প্রসব	роды
বাধ্যবাধকতা	обязанность
বাধ্যবাধকতা	обязательство
পেদ্রো	педро
জাক	жак
অলঙ্কার	украшения
ইউরোপা	europa
ইউরোপা	европа
কাজাখস্তান	казахстан
সহচর	товарищ
লেন্সের	линзы
অস্থিরতা	беспорядков
অস্থিরতা	беспорядки
অস্থিরতা	волнения
অস্থিরতা	неустойчивость
অস্থিরতা	нестабильности
অস্থিরতা	нестабильность
বহুবিধ	несколько
বহুবিধ	множественные
ক্যারোলিনা	каролина
পেশোয়ার	пешаваре
লন	лужайке
লন	газон
ছদ্ম	псевдо
আড্ডা	чата
আড্ডা	чат
ডিস্ট্রিক্ট	округ
ডিস্ট্রিক্ট	район
বসতে	сидеть
বতুতা	баттута
তিউনিসিয়া	тунисе
তিউনিসিয়া	тунис
তিউনিসিয়া	туниса
ডানায়	крылья
ক্লিনটন	клинтон
মন্ত্রীদের	министры
মন্ত্রীদের	министрами
মন্ত্রীদের	министров
সহোদর	брата
সাজা	приговорен
সাজা	приговорил
গাজা	газа
গাজা	газу
গাজা	газы
আদার	рыжий
আদার	рыжая
আদার	джинджер
বীচ	пляж
বীচ	пляже
বীচ	beach
বীচ	бич
একতা	единства
একতা	единство
একতা	сингулярность
অ্যান্টেনা	антенна
বোতাম	кнопки
বোতাম	кнопок
বোতাম	пуговицы
বোতাম	кнопку
বোতাম	кнопка
ব্রি	бри
ব্রি	бри
মশলা	приправы
মশলা	специи
প্রত্যাশিত	ожидалось
প্রত্যাশিত	ожидаемые
প্রত্যাশিত	ожидается
প্রত্যাশিত	ожидаемый
প্রত্যাশিত	ожидаемое
মুখার্জি	мукерджи
ঢেলে	залить
শরণার্থীদের	беженцы
স্থানীয়দের	местные
অংশগ্রহণকারীদের	участников
অংশগ্রহণকারীদের	участники
চাদর	простыни
চাদর	листы
চাদর	листов
স্বাভাবিকভাবে	естественно
ইংরাজি	английский
ইংরাজি	английская
ফ্লয়েড	флойд
বহিরাগত	внешнее
বহিরাগত	внешние
বহিরাগত	внешняя
বহিরাগত	внешних
বহিরাগত	внешний
ম্যাপ	карта
ম্যাপ	карту
ট্রয়	трой
বিভ্রান্ত	запутался
স্পাই	шпион
ফাঁক	пробелы
ব্যাচ	партия
কপালে	лоб
অ্যাডমিরাল	адмирал
হরর	ужас
হরর	ужасы
গফ	гоф
মহাকাব্যিক	epic
কাকাতুয়া	какаду
প্যাট	пэт
সাংবাদিকদের	журналисты
সাংবাদিকদের	журналистов
মার্কাস	маркуса
মার্কাস	маркус
ইন্ডিপেন্ডেন্ট	независимый
ইন্ডিপেন্ডেন্ট	независимая
ইন্ডিপেন্ডেন্ট	независимое
ইন্ডিপেন্ডেন্ট	независимые
আইনগতভাবে	легально
আইনগতভাবে	юридически
আইনগতভাবে	законно
অ্যারিজোনা	аризона
জর্দান	иордания
জর্দান	иордан
জর্দান	иорданию
জর্দান	джордан
জর্দান	иордании
পার্ট	часть
পার্ট	частично
পোকেমন	покемон
টেপ	кассета
টেপ	лента
টেপ	ленту
সুইচ	переключатель
সুইচ	переключить
সুইচ	переключение
হাঁটু	колено
হাঁটু	колена
হাঁটু	колени
বেচে	живой
বেচে	живым
বেচে	живая
বেচে	живые
বেচে	жив
ধর্ষণের	изнасилования
ধর্ষণের	изнасилования
ধর্ষণের	изнасилование
আলজেরীয়	алжира
বিকেলে	днем
বিকেলে	полдень
এনজাইম	ферменты
এনজাইম	фермент
সম্পূরক	дополнение
সম্পূরক	дополнения
সম্পূরক	дополнить
সম্পূরক	дополнить
সম্পূরক	дополнять
সম্পূরক	добавки
সম্পূরক	дополнения
সম্পূরক	дополнений
কং	цун
কং	конг
রুবেল	рублей
রুবেল	рубель
শব্দসমষ্টি	фраза
মনিটর	монитор
খেলছেন	играю
খেলছেন	играет
গম্ভীর	серьезная
গম্ভীর	серьезный
গম্ভীর	серьезно
গম্ভীর	серьёзные
গম্ভীর	серьезные
হার্জেগোভিনা	герцеговины
হার্জেগোভিনা	герцеговина
এমআইটি	mit
নিম্নভূমি	низменности
আমেরিকানদের	американцы
মর্যাদাপূর্ণ	престижных
কোট	пальто
কোট	цитирую
কোট	цитата
আকাশচুম্বী	небоскреб
পূর্বপুরুষদের	предки
পূর্বপুরুষদের	предков
টেড	тэд
টেড	тед
কুং	кунг
ফো	пхо
লিডার	руководитель
লিডার	лидер
হামবুর্গ	гамбург
অ্যাডোবি	adobe
রাওয়ালপিন্ডি	равалпинди
বাসিন্দারা	жителей
বাসিন্দারা	резиденты
বাসিন্দারা	жители
মোটরগাড়ি	автомобильной
মোটরগাড়ি	автомобильная
প্লেবয়	playboy
কনকাকাফ	конкакаф
সাম্রাজ্যবাদ	империализм
নির্দোষ	невинная
নির্দোষ	невинный
নির্দোষ	невинные
নির্দোষ	невинных
দারিদ্র	бедность
দারিদ্র	бедности
দারিদ্র	нищета
দারিদ্র	нищету
লিটার	литров
লিটার	литр
জানুন	учиться
জানুন	учись
জানুন	учитесь
দাড়িয়ে	стоя
দাড়িয়ে	стою
ব্রুকলিন	бруклине
ব্রুকলিন	бруклин
ব্যাটারী	аккумулятор
ব্যাটারী	батареи
ব্যাটারী	батарея
ডেন	дейн
ডেন	логово
ডেন	ден
চুম্বন	целовать
চুম্বন	поцелуи
চুম্বন	целую
চুম্বন	поцелуи
চুম্বন	поцелуев
চুম্বন	целует
চুম্বন	поцелуй
চুম্বন	kiss
চুম্বন	целуй
সান্টা	санту
সান্টা	санта
সমেত	всеобъемлющего
সমেত	включительно
বোমাবর্ষণ	бомбили
বোমাবর্ষণ	взрыв
বোমাবর্ষণ	бомбардировки
ইভান্স	эванс
জ্ঞাত	известные
জ্ঞাত	известное
জ্ঞাত	известный
জ্ঞাত	известен
জ্ঞাত	известная
সংহতি	солидарности
সংহতি	солидарность
সেরে	оздоровление
সেরে	восстановление
সেরে	восстановления
টেসলা	тесла
উত্তল	выпуклая
দুঃখিত	прости
দুঃখিত	извините
ভোল্ট	вольт
ভোল্ট	вольт
অভিনন্দন	поздравляем
অভিনন্দন	поздравляю
অভিনন্দন	поздравление
অভিনন্দন	поздравляем
অভিনন্দন	поздравляю
ফোটে	блум
ফোটে	цветет
সেনেগাল	сенегала
সেনেগাল	сенегале
সেনেগাল	сенегал
মুনি	муни
বাঁচার	выживания
বাঁচার	выживание
চার্চিল	черчилль
উপকার	прибыль
উপকার	прибыли
উপকার	пособие
উপকার	преимущества
উপকার	льготы
উপকার	пособия
উপকার	выгоды
উপকার	польза
লেবু	лимон
লেবু	лемон
লেবু	лимонный
সুখী	счастливый
সুখী	счастливая
সুখী	счастливые
সুখী	счастлива
সুখী	счастлив
গীর্জা	церковь
গীর্জা	церкви
হান্ট	охота
হান্ট	хант
ঘটনাসমূহ	события
ঘটনাসমূহ	мероприятия
কদাচিৎ	редко
ঐশ্বরিক	божественная
ঐশ্বরিক	божественное
পোর্তো	порту
ফিঞ্চ	финч
শোভাযাত্রা	шествие
শ্রবণ	слух
শ্রবণ	слушание
শ্রবণ	слушания
ছেলেরা	парни
ছেলেরা	мальчики
ছেলেরা	мальчишки
ছেলেরা	boys
ছেলেরা	мальчиков
ছেলেরা	сыны
ছেলেরা	сыновей
ছেলেরা	сыновья
ছেলেরা	ребят
ছেলেরা	ребята
ছেলেরা	парни
ছেলেরা	пацаны
সস্তা	дешевые
সস্তা	недорого
সস্তা	дешевая
সস্তা	дешевый
সস্তা	дешевле
পরিবাহী	дирижёр
পরিবাহী	проводник
মানসিকতা	менталитет
মানসিকতা	мышление
হাটে	ходит
হাটে	прогулки
পরিদর্শনে	посещение
পরিদর্শনে	посещения
খাত্তাব	хаттаб
ঘুঘু	голубь
ওরিয়েন্টাল	восточной
ওরিয়েন্টাল	восточная
ওরিয়েন্টাল	восточное
বোল্ট	вольт
বোল্ট	болт
আঙ্গুল	пальцы
আঙ্গুল	палец
আঙ্গুল	пальцем
ডক	док
অসলো	осло
খাঁটি	подлинная
খাঁটি	подлинный
খাঁটি	настоящие
খাঁটি	подлинные
খাঁটি	чистая
খাঁটি	чистые
খাঁটি	чисто
খাঁটি	чистый
খাঁটি	чистое
গোলাবারুদ	боеприпасов
গোলাবারুদ	боеприпасы
অমূল্য	бесценный
কিংডম	царство
কিংডম	королевство
সরবরাহকারী	поставщик
সরবরাহকারী	поставщика
সরবরাহকারী	провайдер
কার্নেল	ядро
কার্নেল	ядра
অ্যালাস্টেয়ার	алистер
রেমন্ড	рэймонд
রেমন্ড	реймонд
বিষয়াবলী	темы
সনাক্তকরণ	выявление
সনাক্তকরণ	обнаружения
সনাক্তকরণ	обнаружение
টিউমার	опухоли
টিউমার	опухоль
টিউমার	опухоли
আভা	эва
আস্তানা	чердак
আস্তানা	астана
হত্যাকান্ড	убийства
হত্যাকান্ড	убийство
পাঠায়	отправляет
পাঠায়	посылает
পরিচালকদের	директоров
পরিচালকদের	директора
পরিচালকদের	менеджеры
পরিচালকদের	управляющие
পরিচালকদের	руководители
লেনন	леннон
ময়লা	грязно
ময়লা	грязный
ময়লা	грязная
ময়লা	грязные
ময়লা	грязь
বার্নস	барнс
টেলিকম	telecom
বর্ন	родилась
বর্ন	родился
কাঠামোগত	структурная
কাঠামোগত	структурных
কাঠামোগত	структурные
ঝিনুক	устрицы
সরলীকৃত	упрощение
সরলীকৃত	упростить
ইদ্রিস	идриса
এইচআইভি	вич
লিথুয়ানিয়া	литве
লিথুয়ানিয়া	литвы
লিথুয়ানিয়া	литва
বাত	артрит
ছাদে	крыше
ছাদে	крыша
স্ত্রীদের	жен
স্ত্রীদের	жёны
স্ত্রীদের	жён
স্ত্রীদের	жены
দারা	дара
জেনারেটর	генератор
যুগোস্লাভিয়া	югославии
যুগোস্লাভিয়া	югославия
সিগারেট	сигарета
সিগারেট	сигарету
সিগারেট	сигареты
সিগারেট	сигареты
সিগারেট	сигарет
ফ্যাকাল্টি	преподаватели
ফ্যাকাল্টি	факультет
সাবধান	осторожность
সাবধান	предостережение
সাবধান	осторожно
সাবধান	осторожен
সাবধান	осторожнее
কেনসিংটন	кенсингтон
বান্টু	банту
ইতিমধ্যেই	уже
লুমিয়া	lumia
জামাত	джамаат
দাতা	донор
দাতা	донора
কার্গো	груз
কার্গো	грузов
কার্গো	грузы
সাই	psy
সাই	пси
সাই	саи
সাই	сай
পাউডার	порошок
পাউডার	порох
অ্যাকিলিস	ахиллес
বিশৃঙ্খলা	расстройство
বিশৃঙ্খলা	расстройства
বিশৃঙ্খলা	хаос
অন্যভাবে	иначе
মরিসন	моррисон
ভাঁজ	складки
ভাঁজ	сложил
ভাঁজ	складной
ফ্ল্যাগ	флаги
আয়ত্ত	освоил
যোনি	влагалище
যোনি	вагина
অনুরাগী	поклонник
অনুরাগী	фан
অনুরাগী	вентилятор
অনুরাগী	фанат
ফ্যান	поклонник
ফ্যান	фан
ফ্যান	вентилятор
ফ্যান	фанат
প্রসেসিং	обработки
প্রসেসিং	переработка
প্রসেসিং	обработка
এয়ারলাইন	авиакомпании
এয়ারলাইন	авиалинии
এয়ারলাইন	авиакомпания
অসুখ	болезнь
অসুখ	заболевание
অসুখ	заболевания
অসুখ	болезни
স্তবক	кассетных
স্তবক	скопление
টমি	томми
অনাথ	сирот
অনাথ	сироты
অনাথ	сирот
অনাথ	сирота
অনাথ	сироты
অনাথ	сироту
আবর্জনা	корзина
আবর্জনা	мусор
শাশ্বত	вечное
শাশ্বত	вечный
শাশ্বত	вечная
শাশ্বত	вечной
পর্ণমোচী	лиственных
ঝুলে	висит
শূণ্য	ничего
শূণ্য	ничто
পেটে	живот
পেটে	желудок
বন্ধনী	скобки
ক্রিসমাস	рождество
ক্রিসমাস	рождественский
ক্রিসমাস	рождественская
ক্রিসমাস	рождества
ক্রিসমাস	рождество
আরিফ	ариф
ডোমিনিকান	доминиканская
ডোমিনিকান	доминиканской
ক্যাফে	кафе
শাসকগণ	шамбала
আমস্টারডাম	амстердам
ডাকোটা	дакота
লবন	соли
লবন	соль
মনু	ману
কাতালোনিয়া	каталонии
হিউজ	хьюз
ঝাং	чжан
পারবো	может
পারবো	могу
পারবো	можно
পারবো	can
জন্তু	чудовище
জন্তু	зверь
তাজিক	таджикистана
ওয়াং	вонг
ওয়াং	ван
সিমন	симон
সিমন	симона
অথরিটি	авторитет
অথরিটি	полномочия
সংবাদদাতা	корреспондент
ইসাবেল	изабель
ইসাবেল	изабелла
ইসাবেল	изабель
মর্গান	морган
মর্গান	моргана
লিসা	лиза
লিসা	лиса
উৎকর্ষ	совершенство
দোষারোপ	винить
দোষারোপ	вини
ফিন	финн
ফিন	фин
সহপাঠী	одноклассников
গুণের	добродетели
ফসিল	ископаемых
ফসিল	ископаемые
ফসিল	ископаемого
প্রাচুর্য	изобилие
মনোযোগী	внимательным
জলি	веселый
ফেরদৌসী	фирдоуси
অ্যাকাডেমিক	академических
চকোলেট	шоколадные
চকোলেট	шоколад
চকোলেট	шоколадный
সিগন্যাল	сигнал
ইন্দ্রিয়	сенсорные
দ্রবণ	твердое
দ্রবণ	твердый
দ্রবণ	твердых
দ্রবণ	твердые
দ্রবণ	силиконовой
দ্রবণ	растворителей
দ্রবণ	раствор
দ্রবণ	решение
শেখানো	научил
শেখানো	преподавал
সহজতর	проще
সহজতর	легче
অধিবিদ্যা	метафизика
ট্রেডিং	торговой
ট্রেডিং	торговля
এন্টারপ্রাইজ	предприятие
এন্টারপ্রাইজ	предпринимательства
এন্টারপ্রাইজ	энтерпрайз
এন্টারপ্রাইজ	предпринимательство
বিলাল	билал
সন্দেহের	подозрения
সন্দেহের	сомнения
স্তূপ	кучу
হোলি	холи
অ্যারন	аарон
অ্যারন	аарона
নাড়ু	наду
রক্তাক্ত	кровавые
রক্তাক্ত	кровавый
রক্তাক্ত	кровавая
রাউল	рауль
রাউল	рауль
ডাকাতি	ограбление
ডাকাতি	грабеж
পরিচ্ছন্ন	аккуратно
সক	soc
সক	носок
স্ফটিক	кристал
স্ফটিক	кристаллы
স্ফটিক	кристалл
পরিসীমা	дальность
পরিসীমা	диапазон
ফার্মেসি	аптека
ফার্মেসি	аптеки
ফার্মেসি	аптеке
দুষ্প্রাপ্য	редкие
দুষ্প্রাপ্য	редко
দুষ্প্রাপ্য	редкий
দুষ্প্রাপ্য	редкая
দুষ্প্রাপ্য	редкость
সিনেটর	сенатора
সিনেটর	сенатор
সিনেটর	сенаторов
আইফেল	эйфелевой
চো	чо
ঘুরি	очередь
ঘুরি	поворот
কুষাণ	кушанское
ইয়ন	ён
মেয়েটি	девочка
মেয়েটি	girl
মেয়েটি	девчонка
মেয়েটি	девушка
বিশ্বাসঘাতকতা	предан
বিশ্বাসঘাতকতা	предали
বিশ্বাসঘাতকতা	предал
বিশ্বাসঘাতকতা	предательство
বিশ্বাসঘাতকতা	измена
বিশ্বাসঘাতকতা	измену
বিশ্বাসঘাতকতা	измена
বিশ্বাসঘাতকতা	измене
জিয়ান	xian
হাসির	улыбнись
হাসির	улыбка
হাসির	улыбаться
হাসির	смех
হাসির	улыбается
হাসির	улыбки
বেকারত্ব	безработицы
বেকারত্ব	безработица
যৌতুক	приданого
নজির	прецедент
মরিয়ম	маша
মরিয়ম	мэри
মরিয়ম	мария
মরিয়ম	мери
মরিয়ম	марьям
ইলিয়ট	элиот
ইলিয়ট	эллиот
তালা	тала
তালা	замки
ক্রাউন	короны
ক্রাউন	корону
ক্রাউন	корона
প্লট	заговор
প্লট	участок
প্লট	сюжет
অস্বীকৃত	отклонена
অস্বীকৃত	отрицал
অস্বীকৃত	отказано
অস্বীকৃত	отклонено
নাজির	назир
লেভি	леви
লেভি	леви
বিশ্লেষক	аналитик
সামোয়া	самоа
টাইটানিক	титаник
বিপর্যস্ত	расстроился
বিপর্যস্ত	расстроен
বিপর্যস্ত	расстроена
শেঠ	сет
শেঠ	сэт
তানজানিয়া	танзания
তানজানিয়া	танзании
গুয়াতেমালা	гватемале
গুয়াতেমালা	гватемалы
গুয়াতেমালা	гватемала
কসোভো	косово
ডু	ду
ভাস্কো	васко
প্লেস্টেশন	playstation
দারুচিনি	корицы
বিবেক	совести
বিবেক	сознание
বিবেক	совесть
হাস্যরসাত্মক	комических
উইকিমিডিয়ার	викимедиа
এঞ্জেলস	анджелесе
নিরপেক্ষতা	нейтралитет
নিরপেক্ষতা	нейтралитета
নিরপেক্ষতা	беспристрастности
নিরপেক্ষতা	беспристрастность
কুয়াশা	туман
কুয়াশা	туман
কুয়াশা	конкретные
কুয়াশা	бетон
কুয়াশা	конкретное
কুয়াশা	конкретный
কুয়াশা	конкретная
খমের	кхмерский
ফটোশপ	photoshop
ভোক্তা	потребители
ভোক্তা	потребителя
ভোক্তা	потребительские
ভোক্তা	потребителей
ভোক্তা	потребители
ভোক্তা	потребителей
অ্যাস্টন	эштон
বাজ	кайф
বাজ	базз
কর্মক্ষমতা	исполнение
কর্মক্ষমতা	производительность
ক্যাথিড্রাল	собор
রোম্যান্টিক	романтический
রোম্যান্টিক	романтик
রোম্যান্টিক	романтика
রোম্যান্টিক	романтическая
মামার	мама
নিশাচর	ночной
নিশাচর	ночные
স্যুট	люкс
স্যুট	костюмы
স্যুট	костюм
কোহেন	коэн
পুঁজিবাদী	капиталистической
গাজি	гази
ছুরি	ножи
ছুরি	нож
বিদ্রোহীরা	мятежники
বিদ্রোহীরা	повстанцы
বিদ্রোহীরা	повстанцев
বিদ্রোহীরা	мятежники
বিদ্রোহীরা	повстанцы
বিদ্রোহীরা	повстанцев
ইঙ্ক	inc
সাব্বির	сабир
ধমনী	артерию
ধমনী	артерия
ধমনী	артерии
পলিসি	политика
বরিস	борис
হেসে	гессен
মমি	мамочка
মমি	мумии
দিমিত্রি	дмитрий
মরা	мертвый
মরা	умер
মরা	мертвые
মরা	мертв
মরা	мертва
পরিচর্যা	ухода
পরিচর্যা	забота
পরিচর্যা	уход
বর্মা	варма
ঝাঁপ	прыгать
ঝাঁপ	прыжок
ঝাঁপ	прыгнуть
নিপীড়ন	преследование
নিপীড়ন	преследования
নিপীড়ন	угнетения
জামাই	жених
জামাই	жениха
থিসিস	тезисов
থিসিস	диссертации
থিসিস	тезис
অভিবাসীদের	мигрантов
অভিবাসীদের	мигранты
প্রত্যাখ্যাত	отклонена
প্রত্যাখ্যাত	отклонила
প্রত্যাখ্যাত	отклонили
প্রত্যাখ্যাত	отказался
ইকো	эко
ইকো	оэс
ইকো	эко
ইকো	эхо
কংক্রিট	конкретные
কংক্রিট	бетон
কংক্রিট	конкретное
কংক্রিট	конкретный
কংক্রিট	конкретная
কাঞ্জি	кандзи
বপন	сея
বপন	сеять
বপন	соу
শখের	любитель
ক্লদ	клод
মিশা	миша
সুইট	сладкий
সুইট	сладкие
সুইট	сладкая
সন্মান	честь
আবেগের	страсти
আবেগের	страсть
গোলাগুলি	съёмки
গোলাগুলি	съемка
গোলাগুলি	стрельба
গ্রাহকদের	посетители
গ্রাহকদের	покупатели
গ্রাহকদের	клиенты
গ্রাহকদের	клиентов
গ্রাহকদের	подписчики
গ্রাহকদের	подписчиков
দোস্ত	чувак
ইনজুরি	ранение
ইনজুরি	травмы
ইনজুরি	травма
ইনজুরি	вред
রাখাল	ковбои
বেরি	берри
আজকে	сегодня
আজকে	today
রক্তপাত	кровотечение
রক্তপাত	кровотечения
রক্তপাত	кровопролития
রক্তপাত	кровопролитие
সম্ভাব্যতা	вероятности
লুপ	цикл
লুপ	петля
চট্রগ্রাম	читтагонг
গাউস	гаусс
ওমেগা	омега
ফুয়াদ	фуад
ফুয়াদ	фуад
সাউন্ডট্র্যাক	саундтрек
শেফার্ড	пастухи
শেফার্ড	шепард
শহিদ	шахид
জানত	знали
জানত	знала
জানত	знал
গ্যাব্রিয়েল	габриэль
ধোঁয়া	дым
আইনত	легально
আইনত	юридически
আইনত	законно
দারিদ্র্য	бедность
দারিদ্র্য	бедности
দারিদ্র্য	нищета
দারিদ্র্য	нищету
সংশয়	скептицизм
সংশয়	сомнения
সংশয়	сомнение
সংশয়	сомневаться
সংশয়	сомнений
কোণায়	углу
কোণায়	уголок
কোণায়	угол
খাদিজা	хадиджа
সেকশন	секция
সেকশন	раздел
ট্রেভর	тревор
অংশগ্রহনের	участие
নরওয়েজিয়ান	норвежский
নরওয়েজিয়ান	норвегии
বিলম্ব	задержки
বিলম্ব	задержка
ক্লেয়ার	клэр
ক্লেয়ার	клер
নার্স	медсестер
নার্স	медсестры
নার্স	сестра
নার্স	медсестра
ডেভেলপার	разработчик
লিটন	литтон
পড়ছে	падение
পড়ছে	падает
মোনাকো	монако
সোনিয়া	сони
সোনিয়া	соня
সস	соус
হ্যাট	шапка
হ্যাট	шляпу
হ্যাট	шляпа
আবদেল	абдель
করিডোর	проход
করিডোর	коридор
ওনার	ее
ওনার	ей
ওনার	её
কারিগর	ремесленников
কারিগর	механика
কারিগর	механик
মাখন	масло
রু	рю
মুসলমানের	мусульманских
মুসলমানের	мусульманские
মুসলমানের	мусульманин
মুসলমানের	мусульмане
পেঁচা	сова
ময়দা	мука
ময়দা	муку
ময়দা	муки
শুয়ে	заложить
শুয়ে	ложь
শুয়ে	лежа
শুয়ে	вру
শুয়ে	лгу
হিলারি	хилари
হিলারি	хиллари
হিলারি	хилари
আটলান্টা	атланте
আইসল্যান্ডীয়	исландии
কিউব	кубик
কিউব	куб
পুকুরে	пруд
পুনরুজ্জীবিত	возродить
পুনরুজ্জীবিত	оживить
স্থূলতা	ожирение
অন্তর্বাস	трусы
অন্তর্বাস	бельё
অন্তর্বাস	белье
বন্ধুত্বের	дружбы
বন্ধুত্বের	дружба
