το	на
διαμόρφωση	конфигурация
διαμόρφωση	оформянето
διαμόρφωση	оформяне
σερ	сер
σερ	сир
λέγοντας	казвайки
καταστάσεις	ситуации
καταστάσεις	ситуациите
ιωάννου	йоану
πεδία	фийлдс
πεδία	поля
πεδία	полетата
πεδία	полета
χάσει	изгубено
χάσει	изгубени
χάσει	изгубена
χάσει	загубен
χάσει	загуби
χάσει	изгубен
βρετανοί	британско
βρετανοί	британци
βρετανοί	британска
βρετανοί	британец
βρετανοί	британски
σμιθ	смит
σκέψη	мисъл
σκέψη	мислене
αντώνιος	антоний
φυσικές	натурални
φυσικές	естествени
φυσικές	естествена
φυσικές	естествен
πγδμ	македонска
πγδμ	македонски
πγδμ	бюрм
πγδμ	македония
σωστή	правилно
δυναμικό	потенциална
δυναμικό	потенциал
δυναμικό	динамична
δυναμικό	динамични
δυναμικό	динамика
δυναμικό	динамично
δυναμικό	динамичен
πρωτότυπο	прототип
πρωτότυπο	оригинални
πρωτότυπο	оригинал
πρωτότυπο	оригинално
πρωτότυπο	оригинална
πρωτότυπο	оригинален
ουσίες	веществата
ουσίες	вещества
ουσίες	субстанции
βλέπε	видя
βλέπε	вижте
βλέπε	виж
ενημέρωση	брифинг
ενημέρωση	инструктаж
ενημέρωση	актуализира
ενημέρωση	актуализиране
ενημέρωση	обновяване
ενημέρωση	актуализация
προεδρία	председателство
χίου	хиос
παο	пао
ροή	храни
ροή	фураж
ροή	фуражи
ροή	поток
ροή	поток
υπολογιστές	компютрите
υπολογιστές	компютри
υπολογιστές	компютър
υπολογιστές	компютъра
γεν	йени
γεν	йен
απέτυχε	неуспешна
απέτυχε	неуспешно
απέτυχε	неуспех
δεσμούς	вратовръзки
σύνδεσμο	връзка
σύνδεσμο	линк
ντι	ди
ντι	дий
συχνότητα	честота
χαμηλή	долно
χαμηλή	ниско
χαμηλή	ниски
χαμηλή	нисък
χαμηλή	ниска
εστία	общежитието
εστία	общежитие
εστία	епидемия
εστία	огнище
κορέα	корея
δημιουργείται	създадени
δημιουργείται	създадено
δημιουργείται	създадена
δημιουργείται	създаде
δημιουργείται	създаден
δημιουργείται	създава
άθλημα	спорт
άθλημα	спортен
χωρητικότητα	капацитет
χωρητικότητα	способност
χωρητικότητα	вместимост
χωρητικότητα	тонаж
χωρητικότητα	тонажа
εκλογική	изборна
εκλογική	избирателна
πιθανή	възможно
πιθανή	възможен
πιθανή	възможна
πιθανή	възможни
παραδοσιακή	традиционно
παραδοσιακή	традиционен
παραδοσιακή	традиционна
παραδοσιακή	традиционни
αποφάσισαν	решено
έμαθε	научил
δραματική	драматичен
δραματική	драматично
δραματική	драматична
δραματική	драматични
πλήκτρα	клавиши
πλήκτρα	ключове
πλήκτρα	ключовете
πλήκτρα	клавиатури
πλήκτρα	клавиатурата
πλήκτρα	клавиатура
χαλκού	меден
χαλκού	мед
χαλκού	медни
χαλκού	медна
αποχώρηση	отпътуване
αποχώρηση	заминаване
αποχώρηση	тръгване
αποχώρηση	отнемане
αποχώρηση	теглене
αποχώρηση	оттегляне
καταφύγιο	подслон
καταφύγιο	приют
καταφύγιο	бункер
καταφύγιο	убежището
καταφύγιο	убежище
καταφύγιο	светилището
καταφύγιο	светилище
καταφύγιο	убежище
μουσεία	музеите
μουσεία	музеи
μετάλλια	медали
μετάλλια	медалите
απόλυτη	абсолютна
απόλυτη	абсолютен
απόλυτη	абсолютни
αποτυχία	скъсан
αποτυχία	неизправност
αποτυχία	провал
αποτυχία	неуспех
αποτυχία	повреда
αποτυχία	неуспешна
αποτυχία	неуспешно
αποτυχία	неуспех
τοποθέτηση	разполагане
τοποθέτηση	позициониране
τοποθέτηση	разполагане
τοποθέτηση	поставяне
τοποθέτηση	позициониране
τοποθέτηση	монтаж
τοποθέτηση	монтиране
κοζάνης	кожани
φανέλα	джърси
φανέλα	джързи
τροφή	храни
τροφή	храна
πύργο	шато
πύργο	кула
πύργο	tower
πύργο	кулата
πύργο	тауър
πύργο	топа
πύργο	топ
πύργο	врана
διάμετρο	диаметър
κατείχε	обладана
κατείχε	обладан
διαχείρισης	мениджмънт
διαχείρισης	управление
θεατρικό	театрално
θεατρικό	театрален
θεατρικό	театрални
θεατρικό	театрална
ταυτότητα	идентификация
ταυτότητα	идентифициране
ταυτότητα	самоличност
ταυτότητα	идентичност
δείγματα	образци
δείγματα	екземпляри
δείγματα	образци
δείγματα	проби
δείγματα	извадки
δείγματα	мостри
μετρό	метро
μετρό	метрото
μετρό	метро
μετρό	метрото
ύλη	материя
ύλη	материята
μπαράζ	бараж
επιμέρους	индивидуален
επιμέρους	индивидуално
επιμέρους	индивидуална
επιμέρους	индивид
επιμέρους	индивидуални
πανεπιστήμια	университетите
πανεπιστήμια	университети
διαλύθηκε	разтворен
διαλύθηκε	разтворени
γιατρός	лекар
γιατρός	лекар
γιατρός	докторе
χημικός	химик
φυτό	растение
φυτό	растителна
φυτό	завод
φίλους	приятели
φίλους	friends
φίλους	приятелки
ταξίδεψε	пътувал
ταξίδεψε	пътувал
όγκος	обем
όγκος	тумор
όγκος	тумор
κακό	лоша
κακό	зле
κακό	лошо
κακό	лош
κακό	кофти
κακό	злото
κακό	зла
κακό	зъл
κακό	зли
κακό	зло
σπάρτη	спарта
δύσκολη	трудно
δύσκολη	труден
δύσκολη	трудни
δύσκολη	трудна
συμπεριλαμβανομένου	включително
κίτρινο	жълта
κίτρινο	жълто
κίτρινο	жълти
κίτρινο	жълт
τραγουδιστές	певци
ρωμαίους	римляни
ρωμαίους	римляните
γραφεία	офиси
γραφεία	офисите
γραφεία	бюра
γραφεία	бюрата
όντως	наистина
φιλμ	филм
φιλμ	лента
ουκρανία	украйна
ισχυρό	мощен
ισχυρό	мощно
ισχυρό	мощна
ηλία	илия
ηλία	илайджа
ηλία	елиас
στατιστική	статистика
στατιστική	статистики
στατιστική	статистиката
συνθέτες	композитори
μητρόπολη	метрополис
ηχογράφηση	записване
ηχογράφηση	запис
αντικειμένων	предмети
αντικειμένων	обектите
αντικειμένων	обекти
γιόχαν	йохан
γιόχαν	йохан
σύσταση	препоръки
σύσταση	препоръка
θεσσαλίας	тесалия
εξέταση	разглеждане
εξέταση	изследване
αρχιεπίσκοπος	архиепископ
ποίημα	поема
ποίημα	стихотворение
μέθοδοι	методи
δανία	дания
δέντρο	трий
δέντρο	дървото
δέντρο	дръвче
δέντρο	дърво
γουίλιαμ	уилям
μέγιστο	максимална
μέγιστο	максимален
μέγιστο	максимум
μέγιστο	максимално
ήρωα	херо
ήρωα	герой
ανώτατο	върховен
ανώτατο	върховния
ανώτατο	върховна
ανώτατο	върховно
διαχειριστή	админ
διαχειριστή	администратор
διαχειριστή	администратор
χημικό	химична
χημικό	химически
χημικό	химикал
άκρα	крайници
άκρα	крайниците
άκρα	крайности
άκρα	крайници
άκρα	крайниците
μονάχου	мюнхен
παραδόσεις	традиции
παραδόσεις	традициите
παραδόσεις	доставките
παραδόσεις	доставки
κοινωνικό	социално
κοινωνικό	социален
κοινωνικό	социални
κοινωνικό	социална
κανένας	никой
πεθάνει	умри
πεθάνει	умирай
απειλή	заплаха
πρωί	утро
πρωί	сутрин
κάπου	някъде
ετήσια	годишно
ετήσια	годишен
ετήσια	годишно
ετήσια	годишна
υποθέσεις	случаи
νεκροταφείο	гробището
νεκροταφείο	гробища
νεκροταφείο	гробище
νεκροταφείο	гробището
νεκροταφείο	гробище
παραλλαγές	варианти
παραλλαγές	вариации
σκοτ	скот
βαθιά	дълбоко
βαθιά	дълбока
βαθιά	дълбок
βαθιά	дълбоки
βαθιά	дълбоко
κώδικας	код
τσαρλς	чарлз
τσαρλς	чарлс
τσαρλς	шарл
επιτυχημένη	успешна
επιτυχημένη	успешни
επιτυχημένη	успешен
επιτυχημένη	успешно
απαραίτητο	необходимо
απαραίτητο	необходими
απαραίτητο	необходима
απαραίτητο	съществени
απαραίτητο	съществена
απαραίτητο	съществено
αδερφός	братко
αδερφός	брат
εργαλείο	инструмент
αρχιτέκτονας	архитект
γιουγκοσλαβία	югославия
ελεύθερος	свободно
ελεύθερος	свободни
ελεύθερος	свободен
ελεύθερος	свободна
ελεύθερος	безплатни
ελεύθερος	безплатно
αποικία	колония
αποικία	колонията
αποικία	колонии
συνδέει	свързва
καβάλας	кавала
βασισμένη	базирана
κυρία	госпожо
κυρία	дамата
κυρία	лейди
κυρία	дама
λόγιος	учен
κλίση	склон
κλίση	наклон
κλίση	наклон
κλίση	наклони
κλίση	наклон
κλίση	наклон
κλίση	наклон
δημοφιλής	популярно
δημοφιλής	популярен
δημοφιλής	популярна
δημοφιλής	популярни
αφγανιστάν	афганистан
πετύχει	успее
μεταβολές	промени
μεταβολές	промените
μεταβολές	изменения
ενεργά	активна
ενεργά	активно
ενεργά	активни
ενεργά	активен
τόνους	тонове
τόνους	тона
τόνους	тонове
προηγούμενες	предишна
προηγούμενες	предишни
προηγούμενες	предишен
προηγούμενες	предишно
δημοκρατική	демократично
δημοκρατική	демократичен
δημοκρατική	демократични
δημοκρατική	демократична
παίκτη	плеър
παίκτη	играч
ναυτική	военноморски
αργεντινής	аржентина
αργεντινής	аржентински
αργεντινής	аржентина
εισήγαγε	въведен
εισήγαγε	въведено
εισήγαγε	въведена
εισήγαγε	въведени
θεία	леля
θεία	леля
γουινέα	гвинея
διαιρείται	разделена
διαιρείται	разделено
διαιρείται	разделени
διαιρείται	разделен
ικανότητες	способности
ικανότητες	умения
αφιέρωμα	почит
αφιέρωμα	поклон
αντιπολίτευσης	възражение
αντιπολίτευσης	опозиция
αντιπολίτευσης	противопоставяне
αντιπολίτευσης	опозицията
κιλά	паунда
κιλά	лири
κιλά	килограми
κιλά	килограма
φάσμα	спектъра
φάσμα	спектър
κάπως	донякъде
μέγαρο	имение
μέγαρο	имението
ελάχιστη	минимален
ελάχιστη	минимално
ελάχιστη	минимална
ελάχιστη	минимум
ελάχιστη	минимални
ελάχιστη	минимално
ελάχιστη	минимална
ελάχιστη	минимален
βιετνάμ	виетнам
βιετνάμ	виетнамски
παρούσα	подарък
παρούσα	настояще
παρούσα	присъстващи
ντοκιμαντέρ	документален
ντοκιμαντέρ	документални
συνθέσεις	състави
συνθέσεις	композиции
συνθέσεις	конфигурации
συνθέσεις	състави
πωλ	пол
πωλ	паул
άμστερνταμ	амстердам
επιθυμία	желание
επιθυμία	желанието
επιθυμία	желание
επιθυμία	пожелание
γεωγραφικό	географска
γεωγραφικό	географски
γεωγραφικό	географска
γεωγραφικό	географски
προφορά	произношение
προφορά	акцент
προφορά	акцент
άγιοι	светците
άγιοι	светци
άγιοι	светии
αναπτύσσεται	развива
ιούλιος	юли
σκότωσε	убий
σκότωσε	убита
σκότωσε	убити
σκότωσε	убит
εγκαταλείψει	изоставят
τζακ	вале
τζακ	джак
συμπέρασμα	заключение
συμπέρασμα	извод
σταυρό	крос
σταυρό	кръст
σταυρό	кръста
χερσόνησο	полуостров
μηχανές	двигатели
μηχανές	машини
μηχανές	машини
αγωνιστές	бойците
αγωνιστές	бойци
αγωνιστές	изтребители
μεταβολή	промени
μεταβολή	смяна
μεταβολή	промяна
μάρτιν	мартин
μάρτιν	martin
φορείς	превозвачи
φορείς	носители
σκάφος	кораб
σκάφος	съд
σκάφος	кораб
σκάφος	занаят
σκάφος	кораб
σκάφος	кораб
σκάφος	лодката
σκάφος	лодка
σκάφος	корабче
ένταση	напрежение
ένταση	интензитет
ένταση	интензивност
απουσία	отсъствие
απουσία	отсъствие
απουσία	липса
όροι	термини
όροι	условия
όροι	състояния
όροι	условията
όροι	условия
δίσκους	дискове
δίσκους	дискове
δέντρα	дърветата
δέντρα	дървета
δέντρα	дръвчета
μέγιστη	максимална
μέγιστη	максимален
μέγιστη	максимум
μέγιστη	максимално
μόναχο	мюнхен
μόνιμα	постоянен
μόνιμα	постоянни
μόνιμα	постоянна
μόνιμα	трайно
μόνιμα	безвъзвратно
σταυρός	крос
σταυρός	кръст
σταυρός	кръста
σταυρός	разпятие
σταυρός	разпятието
δίκτυα	мрежи
δίκτυα	мрежите
δημιουργός	създателя
δημιουργός	създател
δημιουργός	създател
μέσων	инструменти
μέσων	инструментите
φίλοι	приятели
φίλοι	friends
φίλοι	приятелки
στελέχη	щамове
στελέχη	ръководители
όπλων	ръце
όπλων	оръжия
όπλων	оръжие
δείκτης	индекс
δείκτης	индекси
δείκτης	показател
δείκτης	индикатор
δείκτης	показател
εντύπωση	впечатление
αναλογία	съотношение
αναλογία	съотношение
αναλογία	коефициент
άγνωστος	непозната
άγνωστος	неизвестен
άγνωστος	неизвестни
άγνωστος	неизвестно
άγνωστος	непознат
άγνωστος	неизвестна
πρόσφατες	скорошна
πρόσφατες	скорошни
πρόσφατες	скорошно
πρόσφατες	отскоро
δυνατότητες	възможности
δυνατότητες	вероятности
δυνατότητες	потенциална
δυνατότητες	потенциал
ουρά	опашка
ουρά	опашката
ουρά	опашки
ουρά	опашка
ουρά	опашката
αποικίες	колонии
λογότυπο	лого
λογότυπο	логото
ήρωας	херо
ήρωας	герой
κορυφαία	top
κορυφαία	топ
κορυφαία	върха
επιτρέπεται	разрешени
επιτρέπεται	позволено
επιτρέπεται	позволени
επιτρέπεται	разрешено
επιτρέπεται	разрешен
επιτρέπεται	разрешена
επιτρέπεται	позволено
επιτρέπεται	разрешени
επιτρέπεται	разрешено
αέριο	бензин
αέριο	газове
αέριο	газ
συν	плюс
νήσος	острова
νήσος	island
νήσος	остров
νήσος	островът
νήσος	айлънд
νήσος	остров
μεραρχία	участък
μεραρχία	разделение
μεραρχία	дивизия
μεραρχία	деление
θανάσης	танасис
ακολουθία	поредица
ακολουθία	последователност
οξυγόνο	кислород
ταξινόμηση	сортиране
ταξινόμηση	класифициране
ταξινόμηση	класиране
ταξινόμηση	класификация
ποινή	наказание
ποινή	наказателни
ποινή	санкция
ποινή	наказателен
ποινή	изречение
ποινή	присъда
αναπαράσταση	представителство
αναπαράσταση	възстановка
ματς	мач
ματς	съвпадение
έντουαρντ	едуард
λαμβάνουν	получаване
αυτόματα	автоматична
αυτόματα	автоматични
αυτόματα	автоматично
αυτόματα	автоматичен
αυτόματα	автоматично
γυμναστήριο	фитнес
λίμνες	езера
λίμνες	езерата
χαν	кхан
χαν	хан
χαν	кан
χαν	хан
νόμους	закони
λήψη	сваляне
λήψη	изтегли
λήψη	изтегляне
λήψη	вземете
λήψη	вземи
χριστιανοί	кристиан
χριστιανοί	кристиян
χριστιανοί	крисчън
χριστιανοί	християнин
χριστιανοί	християните
χριστιανοί	християни
οπτική	визуална
οπτική	визуално
οπτική	оптика
ενίσχυση	помощи
ενίσχυση	помощ
αποκατάσταση	възстановяване
αποκατάσταση	рехабилитация
διευθυντή	директорът
διευθυντή	режисьор
διευθυντή	директор
ευγενείς	благородници
ευγενείς	благородниците
ευγενείς	благородници
ευγενείς	благородник
ευγενείς	благородни
ευγενείς	благородно
ευγενείς	благородна
ευγενείς	благороден
μάρκος	маркос
μάρκος	маркос
δέρμα	кожен
δέρμα	кожи
δέρμα	кожа
δέρμα	кожена
δέρμα	кожата
δέρμα	кожа
οθόνη	екрана
οθόνη	екран
οθόνη	монитор
οθόνη	следене
σάο	сао
σάο	сао
τουρκικά	турчин
τουρκικά	турско
τουρκικά	турски
τουρκικά	турска
μίλια	майлс
μίλια	мили
μίλια	километри
προτείνω	препоръчваме
προτείνω	препоръчвам
προτείνω	препоръча
ιδρύματα	институциите
ιδρύματα	институции
ήχο	звук
ήχο	звука
ήχο	звук
ήχο	аудио
στόλος	флотилия
στόλος	флота
στόλος	флот
σκωτία	шотландия
ίδιοι	същият
ίδιοι	същата
ίδιοι	същото
ακτινοβολία	лъчение
ακτινοβολία	радиация
ακτινοβολία	облъчване
μένει	остава
έγκλημα	престъпления
έγκλημα	престъпление
έγκλημα	престъпност
έγκλημα	престъпността
δουκάτο	пловдивско
στέλιος	стелиос
συσκευές	апарати
συσκευές	уреди
συσκευές	устройствата
συσκευές	устройства
συσκευές	апарати
συσκευές	апарат
συσκευές	апаратура
γιαν	ян
γιαν	джан
ρωμαίος	римски
ρωμαίος	римлянин
ρωμαίος	роман
ρωμαίος	римска
ρωμαίος	ромео
τάφος	гроб
τάφος	гробница
τάφος	гробницата
τάφος	гроб
σχολές	училища
σχολές	школи
σχολές	училищата
ρίζα	корени
ρίζα	корен
κοινωνικά	социално
κοινωνικά	социален
κοινωνικά	социални
κοινωνικά	социална
σωστό	правилно
σωστό	правилно
κομητεία	окръг
κομητεία	графство
κεφάλαιο	глава
κεφάλαιο	столица
κεφάλαιο	капитал
κεφάλαιο	капитали
κεφάλαιο	столицата
αντιπροσωπεύει	представлява
πνευματική	духовна
πνευματική	духовни
πνευματική	духовното
πνευματική	духовен
πνευματική	духовно
πνευματική	интелектуалец
πνευματική	интелектуална
πνευματική	интелектуално
απεικονίζει	изобразява
εκδότης	издател
εκδότης	издателство
εκδότης	редактор
εκδότης	емитент
εκδότης	емитента
χρυσά	златен
χρυσά	златни
χρυσά	златно
χρυσά	златна
χρυσά	златен
χρυσά	златни
χρυσά	златно
χρυσά	златна
χρυσά	злато
υψηλό	висок
υψηλό	висока
υψηλό	високи
υψηλό	високо
παραδοσιακό	традиционно
παραδοσιακό	традиционен
παραδοσιακό	традиционна
παραδοσιακό	традиционни
απόστολος	апостол
απόστολος	пратеник
όρη	планините
όρη	планини
αποφασίστηκε	решено
μοναδικός	уникално
μοναδικός	уникален
μοναδικός	уникални
μοναδικός	уникална
παραλλαγή	вариант
παραλλαγή	вариация
ξεκινάει	започва
ξεκινάει	започва
σκοτώθηκαν	убита
σκοτώθηκαν	убити
σκοτώθηκαν	убит
ζακ	зак
ζακ	зак
ζακ	жак
φινλανδία	финландия
νωρίς	ранни
νωρίς	рано
νωρίς	ърли
κατασκευάστηκαν	произведени
κατασκευάστηκαν	произведена
κατασκευάστηκαν	произведен
κατασκευάστηκαν	произведено
μάτι	окото
μάτι	око
μάτι	мати
συλλογικό	колективни
συλλογικό	колектив
συλλογικό	колективна
συλλογικό	колективно
ύμνος	химн
ύμνος	химн
κανάλια	канали
νορβηγία	норвегия
ορυκτά	минерали
ορυκτά	минерална
ορυκτά	минерални
ορυκτά	минерали
ιδιοκτησία	имот
ιδιοκτησία	собственост
ιδιοκτησία	имущество
ιδιοκτησία	свойство
ιδιοκτησία	собственост
ιδιοκτησία	притежание
είσοδος	появяване
είσοδος	вход
είσοδος	входяща
είσοδος	входящ
είσοδος	въвеждане
είσοδος	вход
είσοδος	принос
είσοδος	навлизане
είσοδος	влизане
είσοδος	вписване
αποσαφήνιση	изясняване
αποσαφήνιση	поясни
αποσαφήνιση	изясни
αποσαφήνιση	пояснение
αποσαφήνιση	изясняване
αποσαφήνιση	пояснение
αποσαφήνιση	разяснение
αποσαφήνιση	разяснения
μεσόγειο	средиземноморски
αεροσκαφών	вс
αεροσκαφών	самолети
πάντοτε	винаги
χάρτες	картите
χάρτες	карти
χοσέ	жозе
χοσέ	хосе
χοσέ	жозе
χοσέ	хосе
ζηλανδία	зеландия
κυβερνήσεις	правителства
κυβερνήσεις	правителствата
μαξ	макс
επαγγελματίας	професионални
επαγγελματίας	професионална
επαγγελματίας	професионалист
επαγγελματίας	професионален
επαγγελματίας	професионално
επαγγελματίας	про
επαγγελματίας	pro
επαγγελματίας	професионалист
αντίστασης	съпротива
αντίστασης	резистентност
αντίστασης	устойчивост
αντίστασης	съпротивление
συστηματική	системно
συστηματική	системен
συστηματική	системна
συστηματική	системни
συστηματική	системно
συστηματική	систематично
συστηματική	системни
κινητήρες	двигатели
ίχνη	следите
ίχνη	писти
ίχνη	следи
ίχνη	релси
ίχνη	следи
ίχνη	трейс
μηνών	месеца
μηνών	месеци
μηνών	месеците
σπορ	спорт
σπορ	спортен
σπορ	спортно
σπορ	спортни
σπορ	спортен
σπορ	спорт
σπορ	спортно
σπορ	спортове
στρατηγική	стратегията
στρατηγική	стратегия
δημοσίευση	публикува
δημοσίευση	публикуване
δημοσίευση	публикувайте
δημοσίευση	публикация
δημοσίευση	публикуване
δημοσίευση	публикувани
δημοσίευση	публикуван
δημοσίευση	публикувана
δημοσίευση	публикувано
δημοσίευση	post
δημοσίευση	публикация
δημοσίευση	публикуване
δημοσίευση	пост
βιβλιοθήκες	библиотеки
ανακοίνωση	обявяване
ανακοίνωση	съобщение
ανακοίνωση	обявление
ανακοίνωση	комуникация
ανακοίνωση	общуване
ανακοίνωση	съобщаване
ανακοίνωση	комуникации
ευρύ	широко
ευρύ	широки
ευρύ	широк
ευρύ	широка
κόμικς	комикс
κόμικς	комикси
σκάφη	кораби
σκάφη	лодки
σκάφη	корабите
σκάφη	кораби
σκάφη	съдове
σκάφη	кораби
γνώσεις	познаване
γνώσεις	знания
γνώσεις	познания
γνώσεις	знание
γνώσεις	познание
απαραίτητη	необходимо
απαραίτητη	необходими
απαραίτητη	необходима
ζώνες	зони
ζώνες	зоните
ζώνες	коланите
ζώνες	колани
θύματα	жертвите
θύματα	жертви
επιθετικός	агресивна
επιθετικός	агресивни
επιθετικός	агресивно
επιθετικός	агресивен
επιθετικός	нападател
επιθετικός	страйкър
πετρούπολη	петербург
πνευματικά	духовна
πνευματικά	духовни
πνευματικά	духовното
πνευματικά	духовен
πνευματικά	духовно
πνευματικά	духовно
πνευματικά	психически
πνευματικά	душевно
πνευματικά	мислено
πνευματικά	умствено
λαρούς	ларус
άλμα	скок
άλμα	скочи
άλμα	скок
άλμα	алма
πολιτικούς	политици
πολιτικούς	политиците
δήλωση	твърдение
δήλωση	изявление
δήλωση	показания
δήλωση	декларация
θέα	изглед
θέα	гледка
θέα	оглед
θέα	преглед
ολυμπιάδα	олимпиада
ουκρανίας	украйна
ουκρανίας	украински
ηθική	етично
ηθική	етичен
ηθική	етични
ηθική	етика
ηθική	морал
ηθική	морална
ηθική	морален
ηθική	морални
ηθική	морално
ηθική	морал
ηθική	моралът
ηθική	морал
ηθική	моралът
ξύλο	дървен
ξύλο	дърва
ξύλο	дървесина
ξύλο	дървени
ξύλο	дърво
ανάγνωση	четете
ανάγνωση	прочетете
ανάγνωση	чета
ανάγνωση	чети
ανάγνωση	прочети
ανάγνωση	четене
ανάγνωση	чета
ανάγνωση	четенето
ανάγνωση	четене
ναπολέοντα	наполеон
αλή	али
μαθηματικός	математик
λίβερπουλ	ливърпул
μιλάνο	милано
μιλάνο	милан
μιλάνο	милано
θερμότητα	горещина
θερμότητα	жега
θερμότητα	топлина
λακωνίας	лакония
γερουσία	сенат
γερουσία	сената
γερουσία	сенатът
εξελίχθηκε	еволюира
εξελίχθηκε	еволюирали
προσωπικού	персонал
λάρισα	лариса
προκαλώντας	причинявайки
προκαλώντας	причиняване
προκαλώντας	провокира
αργά	късно
αργά	закъснява
αργά	бавна
αργά	бавен
αργά	бавно
αργά	бавно
εκδήλωση	събитието
εκδήλωση	събитие
αύγουστος	август
αύγουστος	аугуст
καθηγητές	преподаватели
καθηγητές	професорите
καθηγητές	професори
καθηγητές	преподаватели
καθηγητές	учителите
καθηγητές	учители
τοπίο	пейзажи
τοπίο	обстановката
τοπίο	пейзаж
τοπίο	пейзаж
επιτέθηκε	атакуван
επιτέθηκε	атакувани
επιτέθηκε	нападната
επιτέθηκε	нападнат
κανόνας	правилото
κανόνας	правило
ιερός	свято
ιερός	свещено
ιερός	свещена
ιερός	свещени
ιερός	свещен
όγκο	обем
ξεχωριστά	поотделно
ξεχωριστά	отделно
ξεχωριστά	отделни
ξεχωριστά	разделени
ξεχωριστά	отделно
ξεχωριστά	отделна
ξεχωριστά	отделен
ξεχωριστά	отделени
μουσικούς	музиканти
άγνωστη	непозната
άγνωστη	неизвестен
άγνωστη	неизвестни
άγνωστη	неизвестно
άγνωστη	непознат
άγνωστη	неизвестна
κατάλληλη	подходящ
κατάλληλη	подходяща
κατάλληλη	уместно
κατάλληλη	подходящи
κατάλληλη	подходящо
κατάλληλη	подходящ
κατάλληλη	подходяща
κατάλληλη	подходящи
κατάλληλη	подходящо
εξώφυλλο	прикритие
εξώφυλλο	корица
εξώφυλλο	покритие
εξώφυλλο	покриване
σχεδιασμός	планиране
σχεδιασμός	проектиране
σχεδιασμός	дизайн
ναυτικών	моряците
ναυτικών	моряци
ανθρώπινο	човешка
ανθρώπινο	човешко
ανθρώπινο	човек
ανθρώπινο	човешки
τζόουνς	джонс
τζόουνς	джоунс
αντόνιο	антонио
αδέλφια	братя
σουδάν	судан
εύρος	диапазон
εύρος	обхват
εύρος	обсег
θρησκευτικές	религиозни
θρησκευτικές	религиозно
θρησκευτικές	религиозен
θρησκευτικές	религиозна
ευρεία	широки
ευρεία	широка
υποστηρικτές	привърженици
υποστηρικτές	поддръжници
λατρεία	култ
λατρεία	секта
λατρεία	обожание
λατρεία	боготворят
σύμβαση	договор
σύμβαση	конвенция
σύμβαση	конгрес
κακή	лоша
κακή	зле
κακή	лошо
κακή	лош
κακή	кофти
ορισμός	дефиниция
ορισμός	определение
ιταλικό	италианска
ιταλικό	италианец
ιταλικό	италиански
ιταλικό	италианско
τυχαία	случайна
τυχαία	случайни
τυχαία	случаен
τυχαία	произволно
τυχαία	инцидентно
πετρελαίου	нефт
πετρελαίου	петрол
πετρελαίου	олио
πετρελαίου	масло
πετρελαίου	нефт
πετρελαίου	петрол
πετρελαίου	нефтени
πετρελαίου	нефтена
ντράμερ	барабанист
ακρωτήριο	нос
ακρωτήριο	кейп
ακρωτήριο	кабо
ακρωτήριο	наметало
μέτρησης	измерване
σικελίας	сицилия
μπάλα	топка
μπάλα	бал
μπάλα	бол
ξεκινώντας	започване
διαστήματα	интервали
συνεχείς	непрекъсната
συνεχείς	непрекъснати
συνεχείς	непрекъснат
επισκέπτες	посетителите
επισκέπτες	посетители
επισκέπτες	гостите
επισκέπτες	гости
ορίζει	определя
συσκευή	устройство
συσκευή	устройството
συσκευή	апарати
συσκευή	апарат
συσκευή	апаратура
απαιτήσεις	изисквания
απαιτήσεις	искания
απαιτήσεις	твърди
απαιτήσεις	искове
απαιτήσεις	твърдения
απαιτήσεις	вземания
απαιτήσεις	претенции
κονγκό	конго
υδρογόνο	водород
πρόποδες	подножието
εβραίοι	еврейски
εβραίοι	еврейско
εβραίοι	евреин
εβραίοι	еврейка
εβραίοι	евреите
εβραίοι	евреи
κατάρρευση	разбивка
κατάρρευση	срив
κατάρρευση	колапс
κατάρρευση	срутване
κατάρρευση	срив
κατάρρευση	разпадане
κινείται	местене
κινείται	преместване
εισήχθη	въведен
εισήχθη	въведено
εισήχθη	въведена
εισήχθη	въведени
εισήχθη	приета
εισήχθη	призна
εισήχθη	допуснати
εισήχθη	приет
επιχείρημα	спор
επιχείρημα	аргументи
επιχείρημα	аргумент
χρήσεις	употреби
χρήσεις	използва
τομέας	сектора
τομέας	сектор
μετατροπή	превръщане
μετατροπή	преобразуване
μετατροπή	превърнати
μετατροπή	преобразуван
μετατροπή	превръщане
μετατροπή	преобразуване
αστρονόμος	астроном
εισόδου	навлизане
εισόδου	влизане
εισόδου	вписване
εισόδου	входяща
εισόδου	входящ
εισόδου	въвеждане
εισόδου	вход
εισόδου	принос
γεωγραφικά	географски
γεωγραφικά	географска
γεωγραφικά	географски
γεωγραφικά	географска
γεωγραφικά	географски
αικατερίνη	катрин
αικατερίνη	катерина
επιχειρήματα	доводи
επιχειρήματα	спорове
επιχειρήματα	аргументи
ανθολογία	антология
φρουρά	гард
φρουρά	пазач
άγνωστα	непозната
άγνωστα	неизвестен
άγνωστα	неизвестни
άγνωστα	неизвестно
άγνωστα	непознат
άγνωστα	неизвестна
προσωπικότητες	личности
επιπρόσθετα	допълнително
εκπομπές	емисиите
εκπομπές	емисии
εκπομπές	емисия
εκπομπές	емисии
άραβες	арабите
άραβες	араби
όπλο	оръжие
όπλο	пистолет
όπλο	оръжие
νεαρός	млада
