категорія	category
зубний	dental
бобер	beaver
відданості	devotion
привиди	haunting
привиди	ghosts
привиди	haunted
акціями	stocks
бандит	bandit
джунглі	jungle
мерилін	marilyn
христо	hristo
виправданий	prudent
благодійників	benefactors
слабкого	faint
імітація	simulated
імітація	imitation
ніколай	nicolai
света	sveta
мазовецький	mazowiecki
таксон	taxon
вітторе	vittore
призупинення	suspension
етель	ethel
пеггі	peggy
тринадцята	thirteenth
незаконні	illegal
обкладинок	covers
леоні	leoni
берген	bergen
чистки	cleanup
нокаут	knockout
гараж	garage
електрифікація	electrification
люлька	ceremonial
обстрілів	damaged
мобільності	mobility
ночей	nights
бйорн	björn
іса	isa
бджола	bee
бджола	apis
підійде	fit
годують	feeding
сперечатися	arguing
сперечатися	argue
лібералізм	liberalism
багатокористувацька	multiplayer
вада	handicap
вада	bug
гермес	hermes
манна	mannii
карнавал	carnival
удмуртська	udmurt
олійних	oilseed
стаціонарний	stationary
зневадження	debug
зневадження	debugging
фіни	finns
сір	cyr
сір	ser
покращений	improved
покращений	enhanced
ештон	ashton
виокремити	dissociate
кошмар	nightmare
комбайн	harvester
палі	pali
пропала	drifting
сексуальне	sexual
доха	doha
руа	roi
руа	roy
імпресіонізм	impressionism
каплан	kaplan
бель	belle
бель	bel
бель	belles
акація	acacia
ектор	hector
ектор	héctor
маєш	have
саркозі	sarkozy
бузина	sambucus
турбота	worry
відстоює	defends
тамари	tamara
яценюка	remission
твк	tvk
кельнер	kölner
кош	kosh
ґрати	jail
доми	houses
годинами	sip
єльцин	yeltsin
аякс	ajax
нейман	neumann
бернгард	bernhard
генк	henk
коментувати	comment
шатору	châteauroux
вебб	webb
спиридон	spyridon
гектар	hectare
заохочував	traits
белу	belo
рамос	ramos
боксера	boxer
новачкам	newbies
пантера	panthera
пантера	panther
показів	impressions
карлі	carly
карлі	carli
яченца	piacenza
міхур	bladder
паспорти	passports
арі	ari
ніколсон	nicholson
кутюр	couture
трюки	tricks
кіров	kirov
фонетичні	phonetic
хассан	hassan
модуляція	modulation
монстри	monsters
мем	meme
джун	joon
фітнес	fitness
накладання	superimpose
накладання	overlay
конверсії	conversions
геллер	geller
камю	camus
токсичні	toxic
аті	athis
джотто	giotto
фудзі	fuji
спаський	spassky
орді	ord
мамонта	mammoth
яструб	hawk
андреєв	andreyev
суботи	saturdays
олівейра	oliveira
клинок	blade
шуберт	schubert
окупаційні	occupation
стерео	stereo
чари	spell
чари	charms
дзвінка	bell
небезпечне	unsafe
статичні	static
згоріло	toasted
підтверджених	validated
тото	toto
ремені	seatbelts
інвестиційна	bullion
пограти	jamming
гуси	geese
петрологія	petrology
витягнути	extract
шопен	chopin
зім	zim
зім	degrade
випадкове	random
прогнозів	predictions
мірча	mircea
ніксон	nixon
фрімен	freeman
вилікувати	cure
сувеніри	souvenirs
механізація	mechanization
позначене	tagged
консерватизм	conservatism
щедрий	generous
пірит	pyrite
карма	karma
реймс	reims
сприятиме	reducing
покараний	punished
алам	alam
начинкою	antelopes
горщик	pot
палеоліт	paleolithic
шор	shor
скелелазіння	climbing
конка	conca
здивований	surprised
ліщина	corylus
іронія	irony
асу	asu
шам	champ
шам	champs
іду	coming
пул	poole
комба	comba
могутньої	collapsing
солодкі	sweet
камо	kamo
інструкторів	instructors
дике	fierce
униз	down
лікують	cure
бруд	mud
бруд	filth
накамура	nakamura
емерсон	emerson
тахікардія	tachycardia
погроз	threats
деніелс	daniels
стислий	compact
стислий	squeezed
брейгель	brueghel
мікрофон	microphone
оссола	ossola
крути	twist
соболєв	sobolev
готове	ready
тікають	flee
бундесліга	bundesliga
фея	fairy
торунь	toruń
затримані	prisoners
затримані	pending
балканський	balkan
брітні	britney
косий	abdominal
вдосконалити	refine
тарантіно	tarantino
корк	cork
сайто	saitō
сайто	saito
умовним	assertion
дискурс	discourse
блан	blanc
розслідувати	investigation
несправедливо	unfair
числові	numerical
байкар	fabulist
бріан	briand
зійшла	bright
гормон	hormone
ласки	pleasure
альмерія	almeria
мафія	mafia
тібо	thibault
горицвіт	adonis
такт	tact
псування	deterioration
рою	roy
аріадна	ariadne
ніуе	niue
натхненням	passionately
катанія	catania
орду	ordu
каллісто	callisto
помпеї	pompeii
тарифи	fares
етимологічний	etymological
анкона	ancona
алек	alec
олівець	pencil
велетенська	giant
прокопій	procopius
сподобалась	liking
заощадження	savings
заощадження	saving
мультиплекс	multiplex
ніккі	nikki
біблійна	biblical
кедр	cedrus
віллар	villars
віллар	villar
віллар	villard
віндзор	windsor
клаудія	claudia
ловити	catching
піонери	pioneers
мешко	mieszko
градуси	degrees
атланти	atlanta
сатиричний	satirical
цзян	jiang
басараб	basarab
щонеділі	sundays
регалії	regalia
цзін	jing
гаражі	garage
поршень	piston
імперіалізм	imperialism
ультра	ultra
прая	praia
емісія	emission
оті	wandering
оті	authie
прикметників	adjectives
бренді	brandy
рибаков	rybakov
лайонс	lyons
пярну	pärnu
ельза	elsa
ховає	hides
уява	imagination
депардьє	depardieu
траншеї	trenches
страшне	scary
кролик	rabbit
жабами	toads
каті	kati
сома	soma
альтанка	gazebo
порденоне	pordenone
вітає	congratulates
вітає	welcomes
стедіум	stadium
манго	mangoes
манго	mango
манго	indica
габор	gabor
габор	gábor
белізу	belize
борн	born
борн	bourne
чат	chat
очевидне	obvious
язичництво	paganism
миття	wash
зигмунт	zygmunt
бурхливого	sensational
острава	ostrava
кореневище	rhizome
глухі	deaf
стс	ctc
скопіювати	copy
гарлем	harlem
роси	dew
найгірші	worst
канто	chiba
дихати	breathe
захворіла	sick
вибрала	chose
вибрала	destined
втрутитися	intervene
смугастий	striped
молдован	moldovan
бернардіно	bernardino
чаклун	sorcerer
лелеки	storks
руїс	ruiz
евакуювати	evacuated
крейдяний	coated
клеман	clément
клеман	clement
заголовків	headings
кондратюка	rendezvous
потопу	flood
суддю	judge
цілющі	healing
розчинника	solvent
максі	maxi
гайд	hyde
махаон	machaon
мокрий	wet
романтик	romantic
матейко	matejko
юній	junius
збили	diverted
інгредієнти	ingredients
відвар	decoction
тані	tani
тані	thani
гумові	rubber
гайдук	veljko
борода	beard
шафран	crocus
верховина	highland
принців	princes
віддзеркалення	flip
віддзеркалення	mirroring
віддзеркалення	flipping
рокко	rocco
диспетчер	dispatcher
гонгадзе	gongadze
відколи	since
міжсезоння	preseason
пропозиціями	offerings
злидні	poverty
канни	cannes
столяр	joiner
перевезти	transporting
поллі	polly
атп	atp
хвиляста	undulata
гами	gamma
аналізатор	analyzer
дружній	friendly
каракорум	karakoram
соя	soya
соя	soybean
еребру	örebro
астронавтики	astronautics
декарт	descartes
браманте	bramante
бастер	buster
меган	meghan
меган	megan
газифікація	gasification
марфа	marfa
бургенланд	burgenland
рікі	ricki
рікі	ricky
святості	holiness
гонолулу	honolulu
перетворювач	converter
зібралася	packed
боковий	lateral
мікробіологія	microbiology
електроди	electrodes
зникнути	disappear
гершель	herschel
ісландська	icelandic
альдо	aldo
калібрування	calibrate
калібрування	calibration
сирійська	syriac
сирійська	syrian
коханий	beloved
чесний	honest
акрополь	acropolis
кохає	loves
реструктуризації	restructuring
переконані	convinced
минає	passes
бородін	borodin
братські	fraternal
логістики	logistics
бастіон	bastion
камілла	camilla
пенья	peña
мільйонер	millionaire
ароматом	aroma
племінниці	nieces
перекриваються	overflows
перекриваються	overlap
шевальє	chevalier
ордеру	warrant
авл	aulus
прочитайте	read
кишечник	intestine
лів	liv
білизна	underwear
бозон	boson
бірмі	myanmar
глобалізація	globalization
моральності	morally
памела	pamela
півники	iris
уявіть	imagine
кричить	shouts
кричить	shouting
волошка	centaurea
невіс	nevis
ріта	rita
захисникам	defenders
крі	cree
рідкість	rare
митниця	customs
відмінювання	conjugations
відмінювання	conjugates
розкривати	reveal
слухачі	listeners
брошура	brochure
бейтс	bates
відчайдушно	desperately
претор	praetor
густе	thick
гонзага	gonzaga
модельєр	modeler
передозування	overdose
вена	veins
вена	vein
зважати	disregard
вимовляти	speak
попереджень	warnings
увертюра	overture
лаваль	laval
запрошую	invite
регулятори	controllers
ярдів	yards
оновлень	updates
антисемітизм	antisemitism
пневматична	pneumatic
буржуазія	bourgeoisie
обрізання	trim
обрізання	clipping
обрізання	crop
обрізання	mutilation
обрізання	circumcision
обрізання	cropping
берлусконі	berlusconi
ниркова	renal
велогонщик	cyclist
амос	amos
комаха	insect
танганьїка	tanganyika
тінторетто	tintoretto
капот	hood
канадці	canadians
сплеск	ripples
монолог	monologue
борна	boric
борна	bourne
маріна	marina
кредитний	credit
латаття	nymphaea
фінн	finn
шакіра	shakira
індексування	indexing
коля	kolya
ніклас	niklas
ніклас	niclas
ніклас	nicklas
похмурий	gloomy
скоротили	shortened
клеменс	clemens
інтерпретатор	interpreter
потонув	drowned
кума	kuma
скрині	chests
нільссон	nilsson
ганг	ganges
космологія	cosmology
сріблястий	hake
носоріг	rhinoceros
носоріг	rhino
збій	failed
рубінштейн	rubinstein
ідеальні	perfect
шпигун	spy
талісман	talisman
талісман	mascot
даша	dasha
перс	perse
фільтрація	filtration
браганса	braganza
найробі	nairobi
оба	oba
касети	cassettes
надсилати	send
надсилати	receipts
дімітріс	dimitris
феррер	ferrer
скидає	deposits
беннет	bennet
абстракції	abstractions
умео	umeå
оборонне	eda
снів	dreams
ворони	crows
ворони	ravens
рідлі	ridley
кіловат	kilowatt
хау	howe
пісарро	pizarro
лайка	profanity
лайка	laika
аллсвенскан	allsvenskan
порожнім	empty
поспішає	gains
розриває	distracted
ширер	shearer
вербано	verbano
киргизька	kyrgyz
димитров	dimitrov
трансформатор	transformer
спектрометр	spectrometer
знайдуться	attract
лазер	laser
жнива	harvest
збирачів	gatherers
віртуоз	virtuoso
сонячно	sunny
саті	sati
уподобань	likes
подих	breath
побажав	wished
жезл	baton
гданська	danzig
дельфіни	dolphin
дельфіни	dolphins
всякі	stuff
елтон	elton
замінник	substitute
замінник	replacement
розумним	smart
шеріл	cheryl
шеріл	sheryl
акордеон	accordion
спровокувати	provoke
лютеранство	lutheranism
гіпускоа	gipuzkoa
підкреслення	underline
свазіленд	swaziland
злочинного	outlaw
каяття	repentance
довговічність	durability
оле	ole
покупку	purchase
стрибати	jump
стрибати	leaping
доросле	adult
губка	sponge
поширив	shared
нефертіті	nefertiti
боуї	bowie
закликаючи	urging
алкалоїди	alkaloid
швів	stitches
брудно	dirty
сімо	simo
кліматологія	climatology
кинджал	dagger
підказки	tips
підказки	guides
підказки	hints
екг	ecg
белфаст	belfast
скажи	tell
звичний	usual
сталась	occurred
значки	badges
значки	flair
уттар	uttar
аман	aman
аман	amand
ріко	rico
фермери	farmers
очікувана	expected
тендер	tender
депортованих	deported
палітра	palette
нітра	nitra
звинувачувати	blame
аня	anya
фідель	fidel
онкології	oncology
британець	brit
нота	note
підсистем	subsystems
редакцій	editorial
ейзенхауер	eisenhower
кооп	koop
дітер	dieter
яра	jara
стяг	banner
монферрато	monferrato
кістку	dice
меній	mesnil
стрімкі	sheer
дзвінки	calls
вибірка	drafting
ехнатона	akhenaten
запобіжник	fuse
крістобаль	cristóbal
міклош	miklós
боруссія	borussia
сінклер	sinclair
керр	kerr
тнт	tnt
секунда	second
дуелі	duels
реньє	régnier
рієка	rijeka
простій	idle
казан	cauldron
налаштуваннях	settings
навахо	navajo
солсбері	salisbury
переддень	eve
візуалізація	visualization
візуалізація	visualize
візуалізація	imaging
візуалізація	visualisation
колиска	cradle
трійка	three
явні	explicit
застрелив	shot
відвідувач	visitor
відвідувач	patron
убивця	killer
убивця	murderer
ямамото	sakon
ямамото	yamamoto
еліза	elise
еліза	eliza
еліза	elisa
патріотична	patriotic
плавки	trunks
плавки	briefs
проходів	passageways
трамп	trump
квадрати	squares
горбунов	gorbunov
моран	moran
андронік	andronikos
ліда	lead
тір	tir
здавалось	believed
брендан	brendan
тиранії	tyranny
сюань	xuan
терезія	theresia
анонімно	anonymously
алкоголізм	alcoholism
відвоювати	retake
тутсі	tutsi
уппсала	uppsala
сирів	cheeses
коханою	loved
жахлива	terrible
маля	malia
дисплеї	displays
модрина	larch
дешевий	cheap
геркулеса	herculis
ініціали	initials
таджицька	tajik
підтримувані	supported
нескінченний	infinite
нескінченний	timeless
плаче	weeping
плаче	crying
ніро	niro
челліні	cellini
андромеди	andromedae
чужа	outsider
префікси	prefixes
пневмонія	pneumonia
захарій	zacharias
штрафи	penalties
трюків	stunts
перепони	endures
монтегю	montaigu
крапкою	semi
усиновлення	adoption
пацієнтам	patients
ядвіґа	jadwiga
таррагона	tarragona
бриз	breeze
буддійський	buddhist
альварес	álvarez
альварес	alvarez
ремонтом	repairing
макензі	mackenzie
периметр	perimeter
прокурори	attorneys
геї	gay
карати	punish
карати	karat
кульок	balls
клуні	clooney
чемберлен	chamberlain
вкрасти	steal
ліам	liam
делле	delle
левада	levada
пожертвувати	donate
девідсон	davidson
каммінгс	cummings
готування	prep
хоакін	joaquín
мркос	mrkos
карачі	karachi
седрік	cedric
седрік	cédric
карбонат	carbonate
босфор	bosphorus
боровський	borowski
каталізатор	catalyst
фудзівара	fujiwara
клітора	clitoris
тюрму	jail
кац	katz
терм	thermes
іммігранти	immigrants
хлоя	chloë
хлоя	chloe
верф	shipyard
багряний	crimson
приблизні	approximate
арку	bow
краб	crab
пігмент	pigment
вампіри	vampires
вампіри	vampire
градус	degree
амон	hamon
амон	amun
шипів	spikes
невинність	innocence
патологічний	pathological
ображає	offending
ображає	hurtful
ображає	insults
манштейн	manstein
погрожував	threatened
сховався	hid
сховався	disappear
підозрюють	suspects
гранатометів	launchers
глюк	glitch
глюк	gluck
синхронізація	synchronization
синхронізація	sync
брейк	brake
зупинила	froze
наполеонівські	napoleonic
уявляю	imagining
уявляю	imagine
дізнання	inquest
проводи	blower
сутичку	skirmish
аді	adi
лопати	shovels
вакаяма	wakayama
монпарнас	montparnasse
корані	sándor
пила	saw
танцюрист	dancer
зайвого	spare
котор	kotor
кросбі	crosby
вугор	eel
дописи	posts
шеврон	chevron
змонтовано	mounted
аттика	attica
виборг	vyborg
муфта	coupling
закладання	laying
галло	gallo
порше	porsche
імітувати	simulate
непорозумінь	disagreements
встигнути	catch
лужні	alkali
відмінити	halt
незгоди	contradiction
солодощі	sweets
крістен	christen
крістен	kristen
зарплата	salary
озерний	lacustris
турист	camper
турист	tourist
пелопоннес	peloponnese
діо	dio
єес	eec
трапилось	happened
сакс	sachs
пінгвіни	penguins
трасування	tracing
трасування	trace
бетонні	concrete
зябра	gills
вікісловник	wiktionary
бюрократи	bureaucrats
вовна	wool
преміум	premium
банді	bundy
каштан	chestnut
подарувати	gifted
подорожніх	travelers
ставрополь	stavropol
резерфорд	rutherford
докладні	detailed
руф	rufus
вивчено	analyses
горішок	cashew
зізнання	confessions
зізнання	confessing
капрал	corporal
капрал	cpl
рол	roll
вивантаження	uploading
вивантаження	upload
вивантаження	uploads
папуга	parrot
сироватка	serum
віддалене	remote
виховують	educate
нокс	knox
корсаков	korsakov
ембарго	embargo
бурова	drilling
болівар	bolivar
болівар	bolívar
метадані	metadata
леван	levan
спонсор	sponsored
сумка	bag
лентул	lentulus
ріос	rios
ріос	ríos
злуки	unification
вертикаль	vertical
фуке	fouquet
грос	groß
дрібну	cautious
малиновий	magenta
малиновий	raspberry
каору	kaoru
невинних	innocents
невинних	innocent
боротись	fighting
комірка	cell
лето	leto
круговий	circular
корупцію	economic
парламенти	parliaments
виразний	pronounced
відчай	desperation
розтин	autopsy
ленстер	leinster
мурахи	ant
мурахи	ants
фокусується	focuses
данн	dunn
лунає	bursting
метафора	metaphor
метафора	metaphorical
кінетична	kinetic
оулу	oulu
рефлекс	wink
рефлекс	reflex
нізамі	nizami
індустріалізація	industrialisation
тао	tao
сабах	sabah
еврі	évry
свамі	swami
тариф	tariff
мільйонами	millions
карні	carney
волш	walsh
отомо	ōtomo
узгодити	reconcile
узгодити	correlate
канавезе	canavese
амедео	amedeo
коку	cocu
вісімдесят	eighty
гамлет	hamlet
плесецьк	plesetsk
конг	kong
віддалено	remotely
піна	pina
піна	foam
пішак	pawn
горілка	vodka
євфрат	euphrates
еколог	ecologist
рондо	rondeau
кредитна	credit
жирний	bold
жирний	fat
привітав	congratulated
тхір	ferret
їглава	jihlava
хадсон	hudson
зайвим	unnecessary
мірко	mirko
тигри	tigers
намальовані	drawn
дрес	drees
пісковик	sandstone
вій	distant
братське	bratsk
рейна	reina
рейна	reyna
переселенням	resettlement
романтика	romance
загадкова	mysterious
шарм	sharm
шарм	charm
шарм	charmes
акіра	akira
повороти	turns
повороти	twists
агресивний	unpredictable
агресивний	aggressive
агресивний	angry
інвестори	investors
павільйоні	appearing
жага	greed
аборт	abortion
розрахувати	calculator
розрахувати	compute
панда	panda
націоналістична	nationalist
масштабування	scaling
масштабування	zoom
фаленопсис	phalaenopsis
видоутворення	speciation
ропуха	toad
яловичини	beef
псалтир	psalter
радослав	radosław
джульєтта	juliet
розіп	crucify
розіп	crucified
даффі	duffy
транслюються	broadcasted
петерсон	peterson
зіткнулася	collided
рейлі	reilly
аналітика	analytics
міша	misha
сукня	dress
руан	rouen
пульт	remote
плазма	plasma
купюр	banknotes
намети	tents
суррей	surrey
маркет	market
коментарях	comments
вписаний	inscribed
шредер	schrader
шредер	schröder
дельї	degli
вклав	invested
красс	crassus
реліквій	relics
габро	gabbro
сесіль	cécile
остаточні	resulting
поступити	enroll
переріс	uproar
чесність	honesty
гінкго	ginkgo
екзарх	exarch
зацікавити	attract
гуарані	guarani
платить	pays
платить	tipper
панорамний	panoramic
інтерактивний	interactive
бавовник	gossypium
сироти	orphans
бліц	blitz
пращурів	ancestors
бріанца	brianza
брей	bray
брей	breuil
граматик	grammaticus
апертура	aperture
ухилення	evade
допис	post
привабливий	attractive
фра	fra
хама	hama
бійцем	hitman
криптографія	cryptography
коньяк	cognac
вартових	sentinels
монополія	monopoly
сатана	satan
сада	sada
копальня	mine
гравій	gravel
хепберн	hepburn
коган	kogan
адда	adda
мелетій	meletius
склянки	cups
підляське	podlaskie
івате	iwate
підняла	lifted
напарник	partner
ялинки	tree
схопити	seize
джимі	jimmy
джимі	jimi
мулен	moulin
мулен	moulins
лукреція	lucrezia
норберт	norbert
поні	pony
карбон	carbon
карбон	carbo
капоне	capone
мікропроцесор	microprocessor
маас	maas
яхта	yacht
афінська	athenian
сонливість	drowsiness
обернений	inverse
обернений	reciprocal
тві	twi
досконалість	perfection
мтк	mtk
федерер	federer
байти	bytes
барроу	barrow
призупинити	suspend
призупинити	pause
лейла	laila
золтан	zoltán
золтан	zoltan
галереях	galleries
гербарій	herbarium
зигмунд	sigmund
насолоди	blessings
боян	bojan
роша	rocha
снайперів	snipers
гансен	hansen
мілину	paddling
імпресіоністів	impressionists
зустрілись	met
едмон	edmond
скоїв	committed
браунінг	browning
манро	munro
богинь	goddesses
еней	aeneas
валентія	valentia
резнор	reznor
коссак	kossak
рішучість	dedication
річмонд	richmond
голубєв	golubev
дебюссі	debussy
рахманінов	rachmaninoff
дахами	rooftops
однорічний	annua
фейсбук	facebook
оновлювати	update
роздратування	annoyance
розрядом	zap
кала	kala
вердикт	verdict
кешу	cache
пропустили	missed
уве	uwe
віка	vika
фотон	photon
кросовер	crossover
різ	reese
меріл	meryl
кулінарія	cooking
хебей	hebei
шафа	rack
шафа	closet
карликовий	falconeri
займенники	pronouns
вкрав	stole
загине	die
флорентійська	florentine
набу	nabu
патті	patti
кинула	threw
ліппе	lippe
голубий	gay
бентлі	bentley
царевич	tsarevich
дебютів	openings
підготовчий	preparatory
етногенез	ethnogenesis
вапнякові	calcareous
збіжність	convergence
монтеск	montesquieu
аква	aqua
пристрастю	longing
хвости	tails
абсолютне	absolute
побратимами	brethren
блоха	flea
сципіон	scipio
маніпулювати	manipulating
маніпулювати	manipulate
ілер	hilaire
божі	god
ханко	hanko
достоєвський	dostoyevsky
пальмас	palmas
відкладено	deferred
відкладено	postponed
бітті	beattie
бітті	beatty
звинувачував	indicted
регенсбург	regensburg
тисо	tiso
ображати	offend
мпк	mpk
рбк	rbc
вигадка	fib
вигадка	illusion
фарс	farce
доусон	dawson
екстракт	extract
рейнджер	ranger
янголи	angels
фарадея	faraday
небуття	nothing
виправдовує	justify
феррейра	ferreira
магнетит	magnetite
іоанніс	ioannis
родіон	rodion
ніша	niche
відмовлятися	refuse
чужинців	aliens
стріляв	shooters
паула	paula
тантра	tantra
розбите	broken
сакури	cherry
ренн	rennes
фельдман	feldman
суцільне	solid
ларсен	larsen
затримала	arrested
поділитися	share
насиченість	saturation
бив	beaten
горна	bugle
принтер	printer
виселені	resettled
смертельний	fatality
походити	originated
походити	descendant
курок	cocks
ямаґата	yamagata
втратить	loses
поранив	stabbed
хомс	homs
піднебіння	palate
гопкінс	hopkins
фарра	farra
гранули	granules
монограма	monogram
яла	yala
асколі	ascoli
зливи	showers
переможцю	victor
брем	bram
чеському	bohemian
тромбоцитопенія	thrombocytopenia
йод	iodine
наскрізь	through
гіпотетично	hypothetically
експортує	exports
дяка	thank
гоу	howe
нобунаґа	nobunaga
джаред	jared
шкідливий	harmful
шкідливий	malicious
закінчилось	ended
оркестрові	tubular
статуси	statuses
бре	bray
бре	braye
саван	shroud
саван	savan
чейні	cheney
проміння	rays
потоп	deluge
лейтон	leighton
томск	tomsk
маятник	pendulum
забуває	forgetting
резервування	redundancy
резервування	backup
форрест	forrest
гармонійного	harmonic
орхідеї	orchids
сахаров	sakharov
звичка	habit
естадіо	estadio
інтегрувати	integrate
фукс	fuchs
еррера	herrera
грегоріо	gregorio
благодійності	charitable
картьє	cartier
епіцентр	epicenter
атлантида	atlantis
свідомий	lucid
моралес	morales
єву	eve
краснов	krasnov
перенаправлено	redirected
багдада	baghdad
улу	ulu
алк	alk
кубічна	cubic
спокуса	tempted
спокуса	tempting
спокуса	temptation
марат	marat
ляонін	liaoning
графічно	graphically
беру	taking
цифрову	numeric
хусті	szabolcs
компенсація	compensation
альпінізм	mountaineering
синто	shinto
поспішив	hurried
образити	offend
джоді	jodi
джоді	jody
джоді	jodie
серпа	serpa
таш	tash
цельсія	celsius
гус	gus
гус	hus
пух	pooh
заспівав	sang
овочеві	vegetable
паніка	panic
інспекторів	inspectors
сподвижників	companions
собачка	dog
обен	aubin
каспар	caspar
каспар	kaspar
мурсія	murcia
колеж	collège
пале	palais
шерідан	sheridan
спитати	ask
проповідувати	preaching
курія	curia
екзамен	examination
екзамен	exam
енвер	enver
ньюман	newman
една	edna
суринаму	suriname
скриптів	scripting
ніколае	nicolae
відчуваю	feel
активує	activates
рін	rin
грузини	georgians
секст	sextus
гуннар	gunnar
щелепні	gnathostomata
хубей	hubei
сталінград	stalingrad
мишка	mouse
відра	pour
піко	pico
газпром	gazprom
експериментувати	experimenting
експериментувати	techniques
вільямсон	williamson
захват	clutch
захват	admiration
підвал	basement
підвал	cellars
статутний	authorised
нант	nantes
танкер	tanker
усп	usp
лінки	links
щирість	sincerity
поляризація	polarization
токсичність	toxicity
мерло	merlo
петен	pétain
містика	paranormal
сердець	hearts
бублик	bagel
романський	romanesque
дауд	daoud
ередивізі	eredivisie
пірсинг	piercing
гарібальді	garibaldi
бармен	bartender
янга	yanga
транзистор	transistor
мортен	morten
скінченна	finite
класні	cool
потсдам	potsdam
хаїм	chaim
хаїм	haim
оселедець	herring
ширак	chirac
адольфо	adolfo
влучно	clever
покликав	summoned
фоджа	foggia
#не	#no
#не	#not
гайда	aida
тескоко	texcoco
кумамото	kumamoto
френкі	frankie
гетті	hattie
вечерю	dinner
вечерю	supper
кадіс	cadiz
васал	vassal
зауважимо	noted
нойштадт	neustadt
бана	bana
платника	payer
медика	medic
каталіна	catalina
відкладається	deposited
тодор	todor
несподівана	sudden
коль	kohl
котик	seal
благословив	blessed
кінський	faba
вудро	woodrow
стелла	stella
блез	blaise
піка	pika
впроваджує	introduces
вільгельміна	wilhelmina
корвет	corvette
вирізали	carved
матеріалізм	materialism
вставка	inserting
вставка	insert
перон	perón
снайдер	snyder
густаво	gustavo
молився	prayed
абзаци	paragraphs
повій	hookers
реза	reza
платив	booked
хромосома	chromosome
кутузов	kutuzov
завадив	interfering
шпіцберген	svalbard
несумісні	incompatible
гогенлое	hohenlohe
звинувачуючи	accusing
мацей	maciej
злодія	thief
скелети	skeletons
благородні	noble
борджіа	borgia
органічне	organic
оновлені	updated
ерос	eros
припускали	speculated
прикрасити	decorate
гарантія	warranty
гарантія	guarantee
асиміляція	assimilation
дамб	dams
райка	dendropsophus
джудіт	judith
шінджі	ikari
процесуальне	procedural
хуа	hua
екзамени	exams
ілі	ely
ілі	ili
ланцюгами	guarded
врятований	saved
малюків	babies
кочівники	nomads
шіро	shirou
леннокс	lennox
зрадника	traitor
кабул	kabul
акуратно	accurate
понятовський	poniatowski
квоти	quota
квоти	quotas
матео	mateo
дисперсія	dispersion
дисперсія	variance
бейсбол	baseball
тюрк	türk
тьєполо	tiepolo
аттіла	attila
сірою	yellowish
інвалід	handicapped
лайон	oldie
завойовники	conquerors
вартові	guardians
вартові	sentinels
нунавут	nunavut
клинка	daggers
дратує	annoying
рольф	rolf
обрі	aubry
відокремлених	separated
сексуальний	sexual
карантин	quarantine
обізнаність	awareness
костас	kostas
аран	aran
конча	concha
доісторична	prehistoric
мілле	millais
радіатор	radiator
славне	banquet
героїчно	heroic
карім	karim
школяр	schoolboy
ахмет	ahmet
пало	palo
назаров	nazarov
нолан	nolan
спостерігачем	bystander
боксити	bauxite
підвищили	promoted
бранко	branko
гідне	worthy
саппоро	sapporo
дженкінс	jenkins
франсуаза	françoise
мела	mela
грамотно	interpret
емо	emo
холодильник	fridge
холодильник	refrigerator
отар	otar
кабана	cabana
сікора	sikora
фібоначчі	fibonacci
неповторний	inimitable
цибулею	onion
гілларі	hillary
фокусування	focus
бун	boon
кастельнуово	castelnuovo
естебан	esteban
вулик	beehive
вулик	honeycomb
зао	zao
цянь	qian
спокійна	peaceful
забже	zabrze
пірат	pirate
банан	banana
жахливо	terrible
жахливо	terrifying
жахливо	horrible
торнтон	thornton
садові	majus
мольєр	molière
корвін	corwin
елія	aelia
недоцільним	impractical
бретт	brett
амфора	amphora
батьківська	parental
барбаросса	barbarossa
замовила	ordered
вол	wahl
тайбей	taipei
акронім	acronym
смітник	trash
шахрайство	cheating
шахрайство	fraud
шахрайство	scam
надписи	labels
тандем	tandem
колегам	associates
реджинальд	reginald
потрібним	needed
сусідка	roommate
ноутбуків	laptops
перемикач	toggle
перемикач	switch
молізе	molise
іцхак	yitzhak
подавання	servings
іграшка	toy
сигналізація	signalling
конічна	conical
гречка	buckwheat
псалми	psalm
прикмети	omens
диференціальна	differential
супергероїв	superheroes
залежним	addicts
довірою	trusted
перевозять	spilling
підірвано	eroding
хазар	khazar
акб	akb
валлі	valli
пюре	puree
пюре	mashed
порції	yield
пернамбуку	pernambuco
підкоряється	obeys
стирання	erasing
психоаналіз	psychoanalysis
краматорську	kramatorsk
фасадах	masons
вижила	survived
мінарет	minaret
ваду	bug
мід	meade
мід	mead
хунань	hunan
третин	thirds
ангус	angus
платять	pay
спрацьовування	positives
експертні	expert
макферсон	mcpherson
макферсон	macpherson
пал	pál
бойл	boyle
презентувала	presented
васкес	vasquez
васкес	vázquez
водії	drivers
натяки	innuendo
пітті	pitti
скорсезе	scorsese
курдистан	kurdistan
другові	friend
довільну	arbitrary
владикавказ	vladikavkaz
краде	steals
розчарований	disappointed
загадок	riddles
гобелен	tapestry
заповнювати	fill
скасовує	cancels
підвалах	heartless
гірко	bitter
квазі	quasi
палеонтологія	paleontology
торт	cake
дівчатка	yee
дівчатка	ladies
дівчатка	girls
неактивний	inactive
даже	even
возили	pull
анекдотів	anecdotes
ортега	ortega
лунга	lunga
салман	salman
ньюпорт	newport
квінтет	quintet
мінімізувати	minimize
мінімізувати	minimise
лакшмі	lakshmi
