doyle	doyle
sümmeetria	symetria
teadust	vedu
teadust	vedy
teadust	veda
stig	stig
edith	edith
aspektid	hľadiská
aspektid	aspektov
aspektid	aspekty
hahn	hahn
organisatsioone	organizácií
organisatsioone	organizácie
organisatsioone	organizácie
positiivsed	pozitívnych
positiivsed	pozitívne
positiivsed	pozitívna
positiivsed	kladná
positiivsed	pozitívny
dostojevski	dostojevského
valgevenelased	bielorusov
tsitaat	citujem
tsitaat	citovať
tsitaat	citát
tsitaat	citát
liepāja	liepāja
valdkonnad	plochy
valdkonnad	oblasti
pearl	pearl
pearl	perla
viasat	viasat
joonas	jonah
silmapaistev	vynikajúce
liitumine	fúzia
liitumine	zlúčenie
ohutu	neškodné
ohutu	neškodný
ohutu	bezpečné
ohutu	bezpečná
ohutu	bezpečný
ohutu	bezpečne
iraak	irak
iraak	iraku
györgy	györgy
bissau	bissau
janet	janet
viktoria	viktoria
legendaarne	legendárna
legendaarne	legendárny
rudolph	rudolph
rudolph	rudolf
petra	petra
motors	motors
motors	motory
brad	brad
kubrick	kubrick
ühendused	spojenia
ühendused	pripojenia
ühendused	združenia
ühendused	asociácie
ühendused	združení
ühendused	prepojenia
kaksikud	gemini
kaksikud	dvojčatá
kaksikud	dvojičky
mängitud	nehral
mängitud	hralo
mängitud	hrala
mängitud	hral
mängitud	hrali
seisnes	pozostávala
monroe	monroe
tuuled	vietor
tuuled	vetry
tingimusteta	bezvýhradne
tingimusteta	bezpodmienečne
tingimusteta	nepodmienené
kitsad	úzka
kitsad	úzky
kitsad	úzke
eeliseid	výhody
selgitab	vysvetľuje
omanduses	vlastní
omanduses	vlastnil
häiritud	narušené
häiritud	narušili
häiritud	narušené
häiritud	narušený
häiritud	narušená
nathan	nathan
liiklus	premávka
liiklus	dopravné
liiklus	doprava
nicola	nicola
hoidja	strážca
müüt	mýtus
leben	leben
rääkinud	prehovoril
rääkinud	hovoril
rääkinud	vyslovené
mosambiigi	mozambiku
mõõdukas	mierna
mõõdukas	stredne
mõõdukas	stredný
mõõdukas	stredná
mõõdukas	stredné
renate	renate
sforza	sforza
konteksti	súvislosti
konteksti	kontextu
konteksti	kontext
konteksti	kontexte
kihid	vrstiev
kihid	vrstvy
pühakute	svätí
pühakute	svätých
seisnud	stál
seisnud	stáli
seisnud	stála
kama	kama
toledo	toledo
plii	vedenia
plii	vedúci
plii	olovo
plii	vedenie
plii	viesť
tais	thajsku
tais	thajsko
tais	thajska
liivakivi	pieskovec
küsib	žiada
küsib	pýta
väljakujunenud	usadený
väljakujunenud	vyrovnaná
laused	fráz
laused	vety
laused	frázy
laused	viet
laused	vety
sarnasus	podobnosť
sarnasus	podoba
sarnasus	podobnosť
scsi	scsi
ardo	ardo
palavik	horúčky
palavik	horúčka
sanders	sanders
vallandati	padáka
vallandati	vyhodil
vallandati	vyhodený
hääldatakse	vyslovuje
hääldatakse	výrazné
hääldatakse	výrazná
patareid	akumulátory
patareid	batérie
patareid	batérií
patareid	baterky
ohver	obeť
ohver	obeťou
tycho	tycho
kiirabi	sanitka
kiirabi	ambulancia
kiirabi	sanitke
raúl	raúl
hääletus	hlasujte
hääletus	hlasovať
hääletus	hlasovanie
hääletus	voliť
hääletus	hlasovať
hääletus	hlasovanie
hääletus	hlasovania
marcello	marcello
vastupidav	trvalý
vastupidav	trvalé
pereira	pereira
säde	iskru
säde	iskra
toni	toni
varade	aktíva
varade	aktív
varade	majetok
reuters	reuters
aianduse	záhradníctvo
tantsud	tance
tantsud	tancuje
cannes	cannes
dieter	dieter
larissa	larisa
larissa	larissa
pane	daj
isiksus	osobnosť
isiksus	osobnosti
olendid	bytostí
olendid	bytosti
olendid	stvorenia
olendid	bytosti
olendid	tvory
kanalid	kanály
kanalid	kanálov
kanalid	kanál
kanalid	kanála
põletatud	spálené
põletatud	spálil
põletatud	spálenej
põletatud	spálil
põletatud	spálenej
põletatud	zhorel
põletatud	spálené
sain	got
sain	dostala
sain	dostali
sain	dostal
smirnov	smirnov
kontaktid	kontakty
kontaktid	kontaktov
korteris	byte
korteris	byt
korteris	bytom
korteris	bytu
korteris	apartmán
suremus	úmrtnosť
suremus	úmrtnosti
suremus	mortalita
juhend	sprievodcu
juhend	príručka
juhend	sprievodca
juhend	guide
juhend	návod
juhend	pokyny
juhend	inštrukcie
juhend	návod
moe	moe
usbekistani	uzbekistan
osce	obse
pankur	bankár
claire	claire
stefano	stefana
stefano	stefano
kana	kurča
kana	sliepka
kana	kura
kana	kuracie
kana	sliepka
täitmine	presadzovanie
täitmine	vymáhanie
täitmine	plnenie
täitmine	vykonávanie
täitmine	poprava
täitmine	vykonanie
täitmine	realizácia
täitmine	plnenie
koopad	jaskýň
koopad	jaskyne
koopad	jaskyňa
nebraska	nebraske
keeld	ban
keeld	zakázať
keeld	zákaz
keeld	zákaz
täiendavad	dodatočné
täiendavad	doplňujúce
täiendavad	ďalšie
täiendavad	doplnkové
hart	hart
komplekt	stanovené
komplekt	set
komplekt	nastaviť
komplekt	súpravu
komplekt	súprava
komplekt	kit
alfons	alfons
qui	qui
kolju	lebku
kolju	lebky
kolju	lebka
pms	pms
kadusid	zmizla
kadusid	zmizli
kadusid	zmizol
abdul	abdul
winston	winston
alabama	alabama
arendaja	vývojárov
arendaja	vývojár
otsad	skončí
otsad	končí
otsad	konce
mõneti	pomerne
löök	vyhodiť
löök	odpáliť
löök	úder
löök	bicie
löök	strike
löök	udrieť
löök	štrajk
löök	kop
löök	kopnúť
tundsid	cítil
tundsid	cítila
tundsid	cítili
fbi	fbi
pzkpfw	panzer
bismarck	bismarck
uks	dvere
uks	dverí
teadlikult	vedome
teadlikult	vedome
wells	studne
wells	jamky
wells	wells
athena	athena
leiutatud	vynašiel
leiutatud	vymyslený
kõrva	ucha
kõrva	uchu
kõrva	ucho
pippin	pipin
liikumised	presuny
liikumised	pohyby
soovitav	žiaduce
vietnam	vietname
vietnam	vietnam
vietnam	vietnamu
veronica	veronika
veronica	veronica
rahaühik	mena
rahaühik	meny
greg	grega
greg	greg
auru	paru
auru	parné
auru	para
auru	steam
auru	pary
auru	para
auru	pary
alto	alto
que	que
houston	houston
kukub	padá
kukub	pripadne
kukub	vodopády
kukub	spadne
kukub	falls
ibrahim	ibrahim
küpros	cyprus
küpros	cyperská
galaktikate	galaxie
pealkirjad	titulky
pealkirjad	názvy
pealkirjad	tituly
kõrvad	uši
kõrvad	ušami
kõrvad	uší
luisa	luisa
atlantis	atlantis
louisiana	louisiane
fauna	fauny
göteborgis	göteborg
laos	laos
vabrik	továreň
kloostrid	kláštorov
mathias	mathias
sõiduki	vozidla
sõiduki	vozidlo
sõiduki	vozidlá
mehhanismid	mechanizmov
mehhanismid	mechanizmy
kehti	aplikovať
kehti	použiť
kehti	uplatniť
paaris	párových
paaris	dvojice
paaris	páry
paaris	párov
ash	popol
ash	ash
mauritiuse	maurícius
raport	správa
raport	hlásiť
raport	hlásenie
raport	nahlásiť
süüdistatud	obvinená
süüdistatud	obvinený
süüdistatud	obvinili
süüdistatud	obvinených
pavia	pavia
vie	vie
nõudlus	dopytu
nõudlus	dopyt
erapooletu	nestranné
erapooletu	neutrálny
erapooletu	neutrálna
erapooletu	neutrálne
balthasar	baltazár
gotha	gotha
duke	duke
duke	vojvoda
juut	židovské
juut	židia
juut	žid
juut	židovský
juut	žid
lahendused	roztoky
lahendused	riešenia
laulda	spievaj
laulda	zaspievať
laulda	spievať
planeerimine	plánovanie
võrreldakse	porovnávajú
võrreldakse	porovná
võrreldakse	porovnáva
cesare	cesare
ameeriklased	američania
ameeriklased	američanov
tehnoloogiad	technológie
kohtuda	stretnúť
kohtuda	spoznať
diktatuuri	diktatúra
diktatuuri	diktatúry
mercia	mercia
okt	október
louvre	louvre
kuude	mesiace
kuude	mesiacov
ministrid	ministrov
ministrid	ministri
kümned	desiatok
kümned	desiatky
kümned	desiatok
kümned	tucty
kümned	desiatky
racing	preteky
racing	závodná
racing	pretekať
racing	dostihy
solanum	solanum
kent	kent
pöörab	otáča
tudengid	študenti
tudengid	žiaci
tudengid	študentky
tudengid	študentov
quintus	quintus
karvane	chlpatý
karvane	chlpaté
karvane	chlpatý
karvane	chlpaté
ülevõtmine	prebratie
ülevõtmine	transpozícia
ülevõtmine	transpozíciu
ülevõtmine	prevzatia
ülevõtmine	prevzatie
piirkondlikud	regionálnej
piirkondlikud	regionálne
piirkondlikud	regionálny
piirkondlikud	regionálna
kristo	kristo
windsor	windsor
kasvatus	výchova
kasvatus	výchovu
kasvatus	výchovy
kasvatus	rodičovstvo
ari	ari
hondurase	hondurase
sõnastik	slovník
sõnastik	slovníka
sõnastik	slovník
teravilja	obilnín
teravilja	obilniny
teravilja	cereálie
hädavajalik	nevyhnutná
hädavajalik	základné
hädavajalik	nevyhnutné
kristin	kristin
martino	martino
keerukas	zložitá
keerukas	komplexný
keerukas	komplex
keerukas	zložité
keerukas	komplexné
põrgu	hell
põrgu	peklo
põrgu	čert
põrgu	pekla
lucca	lucca
laboratooriumi	laboratórium
laboratooriumi	laboratória
laboratooriumi	laboratórne
laboratooriumi	laboratóriá
eranditult	výhradne
eranditult	výlučne
hms	hms
kollektsioon	zhromažďovanie
kollektsioon	zbierka
kollektsioon	kolekcia
kollektsioon	odber
kollektsioon	zber
spordiala	športový
spordiala	šport
spordiala	sport
spordiala	športové
toetaja	prispievateľom
moto	motto
moto	moto
bradley	bradley
dünamo	dynamo
pilk	pohlad
õnneks	našťastie
elektriliselt	elektricky
osapooled	protistrany
porta	porta
hamiltoni	hamilton
lõpetamine	doplnenie
lõpetamine	ukončenie
lõpetamine	dokončenie
lõpetamine	dopĺňanie
lõpetamine	uzavretie
lõpetamine	zatvorenie
lõpetamine	uzatvorenie
lõpetamine	promócie
lõpetamine	vypovedanie
lõpetamine	ukončenie
como	como
potentsiaal	potenciál
potentsiaal	potenciálne
potentsiaal	potenciálu
faso	faso
klient	zákazníka
klient	zákazník
klient	zákazníkovi
klient	odberateľ
klient	klienta
klient	klient
edastamine	vysielanie
edastamine	prenos
edastamine	zasielanie
skt	hdp
gibson	gibson
fanny	fanny
webber	webber
sajad	stoviek
sajad	stovky
sajad	stovkách
pakistan	pakistan
pakistan	pakistanu
pakistan	pakistanom
pakistan	pakistane
dis	dis
clement	clement
amor	amor
ühtlane	uniformy
ühtlane	uniforma
ühtlane	jednotná
ühtlane	jednotné
ühtlane	jednotný
poodi	shop
poodi	nakupovať
poodi	obchod
poodi	predajňa
poodi	nakupovať
poodi	nákupy
poodi	nákupný
poodi	nakupovanie
poodi	nákupné
poodi	predajňa
poodi	uchovávať
poodi	skladovať
poodi	obchod
lazio	lazio
birger	birger
seks	pohlavia
seks	pohlavie
seks	sex
sarnanes	pripomínal
renoveeritud	zrekonštruovaný
lausanne	lausanne
stabiilsus	stabilita
stabiilsus	stabilitu
stabiilsus	stálosť
tausta	pozadie
tausta	minulosť
tausta	pozadí
tausta	pozadia
reaalsus	skutočnosť
reaalsus	realita
reaalsus	realitu
reaalsus	reality
evolutsioon	evolúcia
evolutsioon	vývoj
evolutsioon	evolúcie
metaani	metánu
metaani	metán
tõmbas	vytiahol
konfliktid	konflikty
konfliktid	konfliktov
konfliktid	konfliktom
konfliktid	konflikty
konfliktid	konflikt
signaalid	signály
signaalid	signálov
julien	julien
phelps	phelps
junior	junior
phd	phd
sõjalised	armáda
sõjalised	vojsko
sõjalised	vojenský
sõjalised	vojenské
salvatore	salvatore
süüdistus	obvinenia
süüdistus	obvinenie
süüdistus	nabiť
süüdistus	poplatok
süüdistus	obžaloba
süüdistus	žaloba
süüdistus	obvinenie
airbus	airbus
setted	sedimenty
uraan	urán
uraan	uránu
uraan	urán
uraan	uran
bussi	bus
bussi	autobus
bussi	autobusom
süstemaatiliselt	systematicky
maadlus	wrestling
karol	karol
piibel	biblia
piibel	bibliu
piibel	biblie
bryan	bryan
nukleotiidi	nukleotidov
borussia	borussia
dee	dee
palk	mzda
palk	plat
palk	mzda
palk	mzdy
kosmonaut	kozmonaut
riba	pásy
riba	strip
sojuz	sojuz
õlut	piva
õlut	pivo
õlut	pivko
teravalt	akútne
hüljatud	opustené
hüljatud	opustenej
hüljatud	opustený
hüljatud	opustená
kavatsusest	zámer
kavatsusest	úmysel
levin	levin
pingeid	napätie
pingeid	napätia
nacional	nacional
vahekord	súlož
vahekord	styk
warner	warner
failid	súborov
failid	súbory
tõlgendus	interpretácia
tõlgendus	výklad
tõlgendus	interpretácie
tõlgendus	tlmočenie
proosa	prózy
mõistmine	chápanie
mõistmine	pochopenie
mõistmine	porozumieť
mõistmine	pochopiť
mõistmine	porozumenie
gustave	gustav
gustave	gustave
kuraator	kurátor
mutatsioonid	mutácií
mutatsioonid	mutácie
viiulit	husle
metsik	wild
metsik	divé
metsik	divá
metsik	divoký
metsik	voľne
aacheni	aachen
streik	strike
streik	udrieť
streik	štrajk
karistada	potrestať
karistada	trestať
kalli	objatie
kalli	objať
vangid	zajatcov
vangid	väzňami
vangid	väzňov
vangid	väzni
sami	sami
määratleb	vymedzuje
määratleb	definuje
vaatlused	obhliadky
vaatlused	prieskumy
vaatlused	zisťovania
vaatlused	prieskumov
vaatlused	postrehy
vaatlused	pozorovanie
vaatlused	pripomienky
vaatlused	pozorovania
tunnustus	uznanie
tunnustus	rozpoznávanie
tunnustus	uznávanie
tunnustus	uznania
martha	marta
martha	martha
kara	kara
diagnostika	diagnostické
diagnostika	diagnostika
diagnostika	diagnostiku
diagnostika	diagnostiku
diagnostika	diagnostiky
diagnostika	diagnostika
cpu	procesor
cpu	cpu
füüsilised	fyzické
füüsilised	fyzická
füüsilised	fyzikálne
füüsilised	fyzický
efektiivselt	efektívne
efektiivselt	účinne
efektiivselt	efektívne
efektiivselt	účinne
peer	peer
peer	partnerského
peer	prd
meeleavaldajate	demonštrantov
meeleavaldajate	demonštrantom
meeleavaldajate	demonštrantov
crystal	crystal
crystal	kryštál
ustav	lojálny
ustav	verný
ustav	verná
ustav	verní
madalmaad	holandsko
madalmaad	holandsku
münsteri	münster
politseinikud	policajti
politseinikud	policajtov
kubernerkond	gubernia
lahutatud	odpojené
lahutatud	rozvedený
lahutatud	rozviedla
lahutatud	rozvedená
vanuatu	vanuatu
hollywood	hollywood
hollywood	hollywoode
hollywood	hollywoodu
sobilik	primerané
sobilik	vhodná
sobilik	primeraná
sobilik	vhodné
sobilik	primeraný
sobilik	vhodný
sobilik	vhodný
sobilik	vhodné
sobilik	vhodná
sobilik	vhodnú
neeru	obličky
neeru	renálna
neeru	obličiek
neeru	obličky
neeru	obličku
neeru	obličiek
lilian	lillian
lilian	lilian
mendelssohn	mendelssohn
falcon	falcon
falcon	sokol
kremli	kremľa
gmbh	gmbh
alkohol	lieh
alkohol	alkoholu
alkohol	alkohol
alkohol	alkoholom
kristen	kristen
holokausti	holokaust
hinged	závesy
hinged	duše
hinged	liehoviny
hinged	duchovia
hinged	destiláty
hinged	duchov
hinged	duše
paigutus	umiestnenie
paigutus	umiestňovanie
paigutus	umiestnenia
paigutus	rozloženie
paigutus	usporiadanie
paigutus	usporiadanie
kinnitamine	potvrdzujúci
kinnitamine	potvrdenie
veinid	vín
veinid	vína
veinid	vínko
veinid	víno
veinid	vína
veinid	vino
botswana	botswane
temperatuurid	teploty
günter	günter
jumalik	božská
jumalik	božské
jumalik	rozkošný
jumalik	roztomilé
relvastuse	výzbroj
relvastuse	zbrojenie
relvastuse	výzbroje
relvastuse	výzbroj
aneemia	anémia
aneemia	anémie
aneemia	anémia
aneemia	anémiu
arch	arch
arch	oblúk
suurendamine	zvýšenia
suurendamine	zvýšiť
suurendamine	nárast
suurendamine	zvýšenie
suurendamine	zväčšiť
suurendamine	zvyšovanie
freeman	freeman
uni	spánok
uni	spi
uni	spánku
uni	spat
uni	spať
uni	uni
alfredo	alfredo
vältimatu	nevyhnutný
vältimatu	nevyhnutné
vältimatu	nevyhnutná
vältimatu	nevyhnutný
vältimatu	nevyhnutná
vältimatu	nevyhnutné
