كيان	qënia
ابطال	heronjte
ابطال	heroj
ابطال	heronjë
ابطال	heronj
ابطال	heronjtë
ابطال	kampionet
ابطال	champions
ابطال	kampionë
ابطال	kampionët
مهنية	profesioniste
مهنية	profesionale
مهنية	profesional
مهنية	profesionist
معسكرات	kampet
معسكرات	kampe
نيكاراغوا	nikaraguas
نيكاراغوا	nikaragua
العقدة	nyje
العقدة	nyja
العقدة	nyje
العقدة	nyja
عطلة	festa
عطلة	pushime
عطلة	pushimet
عطلة	pushimi
عطلة	pushime
عطلة	pushimet
المحامين	avokatë
المحامين	avokatët
ديانة	feja
ديانة	religjioni
ديانة	fe
الحمى	ethe
الحمى	ethet
الحمى	temperaturë
فاعل	aktori
فاعل	aktor
هيثم	haitham
نفق	tuneli
نفق	tunelin
نفق	tunel
كارولين	karolinën
كارولين	caroline
كارولين	karolina
لوكهيد	lockheed
الديون	borxhe
الديون	borxhet
الديون	borxhe
الديون	borxh
الديون	borxhi
مظاهرة	demonstrimi
مظاهرة	demonstrim
مظاهرة	demonstratë
طالبان	taliban
مانهاتن	manhattan
مانهاتن	manhatan
حار	nxehtë
حار	nxeht
حار	hot
حار	seksi
رين	rin
الولد	djalosh
الولد	djalë
الولد	djal
الولد	djali
الولد	djale
التين	fiq
الراية	flamur
وولف	ujku
وولف	ujk
تحفة	antike
تحفة	antik
تحفة	kryeveper
تحفة	kryevepër
عقاقير	drogat
عقاقير	droga
عقاقير	drogë
الصعوبات	veshtiresi
الصعوبات	vështirësia
الصعوبات	vështirësi
الصعوبات	vështirësi
الصعوبات	vështirësitë
توافر	disponueshmërinë
خضر	grin
خضر	jeshil
خضر	green
خضر	jeshile
خضر	gjelbër
عقاب	dënimi
عقاب	dënim
عقاب	denimi
عقاب	denim
الراعي	bariu
الراعي	sponsor
قياسات	matjet
نزيف	gjakosur
نزيف	gjakderdhje
نمساوي	austriake
نمساوي	austriak
مسطح	banesë
مسطح	dur
معقد	komplikuar
تحية	përshëndes
تحية	përshëndetje
اطار	kornizë
اطار	kuadri
اطار	kornizë
اطار	korniza
المشاهدين	shikuesit
المشاهدين	shikues
خامس	pesti
خامس	pesta
الوجوه	fytyrat
الوجوه	has
الوجوه	ndesh
الوجوه	fytyra
تبريد	ftohen
تبريد	ftohjes
مليارات	miliarda
عدو	armike
عدو	armiku
عدو	armik
عدو	armik
باير	bayer
باير	baer
الجوع	urinë
الجوع	uri
الجوع	uria
خريج	diplomuar
موثوق	besueshëm
موثوق	besueshme
القياسات	matjet
القياسات	përmasat
القياسات	madhësive
امتياز	privilegji
امتياز	privilegj
امتياز	ekskluzivitetin
امتياز	koncesion
رشاد	rashad
تحد	sfide
تحد	sfida
تحد	sfidë
الانتماء	përkatësia
مكي	mckay
المحاولة	mundohem
المحاولة	orvatje
المحاولة	tentativë
المحاولة	tentative
المحاولة	përpjekje
قادمة	vjen
البلاستيك	plastikë
البلاستيك	plastikë
البلاستيك	plastike
البلاستيك	plastik
سيباستيان	sebastian
سيباستيان	sebastiani
قمم	maksimalisht
قمم	majat
بازل	borzilok
بازل	basel
مصارعة	mundje
مصارعة	mundja
تشكيلات	formacionet
تشكيلات	konfigurime
متميز	dallohen
متميز	profi
متميز	shquar
المزارعين	fermerët
المزارعين	fermerë
تماثيل	statujat
تماثيل	statuja
الرصد	mbikqyrjen
الرصد	mbikqyrja
الرصد	monitorimin
الرصد	vëzhgimi
بطلة	heroina
بطلة	heroinë
لوي	lui
لوسي	lusin
لوسي	lusi
لوسي	lucy
المشاركات	aksionet
المشاركات	aksione
المشاركات	shpërndarje
المشاركات	ndan
المشاركات	ndarjet
المشاركات	angazhimet
المشاركات	angazhime
عملاقة	gjigant
عملاقة	gjiganti
عملاقة	gjigande
عملاقة	gjigand
عملاقة	gjigandi
كامب	kampi
كامب	kamp
البطلة	heroina
البطلة	heroinë
شرعي	legjitime
شرعي	ligjshëm
شرعي	ligjshme
شرعي	legjitim
سنتيمتر	centimetra
سنتيمتر	centimetër
الهندوسية	hinduizmin
الغد	neser
الغد	nesër
القاري	kontinentale
ريم	disqe
يغلب	rreh
ختم	pullë
ختم	vulë
ختم	vula
ختم	vulë
ختم	vula
ختم	seal
المراهقة	adoleshentët
المراهقة	adoleshences
يضيف	shton
للسياحة	turizmi
للسياحة	turizëm
اتصل	thirr
اتصل	call
اتصل	thirre
اتصل	thirrje
اتصل	telefonatë
عبود	abboud
ذكي	intelegjent
ذكي	inteligjent
ذكي	inteligjente
ذكي	intelegjente
ذكي	mençur
ذكي	zgjuar
ذكي	smart
قشرة	kore
شهري	mujore
الدبلجة	dublimin
زحل	saturn
موحد	unifikuar
موحد	standardizuara
موحد	uniform
موحد	uniforma
موحد	uniforme
موحد	uniformë
موحد	uniformën
بانكوك	bangkok
شهرية	mujore
مولر	müller
مولر	muller
مرشد	udhëzues
مرشد	udhërrëfyes
مرشد	guida
مرشد	guide
الوثائقية	dokumentarë
الوحش	bishë
الوحش	bisha
الوحش	përbindësh
الوحش	përbindëshi
الوحش	monster
كورت	kurt
جوز	arra
المهبل	vaginë
المهبل	vagina
عمالة	punësim
عمالة	punësimi
عمالة	punës
جونيور	junior
جونيور	vogëlush
تلال	kodrat
تلال	kodra
الجن	xhindët
الجن	xhinët
الجن	xhindet
الافتتاح	hapje
الافتتاح	hapjen
الافتتاح	hapja
ضحية	viktime
ضحية	viktimë
ضحية	viktim
ضحية	viktima
سلبي	negative
سلبي	negativ
الشرط	gjendje
الشرط	kusht
الشرط	kushti
بنوك	banks
بنوك	banka
بنوك	bankat
مرئية	dukshëm
يتفاعل	reagon
راتب	paga
راتب	pagë
راتب	rrogë
راتب	page
راتب	rroga
اختلافات	diff
اختلافات	dallimet
اختلافات	diferencat
اختلافات	dallime
اختلافات	variacionet
باليرمو	palermo
هانوفر	hanover
الصخرة	shkëmb
الصخرة	gur
الصخرة	guri
الصخرة	rrok
الصخرة	rock
اولاد	djemt
اولاد	djem
اولاد	çuna
اولاد	djemë
اولاد	djemtë
اولاد	djema
الغزل	rrotullim
الغزل	rrotullohet
الغزل	fill
برنارد	bernard
جينات	gjene
جينات	gjenet
الماركسية	marksiste
اعتقاد	besim
جوناثان	jonathan
عربات	automjete
عربات	automjetet
عربات	makinat
اعلن	njoftojë
اعلن	njoftoj
اعلن	deklaroj
اعلن	deklarojë
اعلن	njoftohen
اعلن	njoftuar
اعلن	shpallen
اعلن	njoftoi
صخرة	shkëmb
صخرة	gur
صخرة	guri
صخرة	rrok
صخرة	rock
ابناء	bijte
ابناء	bij
ابناء	bijtë
المرصد	observatori
تين	tin
تين	kallaj
تصاميم	dizajne
محاصيل	ara
صبغة	ngjyros
صبغة	ngjyrosje
صبغة	pigment
دلهي	delhi
شارون	sharon
شارون	sheron
جنسي	sexy
جنسي	seksi
جنسي	seksuale
جنسي	seksual
التوفيق	sukses
التوفيق	suksese
التوفيق	suksesi
التجزئة	pakicë
مرج	livadh
الحزن	hidhërim
الحزن	pikëllimi
الحزن	trishtimi
الحزن	trishtimin
الحزن	trishtim
الحزن	hidhërim
الحزن	trishtimi
الحزن	pikëllim
الحزن	pikëllimi
تلاميذ	nxënësit
تلاميذ	nxënës
تلاميذ	apostujt
تلاميذ	dishepujve
تلاميذ	dishepujt
مختبرات	laboratorët
مختبرات	laboratoret
كمبوديا	kamboxhia
بورتلاند	portland
الوجبات	vakte
ممارسات	praktikat
ممارسات	praktika
خريجي	diplomuarve
راو	rao
مراسم	ceremoni
مراسم	ceremonia
مراسم	ceremoninë
ناميبيا	namibinë
القاموس	fjalorin
القاموس	fjalor
القاموس	fjalori
مرضية	kënaqshme
كيبيك	kebek
منتديات	forumet
مختلطة	përzier
مختلطة	përzierë
مختلطة	përziera
فم	gojë
فم	buze
فم	goja
فم	goje
فم	gojës
توتنهام	tottenham
توتنهام	nxit
توتنهام	spurs
مجهود	përpjekja
مجهود	përpjekje
التشابه	ngjashmëri
التضخم	inflacionin
التضخم	inflacion
التضخم	inflacioni
فرانكو	franco
فرانكو	franko
اضطهاد	persekutim
اضطهاد	shtypja
المساهمات	kontribute
المساهمات	kontributet
ترينيداد	trinidad
تجريبية	eksperimentale
تجريبية	eksperimental
النظائر	isotopes
جاز	jazz
جاز	xhaz
جاز	xhazi
اعتراض	kundërshtoj
اعتراض	kundërshtim
اعتراض	kundërshtimi
فتى	djalosh
فتى	djalë
فتى	djal
فتى	djali
فتى	djale
التشفير	kriptimi
التشفير	kripto
التشفير	kriptografisë
البروتستانت	protestantët
المرشد	udhëzues
المرشد	udhërrëfyes
المرشد	guida
المرشد	guide
فرانز	franz
قدرت	vlerësuar
قدرت	vlerësohet
التقليل	nënvlerësuar
كلي	hani
كلي	ha
كلي	hash
كلي	haje
كلي	hane
المكاتب	zyra
المكاتب	zyrat
رولز	vërtitet
رولز	rolls
امتلاك	zotërim
امتلاك	posedim
امتلاك	posedimin
امتلاك	posedues
خيارات	opsione
خيارات	opsionet
خيارات	mundësitë
خيارات	opcionet
الحاسبات	kompjuterë
الحاسبات	kompjuterët
الحاسبات	kompjutera
الحاسبات	kompjuterat
ده	deh
ده	vet
ده	tij
الجيب	xhepi
الجيب	xhep
الجيب	xhepin
الجيب	jeep
طفرة	move
طفرة	mutacion
الكؤوس	kupa
الكؤوس	gota
الكؤوس	gotat
الكؤوس	kupat
مخترع	shpikës
مخترع	shpikësi
قارب	varkë
قارب	anije
قارب	varka
قارب	anija
قارب	varke
جرح	plagosur
جرح	plage
جرح	plaga
جرح	plagë
للاستثمار	investim
للاستثمار	investimi
للاستثمار	investime
سونيك	sonik
النشطة	aktive
النشطة	active
النشطة	aktiv
توما	toma
العاب	lojrat
العاب	lojëra
العاب	lojërat
العاب	lojra
العاب	lodrat
العاب	lodra
سيبيريا	siberian
سيبيريا	siberi
الاقتراح	propozimi
الاقتراح	propozim
الاقتراح	sugjerim
الاقتراح	sugjerimin
الاقتراح	sugjerimi
التكيف	përshtatje
التكيف	rregullimi
التكيف	përshtatje
التكيف	përshtatja
ينفذ	ekzekuton
سيلفا	silva
فينيكس	feniks
فينيكس	phoenix
كيت	kate
الخرسانة	konkret
الخرسانة	konkrete
الخرسانة	beton
الخرسانة	betoni
موقعة	firmosi
موقعة	firmosur
موقعة	nënshkruar
تنبيه	alarmi
تنبيه	alarm
تنبيه	alarm
تنبيه	vigjilent
ثري	pasur
ثري	pasurit
ثري	pasanik
رينو	reno
رينو	reno
رينو	renault
التقاء	arij
قلق	ankth
قلق	ankthi
الدبلوماسي	diplomat
الدبلوماسي	diplomati
الدبلوماسي	diplomatik
الدبلوماسي	diplomatikë
الدبلوماسي	diplomatike
فضيحة	skandal
فضيحة	skandali
موتورز	motors
موتورز	motora
فهرنهايت	celsius
مطابقة	kart
مطابقة	ndeshja
مطابقة	ndeshje
المعسكر	kampi
المعسكر	kamp
السل	tuberkulozit
اقليم	krahina
اقليم	provinca
اقليم	provincë
اقليم	rajon
اقليم	rajoni
اقليم	territor
اقليم	territorin
اقليم	territori
المصاحبة	sync
المصاحبة	sinkronizimi
الحلويات	ëmbëlsirat
الحلويات	ëmbëlsira
مقهى	kafene
مقهى	caffe
مقهى	cafe
سراي	galatasaray
المختلط	përzier
المختلط	përzierë
المختلط	përziera
المتهم	akuzuar
المتهم	akuzuan
المتهم	akuzoi
حامية	garnizonit
حامية	mbrojtësi
حامية	mbrojtës
الربح	fitimi
الربح	fitim
ابتكار	risi
عيادة	klinikë
عيادة	klinika
عيادة	klinik
الديدان	krimba
الديدان	krimbat
باكو	baku
باكو	baka
لونغ	gjate
لونغ	gjata
لونغ	gjat
لونغ	long
لونغ	gjatë
النحت	skulptura
النحت	skulpturë
لورين	lauren
ماضي	kaluar
ماضي	kaluarën
ماضي	kaluara
تفكك	shpërbërja
تفكك	ndarje
تفكك	shpërbërja
تفكك	shpërbërjes
الفيلق	legjionit
السدود	digave
السدود	diga
الحنجرة	fytin
الحنجرة	fyti
الحنجرة	fytit
الحنجرة	fyt
الاجتماعات	mbledhjet
الاجتماعات	takime
الاجتماعات	takimet
فرانشيسكو	francesco
الحلو	sweet
الحلو	ëmbël
الحلو	embel
الكروم	kromit
الكروم	kromi
الكروم	rrushi
الممر	korridori
المزايا	avantazhet
المزايا	avantazhe
الركبة	gjuri
الركبة	gju
الركبة	gjurin
الركبة	gjurit
لوف	luv
جمل	dënime
جمل	dënimet
جمل	dënimeve
جمل	deveja
جمل	deve
عروس	nuse
عروس	nusja
الشراكة	partneritet
الشراكة	partneriteti
الشراكة	partneritetin
تباع	shitur
تباع	shiten
تباع	shitet
تباع	shit
التنوير	ndriçim
الثعلب	dhelpra
الثعلب	fox
الزئبق	merkur
الزئبق	mërkuri
نيك	nik
نيك	nick
نيك	niku
الموضع	pozicioni
الموضع	pozicion
الموضع	vendosja
الموضع	vendosjen
الموضع	vendosje
واجهات	ndërfaqe
مملوكة	zotëruar
مملوكة	pronësi
بعثات	misionet
بعثات	misione
بعثات	ekspedita
سمر	verës
سمر	vera
سمر	verën
سمر	vere
سمر	verore
سمر	verë
الناقل	transportues
الناقل	bartëse
الناقل	transportuesi
نورس	pulëbardhës
افتراض	supozim
افتراض	supozimin
الطبخ	gatim
الطبخ	gatimi
الريش	pupla
رقعة	fashë
رقعة	qmimin
غاري	geri
غاري	gary
افلام	filma
افلام	filmat
افلام	filma
افلام	filmave
افلام	filmat
مهارة	aftësi
مهارة	aftësitë
غابرييل	gabriel
غابرييل	gabrieli
غابرييل	gabrielle
اللقاح	vaksinë
اللقاح	vaksina
تؤخذ	morr
تؤخذ	marrë
تؤخذ	marre
تؤخذ	taken
التعدين	miniera
التعدين	minierat
التعدين	minierave
انضمام	bashkohen
انضمام	bashkohuni
انضمام	bashkohem
انضمام	bashkohu
انضمام	pranimi
انضمام	bashkimi
مبالغ	shuma
مبالغ	shumat
بودابست	budapest
باركر	parker
ستوديو	studio
ستوديو	studion
الفجوة	hendek
الفجوة	gap
البركة	pellg
الاختفاء	padukshmërisë
بصرية	pamore
بصرية	vizual
بصرية	vizuale
بصرية	optike
مجد	lavdi
جراح	kirurg
جراح	kirurgu
الموجه	vektor
الرخام	mermeri
الرخام	mermer
كريات	kiryat
الندوة	simpozium
الندوة	seminari
الندوة	seminar
الزوجية	martesore
الزوجية	martesor
ملازم	toger
ملازم	togeri
ملازم	lejtnant
محي	fshiu
محي	fshirë
ييل	yale
مون	mun
ديفيس	davis
ديفيس	devis
هجومية	ofenduese
هجومية	sulmuese
هجومية	fyese
يلقي	hudh
دونالد	donald
بيض	vezë
بيض	vezët
بيض	veza
بيض	vezë
بيض	veze
صادر	konfiskuar
صادر	konfiskoi
صادر	konfiskuan
التوحد	autizmi
افضل	mirat
افضل	miren
افضل	miri
فين	fini
فين	fin
فين	finn
رطل	kile
الحلبة	arena
الحلبة	arenë
ديك	dick
ديك	palla
ديك	dik
ثمار	fruta
ثمار	fruti
ثمار	pemë
ثمار	frytet
فيلق	legjionit
حوت	balenë
حوت	balena
حوت	balen
الانتظار	pritje
الانتظار	pret
الانتظار	pritja
الانتظار	pres
الانتظار	presim
الانتظار	prit
الكونت	kont
الكونت	numërimi
فتيات	vajzat
فتيات	vajza
الجذب	tërheqjet
نصير	nasir
نصير	adhurues
نصير	fans
نصير	tifoz
نصير	fan
العرف	personalizuar
مواضع	vendosje
لقاح	vaksinë
لقاح	vaksina
الباشا	basha
فلاش	flash
فلاش	flesh
البلدات	qytetet
البلدات	qyteza
الخضروات	perimet
الخضروات	perime
غزا	pushtuar
راب	rep
راب	rap
عدسة	lente
مصارع	mundës
مصارع	gladiatori
مصارع	gladiator
بريستول	bristol
جود	jude
حضرية	urban
حضرية	urbane
الموسمية	sezonale
الموسمية	sezonal
العز	vetmia
الرئتين	mushkëri
الرئتين	mushkëritë
تهدد	kërcënues
تهدد	kërcënuese
يتعلم	meso
يتعلم	mëso
يتعلم	mësoni
تعليمي	tutorial
لويز	louise
عميل	klienti
عميل	klient
عميل	klientit
عميل	agjenti
عميل	agjent
عميل	agjente
امين	amen
امين	amin
امين	ishalla
امين	amen
الصمت	heshtja
الصمت	heshtje
الصمت	qetësi
الصدور	gjokset
نفذ	ekzekutuar
المخلوقات	krijesa
المخلوقات	krijesat
التعاقد	kontraktuese
التعاقد	kontraktuale
التعاقد	kontratë
التعاقد	kontrata
التعاقد	kontrat
التعاقد	kontrate
التعاقد	punëson
التعاقد	punesimi
التعاقد	punësimi
الحظر	ban
الحظر	embargo
التبرعات	kontribute
التبرعات	kontributet
التبرعات	donacione
التبرعات	donacionet
قبضة	kapja
قبضة	kapje
قبضة	grusht
قبضة	grushtin
قبضة	grushti
الثور	demi
الثور	demi
الثور	dem
الثور	bull
المشعة	radioaktiv
المشعة	radioaktive
مستخدمين	përdoruesit
مستخدمين	përdorues
مستخدمين	përdoruesve
الدافع	motiv
الدافع	motivi
الدافع	motivimi
الدافع	motivim
تاي	tai
رابعة	katërti
رابعة	katërt
احياء	gjallë
احياء	gjalle
احياء	gjall
جند	rekrutuar
الاكتشافات	zbulime
الاكتشافات	zbulimet
بيج	peg
بروز	dalja
شهير	famshme
شهير	famshëm
تود	todi
تود	tod
تود	todd
رالف	ralf
رالف	ralph
انقسام	ndarë
انقسام	splitit
انقسام	ndahemi
انقسام	split
النجاة	mbijetese
النجاة	mbijetesa
النجاة	mbijetesë
التجميع	compilation
التجميع	aggregation
التجميع	konsolidimin
التجميع	grupim
النافذة	dritare
النافذة	dritarja
التوثيق	autentifikimi
التوثيق	identifikimi
التوثيق	autentifikimit
التوثيق	dokumentacionin
التوثيق	dokumentacion
التوثيق	dokumentacioni
التوثيق	dokumenta
السائق	shofer
السائق	shoferi
الرؤساء	presidentë
الرؤساء	presidentëve
الرؤساء	presidentët
الرؤساء	eprorëve
الرؤساء	eprorët
الرؤساء	shefa
الرؤساء	shefat
فتحات	bira
فتحات	hapje
فتحات	gropat
فتحات	vrimat
فتحات	vrima
كيوتو	kiotos
العولمة	globalizimi
نادرا	rrallë
نادرا	rralle
الفريد	alfredi
الفريد	alfred
الرسام	piktor
الرسام	piktori
الخنازير	derrave
الخنازير	derrat
الخنازير	derra
العنكبوت	merimangë
العنكبوت	merimanga
العنكبوت	spider
بابلو	pablo
التخدير	anestezi
سمية	toksike
سمية	toksik
سمية	helmimin
تعويض	kompensimi
تعويض	kompensim
تعويض	kompensimin
ماديسون	madison
خلافات	mosmarrëveshje
خلافات	mosmarrëveshjet
خلافات	mosmarrëveshjeve
نوفا	nova
التزام	detyrim
التزام	obligim
التزام	detyrimi
التزام	angazhim
التزام	angazhimin
التزام	angazhimi
القوافل	karvanet
ميسي	messi
اجزاء	pjesë
اجزاء	pjeset
اجزاء	pjesët
اجزاء	pjesësh
اجزاء	bite
الضحية	viktime
الضحية	viktimë
الضحية	viktim
الضحية	viktima
التماثيل	statujat
التماثيل	statuja
ممتلكات	pronë
ممتلكات	prona
ممتلكات	pronën
ممتلكات	pronësia
ممتلكات	prone
واين	wayne
خسرت	humbi
خسرت	humba
خسرت	humbe
خسرت	humbur
مغلق	mbyllur
كونراد	konrad
تمكين	fuqizimin
تمكين	fuqizimin
تمكين	mundësuar
تمكين	mundësuar
ربح	fitimi
ربح	fitim
المزمنة	kronike
مسلمين	muslimanët
مسلمين	muslimanë
مسلمين	myslimanët
منتجع	spa
منتجع	resort
يناقش	diskuton
يناقش	diskutojnë
يناقش	diskutojmë
يناقش	diskutuar
يناقش	diskutoni
احتراق	djegia
احتراق	digjem
احتراق	digjet
احتراق	djeg
مومباي	mumbai
العداء	grindje
العداء	armiqësia
العداء	armiqësi
زمرة	grupa
مجهزة	pajisur
رقص	valle
رقص	kërcimi
رقص	vallëzimi
رقص	kërce
رقص	vallëzim
رقص	kërcimi
رقص	vallëzimi
رقص	kërcim
بحار	marinari
بحار	marinar
الصقر	skifter
الصقر	skifteri
الصقر	skifteri
الهيليوم	heliumit
المصور	fotografe
المصور	fotografit
المصور	fotograf
المصور	photographer
الغربيين	perëndimorët
الشراء	blerje
الشراء	blerja
الشراء	blerjen
الشراء	blej
الشراء	prokurimin
الشراء	prokurimit
روحي	shpirti
روحي	shpirtit
روحي	shpirtin
روحي	shpirt
حاسمة	vendimtare
حاسمة	vendimtar
البرازيلية	braziliane
البرازيلية	brazilian
مختلط	përzier
مختلط	përzierë
مختلط	përziera
الدبابة	tanku
الدبابة	tank
النبيذ	verë
النبيذ	vere
النبيذ	venë
النبيذ	veres
الاذاعة	transmetim
الاذاعة	transmetimi
الاذاعة	radio
الاذاعة	radioja
السطر	rreshti
السطر	linja
السطر	line
السطر	linjë
الناجين	mbijetuar
انسداد	bllokim
انسداد	pengim
انسداد	pengese
انسداد	pengesa
المقارن	krahasuese
نينجا	ninja
نينجا	ninxha
طفلة	femije
طفلة	femija
طفلة	femi
طفلة	fëmijë
الهواة	amatore
الهواة	amator
الصفوف	klasat
الصفوف	klasa
الصفوف	rreshta
الصفوف	rreshtat
وعي	vetëdije
وعي	ndërgjegjësimi
وعي	ndërgjegjësimit
وعي	vetëdija
وعي	ndërgjegjësimin
وعي	ndërgjegjen
وعي	vetëdija
المقدرة	llogaritur
ناجح	suksesshëm
ليستر	lester
قصب	kallam
قصب	cane
نظري	teorike
ميادين	fusha
ميادين	fushat
مدح	vlerësonte
الوزارات	ministritë
الوزارات	ministrive
مثالية	perfekt
مثالية	perfect
مثالية	perfekte
مثالية	përsosur
دنفر	denver
العريضة	peticioni
العريضة	peticion
لينا	lena
لينا	lina
ليرة	lira
الانجليزية	anglisht
الانجليزية	anglez
متفاوتة	pabarabartë
العمدة	kryebashkiak
العمدة	kryetar
العمدة	kryebashkiaku
عضوي	organik
عضوي	organike
باغ	insekti
باغ	insekt
باغ	bug
فيراري	ferrari
فيراري	ferrarin
استبعاد	përjashtojnë
استبعاد	përjashto
استبعاد	përjashtimin
استبعاد	përjashtuar
استبعاد	përjashtohet
هامش	dytësore
هامش	kufiri
هامش	diferencë
العدسة	lente
رودولف	rudolf
رودولف	rudolf
رئاسية	presidenciale
رئاسية	presidencial
المعتقد	besim
شقة	banesë
شقة	dur
شقة	banesë
شقة	apartamenti
شقة	banesa
شقة	apartament
يحفظ	kursen
يحفظ	shpëton
الشفوية	oral
الدوريات	patrulla
الدوريات	patrullat
الدوريات	patrulla
الدوريات	patrullë
