enrico	انريكو
tekmovalci	المتسابقين
tekmovalci	المتسابقين
zasebna	الخاص
zasebna	الخاصة
zasebna	خاص
zasebna	خاصة
keller	كيلر
maščobe	السمين
maščobe	بدين
maščobe	الدهون
maščobe	سمين
maščobe	دهن
sladkor	سكر
sladkor	السكر
ivanov	ايفانوف
poudariti	ابراز
poudariti	ابرز
plezanje	التسلق
poučevanje	تدريس
poučevanje	التدريس
poučevanje	تعليم
trupla	الجثث
trupla	جثث
trupla	الاجسام
trupla	الهيئات
trupla	الجثث
trupla	جثث
trupla	اجساد
priseljencev	المهاجرين
priseljencev	المهاجرون
priseljencev	مهاجرين
začasna	مؤقتا
začasna	المؤقت
začasna	مؤقتة
začasna	مؤقت
začasna	مؤقتا
kruha	الخبز
kruha	خبز
nadstropje	ارضية
nadstropje	طابق
nadstropje	الارضية
nadstropje	الطابق
reid	ريد
kolonijo	المستعمرة
kolonijo	مستعمرة
skala	الصخرة
skala	روك
skala	صخرة
skala	الروك
ptiči	الطيور
ptiči	طيور
peroralno	شفوية
peroralno	الشفوية
peroralno	الشفوي
peroralno	شفوي
baltimore	بالتمور
baltimore	بالتيمور
avtobusi	حافلات
avtobusi	الحافلات
robovi	الحواف
obvestilo	الاعلان
obvestilo	اعلان
obvestilo	الاشعار
obvestilo	اشعار
obvestilo	الاشعار
obvestilo	اخطار
obvestilo	الاخطار
obvestilo	اشعار
peterson	بيترسن
tekmovalec	المتسابق
tekmovalec	منافس
tekmovalec	المنافس
oddaljenost	المسافة
oddaljenost	البعد
oddaljenost	مسافة
oddaljenost	النطاق
oddaljenost	مدى
oddaljenost	المدى
oddaljenost	نطاق
ogrožena	هدد
ogrožena	مهددة
ogrožena	مهدد
pau	pau
križišča	المعابر
bazen	المسبح
bazen	مسبح
bazen	بركة
licence	التراخيص
licence	تراخيص
licence	الرخص
licence	رخص
licence	التراخيص
licence	تراخيص
yorka	يورك
trte	الكروم
trte	فاينز
enakost	التعادل
enakost	التكافؤ
enakost	المساواة
verskega	الدينية
verskega	دينية
verskega	الديني
verskega	متدين
krvavitev	نزيف
krvavitev	تنزف
krvavitev	ينزف
zapiski	الملاحظات
zapiski	ملاحظات
avtomobili	السيارات
avtomobili	سيارات
stirling	ستيرلينغ
pokol	مذبحة
pokol	المذبحة
pokol	مجزرة
pokol	المذبحة
pokol	مجزرة
pokol	مذبحة
pokol	المذبحة
pokol	ذبح
repa	اللفت
repa	لفت
zagon	دفعة
zagon	الترويج
zagon	بدء
zagon	البدء
zagon	زخم
zagon	الزخم
ericsson	اريكسون
marion	ماريون
pogum	شجاعة
pogum	الشجاعة
ravnovesje	الرصيد
ravnovesje	التوازن
ravnovesje	الميزان
ravnovesje	رصيد
ravnovesje	توازن
izjeme	الاستثناءات
izjeme	استثناءات
izjeme	استثناء
izjeme	الاستثناء
izjeme	الاعفاء
izjeme	اعفاء
forbes	فوربس
forbes	فوربز
teta	عمة
teta	خالة
teta	عمتي
teta	خالتي
teta	العمة
teta	عمة
teta	خالة
teta	خالتي
teta	عمتي
teta	العمة
neža	ستيلا
sokol	فالكون
sokol	الصقر
sokol	صقر
sokol	الصقر
sokol	صقر
sokol	هوك
udeležbo	المشاركة
mila	صابون
mila	الصابون
mila	ميلا
richards	ريتشاردز
dovoli	السماح
dovoli	اسمح
dovoli	اسمح
terminal	طرفية
terminal	الطرفية
terminal	محطة
kanado	كندا
razdelek	شعبة
razdelek	الشعبة
razdelek	القسم
razdelek	قسم
razdelek	الفرع
plesalka	راقصة
plesalka	راقص
plesalka	الراقصة
sovražniki	العدو
sovražniki	عدو
sovražniki	الحاقدين
sovražniki	الاعداء
sovražniki	اعداء
letnica	عام
letnica	العام
letnica	السنه
letnica	سنة
letnica	سنه
letnica	السنة
opredeljena	معرف
preverjanje	تدقيق
preverjanje	التدقيق
preverjanje	تحقق
preverjanje	التحقق
preverjanje	تفقد
preverjanje	كش
preverjanje	التحقق
jovan	جوفان
propada	ينهار
propada	انهيار
propada	انهار
propada	الانهيار
zakonodaja	التشريعات
zakonodaja	تشريعات
zakonodaja	التشريع
zakonodaja	تشريع
floto	الاسطول
floto	اسطول
sedi	اجلس
tehnološki	تكنولوجية
zavezništva	التحالفات
zavezništva	تحالفات
izvoljeni	انتخب
izvoljeni	منتخب
izvoljeni	المنتخب
črpalke	المضخات
spremenljivka	المتغير
spremenljivka	متغير
spremenljivka	متغيرة
carla	كارلا
ren	الراين
začetna	الاولي
začetna	اولية
začetna	اوليا
priljubljeni	الشعبية
priljubljeni	الشعبي
priljubljeni	مشهور
priljubljeni	شعبية
priljubljeni	شائع
priljubljeni	شعبي
priljubljeni	مفضلة
priljubljeni	مفضل
priljubljeni	المفضلة
priljubljeni	المفضل
coppa	coppa
prikazane	معروض
prikazane	معروضة
razredi	الفصول
razredi	صفوف
razredi	الصفوف
razredi	فصول
voznik	سائقا
voznik	سائق
voznik	السائق
zen	زين
zen	زن
osvoboditve	التحرر
osvoboditve	التحرير
prenovo	الترميم
prenovo	التجديد
organski	العضوية
organski	عضوية
organski	عضوي
obsodil	ادان
obsodil	مدان
višinah	ارتفاعات
zapletov	مضاعفات
zapletov	التعقيدات
zapletov	تعقيدات
zapletov	المضاعفات
jagode	فراولة
jagode	الفراولة
jagode	توت
jagode	التوت
pristopi	نهج
pristopi	النهج
pristopi	نهج
pristopi	النهج
pristopi	الاقتراب
častili	يعبد
rubin	روبي
ledvice	الكلى
ledvice	الكلوي
ledvice	الكلى
ledvice	كلية
ledvice	الكلية
oporišče	القاعدة
oporišče	قاعدة
globoka	عميقا
globoka	عميق
globoka	عميقة
globoka	عمق
maroko	المغرب
baba	بابا
zaznavanje	الكشف
zaznavanje	كشف
zaznavanje	ادراك
zaznavanje	الادراك
zaznavanje	التصور
deklice	بنات
deklice	البنات
deklice	فتيات
deklice	لبنات
deklice	الفتيات
islamske	الاسلامي
islamske	اسلامية
islamske	الاسلامية
islamske	اسلامي
nila	النيل
cohen	كوهين
strauss	ستراوس
škotsko	اسكتلندا
škotsko	الاسكتلندي
izkoriščanje	استغلال
izkoriščanje	الاستغلال
vrgel	رمى
vrgel	رميت
vrgel	القى
globok	عميقا
globok	عميق
globok	عميقة
globok	عمق
srede	الاربعاء
misije	بعثات
misije	البعثات
baroni	بارونات
nominacijo	ترشيح
nominacijo	الترشيح
stebla	جذعية
rdeč	حمراء
rdeč	احمر
rdeč	الاحمر
posoda	حاوية
posoda	الحاوية
posoda	حاويات
posoda	صحون
posoda	اطباق
posoda	الصحون
posoda	الاطباق
posoda	وعاء
posoda	الوعاء
posoda	سفينة
posoda	السفينة
izveden	منفذة
mehanske	ميكانيكي
mehanske	ميكانيكية
mehanske	الميكانيكية
križarka	كروزر
kiparjev	النحاتين
cveti	تزهر
cveti	تزهر
zlitine	سبيكة
polo	بولو
podobnost	التشابه
podobnost	الشبه
podobnost	التشابه
podobnost	تشابه
izdelovalec	صانع
izdelovalec	الصانع
izdelovalec	مصنع
izdelovalec	المصنع
teren	التضاريس
bralec	القارئ
ujema	ماتش
ujema	المطابقة
ujema	مطابقة
ujema	مباراة
ujema	المباراة
standardno	قياسي
standardno	المعيار
standardno	معيار
potomec	الذرية
potomec	نسل
potomec	ذرية
položaji	المناصب
položaji	المواقف
položaji	مناصب
položaji	المواقع
utrujenost	التعب
utrujenost	التعب
komunist	الشيوعية
komunist	شيوعي
komunist	الشيوعي
casno	casno
sort	اصناف
sort	الاصناف
dax	داكس
kilometer	كيلومتر
kilometer	الكيلومتر
odprtine	فتحات
odprtine	الفتحات
neodvisen	المستقل
neodvisen	مستقل
neodvisen	مستقلة
neodvisen	المستقلة
sira	جبن
sira	تشيز
sira	جبنة
sira	الجبن
piloti	الطيارين
pravosodje	العدل
pravosodje	عدالة
pravosodje	العدالة
pravosodje	القضاء
linearna	خطية
linearna	خطي
linearna	الخطي
strežnik	خادم
strežnik	الخادم
pomagalo	ساعدت
miška	الفارة
miška	الفار
miška	فار
miška	ماوس
zidov	اسوار
zidov	الحوائط
zidov	الحيطان
zidov	جدران
zidov	الجدران
povedel	قاد
vratarja	بواب
vratarja	البواب
eurocopter	eurocopter
uničevanje	دمار
uničevanje	الدمار
uničevanje	تدمير
uničevanje	التدمير
nadzornik	متحكم
nadzornik	مشرف
nadzornik	المشرف
nadzornik	مشرفة
poslovanje	العمل
poslovanje	الاعمال
poslovanje	عمل
naročilo	امر
naročilo	طلب
naročilo	ترتيب
naročilo	الطلب
naročilo	النظام
naročilo	تعاقد
naročilo	التعاقد
naročilo	العقد
naročilo	عقد
nasilno	عنيف
nasilno	عنف
nasilno	عنيفة
svetovanje	الاستشارات
svetovanje	التشاور
svetovanje	استشارة
svetovanje	استشارات
svetovanje	المشورة
svetovanje	المشورة
svetovanje	نصيحة
svetovanje	النصيحة
svetovanje	الاستشارات
svetovanje	المشورة
svetovanje	الاستشارة
svetovanje	استشارات
prekinitev	انقطاع
shirley	شيرلي
jed	صحن
jed	الطبق
jed	الصحن
jed	طبق
pijače	مشروبات
pijače	المشروبات
egipčani	المصريين
korejski	كوري
korejski	الكورية
korejski	كوريا
korejski	الكوري
linearno	خطية
linearno	خطي
linearno	الخطي
bloke	كتل
bloke	الكتل
avtobusna	حافلة
avtobusna	الباص
avtobusna	باص
avtobusna	الحافلة
higgins	هيغنز
patty	باتي
porsche	بورش
porsche	بورشه
starodavni	قديم
starodavni	القدماء
starodavni	القدماء
zagovornik	مؤيد
parkov	حدائق
parkov	الحدائق
poplav	فيضانات
poplav	الفيضانات
poplav	فيضانات
poplav	فيضان
poplav	الفيضان
poplav	الفيضانات
popoldne	مساء
popoldne	العصر
krivuljo	منحنى
separator	فاصل
kroži	يعمم
ogrevanje	تسخين
ogrevanje	تدفئة
ogrevanje	التدفئة
preizkus	الاختبار
preizkus	اختبار
preizkus	اختبر
tucker	تاكر
tucker	توكر
tucker	تكر
neznani	مجهول
pik	النقاط
pik	نقط
pik	نقاط
zagovarja	دعاة
turnirji	البطولات
turnirji	بطولات
enačbi	المعادلات
poglavar	رئيس
poglavar	الرئيس
poglavar	الزعيم
kvadratov	المربعات
kvadratov	مربعات
java	جافا
dvojčka	توام
dvojčka	توائم
dvojčka	التوائم
dvojčka	توام
natančna	دقيقا
natančna	دقيق
primarna	الابتدائي
primarna	الابتدائية
primarna	ابتدائي
orlando	اورلاندو
radovan	رادوفان
nezadovoljstvo	السخط
predstavljeni	المميز
predstavljeni	الموصى
yale	يال
yale	ييل
bernarda	بيرنارد
bernarda	برنارد
bernarda	بيرناردو
bernarda	برناردو
kup	الكومة
kup	كومة
kup	الكومة
kup	ستاك
kup	كومة
cher	شير
sodniki	قضاة
sodniki	القضاة
sodniki	حكام
štipendijo	زمالة
štipendijo	الزمالة
leben	leben
živino	المواشي
živino	ماشية
živino	الماشية
zemljišče	ارض
zemljišče	اراض
zemljišče	الارض
zemljišče	الاراضي
sredina	الاوسط
sredina	المنتصف
sredina	الوسط
sredina	وسط
razgled	عرض
razgled	منظر
razgled	اعرض
stavke	الاضرابات
debla	جذوع
skromno	متواضعة
skromno	متواضع
skromno	المتواضع
skromno	متواضع
fizični	جسدية
fizični	بدني
fizični	المادية
hlajenje	تبريد
hlajenje	التبريد
izvajalec	مشغل
izvajalec	المشغل
izvajalec	مقاول
izvajalec	المتعهد
izvajalec	المقاول
izvajalec	متعاقد
izvajalec	المؤدي
izvajalec	فنان
izvajalec	الفنان
izvajalec	فنانة
mutacije	الطفرات
mutacije	طفرة
mutacije	الطفرة
komunistična	الشيوعية
komunistična	شيوعي
komunistična	الشيوعي
svetniki	القديسين
kartice	البطاقات
kartice	بطاقات
kartice	كروت
spopada	صدام
spopada	اشتباك
etika	اخلاقيات
etika	الاخلاق
etika	اخلاق
streha	السقف
streha	سقف
streha	سطح
streha	السطح
trave	العشب
trave	عشب
trave	الحشيش
trebušne	بطني
kritiziral	انتقد
kritiziral	انتقد
nevarni	خطير
nevarni	خطر
nevarni	خطيرة
nevarni	خطرة
tedensko	اسبوعيا
tedensko	الاسبوعية
tedensko	اسبوعي
tedensko	الاسبوعي
tedensko	اسبوعية
fundacije	اسس
fundacije	الاسس
fundacije	مؤسسات
fundacije	المؤسسات
verz	الاية
izgubljena	خسرت
izgubljena	خسر
izgubljena	فقدت
izgubljena	ضاع
izgubljena	ضائع
enakovredno	مكافئ
cesarji	الاباطرة
usode	الاقدار
usode	الاقدار
leče	عدسة
leče	عدسات
leče	العدسات
leče	العدسة
leče	العدسات
leče	عدسات
artur	ارثر
sura	سورة
sura	السورة
fundacija	الاساس
fundacija	مؤسسة
fundacija	المؤسسة
ogromen	ضخم
ogromen	ضخمة
ogromen	عملاق
ogromen	عملاقة
ogromen	العملاق
gianni	جياني
beguncev	اللاجئين
beguncev	لاجئين
beguncev	اللاجئون
laura	لورا
truman	ترومان
zbranih	جمعت
mills	ميلز
claudio	كلاوديو
zrna	الحبوب
maxwell	ماكسويل
potiska	الاندفاع
pripomočki	ملحقات
pripomočki	الملحقات
pripomočki	الاجهزة
pripomočki	اجهزة
pripomočki	ادوات
pripomočki	الادوات
pripomočki	الايدز
opazuje	يراقب
opazuje	مشاهدة
mojzes	موسى
optični	بصرية
optični	بصري
federacija	الاتحاد
federacija	اتحاد
normalna	طبيعي
normalna	عادي
playstation	ستيشن
met	قابلت
met	اجتمعت
met	اجتمع
met	التقى
met	ارم
met	رمي
met	ارمي
met	الملعب
mcdonald	ماكدونالدز
mcdonald	ماكدونالد
potrdi	التحقق
potrdi	تحقق
potrdi	تاكيد
potrdi	التاكيد
potrdi	اكد
avtomatično	اليا
avtomatično	تلقائيا
vom	vom
organizacijska	تنظيمي
organizacijska	تنظيمية
organizacijska	تنظيمي
levica	اليسار
levica	يسار
kvalifikacij	المؤهلات
kvalifikacij	مؤهلات
izloči	استثناء
izloči	استبعاد
sven	سفين
stanovanja	المساكن
stanovanja	مساكن
stanovanja	الشقق
stanovanja	شقق
usmeritev	توجيه
usmeritev	توجه
usmeritev	التوجه
usmeritev	التوجيه
luknjo	ثقب
luknjo	الحفرة
luknjo	حفرة
luknjo	فتحة
mrak	الشفق
mrak	الغسق
stopi	تذوب
uživa	يستمتع
uživa	يتمتع
uživa	الاستمتاع
pištolo	مسدس
kronična	مزمن
kronična	مزمنة
kronična	المزمنة
kronična	المزمن
dominikanski	دومينيكي
optično	بصرية
optično	بصري
atmosfero	الجو
atmosfero	الاجواء
atmosfero	اجواء
mehanizmi	اليات
mehanizmi	الاليات
vlaki	قطارات
vlaki	القطارات
newcastle	نيوكاسل
pravilnik	التنظيم
strategija	استراتيجية
strategija	الاستراتيجية
komunisti	الشيوعيين
alpha	الفا
skladiščenje	مخزن
skladiščenje	المخزن
skladiščenje	التخزين
skladiščenje	تخزين
ocenjena	المقدرة
frankfurtu	فرانكفورت
hlist	hlist
pravilen	صحح
membrano	الغشاء
membrano	غشاء
idealno	المثالي
idealno	ديال
poškodovanih	المتضررة
poškodovanih	تضررت
poškodovanih	متضررة
poškodovanih	متضرر
proteini	بروتين
proteini	البروتين
proteini	البروتينات
ovce	الخراف
ovce	الخروف
ovce	الاغنام
ovce	خروف
ovce	الغنم
celini	القارة
celini	قارة
zaslon	الشاشة
zaslon	شاشة
členi	مقالات
členi	المقالات
nacisti	النازيون
nacisti	النازيين
žveplo	كبريت
žveplo	الكبريت
žveplo	الكبريت
strip	الهزلية
strip	هزلي
ideal	المثالي
ideal	ديال
x}}	x}}
alfonso	الفونسو
tipičen	نموذجية
tipičen	نموذجي
hrsg	hrsg
oblikovane	تشكلت
oblikovane	شكلت
amr	amr
amr	عمرو
arabska	العرب
arabska	العربية
arabska	العربي
arabska	عربي
arabska	عرب
arabska	العربية
arabska	بالعربي
arabska	عربي
arabska	عربية
arabska	بالعربية
tita	تيتا
otvoritev	تنصيب
otvoritev	تدشين
otvoritev	الفتح
otvoritev	الافتتاح
otvoritev	افتتاح
otvoritev	فتح
močnejše	اقوي
elektrike	الكهرباء
elektrike	كهرباء
spremenjen	تغيرت
spremenjen	تغير
spremenjen	المعدل
spremenjen	معدل
spremenjen	تعديل
spremenjen	معدلة
zmanjšano	مخفضة
melo	ميلو
državljan	مواطن
državljan	مواطنة
državljan	المواطن
baterija	البطارية
baterija	بطارية
šibko	ضعيف
šibko	ضعيفة
šibko	الضعيف
lun	الاقمار
lun	اقمار
vojvodinja	دوقة
vojvodinja	الدوقة
skulpture	منحوتات
chapman	تشابمان
chapman	شابمان
predsedstva	الرئاسات
iranski	ايراني
iranski	الايرانية
iranski	الايراني
nasprotuje	يتناقض
nasprotuje	يناقض
deveti	تاسعا
deveti	التاسع
deveti	التاسعة
gojenje	المتزايد
gojenje	ينمو
gojenje	الزراعة
gojenje	زراعة
upal	تمنيت
kvantno	كمي
razvrščanje	الفرز
razvrščanje	فرز
razvrščanje	تصنيف
razvrščanje	التصنيف
strasbourg	ستراسبورغ
srečna	يسعد
srečna	سعيده
srečna	هابي
srečna	سعيد
srečna	سعيدة
barrett	باريت
arturo	ارتورو
feb	فبراير
skriti	مخفي
skriti	مخفية
zastopa	يمثل
hodnik	المدخل
hodnik	الرواق
hodnik	القاعة
hodnik	هول
hodnik	قاعة
hodnik	صالة
hodnik	الممر
hodnik	ممر
letenje	طيران
letenje	الطيران
letenje	تطير
dojke	الصدر
dojke	الثدي
dojke	الصدور
dojke	صدور
enakovreden	مكافئ
madonna	مادونا
freska	جدارية
bolnike	مرضى
bolnike	المرضى
provincah	محافظات
provincah	المحافظات
provincah	الاقاليم
provincah	المقاطعات
trdna	صلبة
trdna	متين
trdna	الصلبة
trdna	صلب
brate	اخواني
brate	الاخوان
brate	الاخوة
brate	اخوة
brate	اخوان
obalnih	الساحلي
obalnih	الساحلية
obalnih	ساحلية
narejeno	صنعت
narejeno	صنع
narejeno	مصنوع
narejeno	جعل
narejeno	معمول
narejeno	فعلت
narejeno	تمت
narejeno	تم
narejeno	انتهيت
vrvi	حبل
vrvi	الحبل
vrvi	الحبال
vrvi	حبال
gnu	جنو
boje	صراعات
boje	العوامة
mitsubishi	ميتسوبيشي
panorama	بانوراما
izjave	التصريحات
izjave	البيانات
bit	عض
mavzolej	ضريح
mavzolej	الضريح
islandija	ايسلندا
dialog	حوار
dialog	الحوار
prag	العتبة
prag	عتبة
profesorji	اساتذة
profesorji	الاساتذة
profesorji	الاساتذة
profesorji	المعلمين
profesorji	المعلمون
profesorji	معلمين
profesorji	المدرسون
brooks	بروكس
indijsko	هندية
indijsko	هندي
indijsko	الهندية
indijsko	الهندي
namestitev	تثبيت
namestitev	التثبيت
namestitev	التركيب
namestitev	تثبيت
namestitev	التثبيت
namestitev	تركيب
namestitev	الاقامة
namestitev	السكن
namestitev	سكن
prepoznavanje	الاعتراف
plača	مرتبات
plača	راتب
plača	الراتب
plača	المرتب
plača	مرتب
plača	الدفع
plača	الاجر
plača	ادفع
plača	دفع
plača	يدفع
oman	عمان
lara	لارا
izumrla	انقرضت
trpljenja	المعاناة
trpljenja	معاناة
montoya	مونتويا
sprejemanje	القبول
sprejemanje	قبول
sprejemanje	قبول
avtonomijo	الاستقلالية
moravske	مورافيا
poslana	ارسلت
poslana	ارسل
prelaz	مرر
prelaz	تمرير
starodavno	قديم
starodavno	القدماء
pričakovana	المتوقع
pričakovana	متوقع
pričakovana	المتوقعة
pričakovana	المنتظر
primerjalne	مقارنة
primerjalne	مقارن
primerjalne	المقارن
primerjalne	المقارنة
egipčanski	المصري
egipčanski	مصرية
egipčanski	مصري
egipčanski	المصرية
