제레미	jeremy
거절	lasku
거절	kieltäytyä
거절	evätä
거절	kieltäydy
거절	hylkääminen
거절	kieltäytyy
거절	kieltäytyminen
거절	kieltäytyi
거절	kieltäytynyt
나타납니다	ilmestyy
항문	anus
홀리데이	holliday
홀리데이	loma
홀리데이	lomaa
홀리데이	juhlapäivä
미들즈브러	middlesbrough
사탕수수	keppi
사탕수수	cane
후식	jälkiruoka
후식	jälkiruokia
토륨	torium
니키타	nikita
아흐마드	ahmad
햇빛	päivänsäde
햇빛	auringonvaloa
도나	donnan
도나	donna
플러그인	plug
알레한드로	alejandro
호스	letku
닭고기	kanaa
닭고기	kana
아흐메드	ahmed
아흐메드	ahmad
로렌츠	lorenz
트위스트	twist
트위스트	kierre
트위스트	vääntää
에드워즈	edwards
스칼렛	scarlet
스칼렛	scarlett
어딘가	jonnekin
어딘가	jossain
어딘가	jossakin
표도르	fjodor
암초	riutta
송신	eroava
마사무네	masamune
어벤져스	kostajat
오드리	audrey
지팡이	keppi
지팡이	cane
지팡이	rod
지팡이	sauva
지팡이	taikasauva
정상회담	huippukokous
정상회담	huippukokouksessa
사육	jalostus
사육	jalostukseen
사육	kasvatus
제니스	zenith
구슬	helmet
구슬	helmiä
옥션	huutokauppa
옥션	huutokaupan
옥션	huutokaupassa
문어	mustekala
해커	hakkeri
해커	hakkerit
아민	armin
아민	amin
숙박	jää
숙박	pysy
숙박	majoitusta
숙박	majoitus
숙박	majoituksen
람보르기니	lamborghini
화강암	graniitti
통증이	kipu
통증이	kipua
통증이	tuska
통증이	tuskaa
배수	viemäri
배수	viemäröinti
세례	kaste
피노키오	pinocchio
스피커	kaiutin
스피커	puhujia
스피커	puhujat
스피커	kaiutin
스피커	puhuja
스피커	puhemies
애틀란타	atlanta
애틀란타	atl
샐러드	salaattia
샐러드	salaatti
샐러드	salaatin
밸런스	vaaka
밸런스	saldo
밸런스	tasapainoa
밸런스	tasapaino
밸런스	tase
잠재적으로	mahdollisesti
끓는	kiehuu
현실적	realistisia
현실적	realistinen
현실적	realistista
코스프레	cosplay
싸우기	taistella
싸우기	taistele
싸우기	ottelu
싸우기	taistelu
픽업	nouto
협동조합	osuuskuntien
협동조합	osuuskunta
근방	naapurusto
말레이어	malaiji
바륨	barium
결함	vikoja
결함	vika
더스틴	dustin
프로방스	provence
보나	bona
경호원	henkivartija
오푸스	opus
나열	lueteltu
나열	lueteltujen
나열	luetellut
블랙베리	blackberry
양심적	omatunto
양심적	omaatuntoa
드롭	pudotus
드롭	pudota
안장	satula
교훈	opetus
교훈	oppitunti
할로윈	halloween
추상	abstrakti
추상	abstraktio
억만장자	miljonääri
억만장자	miljardööri
악어	alligaattori
악어	krokotiili
악어	krokotiilit
정오	keskipäivällä
안정성	vakautta
안정성	pysyvyys
안정성	vakaus
손목	ranne
손목	ranteet
샬롯	charlotte
샬롯	lotta
교통사고	vahinko
교통사고	tapaturma
교통사고	onnettomuus
이클립스	eclipse
헝가리어	unkarilaiset
헝가리어	unkaria
헝가리어	unkari
헝가리어	unkarin
걸작	mestariteos
유럽인	eurooppalaisia
유럽인	eurooppalaiset
우상	idoleita
결투	kaksintaistelu
짐승	peto
짐승	elukka
짐승	hirviö
태즈메이니아	tasmania
ㅋㅋ	lol
벌레	mato
벌레	madon
벌레	ötökkä
벌레	vika
벌레	bug
운석	meteoriitti
취약점	heikkouksia
취약점	haavoittuvuutta
스토리지	säilytys
스토리지	varastointi
스토리지	varasto
카피	kopioi
카피	kopio
가오	gao
세르지오	sergio
자니	johnny
아르헨티나인	argentiina
아르헨티나인	argentiinan
아르헨티나인	argentiinan
아르헨티나인	argentiina
아르헨티나인	argentiinan
소품	rekvisiittaa
애버딘	aberdeen
차베스	chávez
차베스	chavez
마틸다	matilda
속임수	temppu
속임수	petosta
속임수	petos
경감	tarkastaja
경감	komisario
도미노	domino
아발론	avalon
레게	reggae
베컴	beckham
강조하기	korostaa
강조하기	korosta
강조하기	korostus
촉매	katalyytin
촉매	katalyyttisesti
리보르노	livorno
암모니아	ammoniakki
수분	nestettä
수분	neste
수분	nesteen
수분	pölytys
수분	kosteuden
수분	kosteus
수분	kosteutta
수분	nesteiden
수분	nesteet
수분	nesteitä
스코페	skopje
이슬라마바드	islamabad
몬티	monty
찬드라	chandra
모래시계	hiekkaa
모래시계	hiekan
모래시계	hiekka
데뷔해	debyytti
셜리	shirley
치아	hampaiden
치아	hampaita
치아	hampaat
치아	hammas
치아	hampaan
카니예	kanye
미망인	leskiä
연구실	laboratorion
연구실	laboratorio
연구실	laboratorio
여행자	matkailijat
여행자	matkustajien
여행자	matkustajat
벨벳	velvet
핀란드어	suomeksi
핀란드어	suomalainen
핀란드어	suomen
핀란드어	suomalaista
차이나타운	chinatown
여섯번째	kuudennen
여섯번째	kuudes
윙스	siivet
윙스	siipien
전화기	puhelimen
전화기	puhelin
전화기	puhelimitse
전화기	puhelin
전화기	puhelimet
전화기	puhelimia
이빨	hampaiden
이빨	hampaita
이빨	hampaat
이빨	hammas
이빨	hampaan
트랩	ansa
트랩	ansoja
식용	syötävää
식용	syötävät
식용	syötäväksi
식용	syötävä
고어	gore
쥬얼리	koruja
쥬얼리	koru
쥬얼리	jalokivet
쥬얼리	korut
호날두	ronaldo
협곡	rotko
협곡	canyon
협곡	rotko
플로렌스	florence
플로렌스	firenzen
플로렌스	firenze
플로렌스	firenzessä
호흡기	hengitysteiden
호흡기	hengitys
스틱	tikkuja
스틱	keppi
스틱	tikku
갑각류	simpukoiden
다섯번째	viidenneksi
다섯번째	viides
롤러	rollers
롤러	roller
머리카락	karva
머리카락	hiukset
머리카락	tukka
머리카락	hiuksia
패러다임	paradigma
코디	codyn
코디	cody
반복한다	toista
반복한다	toistan
코번트리	coventry
게이츠	gates
게이츠	portit
게이츠	porttien
게이츠	portteja
냄새	tuoksu
냄새	haju
냄새	haista
냄새	haise
냄새	haisee
냄새	tuoksuu
놓쳤다	kaivannut
꼭두각시	nuket
꼭두각시	nukkeja
꼭두각시	nukke
발렌틴	valentin
파머	palmer
파머	palmerin
스카이라인	skyline
애완동물	pet
애완동물	lemmikki
애완동물	lemmikit
애완동물	lemmikkejä
로미오	romeo
조교	apulainen
조교	assistentti
조교	avustaja
구토	oksentelu
구토	oksentelua
초음파	ultraääni
아미르	emir
아미르	amir
부분적	osittainen
부분적	osittaista
루커스	lucas
필사적으로	epätoivoisesti
출국	lähdön
출국	lähtö
그램	gram
그램	grammaa
미생물	mikrobeja
미생물	organismit
미생물	organismien
스케줄	aikataulut
스케줄	aikatauluja
스케줄	aikataulut
스케줄	aikataulun
스케줄	aikataulu
스케줄	ajasta
갈리시아	galician
발자국	jalanjälki
발자국	jalanjälkiä
발자국	askeleita
발자국	askeleet
발자국	jalanjälkiä
발자국	askelia
출석	osanotto
출석	osallistuminen
출석	läsnäolo
절도	varkaus
잭슨빌	jacksonville
램지	ramsey
램지	ramsay
토시오	toshio
카드뮴	kadmiumin
카트린	catherine
카트린	katariina
양모	talja
양모	villa
양모	villaa
영리	älykäs
영리	nokkela
영리	ovela
영리	fiksu
시저	caesar
체사레	cesare
스레드	säikeet
스레드	lanka
스레드	lankaa
창세기	genesis
위스키	viskiä
위스키	viskin
위스키	viski
위스키	viskiä
위스키	viskin
위스키	viski
피크	huippu
후퇴	perääntyä
효율적	tehokasta
효율적	tehokas
효율적	tehokkaat
깃털	sulka
깃털	höyheniä
