castle	замок
nottingham	ноттінгем
davranışlar	поведінка
davranışlar	поведінка
davranışlar	поведінка
joyce	джойс
cromwell	кромвель
finanse	фінансування
finanse	фінанси
finanse	фінансується
finanse	фінансування
anya	аня
taksi	таксі
taksi	таксі
mönchengladbach	менхенгладбах
demiryolları	залізниця
demiryolları	залізниці
mülteci	біженців
mülteci	біженців
soyuz	союз
mafya	мафія
liberty	свобода
carmen	кармен
bakteriler	бактерії
mozambik	мозамбіку
dogg	dogg
faso	фасо
carroll	керролл
pavel	павел
pavel	павел
pavel	павло
derby	дербі
içecek	напої
içecek	пити
içecek	напій
içecek	напої
içecek	напої
içecek	алкоголю
içecek	напої
nar	нар
nar	гранат
nar	граната
sine	синус
ithaf	рішучість
ithaf	присвятити
spiral	спіраль
çarpma	множення
çarpma	вплив
ellis	елліс
enstitü	інститут
enstitü	установа
enstitü	інститут
enstitü	установи
anal	анальний
haz	ласки
haz	задоволенням
haz	задоволення
aylar	місяці
aylar	місяцями
aylar	місяців
aylar	супутники
ocean	океан
tahminen	імовірно
bildiri	декларація
bildiri	оголошення
mao	мао
lokomotiv	локомотив
doi	doi
çizgiler	лінії
çizgiler	рядками
çizgiler	рядків
çizgiler	лініями
çizgiler	рядки
çizgiler	смужки
çizgiler	смуги
mülkiyet	властивості
mülkiyet	властивість
mülkiyet	майна
mülkiyet	власність
mülkiyet	майно
mülkiyet	власники
mülkiyet	належність
mülkiyet	власник
mülkiyet	власність
hyundai	hyundai
tramvay	трамвай
tramvay	трамваї
tramvay	general
ithal	імпортовано
ithal	імпортовані
ithal	імпорт
ithal	імпорт
monako	монако
seçeneği	варіант
seçeneği	пункт
seçeneği	параметр
romanlar	roma
romanlar	роми
romanlar	рома
romanlar	романів
romanlar	романи
iafd	iafd
scooby	скубі
tedarik	постачання
tedarik	надати
tedarik	постачання
tedarik	закупівлю
tedarik	закупівлі
şiddeti	насилля
şiddeti	насильство
şiddeti	важливість
luna	луна
faiz	відсотки
faiz	зацікавлення
faiz	відсоткова
faiz	інтерес
faiz	вигода
çalışanları	співробітників
çalışanları	працівників
çalışanları	працівники
çalışanları	службовців
namibya	намібія
liège	льєж
vie	ві
survivor	survivor
mon	мон
mon	mon
döviz	валюта
döviz	валюту
döviz	валюти
döviz	forex
döviz	обмін
şer	зла
şer	злом
şer	evil
şer	зло
yakalanan	зловили
yakalanan	спіймав
yakalanan	полон
yakalanan	спіймав
yakalanan	захопили
yakalanan	захоплені
çikolata	цукерок
çikolata	шоколад
kenarları	краї
kayıpları	втрат
kayıpları	збитки
kayıpları	програш
yap	make
yap	зробити
balta	осі
balta	сокира
izi	друк
izi	надрукувати
izi	друкувати
wang	ван
ortası	середня
ortası	посередині
ortası	середньої
ortası	середина
ortası	середній
ortası	середина
ortası	середини
vakum	вакуум
mainz	mainz
minogue	міноуг
jeanne	іванна
jeanne	джоан
jeanne	жанна
içeriğe	контент
içeriğe	вміст
içeriğe	зміст
içeriğe	матеріали
rütbe	звання
rütbe	вартості
dürüst	відвертий
dürüst	чесне
dürüst	чесна
dürüst	чесний
dürüst	щире
giorgio	джорджо
stan	стан
stan	стен
nuh	ной
nuh	ноя
pilav	рис
pilav	рису
vida	плювати
vida	віда
vida	vida
vida	грається
andrey	андрій
andrey	кириченко
montpellier	монпельє
mediawiki	mediawiki
böcekler	комах
böcekler	комахи
böcekler	жуків
böcekler	вад
böcekler	вади
elliott	еліот
unsurlar	елементи
geleceğin	майбутнє
şapka	капелюхи
şapka	шапочки
şapka	шапка
şapka	кап
şapka	шапка
şapka	капелюх
maine	мен
hapishane	тюрмах
hapishane	тюрму
hapishane	ґрати
hapishane	тюрма
hapishane	тюрми
yakınlığı	близькості
karakol	станція
karakol	станції
karakol	вокзал
karakol	форпост
enlem	широта
lastik	гумові
lastik	шини
lastik	шина
lastik	колесо
encyclopædia	encyclopædia
nickelodeon	nickelodeon
chen	чен
chen	чень
unutulmaz	незабутні
unutulmaz	незабутній
korosu	хор
korosu	приспів
korosu	шевченка
lily	лілі
lily	лілія
limit	границі
limit	межі
limit	обмеження
limit	ліміт
limit	межа
limit	обмежити
limit	обмеження
private	приватні
private	приватна
private	особисте
private	приватний
namaz	молитву
namaz	молитви
namaz	молитва
bor	бор
ileriye	переслати
ileriye	вперед
ileriye	пересилання
ileriye	вперед
ileriye	уперед
