sneg	сніг
albrecht	альбрехт
muslimanov	мусульмани
maine	мен
toplotno	термальні
dos	dos
dos	дос
jensen	дженсен
lindsay	ліндсі
františek	франтішек
pobudnik	ініціатор
protitelesa	антитіла
protitelesa	антитіло
vrstice	рядками
vrstice	рядків
vrstice	черевички
vrstice	рядки
vrstice	лінії
vrstice	рядками
vrstice	рядків
vrstice	лініями
vrstice	рядки
mehanika	механіка
mehanika	механік
narejeni	зробила
narejeni	made
mate	мате
mate	мат
osborne	осборн
junakov	heroes
junakov	герої
junakov	героїв
ozek	вузький
ozek	вузькі
žalosti	печаль
težava	задача
težava	проблему
težava	проблема
emily	емілі
trdnost	міцність
trdnost	інтенсивність
trdnost	сили
trdnost	сила
trdnost	твердість
izhod	вивести
izhod	вивід
izhod	виведення
izhod	висловлювання
izhod	виводу
izhod	вихід
izhod	виходу
izhod	вийти
oslo	осло
sled	стежка
sled	сліди
sled	оселедець
sled	траса
sled	траси
sled	трасування
sklop	кластер
sklop	скупчення
sklop	зборів
sklop	збори
zimo	зима
sok	сік
krovu	дошки
krovu	правління
krovu	дошка
krovu	настільні
vztrajno	постійного
vztrajno	постійні
vztrajno	стійкий
vztrajno	постійний
alge	водорості
kovina	метали
kovina	металевий
kovina	метал
teka	апетит
kilogramov	кілограми
kilogramov	кілограмів
kilogramov	грамів
kilogramov	кілограми
kilogramov	фунтів
kilogramov	фунти
peru	перу
izdaj	редакціях
izdaj	питань
izdaj	проблеми
izdaj	питання
miško	миша
miško	мишу
miško	мишкою
miško	миші
miško	мишка
pričakovanja	очікувань
pričakovanja	сподівання
pričakovanja	кавалер
lidija	лідія
apple	яблуко
apple	apple
apple	яблучко
pripadnosti	належності
pripadnosti	належить
ogroženih	зникнення
odgovori	відповідь
odgovori	відповідь
odgovori	відповісти
odgovori	відповіді
odgovori	відповіді
kroglo	орб
razkrije	розкриває
pesniki	поетів
pesniki	поети
winter	зима
pravilna	виправте
pravilna	виправити
pravilna	правильна
pravilna	правильний
ustrezna	актуальна
ustrezna	відповідний
ustrezna	відповідні
ustrezna	відповідну
ustrezna	адекватна
ustrezna	оснащені
ustrezna	підходить
začetno	початкова
začetno	початковий
začetno	початкове
maščevanje	розплата
maščevanje	помста
maščevanje	помсти
maščevanje	помста
maščevanje	відплата
železov	залізний
železov	залізо
železov	залізна
železov	заліза
sierra	сьєрра
občutljivost	ніжність
občutljivost	чутливість
užival	сподобалося
ribolov	рибалку
ribolov	рибалити
ribolov	тунця
blata	бруд
vatikan	ватикан
vatikan	ватикані
vprašal	запитали
vprašal	запитала
vprašal	просили
vprašal	просив
vprašal	запитав
messerschmitt	messerschmitt
kong	конг
enterprise	підприємство
enterprise	підприємства
enterprise	enterprise
tomo	томо
prepovedana	заборона
prepovedana	заборонено
prepovedana	заборонене
prepovedana	заборонений
prepovedana	заборонені
prepovedana	заборонено
prepovedana	заборонили
prepovedana	заборонене
zadovoljen	задоволені
zadovoljen	задоволена
zadovoljen	задоволений
oglaševanje	реклама
torre	торре
jabolko	яблуко
jabolko	apple
jabolko	яблучко
kal	кал
dosledno	однорідного
izračun	підрахунок
izračun	обчислення
izračun	підрахунку
izračun	розрахунки
odmerek	доза
odmerek	доза
digitalno	цифрове
digitalno	digital
digitalno	цифрова
digitalno	цифровий
kandidati	кандидатів
receptorje	рецептори
gmbh	gmbh
ubitih	вбив
ubitih	вбили
novica	новини
novica	новина
aretirali	затримала
aretirali	заарештовано
aplikacije	додатки
aplikacije	програми
aplikacije	додатки
steza	доріжки
steza	трек
steza	композицію
steza	доріжка
steza	композиція
steza	стежити
steza	смугу
pepel	попіл
pepel	прах
pepel	попіл
pepel	ash
pepel	аш
pepel	еш
avstrijci	австрійці
podlage	лайнер
gov	gov
litva	литві
litva	литви
litva	литва
iva	iva
kult	культ
nemec	німецька
nemec	німець
nemec	герман
nemec	німецькою
nemec	німецький
latvija	латвії
latvija	латвія
