और	et
बेल	cloche
बेल	clochette
बेल	bell
सेंट्रल	central
सेंट्रल	centrale
घातक	mortels
घातक	mortel
घातक	mortelle
घातक	pernicieux
मास्टर	maitre
मास्टर	master
मास्टर	maître
तस्वीर	photo
तस्वीर	image
पहल	initiative
परे	beyond
वाहनों	véhicules
राजपूत	rajput
सच	vrais
सच	true
सच	vraie
सच	vrai
सच	véritable
सच	verite
सच	vérité
पाउंड	lbs
पाउंड	dièse
पाउंड	livre
इण्डिया	inde
इण्डिया	indes
प्राधिकरण	autorités
प्राधिकरण	autorité
प्राधिकरण	autorisation
कीट	insectes
कीट	insecte
कीट	insectes
कीट	insecte
गाना	chant
गाना	chanter
गाना	chant
गाना	chanson
धातुओं	métaux
अतीत	passées
अतीत	passée
अतीत	passé
अतीत	passés
समाजवादी	socialistes
समाजवादी	socialiste
समाजवादी	socialisme
वेतन	salaire
वाणिज्य	commerce
उन्नति	avancement
आखिरी	dernier
आखिरी	dernière
आखिरी	derniers
आखिरी	dernières
धूम्रपान	fumer
धूम्रपान	fumeurs
धूम्रपान	fumeur
धूम्रपान	tabac
धूम्रपान	tabagisme
शिवाजी	shivaji
ब्याज	intérêts
ब्याज	intérêt
घोड़े	chevaux
घोड़े	cheval
घोड़े	chevaux
घोड़े	cheval
घोड़े	jument
माला	maldives
माला	guirlande
माला	garland
माला	mala
लेखा	comptables
लेखा	comptable
लेखा	comptabilité
तेलुगु	telugu
दीवारों	murs
दीवारों	graffiti
दीवारों	graffitis
रात्रि	soirée
रात्रि	nuit
रात्रि	soir
बेस	bess
बेस	base
बेस	contrebasse
बेस	basse
बेस	bassiste
बेस	bass
फलन	fonctions
फलन	fonction
चोटी	apogée
चोटी	pinnacle
मानता	croit
चंद्र	lunaire
सतत	cohérents
सतत	cohérentes
सतत	cohérente
सतत	cohérent
सतत	continue
सतत	ininterrompu
सतत	continu
सतत	continus
ऊष्मा	chaleur
ऊष्मा	thermique
ऊष्मा	chauffer
ऊष्मा	chaleur
कारों	voitures
रेस	course
रेस	race
तालाब	étang
बृहस्पति	jupiter
प्रोत्साहन	incitatifs
प्रोत्साहन	incitations
प्रोत्साहन	incitatif
प्रोत्साहन	incitatifs
प्रोत्साहन	incitation
प्रोत्साहन	incitations
प्रोत्साहन	encourager
प्रोत्साहन	encouragements
प्रोत्साहन	encouragement
टीमों	équipes
टीमों	equipes
मामला	cas
मामला	étui
मामला	affaire
इंदिरा	indira
निष्क्रिय	inerte
निष्क्रिय	inertes
निष्क्रिय	désactivation
निष्क्रिय	désactive
निष्क्रिय	désactiver
निष्क्रिय	désactivé
निष्क्रिय	handicapé
निष्क्रिय	handicapés
निष्क्रिय	désactivés
निष्क्रिय	désactivée
निष्क्रिय	désactivé
निष्क्रिय	inactif
निष्क्रिय	ralenti
निष्क्रिय	inactive
निष्क्रिय	inactives
निष्क्रिय	inactifs
निष्क्रिय	inactif
लौह	fer
सोनी	sony
रॉय	roy
बनावट	textures
बनावट	textures
बनावट	texture
गायन	chant
गायन	chanter
गायन	vocaux
गायन	chant
गायन	vocale
गायन	vocal
आवेदन	application
आवेदन	candidature
आवेदन	applications
आवेदन	demandes
सकल	dégoûtant
सकल	gross
सकल	brut
सकल	brutes
सकल	brute
कमाई	gagner
कमाई	gains
कमाई	salaire
विश्वविद्यालयों	universités
विश्वविद्यालयों	université
विश्वविद्यालयों	universitaire
साहिब	sahib
साहिब	shihab
उठाने	soulever
उठाने	levée
उठाने	levage
उठाने	lever
साउथ	méridional
साउथ	sud
गहन	profond
गहन	profonds
गहन	deep
गहन	profonde
बाघ	tiger
बाघ	tigresse
बाघ	tigres
बाघ	tigre
टिकट	billets
टिकट	billetterie
टिकट	billet
टिकट	ticket
राजशाही	monarchie
पैरों	pieds
पैरों	cuisses
पैरों	jambes
पैरों	pattes
ब्लॉग	blog
ब्लॉग	blogue
ब्लॉग	blogue
ब्लॉग	blogs
सड़कों	routes
सड़कों	chemins
उद्देश्यों	entrepreneur
उद्देश्यों	entrepreneurs
जाल	net
जाल	filets
जाल	filet
जाल	mailles
जाल	maillage
जाल	maille
जाल	treillis
मिलान	matches
मिलान	correspondances
मिलान	matchs
मिलान	allumettes
मिलान	milan
मिलान	appariement
मिलान	adéquation
मिलान	correspondance
मिलान	correspondant
मिलान	correspondance
मिलान	allumette
मिलान	match
प्रावधान	provision
प्रावधान	disposition
प्रावधान	dispositions
प्रावधान	provisions
सदस्यता	membres
सदस्यता	adhésion
सदस्यता	souscription
सदस्यता	abonnements
सदस्यता	abonnement
रिकार्ड	enregistre
रिकार्ड	record
रिकार्ड	enregistrer
साझा	partagées
साझा	partagée
साझा	partagé
साझा	partage
साझा	parts
साझा	actions
साझा	partages
स्वतन्त्रता	indépendance
अधिकृत	autorisées
अधिकृत	autorisé
अधिकृत	autorisés
अधिकृत	autorisée
सापेक्ष	relatif
सापेक्ष	relative
सापेक्ष	parent
पड़ी	padi
विफल	échec
विफल	raté
विफल	échoué
संदेह	doute
संदेह	doutes
संदेह	douter
संदेह	doutez
संदेह	doute
संदेह	doutes
आग्रह	demander
आग्रह	demande
आग्रह	requête
आग्रह	demandez
किरण	kiran
कारोबार	affaires
कारोबार	entreprise
कारोबार	entreprises
रिंग	bague
रिंग	anneau
ऑपरेशन	fonctionnement
ऑपरेशन	opération
आपसी	mutuelle
आपसी	réciproque
आपसी	mutuel
आपसी	mutuelles
पवन	vent
पवन	éolien
पवन	éolienne
पवन	vents
छूट	escompte
छूट	rabais
छूट	réduction
छूट	remise
छूट	rabais
छूट	remises
छूट	réductions
छूट	réduction
बाधा	obstacle
अमीर	émirat
अमीर	émir
अमीर	riches
अमीर	rich
अमीर	riche
समतल	plats
समतल	plat
समतल	avion
बस्ती	ville
बस्ती	basti
कठिनाई	difficulté
कठिनाई	difficultés
पुर्तगाली	portugaise
पुर्तगाली	portugais
जड़	root
जड़	racines
जड़	racine
जड़	racines
जड़	racine
बौद्धिक	intellectuelle
बौद्धिक	intellectuel
बौद्धिक	intellectuels
उदयपुर	udaipur
गठित	constitué
गठित	constituée
बोस	bose
निकलता	côtes
निकलता	côtelettes
स्वर्ग	paradis
स्वर्ग	heaven
स्वर्ग	cieux
स्वर्ग	ciel
स्वर्ग	paradis
स्वर्ग	paradisiaque
स्वर्ग	paradise
शासित	gouverné
शासित	statué
चोपड़ा	chopra
अहमदाबाद	ahmedabad
प्रोटोकॉल	protocole
प्रोटोकॉल	protocol
प्रोटोकॉल	protocoles
व्यय	dépenses
व्यय	dépense
व्यय	dépense
गणतंत्र	république
माया	maya
माया	mayas
तिब्बती	tibétains
तिब्बती	tibétaine
तिब्बती	tibétain
तिब्बती	tibet
आत्महत्या	suicide
आत्महत्या	suicides
संजय	sanjay
मतभेद	différences
अयोध्या	ayodhya
अतिथि	invités
अतिथि	hôtes
अतिथि	invité
अतिथि	invitée
अतिथि	invités
लें	prend
लें	prendre
लें	prenez
लें	prends
शानदार	brillant
शानदार	brillants
शानदार	brillante
शानदार	fabuleuse
शानदार	fabuleux
शानदार	superbe
शानदार	superbes
डाक	courrier
डाक	mail
डाक	postaux
डाक	postal
डाक	postale
प्रतिद्वंद्वी	rival
प्रतिद्वंद्वी	rivale
प्रतिद्वंद्वी	rivaux
प्रतिद्वंद्वी	opposant
प्रतिद्वंद्वी	adversaire
प्रतिद्वंद्वी	adversaires
प्रतिद्वंद्वी	opposants
मनु	manu
संयोग	hasard
संयोग	coïncidences
संयोग	coïncidence
संयोग	coincidence
कविताओं	poèmes
तरंग	ripple
तरंग	vague
तरंग	onde
उठाया	élevé
उठाया	soulevées
अंतराल	intervalle
अंतराल	entracte
अंतराल	intervalles
पेटेंट	brevets
पेटेंट	brevet
क्रिस	chris
क्रिस	christophe
क्रिस	kris
क्रिस	cris
परिचित	familières
परिचित	familière
परिचित	familier
परिचित	familiers
परिचित	connaissances
परिचित	connaissance
इंडोनेशिया	indonésie
विश्वसनीय	fiable
विश्वसनीय	fiables
विश्वसनीय	confiance
अब्दुल	abdul
अब्दुल	abdel
तत्काल	immédiatement
तत्काल	aussitôt
तत्काल	instantané
तत्काल	instantanée
तत्काल	instant
तत्काल	instantanés
तत्काल	immédiates
तत्काल	immédiat
तत्काल	immédiats
तत्काल	immédiate
तत्काल	immédiatement
तत्काल	urgent
तत्काल	urgents
तत्काल	urgentes
तत्काल	urgente
चित्रकला	peinture
चित्रकला	peintures
पहलुओं	aspects
गेट	gate
गेट	porte
चैंपियनशिप	championnat
बाबू	daddy
बाबू	papa
लक्ष्मण	lakshmana
पैदल	piéton
पैदल	piétons
पैदल	piétonne
पैदल	trottoir
पैदल	trottoirs
पैदल	pédale
रहकर	rester
राधा	radha
संतान	descendance
संतान	progéniture
जर्नल	revue
जर्नल	journal
गुप्ता	gupta
लाखों	millions
मुखर्जी	mukherjee
शैक्षणिक	éducatif
खोला	ouvert
भाप	vapeur
भाप	vapeurs
बेस्ट	meilleure
बेस्ट	meilleures
बेस्ट	meilleur
बेस्ट	best
बेस्ट	meilleurs
गलती	error
गलती	erreur
गलती	erreurs
गलती	erreur
भ्रूण	embryon
भ्रूण	embryons
भ्रूण	foetus
भ्रूण	fœtus
गोपाल	gopal
भंग	dissoudre
चेक	tchèque
चेक	tchèques
चेक	chèque
ब्राजील	brésil
ब्राजील	brics
राग	mélodie
राग	mélodies
राग	melody
राग	raga
तटीय	côtières
तटीय	littoral
तटीय	côtier
तटीय	côtière
सम्प्रदाय	secte
ख्याति	célébrité
ख्याति	renommée
ख्याति	gloire
ख्याति	fame
कोष	référentiels
सिन्हा	sinha
पंजीकृत	enregistrée
पंजीकृत	inscrits
पंजीकृत	enregistrés
पंजीकृत	enregistré
पंजीकृत	inscrit
सिंध	sind
वैध	valables
वैध	valide
वैध	valable
वैध	valides
वैध	validité
टॉम	tom
संकल्प	résolutions
जूनियर	juniors
जूनियर	junior
चुम्बकीय	magnétiques
चुम्बकीय	magnétique
चुम्बकीय	magnétisme
बादशाह	roi
बादशाह	king
रचनात्मक	créatifs
रचनात्मक	créative
रचनात्मक	créatif
मुखपृष्ठ	maison
मुखपृष्ठ	domicile
मुखपृष्ठ	accueil
ट्रस्ट	trust
ट्रस्ट	fiducie
ट्रस्ट	confiance
प्रस्तुति	présentation
उपर	top
उपर	haut
धरोहर	héritage
धरोहर	patrimoine
भूल	oubli
अद्वितीय	uniques
अद्वितीय	unique
सरकारों	gouvernements
खतरनाक	dangereux
खतरनाक	dangereuse
खतरनाक	dangereuses
त्यौहार	festival
त्यौहार	fête
त्यौहार	festivals
त्यौहार	fêtes
त्यौहार	festif
त्यौहार	festive
परिमाण	ampleur
परिमाण	magnitude
परिमाण	grandeur
परिमाण	paramètres
संक्रमित	infectée
संक्रमित	infecter
संक्रमित	infecté
संक्रमित	contaminés
संक्रमित	contaminé
संक्रमित	infectés
देखना	regardez
देखना	montre
देखना	montres
देखना	regarder
देखना	regarde
ख़ास	spéciales
ख़ास	spécial
ख़ास	spéciaux
ख़ास	spéciale
अवसरों	occasions
माँग	exiger
स्पेनिश	espagnol
स्पेनिश	espagnole
स्पेनिश	espagnols
महारानी	reine
महारानी	queen
महारानी	maharani
निरीक्षण	inspections
निरीक्षण	inspection
जिम्मेदारी	responsabilités
जिम्मेदारी	responsabilité
रंगमंच	théatre
रंगमंच	théâtre
रंगमंच	théâtres
भारतीयों	indiens
त्रुटि	fautes
त्रुटि	erreurs
त्रुटि	error
त्रुटि	erreur
त्रुटि	erreurs
ऊँची	élevée
ऊँची	hautes
ऊँची	haut
ऊँची	haute
ऊँची	élevé
ज्यामिति	géométrique
ज्यामिति	géométrie
आराम	détendue
आराम	détendu
आराम	décontractée
आराम	confort
आराम	réconfort
आराम	comfort
आराम	relaxer
आराम	détendre
आराम	détente
आराम	relax
आराम	repos
आराम	repose
रवि	soudan
रवि	dim
रवि	soleil
रवि	ravi
रवि	réunion
रवि	reunion
रवि	retrouvailles
संजीव	sanjeev
भाजपा	bjp
पिछली	prev
बेटा	beta
बेटा	bêta
बेटा	béta
बेटा	fils
बेटा	fiston
टुकड़े	morceaux
क्रिस्टल	cristal
क्रिस्टल	cristalline
क्रिस्टल	cristaux
क्रिस्टल	crystal
चौथा	quatrième
चौथा	fourth
चौथा	quatrièmement
प्रसन्न	enchanté
प्रसन्न	ravie
प्रसन्न	ravi
प्रसन्न	ravis
प्रसन्न	jolly
प्रसन्न	content
प्रसन्न	heureuses
प्रसन्न	joyeux
प्रसन्न	heureux
प्रसन्न	heureuse
प्रसन्न	joyeuse
सार	abstraite
सार	abstrait
सार	abstraits
सार	résumé
पड़ोसी	voisine
पड़ोसी	voisin
पड़ोसी	voisines
पड़ोसी	voisins
पड़ोसी	voisines
पड़ोसी	voisins
पड़ोसी	voisine
पड़ोसी	voisin
गाया	sang
गाया	chanté
गाया	chantait
भ्रम	confusion
भ्रम	désarroi
भ्रम	illusoire
भ्रम	illusion
भ्रम	illusions
राजनेता	politiciens
राजनेता	politicien
गोल्ड	doré
गोल्ड	or
गोल्ड	gold
भिन्नता	différence
रविवार	sunday
रविवार	dimanches
रविवार	dimanche
सारणी	table
सारणी	tableau
ग्वालियर	gwalior
नाभिकीय	nucléaires
नाभिकीय	nucléaire
बीकानेर	bikaner
अपवाद	exceptions
अपवाद	exception
अपवाद	dérogations
अपवाद	exception
लिखना	ecrire
लिखना	rédaction
लिखना	écriture
लिखना	écrire
लिखना	dactylographie
लिखना	taper
पाप	pêché
पाप	pécher
पाप	péché
पाप	sin
पाप	péchés
गले	câlins
गले	calin
गले	câlin
सिद्धार्थ	siddhartha
सिद्धार्थ	siddharth
जनक	parents
जनक	parent
स्वचालित	auto
स्वचालित	automatique
स्वचालित	automatisée
स्वचालित	automatisé
स्वचालित	automatiques
स्वचालित	automatisé
स्वचालित	automatique
खेत	ferme
खेत	fermes
नागपुर	nagpur
सेमी	semi
असाधारण	extraordinaire
असाधारण	extraordinaires
असाधारण	exceptionnel
असाधारण	exceptionnels
असाधारण	exceptionnelle
असाधारण	exceptionnelles
अपील	pourvoi
अपील	appel
दर्शक	afficheur
दर्शक	spectateur
दर्शक	visionneuse
दर्शक	audience
दर्शक	auditoires
दर्शक	auditoire
दर्शक	spectateur
दर्शक	téléspectateurs
दर्शक	spectateurs
सैकड़ों	centaines
सैकड़ों	centaine
पार्वती	parvati
क्लास	classe
लीला	leila
लीला	leela
कलात्मक	artistiques
कलात्मक	artistique
मंगोल	mongols
मंगोल	mongolie
उपनिषद	upanishads
शुभ	bons
शुभ	bien
शुभ	bonne
शुभ	bon
शुभ	bonnes
स्वीकृत	acceptées
स्वीकृत	acceptés
स्वीकृत	acceptée
स्वीकृत	accepté
स्वीकृत	accepte
स्वीकृत	approuvé
स्वीकृत	approuvée
स्वीकृत	approuvés
स्वीकृत	agréée
स्वीकृत	approuvées
स्वीकृत	agréé
बैटरी	batterie
बैटरी	pile
बैटरी	accumulateur
बैटरी	batterie
बैटरी	batteries
बैटरी	piles
बैटरी	accumulateurs
कहानियाँ	histoires
असमर्थ	incapable
पुष्प	fleurs
पुष्प	fleurs
पुष्प	fleur
सुविधाएं	équipements
सुविधाएं	installations
अक्षांश	latitude
अक्षांश	latitudes
मियामी	miami
सम्पर्क	contacter
सम्पर्क	contactez
सम्पर्क	contact
सम्पर्क	contacte
सम्पर्क	contacts
दृश्यों	scènes
कार्यवाही	procédures
श्वसन	respiration
संक्षेप	brièveté
संक्षेप	concision
आतंकवाद	terrorisme
परिस्थिति	situation
परिस्थिति	circonstances
परिस्थिति	circonstance
लोकतंत्र	démocratie
उपलब्धि	accomplissement
कुश्ती	catch
कुश्ती	lutte
कुश्ती	wrestling
कुश्ती	lutter
क्लिक	clics
क्लिक	cliquer
क्लिक	cliquez
क्लिक	cliquant
लेबल	labels
लेबल	étiquettes
लेबल	libellés
लेबल	libellé
लेबल	label
लेबल	étiquette
लेबल	étiquettes
अकाल	famine
अकाल	famines
अकाल	famines
फैशन	mode
पैलेस	palais
पैलेस	palace
नीला	bleu
नीला	bleus
नीला	bleue
नीला	bleues
पोर्ट	port
पोर्ट	ports
विधेयक	bill
विधेयक	facture
विधेयक	facturer
बलों	forces
स्टील	acier
स्टील	steele
रोशन	roshan
यूनान	grece
यूनान	grèce
थोड़े	légèrement
ऑस्टिन	austin
एकड़	hectares
एकड़	acres
एकड़	hectare
एकड़	acre
सेकंड	secondes
सेकंड	seconds
सेकंड	second
सेकंड	deuxième
सेकंड	deuxieme
सेकंड	seconde
अवयव	composante
अवयव	composant
अवयव	element
अवयव	élément
आलेख	article
आलेख	articles
आलेख	graphique
आलेख	graphe
दिव्य	divine
दिव्य	divin
दिव्य	divins
फ्लोरिडा	floride
नली	tuyau
नली	boyau
साक्ष्य	preuve
साक्ष्य	preuves
कहाँ	oú
कहाँ	où
आवरण	enveloppe
आवरण	couvercle
आवरण	couverture
आवरण	couvrir
आवरण	housse
निकला	dérivé
निकला	dérivée
निकला	dérivées
मौर्य	maurya
आंकड़े	stats
आंकड़े	statistiques
आंकड़े	statistiques
आंकड़े	statistique
आंकड़े	chiffres
उपदेश	prêcher
उपदेश	sermon
उपदेश	prêcher
उपदेश	prêche
एकीकरण	intégration
फोटो	photo
फोटो	photos
फोटो	photographies
चोरी	volée
चोरी	volées
चोरी	volé
चोरी	volés
चोरी	dérobée
चोरी	vol
चोरी	voler
सिंहासन	trône
जगदीश	jagdish
आचरण	comportements
आचरण	comportement
क्लोराइड	chlore
हरी	verte
हरी	vert
हरी	vertes
हरी	hari
शरण	refuge
परिकल्पना	hypothèses
परिकल्पना	hypothèse
बयान	énoncé
बयान	déclaration
मुंह	bouche
मुंह	embouchure
विनाश	destructions
विनाश	anéantissement
विनाश	destruction
विनाश	perdition
पाक	pak
एजेंट	mandataire
एजेंट	agent
बेल्जियम	belgique
वितरित	livrés
वितरित	livrée
वितरित	délivré
वितरित	livré
वितरित	distribue
वितरित	distribuer
वितरित	distribué
वितरित	distribués
वितरित	distribuée
वितरित	distribuées
श्रेणियाँ	guilde
श्रेणियाँ	catégories
शाब्दिक	littérale
शाब्दिक	littéral
चौक	chowk
खूब	bien
खूब	puits
खूब	bah
आतंकवादी	terroriste
आतंकवादी	terroristes
आतंकवादी	terroristes
प्रतिबंधित	restreindre
प्रतिबंधित	limiter
प्रतिबंधित	limité
प्रतिबंधित	restreint
प्रतिबंधित	interdits
प्रतिबंधित	interdite
प्रतिबंधित	interdit
प्रतिबंधित	bannis
प्रतिबंधित	bannie
साथियों	collègues
न्यूटन	newton
पारस्परिक	mutuelle
पारस्परिक	réciproque
पारस्परिक	mutuel
पारस्परिक	mutuelles
अद्यतन	actualisation
अद्यतन	actualiser
बैठे	assise
बैठे	assis
पारम्परिक	traditionnelles
पारम्परिक	traditionnel
पारम्परिक	traditionnelle
पारम्परिक	traditionnels
विलुप्त	éteinte
विलुप्त	éteint
विलुप्त	éteints
नवाब	nawab
सिक्किम	sikkim
प्रशिक्षित	formés
प्रशिक्षित	entraîné
प्रशिक्षित	formé
पारिस्थितिकी	écologie
सैद्धांतिक	théoriques
सैद्धांतिक	théorique
स्पेनी	espagnol
स्पेनी	espagnole
स्पेनी	espagnols
पौधा	végétal
पौधा	usine
पौधा	plante
माई	mai
माई	maï
संलग्न	joindre
संलग्न	attacher
संलग्न	contigus
संलग्न	contiguës
संलग्न	attachée
संलग्न	attaché
संलग्न	attachées
संलग्न	attachés
होम	maison
होम	domicile
होम	accueil
सिक्के	pièces
सिक्के	monnaies
काउंसिल	conseil
ट्यूब	tube
अवलोकन	aperçu
अवलोकन	observation
नमूने	spécimens
नमूने	échantillons
बन्द	off
बन्द	hors
बन्द	fermée
बन्द	fermé
बन्द	fermés
बन्द	clos
बन्द	fermer
बन्द	proche
कब	lorsque
कब	quand
तारीख	date
एकदम	absolument
समावेश	inclusions
समावेश	inclusion
खुदाई	excavation
खुदाई	terrassement
खुदाई	fouilles
खुदाई	creuser
खुदाई	creuse
खुदाई	forages
खुदाई	forage
खुदाई	perçage
भरत	bharat
भरत	bharata
फलों	fruits
वस्तुएँ	objets
हमलों	attaques
हमलों	agressions
हमलों	attentats
हमलों	frappes
हमलों	grèves
बीस	twenty
बीस	vingt
शिकायत	plainte
शिकायत	plaintes
शिकायत	réclamations
शिकायत	réclamation
शिकायत	plainte
शिकायत	plaintes
शिकायत	plaindre
सफाई	propreté
सफाई	ménage
सफाई	nettoyage
टेलीविज़न	télévisions
टेलीविज़न	téléviseurs
टेलीविज़न	téléviseur
टेलीविज़न	télévision
टेलीविज़न	télé
अन्ना	anna
विन्यास	configuration
विन्यास	paramètres
विन्यास	réglages
विन्यास	configuration
विन्यास	paramétrage
ध्रुवीय	polar
ध्रुवीय	polaires
ध्रुवीय	polaire
पार्श्व	flanc
पार्श्व	latéraux
पार्श्व	côté
पार्श्व	latérale
पार्श्व	latéral
घड़ी	horloge
घड़ी	horloges
रोशनी	lumières
रोशनी	lumière
रोशनी	luminaires
रोशनी	lumiere
रोशनी	lumière
रोशनी	légère
रोशनी	léger
आलोचक	critique
रखरखाव	entretien
रखरखाव	maintenance
डीएनए	adn
नाना	nana
नाना	mamie
स्पर्श	toucher
स्पर्श	touchez
स्पर्श	touch
स्पर्श	touche
गणितज्ञ	mathématicien
वनों	déboisement
वनों	déforestation
वनों	forestier
वनों	forêts
वनों	forêt
वनों	foret
वनों	forêts
वनों	forêt
कृतियाँ	écritures
कृतियाँ	écrits
जीते	gagné
जीते	gagnée
जीते	gagnées
जीते	won
जीते	gagnés
कबीर	kabir
हानिकारक	nuisibles
हानिकारक	nocif
हानिकारक	nocives
हानिकारक	nuisible
हानिकारक	préjudiciable
आमंत्रित	invité
आमंत्रित	invitée
आमंत्रित	invitées
शिल्प	shillong
हिन्दुस्तान	hindustan
पीला	jaunes
पीला	jaune
सीधी	hétéro
श्लोक	verset
श्लोक	couplet
किलो	kilo
बादल	nuages
बादल	nuage
बादल	cloud
बादल	nuages
बादल	badal
चंद्रमा	lunaire
चंद्रमा	lune
चंद्रमा	moon
कोयला	houille
कोयला	charbon
कोयला	charbon
संवैधानिक	constitutionnelle
संवैधानिक	constitutionnel
संवैधानिक	constitutionnels
पादप	végétal
पादप	usine
पादप	plante
चौड़ाई	largeur
चौड़ाई	largeurs
उपयोगिता	utilitaire
उपयोगिता	utilité
उपयोगिता	utilité
उपयोगिता	ergonomie
उपयोगिता	convivialité
तिलक	tilak
प्रमेय	théorème
संवेदनशील	sensible
संवेदनशील	délicat
संवेदनशील	sensibles
मान्य	valables
मान्य	valide
मान्य	valable
मान्य	valides
अनुसूचित	prévu
अनुसूचित	planifiée
अनुसूचित	programmée
अनुसूचित	planifié
अनुसूचित	programmé
सम्पन्न	fini
सम्पन्न	terminée
सम्पन्न	finis
सम्पन्न	terminé
सम्पन्न	fait
सम्पन्न	faite
हॉलीवुड	hollywood
शहीद	martyr
शहीद	martyre
शहीद	martyr
शहीद	martyre
शहीद	shaheed
तेज़	rapide
तेज़	rapidement
तेज़	vite
तेज़	rapidité
तेज़	rapides
पीछा	pourchasser
पीछा	chase
अर्ध	quasi
अर्ध	semi
विकासशील	développer
अल्प	alp
अल्प	légère
न्यायिक	judiciaire
फंड	fonds
नाक	nez
बाई	bai
राणा	rana
निवेदन	demandes
निवेदन	requêtes
निवेदन	demander
निवेदन	demande
निवेदन	requête
निवेदन	demandez
इंदौर	indore
ब्रायन	brian
ब्रायन	bryan
अनुभाग	section
अनुभाग	sections
बीसवीं	vingtième
बीसवीं	twentieth
बीसवीं	xxe
रंगीन	coloré
रंगीन	colorée
रंगीन	colorés
रंगीन	coloré
रंगीन	colorée
रंगीन	coloré
रंगीन	colorée
रंगीन	multicolore
रंगीन	colorés
अपेक्षित	attendus
अपेक्षित	escompté
अपेक्षित	attendue
अपेक्षित	attendu
मूलभूत	fondamentale
मूलभूत	fondamental
मूलभूत	fondamentaux
मूलभूत	défaut
मूलभूत	basiques
मूलभूत	élémentaire
मूलभूत	basique
मूलभूत	basic
मूलभूत	intrinsèque
मूलभूत	intrinsèques
विभागों	départements
अदा	paye
अदा	payez
अदा	payer
अदा	paie
जिम	gymnase
जिम	gym
जिम	jim
एटा	hap
एटा	eta
अनिल	anil
नरेन्द्र	narendra
पूछा	demandé
कहानियां	histoires
उत्पादित	produite
उत्पादित	produites
पहुँचा	accédé
पहुँचा	consulté
दोषी	coupable
दोषी	coupables
ज्वर	fièvre
क्रिसमस	noël
क्रिसमस	noel
राहत	soulagé
राहत	relief
राहत	soulagement
राहत	secours
रखें	maintenir
रखें	garder
रखें	conserver
भंडार	stockage
भंडार	entreposage
भंडार	rangement
गार्डन	jardins
गार्डन	jardin
कार्टून	cartoon
फ़्रांस	france
व्यंग्य	satirique
व्यंग्य	satire
व्यंग्य	parodie
छंद	rime
छंद	rimes
ठंडा	rhume
ठंडा	froide
ठंडा	froid
ठंडा	froids
नाडु	nadu
पत्थरों	pierres
अक्ष	haches
अक्ष	axes
अक्ष	axes
अक्ष	axe
इमारतें	bâtiments
इमारतें	immeubles
इमारतें	édifices
प्रतिपादन	rendre
प्रतिपादन	rendu
पन्ने	pages
मोदी	modi
एपिसोड	épisodes
एपिसोड	épisode
एपिसोड	episode
डोमेन	domaines
डोमेन	domaine
मैक	mac
वचन	covenant
वचन	pacte
आकलन	évaluations
आकलन	conjectures
आकलन	conjecture
मध्यकालीन	médiévale
मध्यकालीन	médiévales
मध्यकालीन	médiéval
मध्यकालीन	médiévaux
पर्यावरणीय	environnemental
पसंदीदा	préféré
पसंदीदा	préférée
पसंदीदा	favori
पसंदीदा	favoris
पसंदीदा	préférés
पसंदीदा	signets
पसंदीदा	préféré
पसंदीदा	préférée
पसंदीदा	favori
पसंदीदा	favoris
पसंदीदा	préférés
पसंदीदा	favoris
अनुयायी	adeptes
अनुयायी	abonnés
मुकदमा	essai
मुकदमा	procès
मुकदमा	sue
मुकदमा	poursuites
मुकदमा	procès
कार्ल	carl
वियतनाम	vietnam
वियतनाम	viêtnam
तलवार	lance
तलवार	épée
तलवार	glaive
तलवार	sabre
तुलनात्मक	comparatif
तुलनात्मक	comparé
तुलनात्मक	comparative
तुलनात्मक	comparatifs
उत्पादक	productives
उत्पादक	productive
उत्पादक	productif
उत्पादक	productifs
उत्पादक	producteur
उत्पादक	productrice
उत्पादक	producteurs
उत्पादक	constructeur
उत्पादक	manufacturier
उत्पादक	fabricant
आयरिश	irlandaise
आयरिश	irlandais
अभिलेख	archivage
अभिलेख	archiver
अभिलेख	archive
अभिलेख	archives
अभिलेख	archives
राजकुमारी	princesse
राजकुमारी	princess
राजकुमारी	princesses
अनुचित	irrespectueux
अनुचित	inéquitable
अनुचित	déloyale
अनुचित	injuste
अनुचित	déloyal
अनुचित	injustes
अनुचित	injustement
अनुचित	inapproprié
अनुचित	inappropriée
अनुचित	inconvenant
अनुचित	inappropriés
अनुचित	inadéquat
कल	demain
कल	tomorrow
कल	hier
कल	yesterday
इनकार	blasphème
इनकार	refuser
इनकार	nier
इनकार	dénier
इनकार	renier
प्रतिकूल	défavorables
प्रतिकूल	défavorable
प्रतिकूल	néfastes
प्रतिकूल	défavorable
प्रतिकूल	hostilité
प्रतिकूल	hostile
प्रतिकूल	hostiles
नींद	sommeil
नींद	dormir
नींद	dors
कार्यान्वयन	implémentation
नाइट	nite
बाँध	dam
बाँध	barrage
बाँध	digue
विवादास्पद	controverse
विवादास्पद	controversée
विवादास्पद	polémique
विवादास्पद	controversé
कथानक	scénario
प्रभुत्व	dominante
प्रभुत्व	domination
प्रभुत्व	dominance
प्रभुत्व	prédominance
बेहतरीन	meilleure
बेहतरीन	meilleures
बेहतरीन	meilleur
बेहतरीन	best
बेहतरीन	meilleurs
बेहतरीन	excellents
बेहतरीन	excellente
बेहतरीन	excellent
तालिका	table
तालिका	tableau
