εξερευνητής	துருவி
γκρέι	பழுப்பு
γκρέι	கிரே
γκρέι	சாம்பல்
γκρέι	பழுப்பு
γκρέι	சாம்பல்
επισκευή	பழுது
επισκευή	பழுது
σωλήνες	குழாய்கள்
λιβερία	லைபீரியா
μίλτον	மில்டன்
βέλγος	பெல்ஜிய
θλίψη	துயரம்
θλίψη	வருத்தத்தை
θλίψη	சோகம்
θλίψη	சோகத்தை
ενσωματωθεί	incorporated
ένατη	ஒன்பதாவது
βόλτα	சவாரி
βόλτα	நடைபயணம்
βόλτα	நட
βόλτα	நடை
βόλτα	நடக்க
βόλτα	உலா
τροφές	உணவு
τροφές	சாப்பாடு
τροφές	உணவுகள்
κράτηση	தடுத்து
κράτηση	தடுப்பு
κράτηση	இடஒதுக்கீடு
κράτηση	முன்பதிவு
κουρασάο	குராசோ
αποδεκτές	ஏற்கக்கூடிய
καναδική	கனடிய
καναδική	கனேடிய
ποικίλλουν	மாறுபடும்
καλώδια	கம்பிகள்
καλώδια	கேபிள்கள்
καλώδια	வடம்
καλώδια	கேபிள்
συνεδριάσεις	சந்திப்புகள்
συνεδριάσεις	கூட்டங்கள்
αδύνατον	முடியாதா
αδύνατον	சாத்தியமற்றது
μύες	தசைகளை
μύες	தசைகள்
μύες	தசை
ευαγγελισμός	annunciation
εστάλη	அனுப்பிய
εστάλη	அனுப்பி
εστάλη	அனுப்பப்பட்டது
εστάλη	அனுப்பியது
ζοζέ	ஜோஸ்
κάθοδο	cathode
χορδές	தொடர்கள்
ματιών	வலை
υδρογονάνθρακες	hydrocarbons
υδρογονάνθρακες	hydrocarbon
τόνυ	டோனி
νέβις	நெவிசு
πριγκίπισσες	இளவரசிகள்
ιστ	கிழக்கு
εκμάθηση	கற்றல்
χα	ஹா
παρόντες	நடப்பு
παρόντες	தற்போதைய
δίαιτα	டயட்
δίαιτα	உணவில்
σταθεί	நிற்கும்
σταθεί	நிற்க
σταθεί	நில்
ουρανίου	யுரேனியம்
τεχνητά	செயற்கை
αποβολή	கருச்சிதைவு
αποβολή	எலிமினேஷன்
προϋπολογισμός	பட்ஜெட்
παράκτιες	கடலோர
σκηνικά	காட்சியமைப்பு
σκηνικά	முட்டுகள்
περιθώρια	ஓரங்கள்
σίντνεϊ	சிட்னி
εργαζόμενος	பணியாளர்
εργαζόμενος	தொழிலாளி
διάλειμμα	பிரிய
διάλειμμα	இடைவேளை
διάλειμμα	இடைவெளி
μινεσότα	மினசோட்டா
κινούμενα	அனிமேஷன்
κάλτσες	துளைகள்
αδριατικής	ஏட்ரியாட்டிக்
μοιραία	ஆபத்தாக
ομίχλη	மூடுபனி
ομίχλη	பனி
αλουμίνιο	அலுமினியம்
εκκίνηση	ஆரம்பம்
εκκίνηση	தொடக்கம்
εκκίνηση	தொடங்கு
εκκίνηση	துவங்கு
εκκίνηση	துவக்கம்
εκκίνηση	தொடக்கம்
εκκίνηση	துவக்க
εκκίνηση	ஆரம்ப
εκκίνηση	தொடக்கம்
εκκίνηση	துவங்குகிறது
εκκίνηση	தொடங்குகிறது
αφοσίωση	அர்ப்பணிப்பு
αφοσίωση	விசுவாசம்
αφοσίωση	பக்தி
αφοσίωση	மெய்யியல்
αφοσίωση	மோட்சம்
ανώνυμο	அறியப்படாத
δομινικανή	டொமினிக்கன்
ζυγό	துலாம்
ζυγό	நுகத்தடி
αλκοόλη	மது
αλκοόλη	மதுபானம்
αλκοόλη	ஆல்கஹால்
εξέδρα	பிளாட்பார்ம்
εξέδρα	தளம்
εξέδρα	மேடையில்
εξέδρα	ரிக்
πλανκ	பிளாங்க்
πολυτελές	சொகுசு
πολυτελές	ஆடம்பர
πολυτελές	ஆடம்பரம்
έλα	வந்து
έλα	வரவும்
έλα	வாருங்கள்
ασιατικό	ஆசிய
αιθανόλη	எத்தனால்
έκτακτη	அசாதாரண
υδροξείδιο	ஐதராக்சைடு
ρόι	ராய்
βιβλική	விவிலிய
σπλιτ	பிரி
γλυκόζης	குளுக்கோஸ்
λώρενς	லாரன்ஸ்
ποντίκια	எலிகள்
ελαφριά	விளக்கு
ελαφριά	ஒளி
ελαφριά	வெளிச்சம்
ελαφριά	லேசாக
πατ	பாட்
βροχές	மழை
καλώδιο	வயர்
καλώδιο	கம்பி
καλώδιο	வடம்
καλώδιο	கேபிள்
μοντέρνο	நவீன
ενσωματωμένο	உட்பொதிந்த
συμβάντα	சம்பவங்கள்
συμβάντα	நிகழ்ச்சிகள்
συμβάντα	நிகழ்வுகள்
κάπνισμα	புகை
τηλεσκόπια	தொலைநோக்கிகள்
μπράβο	சபாஷ்
μπράβο	பிராவோ
γουίλ	செய்வான்
χέντριξ	ஹெண்ட்ரிக்ஸ்
αναμενόταν	எதிர்ப்பார்த்த
αναμενόταν	எதிர்பார்த்த
αναμενόταν	எதிர்பார்க்கப்படுகிறது
άγνοια	அறியாமையை
άγνοια	அறியாமை
πάγος	பனி
πάγος	ஐஸ்
πάγος	பனிக்கட்டி
απελευθερώνεται	வெளியிடப்பட்டது
ψαρά	மீனவன்
ψαρά	மீனவர்கள்
ψαρά	மீனவர்
τραπεζίτης	வங்கியாளர்
ψυχιατρική	psychiatry
εικονική	மெய்நிகர்
αμφιλεγόμενη	சர்ச்சைக்குரிய
δικαστή	நீதிபதி
γόνατο	முழங்கால்
γόνατο	முட்டி
αναμονή	காத்துக்
αναμονή	காத்திருக்கிறோம்
αναμονή	காத்திருத்தல்
αναμονή	காத்திருக்கிறேன்
αναμονή	காத்திருக்கிறது
γκάντι	காந்தி
προβολές	பார்வைகள்
άρτεμις	ஆர்ட்டெமிஸ்
διαιρέσεις	பிரிவுகளும்
διαιρέσεις	பிரிவுகளாக
λάρι	லாரி
μάγισσα	சூனிய
νεοσσοί	குஞ்சுகள்
γκίλμπερτ	கில்பர்ட்
δηλητηρίαση	poisoning
μηχανισμοί	பொறிமுறைகள்
καταγεγραμμένη	பதிவுசெய்யப்பட்டது
βιομήχανος	தொழிலதிபர்
πρόβατα	செம்மறி
τοπ	டாப்
τοπ	மேலே
τοπ	முதன்மை
τοπ	மேல்
εμβέλεια	வரம்
εμβέλεια	வீச்சு
εμβέλεια	எல்லை
εμβέλεια	வரம்பு
καμπάνια	பிரச்சாரம்
συμπάθεια	பரிவு
συμπάθεια	அனுதாபம்
ιατρείο	பயிற்சி
ανιψιά	மருமகளே
ανιψιά	மருமகள்
παραβιάσεις	அத்துமீறல்கள்
μαγαζί	ஷாப்
μαγαζί	கடையை
μαγαζί	கடை
μαγαζί	ஸ்டோர்
μαγαζί	கடை
μαγαζί	சேமிக்க
στεριά	நிலம்
κίτρινα	மஞ்சள்
ακρόαση	ஒத்திகை
διακίνηση	கடத்தல்
φωτεινό	பிரகாசமான
φωτεινό	பிரகாசமாக
ηλεκτρικές	மின்னியல்
ηλεκτρικές	மின்சார
ρουμάνοι	ரோமானியன்
σκίτσα	கோலங்கள்
δάκρυα	கண்ணீர்
δάκρυα	கண்ணீரை
συγκρούστηκε	காயமுற்றனர்
ναυσιπλοΐα	உலாவல்
τεντ	டெட்
μάρκα	ப்ராண்ட்
μάρκα	பிராண்ட்
μάρκα	புத்தம்
μάρκα	பிராண்டு
κλασσικό	பழமையான
κλασσικό	தொன்மையான
κλασσικό	கிளாசிக்
νεο	நியோ
σίδηρος	இரும்பு
περιορισμένα	லிமிடெட்
σαμουράι	சாமுராய்
παράσημα	பதக்கங்கள்
παράσημα	பதக்கங்களை
ακτιβιστής	ஆர்வலர்
κατάλληλος	பொருத்தமான
αλφαβητικά	அகரவரிசை
αλφαβητικά	அகரவரிசைப்படி
εγγύηση	உத்திரவாதம்
εγγύηση	உத்தரவாதம்
πνεύμονες	நுரையீரல்
αφεντικό	முதலாளி
αφεντικό	பாஸ்
αφεντικό	தலைவா
ανάμιξη	அரைத்து
κινητή	மொபைல்
κινητή	கைபேசி
κινητή	செல்பேசி
πηγάδια	வெல்ஸ்
πηγάδια	கிணறுகள்
εξαφανίζεται	மறைகிறது
αμπντουλάχ	அப்துல்லா
αμπντουλάχ	அப்துல்லாஹ்
τελεία	டாட்
τελεία	dot
κλινικές	மருத்துவமனைகள்
αρπαγή	அபகரித்து
οριζόντιες	கிடைமட்ட
σύντομες	சுருக்கமான
αποκλειστικό	பிரத்யேக
τρομοκρατική	தீவிரவாத
τρομοκρατική	தீவிரவாதி
ψυχαγωγία	ஓய்வு
ψυχαγωγία	கேளிக்கை
ψυχαγωγία	கேளிக்கை
προγραμματισμένη	திட்டமிடப்பட்டது
προγραμματισμένη	திட்டமிட்டு
έλαια	எண்ணெய்கள்
γένεση	இன்செப்சன்
χάρντι	ஹார்டி
κονέκτικατ	கனெடிகட்
γυμνή	நிர்வாண
γυμνή	நிர்வாணமாக
γυμνή	நிர்வாண
γυμνή	நிர்வாணமாக
φυλλάδιο	pamphlet
φυλλάδιο	சிற்றேடு
ηρωίδα	நாயகி
ηρωίδα	கதாநாயகி
κέμπριτζ	கேம்பிரிட்ஜ்
αγγίζει	தொடுகிறார்
σπανίως	எப்போதாவது
σπανίως	அரிதாக
περιμένοντας	காத்துக்
περιμένοντας	காத்திருக்கிறோம்
περιμένοντας	காத்திருத்தல்
περιμένοντας	காத்திருக்கிறேன்
περιμένοντας	காத்திருக்கிறது
έντμουντ	எட்மன்ட்
σιωπή	மௌனம்
φτιαγμένο	செய்த
φτιαγμένο	made
ευκολότερη	எளிதானது
θεμελιώδες	அடிப்படையான
μωρίς	மாரீஸ்
κάρμεν	கார்மென்
μυκηναϊκή	mycenaean
ευελιξία	flexibility
ευελιξία	வளம்
αδένες	நனை
νιούε	நியூ
νιούε	நியுவே
εγχώριο	உள்நாட்டு
τρίχωμα	ஃபர்
ρόμπινσον	ராபின்சன்
πρόγνωση	முன்னறிவிப்பு
ούγγροι	ஹங்கேரிய
ούγγροι	ஹங்கேரியன்
μηχάνημα	இயந்திரத்தில்
μηχάνημα	இயந்திரம்
μηχάνημα	பொறி
μηχάνημα	எந்திரம்
μίλα	பேச்சு
μίλα	பேசவும்
μίλα	பேசு
μίλα	பேசுங்கள்
μίλα	பேச
μίλα	பேசு
μίλα	பேசவும்
αυξημένο	அதிகரித்துள்ளது
αυξημένο	அதிகரித்தது
σχημάτων	கூர்மை
σχημάτων	வடிவங்கள்
χτυπά	முட்டியை
φλόγες	சுடர்
κάτοχοι	உரிமையாளர்கள்
κάτοχοι	holders
κάτοχοι	வைத்திருப்பவர்கள்
συνετρίβη	இடித்து
πλάσματος	பிளாஸ்மா
αλληλουχία	தொடர்ச்சி
ασήμι	வெள்ளி
ασήμι	சில்வர்
μάθιου	மத்தேயு
ενεργοί	இயங்கும்
ενεργοί	செயல்பாட்டில்
ενεργοί	செயலில்
ενεργοί	செயல்படும்
αρχιμήδη	ஆர்க்கிமிடீஸ்
γρενάδα	கிரனாடா
υπερ	சுப்பர்
υπερ	super
υπερ	சூப்பர்
υπερ	மேன்மையான
άνθρακας	ஆந்த்ராக்ஸ்
άνθρακας	நிலக்கரி
άνθρακας	கார்பன்
πίος	பயஸ்
διορισμός	அனுமதி
διορισμός	சந்திப்பு
συνδιάσκεψη	மாநாடு
συνδιάσκεψη	மாநாட்டு
συνδιάσκεψη	கருத்தரங்கு
ανασυγκρότηση	புனரமைப்பு
αμερικάνος	அமெரிக்கன்
αμερικάνος	அமெரிக்கர்
αμερικάνος	அமெரிக்க
ερυθραία	எரித்திரியா
φωτογραφική	காமிரா
φωτογραφική	கேமரா
σεξουαλικά	பாலியல்
σεξουαλικά	பாலியல்
πλατφόρμες	தளங்கள்
ψηφίο	இலக்க
προτεκτοράτο	protectorate
επιβολής	அமலாக்க
μελβούρνη	மெல்போர்ன்
υποστηρίχθηκε	ஆதரிக்கப்படும்
σκάλες	ஏணிகள்
σκάλες	படிக்கட்டு
στομάχι	வயிறு
στομάχι	இரைப்பை
στομάχι	வயிற்று
στομάχι	வயிற்றில்
καρναβάλι	திருவிழா
μοντάνα	montana
θησαυρό	புதையல்
θησαυρό	பொக்கிஷம்
ορλάντο	ஆர்லாண்டோ
τοξικό	நச்சு
οταν	எப்போது
οταν	பொழுது
οταν	இருக்கும்போது
οταν	போது
απαιτούμενη	தேவை
απαιτούμενη	தேவையானவை
απαιτούμενη	தேவையான
απαιτούμενη	அவசியம்
απαιτούμενη	தேவைப்படுகிறது
καθολικούς	கத்தோலிக்கர்கள்
αποσύρει	நீக்கி
άγκυρας	அங்காரா
επιθυμίες	வாழ்த்துக்களைத்
επιθυμίες	வாழ்த்துக்களை
επιθυμίες	ஆசைகள்
επιθυμίες	இவ்வுலகின்
πρακτορείο	முகமை
πρακτορείο	ஏஜென்சி
άγγελοι	தேவதைகள்
άγγελοι	மலக்குகள்
εξετάσει	ஊதியங்கள்
δουβλίνο	டப்லின்
λήγει	முடிவடைகிறது
λήγει	முடிகிறது
λήγει	காலாவதியாகும்
λήγει	காலாவதி
πιάτα	தட்டுகள்
πιάτα	தகடுகள்
πιάτα	பாத்திரங்கள்
ομοφυλοφιλία	ஓரினச்சேர்க்கை
μπαλέτο	ballet
μπαλέτο	பாலே
επιτρέπονται	அனுமதிக்கப்பட்டது
περιεχόμενα	உள்ளடக்கங்கள்
περιεχόμενα	குறிப்புரை
περιεχόμενα	உள்ளடக்கம்
απουσιάζει	ஆகி
απουσιάζει	வரவில்லை
διδασκαλίες	போதனைகள்
πιστοποιητικό	சான்றிதழ்கள்
πιστοποιητικό	சான்றிதழ்
εγγεγραμμένοι	சந்தாதாரர்கள்
οικόπεδο	சதி
οικόπεδο	சூழ்ச்சி
φόρμες	படிவங்கள்
κλάσεις	வகுப்புக்கள்
κλάσεις	வகுப்புகள்
ποτά	பானங்கள்
ποτά	பானங்கள்
τζος	ஜோஷ்
σκελετό	எலும்புக்கூடு
μπαλάντα	fry
εξερευνητές	explorers
πιστά	நம்பத்தகுந்த
πολλαπλασιασμός	பெருக்கல்
πολλαπλασιασμός	proliferation
αποσύνθεση	சிதைவு
βιολογικά	இயல்பான
βιολογικά	ஆர்கானிக்
αιτήσεις	நிரல்கள்
αιτήσεις	விண்ணப்பங்கள்
αιτήσεις	பயன்பாடுகள்
αιτήσεις	கோரிக்கைகள்
αιτήσεις	வேண்டுகோள்கள்
αιτήσεις	கோரிக்கைகளை
περιηγητές	உலாவிகள்
εμμονή	பிரமை
εμμονή	அன்போடு
συντροφιά	தோழமை
συντροφιά	தோழர்
λέστερ	leicester
λέστερ	லெஸ்டர்
κλοπή	திருட்டு
κλοπή	திருடி
έμμυ	எம்மி
φιλαρμονική	philharmonic
περίσταση	சந்தர்ப்பத்தில்
ρουμάνος	ரோமானியன்
δημητριακά	தானியம்
έλαιο	எண்ணெய்
έλαιο	ஆயில்
πόρο	வள
πόρο	வளம்
παρουσιάστρια	தொகுப்பாளர்
ηρεμία	அமைதி
δεκαεπτά	பதினேழு
τρόπαια	கோப்பைகளும்
θρόνος	சிம்மாசனம்
κομμουνισμού	பொதுவுடைமை
κομμουνισμού	கம்யூனிசம்
γκολφ	கால்ஃப்
γκολφ	கோல்ஃப்
γκολφ	கோல்ப்
φλέβες	நரம்புகள்
πρόσθετες	கூடுதலான
πρόσθετες	கூடுதல்
τάι	தாய்
κατώτερη	கீழ்
κατώτερη	கீழ்நிலை
αδυναμίες	பலவீனம்
αδυναμίες	பலவீனங்கள்
νεύρα	நரம்புகள்
σώζει	சேமிப்புகள்
επα	psc
οργανωμένες	ஏற்பாடு
λεπτομερείς	விரிவான
χαμάς	ஹமாஸ்
ετήσιες	வருடாந்திர
ετήσιες	வருடாந்த
αίρεση	கல்ட்
αίρεση	heresy
φερμά	ஃபெர்மா
κυτταρική	செல்லுலார்
κέρατα	கொம்புகள்
πληρούν	திருப்தி
πωλείται	விற்கப்பட்டது
ανν	அன்னே
ανν	அன்
ανν	ஆன்
πατριωτικό	நாட்டுப்பற்று
πρόλογο	முன்னுரை
ζωγραφίζει	வரைகிறது
πατινάζ	ஸ்கேட்டிங்
παράδεισος	சொர்க்கம்
παράδεισος	சொர்க்கம்
εγγονό	பேரன்
καμπότζη	கம்போடியா
λαβή	பிடியில்
λαβή	கைப்பிடி
λαβή	கையாள
ακεραιότητα	சீர்மை
γούνα	ஃபர்
δικτάτορας	சர்வாதிகாரி
συνταγή	prescription
συνταγή	செய்முறை
θεϊκή	தெய்வீகம்
θεϊκή	தெய்வீக
μηχανισμών	பொறிமுறைகள்
μεταμόσχευση	transplantation
τέρι	டெர்ரி
καντ	காந்த்
λονγκ	லாங்
λονγκ	long
λονγκ	நீண்ட
ήθος	ethos
αγωνία	இடுக்கண்
αγωνία	கவலை
αγωνία	பதட்டம்
αγωνία	படபடப்பு
αγωνία	பதற்றம்
νορβηγικά	நார்வேஜியன்
καράβια	படகுகள்
καράβια	கப்பல்கள்
κόλαση	நரகம்
μετάθεση	பரிமாற்றம்
μετάθεση	இடமாற்றம்
πιόνι	சிப்பாய்
ωκεανία	ஓசியானியா
αναστροφή	reverse
αναστροφή	திருப்பு
μπας	பாஸ்
σωματίδιο	துகள்
άνα	ஆனா
έγκυρη	செல்லுபடியாகும்
έγκυρη	செல்லாத
έγκυρη	முறையான
φρεντερίκ	ஃபிரெடெரிக்
δούλοι	அடிமைகள்
σερί	கீற்று
μαγειρική	சமையல்
πάρις	பாரிஸ்
αποκλείει	excludes
ουτρέχτη	utrecht
υπεγράφη	கையெழுத்திட்ட
μήτρα	கருப்பை
μήτρα	அணி
μήτρα	மேட்ரிக்ஸ்
μήτρα	கருப்பை
πηνελόπη	பெனிலோப்
γιοί	மகன்கள்
αλληλεγγύη	solidarity
αβινιόν	avignon
θόλος	டோம்
αποβλήτων	கழிவு
επιδόσεων	செயல்திறன்
κριτές	நீதிபதிகள்
μυς	தசைகளை
μυς	தசைகள்
μυς	தசை
μέκκα	மக்கா
μέκκα	மெக்கா
πράκτορα	முகவர்
πράκτορα	ஏஜென்ட்
περιήγηση	உலாவுதல்
περιήγηση	சுற்றுப்பயணம்
περιήγηση	சுற்றுலா
περιήγηση	டூர்
περιήγηση	உலா
περιήγηση	உலாவுதல்
περιήγηση	உலாவல்
λένα	லேனா
σαφήνεια	தெளிவு
φορτ	கோட்டை
πελάτης	வாடிக்கையாளர்
πελάτης	வாடிக்கையாளரின்
πελάτης	வாடிக்கையாளர்
πελάτης	உறுப்பினர்
πελάτης	கிளையன்ட்
καφενείο	கஃபே
καφενείο	அருந்தகம்
συμπατριώτες	நாட்டினர்
ρόνι	ரோனி
ευκλείδεια	யூக்ளிடிய
φαρμακευτικά	மருந்து
φαρμακευτικά	மருந்தகம்
λόιντ	லாயிட்
παίχτες	விளையாடுபவர்
παίχτες	போட்டியாளர்கள்
παίχτες	விளையாடுபவர்கள்
παίχτες	வீரர்கள்
μιλ	மில்
σεούλ	சியோல்
συζύγους	மனைவிகள்
προσφορές	விளம்பரங்கள்
προσφορές	ஒப்பந்தங்கள்
προσφορές	சலுகைகள்
κιθ	கீத்
υπόδειγμα	மாடல்
υπόδειγμα	மாதிரி
μεταβίβαση	பரிமாற்றம்
μεταβίβαση	இடமாற்றம்
νιάτα	இளமை
νιάτα	யூத்
νιάτα	இளைஞர்கள்
νιάτα	இளைஞர்
νιάτα	இளைஞர்களின்
γκεβάρα	குவேரா
αγωγιμότητα	conductivity
εσωτερικός	உள்ளமை
εσωτερικός	உள்
μόνιμες	நிரந்தரமானது
μόνιμες	நிரந்தரம்
ρου	rue
προσελκύσει	ஈர்க்கும்
άδικο	அநியாயம்
εισόδους	நுழைவாயில்கள்
χαλίφη	கலீபா
αρμονική	இணக்கமாக
ρόμπιν	ராபின்
σωματικά	உடல்ரீதியாக
σωματικά	உடலும்
συνδεδεμένος	இணைக்கப்பட்டது
χαμπλ	ஹப்பிள்
πρόλογος	அணிந்துரை
εικασίες	ஊகம்
προσφέρονται	வழங்கப்படும்
καταγγελία	புகார்
άρρωστος	கொடுமை
άρρωστος	பிணி
άρρωστος	உடம்பு
άρρωστος	உடல்நிலை
χίμλερ	ஹிம்லர்
τραύματα	காயங்கள்
τραύματα	காயங்கள்
τραύματα	காயங்களை
όρεγκον	ஓரிகன்
έκτος	ஆறாவது
λευχαιμία	leukemia
εραστής	காதலர்
εραστής	காதலன்
φύλακας	கார்டியன்
ενωση	கூட்டு
ενωση	யூனியன்
ενωση	சேர்க்கை
ενωση	ஒன்றிய
ηλεκτρισμού	மின்சாரம்
απελευθερώνει	வெளியீடுகள்
καναδοί	கனடாவின்
σέπαρντ	sheppard
ντέμο	டெமோ
σύρραξη	முரண்பாடு
σύρραξη	குழப்பம்
σύρραξη	குழப்பங்கள்
νικέλιο	நிக்கல்
δοε	iea
δοε	ilo
δοε	ioc
δαρβίνος	டார்வின்
κεραία	வான்வழி
κεραία	ஏரியல்
πολύπλοκο	சிக்கலானது
συσσώρευση	accumulation
πάνθεον	pantheon
προγόνων	முன்னோர்கள்
προγόνων	மூதாதை
μαθαίνοντας	கற்றல்
καμπάνα	பெல்
καμπάνα	மணி
αυτοκινητόδρομο	நெடுஞ்சாலை
σουηδικό	ஸ்வீடிஷ்
επισκευές	பழுது
επισκευές	பழுது
αναζητήσεις	தேடல்கள்
γνήσια	உண்மையான
ίππος	குதிரை
τραγουδώντας	பாடும்
τραγουδώντας	பாடுகிறார்
αντικαταστάτης	இடமாற்றம்
φιλικός	நட்புடன்
καρέκλα	நாற்காலி
σωστός	சரியான
εφηβεία	பூப்பு
εφηβεία	இளமை
διαθέσιμος	கிடைக்கும்
διαθέσιμος	கிடைக்க
διαθέσιμος	உண்டு
διαθέσιμος	இருக்கிறது
διαθέσιμος	உள்ளது
κατάδυση	டைவிங்
κατάδυση	டைவ்
τζέρεμι	ஜெரெமி
έφεση	முறையீடு
έφεση	மேல்முறையீடு
αστρολογία	சோதிடம்
αστρολογία	ஜோதிடம்
ξυλεία	மரம்
χόπκινς	ஹாப்கின்ஸ்
αγά	ஆகா
βιόλα	வயோலா
κουρσκ	கூர்ஸ்க்
τροποποιήθηκε	திருத்தப்பட்டது
τροποποιήθηκε	மாற்றப்பட்டது
τροποποιήθηκε	மாற்றப்பட்ட
τσακ	சக்
ελέφαντες	யானை
ελέφαντες	யானைகள்
δεκαδικό	பதின்ம
σεμπαστιάν	செபாஸ்டியன்
διπλωματία	சாதுரியம்
σαξόφωνο	சாக்ஸ்
κεφαλαίο	மூலதனம்
κεφαλαίο	தலைநகரம்
είδωλο	சிலை
είδωλο	விக்ரகம்
είδωλο	சின்னம்
είδωλο	ஐகான்
είδωλο	குறும்படம்
χάνα	ஹன்னா
χάνα	ஹனா
χάνα	ஹன்னா
νομίζει	நினைக்கிறது
δόρυ	ஈட்டி
ανισότητα	ஏற்றத்தாழ்வு
γκάμπια	கம்பியா
ψευδώνυμα	புனைப்பெயர்கள்
πολεμώντας	போராடும்
πολεμώντας	சண்டையிடும்
πολεμώντας	சண்டை
πολεμώντας	போராடுகிறது
μπαχάμες	பஹாமாஸ்
αυτομάτως	தானாக
αυτομάτως	தானாகவே
νταμ	டம்
συναγερμός	அலாரம்
συναγερμός	எச்சரிக்கை
συναγερμός	நினைவூட்டல்
όρεξη	பசியின்மை
σταθερότητας	ஸ்திரத்தன்மை
στέγαση	வீட்டுவசதி
στέγαση	தங்குமிடம்
σοκ	அதிர்ச்சி
θεραπευτικές	therapeutic
τέλειο	சரியானதாக
τέλειο	சரியான
τέλειο	கச்சிதமான
τέλειο	அற்புதம்
σύγκλιση	convergence
ανδρεία	வீரம்
πρίνστον	பிரின்ஸ்டன்
αντιμετωπίζοντας	எதிர்கொள்ளும்
μελάνι	மை
τρελός	பைத்தியம்
τρελός	பைத்தியம்
αλεπού	நரி
αλεπού	ஃபாக்ஸ்
τρίο	மூவர்
μπίσμαρκ	பிஸ்மார்க்
κουρδιστάν	குர்திஸ்தான்
γιατρούς	மருத்துவர்கள்
