筋	τένοντες
階梯	σκαλιά
階梯	σκαλοπάτια
階梯	σκάλες
黃蜂	σφήκα
煙火	πυροτεχνήματα
煙火	πυροτεχνήματα
煙火	πυροτέχνημα
反彈	ριμπάουντ
反彈	αναπήδηση
屏障	εμπόδια
屏障	φραγμοί
屏障	φράγματα
屏障	φράγμα
節點	κόμβος
節點	κόμβους
節點	κόμβοι
姿勢	πόζα
姿勢	στάση
孤兒	ορφανά
孤兒	ορφανή
孤兒	ορφανός
孤兒	ορφανό
孤兒	ορφανά
離散	διακριτική
離散	διακριτά
離散	διακριτικός
週四	πεμ
週四	πέμπτη
船塢	προβλήτα
船塢	αποβάθρα
黨派	κομματική
協奏曲	κονσέρτο
希伯來	εβραϊκή
希伯來	εβραϊκά
希伯來	εβραϊκό
碉堡	καταφύγιο
碉堡	καταφύγια
魔術師	μάγους
魔術師	μάγοι
魔術師	μάγος
最深	βαθύτερο
葬禮	κηδεία
儒學	κομφουκιανισμός
寶座	θρόνος
寶座	θρόνο
剪接	κόμβο
電子郵件	email
跡象	πινακίδες
跡象	σημάδια
高能	ενεργητικός
招聘	πρόσληψη
招聘	στρατολόγηση
招聘	προσλήψεις
招聘	στρατολόγηση
招聘	πρόσληψη
招聘	προσλήψεις
招聘	μίσθωση
加速度	επιτάχυνση
喇叭	χορν
喇叭	κέρας
喇叭	κόρνα
喇叭	κέρατο
貝勒	μπελ
貝勒	μπέιλορ
不平等	ανισότητα
不平等	άνιση
不平等	ανισότητες
晶體	κρύσταλ
晶體	κρίσταλ
晶體	κρύσταλλος
晶體	κρύσταλλο
晶體	κρυσταλλική
晶體	κρυστάλλους
晶體	κρύσταλλοι
開花	ανθοφορίας
開花	μπλουμ
白話	καθομιλουμένη
熵	εντροπία
廉價	φθηνό
廉價	φθηνά
廉價	φτηνή
廉價	φτηνό
收養	υιοθέτηση
收養	έγκριση
收養	υιοθεσία
音訊	ήχου
音訊	ηχητική
音訊	ήχο
音訊	ήχος
叛逆	επαναστάτης
叛逆	επαναστατική
叛逆	εξέγερση
外甥	ανιψιός
外甥	ανηψιός
密封	φώκια
密封	σφραγίδα
密封	seal
快車	εξπρές
快車	express
快車	εκφράσω
警衛	φύλακα
警衛	φρουρός
警衛	φρουρά
警衛	φύλακας
重現	επανεμφάνιση
重現	υποτροπή
重現	επανάληψης
信賴	έμπιστος
信賴	έμπιστο
彌撒	μάζα
兩棲	αμφίβια
古物	αρχαιοτήτων
古物	αρχαιότητα
神道	σίντο
撞球	μπιλιάρδο
撞球	πισίνα
剝奪	στέρηση
鼓舞	εμπνευσμένο
鼓舞	εμπνέει
鼓舞	ενθάρρυνση
關稅	τιμολόγια
關稅	τελωνείο
關稅	τελωνειακές
關稅	τελωνεία
定性	ποιοτικές
定性	ποιοτικά
定性	ποιοτική
定性	χαρακτηρισμός
讀取	διαβάσει
讀取	διάβαζε
讀取	ανάγνωση
讀取	διαβάστε
讀取	διάβασε
讀取	ανάγνωση
讀取	διάβασμα
紙幣	τραπεζογραμμάτια
紙幣	τραπεζογραμματίων
紙幣	χαρτονομίσματα
紙幣	τραπεζογραμματίων
調動	αναδιάταξη
調動	ανακατανομή
調動	κινητοποίηση
調動	κινητικότητα
調動	κινητικότητας
獨唱	σολίστ
獨唱	σόλο
光電	φωτοβολταϊκών
十字軍	σταυροφορία
十字軍	σταυροφορίες
十字軍	σταυροφόροι
十字軍	σταυροφόρος
體力	αντοχή
體力	δυναμη
體力	δύναμη
體力	ισχύς
平均值	μέσος
平均值	μέση
平均值	μέσοι
不敗	αήττητος
興奮	έξαψη
興奮	ενθουσιασμός
興奮	συγκίνηση
興奮	ενθουσιασμό
興奮	ενθουσιασμένη
興奮	ενθουσιασμένος
興奮	ενθουσιασμένοι
神龍	δράκο
神龍	δράκος
希臘文	ελληνική
希臘文	ελληνικά
希臘文	ελληνίδα
希臘文	ελληνικό
希臘文	ελληνικα
紫外線	υπεριώδες
申報	δηλώνω
申報	κηρύξει
投注	στοιχήματα
投注	στοιχημάτων
鯊魚	καρχαρίες
鯊魚	καρχαρίας
鯊魚	καρχαρία
大腦	εγκέφαλος
大腦	εγκέφαλο
大腦	μυαλό
大腦	εγκεφάλους
大腦	μυαλό
大腦	μυαλά
孤獨	μοναξιά
孤獨	μοναχικά
孤獨	μοναχικό
孤獨	μοναξιά
孤獨	μοναχικός
單字	λέξη
單字	λεξη
套房	σουίτα
套房	σουίτες
老兵	βετεράνους
老兵	βετεράνος
老兵	βετεράνους
老兵	βετεράνοι
更低	χαμηλότερο
更低	κάτω
更低	κατώτερη
更低	χαμηλότερα
心態	νοοτροπία
心態	νοοτροπία
天秤座	ζυγό
天秤座	ζυγός
過濾	φίλτρο
過濾	φιλτραρισμένο
過濾	διήθηση
過濾	φιλτραρίσματος
過濾	διήθηση
過濾	διήθησης
過濾	φίλτρων
過濾	φίλτρα
黃道	εκλειπτική
黃道	zodiac
駕駛艙	πιλοτήριο
甘地	γκάντι
救護	ασθενοφόρο
蒸氣	ατμός
蒸氣	ατμός
蒸氣	ατμό
蒸氣	ατμού
蒸氣	ατμός
蒸氣	ατμών
天命	πεπρωμένο
天命	μοίρα
提問	ερώτηση
提問	ερώτημα
斜坡	πλαγιά
斜坡	κλίση
斜坡	πλαγιές
斜坡	ράμπα
輪椅	καροτσάκι
輪椅	αναπηρική
袋鼠	καγκουρό
袋鼠	καγκουρό
弱勢	ευάλωτη
弱勢	ευάλωτα
弱勢	ευάλωτος
弱勢	ευάλωτοι
弱勢	ευάλωτες
開羅	κάιρο
不適	ταλαιπωρία
不適	ενόχληση
不適	δυσφορία
服從	υπάκουσε
服從	υπακοή
水力	hydro
水力	υδραυλικά
水力	υδραυλικός
水力	υδραυλικά
水力	υδραυλικό
水力	υδροηλεκτρική
向日葵	ηλιοτρόπια
向日葵	ηλιοτρόπιο
轉讓	μεταφορά
轉讓	μετάθεση
轉讓	μεταβίβαση
轉讓	εκχώρηση
轉讓	ανάθεση
轉讓	μεταβιβάσεις
轉讓	μεταφορές
反對黨	αντιπολίτευσης
反對黨	αντίθεση
反對黨	αντιπολίτευση
博愛	αδελφότητα
冒犯	προσβλητικό
冒犯	προσβλητική
早餐	πρωϊνό
早餐	πρωινό
早餐	πρόγευμα
肉體	σάρκα
動力學	δυναμικές
動力學	δυναμική
緯度	πλάτος
緯度	λατ
靈活	ευέλικτο
靈活	ευέλικτη
靈活	ελαστική
靈活	ευελιξία
靈活	ελαστικότητα
薩姆	sam
薩姆	σαμ
扣留	παρακράτηση
凍結	κατεψυγμένο
凍結	παγωμένο
凍結	παγωμένος
凍結	κατεψυγμένα
凍結	παγωμένη
凍結	παγωμένο
凍結	παγωνιά
凍結	πάγωμα
凍結	κατάψυξη
凍結	ακίνητος
副本	αντιγραφή
副本	αντίγραφο
副本	αντίγραφα
副本	αντίτυπα
粥	χυλό
橫向	οριζόντιο
橫向	οριζόντιες
橫向	οριζόντια
橫向	πλάγια
橫向	πλευρική
水壩	dam
水壩	φράγμα
水壩	φράγματα
隆起	εξόγκωμα
典範	υποδειγματική
雄心	φιλοδοξίες
雄心	φιλόδοξη
雄心	φιλόδοξο
雄心	φιλόδοξος
雄心	φιλόδοξοι
雄心	φιλοδοξίες
雄心	φιλοδοξίας
雄心	φιλοδοξία
幼蟲	προνύμφες
幼蟲	προνύμφη
癱瘓	παραλύσει
癱瘓	παράλυση
癱瘓	παράλυτος
癱瘓	παραλύσει
航運	ναυτιλία
開關	διακόπτες
開關	διακόπτης
開關	διακόπτη
開關	εναλλαγή
邦聯	συνομοσπονδία
邦聯	συνομοσπονδίας
主婦	νοικοκυρές
主婦	νοικοκυρά
填寫	γεμίσει
填寫	συμπληρώστε
陸戰隊	πεζοναύτες
以色列人	ισραηλινοί
錄取	παραδοχή
肯亞	κένυα
扔	πέτα
硫化	θειούχο
影射	υπονοούμενα
母音	φωνήεν
巧合	σύμπτωση
巧合	συμπτώσεις
代謝	μεταβολισμός
代謝	μεταβολισμό
代謝	μεταβολική
大聲	δυνατά
堪薩斯	κάνσας
進食	σίτιση
進食	τρως
進食	τρώει
進食	τρώγοντας
進食	τρώμε
進食	τρώω
新兵	στρατολογήσει
上線	διαδικτυακή
上線	διαδικτυακά
上線	online
涅槃	νιρβάνα
老年人	τελειόφοιτοι
老年人	ηλικιωμένους
老年人	ηλικιωμένοι
老年人	ηλικιωμένα
老年人	ηλικιωμένος
幸存者	επιζήσαντες
幸存者	επιζώντες
幸存者	επιζών
幸存者	survivor
水災	πλημμύρες
水災	πλημμύρες
水災	πλημμύρα
水災	πλημμύρα
煎	τηγάνισμα
煎	φράι
遙控	απομακρυσμένο
遙控	απομακρυσμένα
遙控	απομακρυσμένη
輝煌	λαμπρό
輝煌	λαμπρά
輝煌	λαμπρή
石榴	ρόδι
多餘	έξτρα
多餘	extra
多餘	περιττή
多餘	περιττή
多餘	περιττό
多餘	υπέρβαση
多餘	υπερβολή
受害人	θύματα
受害人	θύμα
美學	αισθητική
美學	αισθητική
堅強	δυνατοί
堅強	δυνατός
堅強	δυνατό
堅強	δυνατή
政客	πολιτικούς
政客	πολιτικοί
政客	πολιτικό
政客	πολιτικός
季刊	τριμηνιαία
季刊	τρίμηνο
水母	μέδουσα
電阻	αντοχή
電阻	αντίστασης
電阻	αντίσταση
電阻	ανθεκτικότητα
上級	ανώτερη
上級	ανώτερος
震動	τρέμουλο
震動	τρόμος
震動	δόνηση
震動	κραδασμούς
震動	δονήσεις
病理	παθολογία
病理	παθολογική
煞車	φρένο
煞車	πέδησης
煞車	φρένα
必要性	αναγκαιότητα
嫌犯	ύποπτοι
嫌犯	ύποπτους
嫌犯	υπόπτους
嫌犯	ύποπτος
嫌犯	ύποπτο
嫌犯	ύποπτη
薪水	μισθός
薪水	μισθό
釀酒	ζυθοποιίας
多面體	πολύεδρο
妨礙	παρεμπόδιση
妨礙	απόφραξη
妨礙	εμπόδιο
後果	συνέπεια
後果	επιπτώσεις
後果	συνέπειες
薪資	μισθός
薪資	μισθό
薪資	μισθοί
薪資	μισθούς
埋伏	ενέδρα
抵押	εξασφαλίσεις
抵押	υποθήκη
大方	γενναιόδωρη
大方	γενναιόδωρος
大方	γενναιόδωρο
扣押	κατάσχεση
元老院	γερουσία
元老院	σύγκλητος
天真	αφελές
天真	αφελή
天真	αφελείς
天真	αφελής
美化	κηπουρική
配方	formula
配方	τύπος
配方	φόρμουλα
備忘錄	υπόμνημα
備忘錄	μνημόνιο
備忘錄	υπόμνημα
許可證	δίπλωμα
許可證	άδεια
許可證	άδειες
許可證	άδεια
許可證	αδεια
許可證	άδεια
硬度	σκληρότητα
考官	εξεταστή
合法化	νομιμοποίηση
合法化	νομιμοποιηθεί
巴塞隆納	βαρκελώνη
墜	μενταγιόν
極少	σπανίως
極少	σπάνια
流體	υγρό
流體	υγρά
強硬	σκληροί
強硬	σκληρός
強硬	σκληρό
強硬	σκληρή
素質	ποιότητας
素質	ποιότητα
伯父	θείος
突變	μεταλλαγμένο
突變	μεταλλαγμένος
突變	μεταλλαγμένο
突變	μεταλλάσσεται
突變	μετάλλαξη
突變	μεταλλάξεις
塞內加爾	σενεγάλη
模具	μούχλα
模具	καλούπι
模具	καλούπια
模具	μήτρες
模具	μούχλα
模具	καλούπι
模具	καλούπια
椅子	καρέκλες
椅子	πολυθρόνα
椅子	καρέκλα
琥珀	κεχριμπάρι
琥珀	amber
琥珀	άμπερ
慾望	πόθος
慾望	επιθυμία
慾望	λαγνεία
慾望	πόθος
慾望	πόθο
慾望	επιθυμίες
插座	υποδοχή
插座	υποδοχές
聖徒	αγίων
聖徒	άγιοι
愛好	χόμπι
愛好	χόμπυ
愛好	χόμπι
愛好	χόμπυ
肥胖	παχυσαρκία
象牙	ελεφαντοστού
墜落	πέφτω
墜落	πτώση
墜落	πέφτοντας
活潑	ζωηρά
活潑	ζωηρό
菊花	χρυσάνθεμο
菊花	νταίζη
菊花	ντέιζι
菊花	μαργαρίτα
氙	ξένο
氙	ξένον
募款	έρανος
募款	έρανο
募款	έρανο
駭客	χάκερ
駭客	χάκερ
漂	επιπλέουν
漂	επιπλέει
漂	παρασύρεται
失明	τύφλωση
白雪	χιονισμένη
病房	πτέρυγα
病房	γουόρντ
病房	πτέρυγες
突尼西亞	τυνησίας
突尼西亞	τυνησία
突尼西亞	τύνιδα
熊貓	panda
縱火	εμπρησμό
縱火	εμπρησμός
零星	σποραδικές
頭條	επικεφαλίδα
族裔	εθνοτική
正直	ακεραιότητα
寫信	γράψω
寫信	γράψτε
寫信	γράψε
彈珠	μπίλιες
彈珠	μάρμαρο
乙烯	αιθυλενίου
乙烯	βινυλίου
鈉	νάτριο
鈉	νατρίου
硒	σεληνίου
傷心	θλιμμένος
傷心	λυπημένος
傷心	λυπηρό
傷心	θλιβερό
傷心	λυπημένη
衣物	ρούχα
衣物	ενδύματα
衣物	ένδυση
衣物	ρούχα
扶手	κιγκλίδωμα
甘露	μάννα
甘露	νέκταρ
今夜	απόψε
今夜	αποψε
敦促	παρότρυνση
敦促	προτρέποντας
敦促	ορμές
敦促	προτρέπει
敦促	παρορμήσεις
固態	συμπαγής
固態	στερεό
固態	στερεά
固態	συμπαγές
染料	βαφής
染料	χρωστική
染料	βαφή
染料	χρωστικές
染料	βαφές
避難	άσυλο
避難	καταφύγιο
唐人街	τσάιναταουν
從來沒有	ποτέ
從來沒有	ποτε
鴉片	όπιο
延誤	καθυστέρηση
延誤	καθυστερήσεις
延誤	καθυστέρηση
延誤	καθυστερημένη
延誤	καθυστερήσει
延誤	καθυστέρηση
界線	όρια
螺旋槳	έλικα
螺旋槳	προπέλα
螺旋槳	έλικες
獲利	κέρδος
獲利	κέρδη
獲利	αποδοτικότητα
獲利	κερδοφορία
領事	πρόξενοι
領事	ύπατος
領事	πρόξενος
領事	προξενική
圍城	πολιορκία
圍城	πολιορκίες
愛滋病	aids
愛滋病	βοηθήματα
托管	φιλοξενία
國度	βασίλειο
無窮	άπειρο
無窮	άπειρα
無窮	άπειρος
無窮	άπειρη
無窮	άπειρες
無窮	άπειρο
新生代	καινοζωική
藻類	φύκια
打字	δακτυλογράφηση
巫師	μάγο
巫師	μάγος
巫師	μάγοι
玩偶	κούκλες
玩偶	κούκλα
寫入	γράψω
寫入	γράψτε
寫入	γράψε
寫入	συγγραφή
寫入	γραφή
寫入	γράψιμο
有色	έγχρωμος
有色	χρωματιστά
有色	έγχρωμος
有色	χρωματισμένα
鈔	τραπεζογραμμάτια
鈔	τραπεζογραμματίων
鈔	χαρτονομίσματα
貧困	φτώχειας
貧困	φτώχεια
貧困	φτώχια
黑社會	τριάδα
黑社會	γκάνγκστερ
競爭力	ανταγωνιστικά
競爭力	ανταγωνιστική
競爭力	ανταγωνιστικός
競爭力	ανταγωνιστικό
競爭力	ανταγωνιστικότητα
荒野	ερημιά
粉末	σκόνη
粉末	σκόνες
親密	οικείο
義工	εθελοντικά
義工	εθελοντής
義工	εθελόντρια
過境	διέλευση
矩形	ορθογώνιο
矩形	ορθογώνιο
貪	άπληστος
貪	άπληστοι
貪	απληστία
野蠻	άγριος
野蠻	σάβατζ
野蠻	βάρβαρος
野蠻	βάρβαρη
野蠻	βάρβαρο
野蠻	βαρβαρότητα
野蠻	αγριότητα
野蠻	βάναυσο
野蠻	βάναυση
野蠻	βάρβαρο
火腿	ζαμπόν
火腿	χαμ
脆	κρισπ
脆	τραγανό
謬誤	πλάνη
毆打	επίθεση
毆打	ξυλοδαρμό
毆打	ξυλοδαρμούς
暴徒	κακοποιός
暴徒	μαφία
暴徒	όχλος
暴徒	όχλο
暴徒	κακοποιοί
壁畫	τοιχογραφίες
壁畫	τοιχογραφία
壁畫	τοιχογραφία
士氣	ηθικό
傳言	φήμη
倚	γέρνει
職能	συνάρτηση
職能	λειτουργία
爵士樂	τζαζ
慈善家	φιλάνθρωπος
女童	κορίτσια
暴行	κτηνωδία
暴行	θηριωδία
暴行	αγριότητες
援引	επίκληση
援引	επικαλεστεί
蘑菇	μανιτάρια
蘑菇	μανιτάρι
蘑菇	μανιτάρια
牲畜	ζώα
底片	αρνητικά
信玄	σίνγκεν
葡萄牙語	πορτογαλική
葡萄牙語	πορτογαλικά
葡萄牙語	πορτογαλικό
葡萄牙語	πορτογάλοι
氧氣	οξυγόνο
傑克遜	jackson
傑克遜	τζάκσον
獲釋	κυκλοφόρησε
獲釋	απελευθερώνεται
石墨	γραφίτη
頰	μάγουλα
原告	ενάγων
原告	ενάγοντες
橫掃	σαρωτικές
梵蒂岡	βατικανό
寮國	λάο
寮國	λάος
騷亂	ταραχές
騷亂	εξεγέρσεις
騷亂	ταραχές
騷亂	αναταραχή
騷亂	ταραχές
騷亂	εξέγερση
騷亂	ταραχή
弱點	αδυναμίες
弱點	αδυναμία
弱點	αδυναμίες
弱點	ευάλωτος
弱點	ευπάθεια
午餐	γεύμα
午餐	μεσημεριανό
增益	κέρδος
增益	κέρδη
亞當斯	ανταμς
亞當斯	άνταμς
亞當斯	adams
匙	κουτάλι
徘徊	περιπλανώμενος
夜行	νυχτερινό
可樂	κόκα
可樂	κοκ
摺疊	πάσο
蝸牛	σαλιγκάρια
蝸牛	σαλιγκάρι
不一致	ασυνεπής
奮鬥	αγώνας
奮鬥	πάλη
東風	dongfeng
軍閥	πολέμαρχοι
軍閥	πολέμαρχος
蜂蜜	μέλι
油畫	ζωγραφική
油畫	πίνακας
油畫	πίνακα
油畫	πίνακες
稱謂	ονομασία
稱謂	χαρακτηρισμός
瑕疵	ψεγάδι
瑕疵	ελάττωμα
瑕疵	ελαττωματικό
瑕疵	ελαττωματική
瑕疵	ελαττώματα
瑕疵	ελαττώματα
瑕疵	ατέλειες
燈籠	φανάρια
燈籠	φανοί
燈籠	φανάρι
受益	όφελος
樂觀	αισιόδοξη
樂觀	αισιόδοξο
樂觀	αισιόδοξοι
樂觀	αισιόδοξος
樂觀	αισιόδοξο
樂觀	αισιόδοξη
樂觀	αισιοδοξία
變體	παραλλαγές
親近	εγγύτητα
俯衝	βουτιά
俯衝	κατάδυση
扶梯	κυλιόμενες
活著	ζωντανός
活著	ζωντανό
活著	ζωντανοί
活著	ζωντανή
遺留	κληρονομιά
烹飪	μαγειρική
烹飪	μαγείρεμα
檸檬	λεμονιού
檸檬	λεμόνι
檸檬	λέμον
摩登	μοντέρνο
摩登	μοντέρνα
摩登	σύγχρονο
摩登	σύγχρονη
摩登	μοντέρνος
前所未有	πρωτοφανές
前所未有	πρωτοφανή
裝修	ανακαινισμένο
裝修	ανακαίνιση
旅途	ταξιδι
旅途	ταξίδι
救濟	ανακούφιση
配給	μερίδες
配給	μερίδα
叛徒	προδότη
叛徒	προδότης
群組	όμιλος
群組	ομαδα
群組	group
群組	ομάδα
群組	ομαδες
群組	ομάδες
跟蹤	εντοπισμός
跟蹤	εντοπισμού
跟蹤	καταδίωξη
天國	παράδεισος
天國	παράδεισο
梵語	σανσκριτικά
手續	διατυπώσεις
手續	τυπικότητα
喝酒	ποτό
多樣性	ποικιλία
多樣性	ποικιλομορφία
多樣性	πολυμορφία
檀香山	χονολουλού
處置	απόρριψη
警探	ντετέκτιβ
警探	ντεντέκτιβ
曲率	καμπυλότητα
玲奈	ρένα
草稿	προσχέδιο
草稿	σχέδιο
草稿	προσχέδια
量度	μέτρησης
量度	μέτρηση
量度	μέτρο
按摩	μασάζ
按摩	μασάζ
寶馬	bmw
獵戶座	ωρίωνα
寓言	παραβολή
寓言	μύθο
竿	καλάμι
竿	πόλο
竿	κοντάρι
變異	μεταλλαγμένο
變異	μεταλλαγμένος
變異	μεταλλαγμένο
變異	διακυμάνσεις
變異	παραλλαγές
變異	μετάλλαξη
變異	παραλλαγή
變異	διακύμανση
欄位	πεδίο
欄位	χωράφια
欄位	πεδία
領事館	προξενείο
曆法	ημερολόγιο
曆法	ημερολογιακό
饒舌	ραπ
忽視	αγνοήστε
忽視	αγνόησε
忽視	αγνοήσω
忽視	αμέλεια
忽視	αγνοώντας
特使	απεσταλμένος
特使	απεσταλμένο
特使	απεσταλμένοι
為甚麼	γιατι
為甚麼	γιατί
煽動	υποκίνηση
煽動	ταραχή
煽動	διέγερση
煽動	υποκίνηση
應變	στέλεχος
誓言	όρκο
誓言	όρκος
誓言	όρκο
誓言	όρκος
誓言	όρκους
誓言	όρκοι
誓言	όρκους
誓言	όρκοι
顆粒	σωματίδια
顆粒	σωματίδια
顆粒	σωματίδιο
效用	χρησιμότητα
效用	χρησιμότητας
瀝青	άσφαλτος
瀝青	άσφαλτο
清單	υπόμνημα
清單	λίστα
清單	κατάλογος
保養	συντήρησης
保養	συντήρηση
保養	διατήρηση
奶油	βούτυρο
奶油	κρεμώδες
奶油	κρέμα
奶油	κρεμ
家庭教師	γκουβερνάντα
審訊	ανάκριση
審訊	δίκη
審訊	δίκης
騷動	ταραχές
騷動	αναταραχή
萃取	εκχύλιση
萃取	εξόρυξη
萃取	εκχύλισμα
萃取	απόσπασμα
壓迫	καταπίεση
壓迫	καταστολή
壓迫	καταπίεση
填補	πλήρωσης
填補	πλήρωση
填補	γέμιση
填補	γέμισμα
填補	γεμίσει
填補	συμπληρώστε
木偶	μαριονέτες
木偶	μαριονέτα
每當	οποτεδήποτε
每當	όποτε
丁香	γαρύφαλλο
政令	διατάγματα
政令	διάταγμα
政令	διάταγμα
政令	διάταξη
政令	διάταγμα
甄選	επιλογή
困惑	σύγχυση
困惑	μπερδεμένοι
困惑	μπερδεμένο
困惑	μπερδεμένος
困惑	μπερδεμένη
困惑	σύγχυση
困惑	μπερδεμένο
困惑	σύγχυση
外人	ξένοι
外人	ξένους
聖地亞哥	σαντιάγο
聖地亞哥	σαντιάγκο
營地	κατασκήνωση
營地	κάμπινγκ
營地	καμπ
營地	κατασκήνωση
營地	καταυλισμός
營地	στρατόπεδο
營地	στρατόπεδα
營地	κατασκηνώσεις
壓倒性	συντριπτική
大綱	περίγραμμα
中繼	ρελέ
透鏡	φακός
透鏡	φακό
背包	σακίδιο
背包	σακίδια
樂天	λότε
素描	σκίτσα
素描	σκίτσο
素描	σκετς
舅舅	θείος
融化	τήξης
融化	τήξη
融化	λιώσιμο
融化	έλιωσε
融化	λιωμένο
融化	λιώσει
融化	λιώσιμο
嫉妒	ζηλεύει
嫉妒	ζηλεύω
嫉妒	ζηλιάρα
嫉妒	ζηλιάρης
嫉妒	ζήλια
嫉妒	ζήλεια
邂逅	συμπλοκή
赤字	έλλειμμα
赤字	ελλείμματα
共存	συνυπάρχουν
共存	συνύπαρξη
放大器	ενισχυτή
放大器	ενισχυτή
放大器	ενισχυτές
放大器	αμπέρ
離心	φυγόκεντρο
現況	κατάσταση
現況	status
現況	καθεστώς
現況	κατασταση
鬍子	μουστάκια
鬍子	μουστάκι
鬍子	μουστάκια
鬍子	μουστάκι
鬍子	γενειάδα
鬍子	μούσι
鬍子	γένια
麻美	ασάμι
跨國	διακρατική
擠	σφίξε
貝多芬	μπετόβεν
強姦	βιασμός
強姦	βιασμό
強姦	βιασμοί
棕櫚	παλμ
棕櫚	παλάμη
棕櫚	palm
棕櫚	παλάμες
流星雨	μετεωρίτη
流星雨	μετεωρίτης
秘書處	γραμματεία
點心	σνακ
點心	σνακ
梯度	κλίση
梯度	διαβάθμιση
梯度	κλίσεις
批發	χονδρικής
批發	χονδρική
勒索	εκβιασμό
勒索	εκβιασμός
勒索	εκβιασμό
勒索	εκβιασμός
和睦	αρμονία
突顯	επισημάνω
突顯	επισημαίνοντας
突顯	στιγμιότυπα
突顯	επισημαίνει
浴室	μπάνιο
浴室	τουαλέτα
浴室	τουαλέτες
浴室	μπάνια
僱員	εργαζόμενος
僱員	υπάλληλος
僱員	εργαζόμενοι
僱員	υπάλληλοι
僱員	μισθωτοί
牛角	κέρατα
牛角	χορν
牛角	κέρας
牛角	κόρνα
牛角	κέρατο
抹黑	επίχρισμα
鎂	μαγνήσιο
附帶	εξασφαλίσεις
獨奏	σολίστ
獨奏	σόλο
敏捷	ευκίνητη
敏捷	ευκινησία
自豪	περηφάνεια
自豪	καμάρι
自豪	περηφάνια
自豪	υπερηφάνεια
自豪	υπερήφανος
自豪	περήφανοι
自豪	περήφανος
自豪	περήφανη
天花板	ταβάνι
天花板	οροφής
天花板	οροφή
天花板	οροφές
致電	καλέστε
致電	κλήση
致電	κάλεσε
報仇	εκδίκηση
可變	μεταβλητό
可變	μεταβλητή
荒地	ερημιά
丙酮	ακετόνη
零售商	λιανοπωλητές
刑罰	ποινή
刑罰	πέναλτι
刑罰	κυρώσεις
刑罰	ποινές
刑罰	τιμωρία
漫遊	περιφέρονται
債券	δεσμός
債券	μποντ
債券	bond
債券	δεσμοί
債券	ομόλογα
債券	ομολογίες
山洞	σπήλαιο
山洞	σπηλιά
山洞	σπήλαια
山洞	σπηλιές
中介	ενδιάμεσοι
中介	μεσάζοντες
中介	μεσίτης
中介	ενδιάμεσος
折射	διάθλαση
課室	τάξη
課室	τάξεις
藝術品	τέχνη
藝術品	art
藝術品	αρτ
藝術品	τεχνη
亞裔	ασιάτες
頭盔	κράνος
頭盔	κράνη
飽和	κορεσμού
飽和	κορεσμένα
異形	εξωγήινος
異形	εξωγήινη
異形	αλλοδαπός
異形	εξωγήινο
異形	εξωγήινοι
異形	εξωγήινους
同學會	επανένωση
同學會	επανασύνδεση
畫廊	γκαλερί
畫廊	στοά
畫廊	gallery
畫廊	γκαλερί
英特爾	intel
籃	καλάθι
籃	καλάθια
稅務	φορολογία
稅務	φορολόγηση
稅務	φορολογίας
稅務	φόρου
稅務	φόρος
稅務	φόρους
稅務	φόροι
哥倫布	κολόμβος
哥倫布	κολόμπους
西瓜	καρπούζια
西瓜	καρπούζι
婆羅洲	βόρνεο
印章	σφραγίδα
印章	γραμματόσημο
印章	φώκια
印章	σφραγίδα
印章	seal
丸子	μπάλες
丸子	μπαλάκια
丸子	κεφτέδες
永生	αθανασία
迷信	προληπτικός
迷信	δεισιδαιμονία
負荷	φόρτωση
負荷	φορτίο
負荷	φορτία
槍手	ένοπλοι
槍手	σκοπευτές
槍手	εκτελεστές
嘴巴	στόμα
威士忌	ουίσκι
威士忌	ουίσκι
靜態	στατική
靜態	στατικό
傘兵	αλεξιπτωτιστές
熱火	ζέστη
熱火	θερμότητα
熱火	θέρμανση
熱火	θερμότητας
土豆	πατάτες
土豆	πατάτας
土豆	πατάτα
土豆	πατάτες
塗鴉	doodle
塗鴉	γκράφιτι
蜱	τσιμπούρι
蜱	τικ
收縮	συσπάσεις
收縮	ψυχίατρο
收縮	σύσπαση
重量級	βαρέων
美援	usaid
彈簧	ελατήριο
彈簧	ανοιξιάτικες
彈簧	άνοιξη
彈簧	ανοιξη
彈簧	ελατήρια
彈簧	σπρινγκς
公示	δημοσιότητα
自制	σπιτική
自制	σπιτικά
自制	σπιτικό
鎧甲	πανοπλία
忠實	πιστοί
忠實	πιστός
忠實	πιστό
忠實	πιστή
豬肉	χοιρινό
狹義	στενό
狹義	στενή
狹義	στενός
中風	εγκεφαλικό
馬尾	αλογοουρά
崇高	ευγενής
崇高	ευγενή
崇高	νομπλ
崇高	ευγενείς
崇高	ευγενές
古生物	παλαιοντολογικό
飛躍	άλμα
均勻	ομοιόμορφα
均勻	στολή
均勻	ομοιόμορφη
未遂	απόπειρα
遺忘	λήθη
遺忘	ξεχάσει
遺忘	ξεχάστηκε
遺忘	ξεχασμένο
遺忘	ξεχασμένα
遺忘	ξεχασμένη
歌舞伎	καμπούκι
酗酒	αλκοολισμό
控制權	έλεγχος
控制權	ελέγχου
控制權	ελεγχος
錘	σφυρί
錘	χάμερ
篩選	φίλτρο
篩選	διήθηση
篩選	φιλτραρίσματος
篩選	φίλτρων
篩選	φίλτρα
香草	βανίλια
劫掠	λεηλασία
劫掠	λεηλασία
劫掠	λεηλασίες
