در	ajtó
درمانگاه	gyengélkedő
سرامیک	kerámia
سرامیک	kerámia
قانونگذاری	jogalkotási
قانونگذاری	jogszabályok
قانونگذاری	jogszabály
قانونگذاری	jogalkotás
زیرزمین	pincében
زیرزمین	alagsorban
زیرزمین	pince
زیرزمین	alagsor
نگهبانان	őrök
نگهبانان	marja
عقرب	skorpió
عقرب	skorpió
رایس	rizs
رایس	reiss
ولگا	volga
دمکرات	demokraták
دمکرات	demokrata
آمارهای	statisztika
آمارهای	statisztikák
بیندازید	öntött
بیندازید	gipsz
تریسی	tracy
لمور	maki
بون	bon
بون	boone
سوزنی	akupunktúra
تسلیت	vigasz
مجارستانی	magyarul
مجارستانی	magyarok
مجارستانی	magyar
مجارستانی	hungarian
طاعون	járvány
طاعون	pestis
دعوا	harcok
دعوا	harc
دعوا	harcol
دعوا	küzdelem
دعوا	verekedés
دعوا	harcolni
آهکی	meszes
مرموز	misztikus
جولیان	julian
متا	meta
اسپرینگز	springs
اسپرینگز	rugó
نوارهای	felvételeket
نوارهای	szalagok
تروئل	teruel
براندنبورگ	brandenburg
اکسپلورر	felfedező
گرو	grove
لبنانی	libanoni
سرگردان	vándorló
الکترود	elektróda
الکترود	elektródák
خیزش	felkelés
درین	lefolyó
پذیرفتن	elfogadni
پذیرفتن	elfogadó
پذیرفتن	elfogadás
پذیرفتن	elfogadás
نشنال	nemzeti
نشنال	országos
نشنال	national
شیره	szirup
باتیستا	bautista
باتیستا	battista
فدایی	kompenzáció
فدایی	kártérítés
مرزبان	őrgróf
اتباع	állampolgárok
اهریمن	démon
اهریمن	démonok
سیرک	cirkusz
سیرک	cirkuszban
نشت	szivárgás
نشت	szivárgás
نشت	szivárog
گریم	smink
دیود	dióda
دیود	addy
بنک	banks
بنک	bankokkal
بنک	bankok
بنک	bank
پنی	penny
اوبونتو	ubuntu
دوحه	dohai
کازان	kazan
مادرزادی	veleszületett
متعلقات	kellékek
شبی	éj
شبی	este
شبی	éjjel
شبی	éjszaka
خریدار	vevő
خریدار	vásárló
خریدار	beszerzés
خریدار	vásárlás
خریدار	vétel
خریدار	beszerzési
خریدار	beszerzés
خریدار	megvásárolt
خریدار	vásárolt
خریدار	beszerzett
لوکارنو	locarno
نیچه	nietzsche
فنول	fenol
برگی	levél
نگارگری	keresztelő
ترمز	fék
ترمز	fékezés
ترمز	fék
ترمز	fékek
ایستا	álló
ایستا	mozdulatlan
ایستا	statikus
پائول	paul
پائول	pál
دالی	dolly
تورینگن	türingia
کلانتر	seriff
یهودا	júdás
یهودا	judah
مناسبات	illő
متروک	kihalt
متروک	lakatlan
متروک	elhagyatott
ویتوریا	vittoria
پنگوئن	pingvin
سیلیکون	szilikon
سیلیکون	szilícium
سیلیکون	szilikon
تیک	tic
لمباردی	lombardia
ثروتمندترین	leggazdagabb
کدر	rozsdás
ادیسون	addison
ادیسون	edison
وورث	wörth
فرای	fry
فرای	frye
رودولف	rudolph
رودولف	rudolf
رودولف	rudolf
ایوب	állás
ایوب	meló
ایوب	munka
گودال	lyuk
گودال	gödör
گودال	árok
گودال	goodall
گودال	víznyelő
برنزی	bronz
وا	wah
خلاق	termékeny
خلاق	termelő
خلاق	eredményes
خلاق	alkotó
خلاق	kreatív
خیبر	khyber
انسداد	elzáródás
انسداد	elzáródás
آشپزخانه	konyha
آشپزخانه	konyhában
کارمن	carmen
سیرا	sierra
جیبوتی	dzsibuti
کیست	ciszta
هوس	vágy
هوس	vágy
دوما	másodszor
شکارچیان	vadászok
فرمی	fermi
کلاهک	cap
کلاهک	sapka
کلاهک	robbanófej
سفینه	hajóval
سفینه	hajó
سفینه	hajón
عناصری	elemei
عناصری	elemek
سرکه	ecet
جانز	johns
مهیا	felkészült
مهیا	elkészítve
مهیا	előkészítve
مهیا	elkészített
سکو	platform
کود	trágya
کود	műtrágya
کود	trágyát
کود	trágya
لوسیا	lucia
عروسکی	baba
عروسکی	babám
اولیویرا	oliveira
پناهی	menedék
لاری	larry
پافشاری	kitartás
قطعیت	bizonyosság
قطعیت	bizonyosságot
قطعیت	bizonytalanság
سرطانی	rákos
سرطانی	rák
پیل	pil
پیل	peel
گردشی	elmozdulás
دیپلماسی	diplomácia
عواقب	következmény
عواقب	következmények
عواقب	következményei
محتمل	valószínű
محتمل	valószínűsíthető
تیروئید	pajzsmirigy
کاردیف	cardiff
ژوزه	jose
ژوزه	josé
آدلاید	adelaide
فروسرخ	infravörös
سنگفرش	járdán
سنگفرش	járda
هیمالیا	himalája
سینگ	singh
بازاری	piac
بازاری	piaci
بازاری	market
دیون	dion
شعاعی	radiális
اورا	evra
نگهبانی	őr
تشنج	roham
تشنج	rohamok
تشنج	görcsök
تشنج	roham
کوانتوم	kvantum
عمدی	szándékos
عمدی	szándékosan
چرم	bőr
بیتلز	beatles
بیابد	talál
بیابد	megtalálja
جیک	jake
مهد	bölcső
اجساد	holttestek
اجساد	hullák
اجساد	holttestek
اجساد	hullák
اجساد	testek
اجساد	szervek
ریچاردسون	richardson
سبد	kosár
نورون	neuronok
هیون	hyun
هیون	haven
ساندویچ	szendvics
ساندویچ	szendvicset
ساندویچ	szendvics
ساندویچ	szendvicset
مرشد	mentor
طلسم	talizmán
طلسم	báj
میگل	miguel
دانشگاههای	egyetemek
عادلانه	vásár
عادلانه	korrekt
عادلانه	tisztességes
عادلانه	fair
عادلانه	igazságos
بازگشته	visszatért
روشنفکری	megvilágosodás
روشنفکری	intellektuális
روشنفکری	szellemi
زکریا	zakaria
ارغوانی	lila
ارغوانی	bíbor
پارکینگ	parkolóhely
پارکینگ	parkolás
پارکینگ	parkoló
قنطورس	centauri
خلوت	magán
خلوت	privát
خلوت	magánélet
خلوت	adatvédelmi
خلوت	adatvédelem
اپراتور	operátor
اپراتور	kezelő
اپراتور	üzemeltető
اشتیاق	vágyakozás
اشتیاق	szenvedély
اشتیاق	lelkesedés
زحل	szaturnusz
تخلفات	támadók
سامورایی	szamurájok
سامورایی	szamuráj
تون	tone
تون	hangnem
آنهالت	anhalt
ایزابل	isabel
ایزابل	isobel
ایزابل	isabelle
رگ	reg
رگ	véna
پرز	perez
ویلیس	willis
نوترون	moderátor
نوترون	neutron
پلکان	lépcsők
پلکان	lépcső
پلکان	lépcsőn
پلکان	lépcső
پلکان	lépcsőház
پلکان	lépcső
معایب	hibáit
خادم	gondnok
نوآر	noir
لحظات	pillanatai
لحظات	pillanatok
سوربن	sorbonne
خلأ	üresség
خلأ	porszívó
خلأ	vákuum
سهمیه	kontingens
سهمیه	kvóta
خیار	uborka
امت	emmet
امت	közösség
امت	közösségi
لیزا	lisa
لیزا	liza
گوشتی	húsok
گوشتی	hús
گوشتی	húst
گوشتی	hús
صابر	saber
پاکستانی	pakisztáni
پاکستانی	pakisztán
قضات	bírók
قضات	zsűri
قضات	bírák
کاشته	ültetett
کاشته	beültetett
قاشق	kanál
قاشق	kanál
قاشق	kanalat
قاشق	kanállal
ریسمان	kötelek
ریسمان	kötél
جاویدان	halhatatlanok
جاویدان	halhatatlanok
جاویدان	halhatatlan
دیکتاتور	diktátor
چاره	megoldást
چاره	megoldás
چاره	oldat
بخاری	fűtés
اریش	erich
اورانوس	uránusz
چن	chen
آمریکن	amerikai
طبی	kannabisz
طبی	kender
طبی	orvosi
امشب	este
دایناسورها	dinoszauruszok
بطلمیوس	ptolemaiosz
توازن	paritás
توازن	egyenleg
توازن	mérleg
توازن	egyensúly
برادوی	broadway
ویس	vis
ویس	weiss
امیلیا	emilia
امیلیا	amelia
فنیل	fenil
کارنگی	carnegie
کنیسه	zsinagóga
زبانها	nyelveket
زبانها	nyelvek
زبانها	nyelveken
کوردوبا	córdoba
کوردوبا	cordoba
تابوت	koporsó
تابوت	koporsó
نارضایتی	elégedetlenség
نارضایتی	elégedetlenség
ترانس	trans
ترانس	transz
آرتمیس	artemis
پک	peck
پک	pac
پک	falka
پک	csomagolás
پک	csomag
پک	pack
تفسیری	kommentár
عذاب	végzet
عذاب	gyötrelem
نقاب	maszk
نقاب	maszkot
رنگارنگ	színes
رنگارنگ	színes
ولورهمپتون	wolverhampton
اولیور	oliver
اولیور	olivér
دومینیک	dominic
فردریش	friedrich
حرمت	szentség
جانگ	jang
اوون	owen
پروتئینی	protein
پروتئینی	fehérje
پروتئینی	fehérjék
چانگ	chang
چانگ	chung
سلتیک	kelta
صهیونیسم	cionizmus
آلو	szilva
آلو	szilva
آلو	aloe
چیس	hajsza
چیس	üldözés
چیس	chase
پلیمر	polimer
خلاء	porszívó
خلاء	vákuum
پشتون	törzsek
ثانوی	középfokú
ثانوی	másodlagos
ادواردو	eduardo
مارتن	márton
مارتن	martin
مارتن	maarten
کباب	barbecue
کباب	kebab
مای	mai
مای	mae
آیزاک	isaac
تلف	pazarlás
تلف	hulladék
تلف	hulladékok
آلان	allan
آلان	alan
اکسل	axel
کجای	hol
کجای	ahol
کینه	ellenségeskedés
کینه	gyűlölet
کینه	bosszú
کینه	rosszindulat
زیرگونه	alfaj
حکاکی	faragás
ساکورا	sakura
تولوز	toulouse
رقصنده	táncosok
رقصنده	táncos
رقصنده	táncosnő
یهودستیزی	antiszemitizmus
نش	nash
مکانهای	helyszínek
مکانهای	helyek
اقسام	kínozza
ماکسیمیلیان	maximilian
اعترافات	vallomások
سوزاندن	égés
سوزاندن	égni
سوزاندن	égető
سوزاندن	égő
مارمولک	gyik
مارمولک	gyík
حمص	humusz
کلم	káposzta
امگا	omega
پالرمو	palermo
زنانی	nők
زنانی	asszonyok
زنانی	női
زنانی	nő
دونده	futó
ماکیان	baromfi
ماکیان	cygnus
متغیرها	változtatható
متغیرها	változó
متغیرها	változók
خار	tövisek
خار	tüske
خار	bogáncs
غازی	ghazi
نبردناو	csatahajó
نبردناو	hadihajó
نبردناو	torpedó
شارجه	sharjah
پیران	piran
چینگ	ching
چینگ	csing
جرالد	gerald
بخشش	irgalom
بخشش	kegyelem
بخشش	mercy
بخشش	megbocsátás
بخشش	nagylelkűség
کاربردها	alkalmazások
کاربردها	kérelmek
مبنا	alap
مبنا	bázis
فلوت	fuvola
اتین	etienne
ادو	edo
ادو	edu
اتاقی	terem
اتاقی	szoba
مرزها	határok
مرزها	határokon
مرزها	határok
شبنم	harmat
بوهم	csehország
گذرنامه	útlevél
شهابی	meteor
موسیقیدان	zenész
هیوز	hughes
تخیل	képzelet
تخیل	fantázia
تقلیل	csökkentést
تقلیل	csökkentése
تقلیل	csökkenés
تقلیل	csökkentés
تقلیل	csökkent
تقلیل	csökkentett
بشوند	tanulékony
دومینیکا	dominikai
دومینیکا	dominika
چیا	chia
ساماندهی	szabályozási
ساماندهی	könyvelés
دویل	doyle
پرافتخارترین	legbüszkébb
بردگی	rabszolgaság
هنریک	henrik
هنریک	henryk
خراج	tribute
اپوزیسیون	ellenzéki
اپوزیسیون	ellenzék
لاستیک	gumi
زنگی	nigger
تشخیصی	diagnosztika
تشخیصی	diagnosztikai
گرفتگی	napfogyatkozás
دامپزشکی	állatorvos
دامپزشکی	veterán
دامپزشکی	állatorvos
دامپزشکی	állatorvosi
دامپزشکی	állatorvos
مینگ	ming
سوئز	suez
کستیل	castiel
پتی	piti
پتی	kicsinyes
پتی	patty
غیرمستقیم	közvetetten
غیرمستقیم	közvetett
غیرمستقیم	közvetve
نامطلوب	nemkívánatos
کرکس	keselyű
بازدیدکنندگان	nézők
صیاد	ragadozó
صیاد	ragadozók
آلبر	albert
دات	dot
گذشتن	tompított
گذشتن	múló
مقصر	hibás
مقصر	tettes
گوته	goethe
ناخدا	kapitány
درخشندگی	csillogás
درخشندگی	csillám
مخلوطی	keverék
مخلوطی	elegy
مخلوطی	keverékek
سار	starling
ساید	sid
متان	metán
گرانادا	grenada
گرانادا	granada
استثنا	kivételek
استثنا	kivétel
استثنا	kivételek
استثنا	kivétel
آمین	amen
آمین	ámen
اصطکاک	súrlódás
گامبیا	gambia
هور	hur
هور	havre
سوماترا	szumátra
درسدن	dresden
کوزه	jar
فرابنفش	ultraibolya
دوزخ	pokol
دوزخ	pokol
دروغین	hamis
گالیله	galileo
الکسی	alekszej
هاو	huo
هاو	hao
هاو	howe
دیانا	deanna
مارتینز	martinez
پروفایل	adatlap
پروفایل	profil
تسریع	gyorsulás
شربت	juice
شربت	gyümölcslé
شربت	lé
شربت	szirup
الوار	plank
ولوو	volvo
سیگما	sigma
برک	burke
تاثیری	tükrözze
تاثیری	tükrözi
دلم	vágy
آبجو	sör
آبجو	sört
مات	korcs
مات	átlátszatlan
فراغت	szabadidő
شیردهی	szoptató
شیردهی	szoptatás
کارآفرینی	vállalkozás
بطری	üvegek
بطری	palackok
بطری	üvegeket
بطری	palack
بطری	üveg
بطری	tartály
بطری	üveget
کلئوپاترا	kleopátra
ذغال	szén
ذغال	szenet
ذغال	salak
شاپرک	moly
اورتن	orton
مفعول	objektum
مفعول	tárgy
مفعول	alul
مفعول	alja
مفعول	alsó
مفعول	fenék
کرمی	kukac
کرمی	féreg
برآمد	megvizsgált
اروین	erwin
اروین	irwin
ضربان	pulzus
ضربان	impulzus
آیینه	tükör
خودت	magad
کفر	istenkáromlás
کفر	hűtlenség
کفر	tagadás
کفر	elutasítás
حلزون	csiga
حلزون	kagylók
دانوب	duna
دانوب	donau
فاسد	korrupt
فاسد	romlott
فاسد	rohadt
فاسد	degenerált
ابرها	felhők
نویسه	char
نویسه	jellem
نویسه	karakter
نویسه	karakterek
نویسه	szereplők
نایل	niall
چسب	ragasztó
چسب	ragasztó
سیلویا	sylvia
شناختن	felismerés
شناختن	felismerve
شناختن	felismerése
شناختن	azonosítani
شناختن	azonosítható
ژاندارمری	csendőrség
ژاندارمری	carabinieri
سرسخت	makacs
کلینیک	klinikán
کلینیک	klinika
پیشگویی	jóslat
پیشگویی	prófécia
قولی	ígéret
مردانی	férfi
مردانی	férfiak
مردانی	emberek
سیکورسکی	sikorski
آریل	ariel
لینچ	lynch
پیشنهادهای	ajánlások
پیشنهادهای	javaslatok
پیشنهادهای	pályázatok
پیشنهادهای	javaslatok
پیشنهادهای	javaslatokat
شیرهای	oroszlán
شیرهای	oroszlánok
حداد	haddad
ترامپ	adu
ترامپ	trump
فارنهایت	fahrenheit
خردمند	intelligens
خردمند	bölcsek
خردمند	bölcs
تاسف	megbánás
تاسف	bánni
معاینه	vizsgálat
معاینه	vizsga
معاینه	vizsga
یادمان	emlékmű
هرمس	hermes
هضم	emésztési
هضم	megemésztett
هضم	megemészteni
جنگها	háborúk
پالایه	szűrés
پالایه	szűrő
سوت	sípot
سوت	síp
سوت	fütyül
جامه	csomagolva
جامه	ruházat
بسی	bessie
آنتیگوا	antigua
استیونز	stevens
مگی	maggie
غیرطبیعی	természetellenes
غیرطبیعی	hátborzongató
میگوید	mondja
همراهان	kíséret
همراهان	kísérete
همراهان	társai
همراهان	társak
خاویر	xavier
کابوس	rémálom
کابوس	rémálmok
مازاد	többlet
مازاد	többletet
مازاد	többlet
ورشکستگی	csődbe
ورشکستگی	csőd
لیام	liam
سیری	siri
داکوتا	dakota
فاکتورهای	számlák
آرمانی	armani
کپلر	kepler
کانارا	kannada
فواید	juttatások
فواید	előnyök
فواید	ellátások
جلیلی	galileai
دوردست	távoli
دهها	tízes
دهها	tucatnyi
دنور	denverben
دنور	denver
رودها	patakok
رودها	folyók
رودها	rivers
سوئیفت	swift
کامپایل	válogatás
کامپایل	összeállítás
آمینو	amino
شال	kendő
شال	kendőt
شال	kendő
شال	sálat
شال	sál
روت	ruth
خوشی	joy
خوشی	öröm
خوشی	örömöt
خوشی	boldogság
خوشی	boldogságot
مورچه	hangyák
مورچه	hangya
مورچه	hangyák
ستوده	dicsérte
کاکس	cox
چستر	chester
ناز	cuki
ناز	aranyos
باغچه	kert
باغچه	kertje
باغچه	garden
باغچه	kertben
فاینال	döntő
فاینال	végleges
فاینال	záró
فاینال	utolsó
فاینال	végső
الکساندرا	alexandra
میسون	mason
میسون	kőműves
سانتاندر	santander
هیدرولیک	hidraulika
هیدرولیک	hidraulikus
سفالی	kerámia
افزونه	meghosszabbítás
افزونه	kiterjesztés
افزونه	kiterjesztése
افزونه	bővítés
همگرایی	konvergencia
رژه	parádé
رژه	felvonulás
آریانا	arianna
آریانا	ariana
ساندرا	sandra
اخیرا	nemrégiben
اخیرا	nemrég
اخیرا	mostanában
اخیرا	mostanában
زهر	méreg
زهر	méreg
روبین	robint
روبین	robin
روبین	robyn
چارلتون	charlton
اکتشافات	felfedezés
اکتشافات	felfedezések
آوا	ava
آوا	awa
چان	chan
شقایق	bogyókat
شقایق	bogyók
شقایق	bogyó
شقایق	szellőrózsa
ترکستان	turkesztán
تمسخر	gúnyolódás
موز	banán
موز	banánt
موز	banán
اندوه	bánat
اندوه	gyász
اندوه	bánat
اندوه	bánatot
اندوه	szomorúság
اندوه	gyötrelem
اندوه	bánat
اندوه	szomorúság
آیندهوون	eindhoven
رونالدو	ronaldo
آکوستیک	akusztikus
آکوستیک	akusztika
هنرمندی	művész
هنرمندی	előadó
آریان	ariane
آریان	árja
نیمروز	dél
نیمروز	délben
نیمروز	délben
چوپان	shepherd
چوپان	juhász
چوپان	pásztor
بالستیک	ballisztikus
نابینا	vakon
نابینا	vak
نابینا	vakok
فریبا	bájos
فریبا	elbűvölő
سیستماتیک	szisztematikus
سیستماتیک	módszeres
لورکوزن	leverkusen
آماتور	amatőrök
آماتور	amatőr
فوراً	azonnal
توالت	vécé
توالت	wc
برگرداند	szaporodnak
آنجلو	angelo
آرین	árja
آرین	arryn
تورنمنت	torna
تورنمنت	bajnokság
هیچکس	senki
دادرسی	tárgyalás
لاهور	lahore
کوریتیبا	curitiba
اتاقک	pilótafülke
اتاقک	kunyhó
اتاقک	kabin
توکوگاوا	tokugawa
مکالمه	társalgás
مکالمه	beszélgetés
مکالمه	beszélgetést
کیس	ügy
کیس	case
کیس	eset
کهکشانی	galaktikus
جرارد	gerard
دف	daf
دف	def
مسموم	megmérgezték
مسموم	mérgezett
مسموم	méreg
ماین	fő
ماین	main
ماین	főbb
ماین	maine
کارزار	harc
کارزار	csata
هلیم	hélium
خریداران	vásárlók
خریداران	vevők
اهانت	megvetés
همخوان	kórus
همخوان	mássalhangzó
امپریالیسم	imperializmus
اسلاوی	szláv
میهنی	hazafias
کلینت	clint
بوروندی	burundi
آندریا	andrea
دوون	devon
شارون	sharon
شارون	charon
نیوپورت	newport
تونگا	tonga
خورخه	jorge
اندروز	andrews
پالمر	palmer
هپاتیت	hepatitisz
هپاتیت	hepatitis
مناسک	rituálék
مناسک	kenetet
پلاس	plus
پلاس	plussz
پلاس	plusz
امانت	felajánlott
امانت	kínált
امانت	felkínált
امانت	felajánlotta
امانت	tisztesség
امانت	integritását
گومز	gomes
گومز	gomez
گومز	gómez
ورماخت	wehrmacht
نوئل	noel
حاصلخیز	termékeny
عطا	ata
سنترال	központi
هایک	heike
وینستون	winston
هوکایدو	hokkaido
تانگ	tang
خالدار	foltos
کلوب	klub
کلوب	club
طرحهای	terveket
طرحهای	tervek
ملیتی	állampolgársága
ملیتی	állampolgárság
تشریفاتی	ünnepélyes
دلا	della
صباح	sabah
فشنگ	töltények
فشنگ	patron
فشنگ	töltény
فشنگ	golyót
فشنگ	golyó
فشنگ	lövedék
فشنگ	töltény
روانکاوی	pszichoanalízis
گون	gon
هلنا	helena
ادوبی	adobe
شایعات	szóbeszéd
شایعات	pletykák
شری	cherie
شری	sherry
بازخورد	visszajelzés
جویس	joyce
آلباتروس	albatrosz
انسولین	inzulin
انسولین	inzulint
شاعرانه	költői
مؤمن	hinni
مؤمن	hűségesek
مؤمن	hűséges
مؤمن	hívő
آستون	aston
ماندگاری	életképes
ماندگاری	kitartás
یاکوب	jakob
یاکوب	jacob
ویتوریو	vittorio
مدیسون	madison
جاوااسکریپت	javascript
شیروانی	padláson
فای	fay
بلفاست	belfast
بافر	puffer
بافر	ütköző
قیچی	olló
قیچی	ollót
چاقی	elhízás
چاقی	zsír
چاقی	zsírok
چاقی	fat
چاقی	kövér
بازو	karok
بازو	fegyvert
بازو	karokat
بازو	kar
بازو	fegyverek
بازو	kar
بازو	karját
پرنسس	királylány
پرنسس	hercegnő
ضرایب	együtthatók
ضرایب	együttható
لایق	megérdemli
لایق	érdemes
لایق	méltó
لایق	képes
فالتس	pfalz
اشتراکی	kollektív
پرستاران	nővérek
پرستاران	ápolók
پارت	részben
پارت	rész
پارت	része
شیلات	halászat
شیلات	halászati
مانور	manor
تیمهای	csapatok
درنگ	habozás
درنگ	maradtam
درنگ	maradtak
درنگ	maradt
نابرابری	egyenlőtlenség
رمزگشایی	dekódoló
دندانپزشکی	fogászat
هیت	heath
مامایی	bába
بول	bull
بول	bika
ورژن	kiadás
بافتی	szövetek
بافتی	szövet
لوبیا	bab
جنی	jenny
هادسون	hudson
کوبه	kobe
نزدیکتر	közelebb
وارونه	fordított
پیغمبر	próféta
اسرارآمیز	titokzatos
اسرارآمیز	misztikus
اسرارآمیز	rejtélyes
اسرارآمیز	misztikus
اسرارآمیز	okkult
استفانی	stephanie
گزارشگر	újságíró
گزارشگر	riporter
مریل	merrill
النور	eleanor
درخور	helyénvaló
درخور	megfelelő
درخور	illő
سوییس	svájc
فانوس	lámpás
کریستوف	christophe
کریستوف	christoph
دفترچه	notebook
دفترچه	füzet
متهمان	vádlottak
ایگل	sas
ایگل	eagle
سانتو	santo
ویر	ware
ویر	weir
مافوق	superior
مافوق	felsőbbrendű
لینه	linnaeus
سدها	víztározók
لنگر	horgony
خطری	veszély
بسنده	elegendő
سوختگی	égés
سوختگی	burns
سوختگی	égés
سوختگی	égni
مالاگا	malaga
مالاگا	málaga
سورن	severn
یورگن	jürgen
یورگن	jürgen
برایتون	brighton
سانی	napsütés
سانی	napfényes
سانی	napos
سانی	sunny
معطر	fűszeres
معطر	pikáns
معطر	csípős
معطر	illatos
القایی	indukciós
رینولدز	reynolds
رونی	ronnie
نفوذی	bennfentes
لیبرتی	szabadság
فریمن	freeman
باواریا	bajor
باواریا	bajorország
تفصیل	megkülönböztető
برنجی	brass
برنجی	bronz
برنجی	rizs
دالان	kamra
دالان	kamrában
دالان	folyosón
دالان	folyosó
قاعدگی	menstruációs
قاعدگی	menstruáció
پوزش	jogalap
پوزش	kifogás
پوزش	kifogások
ماکائو	makaó
ماکائو	makaó
ارزی	tartalékok
ارزی	tartalék
منزوی	zárkózott
منزوی	elkülönített
منزوی	elszigetelt
پورتلند	portland
پورتلند	portlandben
مثانه	hólyag
ادا	ada
ماریون	marion
آمبرلا	esernyő
آگوستین	augustin
آگوستین	augustine
مشروع	törvénytelen
مشروع	jogszerű
مشروع	törvényes
مشروع	jogos
چاق	zsír
چاق	zsírok
چاق	fat
چاق	kövér
فضیلت	erény
گروس	bruttó
نمادها	jelek
نمادها	jelölések
نمادها	szimbólumok
نمادها	szimbólum
شارپ	sharp
شارپ	éles
پیترو	pietro
هرمی	piramis
مستثنی	kizárva
مستثنی	kizárt
تورهای	tours
آگوستوس	augustus
کای	kai
آرزوهای	optimista
آرزوهای	elvárások
آرزوهای	elvárás
آرزوهای	várakozások
مخروط	kúp
دانگ	dang
رالی	rally
رالی	gyülekező
رالی	gyűlés
رالی	raleigh
کونگ	kong
آهوی	szarvast
آهوی	szarvas
کاکتوس	kaktusz
چرچیل	churchill
پرستو	lenyelni
پرستو	presto
سوان	hattyú
سوان	swan
سوان	swann
بندپایان	ízeltlábú
بویز	boyz
تذکره	életrajz
پرهای	tollak
پرهای	toll
ایدا	ida
ایدا	ada
کلیر	claire
کراولی	crowley
کراولی	crawley
تیری	thierry
جسارت	feltételezés
معصومی	hibátlan
معصومی	makulátlan
مسن	idős
مسن	idősek
شرحی	magyarázat
شرحی	magyarázó
ناپایدار	instabil
ناپایدار	labilis
ناپایدار	bizonytalan
ناپایدار	illékony
میراندا	miranda
کنسرسیوم	konzorcium
نخود	borsó
اسکلتی	csontváz
زنگبار	zanzibár
گوران	goran
مهمانان	vendég
مهمانان	vendégek
باکتریایی	bakteriális
باکتریایی	baktérium
ژنراتور	generátor
ریانا	rihanna
کوله	hátizsák
روسها	oroszok
سای	sai
سای	psi
ساکس	sacks
ساکس	zsákok
ساکس	zsák
ساکس	sox
ساکس	sax
لونا	luna
فروشندگان	árusok
فروشندگان	kereskedők
فروشندگان	kiskereskedők
فروشندگان	kereskedők
فروشندگان	eladók
سامرا	zamora
هوارد	howard
توافقی	adaptív
لوآر	loire
لبخند	mosoly
لبخند	mosoly
لبخند	mosolyog
سرزنش	hibás
مرورگرهای	böngészők
میدلزبورو	middlesbrough
جوخه	brigád
جوخه	osztag
جوخه	szakasz
ممنوعه	tilos
ممنوعه	tiltott
یکا	egység
یکا	unit
فیلی	philly
فیلی	philadelphia
فیلی	philadelphiai
فیلی	elefánt
فیلی	elefántok
استراسبورگ	strasbourgban
استراسبورگ	strasbourgi
استراسبورگ	strasbourg
استفراغ	hányás
استفراغ	hányt
استفراغ	hányás
نوسانات	ingadozások
لئوپولد	leopold
کولین	collin
کولین	colin
جنگلهای	erdők
غشاء	membrán
فریتس	fritz
یوحنا	johanna
یوحنا	john
یوحنا	jános
کنسرواتوار	konzervatórium
بیضوی	elliptikus
سیلوستر	sylvester
سیلوستر	szilveszter
خلف	khalaf
مایورکا	mallorca
مایورکا	mallorca
خاردار	szöges
خاردار	tüskés
اجتماعات	közösségek
کلمبوس	columbus
کلمبوس	kolumbusz
رکس	rex
دردناک	fájdalmas
همسان	egyforma
همسان	megegyező
همسان	azonos
باداخس	badajoz
ناخودآگاه	tudatalatti
ناخودآگاه	eszméletlen
ناخودآگاه	eszméletlenül
لسلی	leslie
تالین	tallinn
والری	valerie
خونه	otthon
خونه	itthon
خونه	haza
بیوه	özvegy
بیوه	özvegyek
بیوه	özvegy
بیوه	özvegye
عدن	aden
عدن	eden
دانشیار	docens
یوم	ume
لوزان	lausanne
بینندگان	nézők
دلتای	delta
التهابی	gyulladás
التهابی	gyulladásos
زبانه	lap
قرضه	tartozás
قرضه	adósság
قرضه	tartozások
قرضه	adóssága
تهوع	hányinger
تهوع	émelygés
ناخن	köröm
ناخن	szög
ناخن	szögek
ناخن	körmök
خنجر	tőr
هایدگر	heidegger
بانکوک	bangkok
رویان	embrió
کالیبر	kaliber
کالیبر	kaliberű
ماژور	őrnagy
خندق	árok
خندق	árok
خندق	várárok
مطیع	alárendelt
مطیع	alázatos
مطیع	alávetett
مطیع	engedelmes
اسکله	wharf
اسکله	móló
خوابگاه	kollégium
خوابگاه	kollégium
خوابگاه	hostel
خوابگاه	szálló
خوابگاه	panzió
آنتیل	antillák
متولی	megbízott
شلاق	ostor
دایان	diane
وجدان	lelkiismeret
خودمختاری	autonómia
اتاوا	ottawa
سلین	céline
سلین	celine
غاز	liba
غاز	liba
امکاناتی	bónusz
امکاناتی	bónuszok
طعمه	zsákmány
طعمه	préda
طعمه	csali
نای	légcső
نای	nai
نای	nye
آسا	asa
صداقت	őszinteség
صداقت	őszinteség
تعهدات	kötelezettség
تعهدات	kötelezettségek
تعهدات	kötelezettségei
تعهدات	kötelezettségekkel
رومانتیک	romantikus
جزر	dagály
ابریشمی	selyem
سکوهای	platform
سکوهای	platformok
جانورشناسی	zoológia
سنگسار	kő
سنگسار	stone
آتیلا	attila
هگل	hegel
سازش	lant
سازش	megegyezés
سازش	elszámolási
سازش	rendezés
سازش	egyezség
سازش	település
سازش	elszámolás
سازش	kompromisszum
سازش	kompromisszumot
سازش	kompromisszumos
سازش	szálláshely
سازش	szállás
نیکسون	nixon
ویت	witt
ویت	waite
ویت	wyeth
ویت	viet
مرداب	mocsár
مرداب	mocsár
مرداب	marsh
چتر	ejtőernyős
چتر	ejtőernyő
چتر	esernyő
تاشکند	taskent
نیکوزیا	nicosia
عزیزم	kedves
عزیزم	drága
عزیزم	baba
عزیزم	bébi
