jonas	jonas
érdeklődő	vodi
érdeklődő	zainteresovani
érdeklődő	zainteresirani
érdeklődő	zainteresiran
érdeklődő	zainteresirana
darabjai	figure
darabjai	komada
darabjai	komadići
darabjai	dijelovi
darabjai	komadi
ívelt	zakrivljena
látvány	prizor
tengerész	mornaru
tengerész	mornar
tengerész	marine
tengerész	marinac
disco	disco
disco	disko
márki	marquis
wells	wales
wells	wellsa
wells	wells
wells	bunara
valentin	valentin
valentin	zaljubljenih
valentin	valentin
valentin	valentinovo
valentin	valentine
fehérjék	protein
fehérjék	proteina
fehérjék	proteini
fehérjék	proteini
felfogás	percepcije
felfogás	percepcija
felfogás	percepcije
táblázatok	stolovi
táblázatok	stolove
gépesített	mehanizirane
találkoztam	upoznao
támadásokat	napadi
támadásokat	napada
emlékezés	spomen
cirkusz	cirkus
ungvár	ung
januári	siječanj
januári	siječnja
erőforrások	resursi
erőforrások	resursa
erőforrások	sredstva
hozzájárul	pridonosi
melléknév	pridjev
rituális	ritual
rituális	ritualno
fiziológiai	fiziološke
fiziológiai	fiziologija
labor	laboratorija
labor	laboratoriji
labor	laboratorije
labor	laboratorij
labor	laboratorija
labor	lab
harangtorony	zvoniku
feketék	crnci
meztelen	goli
meztelen	gol
meztelen	gola
meztelen	golu
meztelen	gola
meztelen	goli
meztelen	golo
meztelen	gole
inn	inn
valladolid	valladolid
engedéllyel	licencirani
érdekességek	zanimljivosti
tallinn	tallinn
tavi	jezero
tavi	jezera
tavi	lake
elhagyni	napusti
fölötte	iznad
csíkos	prugasti
csíkos	pruge
értelem	inteligencija
értelem	obavještajna
értelem	inteligenciju
értelem	intelekt
értelem	osjetilo
földek	sleti
földek	polja
legfrissebb	najnoviji
legfrissebb	najnovije
hasonlóak	slično
hasonlóak	slični
hasonlóak	slične
hasonlóak	slična
hasonlóak	slicno
árnyék	sjenke
árnyék	sjene
árnyék	senke
árnyék	sjenka
árnyék	sjena
árnyék	senka
árnyék	sjene
árnyék	nijansa
árnyék	hlad
klinika	klinika
tágas	prostrana
tágas	prostran
wing	wing
wing	krilo
belize	belize
márciusi	ožujka
márciusi	ožujak
márciusi	marš
falat	zid
falat	zida
ellis	ellis
bergman	bergman
oldalakon	stranice
érd	kamate
érd	kamata
érd	zanimanje
érd	interes
invázió	invazije
invázió	invazija
tojást	jaja
tojást	jaje
támogatói	pristaše
flavius	flavije
kifejező	izražajne
koszovó	kosovo
kifutó	pista
kifutó	pisti
kifutó	pistu
nyaka	vrat
earl	earl
legelő	pašnjak
legelő	pase
cselekvés	akcija
