है	hai
समुद्रतट	jūrinė
औरंगज़ेब	aurangzebas
कलंक	stigma
पतंग	aitvaras
इंजीनियर्स	inžinieriai
अभ्रक	žėručio
राष्ट्रकूट	raštrakutų
लाठी	rodai
डाकुओं	banditai
संगति	suderinamumas
संगति	pastovumas
संगति	nuoseklumą
संगति	nuoseklumas
संकरण	hibridų
संकरण	hibridai
ओमेगा	omega
लीक	nuotėkio
लीक	nutekėjimas
इलिनोइस	ilinojaus
नेम	nem
जिम्मेदारियों	atsakomybė
जिम्मेदारियों	pareigos
मनोबल	moralė
रिहाना	rihanna
मिर्गी	epilepsija
मिर्गी	epilepsijos
मस्ती	smagu
मस्ती	smagiai
मस्ती	linksma
मस्ती	linksmai
तितली	drugelis
ऊँट	camel
सेनानियों	kovotojai
फ्लोरा	floros
आउटडोर	lauko
आउटडोर	lauke
कपोन	kaponė
ग्रास	žole
ग्रास	žolė
ग्रास	žolės
बक्से	dėžės
बक्से	dėžių
बक्से	dėžėse
बक्से	dėžutės
वेट	vat
हकदार	nusipelno
हकदार	nusipelnė
चिकना	papildymui
जीर्णोद्धार	atkūrimas
जीर्णोद्धार	atstatymas
जीर्णोद्धार	atkūrimo
लिंच	lynch
डिलीवरी	pristatymo
डिलीवरी	pristatymas
डिलीवरी	pristatymas
डिलीवरी	pristatymai
द्रवित	suskystintų
लोमड़ी	lapė
ज्ञापन	lapelis
ज्ञापन	memorandumas
ज्ञापन	memorandumo
सुनामी	cunamio
रूसो	rousseau
ख़लीफ़ा	kalifas
विस्टा	vista
कौशी	koši
मार्कस	markusas
दन्त	dantų
हिलेरी	hillary
स्वयंसेवकों	swat
ऐतरेय	aitarėja
अपार्टमेंट	buto
अपार्टमेंट	butas
अपार्टमेंट	bute
अपार्टमेंट	butų
प्रोटॉन	protonų
प्रदूषित	užteršta
मो	mou
बोरिस	borisas
ट्रेलर	priekabos
ट्रेलर	priekabų
ट्रेलर	priekaba
शेख़	šeichas
तारक	žvaigždės
तारक	žvaigždė
तारक	star
प्यारे	gražios
प्यारे	miela
पढ़ाने	mokymo
पढ़ाने	mokymas
आयत	vers
कारीगरों	meistrai
कारीगरों	meistrams
वेबर	weber
सूचनाएं	pranešimai
रॉसी	rossi
अर्थशास्त्रियों	ekonomistai
मनोदशा	nuotaikos
मनोदशा	nuotaika
फिश	žuvis
फिश	žuvys
फिश	žuvų
वफादार	atsidavusi
वफादार	ištikimas
पोलो	polo
मंडेला	mandela
करीम	karim
क्लीनर	siurblys
वनवास	tremtyje
पारद	gyvsidabris
पारद	gyvsidabrio
क्लिनिक	klinikų
क्लिनिक	klinika
क्लिनिक	klinikos
क्लिनिक	klinikoje
फैराडे	faradėjus
स्थिरांक	konstantos
प्रस्तुतियों	pristatymai
जानें	mokytis
मरीन	jūrų
मरीन	jūrinė
फ्रैंकनस्टाइन	frankenšteinas
विनचेस्टर	vinčesterio
डिपो	depo
सालगिरह	jubiliejus
सीआईए	cžv
कोइराला	koirala
ब्लेयर	blair
पाल्पा	palpos
विवर्तन	difrakcijos
लंगर	inkaro
जोसफ	joseph
पूंजीवादी	kapitalistinės
पूंजीवादी	kapitalizmas
कैच	sugavimo
न्यूरॉन्स	neuronų
कैम्पबेल	campbell
चमड़ा	oda
चमड़ा	odos
अनायास	nesąmoningai
वैनिला	vanilės
संपादकीय	redakcinė
शिपिंग	laivybos
शिपिंग	laivyba
शिपिंग	shipping
ब्रश	teptuku
डैम	velnias
रमण	ramana
आयातित	importuota
आयातित	importuoti
आयातित	importuojamas
आयातित	importuojama
आरोपी	kaltina
शब्दकोष	dvejetainis
शब्दकोष	žodynas
आंगन	kieme
डिश	indų
डिश	patiekalas
संप्रभुता	suverenitetui
संप्रभुता	suverenumą
संप्रभुता	suvereniteto
इंटरकांटिनेंटल	tarpžemyninis
रॉयल्टी	autoriniai
ख़ानत	chanatas
वालेस	wallace
सीज़र	cezario
चिंग	jing
ब्रॉड	platus
ब्रॉड	plati
रेखाएं	eilutės
रेखाएं	linijos
स्कोडा	skoda
जिंक	cinko
जिंक	cinkas
मीडियाविकि	mediawiki
लातीनी	latino
चील	erelis
जुआ	lošimai
जुआ	lošimų
अप्रिय	nemalonus
अप्रिय	puolimas
आदम	adamas
सबक	pamoka
कार्तिकेय	skanda
असंतुलन	disbalansas
तानाशाह	diktatorius
लकडी	medienos
लकडी	mediena
सेहत	sveikata
कर्मकांड	ritualai
दुर्व्यवहार	piktnaudžiavimas
दुर्व्यवहार	netinkamo
इत्र	kvepalai
गाती	dainuoja
त्रि	tri
बहाली	atkūrimas
बहाली	atstatymas
बहाली	atkūrimo
नर्सिंग	slaugos
खरीदना	pirkimo
आलोचनाओं	kritika
आलोचनाओं	kritiką
डोगरी	dogri
दलाई	dalai
हल्क	halkas
किफायती	ekonomiškas
बहनें	sesės
बहनें	seserys
अंदाज़	stilius
एकाएक	staiga
हवलदार	hav
जेरार्ड	gerard
इब्राहीम	ibrahim
येन	jenų
सैक्सन	sakse
असंतुष्ट	nepatenkintas
जोवी	jovi
राक्षसों	demonai
कोरल	koralų
साम	sama
असुविधा	nepatogumų
जीना	gyventi
जीना	gyvenimo
जीना	gyvos
जीना	ans
दलितों	neliečiamieji
हंट	medžioti
कनिष्क	kaniška
रासो	raso
वेक्टर	vektorius
फीड	pašarų
फीड	pašaras
फीड	pašarai
फीड	maitina
बगदाद	bagdade
बीवी	žmona
सादगी	paprastumas
यार्ड	kiemas
यार्ड	kiemo
एमा	ema
सतर्कता	budrumo
उजाला	tamsa
संघटक	ingredientas
संघटक	ingredientų
संघटक	ingredientai
सिरका	actas
बोर	atsibodo
गेटवे	vartai
ध्वनियाँ	skamba
ध्वनियाँ	garsus
ध्वनियाँ	garsai
मंशा	ketinimus
मिलाप	sanglauda
मिलाप	sanglaudos
पात्रता	tinkamumas
अत्यावश्यक	skubus
अत्यावश्यक	skubiai
प्रतिस्पर्धात्मक	konkurencingas
प्रतिस्पर्धात्मक	konkurencinis
लहसुन	česnakų
लहसुन	česnako
रैपर	reperis
बेची	parduota
बेची	parduodami
बेची	parduotas
बेची	parduodama
नवीं	devintojo
फर	kailis
फर	kailiai
फर	kailio
फर	kailius
स्कॉच	viskio
पंजे	letenas
शावक	jauniklius
शावक	cub
व्हेल	banginis
लघुगणक	logaritmas
मुहर	ruonių
अपरिवर्तित	senovinė
अप्रभावी	neveiksmingas
आंधी	tornado
आंधी	taifūnas
आंधी	audros
आंधी	audra
कीनिया	kenijoje
कीनिया	kenija
कीनिया	kenijos
अधिसूचना	pranešimo
अधिसूचना	pranešimas
अधिसूचना	pranešimai
परवरिश	tėvystė
कोलोराडो	kolorado
पैरामीटर	parametrai
गे	gėjai
गे	gėjų
गे	gėjus
बन्दर	apa
बन्दर	beždžionė
मोटापा	nutukimas
गिलास	stiklas
गिलास	stiklinė
गिलास	stiklo
वाह	wow
वाह	oho
वाह	vau
चश्मा	akiniai
शिथिलता	techninis
एडविन	edvinas
बैंकर	bankas
वेल	vale
जेलीफ़िश	medūzos
बल्ब	lempa
बल्ब	lempa
बल्ब	žibintas
बल्ब	lempos
अस्वीकृति	atmetimas
अस्वीकृति	atmetimo
यूँ	yun
काया	kaya
लोलक	švytuoklės
आसुत	distiliuoti
आसुत	distiliuotas
नीबू	citrinų
नीबू	citrinos
अरे	ei
अरे	labas
अरे	sveikas
स्टोरेज	sandėliavimas
स्टोरेज	saugojimas
युसुफ	youssef
गैलन	litrų
असहाय	bejėgis
मुसीबत	bėda
मुसीबत	bėdos
मुसीबत	problemų
जाप	giedojimas
ख़ुशी	labui
ख़ुशी	malonumas
ख़ुशी	laimės
ख़ुशी	laime
ख़ुशी	laimė
वेव	bangos
वेव	bangų
वेव	banga
वितरक	platintojas
लाओ	įtraukti
लाओ	laoso
क्रूज	kruizinis
खाए	ganosi
स्विमिंग	plaukimo
स्विमिंग	plaukia
केबिन	salono
केबिन	kabina
पारस	filosofas
जवाबदेही	atskaitomybės
सैंकड़ों	šimtai
कैनवास	drobė
देवा	deva
हबल	hablo
बागवानी	sodininkystės
बागवानी	sodininkystės
कुकी	sausainių
कुकी	cookie
सॉकर	futbolas
सॉकर	futbolo
स्काउट	skautų
जिंदा	gyva
जिंदा	gyvi
जिंदा	gyvas
दाढ़ी	barzda
जेब	kišenės
मानवतावाद	humanizmas
छतों	stogas
छतों	stogo
प्राचीनता	antiquity
पाण्डुलिपि	rankraštis
ग्रीनलैंड	grenlandijos
ग्रीनलैंड	grenlandija
रेमंड	raimondas
शेली	shelley
एयरवेज़	airbus
एयरवेज़	airways
ट्रेनों	traukiniai
बोधिसत्व	bodhisatva
तत्र	tatrų
चकित	nustebino
चकित	nustebęs
बिट्स	bitų
सामंती	feodalinė
स्प्रे	purslų
तरक्की	skatinimas
तरक्की	propagavimas
तरक्की	skatinimo
रफ्तार	greitis
रफ्तार	greičio
स्वस्तिक	svastika
देवेन्द्र	devendra
निष्कर्षण	gavyba
उदारीकरण	liberalizavimo
उदारीकरण	liberalizavimas
खाद्यान्न	grūdų
खाद्यान्न	javai
खाद्यान्न	grūdai
बनवाई	statybų
मौलिकता	originalumo
क्रू	įgula
क्रू	įgulos
हॉलैंड	holland
हॉलैंड	olandija
अखंडता	vientisumas
अखंडता	vientisumą
एलियट	eliotas
काटना	chop
काटना	bite
माताओं	motinoms
माताओं	motinos
माताओं	motina
आदर्शवाद	idealizmas
आरोहण	žengimo
उर्वरकों	trąšos
अनाम	bevardis
शिलांग	šilongas
योगदानकर्ता	bendradarbiai
नट	riešutų
नवीनता	naujovė
नवीनता	naujovės
यूजीन	eugenijus
प्रकटीकरण	atskleidimas
प्रकटीकरण	atskleidimo
कैप्शन	antraštė
मोतियाबिंद	katarakta
मध्याह्न	meridian
सममित	simetrinis
गैसीय	dujinis
गैसीय	dujinių
मनाये	švenčiama
बोन	bon
बोन	kaulų
बोन	kaulas
बोन	kaulai
मुर्गी	višta
मुर्गी	vištiena
मुर्गी	vištos
मुर्गी	vištienos
मुर्गी	vištų
सांग	sanga
डंकन	duncan
रघुवीर	raghu
रोटर	rotoriaus
न्यूरॉन	neuronas
गंडक	gandaki
नॉकआउट	nokautas
उन्माद	manija
बैंको	bankas
रवीन्द्रनाथ	tagorė
स्टंट	triukas
रमणीय	žavinga
तालाबों	tvenkiniai
डेन	den
मास्क	kauke
मास्क	kaukė
मास्क	kaukės
टोकरी	krepšelį
टोकरी	krepšys
फैक्टरी	fabrikas
फैक्टरी	gamykloje
फैक्टरी	gamykla
राइन	reino
पैगम्बर	pranašas
ह्यूगो	hugo
रेशा	šilko
रेशा	fiber
चेकोस्लोवाकिया	čekoslovakijoje
हीर	heer
कैरोल	kerol
इष्टतम	optimali
इष्टतम	optimalus
जेनेटिक	genetinis
जेनेटिक	genetiniai
पांडव	pandavai
रश	rush
खरीदार	pirkėjai
खरीदार	pirkėjas
टूना	tunų
टूना	tunas
टूना	tunai
विली	willy
संतति	palikuonių
संतति	vaikas
संतति	vaikui
चाची	teta
फ़ील्ड	laukas
फ़ील्ड	laukai
कैटलन	katalonų
तातार	totorių
कोबाल्ट	kobalto
मेगा	mega
कौरव	kauravai
व्याख्याता	dėstytoja
डोर	dor
नवल	laivyno
भेड़िया	vilkas
इलायची	kardamono
एस्कोबार	escobar
इरविन	irvinas
ब्यूटी	gražuolė
ब्यूटी	grožis
मसालेदार	aštrus
राइफल्स	šautuvai
ग्रीनविच	grinvičo
बदनाम	liūdnai
शक्कर	cukrus
शक्कर	cukraus
सुकरात	socrates
अनधिकृत	neleistinų
रिश्तेदारों	giminaičiai
रिश्तेदारों	giminių
रिश्तेदारों	gimines
रिश्तेदारों	augo
रिश्तेदारों	giminės
सिमोन	simona
नीना	nina
थाइलैंड	tailandas
बेक	bek
सौजन्य	mandagumo
अनार	granatų
पहिये	ratai
विस्कॉन्सिन	viskonsino
सेनाएँ	legionus
रशीद	rasheed
कटरा	katra
फाल्के	falke
गुमराह	klaidinti
गुमराह	klaidinantis
गुमराह	klaidinančios
गुमराह	klaidinanti
झींगा	omarų
झींगा	krevečių
दरवाजों	durys
दरवाजों	duris
दरवाजों	durų
राज्यपालों	valdytojų
राज्यपालों	valdytojai
लसीका	limfa
क़यामत	prisikėlimo
मेस्सी	messi
दुश्मनी	priešiškumas
दुश्मनी	anime
परागण	apdulkinimo
रिया	rea
ताओ	tao
कैसीनो	kazino
समाजशास्त्री	sociologė
शर्बत	šerbetas
मनोचिकित्सा	psichoterapija
धीर	ryžtingų
गिनीज	gineso
कोबरा	kobra
ड्रग्स	narkotikai
कैंडी	saldainis
फ़ीड	pašarų
फ़ीड	pašaras
फ़ीड	pašarai
फ़ीड	maitina
माफ़ी	amnestija
बिखर	drift
हैरिसन	harisonas
हंटर	medžiotojas
सख्ती	griežtai
असम्भव	neįmanoma
भात	bhat
ज्ञानकोष	enciklopedija
लिंडा	linda
अंधा	aklas
अंधा	aklai
अंधा	akla
मनमोहक	elegantiška
नीत्शे	nyčė
बूंद	atleisti
बख्शी	bakshi
शासी	valdančioji
काव्यात्मक	poetiškas
मेहराब	arkos
कोयल	gegutės
हेरफेर	manipuliuoti
हेरफेर	manipuliavimo
आध्यात्मिकता	dvasingumas
स्टालिन	stalinas
आला	ala
गांठ	mazgas
सुनहरी	auksinis
उज्ज्वल	šviesus
उज्ज्वल	šviesi
पत्राचार	korespondencija
पत्राचार	susirašinėjimas
शिष्टाचार	etiketo
बगीचा	sode
बगीचा	sodas
कूटनीति	diplomatijos
कूटनीति	diplomatija
पाशा	paša
यूसुफ	joseph
यूसुफ	yusuf
चुपचाप	tyliai
शिल्पकार	skulptorių
शिल्पकार	meistrams
अनुमत	leidžiama
अनुमत	absoliutus
एंजाइमों	fermentai
चू	chu
मित्रा	mitra
दीना	dina
गांधार	gandhara
क्राई	verkti
जंतर	amuletas
हॉर्स	žirgas
हॉर्स	arklys
हॉर्स	arkliai
हॉर्स	arklio
राइडर्स	raiteliai
जूलियस	julius
टीना	tina
केरी	kerry
प्रतिवादी	atsakovas
प्रतिवादी	atsakovo
प्रतिवादी	antagonistas
कोटिंग	danga
कोटिंग	dengimas
घोंसला	lizdas
पल्स	pulsas
पल्स	impulso
टिम्बरलेक	timberlake
हैरान	šokiruota
हैरान	nustebęs
सरलतम	paprasčiausias
चौराहे	sankirtos
निर्बल	silpnas
निर्बल	nedideli
स्लोवाकिया	slovakija
स्लोवाकिया	slovakijos
रातों	naktys
छे	che
हैप्पी	laiminga
हैप्पी	laimingas
हैप्पी	laimingi
कूलिंग	aušinimo
गिरे	ūkininkus
मण्डप	paviljone
पिछड़ा	atgal
यूं	yun
सीरियाई	sirijos
जामुन	uogos
शेवरॉन	chevron
टर्मिनेटर	terminatorius
मिथकों	mitai
जूट	džiuto
कीमोथेरेपी	chemoterapijos
कीमोथेरेपी	chemoterapija
मिग	mikojan
उस्मान	usman
उस्मान	osman
पिट्सबर्ग	pitsburgo
हास	haas
फ़ार्म	farm
फ़ार्म	ūkiai
बोल्ड	drąsių
आनुपातिक	proporcinga
आनुपातिक	proporcingas
दवाई	vaistas
हेराल्ड	herald
हॉरर	siaubo
हॉरर	siaubas
एड़ी	kulnas
एंथनी	antanas
टिमोथी	timothy
लापरवाही	aplaidumo
आपूर्तिकर्ता	tiekėjas
आपूर्तिकर्ता	tiekėjų
आपूर्तिकर्ता	tiekėjai
आपूर्तिकर्ता	tiekėjams
ह्यूस्टन	hiustone
एंगेल्स	engels
फ़सल	pasėlių
हिमालयी	himalajinis
सोंग	daina
सोंग	dainos
पियर्स	pyrsas
झाड़ियों	krūmų
धुलाई	nuplauti
धुलाई	plauti
धुलाई	plauti
धुलाई	plovimas
धुलाई	skalbimo
कराधान	apmokestinimo
कराधान	apmokestinimas
खदान	karjeras
लेखाकार	buhalteris
शॉप	parduotuvėje
शॉप	parduotuvė
शॉप	apsipirkti
शॉप	parduotuvės
शॉप	parduotuvėse
डो	doe
टेलिफोन	telefonas
अभिलेखागार	archyvas
अभिलेखागार	archyvai
स्वचालन	automatizavimo
अभियुक्त	kaltina
पाब्लो	pablo
आप्रवासियों	imigrantai
आप्रवासियों	migrantai
फाटक	vartų
फाटक	vartai
मनोचिकित्सक	psichiatras
प्लेन	lėktuvas
प्लेन	plokštumos
टेरेसा	teresa
टेरेसा	terese
हकीम	hakim
उलझन	labirintų
ईराक	irakas
मारता	žudo
बचाना	išsaugoti
कीप	piltuvą
क्रीमिया	krymo
क्रीमिया	kryme
सितार	sitaras
कोशल	košala
आवश्यकताएँ	reikalavimai
जकार्ता	džakarta
किल	nužudyti
आरामदायक	patogu
आरामदायक	patogi
आरामदायक	patogiai
आरामदायक	patogus
आरामदायक	patogiau
पंक्तियां	eilutės
पंक्तियां	eilutės
पंक्तियां	linijos
पंक्तियां	dizaineris
चीयर्स	cheers
चुंबकत्व	magnetizmas
किडमैन	kidman
स्की	slidinėjimo
दीव	diu
बैंग	bang
कुष्ठ	raupsai
गोदाम	sandėlis
गोदाम	sandėliai
गोदाम	sandėlio
स्थितियाँ	pozicijas
स्थितियाँ	vietose
स्थितियाँ	vietovės
स्थितियाँ	vieta
साइबेरियाई	sibirą
फेंका	metė
निपुणता	įgūdžiai
उड़न	skrenda
उड़न	skraidyti
सिंगर	dainininkė
रंगभेद	apartheido
गुल	gul
प्रतिबिम्ब	atspindys
प्रतिबिम्ब	atspindžio
अर्नोल्ड	arnoldas
देवदार	kedrų
भाषणों	pasisakymai
ईसीजी	ekg
विंध्य	vindhjos
हर्मन	hermann
टकीला	tekilos
सातवाँ	septintasis
सातवाँ	septintoji
महानता	didybės
क्लेन	klein
स्वयंसेवी	savanorišką
तख्तापलट	perversmo
एल्बा	elba
पीक	didžiausia
आयातक	importuotojas
पतझड़	rudenį
पतझड़	ruduo
पतझड़	krenta
रजिस्ट्री	registro
रजिस्ट्री	registras
जोनास	jonas
ऊष्मागतिकी	termodinamika
शेफर्ड	aviganis
ट्रिब्यून	tribune
आईएनएस	ins
लहरें	spenelius
लहरें	bangos
लहरें	bangas
अदरक	imbiero
टोबैगो	tobago
अनुपलब्ध	nepasiekiamas
अनुपलब्ध	trūksta
सब्जियां	daržovės
सब्जियां	daržovių
बर्खास्त	laisvai
मुक्केबाज़ी	bokso
सामंतवाद	feodalizmas
अभिसरण	konvergencija
अभिसरण	konvergencijos
क्लोरोफिल	chlorofilo
गुफ़ा	urvas
लचीले	lanksčiai
लचीले	lanksčios
लचीले	lankstus
सिंक	užimtumą
सिंक	sinchronizuoti
उपलब्धियाँ	pasiekimai
उपलब्धियाँ	pasiekimų
उपलब्धियाँ	pasiekimus
उपलब्धियाँ	laimėjimai
सायरस	cyrus
तबला	tabla
हयात	hayat
आपदाओं	nelaimių
मिलिट्री	karinė
मिलिट्री	karinis
मिलिट्री	karinės
स्लॉट	lizdas
स्लॉट	lauką
जननांग	gaktos
वासना	aistrą
नाइजर	nigeris
नाइजर	niger
बहुभाषी	daugiakalbė
डकैती	vagystės
डकैती	apiplėšimas
सैमसंग	samsung
विश्लेषकों	analitikai
प्रशासकों	administratoriai
क्रीक	upelio
सीएनएन	cnn
सॉफ्ट	minkštas
सॉफ्ट	minkšta
आक्रमणकारियों	okupantus
आक्रामकता	agresijos
आक्रामकता	agresija
जेसिका	džesika
जेसिका	jessica
विभागीय	departamento
रिज	ridge
बेचैनी	neramumas
अल्सर	opa
दफ्तर	tarnyba
दफ्तर	biuro
दफ्तर	biuras
क्रिसलर	chrysler
छिपकली	driežas
लातविया	latvija
बुकिंग	užsakymas
हंसी	juoko
हंसी	juokas
स्कोरिंग	balų
कथकली	kathakali
विवर्तनिकी	tektonika
भोला	kvailas
आयशा	aisha
रम	romo
रम	romas
कुम्हार	poteris
सूचनाएँ	pranešimai
अभिमान	pasididžiavimas
हास्यास्पद	juokinga
हास्यास्पद	absurdiška
हास्यास्पद	absurdas
हास्यास्पद	absurdiškas
देवालय	kompleksų
टीन	teen
जातिगत	rasinės
भुखमरी	bado
लकीर	linija
साइरस	cyrus
मारियो	mario
गुणन	daugyba
रिबन	ribbon
प्रासंगिकता	aktualumas
प्रासंगिकता	reikalingumas
इल	elo
आराध्य	nuostabus
तिरंगा	tricolor
जिन्दा	gyva
जिन्दा	gyvi
जिन्दा	gyvas
दाई	aukle
दाई	auklė
नारीवादी	feministės
कैनन	canon
कूल	jėga
कूल	kietai
कूल	kool
मलेशियाई	malaizija
मलेशियाई	malaizijos
ट्रांजिस्टर	tranzistorius
अभिशाप	prakeiksmas
बतिस्ता	batista
पर्थ	perth
नर्म	minkštas
नर्म	minkšta
श्मिट	schmidt
पर्वतारोहण	alpinizmas
जनरेटर	generatoriai
जनरेटर	generatorių
जनरेटर	generatorius
बारात	procesija
संपीडन	spaudimą
सद्भाव	harmonija
जूल्स	jules
स्मरणीय	įsimintina
फेरी	keltų
फेरी	keltu
अवांछनीय	nepageidaujamos
अवांछनीय	nepageidaujamas
डुबकी	nerti
परेशानियों	bėdos
कैप्सूल	kapsulė
कैप्सूल	kapsulės
कैप्सूल	kapsulių
कैप्सूल	kapsulės
गोंडवाना	gondvana
डेमोक्रेट	demokratai
डेमोक्रेट	demokratų
डेमोक्रेट	demokratų
विंस्टन	winston
रोवर	rover
छापे	reidus
माइक्रोवेव	mikrobangų
बेजोड़	unikali
बेजोड़	unikalus
सफारी	safari
एटीपी	atp
हैलोवीन	halloween
रचने	intrigos
विल्हेम	vilhelmo
न्यायधीश	teisėjas
पश्चाताप	atgailos
पश्चाताप	gailėtis
हेलेन	elena
डलास	dalasas
यार	kis
यार	seni
यार	bičas
प्रतिकारक	priešnuodis
डर्बी	derbis
लड़कियां	mergaitės
लड़कियां	mergaites
लड़कियां	merginos
लड़कियां	zina
क्रिएटिव	kūrybos
मनाही	draudžiama
रघुवंश	raghu
क्लर्क	tarnautojas
समागम	poravimosi
टोली	komanda
रोपण	sodinimo
रोपण	sodinti
ग्रामीणों	kaimiečiai
जीन्स	džinsai
बेंच	stendo
झुण्ड	pulkas
झुण्ड	pulko
प्रदर्शनकारियों	protestuotojus
निष्पक्षता	nešališkumas
निष्पक्षता	nešališkumo
सारस	kranas
नब्बे	devyniasdešimt
वेश्या	prostitutė
सुनना	klausos
सुनना	klausymas
जेली	želė
लोभ	godumas
आक्रोश	pasipiktinimą
भंवर	vortex
कैंप	stovyklos
कैंप	stovykla
कैंप	stovyklos
कैडिलैक	cadillac
यात्राएं	piligrimų
यात्राएं	kelionės
यात्राएं	keliaujant
यात्राएं	keliaujantys
यात्राएं	keliaujantiems
मणिपुरी	manipuri
हमलावरों	riders
अधिनियमों	aktus
फतह	fatah
दाना	dana
मुल्तान	multanas
लैला	laila
जॉन्स	ponus
फ़ाइनल	galutiniai
फ़ाइनल	galutinis
फ़ाइनल	galutinė
फ़ाइनल	finalas
उल्लू	pelėda
इवांस	evans
टाइगर्स	tigrai
हाईवे	greitkelis
ससेक्स	sussex
कांग	kang
युनेस्को	unesco
दयालु	dosnus
होंठ	lūpų
होंठ	lūpos
कुएं	wells
नाले	drenažo
जेनिफर	dženifer
मेंढक	varles
मेंढक	varlė
निष्क्रियता	neveiklumo
निष्क्रियता	neveikimas
तत्परता	parengtis
हकीकत	tikrovė
हकीकत	realybe
हकीकत	realybės
हकीकत	realybė
गुर	triukų
मासूम	nekaltas
मासूम	nekalti
उल्का	meteoras
संगोष्ठी	seminaras
तोर	tor
चिंतक	mąstytojas
क्लूनी	clooney
दबाया	suspausti
अर्थपूर्ण	išraiškinga
जूलिया	džiulija
जूलिया	julija
वॉट	vatas
रोटरी	sukamasis
रोटरी	rotary
प्रेयोक्ति	eufemizmas
बशीर	bashir
अजनबी	svetimi
अजनबी	svetimas
आगा	aga
ट्रांसपोर्ट	transportas
ब्लूम	žydi
बुलडॉग	buldogas
उपक्रमों	įmonės
केनेथ	kenneth
टायलर	taileris
टायलर	smėlis
स्पंदन	vibracijos
स्पंदन	vibracija
कूल्हे	hip
कूल्हे	klubas
कूल्हे	klubo
पामीर	pamyro
आज़म	azam
चयनात्मक	konkrečioms
स्टेन	stan
कोरी	corey
कोरी	cory
त्रुटियां	trūkumai
बॉयलर	katilas
रेस्टोरेंट	restoranai
गोर	gore
नंगे	nuoga
दिलों	širdys
चीते	gepardas
चीते	leopardas
अटकलें	spekuliacija
अटकलें	spekuliacijos
दोस्ताना	draugiška
दोस्ताना	draugiškai
दोस्ताना	draugiškas
दोस्ताना	draugišką
दोस्ताना	draugiški
प्रशिक्षु	mokinys
चिनाई	mūro
प्यारा	mielas
प्यारा	fainas
प्यारा	gražios
प्यारा	miela
बूम	bum
ऑरलैंडो	orlando
मार्था	marta
असद	asad
बोर्नियो	borneo
कंसोल	pultas
कैम	cam
रिकार्डिंग	įrašas
रिकार्डिंग	įrašymo
रिकार्डिंग	registravimas
रिकार्डिंग	įrašymas
विज्ञानियों	antropologai
अंधविश्वास	prietarus
रहस्यवाद	mistikos
इला	ila
एकॉन	akon
ऑर्केस्ट्रा	orkestras
डायलिसिस	dializė
डायलिसिस	dializės
पड़ोसियों	kaimynai
टॉमस	tomas
एरिना	arena
परतें	sluoksniai
केमिकल	cheminis
केमिकल	cheminė
मूड	nuotaikos
मूड	nuotaika
पैगंबर	pranašas
कबाब	kebabas
हामिद	hamid
ग्रेगरी	gregory
पुजारियों	kunigai
एस्टोनिया	estijos
एस्टोनिया	estija
यूगोस्लाविया	jugoslavijos
ट्राम	tramvajų
सुने	klausėsi
डेवी	deivis
बत्ती	lempa
बत्ती	žibintas
बत्ती	lempos
बत्ती	žiburiai
बत्ती	šviesos
सादी	saadi
अवसंरचना	infrastruktūra
अवसंरचना	infrastruktūrą
अवसंरचना	infrastruktūros
फिंगर	pirštas
फिंगर	pirštą
ऐश्वर्य	aishwarya
टैटू	tatuiruotės
टैटू	tatuiruotė
टैटू	tatuiruotę
टैटू	tatuiruotės
स्पाइस	spice
रॉयल्स	princeses
प्रदूषक	teršalai
प्रदूषक	teršalų
प्रदूषक	užterštumas
प्रदूषक	tarša
बोतलों	butelius
बोतलों	buteliukai
बोतलों	buteliai
डेवलपर्स	kūrėjai
मुस्तफा	mustafa
समयरेखा	tvarkaraštį
फौजी	karinė
फौजी	karinis
फौजी	karinės
नस	nas
चेर	cher
घाघरा	gagra
विपत्ति	nelaimė
विपत्ति	katastrofa
विपत्ति	nelaimės
मेट	mate
चूहा	žiurkės
चूहा	žiurkė
मातरम्	mataram
अच्छाई	gėris
यूक्लिड	euklido
कॉर्ड	korn
कॉर्ड	styga
किस्से	pasakų
उद्यमियों	verslininkas
उद्यमियों	verslininkai
बाज	sakalas
किरगिज़	kirgizijos
बोसॉन	bozonas
रुश्दी	rushdie
फीडबैक	atsiliepimai
फीडबैक	atsiliepimus
सुपरस्टार	superstar
सुपरस्टार	superžvaigždės
अत्रि	atris
हिट्स	variantų
टोड	dau
निकोल	nicole
साहा	saha
क्रैश	sudužo
लौ	liepsna
लौ	liepsnos
दुर्भाग्यवश	deja
बैंगन	baklažanų
जलोढ़	aliuvinės
केला	bananų
सुलह	kompromisas
पेप्टाइड	peptidų
संडे	sekmadienis
संडे	sekmadienį
संडे	sekmadienio
मार्जरीन	margarinas
कार्यकुशलता	veiksmingumas
बिल्लियों	kačių
बिल्लियों	katės
विकृतियों	apsigimimų
मुखौटा	kauke
मुखौटा	kaukė
सूरजमुखी	saulėgrąžų
सलेम	salem
ठेकेदार	rangovas
रैना	raina
पॉलिमर	polimeras
खरब	trln
ट्यूडर	tudor
शिल्पकला	skulptūrą
जवानी	jaunimo
जवानी	jaunimas
अफ़गानिस्तान	afganistanas
एरोस्मिथ	aerosmith
लहजा	akcentas
धो	nuplauti
धो	plauti
टंकी	tvenkinys
टंकी	rezervuaras
कछुआ	vėžlys
फुटबाल	futbolas
फुटबाल	futbolo
परोपकार	altruizmas
