மற்றும்	và
பங்களா	chòi
பங்களா	bangla
ஜூலியஸ்	julius
ஈஸ்ட்	yeast
ஈஸ்ட்	men
கல்யாண்	kalyan
பங்கேற்பு	tooltip
சோலார்	solar
மேகங்கள்	mây
கருட	garuda
நீரோ	nero
விஜயவாடா	vijayawada
நெரிசல்	nghẹt
நெரிசல்	congestion
கடலியல்	oceanography
இறைவனிடம்	huân
ரொனால்ட்	ronald
கொலராடோ	colorado
மிதவை	lỏng
கிரந்த்	granth
காசர்கோடு	kasaragod
நசீர்	nasir
சோர்வு	trau
சோர்வு	mệt
எவரெஸ்ட்	everest
திறக்க	download
திறக்க	mở
திறக்க	má
வானியற்பியல்	astrophysics
செபமாலை	cepa
சையது	syed
இடைவெளிகள்	khoảng
இரவும்	đêm
உணவாகும்	grub
ராஜு	raju
ஜிமெயில்	gmail
கவர்ச்சியான	sexy
சுலைமான்	suleiman
சுலைமான்	sulaiman
பேழை	cassette
ஆர்ச்சர்	archer
கீரை	spinach
ஜெப்ரி	geoffrey
ஜெப்ரி	jeffery
சன்னி	nắng
சன்னி	sunny
பாதுகாக்கவும்	vệ
சொரெஸ்	soros
பயிற்சியாளர்கள்	coaches
ஏழ்மை	nghèo
உடற்கூறு	anatomy
மீதம்	trái
பீச்	beech
பீச்	peaches
பீச்	đào
பீச்	đào
பீச்	peach
குதுப்	qutb
பிரதீப்	pradeep
லுட்விக்	ludwig
நெற்றியில்	trán
அமிர்தசரஸ்	amritsar
கன்று	ngưu
கன்று	bê
பரதன்	bharata
குறுக்கீடு	ngắt
எள்	sesame
எள்	vừng
எள்	mè
எட்ஜ்	mép
எட்ஜ்	edge
எட்ஜ்	rìa
எட்ஜ்	cạnh
டொமினிக்கன்	dominican
வாருங்கள்	đến
சங்கரர்	shankara
ஆன்மீகம்	linh
மெகாடெத்	megadeth
மாம்பழம்	xoài
மாம்பழம்	mango
சத்யஜித்	satyajit
கழுதை	donkey
கழுதை	lừa
முஸ்தபா	mostafa
முஸ்தபா	mustafa
நம்பிக்கையுடன்	mong
கிரகம்	tinh
தலைக்கு	đầu
தலைக்கு	đàu
தலைக்கு	head
மியாமி	miami
பொறித்த	chiên
நிக்கோலஸ்	nicolas
நிக்கோலஸ்	nicholas
கொரில்லா	gorilla
நானா	nana
கால்நடைகள்	bò
தொலைகாட்சி	oled
ஓட்டோ	otto
நாளைய	mai
ஒசூர்	hosur
சிர்க்கோனியம்	zirconium
ஆண்டர்சன்	anderson
அடையாறு	adyar
மோடம்	modem
மோடம்	bộ
கிளென்	glen
கிளென்	glenn
விவகாரங்கள்	affairs
காபூல்	kabul
அரிவாள்	liềm
அரிவாள்	sickle
பேச்சாளர்கள்	loa
எலிகள்	chuột
வைன்	rượu
வைன்	vang
திறக்கும்	mở
ராபர்ட்ஸ்	roberts
ஜேக்மேன்	jackman
கிரி	kiri
கிரி	giri
பிரைவேட்	pvt
அசிட்டேட்டு	acetate
மருமகன்	cháu
பக்தர்களின்	upa
தோழன்	mate
நாட்டியம்	điệu
நாட்டியம்	múa
கடனை	nợ
சாஹிப்	sahib
மகேந்திர	mahendra
உபரி	extras
அனுபவ	exp
குட்டிகள்	cubs
குட்டிகள்	puppies
குட்டிகள்	cún
ஓவியத்தை	tranh
ஓவியத்தை	sơn
மணமகள்	bride
சின்னப்பர்	thebes
ஜூலி	juli
ஜூலி	julie
ஜோர்டான்	jordan
பிரபஞ்சம்	galaxy
சிறுநீரகம்	thận
மறக்க	quên
பிளாங்க்	planck
ரூபி	ruby
அத்தை	dì
அத்தை	dì
அத்தை	dì
துரோகம்	betrayal
துரோகம்	phản
சீரோ	ciro
சரியா	phải
சரியா	đúng
பிட்டு	bit
பிட்டு	cắn
கார்லோ	carlo
ஆரியர்	aryan
பண்பேற்றம்	modulation
திரி	tri
டேம்	dame
படுக்கையில்	bed
படுக்கையில்	giường
விவசாயி	quê
வழங்குநர்	máy
பதினொன்று	eleven
திறமைகளை	năng
நிற்பது	đứng
முகமூடி	nạ
முகமூடி	mask
கோல்ட்மேன்	goldman
எலியட்	eliot
பட்லர்	butler
காட்டப்பட்டது	bỏ
முபாரக்	mubarak
லூதியானா	ludhiana
ஜின்னா	jinnah
குளூனி	clooney
பென்னி	penny
பென்னி	benny
லூக்	luke
ஹன்னிபால்	hannibal
வில்லி	willy
பொய்யான	sai
பொய்யான	giả
பொய்யான	giả
பொய்யான	fake
ஸ்ரீநகர்	srinagar
படத்தைப்	photo
படத்தைப்	foto
படத்தைப்	ảnh
முற்றத்தில்	yard
முற்றத்தில்	sân
முற்றத்தில்	tun
இவனின்	hes
டோ	tâ
டோ	toe
பெட்ரோ	pedro
பிம்பம்	nh
பிம்பம்	hình
பிம்பம்	ảnh
இறுக்கம்	nén
இழப்பீடு	bù
நீட்டிப்பு	hangover
பிசுமத்	bitmut
ஜாகுவார்	jaguar
கிராமத்திற்கு	làng
பாணிகள்	dáng
பாணிகள்	styles
அல்ஜீரியா	algeria
அல்ஜீரியா	algérie
குளிர்காலம்	winter
காத்துக்	đợi
காத்துக்	chờ
ஜெனிபர்	jennifer
மஹா	maha
டோம்	dome
டோம்	vòm
நதியா	nadia
இர்வின்	irwin
இர்வின்	irvine
கட்ச்	kutch
புரூக்	brooke
புரூக்	brook
கொரியன்	hàn
படக்	batak
சாமா	chama
விவகாரம்	scandal
பயோடீசல்	biodiesel
பாடு	ca
பாடு	hát
கொதிக்க	sôi
சையத்	syed
பண்டார	pandora
தமன்	daman
சியாம்	siam
பாகா	baja
கிடங்கு	kho
சொட்டு	drip
சோடா	soda
அஜய்	ajay
நாஷ்	nash
பொறுத்தே	tùy
சிறப்பானது	chê
வெனிலா	vani
வெனிலா	sấm
வெனிலா	vanilla
வழித்தடங்கள்	rô
துறவறம்	saint
துறவறம்	thánh
குடிக்கும்	nhậu
குடிக்கும்	uống
பார்க்கப்பட்டது	thấy
மேனி	manny
டாப்ளர்	doppler
அடித்தள	hầm
கார்டர்	carter
பால்டிக்	baltic
மொசாம்பிக்	mozambique
ஹரியானா	haryana
ஃபெராரி	ferrari
ஜாதி	caste
நாகை	nagai
நாகை	kensuke
பர்	burr
ஈரம்	trơn
ஈரம்	vat
ஈரம்	ướt
அடுக்கி	xếp
மிருகங்கள்	vật
பொறுமை	kiên
குறிப்பை	note
ஜார்ஜியா	gruzia
ஜார்ஜியா	georgia
சிறகுகள்	lông
சிறகுகள்	wings
சிறகுகள்	cánh
காகம்	quạ
காகம்	corvus
ஜிகாத்	jihad
பையன்	boy
பையன்	trai
பையன்	bé
பையன்	guy
பையன்	khứa
பையன்	gã
மெய்யான	gốc
மெய்யான	tác
கோர்டன்	gordon
ஹாரிசன்	harrison
கீத்	keith
சிண்ட்ரெல்லா	cinderella
பானு	banu
மோ	moe
பாலர்	bi
தோட்டக்கலை	horticulture
தீவுக்கூட்டம்	archipelago
அலைந்து	wander
இஞ்சி	ginger
இஞ்சி	gừng
கிட்ஸ்	kidz
கிட்ஸ்	kitts
பிரான்	braun
பிரான்	piran
ஏபெல்	abel
ஏபெல்	able
பெல்ஜிய	bỉ
தோராயமான	rough
விஷம்	poison
வயநாடு	wayanad
அச்சே	aceh
பீங்கான்	sứ
கரோலின்	caroline
மதிப்புறு	literal
விஸ்கி	whiskey
விஸ்கி	rượu
விஸ்கி	scotch
விஸ்கி	whiskey
விஸ்கி	whisky
பேனா	pen
பேனா	bút
பேனா	opengl
திணிப்பு	đổ
திணிப்பு	dump
மசாலா	masala
ஸல்	sail
ஸல்	sal
மாஸ்	nhái
மாஸ்	mass
குத்து	đấm
குத்து	punch
நட்டு	nut
நட்டு	nứt
மங்களம்	mangalam
சொகுசு	luxury
ஐஸ்வர்யா	aishwarya
யே	yay
குங்	kung
சேகரிக்க	thu
சிதறல்	scattering
ஆலம்	alam
சுவடுகள்	vết
சுவடுகள்	vệt
சுவடுகள்	trails
உகாண்டா	uganda
கருக்கலைப்பு	abortion
உருப்படிகள்	mục
வெளியாகிறது	releasing
கரீம்	karim
கரீம்	kareem
ஓபராய்	oberoi
காத்மாண்டு	kathmandu
ஷர்மா	sharma
வைமாக்ஸ்	wimax
புளி	me
பரிசுத்த	thánh
சியாங்	chiang
சியாங்	tương
சியாங்	siang
புதர்	bushy
புதர்	quẫy
பீஸ்	pis
பீஸ்	beas
முகில்	sky
முகில்	mây
முகில்	cloud
கிட்மேன்	kidman
கிராமங்களை	làng
பூசி	ấm
இருக்கும்போதே	phiêu
இருக்கும்போதே	mens
கடத்தப்பட்ட	cóc
சோர்ஸ்	soares
இறுக்கமாக	chật
இசைக்கு	tune
ஒயிட்	trắng
ஒயிட்	white
ஒயிட்	bạch
தால்	dal
தால்	dall
சான்டா	trã
சான்டா	santa
ஃபிராங்கண்ஸ்டைன்	frankenstein
கிடைமட்ட	ngang
கேன்ஸ்	cannes
கிளாஸ்கோ	glasgow
ஹாலந்து	holland
ஆக்ஸிஜன்	ôxi
ஆக்ஸிஜன்	oxygen
ஆக்ஸிஜன்	oxy
ஆக்ஸிஜன்	ôxy
செருகி	sung
அடுப்பு	lò
புல்வெளி	grassland
புல்வெளி	lawn
குரோ	kuro
குரோ	cro
குரோ	gro
தொடர்புடையவை	related
லைலா	leila
ஷேக்ஸ்பியர்	shakespeare
மெர்ரில்	merrill
அன்ரன்	anton
ஜாஸ்	jazz
ரணில்	ranil
அன்பும்	love
அன்பும்	yêu
கலவைகள்	compounds
வைரல்	viral
வைரல்	virus
சகாப்தம்	era
சேதி	sethi
அர்ஜூன்	arjun
தானியம்	lúa
தானியம்	hạt
மூ	moo
ரூஸ்வெல்ட்	roosevelt
டொபாகோ	tobago
செப்பெலின்	zeppelin
கரங்கள்	tay
படிவங்கள்	đơn
நிறைவடைந்தது	xong
நெடுந்தீவு	delft
பலமாக	mạnh
சமர்	samar
திருடன்	trộm
கபில	chestnut
ஜோவி	jovi
நாற்காலி	ghế
நாற்காலி	lí
நாற்காலி	cậy
ஓநாய்	soi
ஓநாய்	wolf
ஓநாய்	sói
ரிங்கிட்	ringgit
வர்ண	pigment
பாகு	baku
கோலார்	kolar
கிராமத்து	làng
பத்தொன்பது	nineteen
பிரிமியர்	premiere
ஹாப்	hop
தேவதைகள்	angels
கோர்ட்	triều
அஸ்ஸாம்	assam
லூனா	luna
ஆண்டனி	anthony
அருளும்	ân
அருளும்	grace
அருளும்	tha
தோசை	dosa
சுயமாக	self
சுயமாக	tự
தேனீக்கள்	ong
பெண்டிர்	quý
நார்மாண்டி	normandy
நார்மாண்டி	normandie
எல்லாவற்றிலும்	hết
ஃபேஸ்புக்	facebook
ஜோனாஸ்	jonas
ஜேக்கப்	jacob
நெற்றி	trán
சந்தித்தனர்	meet
சந்தித்தனர்	gặp
லாலா	lala
பிங்	bing
பிங்	ping
கபீர்	kabir
திருப்பு	lật
ஆணி	nail
ஆணி	móng
டிஸ்கவரி	discovery
ஆத்தர்	arthur
சத்ய	satya
மதீனா	madinah
மதீனா	medina
மோர்கன்	morgan
மன்மதன்	cupid
வீனஸ்	venus
சித்தார்த்	siddharth
பெய்லி	bailey
பெய்லி	baily
மினாக்	minogue
லூர்து	lourdes
மன்சூர்	mansoor
எஸ்தர்	esther
டூர்	tour
சுற்றிப்	khoảng
சுற்றிப்	vòng
இம்பால்	imphal
சுழலி	turbine
புலிட்சர்	pulitzer
நெபுலா	nebula
பாட்டியாலா	patiala
அமல்	amal
துடுப்பு	vây
துடுப்பு	fin
துடுப்பு	chèo
காசியாபாத்	ghaziabad
வினாடி	giây
பத்திரிகையாளர்கள்	khmer
டோன்	tone
டோன்	tần
பிக்காசோ	picasso
பீட்	pete
சமத்துவ	eritrean
சதுரங்கக்	chequered
அடைவு	directory
அடைவு	mục
பிடியில்	grip
பிடியில்	grep
பிடியில்	giựt
துளி	giọt
துளி	bỏ
துளி	thả
கெல்லர்	keller
ஆதாம்	adam
அவென்யூ	avenue
கோழிகள்	gà
பெல்லி	belle
குத்தகை	thuê
ரஸ்புடின்	rasputin
எகான்	akon
தியோடர்	theodore
ரிக்கோ	riko
ஹலோ	alo
ஹலோ	hello
வடை	vada
ஹார்வர்டு	havard
ஹார்வர்டு	harvard
சசி	shashi
சசி	sasi
கண்டியில்	kandy
வனவிலங்குகள்	wildlife
கேட்டது	nghe
பத்மா	padma
பொலிவு	buff
ஒட்டாவா	ottawa
தோற்றது	mài
#ஒரு	#một
#ஒரு	#an
#ஒரு	#một
மூலை	góc
குர்கான்	gurgaon
இமாலய	himalaya
பூர்ணிமா	purnima
நூர்	noor
அஃப்லெக்	affleck
ஆஸ்கர்	oscar
டேவி	davie
டேவி	davey
ஜகார்த்தா	jakarta
காக்ஸ்	cox
பாஷா	pasha
எக்செல்	excel
முட்கள்	gai
இலினொய்	illinois
எத்தியோப்பியா	ethiopia
நாரதர்	narada
வாக்களிக்கும்	bầu
பெல்லா	bella
லாரா	laura
லாரா	lara
பிரான்சுவா	francois
பிரான்சுவா	françois
பிரான்சுவா	francois
பிரான்சுவா	françois
அற்புதம்	awesome
அற்புதம்	ngon
அற்புதம்	yummy
பெர்க்லி	berkeley
மொழிபெயர்க்க	dịch
மக்சேசே	magsaysay
அதிசயம்	diệu
அதிசயம்	wonder
எபிசோட்	tập
எபிசோட்	episode
விசுவநாதர்	vishwanath
கியோட்டோ	kyoto
எடி	eddie
எடி	eddy
எடி	ede
ஆப்கான்	afghan
கரன்	karan
அப்துல்லாஹ்	abdullah
புலாவ்	batam
அல்பேனியா	albania
பிலாத்து	pilate
மறுவாழ்வு	rehab
மகிமை	vinh
பாத்	bad
பாத்	bath
பாத்	tắm
கோபா	copa
சிரிப்பு	laughter
சிரிப்பு	cười
டைட்டானிக்	titanic
யோ	yoo
கேஸ்	case
கேஸ்	gas
கேஸ்	xăng
லெவி	levy
ஜும்மா	juma
என்றென்றும்	forever
என்றென்றும்	mải
கேல்	gale
கேல்	kel
மானியம்	endowment
தீன்	den
வாழைப்பழம்	chuối
வாழைப்பழம்	banana
வாசுதேவ	vasudeva
பவுண்டுகள்	pound
பவுண்டுகள்	lb
பவுண்டுகள்	kg
மாறு	switch
மாறு	chuyển
சேர்க்கவும்	add
சேர்க்கவும்	thêm
வடம்	cáp
சாரணர்	scout
கொழுப்புகள்	fats
வெள்ளப்பெருக்கு	lụt
குள்ள	jackal
குள்ள	lùn
குள்ள	phơ
லெப்டினன்ட்	trung
நாயக்	naik
இரிடியம்	iridium
அங்கோலா	angola
அபூபக்கர்	abubakar
முழம்	cubit
நார்மன்	norman
எதற்காக	sao
பீனிக்ஸ்	phượng
பீனிக்ஸ்	phoenix
லேன்	lane
லேன்	làn
சினி	cine
மாண்டரின்	mandarin
மாண்டரின்	quýt
திராவிடம்	dravidian
ஆரியன்	aryan
பராகுவே	paraguay
கடுகு	tạt
குத்திக்	khuyên
கவுர்	kaur
நண்டுகள்	cua
பலேடியம்	palladium
தூண்டில்	bait
தூண்டில்	mồi
சுதா	sudha
கருத்தைப்	luận
ஹரோல்ட்	harold
ஹாமில்டன்	hamilton
விகுதி	numerator
அசோசியேஷன்	assoc
மைனர்	nhỏ
மைனர்	minor
மகாராஜ்	maharaj
ஈறு	nướu
ஆமாம்	vâng
ஆமாம்	dạ
மடகாஸ்கர்	madagascar
கேள்	bảo
கேள்	hỏi
நார்னியா	narnia
சோயா	soy
குச்	kuch
பஜார்	bazaar
போஸ்லே	bhosle
உடம்பு	bệnh
உடம்பு	ốm
உடம்பு	cúm
கண்களால்	mắt
கால்டுவெல்	caldwell
மாத்திரைகள்	thuốc
கோல்ஃப்	golf
கோல்ஃப்	gôn
கோல்ஃப்	golfer
ஆதித்யா	aditya
அரக்கு	maroon
வாட்ச்மென்	watchmen
நாற்று	sprout
நாற்று	seedling
வாடி	wadi
எழுது	viết
எழுது	ghi
எழுது	gõ
எழுது	soạn
எழுது	đốt
எழுது	cháy
எழுது	burn
பிரயன்	brian
பிரயன்	bryan
சர்க்கார்	sarkar
நைஜல்	nigel
ஓரம்	margin
ஓரம்	lề
ஓரம்	viền
ஓரம்	biên
பிளேர்	blair
பயனும்	avail
ஐன்ஸ்டீன்	einstein
சந்தர்ப்பத்தில்	dịp
கிளீசு	gliese
அரட்டை	chát
அரட்டை	chat
தீபிகா	deepika
ஏவல்	imperative
குயின்	hậu
பாக்தாத்	baghdad
பாக்தாத்	bagdad
ட்விட்டர்	twitter
கோகோ	coco
கோகோ	koko
கையடக்க	handheld
பிளஸ்	cộng
பிளஸ்	plus
பாசிச	nazi
ஏந்திய	lay
எமினெம்	eminem
கொட்டும்	trút
பாப்லோ	pablo
தூக்கம்	ngủ
தூக்கம்	ngự
மீட்பர்	redeemer
கழி	trừ
சமஸ்கிருதத்தில்	phạn
சமஸ்கிருதத்தில்	sanskrit
வடிவமைக்கப்பட்டுள்ளன	chấn
கவர்	bìa
கவர்	cover
கவர்	che
அண்ட்ராய்டு	android
ருவாண்டா	rwanda
கென்னத்	kenneth
ஞானத்தை	wisdom
பொதுவானது	công
தோமசு	tomas
எல்லிஸ்	ellis
விக்	wig
விக்	vic
நிரப்பு	tô
நிரப்பு	điền
வெறி	desperate
டாய்	dai
பாலும்	sữa
பாலும்	milk
அந்தோணி	anthony
அடித்தல்	bumps
அடித்தல்	bumper
அடித்தல்	roi
அடித்தல்	whip
கில்பர்ட்	gilbert
குழப்பமான	chaos
குழப்பமான	disturbing
ராசி	razi
ராசி	zodiac
ஓரி	ori
வரிவிதிப்பு	thuế
கொக்கோ	cocoa
கொக்கோ	cacao
எட்கர்	edgar
அழைப்பிதழ்	mời
விரதங்கள்	vira
பந்துவீச்சு	bowling
அசைடு	azua
சோபியா	sofia
சோபியா	sofia
சோபியா	sophia
நொடிகள்	giây
நொடிகள்	sec
நொடிகள்	giây
பிசின்	resin
நேப்பியர்	napier
மார்ஸ்	mars
சிலிகான்	silicone
சிலிகான்	silicon
சேத்	seth
பசை	keo
சிமோன்	simone
டெனிஸ்	denise
டெனிஸ்	denis
ராய்ட்டர்ஸ்	reuters
ரெனே	rené
ரெனே	rene
சைனா	china
விருந்தோம்பல்	hiếu
யாம்	yam
எக்குவடோர்	ecuador
மிமி	mimi
இராதாகிருஷ்ணன்	radhakrishnan
ஸ்டுடியோஸ்	studios
மைத்திரிபால	maithripala
கார்ட்டர்	garter
கார்ட்டர்	carter
பைசா	paisa
அணிகலன்	ornament
வாரிசுகள்	ngai
வாரிசுகள்	heirs
மரியானா	mariana
ஜெஃப்ரி	jeffrey
சாதிக்	sadik
லூசியா	lucia
விறகு	củi
பாசு	basu
கேட்ஸ்	gates
கேட்ஸ்	cổng
கேட்ஸ்	mèo
கேட்ஸ்	cats
மைக்கலாஞ்சலோ	michelangelo
பாண்டே	pandey
மகளின்	gái
டட்லி	dudley
கடி	bit
கடி	đớp
கடி	táp
கடி	cắn
ஸ்கேன்	quét
ஸ்கேன்	scan
கற்பிக்க	dạy
கோகலே	gokhale
சஹாரா	sahara
நேட்டோ	nato
மெஸ்ஸி	messi
மண்டல்	mandal
பெர்லிஸ்	perlis
டாங்	dang
டாங்	tang
டாங்	đường
டாங்	kềm
டாங்	dong
டாங்	đổng
உனது	của
நெருக்கம்	nén
முகமட்	mohd
உண்பது	ăn
ஜொனாதன்	jonathan
ஈர	trơn
ஈர	vat
ஈர	ướt
அனுப்புதல்	gửi
அனுப்புதல்	phái
இரகசியம்	mật
இரகசியம்	bí
ஆலப்புழா	alappuzha
எரித்திரியா	eritrea
ரோட்ஸ்	rhodes
நாக்	cốc
நாக்	gõ
நாக்	diss
சூடி	judi
கற்றாழை	aloe
வாக்குறுதி	hứa
#திருத்தந்தை	#hoàng
குடகு	hosakote
சாவி	key
சாவி	khóa
சாவி	phím
சிறுவயது	trãi
நினைவிடம்	memorial
நாண்	chord
ஜோஷ்	josh
முல்லர்	müller
முல்லர்	muller
முல்லர்	muller
ஏலக்காய்	cardamom
குற்றங்களை	khuyết
கூன்	koon
டைட்டன்	titan
இலவங்கப்பட்டை	quế
நொடி	sec
நொடி	giây
தட்டுகள்	kẽm
டேல்ஸ்	dales
சீரம்	serum
பெர்னான்டோ	fernando
பிக்சல்	pixel
நொச்சி	altissima
மனைவிகள்	vợ
சாயல்	shading
சாயல்	râm
சாயல்	khuất
சாயல்	sắc
சாயல்	huế
விரிவாகப்	madrasa
வருணன்	varuna
ஜபல்பூர்	jabalpur
ஜெரோம்	jerome
தேரர்	thero
தாரிக்	tariq
தனிமை	solitude
பூசன்	busan
பாசுபேட்டு	phosphate
கோபாலன்	gopalan
டக்கர்	tucker
பெராக்சைடு	peroxide
போலியான	giả
போலியான	fake
வீடியோவில்	video
முனைப்பு	initiative
அரும்	arum
ரங்கா	ranga
அடித்துக்	striking
சந்திப்புகள்	hẹn
கரோல்	carol
கரோல்	karol
தோரியம்	thori
நகங்கள்	nails
சோனகர்	moor
சோனகர்	moors
தந்தம்	ngà
ஒட்டகம்	camel
விந்தை	babe
ரோஷன்	roshan
கட்டில்	bed
கட்டில்	giường
ரான்	ron
மன்	mann
விக்கிமேனியா	wikimania
பிரித்தானிக்கா	britannica
ஜில்	jill
ஆதரவாளர்	supporter
அசிசி	assisi
ஸ்பா	spa
ஜெரார்ட்	gerrard
ஜெரார்ட்	gerard
பூக்களை	hoa
கைதி	giam
கைதி	tù
நிமிடத்திற்கு	mnt
நிமிடத்திற்கு	phút
உலகங்கள்	worlds
பவுண்ட்	bảng
பவுண்ட்	pound
பவுண்ட்	lb
மரடோனா	maradona
ஸ்மார்ட்	minh
ஸ்மார்ட்	khôn
கொடு	đưa
கொடு	tặng
கொடு	cho
கோனார்	conor
கெட்	ket
ரியாத்	riyadh
பானிபட்	panipat
அடுத்தது	kế
அடுத்தது	tiếp
அடுத்தது	kit
வெட்டுதல்	cutting
வெட்டுதல்	cắt
வெட்டுதல்	cắt
முழங்கால்	gối
ஏரோது	herod
டிரினிடாட்	trinidad
ஹெர்பர்ட்	herbert
அய்யப்பன்	ayyappan
பர்மன்	burman
சல்மா	salma
தோல்வியுற்றது	mài
பேசவும்	nói
பேசவும்	nói
கினபாலு	kinabalu
தொட்டிகள்	nồi
உறைந்த	frozen
கால்களும்	feet
கால்களும்	chân
கால்களும்	mét
சால்	sail
சால்	sal
யுனிவர்சிட்டி	univ
சும்மா	chỉ
சும்மா	funny
இஸ்தான்புல்	istanbul
ஆண்ட்ராய்டு	android
காசிம்	qasim
செலுத்தல்	feed
வெலிங்டன்	wellington
பென்ஸ்	xu
பென்ஸ்	benz
கோயமுத்தூர்	coimbatore
ஹெல்த்	khỏe
நத்தை	ốc
பாவ்	paw
மோதிரம்	ring
மோதிரம்	nhẫn
நிறைவுற்றது	xong
சீருடை	uniform
பிளேட்டோ	platon
பிளேட்டோ	plato
#பெரிய	#tuyệt
#பெரிய	#đại
ஒரியா	oriya
தன்னியக்க	động
தன்னியக்க	tự
லாம்	lam
லாம்	lâm
கடந்தது	qua
கடந்தது	past
ஹெய்டி	haiti
பதிமூன்று	thirteen
ஸ்பென்சர்	spencer
துண்டுகளை	lát
ராய்ப்பூர்	raipur
தேவேந்திர	devendra
அப்பு	apu
மெட்டா	meta
பார்க்கிறார்	xem
தூக்கமின்மை	insomnia
ஒளிர்வு	trưng
ஆலிவ்	olive
ஆலிவ்	ôliu
பொதுவானவை	tướng
பொதுவானவை	chung
அட்கின்சன்	atkinson
இசுட்ரோன்சியம்	stronti
காரல்	carl
காரல்	karl
இனிமையான	sweet
இனிமையான	ngọt
இனிமையான	sweetest
கதி	katy
ஓப்	oop
மலர்களை	hoa
வேட்டையாடி	hunter
நினைவாற்றல்	ức
அபூ	abu
பாங்காக்	bangkok
புளூட்டோ	pluto
டாஸ்	dos
புடவை	sari
பித்தகோரசு	pythagorean
பைகள்	túi
சீர்குலைவு	disruption
கடப்பா	cuddapah
வைக்கிங்	viking
வைக்கிங்	viking
வைக்கிங்	vikings
டயானா	diana
ஹீலியம்	helium
ஹீலியம்	heli
நீரூற்று	fountain
சூரியகாந்தி	sunflower
காடழிப்பு	deforestation
மறைக்கப்பட்ட	phone
மறைக்கப்பட்ட	ẩn
மாடியில்	tầng
மாடியில்	sàn
பிராட்வே	broadway
எர்வின்	erwin
ஆண்டிமனி	antimony
கார்ல்சன்	carlson
கேத்தரின்	catherine
கேத்தரின்	catarina
கொம்	hom
பேப்பர்	giấy
பேப்பர்	trát
அரிஸ்டாட்டில்	aristotle
தாலிபான்	taliban
ஐயன்	ion
ஈரோஸ்	eros
ஏஞ்சல்	angel
கறையான்	mối
லிஸ்பன்	lisboa
லிஸ்பன்	lisbon
பூங்குயில்	phaenicophaeus
சங்	trương
சங்	sang
கார்சியா	garcia
கார்சியா	garcia
கார்சியா	garcía
ஒண்டாரியோ	ontario
அகன்று	rách
சயனைடு	xyanua
சயனைடு	cyanide
வஸ்தோக்	vostok
சாண்டா	trã
சாண்டா	santa
சாம்பியா	zambia
தகனம்	dahan
கராத்தே	karate
போரா	bora
கட்டளையை	lệnh
கட்டளையை	huy
கட்டளையை	lềnh
அட்லாண்டா	atlanta
ஹிசார்	hisar
எறிகணை	submersible
கோப்	cobb
கோப்	cope
பீன்	bean
பீன்	đậu
மில்டன்	milton
தொடர்பில்லாத	offline
வாமன	vamana
புளோரன்ஸ்	florence
மேஜிக்	thuật
மேஜிக்	magic
நொதுமி	neutron
கழுகுகள்	eagles
இடம்பெயர்ந்த	displaced
உள்ளீடுகள்	mục
கிரண்	kiran
தொடுதல்	touch
தொடுதல்	ống
தொடுதல்	sờ
தொடுதல்	chạm
அமலா	amala
வேதனை	penalty
வேதனை	phạt
நைட்ரோ	nitro
கோக்	kok
கோக்	coke
கோக்	coca
கோக்	soda
கோக்	cola
வார்ப்பு	framework
வார்ப்பு	mẫu
தாமோதர்	damodar
தெரசா	têrêsa
தெரசா	teresa
ஓயா	oya
நைனா	naina
செலவாகும்	tốn
ஜெரால்ட்	gerald
டிரைவர்	xế
தாங்	thong
கஞ்சா	cannabis
குறிமுறை	code
குறிமுறை	mã
காரணமும்	chi
சந்திரிகா	chandrika
பொலோனியம்	polonium
பேரி	pear
பேரி	lê
சேவையகம்	máy
சேவையகம்	phục
சேவையகம்	server
உருப்படி	tố
முகாம்கள்	trại
ராக்கி	rocky
குழுமங்கள்	cụm
ரூனி	rooney
சிராஜ்	siraj
எரிப்பு	thải
எரிப்பு	đuổi
ஹுசைன்	husain
ஹுசைன்	hussain
வடிவமைப்புக்	shaping
ஜூ	joo
சோதி	tra
ராஜ்ய	rajya
சாம்சங்	samsung
ரீயூனியன்	reunion
சாப்ளின்	chaplin
பனியாறு	glacier
ஐதர்	hyder
பிரின்ஸ்டன்	princeton
ராமா	rama
சகுந்தலா	shakuntala
வருண்	varun
ஈமு	emu
வெனிசுலா	venezuela
மெரினா	marina
சீரியம்	xeri
ஜான்ஸ்	johns
இருமுனையம்	diode
இருமுனையம்	điốt
ஐவரி	ivory
ஐவரி	ngà
காகா	kaga
காகா	gaga
நியோ	neo
டங்கன்	duncan
கதாநாயகி	heroine
பெல்லாரி	bellary
காதுகள்	tai
பாட்டன்	gậy
பாட்டன்	baton
ஹிந்துஸ்தான்	hindustan
பாட்ரிக்	patrick
மலாவி	malawi
பந்தம்	torch
பந்தம்	đuốc
தொடுதிரை	touchscreen
அம்பர்	amber
நீர்கொழும்பு	negombo
பதாகை	banner
வெள்ளெலி	hamster
செல்டிக்	celtic
வெல்ஸ்	wells
வெல்ஸ்	giếng
வான்கூவர்	vancouver
நிக்கல்சன்	nicholson
யூரி	yuri
கையிருப்பு	handheld
கிக்	đá
சேர்க்கிறது	thêm
மிட்செல்	mitchell
நொண்டி	què
நொண்டி	bèo
நொண்டி	lame
நவீன்	naveen
செம்மறி	cừu
நாற்றம்	stinky
ப்ரோ	pro
சில்க்	lụa
