переворот	apvērsuma
конвенція	konvencija
конвенція	konventa
конвенція	konvenciju
насадження	krūmu
насадження	kociņi
архіпелаг	arhipelāga
прорив	sasniegums
маркетинг	mārketings
маркетинг	tirdzniecība
маркетинг	tirdzniecības
джоан	džoanna
інвестиції	investīcijas
інвестиції	ieguldījumi
інвестиції	investīcijas
інвестиції	ieguldījums
інвестиції	ieguldījumi
альберто	alberto
футів	kājas
футів	pēdas
футів	kājām
буріння	treniņa
складів	zilbes
пейзажі	ainavas
рекорди	uzskaite
рекорди	ieraksti
рекорди	pieraksti
дикі	wild
дикі	savvaļas
дикі	savvaļā
підвіски	piekariņi
нести	nēsāt
їжа	pārtika
їжа	ēdiens
їжа	palīg
білгород	belgoroda
християнський	kristians
християнський	kristiešu
християнський	kristiāns
морально	morāli
морально	sociāli
чеська	čehu
чеська	čehijas
показані	rādīts
повертаються	atgriežas
думав	domāja
думав	doma
думав	domāju
думав	likās
громадське	publiski
громадське	publiskais
громадське	publiska
гарний	pievilcīgs
гарний	izskatīgs
гарний	skaists
перевал	padod
білок	proteīni
білок	olbaltumvielu
білок	olbaltumvielas
білок	proteīns
гвинтівка	šautene
бергамо	bergamo
юнацтва	jaunatne
юнацтва	jaunieši
юнацтва	jaunība
злочинців	noziedzniekus
злочинців	noziedzniekiem
злочинців	noziedznieki
вопросы	jautājumi
сату	satu
рідина	šķidrums
рідина	šķidruma
рідина	šķidrums
рідина	šķidruma
рідина	šķidrs
рідина	šķidri
натхнення	iedvesmu
натхнення	iedvesma
репутацію	reputāciju
репутацію	reputācijas
репутацію	reputācijai
репутацію	reputācija
чимось	kautkas
надійність	ticamības
надійність	drošums
надійність	ticamība
надійність	uzticamība
надійність	uzticamo
надійність	uzticama
надійність	uzticams
джеррі	džerijs
грузинська	gruzijas
сумський	sumu
знімати	filmē
знімати	filmēt
знімати	filmēšana
знімати	filmēšanas
випадкових	nejauši
випадкових	nejauša
випадкових	gadījuma
випадкових	nejaušības
випадкових	izlases
прагнули	cerēju
прагнули	cerēja
персональний	personiska
персональний	personīgie
персональний	personīgais
персональний	personīgā
персональний	personīga
командири	priekšniekiem
землетрус	zemestrīces
землетрус	zemestrīce
богу	dievs
невідоме	nezināma
невідоме	nezināms
регулярний	regulārā
регулярний	regulārs
регулярний	regulāras
регулярний	regulāri
регулярний	regulāra
мартен	maarten
покращити	uzlabo
покращити	uzlabot
покращити	uzlabotu
робітника	darbinieka
робітника	darbinieks
мюллер	müller
мюллер	mueller
лампи	spuldzes
лампи	lampām
лампи	lampas
лампи	lukturi
еріка	erika
еріка	ērika
клієнта	klienti
клієнта	klients
клієнта	klientu
клієнта	klienta
допомогли	palīdzēja
допомогли	palīdzējusi
допомогли	palīdzējis
чесно	godīgi
медики	mediķi
найближча	tuvāko
найближча	tuvākā
найближча	tuvākais
запах	smaržu
запах	smarža
гострий	ass
гострий	asas
гострий	krasas
гострий	asu
деніел	daniels
конфігурації	regulējumu
конфігурації	regulējums
циклів	cikli
робін	robins
робін	robina
закрити	aizvērt
закрити	tuvu
стануть	kļūt
стануть	kļuvis
експерт	eksperts
експерт	eksperte
гетто	ghetto
гетто	geto
голуб	baložu
голуб	balodis
маркус	markus
маркус	markuss
маркус	markuss
маркус	markus
монгольська	mongolijas
брюсселі	briselē
брюсселі	brisele
пальці	pirksti
пальці	pirkstus
пальці	pirkstiem
явка	dēle
модулів	moduļi
модулів	moduļus
плита	plate
плита	plāksne
плита	plātne
плита	plāksnes
плита	plīts
присягу	zvērestu
ініціатива	iniciatīva
ініціатива	iniciatīvu
робот	robotu
робот	robots
визначати	definē
визначати	definēt
ігорович	kiva
агломерація	aglomerācijā
цифра	cipars
обрати	izvēlies
обрати	izvēlēties
знаменитого	erno
сусіднього	blakus
фред	fred
фред	freds
зворотний	reversā
зворотний	atpakaļgaitā
зворотний	reversās
зоряний	starship
вузькі	šaura
вузькі	šauri
вузькі	šauras
вузькі	šaurs
професорів	pasniedzēji
професорів	profesori
дощ	līst
дощ	lietus
навігації	navigation
навігації	navigācija
навігації	navigācijas
балет	baleta
розпізнавання	autentifikācijas
джин	džins
джин	žans
джин	džīna
джин	gēns
джин	gēnu
ліжок	gultas
проникає	noplūdes
взаємодію	mijiedarbība
взаємодію	mijiedarbības
оману	omāna
маямі	maiami
плакат	plakātu
плакат	plakāts
увійти	pieteikšanās
увійти	pieteikties
увійти	ievadīt
увійти	ievadi
увійти	ieiet
залишилось	atlikušās
залишилось	atlikusī
залишилось	atlikušais
плату	nodeva
плату	maksa
взяті	pievienoti
ранок	rīts
освітні	izglītības
аллен	alens
презентації	noformējumu
презентації	prezentācija
презентації	prezentācijas
презентації	noformējums
презентації	prezentācijas
отруєння	saindēšanās
вайт	balti
вайт	balta
вайт	balts
вайт	baltais
вайт	baltā
штурму	pārkāpums
гвардія	aizsargs
гвардія	sargs
овочі	dārzeņu
овочі	dārzeņi
неаполь	neapoles
абсолютний	absolūtais
абсолютний	absolūtā
абсолютний	absolūts
ахмед	ahmed
вимагати	apgalvojums
вимагати	prasība
вимагати	pieprasīt
вимагати	prasīt
плацдарм	placdarma
політично	politiski
політично	politiskā
пагорб	kalnā
горіння	dedzināšana
горіння	sadegšanas
горіння	sadedzināšana
танкові	bruņota
танкові	bruņu
рейси	lidojumiem
рейси	lidojumi
бін	pupas
бін	pupu
корону	vainaga
корону	vainags
росс	ros
росс	rosa
росс	ross
реалізм	reālisms
темна	tumša
темна	tumši
темна	tumšs
ернест	ernests
певне	specifiskas
певне	īpašie
петренко	petrenko
канзас	kanzasa
ринків	tirgus
ринків	tirgi
розробили	attīstīta
розробили	attīstītas
розробили	izstrādāti
розробили	izstrādāts
розробили	attīstītajām
варіації	variācijas
артиста	varoņdarbu
майбутні	gaidāmā
майбутні	drīzumā
майбутні	gaidāmo
подорожей	ceļo
подорожей	braucieni
подорожей	trips
подорожей	ceļojumi
леві	levi
леві	nodeva
леві	maksājums
консенсусу	vienprātība
заповнення	uzpildes
заповнення	pildījums
заповнення	aizpildīt
допоможе	palīdz
загрожує	draud
русла	nelīdzenums
умань	umaņa
кваліфікація	kvalifikācija
кваліфікація	kvalifikācijas
лініями	līnijas
лініями	rindas
приріст	pieaugums
приріст	pieauguma
приріст	palielinājums
нікарагуа	nikaragva
відвідати	apmeklē
відвідати	viesos
відвідати	ciemos
митець	izpildītājs
митець	māksliniece
митець	mākslinieks
алея	mola
алея	molu
алея	aleja
змінної	mainīgā
змінної	mainīgais
змінної	mainīgs
змінної	mainīgo
змінної	mainīga
початковій	elementāri
початковій	vienkāršā
космонавт	astronauts
вогні	bākas
вогні	gaismas
обладнанням	aparatūras
обладнанням	aparatūra
потенційно	potenciāli
веслування	airēšanas
напій	dzērienu
напій	dzērieni
напій	dzer
напій	dzert
напій	dzēriens
боках	marķējumi
сумніву	šaubu
сумніву	šaubos
далекий	tālu
александер	aleksandrs
мінор	maznozīmīgi
мінор	nelielas
кілометри	kilometri
кілометри	kilometri
проби	izlasē
оплати	maksājumi
оплати	samaksa
оплати	maksājums
джонатан	jonathan
конкакаф	concacaf
безвісти	mia
товар	produkta
товар	izstrādājums
товар	produkts
товар	ražojums
товар	preci
товар	preces
невже	patiešām
невже	tiešām
виділив	piešķirts
виділив	piešķirti
гострі	ass
гострі	asas
гострі	krasas
гострі	asu
сплави	sakausējuma
сплави	sakausējums
сплави	sakausējumi
дозвілля	atpūtā
дозвілля	atpūta
франсіско	francisco
видала	izdota
видала	izsniegta
видала	izdots
видала	izsniegts
забрали	ieņēma
забрали	paņēma
забрали	ņēma
оае	aae
конкуренції	konkurētspējīgs
конкуренції	konkurētspējīga
повідомила	brīdināja
проїзд	brauciens
проїзд	braucamais
рококо	rokoko
хотіла	gribēju
хотіла	gribēja
хотіла	vēlējās
математична	matemātisko
математична	matemātikā
математична	matemātika
факто	facto
живим	dzīvs
живим	dzīva
бабуся	vecmāmiņa
бабуся	vecmāmiņa
навчальна	izglītības
сигізмунд	sigismunds
кішки	kaķi
кішки	kaķiem
кішки	raibā
катастрофа	katastrofu
катастрофа	katastrofa
катастрофа	katastrofa
ідеологія	ideoloģija
ідеологія	ideoloģijas
тренто	trento
різноманітність	daudzveidība
різноманітність	dažādība
різноманітність	šķirne
різноманітність	šķirnes
тонкий	smalki
тонкий	plānas
компетенції	piekritības
компетенції	jurisdikcija
христина	kristīne
христина	kristīna
христина	kristīna
крісті	kristi
крісті	kristija
крісті	kristijs
анти	anti
мадам	kundze
бал	bal
бал	bumbu
бал	balle
бал	bumba
ралі	rally
темп	temps
темп	tempu
дружині	sievas
дружині	sieva
пережив	izdzīvoja
павел	paweł
павел	pāvels
переїхали	pārcelts
переїхали	pārcelta
переїхали	pārcelti
переїхали	pārvietots
бізнесмен	uzņēmējs
верде	verde
підкорення	iekarot
підкорення	iesniegšana
підкорення	iesniegums
заєць	zaķis
цвіте	bloom
акцент	akcents
акцент	akcentu
жертва	upuris
жертва	upuris
жертва	upuri
жертва	cietušais
створювали	meklē
туркменістану	turkmenistānu
туркменістану	turkmenistāna
надруковано	iespiesti
надруковано	iespiestas
надруковано	drukāts
надруковано	iespiests
угорці	ungāri
угорці	ungāru
назовні	ārā
назовні	out
фехтування	žogiem
креслення	rasējumus
креслення	rasējumi
креслення	intrigu
креслення	zīmējums
креслення	zīmēšanas
креслення	rasējums
японці	japānas
японці	japāņu
заслужена	pelnījis
ініціатор	iniciators
ініціатор	ierosinātājs
націоналізм	nacionālisms
лівану	libānas
лівану	libāna
моніторинг	pārraudzība
моніторинг	monitorings
моніторинг	uzraudzība
моніторинг	novērošana
ізоляції	izolācija
ізоляції	izolācijas
ангел	eņģelis
