மற்றும்	そして
சக்திவாய்ந்த	パワフル
திங்கட்கிழமை	月曜日
நீளமானது	長文
தனிநபர்கள்	個人
ஆண்குறி	陰茎
ஆண்குறி	ペニス
டெர்ரி	テリー
படைத்தவர்	クリエーター
மண்டேலா	マンデラ
கொள்கலன்	コンテンツ
கொள்கலன்	内容
கொள்கலன்	容器
கொள்கலன்	コンテナ
இப்ராகிம்	イブラヒム
அடிப்படைகள்	基本
கூந்தல்	ヘアー
கூந்தல்	髪の毛
கூந்தல்	ヘア
கூந்தல்	毛髪
மறையும்	ヒデ
மறையும்	隠す
அருமை	絶品
அருமை	ナイス
அருமை	ニース
அருமை	素敵
மகனே	息子
குழப்பங்கள்	紛争
குழப்பங்கள்	コンフリクト
குழப்பங்கள்	競合
குழப்பங்கள்	紛争
குழப்பங்கள்	対立
குழப்பங்கள்	コンフリクト
விருப்பப்படி	風習
விருப்பப்படி	カスタム
ஊடுருவும்	貫通
உள்ளடக்கங்கள்	内容
இரக்கம்	思いやり
இரக்கம்	同情
வானவில்	レインボー
ஓசியானியா	オセアニア
எட்வார்ட்	エドワード
நகை	ジュエル
நகை	宝石
நகை	ジュエリー
நகை	宝石
கமிஷன்	手数料
கமிஷன்	コミッション
கமிஷன்	委嘱
ஆலோசனைகள்	おすすめ
ஆலோசனைகள்	提案
சொந்தம்	own
தொடும்	感動
ஆரோக்கியம்	健康
பாஸ்பரஸ்	リン
மாறிகள்	変数
மாறிகள்	可変
மாறிகள்	変数
நுண்ணோக்கி	顕微鏡
ஐசக்	アイザック
ஐசக்	イサク
வாழ்வது	リビング
வாழ்வது	living
வெற்றிபெற்று	ウォン
வெற்றிபெற்று	won
சலாம்	サラム
மேலாளராக	店長
மேலாளராக	支配人
மேலாளராக	マネージャー
மேலாளராக	マネージャ
சலுகை	オファー
சலுகை	申し出
சலுகை	クーポン
ரசாயன	化学
ஸ்வீடன்	スウェーデン
லாக்	ロック
லாக்	錠前
லாக்	ログ
லாக்	log
கரோலினா	カロライナ
பார்பரா	バーバラ
செலுத்தப்பட்டது	有料
அந்தோனியார்	アンソニー
ஸ்டாக்ஹோம்	ストックホルム
புரூணை	ブルネイ
பள்ளிக்கூடம்	学校
பள்ளிக்கூடம்	スクール
வர்ணம்	顔料
ரோஜாக்கள்	薔薇
ரோஜாக்கள்	バラ
மாட்	マット
சொத்துகள்	アセット
சொத்துகள்	資産
சக்	チャック
டொனால்ட்	ドナルド
டிரைவ்	ドライブ
பேட்ரிக்	パトリック
பாடுகிறார்	歌う
பிரிக்ஸ்	brics
ஒப்பனை	メイク
ஒப்பனை	化粧
குபேரன்	クベーラ
கவனத்திற்கு	注目
கவனத்திற்கு	注意
ஆந்தை	フクロウ
ஆந்தை	ふくろう
அணிந்துரை	序文
பிரபலங்கள்	有名人
ஜூலியா	ジュリア
ஜூலியா	ユリア
நிணநீர்	リンパ
குச்சி	スティック
காளான்	キノコ
காளான்	マッシュルーム
போதைப்பொருள்	ドラッグ
போதைப்பொருள்	薬物
துணிகள்	生地
ஓடுகள்	タイル
டெர்	デア
ஃபோர்ப்ஸ்	フォーブス
இயக்கிகள்	ドライバ
இயக்கிகள்	ドライバー
பிலடெல்பியா	フィラデルフィア
இரங்கல்	お悔やみ
கடிகாரங்கள்	腕時計
ராஸ்	ロス
எலுமிச்சை	レモン
எலுமிச்சை	石灰
எலுமிச்சை	ライム
மனிதனும்	ソウル
மனிதனும்	霊魂
பதக்கங்களை	メダル
ரீட்	リード
ஆனந்தம்	joy
ஆனந்தம்	ジョイ
ஆனந்தம்	喜び
மார்க்கம்	宗教
மார்க்கம்	マーカム
காய்கறி	野菜
முதிர்ச்சி	満期
ஷேன்	シェーン
குறும்படம்	サムネイル
இலைகளை	葉っぱ
அசுரன்	怪物
அசுரன்	モンスター
அசுரன்	怪獣
தேவாலயத்தில்	piazza
நிழலில்	シェイド
நிழலில்	日陰
நிழலில்	シェード
அரி	アリ
செயல்படுத்துகிறது	処理
செயல்படுத்துகிறது	加工
சளி	風邪
சளி	コールド
சளி	冷たい
சளி	寒い
சளி	風邪
கொடூரமான	残酷
தூதுவர்	大使
தூதுவர்	アンバサダー
செக்ஸ்	性別
செக்ஸ்	セックス
பாலினம்	性別
பாலினம்	ジェンダー
குணப்படுத்தும்	ヒーリング
கைபேசி	セル
கைபேசி	モバイル
முரணாக	皮肉
காலாண்டு	四半期
காலாண்டு	クォーター
காலாண்டு	四半期
பபெட்	バフェット
புலங்கள்	フィールド
புலங்கள்	フィールズ
அன்னிய	外国
பரவுகிறது	スプレッド
பரவுகிறது	広がる
ஏறு	登る
புகலிடம்	避難
எண்ணங்களை	考え
எண்ணங்களை	思考
எண்ணங்களை	想い
மடிப்பு	ラッピング
மடிப்பு	折り返し
மடிப்பு	包む
அளவுகோல்	スケール
அளவுகோல்	縮尺
அளவுகோல்	目盛
நகர்வுகள்	moves
வெண்கல	青銅
வெண்கல	ブロンズ
குணப்படுத்த	治癒
குணப்படுத்த	燻製
ஆல்பங்கள்	アルバム
கெல்லி	ケリー
முதுகெலும்பு	脊柱
முதுகெலும்பு	背骨
முதுகெலும்பு	脊椎
பாக்கியம்	祝福
சிறகு	ウイング
சிறகு	ウイングス
பட்டாணி	エンドウ
பட்டாணி	エンドウ
சர்ச்சில்	チャーチル
ஆற்றலும்	エネルギー
ஆக்கி	プロセッサ
நிபுணத்துவம்	専門
கற்பு	純潔
ஈடன்	エデン
அதிகபட்சம்	マックス
அதிகபட்சம்	max
அதிகபட்சம்	最大
அதிகபட்சம்	maximum
சுருங்கி	縮小
கிட்	git
கிட்	キット
கிட்	kit
செய்தியாளர்	プレス
செய்தியாளர்	リポーター
செய்தியாளர்	レポーター
சிப்	チップ
புக்கர்	ブッカー
கேளிக்கை	レクリエーション
கேளிக்கை	エンターテイメント
கேளிக்கை	娯楽
கேளிக்கை	エンターテインメント
சமோவா	サモア
பந்துகள்	ボール
குறிப்பேடு	ロガー
பருவங்கள்	季節
பருவங்கள்	シーズン
யுனிக்ஸ்	unix
விஸ்டா	vista
விஸ்டா	ビスタ
வாசம்	ブレス
கோளம்	球体
கோளம்	球面
கோளம்	球形
திரையரங்கு	演劇
திரையரங்கு	劇場
பின்புலம்	背景
பின்புலம்	バックグラウンド
பின்னோக்கி	後方
பின்னோக்கி	後ろ向き
தத்து	タブ
லம்போர்கினி	ランボルギーニ
ஆலோசனைக்	諮問
ஆலோசனைக்	相談
ஆலோசனைக்	協議
தனிமையில்	孤独
தனிமையில்	寂しい
தனிமையில்	孤独
வழிகாட்டல்	指導
வழிகாட்டல்	ガイダンス
தன்னைத்தானே	独学
விக்கெட்	wicket
பார்வைகள்	訪問
பார்வைகள்	ビュー
நோக்கங்களை	意図
பளிங்கு	大理石
பளிங்கு	marble
மனிதர்களும்	ヒト
வாக்கியம்	フレーズ
வாக்கியம்	宣告
வாக்கியம்	センテンス
வாக்கியம்	文章
எதிரானது	反対
அனுப்புகிறது	送信
துவக்கி	ランチャー
பூனைகள்	キャッツ
பூனைகள்	ネコ
வார்சா	ワルシャワ
புள்ளிவிவரம்	統計
பாஸ்கல்	パスカル
மார்க்கெட்	市場
மார்க்கெட்	マーケット
கணங்கள்	moments
கணங்கள்	モーメント
சோமாலியா	ソマリア
படத்தொகுப்பு	コラージュ
மீனவர்	漁師
மீனவர்	漁師
பென்சீன்	ベンゼン
இருக்கவும்	滞在
இருக்கவும்	ステイ
துல்லியம்	精度
குவளை	マグカップ
தொழிற்சாலையில்	工場
ராக்கெட்	ロケット
ஆல்ப்ஸ்	アルプス山脈
ஆல்ப்ஸ்	アルプス
இயல்பை	ネイチャー
இயல்பை	自然
வித்து	種子
வித்து	シード
பானங்கள்	飲み物
பானங்கள்	飲物
பானங்கள்	飲み物
பானங்கள்	ドリンク
நினைக்கும்	シンク
பெயர்ச்சி	置換
சமத்துவம்	平等
நடனங்கள்	踊り
நிபந்தனைகள்	条件
விடு	離れる
விடு	ドロップ
துர்கா	ドゥルガー
அலபாமா	アラバマ
தொழுகை	サラート
அன்ட்ரூ	アンドリュー
ரேகை	経度
பாலைவனத்தில்	デザート
பாலைவனத்தில்	砂漠
லூசியானா	ルイジアナ
கரைப்பான்	溶剤
எறிந்து	出演
எறிந்து	キャスト
எறிந்து	ギプス
தந்திரம்	トリック
அறிவார்ந்த	知能
அறிவார்ந்த	知的
அறிவார்ந்த	インテリジェント
மதிப்பாய்வு	レビュー
மதிப்பாய்வு	審査
ஆர்எஸ்எஸ்	rss
நேர்மை	正直
பொறாமை	嫉妬
பொறாமை	羨望
பொறாமை	嫉妬
கோட்டா	コタ
அவுட்லுக்	outlook
சூசன்	スーザン
காமெடி	喜劇
காமெடி	コメディ
காமெடி	コメディー
நையாண்டி	風刺
தீராத	慢性
தீராத	持病
வைக்கோல்	ストロー
வைக்கோல்	わら
இப்ராஹிம்	イブラヒム
முத்துக்கள்	真珠
ஆமைகள்	カメ
அலெக்சாந்திரியா	アレクサンドリア
சாதாரணமான	凡庸
பங்களா	バンガロー
ஜூலியஸ்	ジュリアス
ஜூலியஸ்	ユリウス
ஈஸ்ட்	酵母
பரிணாமம்	進化
பரிணாமம்	evolution
பங்கேற்பு	関与
பங்கேற்பு	参加
சோலார்	ソーラー
கேம்ஸ்	ゲーム
கருட	ガルダ
நீரோ	nero
பூத	フィジカル
பூத	物理
நெரிசல்	混雑
வாய்க்கால்	運河
ரொனால்ட்	ロナルド
கொலராடோ	コロラド
வளாகங்கள்	キャンパス
மிதவை	フローティング
மிதவை	浮動
உணரிகள்	センサ
உணரிகள்	センサー
நசீர்	ナースィル
நசீர்	ナジール
சோர்வு	疲労
எவரெஸ்ட்	エベレスト
திறக்க	オープン
திறக்க	開館
திறக்க	開く
செபமாலை	cepa
சையது	サイイド
இடைவெளிகள்	スペース
இரவும்	ナイト
ஏதுமில்லை	なし
முன்னோக்கி	進む
முன்னோக்கி	フォワード
முன்னோக்கி	転送
உணவாகும்	grub
பயன்முறை	モード
ஜிமெயில்	gmail
கவர்ச்சியான	セクシー
சுலைமான்	スレイマン
சுலைமான்	スライマーン
பேழை	カセット
தெருக்கள்	ストリート
கீரை	ほうれん草
ஜெப்ரி	ジェフリー
சன்னி	晴れ
சன்னி	サニー
பாதுகாக்கவும்	protect
பாதுகாக்கவும்	プロテクト
பாதுகாக்கவும்	保護
படையணி	大隊
மோட்சம்	献身
பயிற்சியாளர்கள்	コーチ
பேசுகிறது	喋る
ஈடுபட்டுள்ள	婚約
ஏழ்மை	貧困
பயங்கர	ひどい
மேலாளர்கள்	マネージャー
மேலாளர்கள்	マネージャ
மீதம்	残高
மீதம்	バランス
மீதம்	残り
மீதம்	残額
மீதம்	左側
பீச்	モモ
பீச்	ピーチ
பீச்	モモ
லுட்விக்	ルートヴィヒ
நெற்றியில்	おでこ
தீவிரவாதம்	テロリズム
தீவிரவாதம்	テロ
குறுக்கீடு	割り込み
குறுக்கீடு	干渉
எள்	ゴマ
எள்	胡麻
வடிவமைக்க	configure
வடிவமைக்க	設定
மனப்பான்மை	姿勢
மனப்பான்மை	態度
எட்ஜ்	エッジ
எட்ஜ்	edge
மாவீரன்	戦士
டொமினிக்கன்	ドミニカ
ஆன்மீகம்	スピリチュアル
உள்நாட்டில்	ローカル
உள்நாட்டில்	地元
வியூகம்	戦略
மாம்பழம்	マンゴ
மாம்பழம்	マンゴー
கழுதை	ロバ
வயிற்றுப்போக்கு	下痢
முஸ்தபா	ムスタファ
கிரகம்	惑星
தலைக்கு	head
தலைக்கு	ヘッド
தலைக்கு	頭部
மாறிவிட்டது	変更された
மியாமி	マイアミ
நிக்கோலஸ்	ニコラス
கொரில்லா	ゴリラ
நானா	ナナ
மோகம்	パッション
மோகம்	情熱
மோகம்	受難
கால்நடைகள்	ウシ
ஓட்டோ	オットー
நாளைய	明日
நாளைய	あした
சிர்க்கோனியம்	ジルコニウム
சந்தர்ப்பம்	コンテクスト
சந்தர்ப்பம்	コンテキスト
சந்தர்ப்பம்	context
ஆண்டர்சன்	アンダーソン
சிக்னல்	シグナル
சிக்னல்	信号
மோடம்	モデム
கிளென்	グレン
கிளென்	グレン
விவகாரங்கள்	事務
காபூல்	カブール
பேச்சாளர்கள்	スピーカー
எலிகள்	マウス
வைன்	ワイン
வாடிக்கையாளரின்	クライアント
பட்டினி	飢餓
திறக்கும்	開く
திறக்கும்	オープニング
பிரைவேட்	pvt
அசிட்டேட்டு	酢酸
கிரகங்கள்	惑星
காவி	サフラン
தோழன்	マテ
தோழன்	メイト
நாட்டியம்	ダンス
நிறைவுற்ற	飽和
கடனை	債務
உபரி	エクストラ
உபரி	オマケ
அனுபவ	exp
குட்டிகள்	カブス
குட்டிகள்	子犬
ஓவியத்தை	絵画
மணமகள்	花嫁
நிரூபிக்க	証明
ஜூலி	ジュリ
ஜூலி	ジュリー
ஒலிகள்	サウンド
ஜோர்டான்	ヨルダン
ஜோர்டான்	ジョーダン
பிரபஞ்சம்	宇宙
பிரபஞ்சம்	銀河
பிரபஞ்சம்	銀河系
சிறுநீரகம்	腎臓
மறக்க	forget
நடித்தது	主演
சுயசரிதை	伝記
ரூபி	ルビ
ரூபி	ルビー
அத்தை	おばさん
அத்தை	おばさん
அத்தை	叔母
அத்தை	おば
துரோகம்	裏切り
துரோகம்	反逆
பிட்டு	ビット
கார்லோ	カルロ
நடக்கின்றன	ハプニング
பக்கத்து	隣人
கருச்சிதைவு	流産
பண்பேற்றம்	変調
திரி	tri
படுக்கையில்	ベッド
விவசாயி	農家
வழங்குநர்	ホスト
வழங்குநர்	主催
வழங்குநர்	プロバイダ
வழங்குநர்	プロバイダー
வெளிநாட்டில்	海外
திறமைகளை	タレント
நிற்பது	スタンディング
முன்னேற்றத்தை	プログレス
முன்னேற்றத்தை	経過
முன்னேற்றத்தை	進捗
முகமூடி	仮面
முகமூடி	マスク
வியாபாரிகள்	ベンダー
பட்லர்	バトラー
காட்டப்பட்டது	破棄
தந்தையர்	父親
வயர்லெஸ்	ワイヤレス
குளூனி	クルーニー
பென்னி	ペニー
பென்னி	ベニー
லூக்	ルカ
ஹன்னிபால்	ハンニバル
வில்லி	ウィリー
பொய்யான	false
பொய்யான	虚偽
பொய்யான	フェイク
ஸ்ரீநகர்	シュリーナガル
படத்தைப்	フォト
படத்தைப்	写真
முற்றத்தில்	ヤード
தேவாலயங்கள்	教会
மல்யுத்தம்	レスリング
இவனின்	hes
டோ	爪先
டோ	つま先
பிம்பம்	画像
பிம்பம்	イメージ
இறுக்கம்	圧縮
இழப்பீடு	補てん
இழப்பீடு	補償
இழப்பீடு	賠償
இழப்பீடு	弁償
இழப்பீடு	報酬
கோலங்கள்	図面
நீட்டிப்பு	延長
நீட்டிப்பு	二日酔い
வினைச்சொல்	動詞
பிசுமத்	ビスマス
ஜாகுவார்	ジャガー
கிராமத்திற்கு	村落
கிராமத்திற்கு	ヴィレッジ
பாணிகள்	スタイル
அல்ஜீரியா	アルジェリア
குறிப்பான	特定
காத்துக்	待ち
ஜெனிபர்	ジェニファー
மஹா	マハー
டோம்	ドーム
ஆராய்ச்சியாளர்	研究者
ஆராய்ச்சியாளர்	研究員
நதியா	ナディア
பத்திரிக்கையாளர்	ジャーナリスト
இர்வின்	アーウィン
இர்வின்	アーバイン
புரூக்	ブルック
புரூக்	小川
உற்பத்தியாளர்	製造業者
உற்பத்தியாளர்	メーカー
புதன்கிழமை	水曜
புதன்கிழமை	水曜日
முன்னொட்டு	プレフィックス
விவகாரம்	スキャンダル
விவகாரம்	不祥事
விவகாரம்	発行
விவகாரம்	争点
விவகாரம்	問題
பாடு	歌う
பாடு	sing
கொதிக்க	沸騰
கொதிக்க	茹でる
கொதிக்க	せつ
சையத்	サイイド
வளையல்	バングル
பண்டார	パンドラ
தமன்	ダマン
சியாம்	サイアム
பாகா	バハ
கிடங்கு	倉庫
சொட்டு	点滴
சோடா	ソーダ
நாஷ்	ナッシュ
பயங்கரமான	怖い
பயங்கரமான	ひどい
சிறப்பானது	注目
குங்குமப்பூ	サフラン
வெனிலா	バニラ
வழித்தடங்கள்	路線
வழித்தடங்கள்	ルート
துறவறம்	セイント
துறவறம்	聖人
குடிக்கும்	飲む
கையாளுதல்	ハンドリング
கையாளுதல்	取扱
கையாளுதல்	取り扱い
டாப்ளர்	ドップラー
அடித்தள	地下
அடித்தள	地下室
கார்டர்	カーター
குடிமகன்	市民
வைகுண்டர்	vaikundar
நாடெங்கும்	全国
மொசாம்பிக்	モザンビーク
சுடும்	シューティング
ஃபெராரி	フェラーリ
ஜாதி	カースト
நிறுத்தங்கள்	停車駅
நாகை	永井
பர்	bur
ஈரம்	濡れ
மிருகங்கள்	動物
விதிவிலக்கு	例外
பொறுமை	我慢
பொறுமை	忍耐
பொறுமை	根気
குறிப்பை	メモ
குறிப்பை	ノート
ஜார்ஜியா	グルジア
ஜார்ஜியா	ジョージア
சிறகுகள்	羽毛
சிறகுகள்	ウイングス
காகம்	カラス
காகம்	クロウ
ஜிகாத்	ジハード
பையன்	男の子
பையன்	少年
பையன்	ボーイ
பையன்	ガイ
மெய்யான	オリジナル
கோர்டன்	ゴードン
பெக்	ベグ
ஹாரிசன்	ハリソン
கீத்	キース
சிண்ட்ரெல்லா	シンデレラ
தோட்டக்கலை	園芸
தோட்டக்கலை	ガーデニング
அலைந்து	さまよう
இஞ்சி	ショウガ
இஞ்சி	ジンジャー
இஞ்சி	生姜
கணவனை	ダンナ
காசநோய்	結核
பிரான்	ブラウン
பிரான்	ピラン
ஏபெல்	アーベル
ஏபெல்	アベル
பெல்ஜிய	ベルギー
சமரசம்	妥協
பணியாளர்களின்	社員
பணியாளர்களின்	スタッフ
தோராயமான	ラフ
தோராயமான	乱暴
திறமைகள்	スキル
திறமைகள்	タレント
பீங்கான்	磁器
கரோலின்	キャロライン
மதிப்புறு	リテラル
விஸ்கி	ウィスキー
விஸ்கி	ウイスキー
விஸ்கி	ウィスキー
விஸ்கி	ウイスキー
பேனா	pen
பேனா	ペン
பேனா	opengl
திணிப்பு	ダンプ
ஸல்	サル
மாஸ்	ミサ
மாஸ்	質量
குத்து	パンチ
நட்டு	ナッツ
நட்டு	ナット
ஊழி	紀元
ஊழி	エポック
சொகுசு	贅沢
யே	わーい
குங்	クン
சேகரிக்க	徴収
சேகரிக்க	集める
சேகரிக்க	収集
சிதறல்	散乱
உகாண்டா	ウガンダ
கருக்கலைப்பு	流産
உருப்படிகள்	アイテム
உருப்படிகள்	品物
கரீம்	カリム
காத்மாண்டு	カトマンズ
இரவுகள்	ナイツ
ஷர்மா	シャルマ
வைமாக்ஸ்	wimax
செவ்வாய்க்கிழமை	火曜日
அகலமான	広い
கிராமங்களை	村落
பூசி	あったかい
பூசி	暖かい
பூசி	温かい
முடுக்கம்	加速度
முடுக்கம்	加速
இருக்கும்போதே	while
ஐபிஎல்	ipl
கடத்தப்பட்ட	誘拐
சோர்ஸ்	ソアレス
இறுக்கமாக	きつい
இசைக்கு	メロディ
இசைக்கு	チューン
இத்தாலியன்	イタリアン
ஒயிட்	白い
ஒயிட்	ホワイト
தொந்தரவு	嫌がらせ
தொந்தரவு	ハラスメント
தால்	ダール
சான்டா	サンタ
கேளுங்கள்	聴く
கிடைமட்ட	水平
கேன்ஸ்	カンヌ
கிளாஸ்கோ	グラスゴー
மட்டு	モジュール
ஹாலந்து	オランダ
வடிகால்	排水
ஆக்ஸிஜன்	酸素
அடுப்பு	コンロ
அடுப்பு	ストーブ
புல்வெளி	芝生
பழைமை	アンティーク
குரோ	cro
தொடர்புடையவை	関連
லைலா	レイラ
ஷேக்ஸ்பியர்	シェイクスピア
ஷேக்ஸ்பியர்	シェークスピア
மெர்ரில்	メリル
வீர்	ヴィール
ஜாஸ்	ジャズ
அன்பும்	ラヴ
அன்பும்	ラブ
கலவைகள்	化合物
வைரல்	バイラル
சகாப்தம்	時代
தானியம்	穀物
தானியம்	シリアル
மூ	moo
ரூஸ்வெல்ட்	ルーズベルト
செப்பெலின்	ツェッペリン
சாத்தியங்கள்	可能性
ஆர்டர்	オーダー
ஆர்டர்	注文
மதுவிலக்கு	禁酒
மதுவிலக்கு	禁止
மதுவிலக்கு	禁酒令
கரங்கள்	両手
படிவங்கள்	フォーム
படிவங்கள்	形態
நிறைவடைந்தது	終了
நெடுந்தீவு	delft
திருடன்	泥棒
நாற்காலி	いす
நாற்காலி	チェア
நாற்காலி	椅子
விற்பனையாளர்	売主
ஓநாய்	ウルフ
ஓநாய்	オオカミ
ரிங்கிட்	リンギット
வர்ண	顔料
பாகு	バクー
பீட	台地
பீட	高原
கிராமத்து	村落
கிராமத்து	ヴィレッジ
உத்திகளை	戦略
பத்தொன்பது	nineteen
பிரிமியர்	初演
பிரிமியர்	プレミア
ஹாப்	ホップ
தேவதைகள்	エンジェルス
தேவதைகள்	天使
கோர்ட்	法廷
கோர்ட்	コート
கோர்ட்	裁判所
லூனா	ルナ
ஆண்டனி	アンソニー
அருளும்	恩寵
அருளும்	グレース
அருளும்	グレイス
நறுமணம்	香り
சுயமாக	セルフ
சுயமாக	自己
தேனீக்கள்	ミツバチ
தேனீக்கள்	ハチ
அறிக்கைகளை	ステートメント
பெண்டிர்	婦人
பெண்டிர்	レディース
நெறிகள்	プロトコル
நார்மாண்டி	ノルマンディー
எல்லாவற்றிலும்	すべて
எல்லாவற்றிலும்	全て
ஃபேஸ்புக்	facebook
செய்தித்தாள்கள்	新聞紙
செய்தித்தாள்கள்	新聞
ஜேக்கப்	ジャコブ
நெற்றி	おでこ
உணர்தல்	実現
உணர்தல்	換価
சந்தித்தனர்	meet
சந்தித்தனர்	会う
பூசாரி	司祭
உதாரணமாகும்	スポーツマンシップ
வணிகங்கள்	ビジネス
பிங்	ビング
பிங்	ping
திருப்பு	反転
திருப்பு	フリップ
ஆணி	ネイル
டிஸ்கவரி	ディスカバリー
டிஸ்கவரி	発見
ஆத்தர்	アーサー
இல்லாமலே	なし
மதீனா	マディーナ
மோர்கன்	モルガン
மன்மதன்	キューピッド
வீனஸ்	ウェヌス
வீனஸ்	金星
வீனஸ்	ヴィーナス
எளிமை	シンプル
டூர்	ツアー
இம்பால்	インパール
சுழலி	タービン
ஆய்வக	研究室
நெபுலா	星雲
கிரியை	ワークス
கிரியை	作品
அமல்	アマル
வெற்றிடம்	バキューム
வெற்றிடம்	真空
துடுப்பு	フィン
துடுப்பு	パドル
விரிவுரையாளர்	講師
வினாடி	番目
வினாடி	セカンド
பத்திரிகையாளர்கள்	ジャーナリスト
பத்திரிகையாளர்கள்	ジャーナリスト
டோன்	トーン
பிக்காசோ	ピカソ
பீட்	ピート
சமத்துவ	エリトリア
அடைவு	ディレクトリ
அடைவு	フォルダ
பிடியில்	グリップ
துளி	ドロップ
கெல்லர்	ケラー
கணித்த	予言
பரிந்துரையை	おすすめ
பரிந்துரையை	推薦
அகதி	難民
ஆதாம்	アダム
அவென்யூ	アベニュー
பெல்லி	ベル
நலத்துறை	福祉
குத்தகை	賃貸
குத்தகை	貸す
குத்தகை	賃貸借
தியோடர்	テオドール
ஹலோ	こんにちは
ஹலோ	ハロー
ஹார்வர்டு	ハーバード
சசி	シャシ
சசி	sasi
புத்தம்	ブランド
புத்தம்	銘柄
வனவிலங்குகள்	野生動物
ஒட்டாவா	オタワ
தோற்றது	失敗
மூலை	コーナー
நூர்	ヌール
நொதித்தல்	発酵
ஆஸ்கர்	オスカー
ஆஸ்கர்	オスカル
ஜகார்த்தா	ジャカルタ
கார்ட்	カート
கார்ட்	荷車
காக்ஸ்	コックス
பாஷா	パシャ
எக்செல்	excel
எக்செல்	エクセル
வினாக்கள்	質問
செயலற்ற	アイドル
கைரேகை	指紋
இலினொய்	イリノイ
எத்தியோப்பியா	エチオピア
வாக்களிக்கும்	投票
கண்ணுக்குத்	不可視
பெல்லா	ベラ
லாரா	ローラ
பிரான்சுவா	フランソワ
அற்புதம்	すごい
அற்புதம்	おいしい
பெர்க்லி	バークリー
மொழிபெயர்க்க	翻訳
அதிசயம்	ミラクル
அதிசயம்	奇跡
அதிசயம்	ワンダー
எபிசோட்	エピソード
கியோட்டோ	京都
கச்சேரிகள்	コンサート
எடி	エディー
எடி	エディ
இஸ்லாமியர்கள்	イスラム教
இஸ்லாமியர்கள்	ムスリム
ஆப்கான்	アフガン
ஆப்கான்	アフガニスタン
அப்துல்லாஹ்	アブドゥッラー
மகிமை	グローリー
பாத்	風呂
பாத்	入浴
கோபா	コパ
நரகம்	ヘル
நரகம்	地獄
சிரிப்பு	笑い
சிரிப்பு	笑い
சிரிப்பு	笑う
டைட்டானிக்	タイタニック
கேஸ்	ケース
கேஸ்	気体
கேஸ்	ガス
லெவி	レヴィ
ஜும்மா	ジュマ
என்றென்றும்	フォーエバー
கேல்	風力
படுகை	盆地
மானியம்	寄附
வாழைப்பழம்	バナナ
பவுண்டுகள்	ポンド
மாறு	切り替え
மாறு	スイッチ
சேர்க்கவும்	追加
சேர்க்கவும்	加算
சேர்க்கவும்	含める
வடம்	電線
வடம்	ケーブル
சாரணர்	スカウト
வெள்ளப்பெருக்கு	洪水
அழகை	美容
குள்ள	ジャッカル
குள்ள	ドワーフ
குள்ள	小人
குவியம்	焦点
குவியம்	フォーカス
லெப்டினன்ட்	警部補
லெப்டினன்ட்	中尉
இரிடியம்	イリジウム
அங்கோலா	アンゴラ
நார்மன்	ノーマン
எதற்காக	なぜ
எதற்காக	why
பீனிக்ஸ்	フェニックス
லேன்	レーン
லேன்	車線
குமட்டல்	吐き気
பராகுவே	パラグアイ
கடுகு	マスタード
குத்திக்	ピアス
காசோலை	小切手
நண்டுகள்	カニ
ரகசியமாக	機密
ரகசியமாக	内密
பலேடியம்	パラジウム
தூண்டில்	ベイト
கருத்தைப்	コメント
ஹரோல்ட்	ハロルド
ஹாமில்டன்	ハミルトン
மைனர்	マイナー
ஈறு	歯茎
ஆமாம்	はい
மடகாஸ்கர்	マダガスカル
கேள்	ask
கேள்	尋ねる
கேள்	聴く
சோயா	soy
சோயா	醤油
துணிகளை	被服
துணிகளை	洋服
மறதி	健忘
பஜார்	バザール
உடம்பு	病気
கண்களால்	アイズ
கால்டுவெல்	コールドウェル
மாத்திரைகள்	錠剤
கோல்ஃப்	ゴルフ
வாட்ச்மென்	ウォッチメン
நாற்று	スプラウト
மாதாந்திர	毎月
மாதாந்திர	月間
மாதாந்திர	月刊
எழுது	書き込み
எழுது	書く
எழுது	書き込む
எழுது	焼き
எழுது	火傷
எழுது	やけど
எழுது	burn
பிரயன்	ブライアン
ராஜினாமா	辞表
ராஜினாமா	辞任
ராஜினாமா	辞職
பவள	サンゴ
நைஜல்	ナイジェル
ஆதாயம்	利得
அறிவிப்புகள்	通知
அறிவிப்புகள்	お知らせ
ஓரம்	マージン
ஓரம்	余白
ஓரம்	ボーダー
ஓரம்	国境
பிளேர்	ブレア
ஐன்ஸ்டீன்	アインシュタイン
கிளீசு	グリーゼ
அரட்டை	チャット
அரட்டை	雑談
நடத்தல்	ウォーキング
நடத்தல்	歩行
நடத்தல்	歩く
உணரி	センサ
உணரி	センサー
பேரம்	バーゲン
குயின்	女王
குயின்	クイーン
சட்டவிரோத	違法
சிக்கலானது	クリティカル
சிக்கலானது	複雑
ட்விட்டர்	twitter
ட்விட்டர்	ツイッター
புறக்கணிப்பு	ボイコット
முகவர்கள்	エージェント
வில்வித்தை	弓術
வில்வித்தை	アーチェリー
உணர்	感じる
உணர்	feel
உணர்	フィール
கோகோ	ココ
கோகோ	ココ
பிளஸ்	プラス
பாசிச	ファシズム
பரிவு	同情
ஏந்திய	持株
மேம்பாலம்	跨線橋
தூக்கம்	眠い
தூக்கம்	睡眠
தூக்கம்	眠る
தூக்கம்	スリープ
மீட்பர்	救世主
கழி	引く
கழி	減算
சமஸ்கிருதத்தில்	サンスクリット
