vajdasági	vojvodine
lőszer	muníciu
phillips	phillips
jelentések	vykazovania
jelentések	oznamovanie
jelentések	hlásenia
jelentések	hlásenie
jelentések	hlásenia
jelentések	správ
jelentések	správy
zászlók	zástavy
zászlók	vlajky
zászlók	zástavy
hangsúly	zdôraznenie
hangsúly	dôraz
megszálló	okupačné
rajzolt	vyvodiť
rajzolt	ťahané
rajzolt	nakreslila
rajzolt	drew
megmutatta	ukázal
megmutatta	ukázala
megmutatta	ukázalo
megmutatta	ukázali
elkészítése	príprava
elkészítése	prípravu
elkészítése	prípravok
főnix	phoenix
grey	šedá
grey	sivý
grey	grey
grey	šedé
grey	sivá
grey	sivé
michelangelo	michelangelo
forever	navždy
forever	forever
forever	naveky
értelmezés	interpretácia
értelmezés	výklad
értelmezés	interpretácie
értelmezés	tlmočenie
liu	liu
tisztek	úradníci
tisztek	dôstojníkov
tisztek	dôstojníci
legkevésbé	najmenej
osztva	rozdelili
osztva	rozdelená
osztva	rozdelený
osztva	rozdelené
érme	mince
érme	minca
érme	mince
érme	mincu
antonius	antonius
protokoll	protokolu
protokoll	protokol
hallott	počula
hallott	počuli
hallott	počul
sajnálom	prepáčte
sajnálom	prepac
sajnálom	prepáč
asztalos	carpenter
mérési	meranie
névleges	menovitý
névleges	hodnotený
névleges	menovité
névleges	hodnotené
névleges	menovitý
névleges	nominálne
névleges	nominálna
névleges	nominálny
elnöksége	predsedníctva
elnöksége	predsedníctvo
szabályzat	pravidlá
szabályzat	pravidlách
szabályzat	pravidiel
szabályzat	predpisy
szabályzat	pravidla
szabályzat	nariadenia
szabályzat	predpisy
szabályzat	nariadení
szabályzat	regulácie
szabályzat	politika
szabályzat	politiky
szabályzat	politiku
fájlok	súborov
fájlok	súbory
ardennes	ardennes
harag	zlosť
harag	hnev
harag	hnev
harag	zlosť
harag	zúrivosť
harag	hnev
feliratok	titulky
morrison	morrison
hullámok	vlny
hullámok	vĺn
jogszabály	právo
jogszabály	zákon
jogszabály	legislatíva
jogszabály	legislatívu
mérték	miera
mérték	rýchlosť
mérték	sadzba
mérték	meraný
mérték	meraná
mérték	meria
mérték	merané
mérték	opatrenie
mérték	zmerať
romlott	skazený
romlott	zhoršila
primitív	primitívne
elvek	zásady
elvek	princípy
elvek	zásadami
tengerpart	pobrežie
tengerpart	moru
tengerpart	pláže
tengerpart	pláž
tengerpart	pláži
tengerpart	beach
tengerpart	pláže
tengerpart	pobrežie
fogyaszt	pohltí
fogyaszt	spotrebuje
műszer	nástroja
műszer	nástroj
műszer	prístroj
műszer	prístroje
villeneuve	villeneuve
üresen	prázdna
üresen	prázdne
üresen	vyprázdniť
üresen	prázdny
üresen	prázdny
üresen	prázdne
üresen	prázdna
szervez	organizuje
szervez	usporiadať
szervez	organizovať
szervez	zorganizovať
szervez	organizuje
izom	svalstvo
izom	svaly
izom	svalov
izom	svaly
izom	sval
izom	svalov
izom	svalstvo
bizonyított	dokázal
bizonyított	dokázalo
bizonyított	dokázaná
bizonyított	preukázané
bizonyított	preukázaná
bizonyított	dokázané
képzési	školenia
képzési	výcvik
képzési	tréning
képzési	školenie
ismételt	opakované
ismételt	opakovaná
ismételt	opakovaný
párbeszéd	dialóg
párbeszéd	dialógy
párbeszéd	dialógu
veszett	besné
líbia	líbya
líbia	líbyjské
líbia	líbya
emlékezett	pamätať
emlékezett	spomenul
fázis	fázy
fázis	fáza
hills	kopcov
hills	hills
hills	kopce
fedezett	zakryté
fedezett	kryté
fedezett	pokryté
fedezett	pokrytý
gran	gran
zsoldos	žoldnier
rossini	rossini
kiegészítés	doplnenie
kiegészítés	dopĺňať
kiegészítés	doplniť
kiegészítés	doplnok
kiegészítés	doplniť
kiegészítés	príplatok
kiegészítés	doplnok
kiegészítés	doplnku
kiegészítés	dodatok
kiegészítés	doplnok
kiegészítés	doplnkové
kiegészítés	doplnková
reggae	reggae
égő	horáka
égő	pálenie
égő	horí
égő	spaľovanie
címeket	názvy
címeket	tituly
keverés	miešanie
keverés	zmiešaním
keverés	miešania
amsterdam	amsterdam
amsterdam	amsterdamu
nigel	nigel
louvre	louvre
választható	nepovinné
választható	dobrovoľné
választható	voliteľné
választható	nepovinný
választható	voliteľný
közvetett	nepriame
közvetett	nepriamo
közvetett	nepriama
közvetett	nepriamy
közvetett	nepriame
közvetett	indície
elme	myseľ
elme	rozum
elme	mysel
elme	nazor
büszke	hrdá
büszke	pyšná
büszke	hrdí
büszke	hrdý
mia	mia
mia	mii
mia	miu
orleans	orleans
dinoszaurusz	dinosaurus
dinoszaurusz	dinosaury
xxx	xxx
kambodzsa	kambodži
teljesíteni	naplniť
teljesíteni	splniť
yonne	yonne
kifejtett	vyjadrené
kifejtett	vyjadrila
kifejtett	vyjadrený
bristol	bristol
gyümölcsök	ovocia
gyümölcsök	plody
gyümölcsök	ovocie
gyümölcsök	plodov
gyümölcsök	ovocia
gyümölcsök	plody
gyümölcsök	ovocie
gyárban	továreň
bretagne	bretagne
moss	moss
moss	mach
énekelni	spievaj
énekelni	zaspievať
énekelni	spievať
énekelni	spev
énekelni	spievanie
anders	anders
téglalap	obdĺžnik
téglalap	pravouhlých
szigetcsoport	súostrovie
líra	líra
líra	lír
feleségek	manželky
feleségek	manželiek
böngésző	prehliadač
olvasott	čítajte
olvasott	čítaj
olvasott	čítanie
olvasott	čítať
bolton	bolton
milton	milton
napokon	dní
napokon	dňoch
napokon	dni
napokon	days
nagyok	veľkých
nagyok	veľké
nagyok	veľkí
nagyok	veľká
nagyok	veľký
nagyok	velke
nagyok	velka
nagyok	veľký
nagyok	big
nagyok	veľké
nagyok	veľká
zimbabwe	zimbabwe
csupasz	holý
csupasz	holá
csupasz	holé
garcia	garcia
repül	fly
repül	letieť
repül	letia
repül	lietať
repül	mucha
repül	lietania
repül	lietanie
repül	lietajúce
sullivan	sullivan
airways	airways
érzelmek	emócie
érzelmek	emócií
érzelmek	emócie
érzelmek	emócií
érzelmek	pocity
érzelmek	city
érzelmek	citov
galaxy	galaxie
galaxy	galaxii
galaxy	galaxy
galaxy	galaxia
jung	jung
dallam	melódiu
dallam	melódia
dallam	melódiu
dallam	melódia
helyzetű	znevýhodnených
helyzetű	znevýhodnené
kívánok	prajeme
sandra	sandra
sebész	chirurg
sebész	chirurgovia
folyami	rieke
folyami	river
folyami	riečna
folyami	rieka
folyami	rieky
nyilatkozat	vyhlásenie
nyilatkozat	prehlásenie
nyilatkozat	výkaz
nyilatkozat	vyhlásenie
nyilatkozat	vyjadrenie
nyilatkozat	deklaráciu
nyilatkozat	deklarácia
nyilatkozat	vyhlásenie
nyilatkozat	prehlásenie
málna	maliny
málna	malina
málna	maliny
algériai	alžírska
regina	regina
simone	simone
gyermekkori	detstva
gyermekkori	detstvo
richards	richards
koronázás	korunováciu
pozíciók	pozície
pozíciók	polohy
pozíciók	pozícií
órák	hodín
órák	hodiny
órák	hodiny
órák	triedy
órák	hodiniek
órák	pozerá
órák	hodinky
tár	klip
tár	časopis
tár	magazín
tár	časopisu
marion	marion
taxon	taxón
tizennyolc	osemnásť
lev	lev
christina	kristína
christina	christina
helmut	helmut
említ	spomínajú
említ	zmienky
említ	uvádza
említ	spomína
nathan	nathan
nero	nero
szabadalmi	patent
szabadalmi	patentu
fenntartott	rezervované
fenntartott	vyhradené
fenntartott	vyhradená
museo	museo
toledo	toledo
petri	petri
operatív	prevádzkové
operatív	prevádzková
operatív	operačný
operatív	operatívne
tévedés	chyba
tévedés	omyl
tévedés	chybu
tévedés	chyba
claudia	klaudia
claudia	claudia
ágak	pobočky
ágak	vetvy
ágak	pobočiek
bern	bern
gard	gard
klubok	kluby
klubok	palice
klubok	klubov
mindeközben	medzičasom
mindeközben	medzitým
mindeközben	zatiaľ
braun	braun
aude	aude
övezet	zóna
megújult	obnovené
megújult	obnovený
megújult	obnovuje
megújult	obnovená
megmenteni	zachrániť
megmenteni	save
megmenteni	uložiť
megmenteni	ukladať
megmenteni	uloženie
megmenteni	ukladanie
megmenteni	šetrenie
megmenteni	úspory
megmenteni	úspora
kivételek	výnimky
kivételek	výnimka
kivételek	výnimky
kivételek	výnimku
kivételek	oslobodenia
kivételek	výnimky
rajongó	ventilátor
rajongó	fanúšik
rajongó	fan
rajongó	fanúšika
hozzáférhető	prístupná
hozzáférhető	prístupný
hozzáférhető	prístupné
válaszokat	odpovede
válaszokat	odpovedí
válaszokat	odozvy
válaszokat	reakcie
válaszokat	odpovede
válaszokat	odpovedí
fogyasztása	spotreba
fogyasztása	konzumácia
fogyasztása	spotrebu
fogyasztása	spotreby
értékelés	vyhodnotenie
értékelés	hodnotenie
értékelés	vyhodnocovanie
értékelés	posudzovanie
értékelés	zhodnotenie
értékelés	vyhodnotenie
értékelés	hodnotenie
értékelés	posúdenie
értékelés	ocenenie
értékelés	ohodnotenie
értékelés	oceňovanie
jeleket	signály
jeleket	signálov
küldeni	pošli
küldeni	poslať
küldeni	odoslať
hódítás	dobývanie
iskolákban	škôl
iskolákban	školy
államférfi	štátnik
állatkert	zoo
csökkenteni	zredukovať
csökkenteni	znížiť
günther	günther
chase	naháňať
chase	chase
szenegál	senegal
metropolitan	metropolitná
időbeli	časové
figyelt	sledovaní
figyelt	pozerali
figyelt	sledované
figyelt	sledoval
figyelt	pozeral
judo	judo
díszlet	scenérie
díszlet	nastaví
díszlet	súpravy
díszlet	zostavy
díszlet	stanovuje
díszlet	nastavuje
díszlet	sady
duke	duke
duke	vojvoda
ellátás	zásoby
ellátás	zásobovanie
ellátás	dodávky
ellátás	zásobovanie
gedeon	gideon
ruhát	šaty
ruhát	oblečenie
rákos	rakovinové
rákos	karcinóm
rákos	rakovina
rákos	rakovinu
rákos	rak
far	daleko
far	ďaleko
alabama	alabama
majom	opica
majom	opica
teatro	teatro
merész	tučné
merész	odvážny
merész	odvážne
merész	odvážna
merész	odvážne
josh	josh
jezsuiták	jezuitov
dohány	tabaku
dohány	tabak
elkészített	pripravená
elkészített	pripravené
elkészített	pripravení
megszökött	utiekli
megszökött	utiekol
megszökött	unikli
megszökött	ušiel
megszökött	utiekla
nbc	nbc
lemondását	odstúpenie
lemondását	výpoveď
lemondását	rezignáciu
üstökös	kométa
univerzális	univerzálny
univerzális	univerzálnych
univerzális	univerzálnej
univerzális	univerzálne
platina	platiny
powell	powell
teher	záťaž
teher	bremeno
fegyverzet	výzbroj
fegyverzet	zbrojenie
fegyverzet	výzbroj
csökkentette	znížila
nyitó	otvorenie
nyitó	otvára
nyitó	otváranie
szerencse	bohatstvo
szerencse	štastie
szerencse	lucky
szerencse	šťastie
szerencse	štastie
szerencse	šťastie
termékeket	výrobky
termékeket	produkty
termékeket	produktov
szalag	pásku
szalag	páska
szalag	pásky
szalag	stuhy
szalag	pásy
szalag	strip
vágás	rezanie
vágás	strihanie
vágás	rez
vágás	strih
vágás	úprava
vágás	masaker
vágás	zabitie
vágás	zabíjanie
vágás	porážka
vágás	kusy
vágás	diely
vágás	rezy
felismerhető	rozpoznateľné
testek	telá
testek	karosérie
testek	tiel
testek	orgány
őrmester	seržant
őrmester	seržant
qui	qui
manhattan	manhattane
manhattan	manhattan
tisztviselő	administrátor
tisztviselő	správcu
tisztviselő	správca
tisztviselő	úradný
tisztviselő	oficiálna
tisztviselő	official
tisztviselő	oficiálne
tisztviselő	oficiálny
tisztviselő	úradník
vancouver	vancouver
állatorvos	veterinár
állatorvos	vet
állatorvos	veterinárna
állatorvos	veterinárny
állatorvos	veterinárnych
állatorvos	veterinárne
állatorvos	veterinárneho
állatorvos	veterinár
szabályozása	regulovať
szabályozása	regulovanie
brüsszelben	bruselu
brüsszelben	brusel
brüsszelben	bruseli
gátolja	inhibuje
eugene	eugene
konstantinápoly	konštantinopolu
prof	prof
fogadó	hosť
fogadó	hostiteľskej
fogadó	hostiteľa
fogadó	host
fogadó	hostiteľ
fogadó	inn
fogadó	prijímač
apostolok	apoštolov
szándékos	úmyselné
szándékos	úmyselné
hívő	veriaci
egyetemek	univerzity
egyetemek	univerzít
abdul	abdul
app	app
app	aplikácia
app	aplikácii
app	aplikáciu
app	aplikácie
íze	chut
íze	chuť
íze	chuti
íze	chutí
túlélő	preživších
túlélő	prežili
túlélő	neprežil
túlélő	prežitie
túlélő	prežila
túlélő	prežil
tengerparton	pobrežie
tengerparton	moru
tengerparton	pláže
tengerparton	pláž
tengerparton	pláži
tengerparton	beach
kristályos	crystal
kristályos	kryštál
kristályos	kryštalický
xavier	xavier
csúnya	škaredý
csúnya	škaredé
csúnya	škaredá
viszonylagos	relatívne
viszonylagos	relatívny
viszonylagos	relatívna
viszonylagos	príbuzný
oregon	oregon
sztár	hviezda
sztár	star
sztár	hviezdička
sztár	hviezdny
kevesebbet	menej
kevesebbet	menšia
silvio	silvio
egyensúly	zostatok
egyensúly	rovnováha
egyensúly	vyváženie
egyensúly	saldo
egyensúly	rovnováhu
egyensúly	vyváženosť
egyensúly	rovnováha
xxii	xxii
orlando	orlanda
june	júni
june	jún
june	júna
bernhard	bernhard
jevgenyij	jevgenij
díszítették	ozdobená
megegyezés	urovnanie
megegyezés	vysporiadanie
megegyezés	zúčtovanie
megegyezés	vyrovnania
megegyezés	vyrovnanie
megegyezés	dohoda
megegyezés	dohodou
megegyezés	usporiadanie
felépített	postavili
felépített	postavená
felépített	postavené
felépített	postavený
felépített	stavali
kidolgozása	vypracovania
kidolgozása	vypracovanie
összefüggés	súvislosti
összefüggés	kontextu
összefüggés	kontext
összefüggés	kontexte
barcelonai	barcelona
igazolja	odôvodniť
igazolja	zdôvodniť
vándor	tulák
ingatlan	pozemok
ingatlan	nehnuteľnosti
ingatlan	vlastnosť
ingatlan	majetok
ingatlan	nehnuteľnosť
ital	nápoj
ital	nápoj
ital	piť
ital	vypiť
ital	nápoje
ital	pije
ital	pitie
ital	nápojov
szemek	oči
szemek	očká
szemek	očí
szemek	očami
szemek	zrná
sovány	chudý
sovány	oprieť
sovány	tenké
sovány	tenká
sovány	štíhly
sovány	tenký
olcsóbb	lacnejší
olcsóbb	lacnejšie
erődítmény	opevnenia
ciudad	ciudad
krónikák	kronika
hajóval	lodný
hajóval	loď
szintetikus	syntetický
szintetikus	syntetických
szintetikus	syntetické
lezuhant	havaroval
kézikönyv	príručka
kézikönyv	ručné
kézikönyv	manuál
kézikönyv	manuálne
kézikönyv	manuálna
kézikönyv	príručka
kézikönyv	príručke
megkötött	uzatvorená
raf	raf
tizenkettedik	dvanáste
dio	dio
ügynökség	agentúra
ügynökség	agentúry
tobago	tobago
uralta	dominoval
adler	adler
gmbh	gmbh
jet	jet
elhelyezve	umiestnená
zen	zen
bika	býk
bika	bull
alkalmaz	zamestnávať
alkalmaz	zamestnávajú
alkalmaz	zamestnať
alkalmaz	zamestnáva
szatirikus	satirická
hangos	nahlas
hangos	hlasné
hangos	hlasno
hangos	hlučné
mono	mono
lars	lars
polo	polo
tank	nádrž
tank	tank
tao	tao
teremt	vytvorí
teremt	vytvára
érzés	pocit
érzés	cítenie
deutsch	deutsch
pillanat	okamih
pillanat	moment
pillanat	chvíľka
pillanat	chvíľa
ártatlan	nevinné
ártatlan	nevinne
ártatlan	nevinná
ártatlan	nevinný
ártatlan	nevinní
nickelodeon	nickelodeon
vigyázz	pozeraj
vigyázz	sledovať
vigyázz	hodinky
vigyázz	sledujte
vigyázz	pozerať
kaiser	kaiser
piquet	piquet
tanul	štúdium
tanul	študuje
tanul	učenie
tanul	učiť
ghz	ghz
incidens	incident
incidens	incidentov
incidens	incidenty
díszítő	ozdobné
díszítő	okrasné
nicolae	nicolae
butler	butler
butler	sluha
dale	dale
roosevelt	fdr
roosevelt	roosevelt
kézműves	remeselníkov
kézműves	plavidlo
kézműves	plavidlá
kézműves	remeselník
kézműves	remeslá
obszervatórium	observatórium
michele	michele
föderáció	federácia
föderáció	federácie
chen	chen
enzim	enzýmy
enzim	enzýmov
enzim	enzým
mansell	mansell
robbant	vybuchol
robbant	vybuchlo
halvány	slabý
halvány	bledá
halvány	pale
táplálék	výživu
táplálék	výživa
táplálék	výživy
táplálék	potravín
táplálék	jedlo
táplálék	jedla
táplálék	potraviny
funkciók	funkcie
funkciók	funkcií
funkciók	funkčnosti
funkciók	funkčnosť
funkciók	funkcie
funkciók	vlastnosti
funkciók	charakteristiky
funkciók	prvky
promóciós	promo
promóciós	povýšenie
promóciós	propagáciu
promóciós	propagácia
promóciós	propagačné
palmer	palmer
edzés	cvičenie
edzés	tréning
edzés	prax
edzés	praxi
edzés	školenia
edzés	výcvik
edzés	tréning
edzés	školenie
tmb	tmb
fuvola	flautu
melinda	melinda
zita	zita
próba	test
próba	skúška
próba	skúške
próba	nácvik
próba	skúšku
próba	skúšky
próba	testovanie
próba	skúška
próba	skúšanie
win	výhra
win	vyhrať
hangokat	zvuky
hangokat	hlasy
hangokat	hlasov
fellini	fellini
fokozatos	postupné
fokozatos	postupný
fokozatos	progresívne
angela	angela
öröm	radosti
öröm	radosť
öröm	radost
öröm	potešenie
öröm	radosť
madridi	madrid
faji	rasovej
texasi	texan
texasi	texasu
texasi	texase
texasi	texas
összecsapás	clash
összecsapás	stret
összecsapás	konfrontáciu
összecsapás	smackdown
közzétett	uverejnil
közzétett	pridal
közzétett	publikované
közzétett	uverejnené
közzétett	zverejnené
közzétett	posta
közzétett	publikované
közzétett	zverejnená
közzétett	zverejnené
közzétett	uverejnené
gyakorlatok	cviky
gyakorlatok	cvičení
gyakorlatok	cvičenia
gyakorlatok	praktiky
reformok	reformovať
reformok	reforma
reformok	reforiem
reformok	reformy
társult	súvisiace
társult	pridružené
társult	pridružený
társult	spoločník
folt	škvrna
folt	mieste
folt	miesto
folt	spot
diamond	diamond
diamond	diamant
dízel	naftu
dízel	diesel
dízel	dieselové
dízel	nafta
audio	zvuk
audio	audio
hunok	huni
termelő	produktívne
termelő	výrobca
termelő	producenta
termelő	producent
termelő	výrobcu
facto	facto
chapman	chapman
millennium	tisícročia
bosszú	pomsta
bosszú	pomstu
bosszú	pomsta
bosszú	pomstu
bosszú	odplata
cicero	cicero
tisztelet	dodržiavanie
tisztelet	rešpektu
tisztelet	rešpektovať
tisztelet	rešpekt
emírségek	emiráty
terror	hrôza
terror	teror
vöröses	červenkasto
betöltötte	vyplnený
betöltötte	naplnený
betöltötte	naplnená
betöltötte	plnené
betöltötte	vyplnené
irma	irma
galériában	galéria
galériában	galériu
galériában	galérie
közvetítő	maklér
közvetítő	sprostredkovateľ
közvetítő	sprostredkovateľ
közvetítő	prostredník
közvetítő	sprostredkovateľa
közvetítő	sprostredkovateľ
közvetítő	sprostredkovateľa
közvetítő	sprostredkovateľ
trófea	trofej
terápiás	terapeutické
terápiás	liečebný
küzd	boje
miranda	miranda
hülye	hlúpy
hülye	hlúposť
hülye	hlúpe
fejes	hlavičku
fejes	hlavičky
fejes	hlavička
örökké	navždy
örökké	forever
örökké	naveky
kukorica	kukurica
kukorica	kukuricu
kukorica	kukurica
damon	damon
tulajdonosai	majiteľov
tulajdonosai	vlastníci
tulajdonosai	vlastníkov
tulajdonosai	majitelia
tesztek	testy
tesztek	skúšky
szerelvény	príslušenstvo
szerelvény	vlakové
szerelvény	vlaku
szerelvény	trénovať
szerelvény	vlakom
szerelvény	vlak
szerelvény	montáž
szerelvény	zostava
szerelvény	zhromaždenia
szerelvény	zhromaždenie
helena	helena
nagykövet	veľvyslankyňa
nagykövet	veľvyslanec
reakciók	reakcie
reakciók	reakcia
reakciók	reakciu
reakciók	reakcie
rövidített	skrátený
rövidített	skrátené
rövidített	skrátený
rövidített	skrátené
elsüllyedt	potopil
elsüllyedt	potopila
elsüllyedt	potopil
elsüllyedt	potopená
sátán	satana
sátán	satan
bejegyzett	registrovaných
bejegyzett	registrované
bejegyzett	zapísané
bejegyzett	zaregistrované
bejegyzett	registrovaný
alany	predmet
alany	subjektu
alany	subjekt
asztali	stôl
asztali	tabuľke
asztali	tabuľka
asztali	plochu
asztali	plocha
asztali	plochy
káosz	chaos
hyde	hyde
meggyőzni	presvedčiť
meggyőzni	presvedčiť
meggyőzni	presviedčať
állva	státie
állva	stáť
állva	stála
állva	stáleho
hajnalban	dawn
hajnalban	úsvitu
hajnalban	úsvit
őszinte	úprimná
őszinte	úprimné
őszinte	úprimný
őszinte	pravý
őszinte	skutočné
őszinte	pravé
őszinte	úprimná
őszinte	čestné
őszinte	úprimný
meteor	meteorit
meteor	meteor
crassus	crassus
doki	doc
szertartás	obrad
szertartás	slávnosť
szertartás	obrad
szertartás	rituály
szertartás	rituál
fájdalmas	bolestivá
fájdalmas	bolestivé
színtelen	bezfarebné
színtelen	bezfarebná
színtelen	bezfarebný
színtelen	bezfarebná
színtelen	bezfarebné
színtelen	bezfarebný
tisztázott	vyjasniť
tisztázott	objasniť
alkalmanként	príležitostné
alkalmanként	občasné
alkalmanként	príležitostne
alkalmanként	príležitostne
alkalmanként	občas
