年	год
清洗	очистка
清洗	чистка
清洗	чистки
清洗	очищение
誤會	недоразумение
誤會	недопонимание
必需	необходимо
必需	необходимая
必需	необходимые
必需	необходимое
必需	необходимый
控告	обвинение
天主教徒	католической
天主教徒	католик
天主教徒	католическая
天主教徒	католики
天主教徒	католики
天主教徒	католиков
決心	решимость
決心	определение
決心	решимость
罰	наказание
個案	случае
個案	случай
個案	дело
個案	кейс
安東	антон
官僚	бюрократии
官僚	бюрократ
加冕	коронации
暑假	лето
暑假	summer
暑假	саммер
暑假	летний
炒	жареные
鞏固	консолидировать
鞏固	консолидация
鞏固	консолидации
鞏固	консолидация
燃油	горючее
燃油	топлива
燃油	топливо
仲裁	арбитраж
降水	осадки
降水	осадков
胃	живот
胃	желудок
宜昌	ичан
遇見	встретили
遇見	встретились
遇見	встретил
姑娘	девочка
姑娘	girl
姑娘	девчонка
姑娘	девушка
北歐	северных
北歐	скандинавских
雨量	осадки
雨量	осадков
模組	модуль
洞穴	пещера
洞穴	пещере
洞穴	пещеры
洞穴	пещеры
千歲	титосэ
游泳池	пул
游泳池	бассейн
游泳池	бильярд
次郎	дзиро
大片	блокбастер
印度尼西亞	индонезии
印度尼西亞	индонезия
印度尼西亞	индонезию
貝拉	белла
權威	авторитетных
權威	авторитет
權威	полномочия
樣本	образец
樣本	выборка
樣本	образец
樣本	образцы
樣本	пробы
住房	жилье
接納	допуск
惡意	злобы
發放	выдача
渠道	каналы
敵軍	враг
敵軍	враги
旅館	hotel
旅館	отель
旅館	гостиница
旅館	отели
旅館	гостиницы
旅館	hotels
動物園	зоопарков
動物園	зоопарк
精品	бутик
本質	сущность
本質	суть
扭曲	твист
扭曲	поворот
扭曲	исказить
扭曲	twisted
扭曲	искажение
扭曲	искажения
也許	может
也許	возможно
村莊	деревни
村莊	деревень
村莊	деревне
村莊	село
村莊	деревня
約定	пакт
約定	пакта
週六	суббота
週六	субботу
週六	сидел
週六	сб
週六	сел
週六	села
預告	тизер
預告	прицеп
預告	трейлер
節日	festival
節日	фестиваль
節日	фестивалей
節日	праздником
節日	праздник
節日	отдых
節日	праздники
重疊	дублирование
重疊	дублирования
重疊	дублирование
重疊	наложение
重疊	дублирования
重疊	дублирование
健身	тренировки
健身	тренировка
健身	тренировку
健身	fitness
健身	фитнес
共產主義	коммунистическая
共產主義	коммунизм
候補	альтернативных
候補	альтернативный
守門員	вратарь
守門員	вратарь
瓷	фарфор
心跳	сердцебиение
愛好者	энтузиаст
愛好者	энтузиастов
傳承	наследие
傳承	наследство
史前	доисторическая
禮物	подарки
禮物	дары
禮物	подарок
禮物	дар
侵入	вторжения
侵入	вторжений
里程碑	вехи
里程碑	этапы
里程碑	вехой
虐待	злоупотреблений
虐待	злоупотребления
虐待	надругательство
虐待	злоупотребление
鋸	пила
鋸	видел
鋸	видела
鋸	увидел
鋸	увидела
鋸	пилить
工藝	мастерство
工藝	ремесел
解體	дезинтеграции
解體	распад
聊	чата
聊	чат
聊	поговорить
聊	разговор
聊	говорить
聊	разговоры
門檻	порог
門檻	порогов
商用	коммерческие
商用	коммерческая
商用	коммерческий
先驅	геральд
先驅	пионер
先驅	пионеры
先知	oracle
先知	пророк
先知	пророка
挑	выберите
撤離	эвакуировать
撤離	эвакуация
撤離	эвакуации
撤離	эвакуация
產物	произведение
產物	продукта
產物	изделие
產物	товар
產物	продукт
凸	выпуклая
法學	юриспруденции
美容	красота
克服	преодоления
克服	преодоление
克服	преодолеть
年表	хронологии
漏洞	лазейку
配件	принадлежности
配件	аксессуары
配件	соучастие
配件	аксессуар
邁阿密	майами
寒冷	холодная
寒冷	холодное
寒冷	холодный
寒冷	холодно
寒冷	холод
數學家	математик
數學家	математики
靴	ботинки
靴	сапоги
晚會	гала
晚會	gala
手冊	руководство
手冊	справочник
手冊	справочники
手冊	наставления
手冊	руководств
手冊	руководства
手冊	пособия
手冊	вручную
手冊	руководство
整數	целое
致死	смертельная
致死	смертельный
致死	смертельной
調節	кондиционирование
瑞安	райан
馬尼拉	маниле
妖精	гоблины
妖精	гоблин
預防	предотвращение
預防	профилактика
預防	предупреждение
修士	монах
表決	голосования
表決	проголосовать
表決	голосовать
表決	голосование
表決	голосуйте
表決	голосования
表決	голосование
阿爾巴尼亞	албании
阿爾巴尼亞	албания
濫用	злоупотреблений
濫用	злоупотребления
濫用	надругательство
濫用	злоупотребление
濫用	злоупотребления
好萊塢	голливуд
汁	сока
汁	сок
小吃	закуски
海王星	нептун
犁	плуг
犁	плуг
黃昏	сумерки
黃昏	заката
地理位置	географии
地理位置	география
演變	эволюция
演變	эволюции
航程	путешествие
航程	рейса
辣	остро
辣	острая
辣	острое
適當	соответствующих
適當	уместно
夾	зажим
夾	ролик
夾	клип
貨車	грузовик
貨車	van
貨車	ван
貨車	фургон
熱情	энтузиазм
熱情	страсти
熱情	страсть
境界	царство
天天	повседневной
手動	вручную
手動	руководство
噪音	шум
星期三	среды
星期三	среда
星期三	среду
評論家	критики
評論家	критиков
評論家	критик
評論家	критика
尿	моча
尿	мочи
尿	мочу
尿	моча
尿	моча
電源	власть
電源	сила
電源	мощь
電源	power
電源	мощность
大洋	океан
大洋	океана
演說	речь
演說	речи
侯爵	маркиз
侯爵	маркиз
德克薩斯州	техас
學員	курсантов
學員	кадет
學員	слушатели
矮星	карлик
矮星	гном
可行性	жизнеспособности
可行性	жизнеспособность
構想	понятие
構想	концепция
主修	основных
主修	майор
帳戶	счёт
帳戶	аккаунт
帳戶	счет
公國	княжество
公國	герцогства
曲棍球	хоккей
靈感	вдохновил
靈感	вдохновение
詮釋	толковать
詮釋	интерпретировать
哲學家	философы
哲學家	философ
太田	ота
計算機	компьютер
計算機	computer
計算機	компьютеры
財政部	казначейство
財政部	казначейства
召集人	руководитель
買賣	торговой
買賣	торговля
買賣	продажи
買賣	продажа
買賣	распродажа
改正	исправление
改正	поправка
改正	коррекция
制裁	санкции
可怕	пугает
可怕	страшные
可怕	страшная
可怕	страшный
可怕	страшно
刺客	убийца
刺客	убийц
刺客	убийцы
手稿	рукописи
手稿	рукопись
中川	накагава
櫻井	сакураи
外面	снаружи
外面	вне
替換	замену
替換	замена
替換	замены
替換	заменить
替換	заменять
替換	замена
純粹	чистая
純粹	чистые
純粹	чисто
純粹	чистый
純粹	чистое
創始人	основатели
創始人	основателей
創始人	основатель
創始人	основателя
精密	точности
精密	точность
輕鬆	полегче
輕鬆	легче
輕鬆	легко
友情	дружбы
友情	дружба
沙特	саудовская
引述	процитировал
引述	цитирую
引述	цитата
引述	цитирую
引述	цитаты
萬里	майлс
萬里	мили
萬里	миль
萬里	майлз
繼承人	наследник
繼承人	наследника
繼承人	наследники
繼承人	наследников
斤	кэтти
導航	ориентироваться
導航	навигатор
導航	судоходства
導航	навигации
導航	судоходство
導航	навигация
鵰	игл
鵰	орёл
鵰	орел
退化	дегенерация
退化	деградации
退化	деградация
季度	ежеквартально
季度	квартал
季度	четверть
季度	квартале
周日	воскресенье
周日	воскресение
向下	down
向下	вниз
佛羅里達州	флорида
佛羅里達州	флориде
尼泊爾	непала
尼泊爾	непале
尼泊爾	непал
國會議員	конгрессмен
國會議員	конгрессменов
雙重	двойная
雙重	двойное
雙重	двойной
雙重	двойные
雙重	двойного
吞	проглотить
捕捉	захват
捕捉	захвата
冶金	металлургии
冶金	металлургической
代數	алгебраическая
代數	алгебра
堀	хори
重申	подтверждая
降雨	осадки
降雨	осадков
偶爾	изредка
選項	опции
選項	варианты
選項	параметры
選項	вариантов
選項	опция
選項	вариант
貴州	гуйчжоу
部族	клан
部族	племя
部族	племени
部族	кланов
部族	племен
部族	племена
折扣	скидка
折扣	скидки
折扣	скидки
氣氛	атмосфера
氣氛	атмосферу
糧	зерна
糧	зерно
反派	злодей
反派	злодеи
反派	злодеев
召回	вспомнить
召回	напомнить
頻繁	часто
頻繁	частое
頻繁	частые
頻繁	часто
保密	конфиденциальность
保密	конфиденциально
保密	конфиденциальной
保密	секретности
姿態	жест
姿態	поза
渡輪	паром
渡輪	паромы
財富	богатства
財富	богатство
財富	богатства
財富	богатство
轉化	трансформация
轉化	преобразования
轉化	преобразование
轉化	трансформации
分泌	секреция
浪費	впустую
浪費	отходы
浪費	отходов
蕉	банан
性感	sexy
性感	сексуально
性感	сексуальный
性感	сексуальная
性感	сексуальные
廢物	отходы
廢物	отходов
廢物	отходы
存取	доступа
存取	доступ
初級	младшие
初級	джуниор
初級	младший
初級	начального
初級	первичные
初級	начальное
香蕉	банан
香蕉	бананов
香蕉	бананы
迷宮	лабиринт
迷宮	лабиринт
大乘	махаяна
度量	метрических
度量	измерить
度量	мера
度量	меру
度量	измерение
度量	измерения
州長	губернатор
省略	упущение
省略	бездействие
驚人	удивительно
驚人	потрясающая
驚人	поразительно
驚人	изумительно
驚人	потрясающе
振興	омоложение
振興	оживление
振興	оживление
振興	возрождение
振興	активизация
振興	оживление
伽利略	galileo
伽利略	галилео
氦	гелий
金沙	пески
利比亞	ливия
利比亞	ливии
畜牧	скот
畜牧	скота
鯨魚	китов
鯨魚	кит
鯨魚	кита
告白	исповедь
告白	признание
告白	признания
告白	исповедь
貪污	хищение
處分	отчуждение
處分	отчуждения
難度	трудности
難度	трудность
難度	сложность
不列顛	британия
不列顛	британия
不列顛	britannia
攔截	перехватить
攔截	перехват
攔截	перехват
海事	морские
海事	морской
海事	морская
海事	морские
海事	морской
海事	морская
減輕	смягчения
減輕	смягчение
視野	визуализации
視野	зрение
視野	видение
結尾	конце
結尾	end
結尾	конец
結尾	окончание
結尾	конец
胸部	груди
胸部	сундук
胸部	грудь
胸部	груди
胸部	грудь
二郎	дзиро
破產	банкротом
破產	несостоятельности
破產	банкротства
精神病	психоз
左側	левой
左側	слева
左側	налево
左側	осталось
左側	оставил
業主	хозяин
業主	владельца
業主	владелец
業主	владельцы
業主	владельцев
業主	владельцам
業主	домовладелец
喜好	преференций
喜好	предпочтения
喜好	предпочтения
喜好	предпочтение
小泉	коидзуми
纖維	волокна
纖維	волокна
纖維	ткань
纖維	ткани
纖維	волокна
海港	харбор
海港	гавань
海港	гавани
海港	харбор
海港	гавань
渴望	тоска
渴望	тяга
渴望	тоска
矩陣	матрицы
矩陣	матрицы
矩陣	матрицу
矩陣	матрица
攝影師	фотограф
攝影師	оператор
攝影師	фотографов
挑選	выбор
挑選	подбор
挑選	выделение
挑選	отбора
挑選	отбор
挑選	подборка
挑選	выберите
聖誕節	рождество
聖誕節	рождественский
聖誕節	рождественская
聖誕節	рождества
聖誕節	рождество
塔吉克	таджикистан
塔吉克	таджикистана
學歷	просвещение
學歷	образование
座標	координаты
急性	острая
急性	острой
急性	острое
急性	острый
扭	твист
扭	поворот
繩	веревка
繩	веревку
超音速	сверхзвуковой
特技	трюк
特技	акробатика
特技	трюки
睡眠	сон
睡眠	спать
睡眠	спи
建構	конструкций
建構	построить
採購	закупок
採購	закупка
採購	закупки
採購	покупка
採購	закупки
忘記	забыть
忘記	забудьте
忘記	забудь
懲罰	наказание
懲罰	санкции
懲罰	штрафы
懲罰	наказания
懲罰	наказание
離職	разделение
離職	разделительной
對比	сопоставление
對比	сравнение
對比	сравнения
對比	сравнения
對比	контраст
圍繞	вокруг
光線	light
光線	свет
光線	света
光線	светло
信用	кредитная
信用	кредит
信用	кредита
信用	баллы
信用	кредиты
信用	кредитов
重生	возрождение
裁撤	упразднение
裁撤	упразднение
裁撤	упразднить
詞典	словари
詞典	словарь
申請者	заявитель
申請者	заявителей
申請者	заявители
自由主義	либеральной
自由主義	либерализм
缺點	слабости
缺點	слабость
缺點	недостатки
缺點	недостатки
缺點	недостатки
缺點	недостаток
禮儀	этикет
禮儀	манеры
禮儀	церемониальный
內建	построенный
內建	построено
內建	построена
內建	построенные
內建	построен
內建	построили
土司	тост
農村	деревне
農村	сельское
農村	сельских
農村	сельские
農村	сельский
報復	месть
頂點	вершина
頂點	вершину
頂點	вершина
頂點	вершины
多功能	многофункциональных
多功能	многоцелевых
途徑	путей
途徑	пути
覺醒	пробуждение
覺醒	пробудить
例行	рутина
已婚	женился
已婚	женаты
已婚	замужем
已婚	женат
微分	дифференциации
傳教	миссионер
塑造	формирование
塑造	формировании
交替	чередование
手臂	рука
手臂	руку
雙手	руки
魔神	волшебство
魔神	волшебная
魔神	magic
魔神	магия
極度	чрезвычайно
極度	крайне
極度	крайней
極度	крайние
極度	крайняя
極度	крайний
交出	сдаться
交出	сдаваться
獲取	получить
獲取	получите
屠殺	резня
屠殺	бойня
屠殺	резня
屠殺	бойню
屠殺	бойня
大邱	тэгу
演習	учения
演習	упражнения
演習	упражнение
演習	упражнения
巴拿馬	панаме
巴拿馬	панама
攝氏	цельсия
匹配	матчи
匹配	совпадения
匹配	спички
匹配	сопоставления
匹配	сопоставление
匹配	подбор
匹配	матч
匹配	совпадение
損害	ущерб
損害	повреждение
損害	вред
損害	повреждения
力士	люкс
力士	лакс
出境	выход
出境	выезд
出境	выезд
出境	отъезда
出境	отъезд
出境	отход
郊區	пригороде
郊區	пригородных
郊區	пригороде
哈哈	лол
願望	желание
願望	желания
願望	желание
願望	пожелание
願望	желаем
願望	пожелания
願望	желания
阿拉伯人	арабов
阿拉伯人	арабы
貧窮	бедность
貧窮	бедности
貧窮	нищета
貧窮	нищету
光滑	гладко
光滑	лаконичный
君子	джентльмен
福井	фукуи
遲	опаздывает
遲	поздний
遲	поздно
遲	опоздал
詞語	слов
詞語	слова
生物學	биологические
生物學	биологическая
生物學	биологический
生物學	биологическое
生物學	биология
生物學	биологии
債務	долги
債務	долг
債務	долги
債務	задолженности
債務	задолженность
光芒	сияние
光芒	светятся
塾	сук
俄語	русская
俄語	русские
俄語	российская
俄語	русский
穿梭	шаттл
按鈕	кнопки
按鈕	кнопок
按鈕	пуговицы
按鈕	кнопку
按鈕	кнопка
陣線	передние
陣線	передняя
陣線	фронт
分化	разделить
氨基	амино
週日	воскресенье
週日	воскресение
跆拳道	тхэквондо
跆拳道	кикбоксинг
題目	тема
題目	теме
題目	темы
高知	кочи
忙	занято
忙	занят
忙	занята
忙	заняты
半導體	semiconductor
半導體	полупроводников
評分	рейтинг
評分	оценка
評分	оценили
評分	оценил
評分	оценила
評分	рейтинг
評分	рейтинги
評分	оценки
評分	ставка
評分	оцените
附件	вложение
附件	привязанность
泡沫	пузыри
泡沫	пены
泡沫	пена
泡沫	пузырь
狀元	учёный
狀元	ученый
動員	мобилизовать
動員	мобилизация
動員	мобилизация
動員	мобилизации
倉庫	склад
倉庫	хранилище
發電機	генераторов
發電機	генераторы
發電機	генератор
比喻	притча
比喻	метафора
比喻	аналогии
齋藤	сайто
埋葬	похороны
埋葬	захоронения
埋葬	захоронение
埋葬	похоронить
埋葬	похоронили
埋葬	похоронен
松鼠	белка
松鼠	белки
衫	рубашка
衫	рубашку
衫	футболка
塵	пыль
塵	пыли
相撞	столкновение
相撞	столкновения
相撞	сталкиваются
多多	тото
臨床	клинических
臨床	клинически
退伍	выписали
繞道	крюк
繞道	обойти
繞道	обход
住院	госпитализирован
住院	госпитализации
自願	добровольный
自願	добровольное
自願	добровольные
自願	добровольная
輸	потерянный
輸	потеряна
輸	потерял
輸	потерян
輸	проиграл
輸	проиграть
輸	потерять
林子	лесу
林子	вудс
林子	лес
方形	площадь
方形	квадрат
方形	квадратный
岡田	окада
強行	принудительная
強行	принудительное
猜想	гипотеза
愛國	отечественной
祝福	благословение
祝福	благословение
祝福	благословения
祝福	благословен
人類學	антропологической
陷阱	ловушку
陷阱	ловушка
陷阱	ловушки
倒數	отсчет
編纂	компиляции
編纂	подборка
編纂	компиляция
編纂	кодификации
遺傳	генетических
遺傳	генетические
遺傳	генетический
遺傳	генетики
遺傳	наследственное
雨水	дождевой
雨水	дожди
雨水	дождь
無數	бесчисленные
干預	вмешательство
干預	вмешательства
干預	помехи
干預	вмешаться
干預	вмешательство
干預	интервенции
干預	вмешательства
崩潰	авария
崩潰	аварии
崩潰	свернуть
崩潰	крах
手球	гандбол
車票	билеты
車票	билет
牛頓	ньютон
牛頓	ньютона
糖尿病	диабет
訂購	заказали
訂購	приказал
訂購	заказал
訂購	орден
訂購	заказ
訂購	заказать
訂購	приказ
訂購	порядок
鋁	алюминия
鋁	алюминия
謀殺	убийства
謀殺	убийство
師傅	мастер
師傅	хозяин
師傅	master
探測器	детектор
探測器	зонд
探測器	детекторы
探測器	зонды
可靠性	достоверность
可靠性	надежности
可靠性	надежность
托馬斯	томас
托馬斯	тома
托馬斯	томаса
壟斷	монополии
壟斷	монополий
壟斷	монополизации
壟斷	монополии
變數	переменная
變數	переменные
變數	переменной
變數	переменных
變數	переменные
雙胞胎	близнец
雙胞胎	близнецы
聰明	умная
聰明	смарт
聰明	умный
聰明	smart
聰明	умные
語文	языки
語文	языках
語文	язык
法西斯	фашистской
大主教	архиепископ
量化	количественные
量化	количественных
量化	количественно
鯉魚	карп
有時候	иногда
有時候	порой
曼哈頓	манхэттен
植被	растительности
植被	растительность
老大	босс
解答	ответы
同居	сосуществование
大象	слонов
大象	слона
大象	слон
遊樂場	площадка
閻	янь
回覆	ответ
回覆	ответить
回覆	ответы
衰變	разложение
衰變	распад
衰變	распада
感應	атмосфера
感應	вводных
塑膠	пластмасс
塑膠	пластик
塑膠	пластик
塑膠	пластиковый
塑膠	пластиковые
塑膠	пластика
排斥	исключение
排斥	отчуждение
連鎖	цепочку
連鎖	цепочка
連鎖	цепь
企鵝	пингвины
企鵝	пингвин
沙灘	пляж
沙灘	пляже
沙灘	beach
沙灘	бич
沙灘	пляжи
沙灘	пляжей
賓夕法尼亞	пенсильвании
賓夕法尼亞	пенсильвания
騎師	жокей
高棉	кхмерский
懸	висит
頒布	обнародован
浪潮	прилив
浪潮	волна
浪潮	волны
盈利	прибыль
盈利	прибыли
盈利	выгодно
盈利	выгодные
盈利	доходность
過渡	переход
過渡	переходы
傳教士	миссионеры
傳教士	миссионер
表揚	хвала
每個人	всем
每個人	всем
每個人	всех
每個人	все
每個人	каждый
目睹	свидетелями
濕	мокрый
濕	мокрая
濕	мокрые
獲准	разрешена
獲准	разрешены
獲准	допускается
獲准	разрешено
摩西	моисей
摩西	мозес
降級	понижение
降級	понизить
降級	понижение
降級	понижения
降級	понизили
網際網路	интернет
網際網路	internet
遠藤	эндо
戶外	открытый
文憑	дипломы
文憑	диплом
文憑	аттестат
文憑	дипломы
氨基酸	амино
脊椎	позвоночника
脊椎	позвоночник
空缺	вакансия
空缺	вакансии
空缺	вакансии
空缺	вакансий
空缺	вакантные
阻擋	блокировка
阻擋	блокирование
阻擋	блокирует
巡邏	патрулирование
巡邏	патрулирование
巡邏	патрули
巡邏	патруль
巡邏	патрулирование
巡邏	патрульные
睡	сон
睡	спать
睡	спи
睡	спит
睡	спать
睡	спят
溴	брома
扭力	момент
蛋糕	торт
蛋糕	пирог
蛋糕	торты
蛋糕	пирожки
蛋糕	пирожные
流出	отток
沙巴	сабах
對待	угощение
對待	лечить
崇德	вирджил
過期	истекает
過期	истек
過期	истекает
庇護	убежище
庇護	убежища
恐慌	паники
恐慌	паника
恐慌	панику
前輩	старшая
前輩	старший
海嘯	цунами
海嘯	цунами
旋風	озона
旋風	циклона
旋風	вихрь
殘疾	отключена
殘疾	отключен
殘疾	инвалид
殘疾	инвалидность
殘疾	инвалидности
聖地牙哥	сантьяго
推定	презумпция
推定	презумпцию
推定	презумпции
推定	презумпции
處決	казни
處決	исполнение
處決	казнь
處決	казни
自傳	автобиография
自傳	биография
自傳	биографию
自傳	биографии
哇	вау
哇	ого
病患	пациенты
病患	пациентов
病患	пациентка
病患	пациент
病患	пациента
碳酸	карбонат
漁業	рыболовство
漁業	рыболовства
漁業	рыболовство
漁業	рыболовства
漁業	рыбалка
硼	бора
硼	бор
命中	hits
命中	ударил
命中	хит
大野	оно
杜鵑	рододендрон
杜鵑	кукушка
大理石	мрамор
撥款	распределение
撥款	ассигнования
炭	уголь
炭	углерода
炭	углерод
特效	эффект
特效	последствия
特效	эффекты
疑問	сомнения
疑問	сомнение
疑問	сомневаться
疑問	сомнений
步驟	шаг
步驟	этапы
步驟	ступеньки
步驟	шаги
大洲	континентах
大洲	континентов
大洲	континенте
大洲	континент
縮小	узких
縮小	узкие
縮小	узкий
縮小	сузить
縮小	уменьшить
縮小	психиатр
衡量	измерение
衡量	измерения
衡量	измерение
衡量	измерения
衡量	измерить
衡量	мера
衡量	меру
內陸	внутреннего
高興	счастливый
高興	счастливая
高興	счастливые
高興	счастлива
高興	счастлив
電路	цепи
電路	схемы
電路	цепь
墓園	кладбище
間隔	интервалы
間隔	интервал
間隔	промежуток
間隔	интервал
間隔	интервалы
海岸線	береговая
海岸線	побережье
海岸線	берег
海岸線	береговая
擢	миу
詩歌	стихи
詩歌	стихи
詩歌	поэзия
善良	добрая
善良	доброты
善良	доброта
善良	доброту
流失	отток
流失	дренаж
氧化物	оксидов
氧化物	оксид
正方形	площадь
正方形	квадрат
正方形	квадратный
保守派	консерваторы
保守派	консервативные
判刑	приговор
判刑	приговора
判刑	приговорен
判刑	приговорил
判刑	приговоры
判刑	приговор
判刑	предложение
剪輯	монтаж
剪輯	редактирование
剪輯	редактирования
剪輯	зажим
剪輯	ролик
剪輯	клип
灶	плита
灶	печь
灶	очаг
複數	множественное
英勇	храбрость
氯化	хлорид
印度教	индуизм
印度教	индуистских
外貌	появление
外貌	внешность
短缺	дефицит
短缺	нехватка
音節	слог
音節	слогов
傻	глупая
傻	дурак
傻	дура
傻	глупый
傻	глупо
傻	глупая
傻	глупо
傻	дурачок
傻	глупый
跳躍	прыгать
跳躍	прыжок
跳躍	прыгнуть
跳躍	скачок
跳躍	прыжок
跳躍	прыжок
跳躍	прыжки
跳躍	прыгать
測驗	испытания
測驗	проверка
測驗	тест
測驗	испытание
測驗	тесты
測驗	испытания
測驗	испытания
測驗	проверка
測驗	испытание
測驗	тестирование
測驗	тест
伯德	птичка
伯德	бёрд
伯德	птицы
伯德	птица
峽谷	каньоны
峽谷	ущелье
峽谷	каньон
傳聞	слух
傳聞	слухи
飼養	разведения
氣壓	давление
戰區	театр
液體	жидкостей
液體	жидкости
液體	жидкость
液體	жидкость
液體	жидкий
液體	жидкости
回顧	ссылаясь
回顧	напоминая
住宿	проживание
住宿	размещение
信念	вере
信念	веру
信念	вера
信念	убеждение
信念	осуждение
信念	убежденность
槍擊	съёмки
槍擊	съемка
槍擊	стрельба
荷馬	гомер
落地	посадка
落地	посадку
落地	посадки
墓碑	надгробие
墓碑	надгробии
國歌	гимн
彈頭	боеголовки
彈頭	пуля
彈頭	пулю
彈頭	боеголовок
彈頭	боеголовки
內心	внутри
內心	изнутри
內心	внутрь
內心	внутренней
內心	внутренняя
內心	внутренний
內心	внутреннее
新鮮	свежее
新鮮	свежий
新鮮	свежая
新鮮	свежие
沼澤	болота
沼澤	болото
沼澤	марш
沼澤	болото
直立	ханифа
圍攻	осада
圍攻	осады
表情	выражение
幻影	призрак
幻影	мираж
氟化	фторид
遙遠	отдаленных
遙遠	дальний
各式	ассортимент
塑像	статуи
塑像	статуя
牛肉	говядина
樓梯	ступеньки
樓梯	лестнице
樓梯	лестница
樓梯	лестницы
樓梯	лестнице
樓梯	лестница
狩獵	охота
狩獵	хант
狩獵	охота
狩獵	охоты
專科	специальности
專科	специальностей
穩	устойчивый
穩	стабильный
等候	ожидание
等候	ждём
等候	жду
等候	ждем
等候	ждать
下屬	подчиненных
末日	doomsday
動機	мотив
動機	мотивации
動機	мотивация
動機	мотивы
動機	мотивы
軌跡	трек
軌跡	дорожка
軌跡	трека
軌跡	траектории
軌跡	след
軌跡	локус
風景	пейзажи
風景	ландшафт
風景	ландшафта
風景	пейзаж
滴	капля
滴	кап
滴	капли
滴	капель
昏迷	кому
微型	миниатюра
微型	микро
海豹	печать
樓上	наверх
樓上	наверху
大廳	зал
大廳	hall
大廳	холл
大廳	лобби
大廳	фойе
神廟	храм
界限	границы
斯德哥爾摩	стокгольм
斯德哥爾摩	стокгольмской
日誌	дневник
日誌	журнал
日誌	journal
日誌	журнал
喊	кричать
基準	ориентиром
基準	ориентиры
花瓣	лепесток
花瓣	лепестки
蜥蜴	ящериц
蜥蜴	ящерица
袍	мантии
總和	сумма
著作權	авторство
著作權	copyright
熱心	энтузиазм
熱心	энтузиазм
熱心	энтузиазмом
安倍	эйб
安倍	абэ
放射	радиологии
放射	радиоактивности
放射	радиации
放射	излучение
放射	радиация
放射	радиоактивный
放射	радиоактивных
放射	радиоактивные
開支	расходы
平板	таблетки
平板	скрижали
平板	планшет
摩擦	руб
摩擦	тереть
摩擦	трения
敵方	враг
敵方	враги
理工學院	политехнический
繁榮	благосостояние
繁榮	процветания
繁榮	процветание
繁榮	бум
輪胎	шины
輪胎	шины
輪胎	шин
輪胎	шины
輪胎	шина
輪胎	шина
延期	расширения
延期	продления
延期	продление
延期	расширение
肺炎	пневмония
親屬	родственники
親屬	родственников
衍生物	производных
擴散	распространения
醬	соус
珠寶	драгоценности
珠寶	украшения
珠寶	украшение
珠寶	драгоценности
珠寶	украшения
斧	топор
尼加拉瓜	никарагуа
非凡	чрезвычайные
非凡	чрезвычайных
非凡	чрезвычайный
焊接	уэлд
焊接	сварных
焊接	сварка
國防軍	исо
獎學金	стипендий
獎學金	стипендии
獎學金	стипендия
獎學金	стипендию
獎學金	стипендии
偵查	разведка
偵查	разведывательный
視訊	video
視訊	видео
阻礙	препятствие
侄子	племянник
侄子	племянника
墳	могила
墳	серьезную
資本主義	капиталистической
資本主義	капитализм
辛苦	жестко
辛苦	трудно
辛苦	жёсткий
辛苦	сложно
辛苦	тяжело
有毒	токсичных
有毒	токсичные
有毒	ядовитые
排水	дренаж
排水	дренажа
奇異	экзотических
雉	фазан
慢性	хроническая
慢性	хронические
慢性	хронической
馬達	двигатели
馬達	motors
馬達	мотор
光榮	славный
光榮	славу
光榮	слава
胡椒	перец
胡椒	пеппер
自信	уверен
自信	уверенность
自信	уверенно
自信	уверены
自信	уверенность
自信	доверие
邊疆	граница
邊疆	рубеж
殖民者	колонистов
染色體	хромосомы
染色體	хромосома
枕	подушка
枕	подушку
寺廟	храм
寺廟	храмы
相交	пересечения
相交	пересечение
鈾	уран
伴侶	партнер
伴侶	напарник
伴侶	партнёр
伴侶	товарищ
電荷	обвинение
電荷	заряд
廚房	кухне
廚房	кухня
廚房	кухни
溫柔	нежный
溫柔	нежная
溫柔	нежные
溫柔	нежная
溫柔	нежный
溫柔	нежно
紳士	джентльмен
潮汐	прилив
潮汐	приливов
潮汐	приливов
事變	инцидента
事變	инцидент
事變	происшествие
抒情	лирическое
愛麗絲	элис
愛麗絲	алиса
申訴	жалобы
申訴	жалоба
蔓延	разрастание
蔓延	распространяется
燈塔	маяк
燈塔	маяк
加勒比	карибского
陡	крутых
無名	безымянный
血腥	кровавые
血腥	кровавый
血腥	кровавая
粉碎	разбить
醜聞	скандал
插圖	иллюстрации
骨頭	костей
骨頭	кости
骨頭	кость
經理人	manager
經理人	менеджер
經理人	управляющий
堡壘	бастион
堡壘	крепость
堡壘	форт
堡壘	крепость
工資	оклады
工資	оклад
工資	окладов
工資	зарплата
工資	зарплата
工資	заработная
工資	зарплата
工資	оклады
工資	окладов
憲兵	жандармерии
憲兵	жандармов
犀牛	носорог
犀牛	носорогов
犀牛	носорог
思想家	мыслитель
思想家	мыслителей
乘車	ездить
乘車	поездка
寂寞	одиночество
寂寞	одинокая
寂寞	одиночество
寂寞	одиноко
寂寞	одинокий
寂寞	одинок
叢	bundle
花卉	цветочные
花卉	цветы
花卉	цветочки
庭院	двор
庭院	дворе
庭院	двор
庭院	дворе
樞紐	узлы
仙女	феи
仙女	фея
蘇維埃	советская
蘇維埃	советского
蘇維埃	советский
蘇維埃	советские
煙花	фейерверк
煙花	фейерверки
煙花	салют
煙花	фейерверк
