年	godina
請求	zahtjeva
請求	zahtjev
殖民地	kolonije
殖民地	kolonija
殖民地	kolonija
原子	atoma
原子	atomi
原子	atomskih
原子	atomski
原子	atomska
原子	atom
菲律賓	filipini
觀眾	publika
觀眾	publika
觀眾	gledaoci
進攻	napad
珊	sunce
貓	mačke
貓	cats
貓	mačaka
貓	mačka
吸引	atrakcija
吸引	privlačnost
吸引	atrakciju
吸引	privukla
吸引	privuklo
吸引	privlače
吸引	privlačenje
吸引	privući
吸引	privlači
吸引	privlačenje
測試	test
測試	testovi
測試	testiranje
專業	profesionalne
專業	profesionalna
專業	profesionalni
專業	professional
專業	profesiji
專業	struke
專業	profesije
專業	specijalitet
旅遊	turneja
旅遊	tour
旅遊	putovanje
旅遊	turizam
旅遊	turistička
旅遊	turističkih
旅遊	putujući
石油	ulje
石油	nafta
浪	talasi
浪	talas
需求	treba
需求	treba
需求	potražnja
內部	enterijera
內部	unutrašnjost
內部	unutar
內部	unutrašnje
內部	unutrašnja
內部	unutrašnji
內部	interno
失	izgubljeni
失	izgubila
失	izgubljena
失	izgubili
失	izgubio
方言	dijalekt
方言	dialects
日文	japanski
特里	terry
犯罪	zločini
犯罪	zločine
犯罪	kriminal
君主	monarh
君主	monarhija
君主	suverena
公爵	vojvoda
降低	smanjenja
降低	smanjenje
私人	privatno
私人	privatne
私人	privatni
私人	privatna
軟體	softver
每日	svakodnevne
每日	dnevnik
每日	svakodnevni
每日	dnevni
拒絕	pad
拒絕	uskraćivanja
拒絕	odbacivanje
拒絕	odbijanje
原始	sirovog
原始	primitivno
原始	originalni
原始	originalna
原始	prvobitni
原始	originalne
原始	original
潭	tam
警告	upozorenje
警告	upozoravajući
警告	upozorenja
警告	upozorenja
俱樂部	kluba
俱樂部	klubovi
俱樂部	klubova
敗	poraz
敗	poraza
貿易	trgovanje
貿易	trgovina
減少	pad
減少	smanji
減少	smanjenju
減少	smanjenje
減少	smanjenja
減少	smanjenje
減少	smanjenjem
減少	smanjenje
知名度	vidljivost
身體	tijela
身體	tijelo
身體	tijelu
身體	telo
硬	hard
硬	teško
碼頭	wharf
碼頭	pier
女主角	heroine
女主角	glumica
恐怖	teror
恐怖	horor
柴油	dizel
肖	shaw
肖	sho
園	bašti
園	bašte
園	bašta
園	džennet
生於	born
生於	rođen
生於	rođena
生於	rođeni
風格	stilova
風格	stil
風格	style
這裡	tu
這裡	ovde
這裡	ovdje
長度	dužina
勝利	pobjeda
勝利	pobijedi
勝利	osvoji
勝利	pobjeda
勝利	trijumf
女王	queen
女王	kraljica
蒙特	mont
天皇	imperator
邀請	pozvati
邀請	pozivamo
邀請	pozivaju
邀請	pozvana
邀請	pozvani
邀請	pozvan
邀請	pozvali
邀請	pozvala
邀請	pozive
邀請	poziv
邀請	poziva
傳說	legenda
傳說	legende
變化	promjene
舞台	arena
舞台	faza
舞台	bina
實際	stvarni
實際	stvarne
食物	hrana
延伸	trase
延伸	produže
延伸	produžiti
延伸	produženje
廠	biljke
廠	fabrika
意外	nesreća
羽	perje
前鋒	napadač
收費	optužbe
收費	optužbi
收費	optužba
收費	naboj
收費	takse
收費	naknadu
收費	optuživši
收費	optužujući
收費	naknada
收費	naknade
巷	lane
巷	aleja
翔	sho
圖書館	biblioteka
突破	proboj
突破	iskorak
突破	breaking
人生	život
通用	generičkih
通用	zajednički
通用	zajedničkim
通用	zajedničku
修正	amandmanu
修正	amandmani
修正	amandmane
天文	astronomski
天文	astronomska
天文	astronomske
天文	astronomija
原創	originalni
原創	originalna
原創	prvobitni
原創	originalne
原創	original
地鐵	metro
地鐵	metro
先後	uzastopne
瓜	melon
瓜	dinje
司法	pravda
司法	pravde
花園	bašti
花園	bašte
花園	bašta
花園	džennet
花園	bašče
花園	bašti
玄	xuan
實驗	eksperimenti
實驗	eksperiment
實驗	eksperimentu
實驗	eksperimentalni
實驗	eksperimentalna
實驗	eksperimentalnoj
課程	kurs
課程	nastavnim
課程	kursevi
估計	procjenjuje
估計	procjenama
估計	procjene
估計	procjenjivanje
估計	procjena
箱	kutija
規劃	planiranja
規劃	planiranje
伏	volt
配置	konfiguracija
配置	podešavanja
配置	podesi
後衛	defender
後衛	branilac
國內	domaćim
國內	domaće
國內	domaćem
國內	domaća
國內	domaći
個月	mjesec
現場	scena
尤其是	posebno
尤其是	naročito
津	tsu
十字	krst
信仰	vjera
信仰	vjerovanje
信仰	vjerovanja
信仰	uvjerenja
信仰	vjerovanja
反應	reaguje
反應	reakcija
反應	reakcije
賞	nagrada
卒	pješak
文明	civilizacija
安徽	anhui
價值	vrijednosti
價值	vrijednost
本地	lokalno
本地	lokalnom
本地	lokalni
案件	slučaj
銷售	prodaje
銷售	prodaja
銷售	prodaju
銷售	prodaja
旅行	putovanje
旅行	putovanja
旅行	putovanju
旅行	putujući
旅行	trip
旅行	putovanje
小姐	mis
小姐	miss
考慮	smatraju
靖	jing
波斯	perzijski
退休	penzionisanja
退休	penzionisanje
退休	penzionisan
退休	penzionisani
路易	louis
冬季	zima
步槍	pušaka
步槍	puška
捷運	mrt
捷運	metro
棋	šah
久	dugi
久	dug
久	dugu
久	long
久	dugo
機器	mašina
機器	mašine
通道	kanal
通道	kanalu
通道	channel
通道	prolaz
墨	ink
疾病	bolest
疾病	oboljenja
疾病	bolest
疾病	bolesti
疾病	oboljenja
含有	sadrži
逮捕	hapšenje
逮捕	hapšenja
英里	miles
英里	milja
英里	km
心理	psihološki
心理	psihologija
心理	mentalne
心理	mentalno
心理	duševna
氣旋	ciklon
生成	generiše
生成	generiše
生成	generisati
生成	generišu
每個	svaki
每個	svaki
每個	svaka
失敗	propao
失敗	propali
失敗	neuspjeh
嘴	usta
捷克	češki
數位	digitalnu
數位	digitalna
數位	digitalne
數位	digitalni
數位	digitalnoj
馬來西亞	malezija
協議	sporazum
投降	predaju
投降	>>
投降	predaja
蕾	ree
郎	lang
四月	april
蛋白	proteina
蛋白	proteine
蛋白	proteinima
蛋白	proteini
條件	uslovnu
條件	uslovne
條件	uslovna
條件	uslovno
條件	uslovi
條件	uslovom
條件	uslov
條件	stanje
蘇格蘭	škotska
印尼	indonezijski
下降	pad
下降	kap
下降	pad
名單	spisak
名單	lista
名單	liste
隊長	kapiten
隊長	kapetan
霸	bak
戲劇	drama
戲劇	theater
戲劇	pozorište
戲劇	pozorište
創建	stvaraju
創建	napravi
創建	stvoriti
創建	kreiranje
創建	stvaranje
創建	kreiranje
創建	stvaranje
牙	zube
牙	zuba
牙	zubi
牙	zubima
牙	zub
吃	jede
吃	jedi
吃	eat
吃	jede
吃	jedu
首席	načelnik
首席	glavni
首席	šef
可靠	pouzdani
可靠	pouzdanih
可靠	pouzdano
強烈	jaka
強烈	jaki
芝加哥	chicago
運作	funkcionisanje
女人	žena
華人	kineski
繼承	naslijeđe
繼承	naslijediti
淡水	freshwater
資源	resurs
資源	resursi
資源	resurse
平面	ravan
平面	ravne
平面	avion
重量	tegove
重量	težina
依然	ipak
化學	hemijska
化學	hemikalija
化學	hemijsko
化學	hemijski
化學	hemija
乾	suha
乾	suho
蔣	chiang
房屋	kuća
共識	konsenzus
基金會	foundation
基金會	fondacija
基金會	temelj
基金會	temeljima
基金會	temelja
基金會	temelji
基金會	temelje
老師	nastavnik
老師	učitelj
經紀	broker
五十	pedeset
堅	caine
刻	carving
合約	ugovore
合約	ugovorima
合約	ugovori
合約	ugovor
平原	ravnica
證明	dokaz
佔領	zauzimaju
佔領	okupacije
佔領	okupacija
領導	vodeći
領導	vodstvo
領導	vođstvo
蓮	lotus
幸福	sreća
幸福	sretan
幸福	sretna
幸福	happy
靜	jing
弟弟	brat
引入	uvodi
引入	uvođenju
引入	predstavljamo
引入	uvođenje
引入	uvesti
貝爾	bell
城堡	dvorac
奧運	olimpijski
奧運	olimpijada
歡迎	dobrodošli
泰國	tajland
影像	slike
影像	imidžu
影像	imidž
影像	slika
凌	ram
壽	shou
吻	ljubi
吻	poljubac
吻	kiss
火山	vulkan
火山	vulkanske
火山	vulkanskog
火山	vulkanska
火山	vulkanskih
火山	vulkana
火山	vulkani
廟	hram
阿拉伯	arabija
阿拉伯	arabiju
阿拉伯	arab
阿拉伯	arapsko
阿拉伯	arapskih
阿拉伯	arapska
腳	stopala
腳	stopa
腳	foot
產業	industrija
產業	industrija
產業	naselju
產業	imanju
產業	posjed
生存	opstanak
生存	preživljavanje
棒	velikih
裝置	uređaj
裝置	uređaji
裝置	ustanovama
裝置	uređajima
裝置	uređaji
現象	fenomen
現象	fenomene
現象	fenomen
基於	based
基於	bazirana
基於	osnovu
女孩	djevojka
女孩	devojka
女孩	girl
女孩	djevojke
女孩	girls
年輕	mladi
年輕	mlada
年輕	young
年輕	mladić
藤	vine
早上	jutro
商品	proizvod
商品	produkt
商品	dobara
商品	robu
商品	roba
商品	proizvodi
受傷	povrijeđeno
評論	komentara
評論	komentar
評論	komentari
評論	komentarima
主張	zagovornik
狀況	status
狀況	uslovom
狀況	uslov
狀況	stanje
小組	ploča
小組	panel
承認	priznanja
承認	priznavanje
承認	priznanje
年齡	uzrast
年齡	godište
年齡	doba
年齡	age
年齡	starost
年齡	vijek
年齡	godišta
廣泛	raširena
廣泛	rasprostranjene
廣泛	obimna
嶺	greben
更改	promjene
更改	promjena
更改	izmjena
更改	promjene
更改	promjeni
更改	promene
更改	promena
序	uvod
序	prolog
曉	hiu
泥	blato
泥	glina
葵	kwai
研究生	postdiplomske
研究生	diplomirani
提及	spominje
提及	spomen
提及	spomenuti
訪問	posjetu
訪問	posjeta
訪問	posjeta
儘管	iako
拳	pesnica
利益	interesa
利益	interese
利益	interesi
利益	interesima
霞	xije
霞	kasumi
伊拉克	irak
奧林匹克	olimpijski
最低	najniža
最低	najniži
衛星	sateliti
衛星	satelita
衛星	sateliti
純	čisti
純	čisto
純	čista
海上	moru
海上	more
正面	pozitivna
正面	pozitivan
正面	pozitivne
正面	pozitivni
愛情	ljubav
島嶼	ostrvo
島嶼	ostrva
粗	gruba
生日	rođendan
邨	naselju
邨	imanju
邨	posjed
放送	emitiranje
理想	ideale
理想	idealan
理想	idealni
桃	breskva
忽略	ignore
農業	poljoprivredni
農業	poljoprivreda
農業	poljoprivreda
活	live
舞蹈	ples
舞蹈	plesu
舞蹈	ples
民主黨	demokrata
民主黨	demokrati
誠	makoto
丸	maru
丸	tableta
衝突	sukobi
衝突	sukobi
衝突	sukob
衝突	sukob
衝突	konflikt
湖泊	jezero
湖泊	jezera
確認	potvrdila
確認	potvrdio
確認	potvrđeno
確認	potvrda
確認	potvrdi
簡	jane
調整	podešavanje
調整	prilagoditi
崖	bluff
犬	psa
犬	pas
犬	dog
犬	ker
犬	psi
犬	pasa
犬	pse
編劇	scenarij
編劇	pisac
編劇	scenariste
版權	autorska
版權	copyright
勳	hoon
冷	hladno
粒子	čestice
粒子	čestice
粒子	čestica
婚姻	brak
婚姻	brakova
最新	najnovije
最新	najnoviji
最新	najnovija
最新	najnovije
成本	trošak
成本	košta
成本	troškovi
祿	loc
接收	primaju
接收	prima
接收	primanje
接收	prijem
數字	cifre
數字	broj
數字	brojevi
常見	zajednički
常見	zajedničkim
常見	zajedničku
愛爾蘭	irski
愛爾蘭	irska
第九	deveti
冰川	glečeri
通知	primijetiti
通知	obavještenje
鼓	bubanj
鼓	drums
裝甲	oklop
裝甲	oklop
裝甲	oklopnih
裝甲	oklopno
惡	zlo
拉丁	latinski
邵	shao
邵	shaw
邵	sho
政治家	političari
政治家	političar
上升	rast
上升	uspon
上升	usponu
上升	rastuće
丈夫	muž
布朗	brown
重要性	važnost
重要性	važnosti
重要性	značaj
黃金	zlatna
黃金	zlato
醫學	medicina
醫學	medicinska
醫學	medicinski
醫學	medical
到達	dolazak
到達	stigao
到達	stigli
到達	stigla
山口	yamaguchi
紅色	crvena
商人	trgovački
商人	biznismen
商人	trgovci
商人	biznismeni
成就	dostignuća
成就	postignuća
成就	postignuća
成就	postignuće
成就	dostignuće
十月	oktobar
十月	oct
金屬	metal
金屬	metale
金屬	metali
金屬	metalna
金屬	metalnih
金屬	metalni
改編	prilagođena
收購	preuzimanja
安裝	instalacija
安裝	instalaciju
安裝	instalira
安裝	instalirane
安裝	instalacija
大街	avenue
糖	candy
糖	šećer
動作	akcija
動作	poteza
匯	potonulo
半島	poluostrvo
分裂	podijeljeni
分裂	podijeljene
分裂	podijeljen
分裂	podijeljeno
分裂	razdvajanje
分裂	splitsko
分裂	split
分裂	splitska
分裂	podjele
分裂	podijeli
代替	zamijeniti
代替	zamijenit
代替	zamjenu
隊伍	timovi
隊伍	ekipe
隊伍	tim
隊伍	ekipa
收藏	zbirka
收藏	kolekcija
收藏	collection
收藏	kolekcije
收藏	zbirke
措施	mjerama
措施	mjere
措施	mere
能源	energija
大多	većina
大多	većinom
大多	uglavnom
暴力	nasilno
暴力	nasilje
人們	narod
觀測	posmatra
觀測	posmatranje
面對	suočava
實際上	zapravo
暗	tamne
暗	dark
暗	mraku
暗	tamna
暗	mračna
划	redom
壁	zid
知識	znanje
粉	ružičasta
粉	prah
粉	praha
預計	očekivao
預計	očekivali
預計	očekivano
顏色	boja
顏色	boji
顏色	boje
顏色	boje
顏色	boju
顏色	boja
顏色	boje
補	dodatak
譚	tam
譚	tan
控股	holdings
控股	drže
控股	holding
團隊	timovi
團隊	ekipe
團隊	tim
團隊	ekipa
碳	ugljik
分支	grana
分支	ogranak
分支	grana
拆除	rušenje
拆除	rušenja
女神	božica
律師	advokati
律師	advokata
律師	advokat
年份	godina
年份	godina
免費	free
物質	supstanca
物質	materija
物質	supstance
物質	supstanci
物質	supstance
大致	približnu
自我	ego
家人	porodica
家人	porodično
任期	mandat
任期	izraz
任期	termin
永久	trajni
永久	trajnim
永久	stalna
永久	stalne
永久	trajno
分配	dodjela
分配	distribuciji
分配	distribucija
分配	distribuciju
幻想	fantastika
幻想	iluzija
幻想	iluziju
幻想	iluzije
購買	nabavku
購買	kupovina
購買	kupi
購買	kupiti
購買	kupovne
購買	kupljene
購買	kupljeno
購買	kupljeni
購買	kupila
購買	kupili
購買	kupovinom
經驗	iskustava
經驗	iskustva
經驗	iskustva
經驗	iskustvo
航空公司	aviokompanija
航空公司	avio
航空公司	airlines
航空公司	aviokompanija
航空公司	avio
物種	vrsta
火星	marsovci
火星	mars
治療	terapeutske
治療	terapija
治療	liječenje
治療	lečenje
治療	tretman
治療	tretmanu
戀	koi
在一起	zajedno
波特	potter
國民黨	kuomintang
國民黨	kmt
玻璃	staklo
學術	akademik
學術	akademska
學術	akademske
學術	academia
三角	triangulacija
三角	trougao
結合	združeni
結合	kombinovane
結合	kombinaciji
結合	kombinovao
港口	luka
港口	port
穩定	stabilnost
穩定	stabilizacije
穩定	stalan
穩定	postojan
穩定	stabilno
穩定	stabilna
穩定	stabilan
氣	plin
法官	kadiluk
法官	sudaca
法官	sudije
法官	suci
古典	klasični
古典	klasični
古典	classic
古典	klasik
喬治	george
市區	centru
共和	republikanske
共和	republikanska
共和	republika
作曲家	kompozitora
作曲家	kompozitori
作曲家	tekstopisac
作曲家	kompozitor
教宗	papa
角度	ugao
角度	uglovi
角度	uglova
地址	adrese
地址	obraća
地址	adresa
身分	identitet
身分	identiteta
碼	kod
碼	dvorišta
顏	yan
慕尼黑	münchen
感染	infekcije
感染	inficirani
感染	infekcija
薄	tanke
保障	garantuje
保障	garancija
安娜	ana
安娜	anna
原則	principi
原則	doktrina
原則	princip
收集	prikupljanja
收集	zbirka
收集	kolekcija
收集	collection
收集	prikupljanje
簡單	jednostavna
簡單	jednostavne
簡單	jednostavan
簡單	jednostavni
簡單	jednostavnih
簡單	jednostavno
簡單	lak
簡單	lako
簡單	lahko
簡單	polahko
男人	muškarci
男人	muškarac
規則	pravila
潔	jie
化合物	jedinjenja
化合物	jedinjenje
八月	august
八月	aug
法庭	tribunal
法庭	tribunala
法庭	sud
法庭	sudovima
法庭	sudovi
貴	gui
貴	skup
榮譽	počasti
榮譽	časti
榮譽	čast
榮譽	počast
榮譽	čast
聞	miris
四個	četiri
出售	sell
出售	prodati
出售	prodaje
出售	proda
出售	prodaju
出售	prodaja
民間	folk
想要	žele
共產黨	komunisti
共產黨	komunista
防止	sprječavaju
防止	sprečavanje
防止	spriječiti
防止	spriječi
防止	spriječili
淳	jun
妹妹	sestra
三月	mart
表達	izraza
表達	izraz
無線	bežični
無線	bežično
芒	mans
吸收	apsorpcije
吸收	apsorbirala
吸收	apsorbuju
奧地利	austrija
誰	ko
誰	koji
成人	odraslih
成人	odrasle
整合	integrisani
整合	integralne
整合	integrirana
整合	integralno
整合	integralni
整合	integracija
整合	konsolidacije
跑	run
威爾	will
威爾	će
威爾	ce
供應	zalihe
供應	zaliha
供應	opskrbljuje
供應	namirnica
供應	snabdijevanje
泛	pan
岸	obalu
岸	shore
岸	obala
祖父	djed
祖父	dedo
哥哥	brat
終於	konačno
龜	kornjača
結	čvor
二月	februar
二月	feb
醫生	doktor
教師	nastavnik
教師	učitelj
教師	nastavnike
教師	nastavnika
教師	nastavnici
教師	profesori
不滿	nezadovoljstvo
不滿	nezadovoljstvo
涉嫌	sumnja
涉嫌	osumnjičen
總理	premier
總理	premijer
伯爵	računaju
伯爵	grof
伯爵	broji
親王	princ
親王	prince
特徵	karakteristike
特徵	specifičnosti
特徵	igranih
特徵	igrane
特徵	karakterističnim
航天	spaceflight
進一步	dalje
進一步	daljnje
穿	nosio
穿	nose
傷	povrijeđeno
政黨	stranka
政黨	partija
相對	relativna
相對	relativno
入口	ulaz
一半	polovina
一半	polovinu
一半	pola
七月	jula
七月	juli
同上	ditto
路口	raskrsnica
危機	kriza
指示	nastavu
指示	nastava
指示	uputstvu
指示	uputstva
指示	upute
指示	instrukcije
東南	jugoistočna
東南	jugoistočna
揚	jan
軍團	legija
軍團	legiji
軍團	legije
軍團	legija
憲法	ustav
天然	prirodno
打破	brejk
打破	breaking
駕駛	vozač
駕駛	vozača
駕駛	drive
駕駛	vozi
駕駛	vozeći
駕駛	vožnje
恐龍	dinosaurusi
恐龍	dinosaurusa
特性	karakterističnim
特性	specifičnosti
氧化	oksidacije
氧化	oksidi
腹	abdomen
移除	uklanjanju
移除	ukloni
笑	smile
笑	osmijeh
總督	guverner
通訊	komunikacija
通訊	bilten
通訊	komunikacija
商店	radnja
商店	shop
商店	prodavnice
商店	radnja
商店	prodavnica
商店	store
延長	produženje
延長	produže
延長	produžiti
裝備	oprema
裝備	opremu
司馬	sima
顧問	konsultant
顧問	konsultanta
顧問	savjetnik
顧問	konsultanti
焦	jiao
醫療	medicinska
醫療	medicinski
醫療	medical
古老	drevni
古老	drevno
古老	drevna
古老	drevne
細胞	ćelija
細胞	ćelije
患者	pacijenti
患者	pacijentima
患者	pacijenata
患者	pacijente
患者	pacijent
劇情	drama
劇情	zavjera
站台	platforma
站台	platformi
站台	platformu
站台	platforme
斌	bin
依據	osnova
依據	osnovu
抗議	protest
急	hitna
男主角	glumac
典型	tipično
典型	tipičan
中間	srednji
文獻	književnost
理查	ričard
理查	richard
蜥	gušter
多數	većina
多數	većina
暫停	obustavi
暫停	obustave
原型	prototip
百萬	milion
百萬	milioni
百萬	milione
聲音	zvuk
聲音	glas
測量	mjerenje
測量	mjerenje
測量	merenje
測量	mjerenja
測量	mjera
測量	mjeri
買	kupi
買	kupiti
買	kupovinom
近代	moderna
近代	savremena
近代	savremen
噸	tona
噸	tona
噸	tone
噸	tona
噸	ton
噸	tona
噸	tone
論文	esej
論文	disertaciju
論文	papir
論文	teze
論文	teza
論文	papire
直播	emitovanje
直播	emitovati
直播	live
福特	ford
游泳	plivanje
游泳	plivački
游泳	plivanju
九月	septembar
九月	sept
反映	odražavati
反映	odražavaju
反映	odražava
常常	često
常常	često
創造	stvaranje
波音	boinga
波音	boeing
同步	sinhronizacija
經典	klasike
經典	klasični
經典	classic
經典	klasik
教學	nastavu
教學	nastava
權力	ovlasti
權力	sile
權力	power
權力	vlast
六月	juni
公眾	javni
公眾	javnost
公眾	javna
公眾	javno
工廠	biljke
工廠	fabrika
書院	fakultet
書院	koledž
澳大利亞	australija
暫時	privremeno
領袖	lider
軟	meka
軟	meku
政權	režimi
政權	režimu
政權	režim
標誌	logo
邁	mai
電話	telefon
電話	call
電話	poziv
電話	telefon
晶	jing
那麼	potom
那麼	onda
那麼	tada
那麼	zatim
堆	gomilu
蘋果	jabuka
蘋果	jabuke
巴基斯坦	pakistan
戰鬥機	boraca
戰鬥機	borci
市長	gradonačelnik
肉	meso
規模	skala
超越	transcendentalna
大師	gospodar
大師	master
大師	majstor
抵達	dolazak
抵達	stiže
抵達	stigao
抵達	stigli
抵達	stigla
會員	član
會員	članica
漢字	kanji
抵抗	otpor
任天堂	nintendo
公車	autobus
公車	autobusa
附加	dodatne
附加	dodatnih
附加	append
春秋	proljeće
春秋	proleće
丹麥	danska
丹麥	danski
毒	otrova
毒	otrov
毒	otrov
哥倫比亞	kolumbija
沿海	obala
月刊	mjesečna
月刊	mjesečni
公式	formula
公式	formule
註冊	registrovan
註冊	registrovana
註冊	registar
註冊	registracija
註冊	registraciju
註冊	registracije
定居	naselje
違反	kršenje
違反	proboj
違反	kršenje
違反	kršenja
違反	kršenjem
非法	nelegalno
非法	ilegalni
非法	ilegalno
非法	ilegalne
非法	ilegalno
非法	nelegalnih
非法	nezakonitih
積極	aktivna
積極	aktivni
積極	aktivan
積極	pozitivna
積極	pozitivan
積極	pozitivne
積極	pozitivni
性質	priroda
弱	slabost
弱	slabije
弱	slabiji
弱	slabi
弱	slaba
弱	slab
擴充	proširena
沿岸	obala
衍生	derivacija
天體	objekat
天體	objekti
歌唱	pjevaju
歌唱	sing
歌唱	pjevanje
合唱	hor
行走	walking
回答	odgovor
強調	stres
強調	naglašavajući
指令	nastavu
指令	nastava
指令	direktive
指令	direktiva
指令	uputstvu
指令	uputstva
指令	upute
指令	instrukcije
封面	pokriti
封面	pokrivaju
封面	pokriće
封面	pokriva
封面	obuhvata
准	kvazi
數學	matematički
數學	matematička
數學	matematika
數學	matematike
數學	matematička
數學	matematici
數學	matematika
指控	navode
指控	optužbe
指控	navod
人才	talenata
人才	talenat
專家	specijalista
專家	stručnjak
專家	stručnjaci
專家	stručna
專家	ekspertni
專家	stručni
專家	stručnjak
專家	ekspert
玩	play
玩	igrati
玩	igraju
玩	sviranje
玩	igraju
玩	playing
相互	međusobna
相互	međusobno
相互	međusobne
埠	luka
埠	port
攝影	kinematografija
攝影	fotografija
權利	prava
幫	banda
幫	družina
幫	bande
商場	centar
武裝	naoružani
武裝	oružane
性格	karaktera
性格	karakter
性格	lik
性格	ličnost
成長	rastući
成長	rastuća
成長	raste
成長	rastuće
成長	rast
成長	rastu
成長	rasti
最小	najmlađe
最小	najmlađi
最小	minimalno
最小	minimum
最小	minimalna
坤	kun
坤	gon
星期六	subota
工作室	studio
朝日	asahi
印刷	štampanje
印刷	štampanje
印刷	štampanih
印刷	štampana
印刷	štampani
電力	elektricitet
電力	power
電力	vlast
起源	porijekla
起源	porijeklo
起源	geneza
起源	porijeklu
起源	poreklo
情報	inteligencija
情報	intel
十二月	decembar
十二月	dec
鈴木	suzuki
賣	sell
賣	prodati
賣	prodaje
賣	proda
賣	prodala
賣	prodat
賣	prodao
賣	prodaje
體重	težina
救援	spašavanja
救援	spašavanje
虹	hong
大多數	većina
已知	poznat
已知	poznato
已知	poznata
已知	poznate
磅	funta
磅	funti
高原	highland
高原	platou
高原	plato
青少年	omladina
青少年	teen
青少年	kompjutersku
青少年	tinejdžera
青少年	adolescent
流浪	luta
授權	ovlaštena
授權	odobren
策略	taktike
策略	taktika
鷹	orao
鷹	soko
鷹	hawk
鷹	orlovi
最好	najbolji
最好	best
探測	detekciju
鋼	čelik
蓬	pont
開幕	otvaranje
籃球	košarka
領土	teritorije
領土	teritorija
領土	teritorijalnoj
領土	teritorijalni
領土	teritorijalna
領土	teritorijalne
領土	teritorije
領土	teritorija
替代	zamijeniti
替代	zamijenit
替代	zamjenu
替代	zamjenu
替代	zamjena
華盛頓	washington
華盛頓	vašington
型號	modeli
型號	model
型號	modela
天空	sky
天空	nebo
天空	sora
天空	nebo
天空	skies
手機	telefon
燃料	gorivo
青春	omladina
投手	bacač
黑暗	tamne
黑暗	dark
黑暗	mraku
黑暗	tamna
黑暗	mračna
黑暗	tami
黑暗	tama
黑暗	tame
競爭	rivalstvo
競爭	takmičarski
競爭	takmičenje
運行	vođenje
運行	run
拼音	pinyin
內閣	kabinet
尋找	traži
尋找	gledajući
尋找	tražili
尋找	nalaz
尋找	nađe
尋找	pronalaze
尋找	pronaći
尋找	find
尋找	naći
智利	čile
繁	shigeru
證實	potvrda
證實	potvrdi
壓力	pritisak
壓力	stres
豆	grah
豆	grah
形容	opisati
形容	opisivanje
鄰	susjedima
校園	kampus
平衡	uravnotežen
平衡	mjerilo
平衡	bilans
平衡	ravnoteža
動力	motivacija
動力	power
動力	vlast
候選人	kandidata
候選人	kandidata
候選人	kandidat
跳	jump
跳	skok
密度	intenzitet
密度	gustoća
成果	ishod
成果	rezultati
對應	odgovarajući
對應	odgovarajućeg
標題	titula
標題	caption
標題	titule
標題	titula
標題	headings
巴赫	bacha
巴赫	bach
想法	ideja
想法	idejama
想法	ideje
想法	misli
一生	vijek
一生	životne
一生	životni
戀愛	koi
戀愛	ljubav
亞歷山大	aleksandar
亞歷山大	alexander
傳播	difuzija
傳播	širenja
維多利亞	viktorija
維多利亞	victoria
等級	nivo
等級	hijerarhija
等級	razreda
等級	ocjene
英尺	stopala
英尺	stopa
英尺	foot
市政府	općina
市政府	općine
興趣	interesa
興趣	interese
興趣	interesi
興趣	interesima
興趣	zainteresovani
興趣	zainteresovan
興趣	zainteresiran
興趣	zainteresovana
興趣	zainteresirani
興趣	zainteresovane
興趣	kamata
允許	dozvoljena
允許	dozvoljeno
允許	dozvoljen
允許	dozvolio
允許	dozvoljena
允許	dozvoliti
允許	omogućile
允許	dozvoljavaju
允許	dopusti
允許	dozvolu
理念	pojam
理念	filozofija
理念	koncepti
靠近	blizu
鼻	nos
怪	čudno
對抗	konfrontacije
對抗	konfrontacija
對抗	konfrontacije
對抗	konfrontacija
差異	razlika
差異	razlike
差異	odstupanja
差異	razlika
路易斯	louis
員工	radnik
員工	uposlenici
格林	zelena
綠色	zelena
車隊	flota
車隊	konvoj
車隊	kolona
單元	modula
單元	modul
單元	jedinice
單元	jedinica
單元	jedinica
英吋	pedalj
神秘	misterija
神秘	misteriozna
槽	groove
槽	korito
尊重	poštovanje
溫度	temperatura
溫度	temperatura
溫度	temperature
基督	hristos
基督	hrista
琉球	ryukyu
琉球	okinava
砲	top
阿富汗	afganistan
頒獎	nagrade
真實	real
真實	pravi
真實	istina
真實	tačna
援助	aid
援助	pomoć
蜀	shu
意識	svesti
意識	svijest
穆斯林	muslim
穆斯林	musliman
穆斯林	muslimani
每週	sedmični
每週	sedmičnjak
苗	miao
觀點	perspektive
中國國民黨	kuomintang
色彩	boja
色彩	boji
色彩	boje
色彩	boje
色彩	boju
色彩	boja
色彩	boje
加強	jačanje
加強	jačanju
加強	ojačati
加強	pojačan
威脅	prijetnje
威脅	prijetnjama
威脅	prijetnji
威脅	prijetnju
威脅	prijetnja
襲擊	napadi
襲擊	napad
撤退	povlači
冒險	avanturu
冒險	avantura
冒險	avanture
懷	huai
辦公室	ured
辦公室	office
辦公室	kancelarija
公告	hadis
公告	proglas
公告	proglašenja
山東	shandong
儀式	ceremoniji
儀式	ceremonija
儀式	svečanosti
儀式	svečano
儀式	ritualnim
成熟	zrelost
成熟	zreli
成熟	zrelu
容量	kapacitet
容量	kapaciteti
證據	dokaz
證據	dokazi
廢除	ukidanjem
馬克	marka
馬克	mark
發明	izum
發明	izmislili
發明	izumio
發明	izmislio
發明	pronalazaka
公社	komuna
旭	asahi
