המשלוח	expediere
האשים	acuzată
האשים	învinuit
שמיעה	audiere
שמיעה	auz
שמיעה	audierea
שמיעה	auzul
מיגל	miguel
לסקר	lasker
וויליאם	william
וויליאם	wilhelm
יואן	yuan
כת	cult
כת	cultul
כת	sectă
שמיים	cerul
שמיים	sky
שמיים	cer
שמיים	ceruri
וולפגנג	wolfgang
שרמן	sherman
משולבים	combinat
משולבים	combinată
משולבים	combinate
איגור	igor
ראול	raoul
ראול	raul
ראול	raúl
סויוז	soyuz
מיה	mia
תסמינים	simptomele
תסמינים	simptome
נכנע	predat
נכנע	randamentul
נכנע	randament
שחיינים	înotători
החלום	visul
החלום	vis
החלום	visează
החלום	viseaza
קוב	cobb
חרושת	fabrică
חרושת	fabrica
התבוסה	înfrângere
התבוסה	înfrângerea
תאוצה	accelerarea
תאוצה	accelerare
בהתנדבות	voluntariat
בהתנדבות	voluntare
בהתנדבות	voluntară
בהתנדבות	voluntar
מפורש	explicite
מפורש	explicit
מפורש	explicită
גולגולת	craniu
גולגולת	craniu
גולגולת	skull
גולגולת	craniul
אופיינית	tipic
אופיינית	tipice
קניין	cumpărător
קניין	cumpărătorul
מוטל	motel
מוטל	motelul
הולנדית	olandeză
הולנדית	olandezi
הולנדית	olandez
הולנדית	dutch
מלצר	ospătar
מלצר	chelner
סוציולוגיה	sociologie
מנות	vesela
מנות	vase
מנות	doze
מנות	dozele
הבעלות	proprietate
הבעלות	proprietatea
קירוב	aproximare
קירוב	kirov
פרוסט	proust
פרוסט	frost
פטיש	ciocanul
פטיש	ciocan
פטיש	hammer
עורק	artera
עורק	arteră
עורק	arterele
עורק	artere
אלימה	violent
אלימה	violentă
אלימה	violente
מעריך	apreciez
מעריך	aprecia
מעריך	apreciază
מעריך	apreciem
משמעותיות	semnificativ
משמעותיות	semnificative
משמעותיות	semnificativă
משמעותיות	semnificativ
מכריז	anunță
מכריז	declara
מכריז	declară
מכריז	declar
מקלדת	tastatură
מקלדת	tastatura
הקוסם	vrăjitorul
הקוסם	vrăjitor
בקפריסין	ciprul
בקפריסין	cipru
נטלי	natalie
נטלי	nathalie
מיומנויות	skills
מיומנויות	aptitudini
מיומנויות	competențe
מייד	imediat
טרנסילבניה	transilvania
מפתחות	keys
מפתחות	taste
מפתחות	cheile
מפתחות	chei
צב	turtle
מסוקים	elicopterele
מסוקים	elicoptere
קומנדו	comando
קומנדו	comando
טד	tad
טד	ted
סולימאן	suleiman
סולימאן	souleymane
אליסון	allison
אליסון	alison
מודעת	conștient
מודעת	constient
מודעת	conștient
מחויב	legată
מחויב	legat
מחויב	comis
מחויב	comise
סטארק	starck
סטארק	stark
לינוקס	linux
בזל	basel
נוצות	penele
נוצות	pene
מתנות	daruri
מתנות	cadouri
מתנות	prezinta
מתנות	cadouri
מתנות	cadourile
מודול	modul
מודול	modulul
המלצה	recomandat
המלצה	recomandate
המלצה	recomandată
המלצה	recomandare
המלצה	recomandări
המלצה	recomandarea
עיצב	proiectat
עיצב	proiectată
עיצב	conceput
עיצב	proiectate
עיצב	concepute
מילולי	literal
מילולי	verbale
מילולי	verbală
מילולי	verbal
מפרק	comune
מפרק	joint
לקות	handicap
לקות	invaliditate
לקות	incapacitate
בלוטת	glanda
נתנאל	nathaniel
המגזר	sector
המגזר	sectorul
סון	soare
סון	soarele
סון	sun
קאופמן	kaufman
קאופמן	kauffman
הנוסע	pasageri
הנוסע	pasager
הנוסע	pasagerul
רובר	rover
אצילים	nobililor
אצילים	nobili
אצילים	nobilii
מטענים	încărcătoare
סצנות	scene
סצנות	scenele
הקבינט	dulap
הקבינט	cabinetul
הקבינט	cabinet
רך	moi
רך	moale
סטן	stan
הגבורה	eroismul
הגבורה	eroism
לסבול	suferă
לסבול	sufera
לסבול	suferi
לסבול	tolera
לסבול	tolerează
נחשים	serpi
נאצר	nasser
מועמדויות	nominalizări
ונוס	venus
להקדיש	dedică
להקדיש	dedica
להקדיש	dedic
רגיש	sensibile
רגיש	sensibila
רגיש	sensibilă
רגיש	sensibil
ראס	russ
ראס	ras
ראס	rus
משמעויות	sensuri
מדגיש	repere
מדגיש	subliniază
עליות	ups
בחולון	holon
ריטה	rita
הצבת	plasarea
מגיש	ulcior
מגיש	aruncător
מגיש	prezentator
מגיש	prezentatoare
נזירים	călugări
נזירים	călugării
פנימיות	internă
פנימיות	intern
פנימיות	interne
פיצול	divide
פיצול	împărțit
פיצול	divizat
פיצול	split
פיצול	împarte
פיצול	divizare
פיצול	divizarea
גייס	geiss
גייס	recrutat
גייס	recrut
גייס	recrutează
גייס	recruta
להודות	admite
קרוז	cruz
קרוז	crews
קרוז	echipajele
קרוז	echipaje
האשמות	acuzatii
האשמות	acuzații
לאם	lam
המארחת	gazda
משקעים	reziduuri
משקעים	reziduu
משקעים	precipitare
משוכנע	convins
משוכנע	convinsă
יהלום	diamond
יהלום	diamantul
יהלום	diamant
יהלום	diamantele
יהלום	diamante
ורן	verne
ורן	wren
ורן	vern
מיוצר	produs
מיוצר	fabricate
מיוצר	fabricat
מיוצר	fabricată
דורטמונד	dortmund
מדורג	evaluat
מדורג	nominală
מדורג	clasat
כור	reactorul
כור	reactor
גמישות	flexibilitate
גמישות	flexibilitatea
גמישות	elasticitatea
קירור	răcirea
קירור	răcire
קירור	refrigerare
הודי	indiană
הודי	indian
הודי	indianul
מלקולם	malcolm
מלקולם	malcom
מרוצה	mulțumit
מרוצה	satisfăcut
מרוצה	satisfăcută
מרוצה	fericita
מרוצה	fericită
מרוצה	happy
מרוצה	fericit
אוסטין	austin
פאי	plăcintă
פאי	plăcinta
פאי	pie
משפחתית	familială
בריטניקה	britannica
פאוול	powell
אייזק	isaac
עגול	rotund
עגול	rotunde
עגול	rundă
עגול	rotundă
עגול	runda
צלעות	coastele
צלעות	coaste
הליבה	nucleul
הליבה	core
הליבה	miezul
הליבה	miez
הליבה	nucleu
אהב	iubit
אהב	plăcea
אהב	plăcut
התגובות	comentarii
התגובות	comentariile
התגובות	observații
אראגון	eragon
אראגון	aragon
טיולים	excursii
קלרה	klara
קלרה	clara
קלרה	clară
ברקוביץ	berkowitz
התמוטטות	detaliere
התמוטטות	colapsul
התמוטטות	colaps
מלזיה	malaezia
מלזיה	malaysia
קמפוס	campos
קמפוס	campusul
קמפוס	campus
הלפרין	halperin
אומן	oman
אומן	artizan
אומן	artistă
אומן	artista
אומן	artistul
אומן	artist
שליטים	conducători
שליטים	conducătorii
שנתית	anual
שנתית	anuală
שנתית	anuale
שנתית	anual
שנתית	anuală
מעוז	stronghold
הופסקה	întrerupt
מוטה	mota
מוטה	motta
עליונות	superior
עליונות	superioare
עליונות	superioară
עליונות	superiori
עליונות	superioritate
עליונות	superioritatea
סינטרה	sinatra
שחיתות	corupte
שחיתות	coruptă
שחיתות	corupt
שחיתות	coruptie
טרום	pre
הומוסקסואלים	homosexual
הומוסקסואלים	homosexuali
הומוסקסואלים	homosexualii
קמח	făină
קמח	faina
ידיד	prieten
ידיד	prietenă
ידיד	prietene
נציב	comisarul
נציב	comisar
לגיטימי	legitima
לגיטימי	legitim
לגיטימי	legitimă
לגיטימי	legitime
לגיטימי	legitim
וורד	ward
נמכרה	vandut
נמכרה	vândute
נמכרה	vândută
נמכרה	vândut
לנטוש	abandonează
הבחין	reperat
הבחין	zărit
תמרה	tamara
מוסטפא	mustafa
תיאום	coordonată
תיאום	coordonat
תיאום	coordonate
תיאום	coordonare
תיאום	coordonarea
הוספה	adăugare
הוספה	adaugă
הוספה	add
הוספה	adauga
לונג	lung
לונג	lungă
לונג	long
מטבח	bucătărie
מטבח	bucătărie
מטבח	bucataria
מטבח	bucatarie
מטבח	bucătăria
נענע	nana
נענע	menta
נענע	mentă
מעטפת	scoică
מעטפת	shell
מעטפת	cochilie
מעטפת	coajă
מעטפת	plic
מעטפת	plicul
הביוגרפיה	biografia
הביוגרפיה	biografie
תרזה	teresa
תרזה	tereza
תרזה	theresa
תרזה	tereza
מקרוב	makarov
נועה	noa
אתלטיקה	atletism
החלקה	patinaj
החלקה	uniformizare
ידיעת	știind
ידיעת	stiind
מוכיח	dovedește
מוכיח	dovedesc
מוכיח	dovedind
חכמה	inteligent
חכמה	înțelept
חכמה	inteligent
חכמה	destept
חכמה	smart
חכמה	inteligentă
חכמה	înțelepciune
חכמה	intelepciune
אלפונסו	alfonso
חתולים	pisicile
חתולים	pisici
פרגוואי	paraguay
תיאודור	theodore
תיאודור	teodor
תיאודור	theodor
נוימן	neumann
ההבנה	realizarea
ההבנה	realizare
ההבנה	înțelegerea
ההבנה	intelegere
ההבנה	înțelegere
מפרט	specificațiile
מפרט	specificații
מפרט	spec
לוגי	logică
לוגי	logic
זוחלים	reptile
זוחלים	reptilă
זוחלים	reptile
זוחלים	reptilele
טיורינג	turing
הגדר	setată
הגדר	stabilește
הגדר	set
הגדר	setează
הגדר	setat
הגדר	configurează
הגדר	configurare
הגדר	gard
הגדר	gardul
הגדר	defineste
הגדר	definește
הגדר	defini
הגדר	definesc
הפצה	distributie
הפצה	distribuţia
הפצה	distribuția
הפצה	distribuire
הפצה	distribuție
הפצה	difuzarea
הפצה	difuzare
הפצה	diseminarea
מכובד	respectuos
מכובד	respectate
מכובד	respectat
מכובד	respectată
מכובד	onorabile
מכובד	onorabilă
מכובד	onorabil
מכובד	distins
מכובד	distinsă
מכובד	demn
מכובד	demnă
כופר	răscumpărare
כופר	necredincios
טיילר	tyler
מאסטר	maestru
מאסטר	maestre
אינסופי	infinit
אינסופי	infinite
אינסופי	infinită
אלופה	champ
אלופה	campion
אלופה	campioană
אלופה	campioana
אלופה	campionul
שטרלינג	sterling
בט	bette
זבל	vechituri
זבל	gunoi
זבל	gunoiul
זבל	gunoi
זבל	gunoaie
זבל	gunoiul
מתוכננת	planificate
מתוכננת	plănuit
מתוכננת	planificat
מתוכננת	planificată
אונייה	nava
אונייה	navă
אונייה	vapor
אונייה	corabie
סיפרה	spus
סיפרה	spusă
מולי	mollie
מולי	molly
אללה	alah
אללה	allah
התשלום	plata
התשלום	plată
מפרסם	promotor
מפרסם	postarea
מפרסם	editor
מפרסם	editura
גבאי	gabay
ניקוי	curățenie
ניקוי	curățarea
ניקוי	curățare
ניקוי	curatenie
ניקוי	purificare
חלומות	visele
חלומות	dreams
חלומות	visuri
חלומות	vise
פסול	descalificat
מחזורי	cicluri
מחזורי	ciclurile
אגודות	asociații
אגודות	asocieri
אגודות	asociatii
משוואה	ecuatie
שניידר	schneider
שניידר	snyder
פורטו	porto
פורטו	puerto
ונג	vang
הרך	moi
הרך	moale
נעצרה	oprit
נעצרה	arestată
נעצרה	arestat
מקראית	biblic
מקראית	biblice
הנשמה	sufletul
הנשמה	suflet
הנשמה	soul
פוטין	putin
סופו	sfârșit
סופו	sfarsit
סופו	final
מנגנוני	mecanismele
מנגנוני	mecanisme
בנקים	banks
בנקים	bancile
בנקים	banci
בנקים	bănci
בנקים	băncile
חמד	hamad
תאורטית	teoretice
תאורטית	teoretic
תאורטית	teoretică
תאורטית	teoretic
קתולים	catolici
קתולים	catolicii
קתולים	catolică
קתולים	catolica
קתולים	catolic
מוכשר	talentat
מוכשר	dotat
מוכשר	înzestrat
מוכשר	talentat
מוכשר	talentata
מוכשר	talentati
מוכשר	talentată
מצטער	scuze
עדנה	edna
ברט	bert
ברט	bret
ברט	brett
ברט	burt
סורי	sirian
סורי	suri
חומרה	hardware
אלטרנטיבי	alternative
אלטרנטיבי	alternativă
אלטרנטיבי	alternativ
אלטרנטיבי	alternativa
אלטרנטיבי	supleant
אלטרנטיבי	alternativ
פסיכולוגית	psihologic
פסיכולוגית	psihologică
פסיכולוגית	psihologice
פסיכולוגית	psiholog
פסיכולוגית	psihologic
גרנד	grand
מפגינים	protestatarii
מפגינים	protestatari
מפגינים	protestatarii
מפגינים	protestatari
השקיעה	apus
השקיעה	sunset
קוני	connie
מוזס	moise
מוזס	moses
ענקית	imensă
ענקית	imens
ענקית	gigant
ענקית	uriaș
פרסמו	postată
פרסמו	postat
חללים	spatii
חללים	spațiile
חללים	spații
חללים	victime
חללים	pierderi
ליטאי	lituaniană
ואט	watt
ואט	wat
ואט	tva
הילה	aura
הילה	aură
הילה	halo
עוצר	oprește
עוצר	oprirea
עוצר	oprire
תהילים	psalmul
תהילים	psalmi
שעשועים	amuzament
סמינר	seminar
סמינר	seminarul
ווסט	west
ווסט	vest
ווסט	occident
ווסט	vestul
ללכוד	capturează
ללכוד	capturarea
ללכוד	captura
ללכוד	captură
ללכוד	capturare
ללכוד	captare
מטריצה	matrice
מטריצה	matrix
מטריצה	matricea
סרי	sri
סקס	sexul
סקס	sex
סיר	potul
סיר	oala
סיר	oală
מזכירה	secretarul
מזכירה	secretara
מזכירה	secretar
מזכירה	secretară
הגלקסיה	galaxie
הגלקסיה	galaxia
הגלקסיה	galaxy
האחוזה	conac
האחוזה	conacul
האצילים	nobililor
האצילים	nobili
האצילים	nobilii
צלפים	capere
אבד	pierdut
אבד	pierdute
אבד	pierdută
אבד	lost
הצהרה	declarație
הצהרה	declarația
אנדרסן	andersen
בהריון	gravidă
בהריון	insarcinata
בהריון	gravida
בהריון	însărcinată
אייאקס	ajax
תביעות	pretenții
תביעות	creanțe
תביעות	procese
הארכיבישוף	arhiepiscopul
הארכיבישוף	arhiepiscop
הארכיבישוף	arhiepiscopia
לוחמת	războinic
לוחמת	warrior
לוחמת	razboinic
לוחמת	războinicul
לוחמת	luptator
לוחמת	luptătorul
לוחמת	luptător
אסלאם	islamul
אסלאם	islamului
אסלאם	islam
הלסינקי	helsinki
פיזיקאים	fizicieni
פיזיקאים	fizicienii
גיטריסט	chitarist
גיטריסט	chitaristul
מוגברת	crescută
מוגברת	majorat
התוקף	atacatorul
התוקף	atacator
סכין	cutit
סכין	cuțit
כפל	multiplicare
פיני	finney
פיני	finlandez
פיני	finlandeză
דרישת	cerința
דרישת	cerință
משולם	plătite
משולם	platit
משולם	plătit
משולם	plătită
פג	pegg
פג	peg
חוויה	experiență
חוויה	experiența
חוויה	experienta
האוס	house
האוס	casa
האוס	casă
מסתובב	rotativă
ריבית	dobânzi
ריבית	interese
ריבית	interes
ריבית	dobânda
ריבית	dobândă
ריבית	interesul
מלכותי	majestic
מלכותי	regal
מלכותי	regal
מלכותי	regală
מלכותי	royal
אובייקטים	obiectele
אובייקטים	obiecte
קלאודיוס	claudius
רשומות	discuri
רשומות	records
רשומות	înregistrări
רשומות	recorduri
רשומות	înscrieri
רשומות	intrări
רשומות	mențiuni
הלוואות	împrumuturile
הלוואות	împrumuturi
פלויד	floyd
רלוונטית	relevant
רלוונטית	relevantă
רלוונטית	relevante
קונה	cumpărător
קונה	cumpărătorul
קונה	cumparare
קונה	cumpăr
קונה	cumpărare
המוקד	expediere
המוקד	dispecer
המוקד	dispeceratul
הדפדפן	navigator
הדפדפן	browserul
הדפדפן	browser
מייצרת	produce
זכאים	eligibili
זכאים	eligibile
זכאים	eligibil
זכאים	eligibilă
זכאים	intitulat
חוסייני	husseini
תנין	aligator
תנין	crocodil
מותג	brand
מותג	marca
מותג	marcă
שין	shin
התבטא	articulat
מוקפת	inconjurat
מוקפת	înconjurată
מוקפת	înconjurat
ביקורתית	critică
ביקורתית	critic
ביקורתית	critica
ביקורתית	critice
נהיגה	conducând
נהיגה	conducere
יוספוס	josephus
סרג	serge
אויבים	dusmani
אויבים	inamici
אויבים	dușmani
אויבים	inamicii
עיצורים	consoane
עיצורים	consoană
פציעות	leziuni
פציעות	răni
פלאש	flash
מצויין	excelent
משולבת	integrate
משולבת	integrat
משולבת	integrată
סגולה	purpuriu
סגולה	mov
סגולה	violet
מלאי	inventar
מלאי	inventarul
מלאי	stocul
מלאי	stoc
מלחים	marinari
מלחים	marinarii
סדנה	atelier
סדנה	atelierul
האגן	hagen
אלברטו	alberto
שיטתי	sistematice
שיטתי	sistematică
שיטתי	sistematic
שיטתי	metodic
ליר	lear
לילות	nopți
לילות	nopti
מחזאים	dramaturgi
חמישיית	cvintet
בובה	iubire
בובה	baby
בובה	copil
בובה	iubito
בובה	bebe
בובה	marionetă
בובה	marioneta
בובה	papusa
בובה	păpușă
מארס	marte
מארס	mars
משנית	secundar
משנית	secundară
משנית	secundare
דיאלוג	dialogul
דיאלוג	dialog
דיאלוג	dialoguri
דיאלוג	dialoguri
דיאלוג	dialog
מודיע	informatorul
מודיע	informator
אינטרס	dobânzi
אינטרס	interese
אינטרס	interes
אינטרס	dobânda
אינטרס	dobândă
אינטרס	interesul
סייד	sayed
סייד	lateral
סייד	side
חריגה	neobișnuit
חריגה	neobisnuit
חריגה	excepție
חריגה	exceptie
דובי	dobby
קוצ	kucha
שגיא	sagi
העשרה	îmbogățire
הסף	pragul
הסף	prag
שריפת	ard
שריפת	ardere
שריפת	arzând
השמדה	anihilare
השמדה	anihilarea
השמדה	exterminare
השמדה	exterminarea
דאון	jos
דאון	dawn
דאון	zorii
דאון	zori
דאון	planor
לינארי	liniar
לינארי	liniare
לינארי	liniară
מזמור	imn
מזמור	psalmul
זאוס	zeus
שנפל	cazut
שנפל	căzută
שנפל	căzut
הלורדים	lorzilor
הלורדים	lorzi
הלורדים	lorzii
רולינג	rolling
רולינג	rulare
רולינג	laminare
הלר	heller
קונסטנטינופול	constantinopol
מקבלי	beneficiarii
מקבלי	beneficiarilor
החוזר	reluare
נראתה	văzute
נראתה	văzut
נראתה	vazut
נראתה	văzută
טרנס	terrence
טרנס	trans
טרנס	terence
הכלה	mireasa
הכלה	mireasă
אכפת	minte
אכפת	mintea
אכפת	îngrijire
אכפת	ingrijire
אכפת	grija
ואלי	valea
ואלי	valley
ואלי	vale
מקסוול	maxwell
הקוראן	coran
הקוראן	coranul
אנדרטאות	monumente
אנדרטאות	monumentele
סונג	cântat
סונג	sung
שתייה	băut
שתייה	bea
שתייה	băutură
שתייה	băuturile
שתייה	bauturi
שתייה	băuturi
יארד	yarzi
נעליים	pantofi
פשעים	infractiuni
פשעים	delicte
פשעים	infracțiuni
פשעים	crime
לודז	lodz
וריאציות	variații
פלא	minunea
פלא	mirare
פלא	minune
פלא	wonder
שימושית	util
שימושית	folositor
שימושית	utilă
שימושית	utile
שימושית	folositoare
סטלינגרד	stalingrad
מתוק	sweet
מתוק	dulce
מתוק	dulci
מקסימיליאן	maximillian
מקסימיליאן	maximilian
עירית	arpagic
לובלין	lublin
נחוץ	necesara
נחוץ	necesare
נחוץ	necesară
נחוץ	necesar
וילי	willy
וילי	willi
וילי	willie
נספח	completare
נספח	anexă
נספח	apendicele
נספח	apendice
ריבוע	pătrat
ריבוע	square
ריבוע	patrat
אתניות	etnie
מוסלמית	musulmană
מוסלמית	musulmani
מוסלמית	musulmane
מוסלמית	musulman
מעטות	puține
מעטות	puțini
מעטות	putini
קזחסטן	kazahstan
עימותים	ciocniri
עימותים	conflictele
עימותים	conflicte
עימותים	confruntări
רעידות	tremor
צריח	tură
צריח	tura
צריח	turla
אנני	ani
אנני	annie
הנעורים	tinerete
הנעורים	tineret
הנעורים	tineretul
גרסיה	garcia
מזבח	altarul
מזבח	altar
הארכה	prelungiri
הארכה	extensie
הארכה	prelungirea
הארכה	extindere
הארכה	prelungire
הארכה	extensia
זמיר	nightingale
טוטנהאם	tottenham
חמורות	severe
חמורות	severă
חמורות	severa
חמורות	sever
קציר	recoltare
קציר	recolta
קציר	recoltă
יריות	focuri
מדידות	măsurători
מדידות	măsurătorile
עיגול	cercul
עיגול	circle
עיגול	cerc
מעניינים	interesanta
מעניינים	interesant
מעניינים	interesantă
מלבורן	melbourne
מישהי	cineva
דרקון	balaur
דרקון	dragonul
דרקון	dragon
הפחד	frica
הפחד	teama
הפחד	frică
הפחד	teamă
