per	for
pro	pro
tothom	みんな
hans	ハンス
moral	道徳
hitler	ヒトラー
hitler	ヒットラー
barreja	シャッフル
barreja	mix
barreja	ミックス
barreja	混ぜる
equador	赤道
equador	エクアドル
notícia	news
notícia	ニュース
publica	コミット
catòlic	カトリック
acer	スチール
acer	鋼鉄
farmàcia	薬学
farmàcia	薬局
rodes	ホイール
rodes	車輪
celebració	祝賀会
celebració	お祝い
informe	レポート
informe	報告
finlàndia	フィンランド
uci	icu
recents	最近
personals	パーソナル
personals	個人
cursos	コース
seqüència	シーケンス
flux	フロー
flux	流れ
acabada	終了
roda	ホイール
roda	車輪
estàtua	彫像
retirat	退職
retirat	引退
cotxe	自動車
cotxe	クルマ
registres	レコード
golden	ゴールデン
golden	黄金
esforços	取り組み
esforços	努力
jardins	庭園
soviètic	ソビエト
arma	武器
arma	凶器
arma	ガン
seguidors	フォロワー
seguidors	トラッカー
campanyes	キャンペーン
open	オープン
open	開館
open	開く
cinquè	フィフス
noia	ガール
noia	少女
noia	女の子
aprendre	学習
aprendre	学ぶ
radiació	放射線
radiació	放射
braç	arm
noblesa	貴族
interessant	興味深い
interessant	おもしろい
interessant	面白い
químic	化学
pertanyen	属する
pertanyen	所属
ports	ポート
idiomes	言語
teories	理論
raça	品種
pacific	パシフィック
missions	ミッション
burgos	ブルゴス
navegació	航法
navegació	ナビゲーション
hidrogen	水素
jurisdicció	管轄
separació	別居
separació	分離
popularitat	人気
rebé	受け取り
rebé	受信
pols	ダスト
pols	砂塵
pols	ほこり
símbols	シンボル
símbols	記号
friedrich	フリードリヒ
friedrich	フリードリッヒ
hamburg	ハンブルグ
hamburg	ハンブルク
senyora	マダム
senyora	レディ
salamanca	サラマンカ
sort	ラッキー
online	オンライン
índex	索引
índex	インデックス
var	var
realització	実現
realització	換価
sec	sec
placa	プレート
frase	フレーズ
frase	宣告
frase	センテンス
frase	文章
explotació	搾取
conservador	保守
preparar	準備
suficient	十分
executiu	エグゼクティブ
heroi	ヒーロー
insectes	昆虫
passos	歩数
passos	手順
passos	ステップ
passos	足音
christian	クリスチャン
christian	キリスト教
christian	キリスト教徒
opera	opera
opera	オペラ
mecanisme	機構
mecanisme	メカニズム
empresari	起業
empresari	事業主
regles	規則
regles	ルール
regles	ルーラー
regles	定規
xarxes	ネットワーク
senyals	シグナル
senyals	合図
senyals	信号
senyals	サイン
eina	ツール
eina	工具
eina	道具
termini	用語
alaska	アラスカ
assistència	援助
matí	モーニング
caràcters	文字
caràcters	キャラクター
indonèsia	インドネシア
regla	ルール
mot	mot
campiona	チャンピオン
repartiment	出演
repartiment	キャスト
repartiment	ギプス
últimes	最新
irlandès	アイリッシュ
parcialment	一部
alternativa	オルタナティブ
alternativa	代替
brown	褐色
brown	茶色
brown	ブラウン
regidors	参事官
debat	話し合い
debat	ディスカッション
debat	ディベート
compromís	婚約
compromís	コミットメント
compromís	収容
professió	職業
quantitats	数量
audiència	観客
audiència	オーディエンス
suprem	supreme
dama	レディ
claude	クロード
quadres	テーブル
existents	既存
editors	エディタ
coneixements	知識
òrgan	臓器
òrgan	オルガン
oklahoma	オクラホマ
diumenge	日曜日
connexió	つながり
connexió	接続
equilibri	残高
equilibri	バランス
equilibri	平衡
equilibri	均衡
càmera	カメラ
pilots	パイロット
jaciment	貯水池
drama	ドラマ
estada	滞在
estada	ステイ
ritme	リズム
companyies	会社
privat	非公開
privat	プライベート
deixeble	弟子
màquines	機械
sèrbia	セルビア
gamma	ガンマ
avaluació	評価
avaluació	評定
taxa	レート
taxa	評価
solitari	孤独
solitari	寂しい
agents	エージェント
propòsit	目的
varietats	品種
esquerre	左側
ideal	理想
pena	ペナルティ
contemporània	現代
esperança	ホープ
esperança	希望
tesi	テーゼ
tesi	論文
personalitat	個性
personalitat	人柄
personalitat	性格
personalitat	人格
personalitat	パーソナリティ
errors	バグ
errors	不具合
errors	間違い
museus	美術館
museus	博物館
aprenentatge	学習
aprenentatge	ラーニング
aprenentatge	学問
estadística	統計
napoleó	ナポレオン
debut	デビュー
mamífers	哺乳類
enrique	エンリケ
live	ライブ
live	生きる
administrador	管理者
administrador	管理人
administrador	管理者
administrador	管理人
pakistan	パキスタン
líquid	液体
congregació	会衆
nationalyears	nationalyears
margarida	マルゲリータ
representacions	表現
tomàs	トマス
tomàs	トーマス
dorsal	エンジン
carbó	石炭
presentat	提示
mozart	モーツァルト
bot	bot
bot	ボット
clubnat	clubnat
urbana	アーバナ
gos	イヌ
pilota	ボール
luci	ルシウス
luci	ルキウス
pic	pic
maó	レンガ
maó	れんが
maó	煉瓦
visual	ビジュアル
gris	灰色
gris	グレイ
gris	グレー
paràmetres	パラメータ
paràmetres	パラメーター
julià	ジュリアン
cinquanta	fifty
arrel	root
arrel	ルート
jutge	ジャッジ
jutge	裁判官
cerca	検索
negocis	営業
negocis	事業
negocis	ビジネス
variacions	バリエーション
variacions	変奏曲
fronteres	境界
còpies	コピー
còpies	部数
forts	強い
forts	濃い
transformació	変換
johnson	ジョンソン
molècules	分子
refugi	シェルター
refugi	避難所
refugi	避難
brillant	ブリリアント
neu	スノー
neu	snow
associacions	組合
associacions	パートナーシップ
electrons	電子
aleta	フィン
tensió	緊張
tensió	テンション
tensió	電圧
batalles	合戦
obre	オープン
obre	開館
obre	開く
tradicions	伝統
regidor	参事官
component	コンポーネント
porter	ゴールキーパー
porter	ポーター
contemporani	現代
wilson	ウィルソン
presoner	捕虜
presoner	囚人
demanda	需要
demanda	催告
muller	ミュラー
missa	ミサ
missa	質量
caterina	キャサリン
castro	カストロ
traduir	翻訳
visible	可視
trofeu	トロフィー
laboratori	研究室
laboratori	研究室
laboratori	ラボ
estils	スタイル
blocs	ブロック
càlcul	計算
càlcul	算定
abast	範囲
abast	スコープ
hug	ヒュー
cau	cau
fleca	ベーカリー
simfonia	交響曲
simfonia	シンフォニー
pràctiques	インターン
pràctiques	インターンシップ
moda	ファッション
jorge	ホルヘ
mentrestant	その間
mentrestant	一方
substitució	置換
soc	soc
bob	ボブ
bob	bob
revisió	レビュー
revisió	審査
revisió	改正
revisió	改定
gil	ギル
observatori	天文台
infants	子供
signatura	署名
llet	牛乳
llet	ミルク
dates	日付
nigèria	ナイジェリア
esforç	努力
combustible	燃料
alan	アラン
recorda	remember
rector	総長
nat	ナット
nat	nat
francis	フランシス
desaparició	失踪
enorme	巨大
iso	iso
oliver	オリヴァー
oliver	オリバー
clan	氏族
missouri	ミズーリ
partidaris	サポーター
pietro	ピエトロ
sucre	砂糖
teorema	定理
freqüent	頻繁
saga	サガ
saga	佐賀
oportunitat	チャンス
trànsit	トラフィック
trànsit	交通
garcia	ガルシア
costums	風習
distinció	区別
marítim	海事
sofia	ソフィア
campions	チャンピオンズ
campions	チャンピオン
tractats	条約
conceptes	概念
conceptes	コンセプト
espectacle	ショー
influències	影響
sous	給与
cinquena	フィフス
bernard	ベルナール
virtual	バーチャル
virtual	仮想
ford	フォード
qüestions	問題
victor	ヴィクター
victor	ビクター
llevat	酵母
fira	フェア
pol	ポル
estratègia	戦略
sudan	スーダン
regent	摂政
rellotge	時計
rellotge	腕時計
rellotge	クロック
rellotge	時計
carlo	カルロ
radio	ラジオ
ricard	リチャード
ricard	リヒャルト
boston	ボストン
vicent	ヴィンセント
desaparegut	失踪
files	階級
específic	特定
proteïna	タンパク質
proteïna	たんぱく質
sainte	サント
desig	欲望
desig	wish
desig	ウィッシュ
quinze	fifteen
quinze	十五
hipòtesi	仮説
electrònica	エレクトロニクス
cafè	コーヒー
dispositius	デバイス
dispositius	機器
prestigi	プレステージ
pianista	ピアニスト
bill	ビル
seixanta	sixty
hollywood	ハリウッド
conreu	栽培
conreu	トリミング
conreu	切り取る
conreu	切り取り
rico	リコ
praga	プラハ
ernest	アーネスト
crítics	評論家
pastor	牧師
cosí	従姉妹
cosí	従兄弟
cosí	いとこ
òrgans	臓器
òrgans	機関
expressar	エクスプレス
expressar	急行
danys	被害
danys	ダメージ
danys	損傷
danys	損害
bulgària	ブルガリア
adam	アダム
mostres	サンプル
candidatura	立候補
candidatura	指名
números	数字
números	数値
aproximació	近似
individu	個人
individu	個別
magnitud	等級
tall	裁断
tall	切り取り
mateu	マシュー
association	社団
association	協会
association	アソシエーション
observació	傍聴
observació	観察
observació	観測
viles	村落
teulada	屋上
teulada	屋根
reconstrucció	再建
prefectura	都道府県
mariscal	元帥
esborra	削除
alexandria	アレクサンドリア
renunciar	辞任
herència	相続
herència	継承
òperes	オペラ
braços	アームス
espera	待つ
espera	待ち
sorra	砂塵
vocals	母音
herba	grass
herba	雑草
avantatge	利点
avantatge	アドバンテージ
ivan	イワン
ivan	イヴァン
greus	深刻
long	長い
long	ロング
young	若い
young	ヤング
clàssics	古典
ampliació	延長
ampliació	内線
segell	切手
segell	スタンプ
segell	アザラシ
segell	封印
segell	印章
segell	シール
segell	押印
allen	アレン
aliat	アライ
aliat	アリー
tossal	サミット
tossal	頂上
bits	ビット
lògica	論理
claus	キー
llacs	湖沼
síntesi	合成
societats	社会
menció	言及
escuts	シールド
cúpula	ドーム
argument	論証
màrtir	殉教
àlbums	アルバム
mèrit	メリット
orientació	指導
orientació	ガイダンス
orientació	方向
orientació	向き
orientació	オリエンテーション
ministres	大臣
ministres	公使
actitud	姿勢
actitud	態度
escultures	彫刻
vídua	未亡人
vídua	死別
vídua	未亡人
reproducció	模写
reproducció	生殖
will	ウィル
will	遺言
ambaixador	大使
ambaixador	アンバサダー
còpia	コピー
integrat	統合
matriu	行列
matriu	マトリックス
competència	競技
competència	コンペ
competència	競争
competència	コンペティション
competència	コンテスト
perruqueria	美容師
desconegut	不明
impossible	インポッシブル
impossible	不可能
procediment	プロシージャ
procediment	手順
procediment	手続き
intents	未遂
quaranta	四十
alma	アルマ
germanes	姉妹
variables	変数
gregori	グレゴリー
africà	アフリカ
villa	ヴィッラ
villa	ヴィラ
quadrats	正方形
responsabilitat	責任
responsabilitat	責任
responsabilitat	責務
youtube	youtube
monarca	君主
monarca	モナーク
testimoni	証人
testimoni	証言
temàtica	話題
temàtica	トピック
temàtica	テーマ
massís	山塊
alimentació	食べ物
alimentació	料理
alimentació	食品
metalls	金属
taylor	テイラー
sostre	屋上
sostre	屋根
avi	祖父母
avi	おじいちゃん
avi	おじいさん
avi	祖父
orleans	オルレアン
orleans	オルレアン
pobres	かわいそう
votació	投票
molecular	分子
maternal	母方
brigada	旅団
judicial	司法
generar	生成
samuel	サミュエル
acords	協定
rival	ライバル
pagament	支払
pagament	決済
pagament	支払い
teixits	ティッシュ
bibliografia	参考文献
reaccions	リアクション
acadèmic	アカデミック
lorenzo	ロレンツォ
lorenzo	ロレンソ
prússia	プロイセン
permís	許可
permís	許諾
permís	許可証
permís	許可
integració	統合
integració	インテグレーション
vestit	ドレス
vestit	スーツ
vestit	背広
marcel	マルケッルス
primària	メイン
primària	プライマリ
fòssils	化石
tones	トン
cerimònia	セレモニー
cerimònia	儀式
cerimònia	式典
panamà	パナマ
franz	フランツ
abella	ビー
dispositiu	デバイス
dispositiu	機器
recollir	徴収
recollir	集める
recollir	収集
relacionada	関連
cup	カップ
cup	コップ
cup	cup
triomf	トライアンフ
cultiu	栽培
cultiu	トリミング
cultiu	切り取る
cultiu	切り取り
teologia	神学
litoral	海岸線
pou	ピット
espectadors	観客
creador	クリエーター
subjecte	主体
subjecte	件名
artificial	人工
perspectiva	遠近
perspectiva	遠近法
perspectiva	視点
candidats	候補者
magdalena	マグダレナ
magdalena	マグダレーナ
carmen	カルメン
gegants	巨人
gegants	ジャイアンツ
banderes	フラグ
banderes	国旗
decisions	決定
canvia	切り替え
canvia	スイッチ
canvia	チェンジ
canvia	変更
canvia	変化
habilitat	スキル
habilitat	有効
ajudant	助手
ajudant	アシスタント
ajudant	ヘルパー
tripulació	クルー
lineal	リニア
lineal	線形
air	空気
air	航空
air	エア
etiòpia	エチオピア
tecnologies	テクノロジー
temples	寺院
palestina	パレスチナ
literalment	文字通り
estocolm	ストックホルム
monjo	モンク
grammy	グラミー
mascle	男性
mascle	オス
elisabet	エリザベス
passen	パス
fracàs	故障
fracàs	失敗
atlantic	アトランティック
atlantic	大西洋
consens	合意
green	グリーン
green	緑色
maurice	モーリス
granota	カエル
mapes	地図
mapes	マップ
restar	引く
restar	減算
lieja	リエージュ
fidel	忠実
fidel	フィデル
madagascar	マダガスカル
capítols	チャプター
arte	アルテ
redacció	立案
fruits	フルーツ
fruits	果実
fruits	果物
franja	ストリップ
publicitat	広告
transformar	変換
transformar	変形
conjunts	集合
conjunts	セット
confiança	トラスト
confiança	trust
confiança	信頼
marbre	大理石
marbre	marble
record	土産物
record	土産
descendent	降順
ànima	ソウル
ànima	霊魂
possibilitats	可能性
ffffff	ffffff
mata	キル
mata	kill
mata	マタ
lima	リマ
àngels	エンジェルス
àngels	天使
múrcia	ムルシア
perruqueries	サロン
amateur	アマチュア
descens	下り坂
teixit	ティッシュ
teixit	布地
teixit	生地
teixit	織物
abandonat	放棄された
orgue	臓器
orgue	オルガン
dvd	dvd
aprovació	承認
ric	金持ち
ric	リッチ
vegetals	野菜
preparació	準備
preparació	調製
preparació	仕込み
preparació	調合
virgínia	バージニア
virgínia	ヴァージニア
gegant	巨人
gegant	ジャイアント
gegant	巨大
claudi	クラウディウス
derivats	デリバティブ
joe	ジョー
joaquín	ホアキン
joaquín	ホアキン
pamplona	パンプローナ
doctrina	教義
doctrina	ドクトリン
rendiment	パフォーマンス
rendiment	性能
rendiment	興行
rendiment	出来上がり
rendiment	利回り
dipòsit	預金
dipòsit	デポジット
assentament	決済
assentament	和解
assentament	集落
precisió	精度
precisió	正確性
precisió	精度
leipzig	ライプツィヒ
famosos	有名人
mina	mina
mina	ミナ
mina	ミナト
mina	鉱山
creek	クリーク
pal	スーツ
pal	背広
pennsilvània	ペンシルバニア
indiana	インディアナ
ubicació	所在地
ubicació	ロケーション
ubicació	場所
femella	女性
situacions	状況
situacions	情勢
ordinadors	コンピューター
ordinadors	コンピュータ
cridar	叫び
cridar	絶叫
cridar	叫び声
cridar	スクリーム
cors	hearts
cors	ハーツ
dissolució	解散
celebrat	開催
quadrat	正方形
quadrat	四角
quadrat	広場
adreça	アドレス
adreça	住所
escollir	選択
gir	ひねり
gir	ツイスト
dificultat	困難
cooperació	協力
bíblia	聖書
mart	マート
mart	マーズ
mart	火星
oferta	オファー
oferta	申し出
oferta	クーポン
emissió	放送
emissió	配信
emissió	ブロードキャスト
emissió	排出
destruïda	破壊された
animació	アニメーション
trens	電車
trens	列車
cabrera	カブレラ
nationalcaps	nationalcaps
cita	選任
cita	任用
cita	任命
cita	予約
cotxes	カーズ
gruix	厚い
gruix	太い
existent	既存
afegeix	追加
afegeix	加算
campo	campo
intercanvi	交換
consciència	良心
consciència	意識
preses	ショット
jackson	ジャクソン
confirmar	確認
soldat	兵士
soldat	兵隊
relleus	リレー
signe	signe
signe	サイン
signe	記号
signe	署名
dolor	痛み
dolor	疼痛
dolor	ペイン
terminal	端末
terminal	ターミナル
tècnics	テクニカル
nationalteam	nationalteam
ideologia	イデオロギー
espiritual	スピリチュアル
soprano	ソプラノ
metal	メタル
metal	金属
nba	nba
impostos	税金
intensitat	輝度
intensitat	光度
actius	アセット
actius	資産
millores	改良
monte	モンテ
high	ハイ
high	高い
vendes	販売
vendes	売り上げ
vendes	セールス
vendes	売上
cinta	テープ
stephen	スティーヴン
menja	食べる
menja	eat
marco	マルコ
exercici	運動
exercici	行使
exercici	エクササイズ
díaz	ディアス
díaz	ディアス
proporció	比率
proporció	比率
proporció	割合
freqüents	頻繁
ahmad	アフマド
cantar	歌う
cantar	sing
apartament	アパート
símptomes	症状
símptomes	徴候
establerta	設立
negoci	営業
negoci	事業
negoci	ビジネス
mars	マーズ
mars	火星
lewis	ルイス
missatges	メッセージ
fam	飢え
fam	空腹
arròs	ご飯
arròs	ライス
estable	安定
davis	デービス
davis	デイヴィス
negociacions	交渉
rol	役割
cadenes	チェイン
torí	トリノ
iowa	アイオワ
circumstàncies	状況
circumstàncies	事情
circumstàncies	情状
biblioteques	図書館
biblioteques	ライブラリ
aventures	冒険
sitges	シッチェス
venus	ウェヌス
venus	金星
venus	ヴィーナス
guanya	勝利
donació	募金
donació	寄付
places	正方形
continu	連続
adolf	アドルフ
memorial	追悼
memorial	記念碑
este	エステ
canàries	カナリア
catedràtic	教授
algèria	アルジェリア
uniforme	ユニフォーム
uniforme	制服
incendi	火事
incendi	ファイア
incendi	火災
depressió	うつ病
substància	物質
mir	ミール
assalt	アサルト
assalt	暴行
investigadors	研究者
seminari	神学校
seminari	セミナー
single	シングル
single	独身
regulars	レギュラー
roc	ocr
mike	マイク
aplica	応募
aplica	適用
governant	ルーラー
governant	定規
oral	口頭
minnesota	ミネソタ
estètica	美学
álvarez	アルヴァレス
anne	アン
assumptes	事項
passió	パッション
passió	情熱
passió	受難
forn	オーブン
ray	レイ
andrea	アンドレア
claustre	回廊
miller	ミラー
repressió	抑圧
santos	サントス
himne	聖歌
croàcia	クロアチア
ana	ana
ana	アナ
springer	スプリンガー
parlant	トーキング
legió	レギオン
puntuació	評価
puntuació	格付
puntuació	スコア
puntuació	得点
ofici	工芸
ofici	クラフト
tancs	戦車
bomba	爆弾
microsoft	microsoft
nomenament	選任
nomenament	任用
nomenament	任命
nomenament	予約
pavelló	パビリオン
bolívia	ボリビア
amant	恋人
restaurar	復元
matemàtica	数学
matemàtica	数学
pacients	患者
gasos	気体
destí	運命
kong	コング
asteroides	小惑星
maryland	メリーランド
pèrdues	損失
traduccions	翻訳
convenció	コンベンション
convenció	大会
consells	tips
consells	ヒント
mòdul	モジュール
corba	カーブ
corba	曲線
fulla	葉っぱ
cordes	ロープ
maine	メイン
creix	育つ
hoquei	ホッケー
hoquei	アイスホッケー
setanta	seventy
silva	シルバ
dieta	ダイエット
dieta	献立
dieta	国会
continuïtat	連続
youthclubs	youthclubs
talla	cut
talla	カット
talla	切り取り
anti	アンチ
planetes	惑星
inicials	イニシャル
inicials	頭文字
rellevant	関連
anvers	アントワープ
agències	代理店
delegació	委任
delegació	委嘱
rené	ルネ
solucions	ソリューション
inspiració	インスピレーション
inspiració	インスパイア
berlin	ベルリン
integral	積分
geometria	ジオメトリ
geometria	図形
ferits	怪我
ferits	負傷
rutes	路線
rutes	ルート
steve	スティーブ
steve	スティーヴ
beneficis	福利
wilhelm	ヴィルヘルム
vega	ベガ
moro	モロ
colorado	コロラド
bestiar	ウシ
dramàtica	ドラマチック
compra	購入
compra	買う
compra	購入
dialecte	方言
gat	ネコ
gat	ねこ
professors	教員
professors	教師
angles	アングル
drac	ドラゴン
union	ユニオン
rugbi	ラグビー
ací	ここ
milió	ミリオン
milió	million
milió	百万
hawaii	ハワイ
classificacions	分類
bacteris	細菌
bacteris	バクテリア
adaptar	適応
fiscal	検察官
fiscal	検事
kansas	カンザス
tub	チューブ
java	java
oliva	オリヴァ
oliva	オリバ
patrick	パトリック
identificació	同定
identificació	識別
bbc	bbc
herbert	ハーバート
tèxtil	繊維
tèxtil	織物
julio	フリオ
àtoms	原子
múscul	マッスル
múscul	筋肉
radi	半径
radi	radius
júpiter	ジュピター
júpiter	木星
mobles	家具
eva	eva
eva	エヴァ
casas	家屋
casas	カサス
interacció	相互作用
directors	取締役
arizona	アリゾナ
douglas	ダグラス
recta	まっすぐ
recta	ストレート
entrades	切符
entrades	チケット
ciutadella	城塞
propaganda	プロパガンダ
abundant	豊富
tòquio	東京
manifest	マニフェスト
iguals	等しい
gordon	ゴードン
canviat	変更された
irregular	不定期
irregular	不規則
eivissa	ibiza
sena	セナ
lawrence	ローレンス
luigi	ルイジ
volien	wanted
volien	求む
mira	ルック
mira	外観
pressupost	予算
argentí	アルゼンチン
manchester	マンチェスター
observacions	コメント
esfera	球体
esfera	球面
esfera	球形
tancament	閉包
tancament	閉鎖
bàsics	基本
bàsics	ベーシック
bàsics	basic
aviació	航空
intern	内部
forat	ホール
brian	ブライアン
batalló	大隊
sam	サム
modernista	モダニズム
córrer	run
córrer	ラン
córrer	走り
córrer	走る
natació	スイミング
natació	競泳
natació	水泳
impuls	インパルス
impuls	運動量
impuls	勢い
patrons	パターン
caire	カイロ
narrativa	ストーリー
narrativa	物語
azerbaidjan	アゼルバイジャン
rànquing	ランキング
rànquing	ランキング
captura	キャプチャー
captura	キャプチャ
captura	攻略
extern	外部
pirates	パイレーツ
pirates	海賊
destruït	破壊された
compartir	共有
compartir	シェア
progrés	プログレス
progrés	経過
progrés	進捗
tempesta	ストーム
tanca	閉じる
tanca	クローズ
tanca	フェンス
video	ビデオ
video	動画
dimensió	ディメンション
dimensió	次元
dimensió	寸法
wagner	ワーグナー
wagner	ワグナー
anells	リング
anells	指輪
civilització	文明
stalin	スターリン
url	url
esquema	スキーム
esquema	アウトライン
esquema	概略
esquema	概説
esquema	スキーマ
protocol	protocol
protocol	議定書
protocol	プロトコル
deessa	女神
cobertes	デッキ
mac	mac
mac	マック
houten	ハウテン
otto	オットー
organista	オルガニスト
fragment	フラグメント
humor	気分
humor	ムード
humor	ユーモア
creuer	クルーズ
ballet	バレエ
instruccions	手順
instruccions	指示
xipre	キプロス
igualtat	平等
manifestacions	デモ
gilbert	ギルバート
limitat	限定
limitat	limited
vincent	ヴィンセント
rotació	回転
rotació	ローテーション
inscripcions	碑文
contribucions	貢献
mòbil	モバイル
excavacions	発掘
costum	習慣
detingut	逮捕
gravetat	グラビティ
gravetat	重力
lema	標語
roberto	ロベルト
doctorat	phd
horitzontal	水平
campament	camp
campament	キャンプ
contrast	コントラスト
noi	男の子
noi	少年
noi	ボーイ
legislació	立法
austríac	オーストリア
gòtica	ゴッサム
fortuna	フォーチュン
sòlid	固体
guatemala	グアテマラ
arqueologia	考古学
calcular	計算
coves	洞窟
mesquita	モスク
equacions	方程式
harold	ハロルド
electricitat	電力
electricitat	電気
detectar	検知
detectar	検出
vaga	ストライキ
vaga	ストライク
característic	特徴
característic	特性
jacob	ジャコブ
march	マーチ
march	行進曲
rcd	rcd
experiments	実験
entrenament	トレーニング
entrenament	講習
entrenament	修行
entrenament	訓練
entrenament	研修
seguiment	トラッキング
descobreix	発見
periodisme	ジャーナリズム
periodisme	報道
fox	キツネ
vaticà	バチカン
tenor	テナー
fòrum	フォーラム
escales	階段
escales	スケール
escales	ウロコ
quartet	カルテット
mecanismes	メカニズム
comentari	コメント
triangle	トライアングル
triangle	三角形
reserves	予約
insecte	昆虫
musulmà	イスラム教
musulmà	ムスリム
projecció	投影
suís	スイス
sultan	スルタン
sultan	スルターン
gabinet	内閣
gabinet	キャビネット
deportivo	デポルティーボ
facilitat	やす
bartomeu	バーソロミュー
bosch	ボッシュ
jim	ジム
fusionar	マージ
fusionar	統合
howard	ハワード
plus	プラス
conversió	変換
llistat	出品
isaac	アイザック
isaac	イサク
franc	フラン
duquessa	公爵夫人
variació	バリエーション
jurat	陪審制
jurat	陪審員
bull	ブル
barrera	バリア
barrera	障壁
roses	薔薇
roses	バラ
atlético	アトレティコ
atlético	アトレチコ
columbia	コロンビア
viola	ヴィオラ
viola	ビオラ
pensa	シンク
tarda	午後
poetes	詩人
passatgers	乗客
htm	htm
plat	ディッシュ
ibrahim	イブラヒム
alcohol	アルコール
song	歌曲
song	ソング
victoria	ビクトリア
victoria	ヴィクトリア
especialitzat	専門
configuració	セットアップ
configuració	設定
configuració	構成
configuració	設定
adoptat	養子
adoptat	採択
llop	ウルフ
llop	オオカミ
evidència	証拠
sydney	シドニー
doblada	吹き替え
explicació	説明
explicació	解説
globe	グローブ
xinesos	中国語
xinesos	中国人
derivat	デリバティブ
derivat	微分
lent	レンズ
lent	遅い
lent	スロー
anthony	アンソニー
adult	成人
adult	大人
directora	監督
directora	ディレクター
directora	取締役
manuscrit	原稿
manuscrit	写本
tretze	thirteen
vuitanta	eighty
ginebra	ジュネーブ
ginebra	ジュネーヴ
desconeguda	不明
estabilitat	安定
estabilitat	安定性
testimonis	証人
negativa	拒否
negativa	拒絶
kenya	ケニア
correspondència	対応
correspondència	通信
expulsat	退学
trama	プロット
afganistan	アフガニスタン
brasiler	ブラジル
dependències	単位
dependències	ユニット
dependències	依存性
dependències	依存
broadway	ブロードウェイ
immigrants	移民
jornada	day
jornada	一日
especialista	スペシャリスト
circulació	循環
síndrome	症候群
cronologia	年表
croada	十字軍
impressió	インプレッション
impressió	印刷
pagesos	百姓
pagesos	農民
ricardo	リカルド
russell	ラッセル
paisatges	景色
paisatges	風景
adams	アダムズ
adams	アダムス
atorgat	付与
instrucció	指示
instrucció	命令
damasc	ダマスカス
descendència	子孫
metges	医師
metges	医者
refugiats	難民
crema	焼き
crema	火傷
crema	やけど
crema	burn
crema	クリーム
pseudònim	偽名
tresor	宝物
tresor	財宝
assentaments	座席
lorena	ロレーヌ
medina	マディーナ
dipòsits	預金
exploració	探検
exploració	スキャン
generacions	世代
generacions	generations
heinrich	ハインリヒ
federico	フェデリコ
agulla	ニードル
probabilitat	確率
privilegis	特権
harmonia	ハーモニー
harmonia	調和
esquena	戻る
esquena	後ろ
esquena	背中
esquena	裏側
eliminació	除去
eliminació	撤去
eliminació	除去
astronomia	天文学
istanbul	イスタンブール
alabama	アラバマ
plural	複数
conte	コンテ
sobrenom	愛称
sobrenom	ニックネーム
pregunta	質問
pregunta	疑問
visites	訪問
clients	カスタマー
clients	クライアント
adaptat	適応
ramaderia	家畜
gènova	ジェノヴァ
dissenys	デザイン
caucas	コーカサス
nacionalisme	ナショナリズム
tailàndia	タイ
promesa	婚約
dita	dita
dita	ディタ
paràmetre	パラメータ
como	コモ
beta	ベータ
sri	sri
aventura	アドベンチャー
aventura	冒険
carib	カリブ
holanda	オランダ
transferència	移転
transferència	転送
transferència	乗り換え
transferència	譲渡
arguments	論証
arguments	引数
esquí	スキー
georg	ゲオルク
residents	住民
ombra	シャドー
ombra	シャドウ
virrei	総督
parcs	公園
renovació	リニューアル
multitud	群衆
multitud	群集
multitud	人混み
concedit	付与
pistes	トラック
preus	価格
christopher	クリストファー
racing	競走
racing	レース
racing	レーシング
muntatge	マウント
taques	斑点
derivada	デリバティブ
derivada	微分
crimea	クリミア半島
mercats	マーケット
externa	外部
consellers	カウンセラー
fischer	フィッシャー
moreno	モレノ
transmetre	転送
habitació	部屋
habitació	ルーム
dan	ダン
dan	dan
pour	注ぐ
triple	トリプル
extremadament	きわめて
extremadament	極めて
far	灯台
vinya	葡萄園
monestirs	修道院
monestirs	僧院
servidor	サーバ
servidor	サーバー
moore	ムーア
molècula	分子
dublín	ダブリン
llinatge	系統
bàsic	基本
bàsic	ベーシック
bàsic	basic
inspirat	インスパイア
mínima	最小限
específics	特定
col	キャベツ
col	col
hernández	エルナンデス
hernández	ヘルナンデス
visitants	ビジター
paraguai	パラグアイ
vela	ろうそく
vela	キャンドル
vela	蝋燭
vela	セーリング
balcó	バルコニー
vídeos	動画
talent	タレント
talent	才能
casament	ウェディング
casament	結婚式
toscana	トスカーナ
manel	マニュエル
manel	マヌエル
manuscrits	写本
luna	ルナ
venut	落札
anuals	年次
màlaga	マラガ
màlaga	マラガ
reputació	評判
semifinals	準決勝
rodatge	射撃
mides	サイズ
orgànica	有機
emilio	エミリオ
virtut	美徳
php	php
mexicà	メキシコ
mexicà	メキシカン
platges	ビーチ
ciutadà	市民
periòdic	新聞紙
periòdic	新聞
benefici	給付
benefici	利益
espectre	スペクトル
supervivència	サバイバル
inversió	投資
suggereix	提案
fenòmens	現象
fenòmens	フリーク
fenòmens	freaks
ciutadania	市民
positiu	陽性
positiu	ポジティブ
traçat	トレース
granja	農場
granja	ファーム
laura	ローラ
vegetal	野菜
habilitats	スキル
somni	ドリーム
somni	dream
golfes	屋根裏
polèmica	論争
trinitat	三位一体
trinitat	トリニダード
index	索引
index	インデックス
camerun	カメルーン
