сьєрра	сиера
запах	мирис
гострий	остро
гострий	шарп
гострий	остър
гострий	остра
гострий	остри
деніел	даниел
деніел	даниъл
конфігурації	настройка
циклів	цикли
робін	робин
закрити	затваряне
закрити	близко
закрити	близо
закрити	близки
експерт	експертно
експерт	експерт
гетто	гето
гетто	гетото
голуб	гълъб
голуб	гълъби
маркус	маркус
маркус	маркус
маркус	маркъс
монгольська	монголски
брюсселі	брюксел
мовний	езикови
пальці	пръстите
пальці	пръсти
явка	пиявица
явка	лийч
модулів	модули
модулів	модулите
плита	чинията
плита	чиния
плита	плоча
плита	печка
плита	печката
присягу	клетва
ініціатива	инициатива
саундтрек	саундтрак
робот	роботът
робот	робот
робот	робота
визначати	определят
переробити	регенериране
переробити	регенерира
агломерація	агломерация
цифра	цифра
обрати	избери
обрати	избор
обрати	изберете
сусіднього	съседни
фред	фред
зворотний	обръщане
зворотний	задна
зворотний	обратна
зворотний	обратен
зворотний	ретроградна
вузькі	тясно
вузькі	тясна
вузькі	тесни
вузькі	тесен
професорів	преподаватели
професорів	професорите
професорів	професори
лоуренс	лорънс
лоуренс	лоурънс
дощ	вали
дощ	рейн
дощ	дъжд
навігації	навигация
балет	балет
розпізнавання	удостоверяване
розпізнавання	автентичност
джин	джин
джин	жан
джин	джийн
джин	джийн
джин	ген
джин	джин
джин	гена
ліжок	леглата
ліжок	легла
проникає	течове
проникає	изтичане
взаємодію	взаимодействия
взаємодію	взаимодействията
оману	оман
маямі	маями
плакат	плакат
виставку	изложба
виставку	експонат
увійти	включване
увійти	вход
увійти	влизане
увійти	влезте
увійти	въвеждане
увійти	въведете
залишилось	оставащи
залишилось	оставащите
плату	хонорар
плату	такса
взяті	приложено
взяті	затворено
взяті	приложени
ранок	утро
ранок	сутрин
освітні	образователна
освітні	образователен
освітні	образователно
освітні	образователни
аллен	алън
презентації	представяне
презентації	презентация
презентації	презентации
спеціальностей	специалитети
отруєння	натравяне
отруєння	отравяне
вайт	бяла
вайт	бели
вайт	бял
вайт	бяло
вайт	уайт
штурму	нарушение
штурму	пробив
гвардія	гард
гвардія	пазач
овочі	зеленчуци
овочі	растителни
овочі	зеленчук
овочі	зеленчуци
неаполь	неапол
альє	алие
абсолютний	абсолютна
абсолютний	абсолютен
абсолютний	абсолютни
ахмед	ахмед
стажування	стаж
вимагати	иск
вимагати	твърдение
вимагати	претенция
плацдарм	предмостие
політично	политически
пагорб	хълм
пагорб	хил
пагорб	hill
горіння	горене
горіння	изгаряне
франциска	franziska
танкові	брониран
танкові	бронирана
рейси	полети
дром	дром
бін	бийн
корону	краун
корону	корона
корону	короната
росс	рос
реалізм	реализъм
темна	тъмна
темна	тъмно
темна	тъмен
ернест	ърнест
певне	конкретни
певне	специфично
певне	специфичен
певне	специфична
певне	специфични
канзас	канзас
нбу	нбу
ринків	пазарите
ринків	пазари
розробили	разработена
розробили	развит
розробили	разработени
розробили	разработен
розробили	развитите
розробили	развита
варіації	вариации
артиста	подвиг
майбутні	предстоящите
майбутні	предстоящи
майбутні	предстоящо
подорожей	пътува
подорожей	пътувания
подорожей	екскурзии
леві	ливай
леві	леви
леві	леви
консенсусу	консенсус
консенсусу	единодушие
заповнення	запълване
заповнення	пълнене
заповнення	пълнеж
заповнення	запълване
заповнення	напълни
допоможе	помага
загрожує	заплашва
русла	грубост
умань	уман
кваліфікація	квалификации
кваліфікація	квалификация
лініями	линии
лініями	реплики
лініями	редове
нікарагуа	никарагуа
митець	изпълнител
митець	художничка
митець	художник
митець	артист
митець	творец
алея	мола
алея	мол
алея	уличка
алея	алеята
алея	алея
змінної	променлива
змінної	променливи
змінної	променливо
змінної	променлив
початковій	елементарен
початковій	елементарно
початковій	елементарна
початковій	начално
космонавт	космонавт
космонавт	астронавт
вогні	светлини
обладнанням	хардуер
потенційно	потенциално
веслування	гребане
заколот	бунт
напій	пийте
напій	пий
напій	питие
боках	маркировка
боках	маркировки
боках	означения
сумніву	съмнението
сумніву	съмнения
сумніву	съмнение
александер	александър
мінор	незначителни
колегія	изборна
колегія	избирателна
кілометри	километри
кілометри	километра
кілометри	километри
оплати	заплащане
оплати	плащане
джонатан	джонатан
конкакаф	конкакаф
зруйнували	съсипана
зруйнували	съсипани
зруйнували	съсипан
безвісти	мия
безвісти	миа
ном	ном
товар	продукт
товар	продукти
товар	стока
невже	наистина
виділив	разпределени
виділив	разпределен
виділив	разпределено
гострі	остро
гострі	шарп
гострі	остър
гострі	остра
гострі	остри
сплави	сплав
сплави	сплави
дозвілля	отдих
франсіско	франциско
франсіско	франсиско
видала	издадена
видала	издаден
видала	емитирани
видала	издадени
видала	издадено
оае	оае
конкуренції	конкурентна
конкуренції	конкурентно
конкуренції	конкурентни
конкуренції	състезателен
повідомила	предупреден
повідомила	предупредени
проїзд	вози
проїзд	язди
проїзд	укриване
проїзд	проход
проїзд	преминаване
проїзд	пасаж
рококо	рококо
хотіла	издирван
хотіла	търсен
математична	математически
математична	математическа
математична	математика
факто	facto
живим	живи
живим	жива
живим	жив
бабуся	бабо
бабуся	баба
бабуся	бабо
бабуся	баба
навчальна	образователна
навчальна	образователен
навчальна	образователно
навчальна	образователни
сигізмунд	сигизмунд
кішки	котките
кішки	котки
кішки	калико
катастрофа	катастрофа
катастрофа	бедствието
катастрофа	бедствия
катастрофа	бедствие
ідеологія	идеология
тренто	тренто
різноманітність	разнообразие
різноманітність	многообразие
різноманітність	разнообразие
різноманітність	сорт
різноманітність	разновидност
