evans	evans
gomba	pilze
gomba	pilzen
gomba	pilze
gomba	pilzen
gomba	pilz
gomba	pilze
szavazott	gewählt
szavazott	gestimmt
szavazott	stimmte
szavazott	abgestimmt
nyelveken	programmiersprachen
nyelveken	fremdsprachen
nyelveken	sprachen
nyelveken	sprache
biztosítva	versicherten
biztosítva	versichert
biztosítva	versicherte
afganisztán	afghanistan
steiner	steiner
állítólagos	angeblich
állítólagos	vermeintlichen
állítólagos	behauptete
állítólagos	angebliche
állítólagos	angeblichen
szándéka	intention
szándéka	absicht
szándéka	absichten
szándéka	absicht
szándéka	vorsatz
genova	genua
genova	genova
világosabb	klarer
világosabb	deutlicher
világosabb	klarere
világosabb	leichter
világosabb	feuerzeug
elérés	reichweite
elérés	erreiche
elérés	reach
elérés	erreichen
visszafelé	rückwärts
visszafelé	rückwärts
ptolemaiosz	ptolemaios
cliff	klippe
cliff	felsen
cliff	klippen
cliff	cliff
memorial	memorial
memorial	gedenkstätte
memorial	denkmal
nicola	nicola
képviselt	repräsentierte
képviselt	vertreten
képviselt	repräsentiert
képviselt	vertrat
képviselt	vertretene
egyenletes	gleichmäßige
egyenletes	gleichmäßig
egyenletes	ruhig
egyenletes	beständig
egyenletes	gleichmäßig
egyenletes	steady
egyenletes	stetig
leveleket	buchstaben
leveleket	briefe
brecht	brecht
martínez	martínez
növényzet	pflanzen
növényzet	pflanzenwelt
növényzet	vegetation
julien	julien
antarktisz	antarktis
üzemeltetett	operiert
üzemeltetett	betrieben
hasonlított	glich
törzsi	tribal
törzsi	stammes
beavatkozás	eingriffe
beavatkozás	störungen
beavatkozás	einmischung
beavatkozás	störung
beavatkozás	interferenzen
beavatkozás	eingriffe
beavatkozás	interventionen
beavatkozás	intervention
tolkien	tolkien
karcsú	schmalen
karcsú	schlank
karcsú	slim
karcsú	schmal
karcsú	schlanke
karcsú	schlank
karcsú	schlanker
karcsú	schmal
karcsú	schlanke
tanít	lehre
tanít	unterricht
tanít	lehren
tanít	unterrichten
tanít	lehrt
tanít	unterrichtet
kétséges	bezweifeln
kétséges	zweifeln
kétséges	zweifel
kétséges	bezweifle
kétséges	zweifelhaft
kétséges	zweifelhaften
kétséges	zweifelhafte
kétséges	fraglich
kétséges	zweifelhafte
kétséges	bezweifeln
kétséges	zweifelhaft
kétséges	zweifel
dobó	bowler
dobó	kanne
dobó	pitcher
dobó	krug
dobó	pitching
technikák	techniken
színésznők	schauspielerinnen
átjáró	pforte
átjáró	portal
átjáró	tor
átjáró	pforte
átjáró	einfahrt
átjáró	zugang
átjáró	gateway
átjáró	durchgang
átjáró	überfahrt
átjáró	durchfahrt
átjáró	passage
leslie	leslie
pusztító	zerstörerische
pusztító	verheerend
pusztító	verheerende
pusztító	verheerenden
pusztító	zerstörer
bolygók	planeten
pearl	pearl
pearl	perlen
pearl	perle
erősíti	stärken
erősíti	stärkt
átdolgozott	überarbeitete
átdolgozott	überarbeitet
átdolgozott	revidiert
rétegek	schichten
rétegek	lagen
rétegek	layer
rétegek	ebenen
rétegek	schichten
álma	dream
álma	träume
álma	traum
álma	träumen
postás	postbote
postás	briefträger
essen	essen
találkozni	treffen
találkozni	kennenlernen
találkozni	erfüllen
találkozni	begegnen
romantika	romantisches
romantika	romantik
romantika	romanze
feldolgozó	verarbeiter
feldolgozó	prozessoren
feldolgozó	prozessor
elena	elena
elektron	elektron
elektron	elektronen
konferencián	konferenzraum
konferencián	konferenz
konferencián	konferenzen
telek	grundstück
telek	land
telek	grundstücke
sűrűsége	bevölkerungsdichte
sűrűsége	dichte
par	par
dôme	dôme
singer	sängerin
singer	singer
singer	sänger
lejárt	abgelaufen
lejárt	verstrichen
lejárt	abgelaufene
lejárt	abgelaufenen
anatómiai	anatomischen
zambia	sambia
leon	léon
leon	león
leon	leon
laosz	laos
verset	gedicht
casa	casa
vezetni	fahren
vezetni	antrieb
vezetni	laufwerk
vezetni	drive
rico	rico
haydn	haydn
felhasználás	verwendung
felhasználás	benutzen
felhasználás	nutzung
felhasználás	verwenden
felhasználás	gebrauch
felhasználás	verbrauch
felhasználás	konsum
felhasználás	verzehr
felhasználás	verbrauchs
korong	scheibe
korong	datenträger
korong	festplatte
korong	festplatten
korong	laufwerk
korong	puck
korong	scheibe
korong	disc
hűséges	treue
hűséges	loyal
hűséges	treu
hűséges	treuen
hűséges	treue
hűséges	gläubige
hűséges	treu
hűséges	gläubigen
hűséges	treuen
elektronikai	elektrotechnik
elektronikai	unterhaltungselektronik
elektronikai	elektronikindustrie
elektronikai	elektronik
elektronikai	elektrogeräte
venezuelai	venezolanischen
venezuelai	venezuela
kötőjel	gedankenstrich
kötőjel	bindestrich
kötőjel	trennzeichen
paradicsom	tomate
paradicsom	tomaten
paradicsom	tomate
paradicsom	tomaten
paradicsom	paradies
paradicsom	paradise
fenntartása	beibehalten
fenntartása	aufrechterhalten
fenntartása	pflegen
fenntartása	pflegen
álláspont	position
álláspont	stellung
fenyegető	bedrohlich
fenyegető	bedrohen
fenyegető	bedrohlich
fenyegető	drohen
fenyegető	drohung
fenyegető	bedroht
házigazda	gastgeber
házigazda	host
házigazda	gastgeberin
házigazda	rechner
házigazda	wirt
harmadszor	drittens
harmadszor	dritter
harmadszor	dritte
harmadszor	drittel
harmadszor	dritten
harmadszor	drittens
faktor	factor
faktor	faktor
federico	federico
növelése	zunahme
növelése	vergrößern
növelése	erhöhen
növelése	erhöhung
növelése	steigerung
samantha	samantha
emily	emily
hbo	hbo
szingapúr	singapur
giacomo	giacomo
hektáros	acre
hektáros	hektar
oszlopok	säulen
oszlopok	pfeiler
oszlopok	grundpfeiler
oszlopok	säule
oszlopok	stützen
oszlopok	spalten
oszlopok	säulen
oszlopok	spalte
oszlopok	stützen
martina	martina
darwin	darwin
domenico	domenico
küld	versendet
küld	verschickt
küld	sendet
küld	schickt
küld	schicken
küld	senden
küld	schicken
küld	senden
küld	schick
küld	versenden
küld	abschicken
doug	doug
lakók	anwohner
lakók	einwohner
lakók	bewohner
lakók	pächter
lakók	mieter
lakók	bewohner
lakók	insassen
republikánus	republikaner
republikánus	republikanischen
republikánus	republikanische
rosszindulatú	missbräuchliche
rosszindulatú	beleidigend
rosszindulatú	missbrauch
rosszindulatú	missbräuchlich
rosszindulatú	bösartige
rosszindulatú	bösartig
rosszindulatú	schädliche
rosszindulatú	bösartig
rosszindulatú	bösartige
rosszindulatú	bösartigen
rövidítések	kürzel
rövidítések	abkürzungen
rövidítések	abkürzungen
rövidítések	akronyme
arabok	arabern
arabok	araber
elemzés	analytik
elemzés	auswertung
elemzés	analyse
elemzés	analysen
tehetségét	talent
tehetségét	talente
veronika	veronika
nomád	nomaden
nomád	nomadischen
nomád	nomaden
nomád	nomad
járvány	ausbrechen
járvány	ausbruch
járvány	plage
járvány	seuche
járvány	pest
járvány	seuchen
járvány	pandemie
járvány	epidemie
járvány	seuche
kötni	stricken
kötni	strick
megfigyelő	beobachter
megfigyelő	beobachtern
megfigyelő	betrachter
megfigyelő	beobachterstatus
lille	lille
vicces	lustiges
vicces	lustige
vicces	witzig
vicces	komisch
vicces	lustig
vicces	witzig
vicces	lustig
hónapok	monate
hónapok	monaten
laurent	laurent
alkalmazza	beschäftigen
enged	lässt
gázok	gasen
gázok	gase
gázok	abgase
válás	scheiden
válás	scheidung
válás	scheidungen
chan	chan
másképpen	ansonsten
másképpen	anderenfalls
másképpen	sonst
másképpen	andernfalls
halászat	fischerei
halászat	fischerei
halászat	fischerei
halászat	fischen
halászat	fischfang
halászat	angeln
létrejövő	resultierende
évkönyv	jahrbuch
neill	neill
lánc	fesseln
lánc	ketten
lánc	kette
lánc	kette
lánc	hotelkette
lánc	chain
oxid	oxid
illetékes	kompetent
illetékes	zuständigen
illetékes	zuständige
illetékes	kompetente
illetékes	kompetenten
fortuna	fortuna
nielsen	nielsen
leeds	leeds
vega	vega
vega	vegan
befejeződött	abgeschlossen
befejeződött	fertiggestellt
befejeződött	beendet
boris	boris
fenyegeti	drohen
fenyegeti	droht
kliens	klienten
kliens	kunden
kliens	mandanten
kliens	kunde
kliens	auftraggeber
módosítani	ändern
módosítani	abändern
módosítani	verändern
módosítani	modifizieren
koalíció	bündnis
koalíció	koalition
tűzoltó	feuerwehrmann
tűzoltó	feuerwehr
tűzoltó	feuerwehrmann
szex	geschlecht
szex	geschlechtsverkehr
szex	sex
nagyobbak	größer
nagyobbak	grösser
nagyobbak	grössere
nagyobbak	größeren
nagyobbak	größere
nagyobbak	größer
nagyobbak	grössere
nagyobbak	grösser
nagyobbak	größere
utazók	reisende
utazók	reisenden
utazók	reisender
utazók	reisende
utazók	reisenden
utazók	reisender
utazók	reisende
utazók	reisenden
kőolaj	heizöl
kőolaj	erdöl
kőolaj	öle
kőolaj	öl
kőolaj	petroleum
kőolaj	erdöl
kőolaj	mineralöl
spin	spin
hallottam	gehört
hallottam	hörten
hallottam	hörte
hasonlóképpen	ebenso
hasonlóképpen	ebenfalls
hasonlóképpen	gleichfalls
hasonlóképpen	ähnlich
hálózatok	netzwerk
hálózatok	netze
hálózatok	netzwerke
hálózatok	netzwerken
krónikus	chronischen
krónikus	chronisch
krónikus	chronischer
krónikus	chronische
rajza	zeichnen
rajza	zeichnung
mónika	monica
mónika	monika
evolúciós	evolutionären
logikus	logisch
logikus	logische
logikus	schlüssig
logikus	logischen
utasítások	anleitung
utasítások	anweisungen
utasítások	instruktionen
utasítások	hinweise
utasítások	anleitungen
kertészeti	gartenbau
kertészeti	gartenarbeit
kertészeti	gartenbau
kertészeti	garten
jürgen	jürgen
jürgen	jurgen
vád	gebühren
vád	anklage
vád	abgaben
vád	staatsanwaltschaft
vád	strafverfolgung
vád	verfolgung
vád	anklage
vád	anklage
vád	vorwurf
vád	anschuldigung
végrehajtása	implementierung
végrehajtása	umsetzen
végrehajtása	implementieren
lábai	beine
lábai	beinen
ellenálló	resistent
ellenálló	beständig
ellenálló	widerstandsfähig
ellenálló	resistenten
ellenálló	widerstände
ellenálló	widerstand
ellenálló	resistenz
ellenálló	beständigkeit
ellenálló	widerstandsfähigkeit
lovagi	ritterschaft
lucy	lucy
liter	litre
liter	liter
liter	litern
liter	liter
liter	litern
liter	liter
műhelyek	werkstatt
műhelyek	workshops
műhelyek	werkstätten
műhelyek	seminare
dylan	dylan
derek	derek
suzuki	suzuki
camp	lager
camp	ferienlager
camp	camp
camp	campingplatz
camp	campingplätze
dublin	dublin
kontinensen	kontinent
britney	britney
eltávolítása	entfernen
eltávolítása	entfernt
eltávolítása	entfernen
eltávolítása	entferne
eltávolítása	umzug
eltávolítása	entfernung
eltávolítása	entfernen
eltávolítása	beseitigung
nyíló	blühende
nyíló	blüht
nyíló	blühen
országszerte	bundesweit
országszerte	landesweit
országszerte	landesweite
kritikát	kritikpunkte
kritikát	kritik
kritikát	kritisiert
kritikát	kritiken
kritikát	kritisieren
kritikát	kritik
kritikát	kritisieren
merőleges	senkrecht
nevezetesen	nämlich
kenyér	brot
kenyér	brötchen
sütő	backofen
sütő	ofen
sütő	herd
sütő	ofen
sütő	backofen
kinga	königs
kinga	king
kinga	könig
kinga	kinga
démon	dämon
démon	dämonen
karen	karen
vista	vista
tulajdon	grundstück
tulajdon	eigenschaft
tulajdon	immobilien
tulajdon	immobilie
tulajdon	eigentum
marokkói	marokkanischen
marokkói	marokkanische
marokkói	marokkanischer
zavarok	unruhen
zavarok	störungen
hódító	eroberer
hódító	erobern
hódító	eroberung
lábát	beine
lábát	beinen
lábát	bein
lábát	leg
amanda	amanda
cleveland	cleveland
folytatás	fortsetzen
folytatás	lebenslauf
folytatás	fortfahren
folytatás	fortführung
folytatás	weiterführung
folytatás	fortsetzung
folytatás	anhalten
folytatás	fortsetzung
folytatás	fortsetzung
folytatás	fortsetzen
folytatás	weiter
folytatás	weiterbildung
folytatás	weitermachen
folytatás	fortfahren
folytatás	fortsetzen
folytatás	weiter
folytatás	fortgesetzt
folytatás	weiter
folytatás	fortsetzung
folytatás	weiterhin
hittem	glaubten
hittem	glaubte
hittem	geglaubt
hittem	gedanken
hittem	gedanke
hittem	dachte
hittem	gedacht
fasiszta	faschistischen
fasiszta	faschistische
fasiszta	faschismus
fasiszta	faschisten
célokat	ziel
célokat	tore
célokat	ziele
célokat	zielsetzung
célokat	zielsetzungen
végrehajtani	hinrichten
végrehajtani	ausführen
végrehajtani	implementierung
végrehajtani	umsetzen
végrehajtani	implementieren
villamosok	straßenbahnen
villamosok	straßenbahn
gregory	gregory
gregory	gregor
dominikai	dominikanische
dominikai	dominikanischen
dominikai	dominica
kocka	geek
kocka	streber
kocka	cube
kocka	würfel
kocka	würfeln
kocka	nerd
kocka	streber
kocka	würfel
kocka	würfeln
örülök	vergnügen
örülök	freude
örülök	genuss
örülök	froh
tárgyalás	beitrittsverhandlungen
tárgyalás	verhandlung
tárgyalás	verhandlungen
tárgyalás	verhandeln
tárgyalás	testversion
tárgyalás	verhandlung
tárgyalás	prozess
befejezetlen	unvollendet
befejezetlen	blank
befejezetlen	unvollständige
befejezetlen	lückenhaft
befejezetlen	unvollständigen
befejezetlen	unvollständig
befejezetlen	unvollständiger
lemond	zurücktreten
optimális	optimal
optimális	optimalen
optimális	optimales
optimális	optimale
optimális	optimal
optimális	optimalen
optimális	optimales
optimális	optimum
optimális	optimale
februárban	february
februárban	februar
detroit	detroit
intézkedések	massnahmen
intézkedések	maßnahmen
intézkedések	handlungen
intézkedések	aktionen
intézkedések	maßnahmen
konfliktusok	konflikten
konfliktusok	auseinandersetzungen
konfliktusok	konflikt
konfliktusok	konflikte
konfliktusok	konflikten
konfliktusok	konflikte
konfliktusok	konflikt
szörny	monstern
szörny	ungeheuer
szörny	monster
adriai	adria
adriai	adriaküste
eindhoven	eindhoven
fehérje	proteinen
fehérje	protein
fehérje	eiweiß
fehérje	proteine
fehérje	proteinen
fehérje	proteine
fehérje	eiweiß
tárgyalja	erörtert
tárgyalja	diskutiert
eltérések	diskrepanzen
eltérések	abweichungen
eltérések	unstimmigkeiten
eltérések	unterschiede
eltérések	abweichungen
eltérések	differenzen
eltérések	unterschiede
vitákat	debatte
vitákat	aussprache
vitákat	verhandlungen
vitákat	diskussionen
vitákat	debatten
perzsák	perser
könyvtárak	bibliotheken
könyvtárak	bibliothek
könyvtárak	verzeichnissen
könyvtárak	verzeichnisse
ókor	antike
springer	springer
haut	haut
részecske	partikeln
részecske	partikel
részecske	teilchen
részecske	partikel
részecske	teilchen
elismerés	bestätigung
elismerés	anerkennung
elismerés	anerkennung
elismerés	würdigung
elismerés	wertschätzung
elismerés	aufwertung
elismerés	dankbarkeit
elismerés	erkennung
elismerés	anerkennung
szabályozó	regler
szabályozó	aufsichtsbehörde
szabályozó	regulierungsbehörde
molekula	molekulare
molekula	molekularen
molekula	molekularbiologie
molekula	moleküle
molekula	molekül
elegáns	elegant
elegáns	eleganten
elegáns	eleganz
elegáns	eleganter
elegáns	elegante
elegáns	chic
elegáns	schick
elegáns	schicke
cáceres	cáceres
cáceres	extremadura
vegas	vegas
everton	everton
donna	donna
abd	abd
bekezdés	absatz
bekezdés	ziffer
bekezdés	paragraphen
bekezdés	absätze
bekezdés	abschnitte
bekezdés	ziffern
nyilas	schütze
természetfeletti	übernatürliche
rocky	rocky
intelligencia	intelligenz
intelligencia	geheimdienst
intelligencia	nachrichtendienst
megfogalmazott	formulierten
megfogalmazott	formuliert
megfogalmazott	formulierte
fan	fächer
fan	lüfter
fan	ventilatoren
fan	fan
fan	gebläse
kellően	hinreichend
kellően	ausreichend
fogak	zähnen
fogak	zähne
fogak	zahn
épít	baut
vizsgálati	test
vizsgálati	testen
vizsgálati	prüfung
vizsgálati	test
vizsgálati	testen
vizsgálati	prüfung
vizsgálati	tests
éghajlati	klimatischen
éghajlati	klimatische
rákok	krabben
rákok	krebstiere
rákok	krabben
rákok	garnelen
vaszilij	wassili
fertőző	infektiöse
fertőző	ansteckend
fertőző	infektionskrankheiten
fertőző	ansteckende
fertőző	ansteckend
képregények	comics
képregények	comic
fertőzött	infiziert
fertőzött	infizierten
fertőzött	angesteckt
fertőzött	infizierte
fertőzött	verunreinigt
fertőzött	verschmutzt
fertőzött	kontaminiert
fertőzött	verseucht
css	css
blackburn	blackburn
mondatok	sätze
mondatok	phrasen
mondatok	ausdrücke
mondatok	sätze
mondatok	sätzen
aligha	kaum
naruto	naruto
brescia	brescia
baltimore	baltimore
ming	ming
kertek	gärten
kertek	gartenanlage
kertek	gartens
kertek	garten
kertek	parkanlagen
tizenhét	seventeen
tizenhét	siebzehn
zavart	verwechslung
zavart	verwirren
zavart	durcheinander
zavart	verwirrung
zavart	gestört
zavart	beunruhigt
zavart	verstört
zavart	verwirrt
zavart	verwirren
zavart	verwechselt
zavart	durcheinander
molekulák	molekülen
molekulák	moleküle
csillagászat	astronomie
csillagászat	astronomischen
jin	jin
technológiák	technologien
iratok	dokumenten
iratok	urkunden
iratok	dokumente
iratok	unterlagen
wimbledon	wimbledon
jesse	jesse
szebb	hübscher
szebb	schöner
szebb	schönere
szebb	netter
szebb	angenehmer
kedvezőtlen	ungünstigen
kedvezőtlen	ungünstig
kedvezőtlen	ungünstiger
kedvezőtlen	ungünstige
kedvezőtlen	negativ
kedvezőtlen	ungünstiger
kedvezőtlen	ungünstig
kedvezőtlen	ablehnend
kedvezőtlen	ungünstigen
kedvezőtlen	ungünstige
évtizedben	jahrzehnt
évtizedben	dekade
illő	einbau
illő	passend
politikailag	politisch
lovasság	kavallerie
tölteni	ausgeben
tölteni	verbringen
tölteni	verbringe
platón	plato
tőke	gerechtigkeit
tőke	eigenmittel
tőke	eigenkapital
tőke	aktien
tőke	equity
tőke	hauptstadt
tőke	kapital
csatolt	beigefügten
csatolt	angeschlossen
csatolt	beigefügt
csatolt	angehängt
csatolt	befestigt
csatolt	verbunden
steel	stahlindustrie
steel	stahl
hardcore	hardcore
hardcore	knallhart
kanári	kanaren
kanári	kanarischen
kanári	kanaren
kanári	kanarische
mason	maurer
mason	mason
case	case
case	rechtssache
case	fall
edwin	edwin
méhek	bienen
eklektikus	eklektischen
viva	viva
aux	aux
jeremy	jeremy
tárolt	gespeicherte
tárolt	gespeichert
tárolt	gelagert
tárolt	eingelagert
elengedhetetlen	unentbehrlich
elengedhetetlen	unabdingbar
elengedhetetlen	unverzichtbar
elengedhetetlen	unerlässlich
elengedhetetlen	wesentliche
elengedhetetlen	unentbehrlich
elengedhetetlen	wesentlichen
elengedhetetlen	wesentlich
termés	kulturen
termés	ackerbau
termés	ernte
termés	ernten
termés	ernte
termés	pflanze
termés	pflanzliche
termés	zuschneiden
termés	ernte
christie	christie
kertben	gartenanlage
kertben	garten
kertben	gartens
alfaj	unterart
alfaj	unterarten
fordulat	twist
fordulat	drehung
fordulat	verdrehen
fordulat	drehen
fordulat	wendung
akkumulátorok	akkumulatoren
akkumulátorok	akkus
akkumulátorok	akkus
akkumulátorok	akkumulatoren
akkumulátorok	batterien
jelzés	signal
jelzés	signalisieren
találkozás	treffen
találkozás	tagung
találkozás	besprechung
találkozás	sitzung
találkozás	begegnung
találkozás	begegnungen
találkozás	begegnen
műszerek	messgeräte
műszerek	instrumente
műszerek	messtechnik
műszerek	instrumente
műszerek	messgeräte
műszerek	instrumentierung
számítástechnikai	datenverarbeitung
számítástechnikai	informatik
számítástechnikai	computer
számítástechnikai	computing
fogoly	gefangener
fogoly	gefangene
fogoly	gefangenen
fogoly	gefangenschaft
fogoly	gefangen
fogoly	gefangenschaft
fogoly	gefangener
fogoly	gefangene
fogoly	gefangenen
fogoly	gefangen
kiszolgáló	webserver
kiszolgáló	bediener
kiszolgáló	server
líbiai	libyschen
líbiai	libyens
líbiai	libyen
kecske	ziegen
kecske	ziege
kecske	ziegen
kecske	ziege
hívők	gläubige
hívők	gläubig
hívők	gläubigen
freud	freud
antwerpen	antwerpen
programozás	programmplanung
programozás	programmieren
programozás	planung
programozás	programmiersprachen
programozás	programmierung
napoli	neapel
napoli	napoli
gondok	ärger
gondok	probleme
gondok	schwierigkeiten
gondok	probleme
gondok	problemen
huber	huber
etikai	ethik
etikai	ethischer
etikai	ethisch
etikai	ethischen
etikai	ethische
etikai	ethik
etikai	ethisch
etikai	ethischen
keringési	kreislauf
mccartney	mccartney
névmás	pronomen
zongorista	pianistin
zongorista	pianist
zongorista	pianisten
sötétség	finsternis
sötétség	dunkelheit
sötétség	dunkel
foster	fördern
foster	foster
búr	boer
búr	buren
rns	rna
enrique	enrique
festmények	gemälde
festmények	malerei
dom	dom
tartása	halten
tartása	behalten
ideológiai	ideologische
ideológiai	ideologie
ideológiai	ideologisch
ideológiai	ideologischen
duncan	duncan
amphibia	amphibia
hansen	hansen
guido	guido
fiat	fiat
ügyes	schlau
ügyes	clever
ügyes	klug
szegények	schlecht
szegények	arme
szegények	arm
szegények	armen
szegények	armer
berkeley	berkeley
hangzott	klang
végzetes	tödlich
végzetes	lebensgefahr
végzetes	tödliche
végzetes	tödlichen
végzetes	fatal
email	email
email	emailadresse
tüzérség	artillerie
megerősítve	bestätigte
megerősítve	bestätigt
megerősítve	jawohl
megerősítve	positive
megerősítve	positiv
megerősítve	bestätigung
megerősítve	bestätige
megerősítve	bestätigen
bűncselekmények	verstöße
bűncselekmények	straftaten
bűncselekmények	vergehen
bűncselekmények	verbrechen
bűncselekmények	straftat
bűncselekmények	straftaten
bűncselekmények	verbrechen
bűncselekmények	kriminalität
bűncselekmények	verbrechens
bűncselekmények	verbrechen
bűncselekmények	straftat
zoológus	zoologe
térképek	karten
térképek	stadtplan
térképek	maps
térképek	landkarten
térképek	landkarte
térképek	karten
térképek	graphiken
térképek	grafiken
térképek	charts
zeusz	zeus
curtis	curtis
lőszer	munition
lőszer	munition
phillips	phillips
jelentések	berichte
jelentések	berichterstattung
jelentések	meldung
jelentések	berichte
jelentések	reportagen
jelentések	meldungen
jelentések	berichten
zászlók	banner
zászlók	fahnen
zászlók	flagge
zászlók	fahnen
zászlók	flaggen
hangsúly	schwerpunkt
hangsúly	hervorhebung
hangsúly	betonung
megszálló	besetzen
rajzolt	gezeichnet
rajzolt	gezogen
rajzolt	zeichnete
rajzolt	drew
rajzolt	zog
megmutatta	zeigte
megmutatta	zeigten
elkészítése	vorbereitungen
elkészítése	aufbereitung
elkészítése	vorbereitung
elkészítése	zubereitung
főnix	phönix
főnix	phoenix
grey	grauen
grey	graue
grey	grey
grey	grau
michelangelo	michelangelo
forever	ewig
forever	forever
értelmezés	interpretation
értelmezés	dolmetschen
értelmezés	auslegung
értelmezés	auswertung
liu	liu
tisztek	beamte
tisztek	amtsträger
tisztek	offiziere
tisztek	polizisten
legkevésbé	least
legkevésbé	wenigsten
osztva	geteilte
osztva	aufgeteilt
osztva	geteilt
osztva	gespalten
érme	münzen
érme	münze
érme	münzen
érme	münze
antonius	antony
antonius	antonius
ötvenes	fünfziger
protokoll	protokoll
protokoll	protokolls
hallott	gehört
hallott	hörten
hallott	hörte
sajnálom	entschuldige
sajnálom	entschuldigung
sajnálom	leider
sajnálom	tschuldigung
sajnálom	sorry
sajnálom	leid
asztalos	schreiner
asztalos	zimmermann
asztalos	carpenter
asztalos	tischler
asztalos	tischlerei
mérési	vermessung
mérési	messen
mérési	vermessen
mérési	messgeräte
mérési	messung
névleges	bewertete
névleges	bewertet
névleges	nominale
névleges	nominal
névleges	nominalen
névleges	nennwert
névleges	nominalwert
elnöksége	präsidium
elnöksége	ratspräsidentschaft
elnöksége	vorsitz
elnöksége	präsidentschaft
szabályzat	regelungen
szabályzat	regeln
szabályzat	vorschriften
szabályzat	spielregeln
szabályzat	regelungen
szabályzat	bestimmungen
szabályzat	regeln
szabályzat	vorschriften
szabályzat	verordnungen
szabályzat	politik
szabályzat	richtlinien
fájlok	akten
fájlok	dateien
ardennes	ardennen
harag	ärger
harag	zorn
harag	wütend
harag	zornig
harag	wut
harag	zorn
harag	zornig
harag	wütend
harag	zorn
harag	wut
harag	rage
feliratok	untertitel
feliratok	untertiteln
morrison	morrison
hullámok	welle
hullámok	wellen
jogszabály	gesetze
jogszabály	recht
jogszabály	gesetz
jogszabály	rechtswissenschaften
jogszabály	rechtswissenschaft
jogszabály	gesetzgebung
jogszabály	gesetze
jogszabály	rechtsvorschriften
mérték	zinssatz
mérték	satz
mérték	steuersatz
mérték	gemessene
mérték	gemessen
mérték	maßnahme
mérték	messen
mérték	maß
mérték	massnahme
romlott	verdorben
romlott	verkommen
romlott	verschlechtert
romlott	verschlechterung
romlott	verschlechterten
romlott	verschlechterte
romlott	verdorben
romlott	verwöhnt
primitív	primitiv
primitív	primitive
primitív	primitiven
elvek	grundsätze
elvek	grundprinzipien
elvek	prinzipien
elvek	grundsätzen
tengerpart	meer
tengerpart	sandstrand
tengerpart	strände
tengerpart	strand
tengerpart	strände
tengerpart	buchten
tengerpart	küste
tengerpart	westküste
fogyaszt	verzehrt
fogyaszt	konsumiert
fogyaszt	verbraucht
műszer	instrument
műszer	urkunde
műszer	gerät
műszer	apparate
műszer	geräte
műszer	apparatur
villeneuve	villeneuve
üresen	leere
üresen	leeres
üresen	leerer
üresen	leer
üresen	leeren
üresen	leere
üresen	leeren
üresen	leer
üresen	blank
szervez	organisiert
szervez	organisieren
szervez	organisiert
izom	muskeln
izom	muskulatur
izom	muskel
izom	musculus
izom	muskeln
izom	muskulatur
bizonyított	bewies
bizonyított	erwiesen
bizonyított	bewiesen
bizonyított	bewährt
bizonyított	belegt
bizonyított	nachgewiesen
bizonyított	bewährte
bizonyított	bewiesen
bizonyított	bewährt
képzési	ausbildung
képzési	schulungen
képzési	weiterbildung
képzési	schulung
képzési	fortbildung
ismételt	wiederholen
ismételt	wiederholten
ismételt	wiederholte
ismételt	wiederholt
párbeszéd	dialoge
párbeszéd	dialog
veszett	tollwut
veszett	tollwut
líbia	libyschen
líbia	libyens
líbia	libyen
líbia	libyen
emlékezett	erinnerten
emlékezett	erinnerte
fázis	phase
hills	hügeln
hills	berge
hills	hügel
hills	hills
fedezett	erfaßt
fedezett	gedeckt
fedezett	abgedeckt
fedezett	bedeckt
fedezett	abgesichert
fedezett	gesicherten
fedezett	abgesicherten
gran	gran
zsoldos	söldner
rossini	rossini
kiegészítés	komplementär
kiegészítés	ergänzung
kiegészítés	ergänzen
kiegészítés	nachtrag
kiegészítés	ergänzen
kiegészítés	zuschlag
kiegészítés	ergänzung
kiegészítés	beilage
kiegészítés	aufpreis
kiegészítés	nachtrag
kiegészítés	ergänzung
kiegészítés	addendum
kiegészítés	zusatz
kiegészítés	nachtrag
kiegészítés	ergänzende
reggae	reggae
égő	brenner
égő	brenn
égő	brennen
égő	verbrennung
égő	burning
égő	verbrennen
címeket	titel
keverés	vermischung
keverés	mischung
keverés	vermischen
keverés	mischen
keverés	rühren
amsterdam	amsterdam
nigel	nigel
louvre	louvre
választható	optionale
választható	wahlweise
választható	fakultativ
választható	optional
választható	freiwillig
közvetett	mittelbar
közvetett	indirekt
közvetett	indirekte
közvetett	indirekter
közvetett	indirekten
közvetett	indizien
elme	verstand
elme	mind
elme	geist
sugárzott	abgestrahlte
büszke	stolzer
büszke	stolze
büszke	stolz
büszke	stolzen
mia	mia
orleans	orleans
orleans	orléans
dinoszaurusz	dinosaurier
xxx	xxx
kambodzsa	kambodscha
teljesíteni	erfüllen
yonne	yonne
kifejtett	drückte
kifejtett	ausgedrückt
bristol	bristol
gyümölcsök	obst
gyümölcsök	früchte
gyümölcsök	fruchtsaft
gyümölcsök	früchten
gyümölcsök	frucht
gyümölcsök	obst
gyümölcsök	früchte
gyümölcsök	früchten
gyümölcsök	frucht
gyárban	werk
gyárban	fabrik
bretagne	bretagne
moss	moos
moss	moss
énekelni	sing
énekelni	singt
énekelni	singen
énekelni	singe
énekelni	gesang
énekelni	gesungen
énekelni	singt
énekelni	singen
anders	anders
