剥奪	στέρηση
退屈	βαριέσαι
退屈	βαριέμαι
退屈	ανία
退屈	πλήξη
退屈	βαρεμάρα
ダーツ	βελάκια
ダーツ	βέλη
コンサドーレ	κονσαντόλε
シボレー	chevrolet
シフ	σιφ
けいこ	κέικο
ボギー	μπαμπούλα
酸性	όξινο
中庭	αυλή
中庭	προαύλιο
ウィークリー	εβδομαδιαία
ウィークリー	εβδομαδιαίες
ウィークリー	εβδομαδιαίο
ウィルス	ιού
ウィルス	ιός
ウィルス	ιό
ウィルス	ιοί
ウィルス	ιών
ウィルス	ιούς
アンジェラ	άντζελα
アンジェラ	angela
噴水	σιντριβάνι
噴水	συντριβάνι
噴水	σιντριβάνια
リムジン	λιμουζίνα
リムジン	λιμουζίνα
試練	δίκες
試練	δοκιμασίες
試練	δοκιμές
ガレージ	γκαράζ
コンドル	κόνδορα
苦しむ	υποφέρουν
苦しむ	υποφέρω
ヘルプ	βοηθεια
ヘルプ	βοήθεια
スーパーマン	σούπερμαν
スーパーマン	superman
レンガ	τούβλα
レンガ	τούβλο
レンガ	μπρικ
ブラント	μπράντ
ブラント	μπράντ
リベンジ	εκδίκηση
ミヒャエル	μιχαήλ
ミヒャエル	michael
ミヒャエル	μάικλ
投影	προβολή
未婚	ανύπαντρη
未婚	ανύπαντρος
イデオロギー	ιδεολογία
イデオロギー	ιδεολογίες
オルレアン	ορλεάνη
オルレアン	ορλεάνης
蘇生	ανάνηψη
蘇生	ανάνηψης
切腹	σεπούκου
わくわく	συναρπαστική
わくわく	συναρπαστικό
わくわく	συναρπαστικός
わくわく	συναρπαστικά
わくわく	ενθουσιασμένη
わくわく	ενθουσιασμένος
わくわく	ενθουσιασμένοι
予知	προαίσθημα
着信	εισερχόμενη
着信	εισερχόμενα
着信	εισερχόμενο
ベティ	μπέτι
ベティ	μπέτυ
ベティ	betty
サモア	σαμόα
サモア	σαμόα
パーマー	πάλμερ
ベーシック	βασικές
ベーシック	βασικός
ベーシック	βασική
ベーシック	βασικό
ベーシック	βασικού
切り札	τραμπ
包装	συσκευασίες
包装	συσκευασία
鉛筆	μολύβι
鉛筆	μολύβια
会計士	λογιστές
会計士	λογιστή
会計士	λογιστής
カーリング	κέρλινγκ
ヒート	ζέστη
ヒート	θερμότητα
ヒート	θέρμανση
ヒート	θερμότητας
東南	νοτιοανατολικά
東南	νοτιοανατολική
アウディ	audi
干拓	ανάκτηση
隣人	γείτονας
隣人	γείτονα
隣人	γειτόνισσα
隣人	γείτονας
隣人	γείτονα
隣人	γειτόνισσα
乱暴	τραχύ
エヴァ	ευα
エヴァ	εύα
エヴァ	eva
後悔	μετάνοια
後悔	μεταμέλεια
後悔	μετανιώνω
後悔	λύπη
後悔	τύψεις
催眠	ύπνωση
桜島	σακουρατζίμα
ハエ	πετάξει
ハエ	πέτα
ハエ	μύγα
ハエ	πέταξε
エセックス	έσσεξ
悪霊	δαίμονα
悪霊	δαίμονας
悪霊	δαίμονες
汚職	διαφθορά
必然	αναπόφευκτα
服飾	κοστούμι
服飾	στολή
ロケーション	τόπος
ロケーション	τοποθεσία
牛肉	βοδινό
牛肉	μοσχάρι
ジョンストン	τζόνστον
確執	βεντέτα
レジスタンス	αντοχή
レジスタンス	αντίστασης
レジスタンス	αντίσταση
レジスタンス	ανθεκτικότητα
胎児	έμβρυο
マーカス	marcus
マーカス	μάρκους
チャールストン	τσάρλεστον
由緒	ιστορία
由緒	ιστορια
由緒	ιστορικό
好奇心	περίεργοι
好奇心	περίεργος
好奇心	περιέργεια
好奇心	περίεργη
好奇心	περιέργεια
エドウィン	έντουιν
ニャー	νιάου
花粉	γύρη
サタン	σατανάς
サタン	σατανά
生態学	οικολογική
生態学	οικολογικό
生態学	οικολογικά
生態学	οικολογικές
生態学	οικολογία
サイクリング	ποδηλασία
サイクリング	ποδηλασία
フレックス	flex
ギミック	τέχνασμα
レゲエ	ρέγκε
フェーズ	φάση
フェーズ	φαση
タフ	σκληροί
タフ	σκληρός
タフ	σκληρό
タフ	σκληρή
スパイス	μπαχαρικά
スパイス	καρυκεύματα
スパイス	μπαχαρικά
ヘンダーソン	χέντερσον
ヘンダーソン	henderson
光沢	γυαλιστερό
トラウマ	τραύμα
親指	αντίχειρα
親指	αντίχειρες
フォロー	follow
フォロー	ακολούθησε
フォロー	ακολουθήστε
フォロー	ακολουθείστε
フォロー	ακολουθεί
粉末	αλεύρι
粉末	σκόνη
粉末	σκόνες
ジブラルタル	γιβραλτάρ
プレイボーイ	playboy
マーズ	αρη
マーズ	άρη
マーズ	μαρς
マーズ	αρης
マーズ	άρης
グレゴリー	γκρέγκορι
グレゴリー	γκρέγκορυ
セバスティアン	σεμπάστιαν
セバスティアン	σεμπαστιάν
ゴダール	γκοντάρ
台所	κουζίνες
台所	κουζίνα
ナシオナル	nacional
ドルトムント	dortmund
パウエル	πάουελ
ジョエル	τζόελ
リッチー	ρίτσι
リッチー	ρίτσι
楽屋	παρασκήνια
公道	αυτοκινητόδρομος
公道	λεωφόρος
公道	αυτοκινητόδρομο
峡谷	φαράγγι
峡谷	φαράγγι
救世主	σωτήρες
救世主	σωτήρας
救世主	σωτήρα
馬術	ιππασίας
書式	μορφη
書式	μορφή
書式	μορφότυπο
アレルギー	αλλεργία
アレルギー	αλλεργίας
ガードナー	γκάρντνερ
ガードナー	gardner
序文	πρόλογος
序文	πρόλογο
ヘッドライト	προβολείς
知覚	αντίληψη
知覚	αντιλαμβάνονται
クワ	μάλμπερι
脊椎動物	σπονδυλωτών
ブルズ	ταύρους
勇敢	γενναίο
勇敢	γενναία
勇敢	γενναίος
勇敢	γενναίοι
テンソル	τανυστής
ワンダフル	υπέροχος
ワンダフル	υπέροχη
ワンダフル	υπέροχα
ワンダフル	υπέροχο
モーメント	moments
モーメント	στιγμές
モーメント	στιγμή
農産物	καλλιέργειες
農産物	σοδειές
トムソン	τόμσον
リエージュ	λιέγη
洗練	επιτήδευση
レベッカ	ρεβέκκα
レベッカ	rebecca
レベッカ	ρεμπέκα
ガメラ	gamera
マルティネス	martinez
マルティネス	μαρτίνεζ
マルティネス	martínez
バクー	μπακού
わざと	επίτηδες
わざと	σκόπιμα
わざと	εσκεμμένα
レプリカ	αντίγραφο
レプリカ	αντίγραφα
ウィレム	willem
フーガ	φούγκα
キラキラ	λαμπερά
叙事詩	επική
叙事詩	επικό
注射	ενέσεις
注射	έγχυση
注射	ενέσιμο
注射	ένεση
ファックス	φαξ
平仮名	χιραγκάνα
無制限	απεριόριστες
無制限	απεριόριστη
無制限	απεριόριστο
無制限	απεριόριστα
博物学	φυσιοδίφης
ブレンド	μείγμα
パラマウント	paramount
クレーム	καταγγελίες
クレーム	παράπονα
クレーム	παράπονο
クレーム	καταγγελία
島民	νησιώτη
島民	νησιώτες
トウモロコシ	αραβόσιτο
トウモロコシ	καλαμπόκι
トウモロコシ	αραβοσίτου
トウモロコシ	αραβόσιτος
トウモロコシ	καλαμποκιού
トウモロコシ	καλαμπόκι
トウモロコシ	καλαμπόκια
ギネス	γκίνες
ギネス	γκουίνεθ
ミューズ	μούσα
景色	τοπίο
景色	σκηνικά
景色	τοπία
甲状腺	θυρεοειδή
甲状腺	θυρεοειδούς
因果	αιτιώδη
シューベルト	σούμπερτ
フロイド	φλόιντ
フェルディナンド	φέρντιναντ
オードリー	audrey
オードリー	όντρεϊ
ラインハルト	reinhard
ラインハルト	ράινχαρτ
硝酸	νιτρικά
硝酸	νιτρικό
図面	σχέδια
図面	ζωγραφιές
図面	σκίτσα
図面	ζωγραφιά
図面	κλήρωση
サバンナ	σαβάνα
レイラ	λέιλα
埋める	γεμίσει
埋める	συμπληρώστε
フィンガー	δάχτυλό
フィンガー	δάχτυλο
フィンガー	δάκτυλο
スターズ	άστρα
スターズ	αστέρια
スターズ	stars
スターズ	αστεράκια
康成	γιασουνάρι
同化	αφομοίωση
モロ	μόρο
チャリティ	φιλανθρωπική
チャリティ	φιλανθρωπία
かつら	περούκα
かつら	περούκες
リッキー	ρίκι
ストリング	χορδή
ウォレス	wallace
ウォレス	γουάλας
プロット	οικόπεδο
プロット	πλοκή
区切り	διάλειμμα
区切り	σπάσε
区切り	διακοπή
区切り	σπάσιμο
計器	μέσο
計器	όργανο
文官	πολίτης
ゲームセンター	arcade
クリケット	κρίκετ
ゆっくり	αργά
タオル	πετσέτα
タオル	πετσέτες
アリストテレス	αριστοτέλη
ハイドン	haydn
プレジデント	πρόεδρος
プレジデント	πρόεδρε
プレジデント	πρόεδρο
ディッシュ	πιάτο
方法論	μεθοδολογία
ビスタ	βίστα
ワンダー	αναρωτιέμαι
ワンダー	θαύμα
クッキー	μπισκότα
クッキー	μπισκότο
電極	ηλεκτροδίων
電極	ηλεκτρόδια
シギ	μπεκάτσα
瞑想	διαλογισμό
瞑想	διαλογισμό
ドーナツ	ντόνατ
ドーナツ	λουκουμάδες
ドーナツ	ντόνατ
ドーナツ	λουκουμάδες
ドーナツ	ντόνατ
ドーナツ	ντόνατ
ノズル	ακροφύσια
ノズル	ακροφύσιο
ナショナリズム	εθνικισμού
パイン	πάιν
パイン	πεύκο
正方形	τετράγωνο
正方形	πλατεία
正方形	τετράγωνα
テオドール	θίοντορ
テオドール	τεοντόρ
パスカル	πασκάλ
タンザニア	τανζανία
リザーブ	απόθεμα
リザーブ	ρεζέρβα
リザーブ	αποθεματικό
肥満	παχύσαρκοι
肥満	παχυσαρκία
エーテル	αιθέρα
モデリング	μόντελινγκ
モデリング	μοντελοποίηση
キャビン	καλύβα
キャビン	καμπίνα
ヘリウム	ήλιο
羽毛	φτερό
羽毛	πούπουλα
羽毛	φτερά
ハロウィン	απόκριες
ウッズ	γουντς
ウッズ	δάσος
フラグ	σημαία
フラグ	σημαίες
グリム	γκριμ
銀河系	γαλαξίας
銀河系	γαλαξία
策略	τέχνασμα
サプライズ	έκπληξη
フィナーレ	φινάλε
アニマル	ζώο
防水	αδιάβροχο
同定	αναγνώρισης
同定	αναγνώριση
同定	ταυτοποίηση
同定	ταυτότητα
チャーチ	τσερτς
チャーチ	εκκλησία
チャーチ	εκκλησια
開祖	ιδρυτής
開祖	ιδρυτή
ロッシ	ρόσι
マグネシウム	μαγνήσιο
共和制	δημοκρατια
共和制	δημοκρατία
共和制	δημοκρατίες
共和制	δημοκρατιών
仮装	κοστούμι
仮装	στολή
除名	αποβολή
除名	απέλαση
磁石	μαγνήτης
磁石	μαγνήτη
磁石	μαγνήτες
インストラクター	εκπαιδευτής
インストラクター	εκπαιδευτή
イノベーション	καινοτομίες
イノベーション	καινοτομίες
イノベーション	καινοτομίας
イノベーション	καινοτομία
窃盗	κλοπές
窃盗	κλοπές
窃盗	κλοπή
窃盗	κλεψιά
窃盗	κλοπή
窃盗	κλέψιμο
合図	σήματα
コンビネーション	συνδυασμός
コンビネーション	συνδυασμό
マーフィー	murphy
マーフィー	μέρφι
濃縮	συμπυκνωμένο
濃縮	εμπλουτισμένο
喋る	μιλάει
喋る	μιλήστε
喋る	μίλα
シャーリー	σίρλεϊ
ソフィー	sophie
ソフィー	σόφι
ソフィー	σοφί
いとこ	ξαδέρφια
いとこ	ξαδέλφια
いとこ	ξαδέρφη
いとこ	ξάδελφος
本屋	βιβλιοπώλη
本屋	βιβλιοπωλείο
本屋	βιβλιοπωλείο
シャロン	sharon
シャロン	σάρον
スリム	slim
スリム	σλιμ
前奏曲	πρελούδιο
ディスカバリー	ανακάλυψη
ドイル	doyle
ドイル	ντόιλ
パレルモ	παλέρμο
シャンプー	σαμπουάν
伐採	υλοτομία
フレア	φωτοβολίδα
フレア	φωτοβολίδες
四肢	άκρα
四肢	άκρα
思春期	εφηβεία
バリア	φράγμα
ロッテルダム	ρότερνταμ
ダイアモンド	διαμάντι
不快	άβολα
不快	άβολη
不快	άβολο
ピサ	πίζα
外傷	τραύμα
外傷	ζημία
外傷	τραυματισμός
外傷	ζημίας
外傷	κακώσεις
外傷	τραύμα
パレ	palais
パルプ	πολτό
パルプ	χαρτοπολτού
ヴェルサイユ	βερσαλλίες
エイドリアン	άντριαν
カイル	κάιλ
カイル	kyle
朝食	πρωϊνό
朝食	πρωινό
朝食	πρόγευμα
脂質	λιπιδίων
ミネアポリス	μινεάπολη
湖南省	χουνάν
ロート	roth
ロート	ροθ
式部	σικίμπου
コースター	σουβέρ
宗谷	σόγιας
化身	μετενσάρκωση
化身	ενσάρκωση
カルテット	κουαρτέτο
小文字	πεζά
ミック	μικ
同棲	συμβίωση
同棲	συμβίωσης
紫外線	υπεριώδες
アルカリ	αλκαλίων
散布	scatter
予告編	τροχόσπιτο
予告編	ρυμουλκούμενο
予告編	τρέιλερ
ロウ	λόου
シルク	μετάξι
シルク	μεταξωτό
シルク	μεταξωτά
モザンビーク	μοζαμβίκη
アフマド	αχμάντ
ユリア	τζούλια
ユリア	χούλια
ユリア	julia
ジプシー	τσιγγάνα
ジプシー	τσιγγάνα
ヴィンチ	βίντσι
ヴィンチ	vinci
トゥールーズ	τουλούζ
車いす	καροτσάκι
車いす	αναπηρική
マリーナ	μαρίνα
ロッジ	στοά
興味深い	ενδιαφέρουσα
興味深い	ενδιαφέρον
興味深い	ενδιαφέρων
興味深い	ενδιαφέροντα
フリーズ	ακίνητος
スパイラル	σπείρα
ラウル	ραούλ
ラウル	ραούλ
サハラ	σαχάρα
疑念	αμφίβολο
疑念	αμφιβολία
疑念	αμφιβολίες
アソシエーション	σύνδεσης
アソシエーション	ένωση
アソシエーション	association
バリトン	βαρύτονος
ギル	gil
ギル	γκιλ
アッバース	αμπάς
失望	απογοήτευση
租税	φορολογία
租税	φορολόγηση
租税	φορολογίας
租税	φόρου
租税	φόρος
オウム	παπαγάλος
オウム	παπαγάλο
廊下	διάδρομος
廊下	διάδρομος
廊下	διάδρομο
インターセプト	αναχαίτιση
コレクター	συλλέκτη
コレクター	συλλέκτης
カノ	κανό
カノ	kano
整形	μορφοποίησης
インパルス	παρόρμηση
トルーマン	τρούμαν
アイデンティティ	ταυτότητα
ヨーコ	γιόκο
ジェノヴァ	γένοβα
キツネ	φοξ
キツネ	fox
キツネ	αλεπού
キツネ	αλεπούδες
フォート	οχυρό
フォート	φορτ
フォート	fort
フォート	φρούριο
ハイジャック	αεροπειρατεία
ハイジャック	αεροπειρατεία
プロパガンダ	προπαγάνδα
ハーモニカ	φυσαρμόνικα
イージー	εύκολη
イージー	εύκολο
風邪	ψυχρή
風邪	κρύος
風邪	κρύο
風邪	κρύα
風邪	κρύωμα
風邪	κρυολόγημα
風邪	κρυολογήματα
ストレージ	αποθήκευση
ストレージ	αποθήκη
ストレージ	αποθήκευσης
シチュエーション	κατάσταση
シチュエーション	κατασταση
サンスクリット	σανσκριτικά
ティムール	τιμούρ
厳重	αυστηρός
厳重	αυστηρή
厳重	αυστηρά
厳重	αυστηρό
厳重	αυστηροί
青銅	χάλκινο
スルターン	σουλτάνος
貯蓄	αποταμιεύσεις
貯蓄	οικονομίες
貯蓄	εξοικονόμηση
貯蓄	αποταμίευση
キャラメル	καραμέλα
船尾	πρύμνη
船尾	στερν
冊子	φυλλάδιο
冊子	βιβλιάριο
いくらか	μερικές
いくらか	κάποια
いくらか	κάποιοι
いくらか	μερικοί
いくらか	μερικά
破門	αφόρισε
パラシュート	αλεξίπτωτο
アレイ	συστοιχίες
アレイ	συστοιχία
ツバメ	κατάπιε
ツバメ	καταπιεί
全裸	γυμνό
腎臓	νεφρό
腎臓	νεφρών
腎臓	νεφρά
ブレスト	brest
抑圧	καταπίεση
抑圧	καταστολή
覇権	ηγεμονία
タリン	ταλίν
ストラスブール	στρασβούργο
