retningen	dirección
vane	o
skizofreni	esquizofrenia
rate	de
rate	taxa
reparationer	reparar
bedrageri	fraude
impulser	pulo
udsyn	visibilidade
udsyn	visión
udsyn	vista
udsyn	vision
maskineri	maquinaria
maskineri	máquinas
stald	granxa
patron	bala
trend	tendencia
trend	coa
diagnose	diagnóstico
diagnose	diagnose
dear	querido
dear	querida
politimand	policía
lastet	cargada
influenza	gripe
sovende	durmindo
sovende	durme
sovende	dorme
sovende	durmido
sovende	adormeceu
sovende	durmir
sovende	durmindo
sovende	durmir
sovende	somníferos
protoner	protóns
introducere	presentarlles
introducere	á
introducere	presentar
introducere	ao
introducere	introducir
introducere	presente
abigail	abigail
hovedpine	cabeza
hovedpine	dor
noble	nobre
lommer	nos
lommer	petos
japanere	xaponés
japanere	xaponeses
familierne	familias
familierne	as
amterne	condados
kreativitet	a
kreativitet	creatividade
intellektuel	intelectual
inviterer	convídovos
inviterer	a
direct	directa
sanktioner	sancións
fatale	fatal
indeks	índice
nægte	negar
nægte	rexeitada
nægte	non
nægte	se
farmor	avoa
farmor	avoa
farmor	a
proceduren	procedemento
udvendigt	do
udvendigt	fóra
udvendigt	fora
skjuler	agochados
skjuler	escondida
skrivning	escribir
skrivning	a
skrivning	escribía
skrivning	facendo
skrivning	súas
skrivning	escrita
skrivning	escribe
retfærdig	xusto
retfærdig	feira
svinge	abaneo
svinge	xuntas
slanke	slim
destiny	destino
destiny	o
brunt	brown
brunt	marróns
brunt	marrón
brunt	claro
termer	termos
termer	funcionamento
termer	a
involvering	participación
involvering	implicación
app	aplicación
mystik	misterio
torsk	bacallau
torsk	bacallao
domenico	domenico
rustning	armadura
rustning	armadura
strejke	folga
strejke	ataque
strejke	¡
strejke	que
strejke	empece
eksperimentel	experimental
vaner	costumes
vaner	hábitos
vaner	hábito
vaner	costume
vaner	o
skygger	sombras
investering	investimento
gråt	gris
gråt	gris
gråt	é
patrulje	patrulla
bits	partes
bits	pezas
vedtægter	estatutos
latter	risos
latter	risas
terninger	dados
rivers	ríos
shore	costa
ansøgninger	aplicacións
ansøgninger	para
ledning	de
frokost	almorzo
frokost	xantar
frokost	o
frokost	comida
frokost	comer
kærlig	agarimosa
kunden	cliente
kunden	cliente
skoleelever	alumnos
skoleelever	alumnado
skoleelever	terceiro
samvittighed	consciencia
samvittighed	a
samvittighed	conciencia
samvittighed	da
virtuel	virtual
