小牛	vasika
悲痛	leina
悲痛	lein
頭腦	meel
頭腦	meele
頭腦	mõistus
頭腦	ajud
嚴肅	tõsised
嚴肅	tõsine
石膏	valatud
石膏	kipsist
石膏	kips
偏離	hälve
偏離	kõrvalekalle
笑話	nali
笑話	nalja
笑話	naljad
