மற்றும்	ve
பன்னிரண்டு	oniki
வாக்கு	oylar
வாக்கு	oylama
வாக்கு	oy
கிளப்	klüp
கிளப்	club
கிளப்	kulüp
கிளப்	kulübü
ஆவி	ghost
ஆவி	hayalet
ஆவி	ruh
ஆவி	candır
பெட்டிகள்	kutu
பெட்டிகள்	kutular
மெய்	doğru
மெய்	dogru
மெய்	true
மெய்	gerçek
ஹால்	salon
ஹால்	hall
ஹால்	salonu
எச்சரிக்கை	uyarı
எச்சரிக்கை	alarm
எச்சரிக்கை	uyarı
அரங்கு	tiyatro
தங்கப்	altınlar
தங்கப்	altın
தங்கப்	gold
தங்கப்	altin
விரல்	parmağı
விரல்	parmak
விரல்	parmağını
விரல்	parmakla
பூச்சிகள்	böcekler
பூச்சிகள்	böcekleri
பூச்சிகள்	böcek
ஜோ	joe
கலாச்சாரம்	kültürü
கலாச்சாரம்	kültür
மராத்தி	marathi
இறைவனின்	lord
இறைவனின்	rab
இறைவனின்	rabbim
கட்டுப்பாடுகள்	kısıtlama
கட்டுப்பாடுகள்	kısıtlamaları
கட்டுப்பாடுகள்	kısıtlamalar
கட்டுப்பாடுகள்	kontroller
கட்டுப்பாடுகள்	kontrolleri
முற்றுகை	kuşatma
மகாபாரதம்	mahabharata
தகவலை	bilgi
தகவலை	bilgileri
தகவலை	bilgiler
தகவலை	bilgi
தகவலை	bilgilendirme
தகவலை	bilgiler
பன்றி	domuz
விஸ்வநாதன்	viswanathan
அதிகரிக்க	artış
அதிகரிக்க	artırma
ஏற்க	kabul
ரோம்	rome
ரோம்	roma
ரோம்	rom
அட்டைகள்	kartlar
அட்டைகள்	kartları
அட்டைகள்	kart
நேரியல்	doğrusal
முக்கியமானது	önemlidir
முக்கியமானது	onemli
முக்கியமானது	önemli
படிப்பு	rota
படிப்பு	kurs
படிப்பு	çalış
படிப்பு	çalışma
தட்டச்சு	daktilo
தட்டச்சு	yazma
காப்பு	yedek
காப்பு	yedekleme
காப்பு	destek
காப்பு	bileklik
காப்பு	bilezik
போட்டு	koy
வசனம்	diyalog
வசனம்	ayet
வசனம்	dize
கற்கள்	taş
கற்கள்	taşlar
திறக்கப்பட்டது	açıldı
திறக்கப்பட்டது	açılan
திறக்கப்பட்டது	açtı
திறக்கப்பட்டது	açılmış
எழுத்துகள்	karakterler
எழுத்துகள்	karakterleri
எழுத்துகள்	karakter
ஏவுகணை	füze
நீராவி	buhar
சம்பந்தப்பட்ட	endişeli
சம்பந்தப்பட்ட	endişe
சம்பந்தப்பட்ட	kaygılı
காய்ச்சல்	ateşi
காய்ச்சல்	ateş
காய்ச்சல்	ates
காய்ச்சல்	grip
காய்ச்சல்	nezle
விட்டம்	çapı
ஆன்மீக	manevi
ஆன்மீக	ruhsal
ஆன்மீக	ruhani
எபிரேய	ibranice
மறைந்த	gizlenmiş
மறைந்த	saklı
மறைந்த	gizlendi
மறைந்த	gizli
நடிக்க	döküm
ஏர்லைன்ஸ்	havayolları
ஏர்லைன்ஸ்	airlines
ஏர்லைன்ஸ்	havayolu
அமர்ந்து	oturan
அமர்ந்து	oturuyorum
அமர்ந்து	oturup
அமர்ந்து	oturmak
அமர்ந்து	oturarak
அமர்ந்து	oturan
சமமான	eşittir
சமமான	eşit
சமமான	eşit
சமமான	eşittir
பட்டை	barlar
பட்டை	çubuklar
பட்டை	parmaklıklar
பட்டை	bar
பட்டை	çubuk
சடங்கு	tören
சடங்கு	ritüel
சடங்கு	ayin
குகை	mağarası
குகை	mağara
குறைக்கும்	azaltmak
நாற்பது	kırk
நாற்பது	forty
மண்டலங்கள்	bölgeler
மண்டலங்கள்	bölgeleri
மண்டலங்கள்	bölgeler
கோல்டன்	golden
கோல்டன்	altın
கோல்டன்	altin
அகமது	ahmed
அகமது	ahmet
குழாய்கள்	borular
நோயாளிகள்	hasta
நோயாளிகள்	hastalar
நோயாளிகள்	hastalara
போராளிகள்	savaşçılar
போராளிகள்	savaşçıları
நிகழ்கிறது	olur
நிகழ்கிறது	gerçekleşiyor
முழுவதுமாக	tamamiyle
முழுவதுமாக	tamamıyla
முழுவதுமாக	tamamen
கண்டுபிடிக்கப்பட்ட	keşfetmiş
கண்டுபிடிக்கப்பட்ட	keşfetti
கண்டுபிடிக்கப்பட்ட	keşfedildi
பழங்கால	antik
பழங்கால	antika
நேபாளம்	nepal
நேபாளம்	nepal
இடர்	risk
இடர்	riski
ஆடும்	dans
சூழ்நிலை	durum
உறவுகள்	ilişkiler
உறவுகள்	ilişkileri
உறவுகள்	ilişki
உறவுகள்	ilişkiler
உறவுகள்	ilişkileri
நிறுத்த	dur
கற்றுக்	öğretti
நிறுவி	yükleyici
நடுநிலை	tarafsız
கோபம்	öfke
கோபம்	kızgınlık
கோபம்	sinir
கோபம்	sinirli
கோபம்	öfkeli
கோபம்	kızgın
நுண்ணுயிர்	mikrobik
விழுந்து	düşme
விழுந்து	düşüş
விழுந்து	güz
விழுந்து	sonbahar
விழுந்து	düşmek
இறைவனை	lord
இறைவனை	rab
இறைவனை	rabbim
குழப்பம்	karışıklık
குழப்பம்	dağınıklık
குழப்பம்	pisliği
குழப்பம்	karışıklık
குழப்பம்	karmaşa
குழப்பம்	kargaşa
குழப்பம்	karıştı
குழப்பம்	karışık
குழப்பம்	şaşkın
குழப்பம்	ihtilaf
குழப்பம்	çekişme
குழப்பம்	anlaşmazlık
குழப்பம்	çatışma
குழப்பம்	çelişki
குழப்பம்	kaos
குழப்பம்	karmaşa
குழப்பம்	kargaşa
மூலக்கூறுகள்	moleküller
மூலக்கூறுகள்	molekül
துகள்	parçacık
தட்டு	plaka
தட்டு	levha
தட்டு	tabak
தட்டு	tepsi
திருமதி	mrs
துல்லியமான	doğru
துல்லியமான	isabetli
துல்லியமான	hassasiyeti
துல்லியமான	hassasiyet
துல்லியமான	hassas
துல்லியமான	kesinlik
நாயர்	nair
பூச்சி	böcek
பூச்சி	haşere
நிலைமை	durum
எட்டாவது	sekizinci
எட்டாவது	eighth
சிறுவர்கள்	oğlanlar
சிறுவர்கள்	gençler
சிறுவர்கள்	çocuklar
சிறுவர்கள்	cocuklar
சிறுவர்கள்	çocuklar
சிறுவர்கள்	cocuklar
ஒளியியல்	optik
புரதம்	protein
நாகரிகம்	medeniyet
நாகரிகம்	uygarlık
ஆரம்	yarıçap
பண்ணை	çiftlik
மேற்பரப்பு	yüzeyi
மேற்பரப்பு	yüzey
சாமுவேல்	samuel
பிடித்தது	favori
பிடித்தது	gözde
வீரன்	şampiyon
வீடுகளில்	evler
கையேடு	manuel
கையேடு	elle
கையேடு	kılavuz
கோதுமை	buğday
பதிப்புகள்	baskılar
பதிப்புகள்	sürümleri
வளர்ச்சியை	büyüme
வளர்ச்சியை	büyümek
மரியாதை	saygı
மரியாதை	saygılar
மரியாதை	saygi
விரிவாக்கம்	genişlet
விரிவாக்கம்	genişletmek
விரிவாக்கம்	uzatma
விரிவாக்கம்	eklenti
விரிவாக்கம்	dahili
பீட்டா	beta
வழிமுறை	step
வழிமுறை	basamak
வழிமுறை	adım
வழிமுறை	adımı
வழிமுறை	yöntemi
வழிமுறை	yöntem
வழிமுறை	kanal
வழிமுறை	kanalı
வழிமுறை	channel
விரும்பினார்	beğendi
விரும்பினார்	beğenilen
புரியும்	açıklayıcı
புரியும்	anlıyor
புரியும்	anla
புரியும்	anlamak
புரியும்	anlayın
கேரளம்	kerala
கால்நடை	sığır
கால்நடை	sığırlar
ரஷ்யா	rusya
தேங்காய்	hindistancevizi
லூயி	luiz
லூயி	louis
லூயி	louie
தெரியாத	bilinmiyor
தெரியாத	bilinmeyen
வேண்டுகோள்	talep
வேண்டுகோள்	istek
வேண்டுகோள்	rica
அணிந்து	giymek
அணிந்து	giyiyor
கேட்ட	duydum
கேட்ட	duyan
அபிவிருத்தி	kalkınma
அபிவிருத்தி	geliştirme
அபிவிருத்தி	gelişme
அபிவிருத்தி	gelişim
இடைக்கால	ortaçağ
பாதுகாக்க	koru
பாதுகாக்க	koruyun
பாதுகாக்க	korumak
பார்வையாளர்கள்	audience
பார்வையாளர்கள்	izleyici
பார்வையாளர்கள்	seyirci
பார்வையாளர்கள்	izleyicilerin
பார்வையாளர்கள்	görenler
பார்வையாளர்கள்	izleyiciler
பார்வையாளர்கள்	izleyenler
கண்காணிப்பு	takip
கண்காணிப்பு	izleme
கண்காணிப்பு	izlenmesi
கண்காணிப்பு	izleme
கண்காணிப்பு	gözlem
சக்கரம்	teker
சக்கரம்	çark
சக்கரம்	tekerlek
சக்கரம்	çakra
கோடுகள்	hatlar
கோடுகள்	satır
கோடுகள்	hatları
கோடுகள்	çizgiler
அனுமதிக்கிறது	sağlar
புராண	destansı
புராண	destan
எப்பொழுதும்	daima
எப்பொழுதும்	herzaman
எப்பொழுதும்	hep
வேதாந்த	vedanta
சிங்கம்	aslan
வேல்ஸ்	wales
வேல்ஸ்	galler
புறநகர்	banliyö
வழிகள்	tarif
வழிகள்	talimatlar
வழிகள்	yolları
வழிகள்	yollar
யானைகள்	filler
பாலிவுட்	bollywood
உறுதியாக	şiddetle
உறுதியாக	tabi
உறுதியாக	elbette
ஜாக்	jack
ஜாக்	vale
ஜாக்	zack
கண்டம்	kıta
பாதுகாப்பான	güvenlidir
பாதுகாப்பான	emniyetli
பாதுகாப்பான	güvenli
பாதுகாப்பான	kasa
பாதுகாப்பான	güvende
பாதுகாப்பான	güvenli
பாதுகாப்பான	güvende
கட்டம்	izgara
கட்டம்	şebeke
வாதம்	tartışma
அவதாரம்	avatar
தேயிலை	cay
தேயிலை	çay
அண்ணன்	annan
படைப்பு	yaratılış
படைப்பு	yaratma
படைப்பு	oluşturma
படைப்பு	yaratıcı
படைப்பு	kreatif
படைப்பு	yaratıcılık
துணி	tekstil
துணி	bez
துணி	kumaş
துணி	kumaş
துணி	tekstil
அவனுக்கு	onu
படப்பிடிப்பு	çekim
படப்பிடிப்பு	vuruyor
படப்பிடிப்பு	çekim
படப்பிடிப்பு	atış
சனி	cumartesi
சனி	oturdum
சனி	uydu
சனி	oturdu
மூங்கில்	bambu
விடை	cevap
விடை	yanıt
விடை	cevapla
தேவைகளை	ihtiyaç
தேவைகளை	ihtiyacı
தேவைகளை	ihtiyaçları
தேவைகளை	ihtiyaçlar
சார்ல்ஸ்	charles
நியாயமான	makul
நியாயமான	mantıklı
எட்வர்ட்	edward
தலித்	dalit
ஏதோ	birşeyler
ஏதோ	birşey
ராஜீவ்	rajiv
பிரீமியர்	gala
பிரீமியர்	galası
பிரீமியர்	başbakan
பிரீமியர்	premier
களஞ்சியம்	silo
கேள்விகள்	sorularınız
கேள்விகள்	soruları
கேள்விகள்	sorular
கேள்விகள்	soru
நல	refah
விளையாட்டரங்கம்	stadyumu
விளையாட்டரங்கம்	stadyum
எல்லைகள்	sınırlar
எல்லைகள்	sınırları
எல்லைகள்	sınırlar
எல்லைகள்	sınırları
எல்லைகள்	limit
கதிர்வீச்சு	radyasyon
அழைக்கப்பட்டார்	davetli
டோனி	tony
பனை	palm
பனை	palmiye
பனை	avuç
கண்ணகி	kannagi
சூறாவளி	hortum
சூறாவளி	kasırga
சூறாவளி	tayfun
சூறாவளி	kasırga
பிரகாஷ்	prakash
ஆனந்த்	anand
பிரிட்டன்	britanya
பெருங்கோவில்	katedral
பெருங்கோவில்	katedrali
நிலங்கள்	topraklar
நிலங்கள்	toprakları
பெல்	bel
பெல்	çan
பெல்	zil
பெல்	can
பெல்	bell
நிழல்	gölge
நிழல்	gölgeleri
நிழல்	gölgelerin
நிழல்	gölgeler
நிழல்	gölgelendirme
நிழல்	gölge
நிழல்	gölge
நாடார்	nadar
விருத்தி	kalkınma
விருத்தி	geliştirme
விருத்தி	gelişme
விருத்தி	gelişim
இதயம்	kalp
இதயம்	gönül
இதயம்	kalbi
இதயம்	yürek
விமர்சனங்கள்	değerlendirmeler
விமர்சனங்கள்	değerlendirme
விமர்சனங்கள்	yorumlar
விமர்சனங்கள்	değerlendirmeleri
விமர்சனங்கள்	eleştiri
விமர்சனங்கள்	eleştiriler
எங்கு	nereye
எங்கு	nerde
எங்கு	nere
எங்கு	nerede
இணைக்க	bağla
இணைக்க	bağlan
திட்டமிடல்	planlama
திட்டமிடல்	planlamak
தொகுத்தல்	düzenleme
தொகுத்தல்	montaj
தொகுத்தல்	kurgu
தொகுத்தல்	gruplama
வரவேற்பு	hoşgeldiniz
வரவேற்பு	hoşgeldiniz
வரவேற்பு	hoşgeldin
வரவேற்பு	karşılama
வரவேற்பு	resepsiyon
இராமன்	raman
மைக்	mike
பவர்	power
பவர்	güç
தரை	zemin
தரை	kat
தரை	zemin
இளவரசி	prenses
டெல்	tel
டெல்	dell
தொழில்கள்	işler
தொழில்கள்	görevler
தொழில்கள்	iş
கணவன்	kocası
கணவன்	kocacığım
கணவன்	koca
தேவன்	allahım
தேவன்	allah
தேவன்	tanrı
டத்தோ	dato
வாக்கெடுப்பு	anketler
வாக்கெடுப்பு	anket
வாக்கெடுப்பு	anketi
கோட்டைகள்	kaleler
உலோகங்கள்	metaller
உலோகங்கள்	metal
படுகொலைகள்	katliamı
படுகொலைகள்	katliam
யுனெஸ்கோ	unesco
சுவை	lezzet
சுவை	tat
சுவை	tadı
சுவை	lezzet
சுவை	lezzeti
எரிக்	eric
பீடம்	sunak
சேரும்	milan
சேரும்	milano
சேரும்	varış
சேரும்	istikamet
சேரும்	hedef
வெளிப்பாடு	ifade
வெளிப்பாடு	ifadesi
வெளிப்பாடு	deyim
வெள்ளம்	selin
வெள்ளம்	tufan
வெள்ளம்	sel
வெள்ளம்	sel
வெள்ளம்	seller
கல்லறை	mezar
கல்லறை	mezarlık
கல்லறை	mezarlıkta
கல்லறை	mezarlığı
கல்லறை	mezar
அத்தியாயம்	bölüm
அத்தியாயம்	bolum
அத்தியாயம்	bölüm
அத்தியாயம்	bolum
கல்வெட்டுகள்	yazıtlar
இணைந்தது	katılmış
இணைந்தது	katıldı
இணைந்தது	katıldım
இணைந்தது	katılan
மர	ahşap
மர	tahta
மீதமுள்ள	kaldı
மீதமுள்ள	kalan
கோள்கள்	gezegenleri
கோள்கள்	gezegenler
ஆவணம்	doc
ஆவணம்	doktor
ஆவணம்	belge
பேருந்துகள்	otobüsler
பேருந்துகள்	otobüs
ஏற்படுகின்றன	kasılma
மாதா	mata
இணைக்கப்பட்டது	bağlantılı
இணைக்கப்பட்டது	bağlı
இணைக்கப்பட்டது	bağlandı
இணைக்கப்பட்டது	bağlanmış
இணைக்கப்பட்டது	bağlantılı
இணைக்கப்பட்டது	bağlı
இணைக்கப்பட்டது	bağlandı
இணைக்கப்பட்டது	bağlanmış
ராப்	soy
ராப்	rob
கூட்டல்	ilave
கூட்டல்	ek
கூட்டல்	toplam
கூட்டல்	sum
கூட்டல்	toplamı
நினைவில்	hatırladım
நினைவில்	unutma
நினைவில்	hatırla
நினைவில்	unutmayın
கேட்கும்	soruyor
கேட்கும்	sorar
முடிச்சு	düğümü
முடிச்சு	düğüm
முடிச்சு	düğüm
கென்ட்	kent
தடம்	pist
தடம்	takip
நடத்தியது	yürütülen
ஐம்பது	elli
ஐம்பது	fifty
நீதிமன்றங்கள்	mahkeme
நீதிமன்றங்கள்	mahkemeler
ரப்பர்	kauçuk
ரப்பர்	lastik
வயதான	yaşlılık
வயதான	yaşlı
வயதான	yaşlılar
மகனும்	oğul
மகனும்	evlat
மகனும்	oğlum
கற்று	öğrenin
கற்று	öğren
கற்று	öğrenmek
மக்களாட்சி	demokrasi
பூங்காக்கள்	parklar
பூங்காக்கள்	parks
நிறுத்தம்	dur
ரோஜா	rose
ரோஜா	gülüm
ரோஜா	gül
ரோஜா	gülü
ரோஜா	roja
புகை	sigara
புகை	duman
புகை	sigara
சைவம்	vejetaryen
சைவம்	vejetaryen
சைவம்	vegan
பகல்	günışığı
நிலா	ay
நிலா	moon
சதவிகிதம்	yüzde
சதவிகிதம்	yüzdesi
சதவிகிதம்	yüzde
பெனடிக்ட்	benedict
நீச்சல்	yüzme
நீச்சல்	yüzmek
நீச்சல்	yüz
நீச்சல்	yüzme
நீச்சல்	yüzmek
ராதா	radha
பாடகி	şarkıcı
பாடகி	singer
சடங்குகள்	ayinler
சடங்குகள்	törenleri
கிறிஸ்து	isa
யுனைடெட்	birleşik
யுனைடெட்	birlik
யுனைடெட்	united
யுனைடெட்	birleşmiş
காலணி	ayakkabılar
காலணி	ayakkabı
கரும்பு	şekerkamışı
பதினான்கு	fourteen
சேர்க்கை	sendika
சேர்க்கை	birlik
சேர்க்கை	birliği
சேர்க்கை	combo
எழுச்சி	yüksel
எழுச்சி	kalkın
எழுச்சி	yükseliş
செயற்பாடு	etkinlik
செயற்பாடு	faaliyet
செயற்பாடு	aktivite
செயற்பாடு	hareketler
செயற்பாடு	aktiviteler
விளையாடி	oynuyor
விளையாடி	oynamak
படித்த	okuma
படித்த	okuyun
படித்த	oku
படித்த	okumak
படித்த	eğitimli
மாறிலி	sabit
கைப்பற்றிய	yakalanan
கைப்பற்றிய	yakalandı
கைப்பற்றிய	yakalanmış
ஒதுக்கீடு	ilişkilendirme
ஒதுக்கீடு	tahsis
கிளிநொச்சி	papağan
வாழை	muz
குழுவை	gurup
குழுவை	grup
குழுவை	grubu
அங்குலம்	santim
அங்குலம்	inç
அங்குலம்	cm
அங்குலம்	santim
அங்குலம்	inç
பேசி	telefon
இறைச்சி	et
ஏரிகள்	göller
அணுகுமுறை	yaklaşım
அணுகுமுறை	yaklaş
காரணி	etken
காரணி	faktör
காரணி	faktörü
நிலவு	ay
நிலவு	moon
உட்புற	içişleri
உட்புற	iç
உலோகம்	metal
உலோகம்	metaller
உலோகம்	metal
விதை	tohum
விதை	tohumları
விதை	tohum
விதை	tohumlar
ஊடகம்	medya
ஊடகம்	basın
ஊடகம்	basında
ஊடகம்	ortam
மெக்சிகோ	meksika
அமெரிக்கர்	amerikalı
அமெரிக்கர்	amerikan
அமெரிக்கர்	american
அமெரிக்கர்	amerikalılar
இப்னு	ibn
அறிக்கைகள்	raporları
அறிக்கைகள்	raporlar
வெற்றியை	başarılar
வெற்றியை	başarılı
வெற்றியை	başarı
நாளிதழ்	gazete
ஹாலிவுட்	hollywood
மெல்ல	yavaş
மெல்ல	yavaşça
பிறந்தது	doğan
பிறந்தது	doğuştan
பிறந்தது	doğdu
பிறந்தது	doğmuş
பிறந்தது	doğdum
பதினாறு	sixteen
சகோதரன்	kardeş
சகோதரன்	kardeşim
சகோதரன்	birader
சகோதரன்	kardes
சகோதரன்	abi
கடை	shop
கடை	alışveriş
கடை	dükkan
கடை	mağaza
கடை	mağazası
கடை	mağazadan
கடை	dükkan
கடை	store
கடை	mağaza
தெளிவு	açık
தெளிவு	net
தெளிவு	temizle
தெளிவு	temiz
தெளிவு	berrak
தெளிவு	açıklık
கணினிகள்	bilgisayar
கணினிகள்	bilgisayarlar
வேர்	root
வேர்	kök
பிரான்சிஸ்	francis
வெளியீடுகள்	bültenleri
ஊழியர்கள்	kadro
ஊழியர்கள்	çalışanlar
ஊழியர்கள்	asa
ஊழியர்கள்	personel
சக்கர	teker
சக்கர	çark
சக்கர	tekerlek
வாட்	watt
சுவிஸ்	isviçreli
பேட்மேன்	batman
பேட்மேன்	yarasa
மூடிய	kapalı
மூடிய	kapatılmış
மூடிய	kapatıldı
மூடிய	kapali
மூடிய	kapandı
ஆட்டோ	auto
ஆட்டோ	otomobil
ஆட்டோ	otomatik
ஆட்டோ	oto
வெளியேறும்	çık
வெளியேறும்	çıkışı
வெளியேறும்	çıkış
ஸ்டீபன்	stephen
ஸ்டீபன்	stefan
ஜான்சன்	johnson
கட்டுமான	inşaat
போஸ்	bose
போஸ்	pozu
போஸ்	poz
இன்பம்	zevk
ஒன்பதாவது	dokuzu
ஒன்பதாவது	dokuz
ஒன்பதாவது	dokuzuncu
ஒன்பதாவது	ninth
டெய்லர்	taylor
புனைவு	roman
புனைவு	kurgusal
புனைவு	kurgu
கன்னி	başak
மரபுகள்	gelenekleri
மரபுகள்	gelenek
மரபுகள்	gelenekler
நடுவர்	hakem
நெறிமுறைகள்	kriterleri
டாட்டா	tata
விவசாயிகள்	çiftçiler
விவசாயிகள்	çiftçi
விவசாயிகள்	çiftçilerin
சாதனம்	cihaz
சாதனம்	aygıt
மின்னணுவியல்	elektronik
மேற்கோள்கள்	uydu
மேற்கோள்கள்	alıntı
மேற்கோள்கள்	tırnak
மேற்கோள்கள்	tırnaklar
மேற்கோள்கள்	alıntılar
மேற்கோள்கள்	sözler
மேற்கோள்கள்	örnekleri
மேற்கோள்கள்	örnekler
மேற்கோள்கள்	alıntılar
வெளிப்படையாக	anlaşılan
பாக்	pak
தெருவில்	sokak
தெருவில்	cadde
தெருவில்	street
உயிருடன்	hayatta
உயிருடன்	canlı
பெண்ணை	kız
பெண்ணை	girl
பெண்ணை	kızım
பெண்ணை	kiz
ஓடி	akış
ஓடி	akışı
ஓடி	akar
ஸ்மித்	demirci
ஸ்மித்	smith
மேஜர்	major
மேஜர்	binbaşı
ஊட்டச்சத்து	beslenme
ஊட்டச்சத்து	besin
தண்டு	kordon
அறைகள்	odalar
அறைகள்	odaları
அறைகள்	oda
எண்ணை	rakam
எண்ணை	numara
எண்ணை	numarası
எண்ணை	sayı
இருவருக்கும்	ikisi
இருவருக்கும்	darısı
இருவருக்கும்	ikiside
பிரான்சிய	académie
உரிமையாளர்	sahibi
உரிமையாளர்	sahibinden
சேதம்	zarar
சேதம்	hasar
கவுண்டர்	tezgah
கவுண்டர்	karşı
விரும்பிய	tercih
ஜோடி	çifti
ஜோடி	çift
ஜோடி	çifti
ஜோடி	çift
மந்திரம்	mantra
தயாரிப்பாளர்கள்	yapımcılar
தா	tha
ராஜஸ்தான்	rajasthan
ரகுமான்	rahman
அவசர	acil
கரை	sınır
நாயகன்	kahramanlık
நாயகன்	hero
நாயகன்	kahraman
நாயகன்	yiğit
நாயகன்	insan
நாயகன்	man
நாயகன்	erkek
நாயகன்	adam
நாயகன்	adamım
காப்பகம்	arşivi
காப்பகம்	arşiv
அடர்ந்த	yoğun
படைத்த	yaratılmış
படைத்த	oluşturuldu
படைத்த	yaratıldı
படைத்த	yarattı
படைத்த	oluşturulan
அருங்காட்சியகங்கள்	müzeler
சிவா	shiva
சிவா	siva
குடி	içki
குடி	içme
குடி	içiyor
குடி	içmek
குடி	içki
குடி	içecek
குடி	iç
வாழ்த்துக்கள்	kutlarım
வாழ்த்துக்கள்	tebrikler
வாழ்த்துக்கள்	selamlar
வாழ்த்துக்கள்	tebrikler
பாடலாசிரியர்	besteci
பாடலாசிரியர்	düzenleyici
இனிய	mutluluklar
இனிய	mutlu
இனிய	happy
குளோரின்	klor
பெல்ஜியம்	belçika
மெட்ரிக்	ölçüm
மெட்ரிக்	metrik
துருக்கிய	türk
துருக்கிய	türkçe
நெப்போலியன்	napolyon
நெப்போலியன்	napoleon
ஆயுதம்	silahları
ஆயுதம்	silah
ஆயுதம்	silahlar
ஆயுதம்	silah
ஆயுதம்	cephane
ஆயுதம்	mühimmat
குறுக்கே	karşısı
குறுக்கே	karşıya
குறுக்கே	karşısında
தங்களுக்கு	kendileri
மசூதி	cami
மசூதி	camii
வழிகாட்டி	sihirbazı
வழிகாட்டி	büyücü
வழிகாட்டி	sihirbaz
வழிகாட்டி	rehberlik
வழிகாட்டி	rehberi
வழிகாட்டி	kılavuzu
வழிகாட்டி	rehber
வழிகாட்டி	kılavuz
பங்களிக்க	katkıda
குடியேற்றம்	göçmen
குடியேற்றம்	göçmenlik
குடியேற்றம்	göç
பிலிப்	phillip
பிலிப்	philip
பிலிப்	filip
பர்மா	burma
பாபு	babu
நெருக்கமான	mahrem
நெருக்கமான	samimi
தேவையற்ற	istenmeyen
தேவையற்ற	gereksiz
திறனாய்வு	eleştiri
திறனாய்வு	eleştiriler
தீர்க்க	çöz
தீர்க்க	çözmek
சேர்க்கும்	ekler
சேர்க்கும்	ekleme
சேர்க்கும்	ekliyor
பலகை	kurulu
பலகை	kurul
பலகை	tahta
தணிக்கை	sansür
வளைவு	eğri
வளைவு	eğrisi
வளைவு	eğrilik
யூதர்கள்	yahudiler
யூதர்கள்	yahudi
யூதர்கள்	yahudileri
யூதர்கள்	yahudilere
வளைகுடா	körfez
வளைகுடா	koyu
வளைகுடா	körfez
வளைகுடா	defne
வளைகுடா	bay
மெய்நிகர்	sanal
கிரிக்	crick
மோதல்	çarpışma
உள்ளீடு	akış
உள்ளீடு	kaynağı
உள்ளீடு	yem
உள்ளீடு	besleme
உள்ளீடு	giriş
உள்ளீடு	girdi
உள்ளீடு	giriş
உள்ளீடு	girdi
தெய்வங்கள்	tanrılar
ஊதா	mor
ஊதா	menekşe
ஊதா	violet
புயல்	hortum
புயல்	kasırga
புயல்	fırtınalar
புயல்	fırtına
புயல்	storm
நினைத்து	düşünerek
நினைத்து	düşünmek
நினைத்து	düşünme
நினைத்து	düşünüyorum
நினைத்து	düşünce
அக்கறை	şefkatli
கூறு	modül
கூறு	modülü
கூடைப்பந்து	basketbol
கூடைப்பந்து	basket
விதைகள்	tohumları
விதைகள்	tohum
விதைகள்	tohumlar
மாசு	kirlenmiş
மாசு	kirliliği
மாசு	kirlilik
வரவு	varış
வரவு	geliş
வரவு	gelişi
முப்பது	otuz
முப்பது	thirty
புத்தரின்	buda
புத்தரின்	buddha
சரக்கு	kargo
சரக்கு	envanter
சரக்கு	sayım
சரக்கு	stok
சரக்கு	kargo
சரக்கு	yük
சரக்கு	nakliye
இயல்பாக	normal
வைரஸ்	virüs
வைரஸ்	virüsten
பான்	bonn
பான்	tava
பான்	pan
பரப்புரை	kulis
பரப்புரை	propaganda
டேனியல்	daniel
ஜோன்ஸ்	jones
தீங்கு	kötülük
தீங்கு	kötü
தீங்கு	şeytan
தீங்கு	evil
தீங்கு	şer
தீங்கு	sakatlama
தீங்கு	zarar
பலன்	fayda
பலன்	sonuç
கோழி	kümes
கோழி	tavuk
கோழி	piliç
சக்தியை	power
சக்தியை	güç
எல்லோரும்	herkese
எல்லோரும்	herkes
எல்லோரும்	herkez
எல்லோரும்	ahali
எல்லோரும்	millet
எல்லோரும்	herkeze
எல்லோரும்	herkese
எல்லோரும்	herkes
எல்லோரும்	herkez
பயணத்தை	yolculuk
பயணத்தை	seyahat
வாரங்கள்	hafta
வாரங்கள்	haftalar
வாரங்கள்	haftalarca
தொழிற்சாலைகள்	fabrikalar
அளவீடு	ölçüm
அளவீடு	ölçme
அளவீடு	ölçü
மென்மையான	yumuşak
மென்மையான	yufka
பகதூர்	bahadur
மூவர்	üçlü
சமம்	eşittir
சமம்	eşit
நிலவியல்	jeoloji
குடியுரிமை	vatandaşlık
விருந்து	parti
விருந்து	party
ரைட்	wright
உருவாக்குதல்	yapmak
உருவாக்குதல்	yaratılış
உருவாக்குதல்	yaratma
உருவாக்குதல்	oluşturma
மாநாடுகள்	konferans
மாநாடுகள்	konferanslar
கட்டாய	zorunlu
கட்டாய	mecburi
கட்டாய	zorunlu
கட்டாய	mecburi
வரைகலை	grafik
ஸ்டுடியோ	stüdyo
ஸ்டுடியோ	studio
ஸ்டுடியோ	stüdyosu
குற்றவியல்	suç
குற்றவியல்	suçlu
கட்டப்பட்டுள்ளது	inşa
வரைபடங்கள்	harita
வரைபடங்கள்	haritalar
வரைபடங்கள்	haritaları
ஆன்லைன்	çevrimiçi
ஆன்லைன்	internette
ஆன்லைன்	online
தொழிற்துறை	sektör
தொழிற்துறை	endüstri
தொழிற்துறை	sanayii
தொழிற்துறை	sanayi
அப்பா	baba
அப்பா	baba
அப்பா	babacığım
அப்பா	baba
முற்போக்கு	yenilikçi
முற்போக்கு	ilerici
தாக்க	gecikme
சீனம்	çinliler
சீனம்	çinli
சீனம்	çince
கோலா	koala
கோலா	cola
கோலா	kola
வெண்	venn
