bagdad	bagdad
doutores	doctorilor
doutores	medici
cambiando	schimbarea
jazz	jazz
tocamos	joaca
tocamos	joaca
bendición	binecuvantare
bendición	binecuvantarea
finanzas	finante
finanzas	finantare
finanzas	finante
finanzas	finante
incribles	uimitor
incribles	uimitoare
incribles	uluitor
incribles	incredibil
má	rau
má	bad
má	rau
má	rea
hans	hans
inspiración	inspiratie
inspiración	inspiratie
gráfica	grafic
gráfica	graficul
gráfica	diagrama
gráfica	grafic
estudamos	studiaza
estudamos	studii
estudamos	studiul
estudamos	studiu
sabia	stia
sabia	stiut
sabia	stiam
sabia	intelept
ministerio	ministerul
ministerio	ministerului
ministerio	minister
ministerio	oficiu
ministerio	biroul
ministerio	oficiul
ministerio	birou
noventa	ninety
noventa	nouazeci
ollade	uite
pensaría	gandeste
pensaría	ganditi
nostalxia	nostalgie
nostalxia	nostalgia
existía	acolo
seguise	inca
seguise	inca
seguise	tot
seguise	lasa
seguise	ia
seguise	luati
vendía	vandut
vendía	vandute
vendía	vanduta
vendía	vandut
decatámonos	realizat
poemas	poezii
poemas	poemele
poemas	poeziile
poemas	poeme
sos	singura
sos	singur
sos	singuri
sos	proprie
sos	proprii
collelo	ia
collelo	luati
collede	ia
collede	luati
coñecedes	stiu
coñecedes	don
adoitan	au
adoitan	ei
adoitan	ele
ducias	zeci
ducias	duzini
ensaios	incercari
ensaios	procese
supremo	supreme
supremo	suprema
supremo	suprema
supremo	suprem
táboa	tabelul
táboa	masa
táboa	masa
táboa	tabel
táboa	falit
errada	gresit
errada	gresit
madrugada	dimineata
madrugada	dimineata
madrugada	neatza
illamento	izolare
illamento	izolarea
baratos	zgarcit
baratos	ieftin
baratos	ieftina
baratos	ieftine
aparellos	aparate
aparellos	dispozitive
corporal	body
corporal	organism
corporal	corp
corporal	corpul
corporal	trup
negociacións	negocieri
negociacións	negocierile
competición	competitie
competición	concurs
competición	concurenta
competición	concurenta
fainos	face
tenden	tind
posicións	pozitii
posicións	pozitii
posicións	pozitiile
aplicar	aplica
aplicar	aplica
positiva	pozitiv
positiva	pozitiva
positiva	pozitive
sufrín	suferit
harvard	harvard
seriamente	seriozitate
seriamente	serios
pides	ai
pides	te
pides	tu
ecuación	ecuatie
axudas	ajutor
axudas	ajuta
típica	tipic
típica	tipice
deixara	avea
deixara	avut
deixara	stang
deixara	stanga
deixara	stanga
deixara	stinga
deixara	lasa
rematan	sfarsit
rematan	sfarsit
rematan	final
amarelos	galben
amarelos	galbena
xenocidio	genocidul
xenocidio	genocid
racial	rasiala
racial	rasial
racial	rasiale
racial	rasa
racial	cursa
racial	rasa
racial	race
racial	cursa
racial	rasial
sinxelos	simplu
sinxelos	simple
sinxelos	simpla
nixeria	nigeria
casco	casca
casco	casca
refiro	ce
refiro	medie
africana	africani
africana	africana
africana	africane
africana	african
paisaxes	peisajele
paisaxes	peisaje
imitar	imita
imitar	imita
recoñeceu	recunoscute
recoñeceu	recunoscut
recoñeceu	recunoscuta
sábese	oricare
sábese	orice
fragmentos	fragmente
atrapar	catch
atrapar	prinde
atrapar	captura
atrapar	captura
morrían	murit
morrían	au
morrían	ei
morrían	ele
existente	existent
existente	existenta
existente	existand
existente	existente
electrónica	electronice
electrónica	electronica
electrónica	electronic
eficacia	eficacitate
eficacia	eficacitatea
eficacia	randament
eficacia	eficienta
eficacia	eficienta
eficacia	eficienta
debuxar	remiza
debuxar	deseneaza
debuxar	desenul
debuxar	desen
debuxar	desenez
desesperada	disperat
desesperada	disperata
desesperada	fiule
desesperada	fiul
desesperada	fiu
balea	balena
balea	balena
nathaniel	nathaniel
tráxico	tragica
tráxico	tragice
tráxico	tragica
tráxico	tragic
biolóxico	biologice
biolóxico	biologic
biolóxico	biologica
abren	deschis
abren	deschide
abren	open
variedade	varietate
variedade	soi
variedade	varietatea
caribe	caraibe
recuperación	recuperarea
recuperación	redresare
recuperación	redresarea
recuperación	recuperare
contaminación	poluare
contaminación	poluarea
caio	caius
texas	texas
texas	texasul
pedazos	bucati
bases	baze
bases	bazele
bici	biciclete
bici	bicicleta
bici	bicicleta
admito	admite
foxe	departe
minte	minciuna
minte	minciuna
minte	minciuna
hail	grindina
exercicios	exercitii
exercicios	exercitii
lixeiramente	usor
ventos	vanturi
ventos	vanturile
dixéronlle	spus
dixéronlle	spusa
dixéronlle	au
dixéronlle	ei
dixéronlle	ele
atopen	gasiti
atopen	gaseste
atopen	gaseste
atopen	au
atopen	ei
atopen	ele
cambialo	schimba
cambialo	schimbare
cambialo	schimba
cambialo	schimbarea
fundación	fundatia
fundación	fundatia
fundación	fundatie
fundación	fundatia
construir	construieste
construir	construi
construir	construiesc
construir	cladire
construir	cladire
construir	cladirea
farrapos	carpe
traballaban	muncind
traballaban	lucrand
tiveran	au
tiveran	avea
tiveran	avut
tiveran	au
tiveran	ei
tiveran	ele
ainda	inca
ainda	inca
ainda	tot
usala	utilizeaza
usala	utilizarea
usala	foloseste
usala	utilizare
optimista	optimiste
optimista	optimista
optimista	optimist
medran	creste
medran	creasca
medran	creste
medran	cresc
medran	creste
cadela	caine
cadela	dog
cadela	caine
cadela	curva
cadela	catea
cadela	tarfa
encantaríame	iubire
encantaríame	iubesc
encantaríame	iubirea
encantaríame	dragoste
encantaríame	dragostea
virtude	virtutea
virtude	virtute
perigos	pericole
perigos	pericolele
intencións	intentii
cursos	cursuri
cursos	seminarii
lembrades	ai
lembrades	te
lembrades	tu
willie	willie
dick	scula
dick	dick
dick	pula
dick	pula
herbas	iarba
herbas	iarba
herbas	ierburi
howard	howard
golpear	strike
golpear	greva
golpear	greva
computadora	calculator
computadora	computer
computadora	calculatorul
contactar	contact
contactar	contacteaza
contactar	contactul
arquitecto	arhitect
catedral	catedrala
catedral	catedrala
comparar	compara
comparar	compara
manexar	maner
española	spaniola
española	spanioli
española	spaniola
española	spaniol
xogador	player
xogador	jucator
xogador	jucatorul
xogador	jucator
computadores	calculatoare
computadores	calculatoarele
computadores	computere
durmía	dormi
durmía	somn
durmía	dormit
bacteria	bacterie
bacteria	bacterie
bacteria	bacterii
bacteria	bacteriile
bacteria	bacteria
élle	ingrijire
élle	ingrijire
élle	grija
élle	ea
élle	don
entren	ia
entren	obtine
parentes	neamuri
parentes	rudelor
parentes	rudele
parentes	rude
bailes	dansuri
empezaron	inceput
empezaron	au
empezaron	ei
empezaron	ele
estadio	stadion
estadio	stadium
estadio	stadionul
estadio	arena
estadio	arena
ocuparme	ia
ocuparme	luati
ocuparme	ingrijire
ocuparme	ingrijire
ocuparme	grija
intentos	tentative
atópanse	sunt
fósemos	erau
obstáculos	obstacole
obstáculos	obstacolele
sinxelamente	doar
variedades	soiurile
variedades	soiuri
estupidez	prostia
estupidez	prostie
sabiades	stiu
sabiades	ai
sabiades	te
sabiades	tu
hamburguesa	hamburgeri
hamburguesa	hamburger
deitados	minciuna
deitados	canapele
razas	rase
razas	curse
razas	ploaie
razas	ploua
razas	ploi
razas	rain
declarou	declarata
declarou	declarate
declarou	declarat
pulmón	lung
pulmón	plaman
detectar	detecta
detectar	detecteaza
cambiará	will
cambiará	va
cambiará	schimba
cambiará	schimbare
cambiará	schimba
cambiará	schimbarea
catástrofe	catastrofa
catástrofe	catastrofa
descuberta	descoperite
descuberta	descoperita
descuberta	descoperit
descuberta	descoperire
descuberta	descoperiri
descuberta	descoperirea
descuberta	discovery
voluntario	voluntariat
voluntario	voluntar
ímoslle	lasa
ímoslle	aici
pódesme	pot
pódesme	can
pódesme	ai
pódesme	te
pódesme	tu
estarías	ai
estarías	te
estarías	tu
ombro	umar
ombro	umar
ombro	umarul
desesperado	disperat
desesperado	disperata
sentenza	teza
sentenza	fraza
sentenza	sentinta
superar	peste
superar	over
convén	pentru
moralmente	moral
construímos	construite
construímos	construita
construímos	construit
construímos	construita
cambiamos	schimbat
cambiamos	schimbata
cambiamos	schimba
cambiamos	schimbare
cambiamos	schimba
cambiamos	schimbarea
comparado	comparativ
comparado	comparate
entendedes	ai
entendedes	te
entendedes	tu
entendedes	intelege
entendedes	intelege
terminou	peste
terminou	over
alimenta	seminte
alimenta	samanta
hoxendía	astazi
hoxendía	azi
hoxendía	astazi
creador	creatorul
creador	creator
feixóns	boabe
feixóns	fasole
barras	gratii
barras	baruri
barras	bare
barras	kilograme
eficiente	eficiente
eficiente	eficienta
eficiente	eficient
eficiente	eficienta
nenez	copilarie
nenez	copilarie
nenez	copilaria
nenez	copilaria
vales	vai
vales	vaile
imaxinaba	gandeste
imaxinaba	ganditi
naturais	naturala
naturais	naturale
naturais	naturala
naturais	natural
naturais	naturali
valioso	valoroase
valioso	valoroasa
valioso	valoroasa
valioso	valoros
caendo	jos
lavadora	spalarea
lavadora	spalare
lavadora	spalare
lavadora	masina
leña	lemn
leña	lemnul
leña	wood
leña	lemne
deixará	ai
deixará	te
deixará	tu
comezos	early
comezos	timpuriu
comezos	devreme
xeada	frost
cráteres	cratere
cráteres	bomba
cráteres	bomba
fadas	zana
fadas	zana
fadas	zana
crearon	au
crearon	ei
crearon	ele
crearon	au
crearon	create
crearon	creata
crearon	creata
crearon	creat
gobernamental	guvernul
gobernamental	guvernare
gobernamental	guvern
viran	vazute
viran	vazut
viran	vazut
viran	vazuta
matemática	matematica
matemática	matematica
matemática	matematic
pílulas	pastile
pílulas	pastilele
pílulas	pilule
contando	numararea
contando	numarare
contando	bazez
leccións	lectii
leccións	lectii
fotógrafo	fotograf
rematara	peste
rematara	over
saíches	afara
saíches	afara
saíches	out
saíches	ai
saíches	te
saíches	tu
paquetes	pachete
paquetes	colete
paquetes	pachete
paquetes	pachetele
detívose	oprit
produciu	produs
sudáfrica	sud
sudáfrica	south
sudáfrica	sudul
sudáfrica	africa
inmensa	imensa
inmensa	imense
inmensa	imens
quererías	ca
quererías	like
quererías	ar
quererías	ai
quererías	te
quererías	tu
quererías	vrei
quererías	vreau
teñades	ai
teñades	te
teñades	tu
teñades	au
vistas	vizualizeaza
vistas	vizualizare
vistas	vedere
instrumentos	instrumentele
instrumentos	instrumente
protagonista	protagonistul
vicio	vicii
vicio	viciul
vicio	moravuri
vicio	viciu
vicio	vice
esqueceu	uitat
esqueceu	uitasem
esqueceu	uitat
esqueceu	uitata
esqueceu	uitate
cociñas	bucatarii
gravación	inregistrare
gravación	inregistrarea
giovanni	giovanni
carriño	caruta
carriño	vagon
intentas	incercati
intentas	incearca
intentas	incearca
intentas	ai
intentas	te
intentas	tu
intentas	incerc
intentas	incercand
dáche	ai
dáche	te
dáche	tu
gordos	grasa
gordos	grasa
gordos	grasime
gordos	gras
televisor	televizor
televisor	televiziune
televisor	televiziunea
seguiron	urmate
seguiron	urmarit
seguiron	urmat
seguiron	urmarita
firmes	atentie
firmes	atentie
misterioso	misterioasa
misterioso	misterioase
misterioso	misterioasa
misterioso	misterios
quendas	ture
quendas	schimburi
obradoiros	ateliere
obradoiros	atelierele
conseguen	ia
conseguen	obtine
conseguen	pot
conseguen	can
descobre	afara
descobre	afara
descobre	out
levaría	ar
levaría	ia
levaría	luati
danny	danny
ataca	atacuri
ataca	atacurile
ataca	atac
ulises	ulise
miserable	mizerabil
órbita	orbita
órbita	orbita
atractiva	atractiv
atractiva	atragatoare
atractiva	atractiva
atractiva	atractive
atractiva	atragator
apuntar	punctul
apuntar	punct
apuntar	scopul
totalidade	totalitatea
soviética	sovietica
soviética	sovietici
soviética	sovietice
soviética	sovietic
esmagar	zdrobit
esmagar	strivit
esmagar	zdrobita
ofreceu	oferit
ofreceu	oferita
ofreceu	oferite
dificultade	dificultate
dificultade	dificultati
dificultade	dificultatea
parlamento	parlamentul
parlamento	parlament
parlamento	parlamentului
espellos	oglinzile
espellos	oglinzi
rota	stricat
rota	rupt
rota	spart
rota	rupte
anónimos	anonima
anónimos	anonim
anónimos	anonime
vil	josnic
caixeiro	casierul
caixeiro	casier
caixeiro	masina
alias	aka
nacido	nascut
nacido	nascuta
nacido	nascut
títulos	titluri
títulos	titlurile
custos	costuri
custos	costurile
custos	costuri
custos	costul
custos	cost
vehículos	vehiculele
vehículos	vehicule
metín	pune
metín	pus
trouxeches	ai
trouxeches	te
trouxeches	tu
trouxeches	adu
prometinlle	promise
prometinlle	promisa
prometinlle	promis
soña	visele
soña	dreams
soña	visuri
soña	vise
soña	visand
soña	visez
consolo	consolare
consolo	consolare
espíritos	spirite
espíritos	spiritele
espíritos	spiritelor
algures	undeva
tornou	devin
matadoiro	abator
taberna	barul
taberna	bar
taberna	taverna
taberna	taverna
vapor	aburi
vapor	abur
mátame	ucide
mátame	kill
mátame	omoara
amarga	amar
amarga	amare
amarga	amara
afogar	ineaca
afogar	ineca
afogar	inec
hurra	lasa
localizacións	locatii
localizacións	locatii
ditadura	dictatura
ditadura	dictatura
donas	doamnelor
donas	doamnele
baker	brutar
baker	baker
tolear	nebunie
tolear	nebuni
tolear	nebun
tolear	nebuna
tolear	nebuna
encanto	farmecul
encanto	farmec
porcallada	put
imaxine	imagina
louco	nebunie
louco	nebuni
louco	nebun
louco	nebuna
louco	nebuna
louco	mad
gravata	leaga
gravata	cravata
gravata	cravata
probe	incercati
probe	incearca
probe	incearca
cuspir	scuipat
cuspir	scuipa
cuspir	scuipat
cuspir	scuipa
cuspir	scuipa
volvese	inapoi
volvese	inapoi
volvese	back
volvese	spate
volvese	vino
planear	planul
planear	plan
olle	uite
xogas	joaca
xogas	joaca
perdo	pierzi
perdo	pierd
perdo	pierde
regresou	inapoi
regresou	inapoi
regresou	back
regresou	spate
mate	ucide
mate	kill
mate	omoara
desgraciado	nefericit
desgraciado	nefericita
desgraciado	nefericita
beiras	banks
beiras	bancile
beiras	banci
beiras	banci
beiras	bancile
aloxamento	locuinte
aloxamento	locuinte
aloxamento	cazare
aloxamento	carcasa
mudanzas	modificari
mudanzas	schimbari
mudanzas	modificari
mudanzas	schimbari
fartos	avea
fartos	avut
fartos	destul
fartos	hranite
fartos	fed
fartos	hranit
fartos	cu
berro	plange
berro	plang
berro	plangi
karl	karl
desorde	tulburare
desorde	mizerie
comerciante	negustor
comerciante	comerciant
comerciante	comerciant
perfume	koln
perfume	köln
perfume	parfumul
perfume	parfumuri
perfume	parfum
direicho	ai
direicho	te
direicho	tu
roxa	rosu
roxa	rosu
roxa	red
roxa	rosu
faríao	ar
saiamos	ia
saiamos	obtine
saiamos	afara
saiamos	afara
saiamos	out
téxtil	textile
téxtil	textil
téxtil	mill
téxtil	moara
téxtil	moara
castrón	fiule
castrón	fiul
castrón	fiu
castrón	pistol
castrón	arma
castrón	arma
fascistas	fascist
lenin	lenin
tócache	dumneavoastra
tócache	ta
tócache	intoarce
arranxalo	repara
arranxalo	fix
arranxalo	repara
arranxalo	repar
arranxalo	ia
arranxalo	obtine
dicídelle	el
protesta	protest
protesta	protestul
protesta	protesteaza
bandeiras	steaguri
bandeiras	steagurile
caralludo	nice
caralludo	frumos
mami	mama
mami	mama
mami	mami
cruza	cruci
lémbraste	ai
lémbraste	te
lémbraste	tu
prometida	promise
prometida	promisa
prometida	promis
cómoda	confortabila
cómoda	confortabil
cartuchos	munitie
balón	ball
balón	minge
balón	mingea
balón	bila
balón	bila
tomaches	ai
tomaches	te
tomaches	tu
delegación	delegatia
delegación	delegarea
delegación	delegare
voltamos	inapoi
voltamos	inapoi
voltamos	back
voltamos	spate
dispararlle	trage
revólver	pistol
revólver	arma
revólver	arma
mato	ucis
mato	ucisa
mato	omorat
mato	ucide
mato	kill
mato	omoara
baleiros	gol
baleiros	goale
baleiros	goala
baleiros	goala
patrullas	patrulele
patrullas	patrule
patrullas	masini
patrullas	masini
patrullas	masini
colliches	ai
colliches	te
colliches	tu
sid	sid
insulto	insulta
insulto	insulta
enxeñeiro	inginer
subiu	plecat
discursos	discursurile
discursos	discursuri
louie	louie
séntate	jos
puideses	ai
puideses	te
puideses	tu
puideses	putea
arrestar	arestati
arrestar	arest
arrestar	arestarea
arrestar	arestare
eddie	eddie
confirmar	confirma
confirmar	confirma
confirmar	confirmare
confirmar	confirm
bañeira	cada
bañeira	cada
bañeira	baie
bañeira	bath
bentley	bentley
britton	britton
quizá	poate
quizá	poate
coñecerte	ai
coñecerte	te
coñecerte	tu
chegarás	ai
chegarás	te
chegarás	tu
chegarás	will
chegarás	va
dormes	dormi
dormes	somn
dormes	ai
dormes	te
dormes	tu
ruliña	iubire
ruliña	iubesc
ruliña	iubirea
ruliña	dragoste
ruliña	dragostea
ruliña	mic
ruliña	putin
ruliña	porumbel
ruliña	dove
pó	praful
pó	praf
envíe	mail
envíe	posta
envíe	posta
gravadora	banda
gravadora	banda
gravadora	caseta
gravadora	recorder
citas	citate
dourado	aurit
dourado	auriu
dourado	golden
telegrama	telegrama
telegrama	telegrama
remataches	ai
remataches	te
remataches	tu
remataches	terminat
medallas	medalii
medallas	medaliile
mova	muta
mova	misca
mova	mutare
cruce	traversare
cruce	traversarea
cruce	trecere
heiche	ai
heiche	te
heiche	tu
negrata	cioroi
marabillas	minuni
marabillas	minunile
prometeu	promise
prometeu	promisa
prometeu	promis
prometeu	are
troco	schimba
troco	schimbare
troco	schimba
troco	schimbarea
guindar	arunca
guindar	arunca
guindar	aruncarea
explorador	explorer
explorador	explorator
explorador	ranger
cafés	cafele
cafés	cafenele
lar	acasa
lar	casa
lar	acasa
lar	home
derrubar	jos
quixer	vrei
quixer	vreau
prometido	logodnicul
prometido	logodnic
mula	catar
oliva	oliva
cadaquén	fiecare
banal	banal
banal	banale
banal	banala
banal	ordinar
banal	obisnuit
banal	ordinare
banal	obisnuita
castro	castro
benny	beni
benny	benny
radios	radiouri
barret	barrett
