彈劾	імпічмент
罪惡	гріхом
罪惡	гріха
罪惡	гріх
罪惡	гріхи
催眠	гіпноз
黑夜	вночі
黑夜	nite
自動化	автоматизувати
自動化	документообігу
大都市	метрополіс
品味	смак
洗手間	туалет
洗手間	унітаз
洗手間	туалет
審計	аудит
審計	аудиту
更少	меньше
更少	менше
赫爾辛基	гельсінкі
爬升	сходження
爬升	лазити
爬升	підйом
爬升	лізти
全息	голограми
可比	comparable
漂浮	плаваючий
漂浮	пливуть
漂浮	запас
漂浮	резерв
身後	позаду
笑容	посмішка
笑容	усмішка
技師	технік
年長	старші
年長	старше
年長	старіші
年長	старша
遊說	лобіювання
遊說	вестибюлі
