nasr	nasr
legendele	legendy
măsurile	środki
măsurile	miary
germana	niemiecka
germana	niemcy
germana	niemieckim
germana	niemieckie
germana	niemiecki
gruparea	ugrupowania
intenționat	zamierzone
intenționat	celowe
intenționat	celowo
intenționat	umyślnie
intenționat	celowo
iulius	julius
iulius	juliusz
virusul	wirusów
virusul	wirus
virusul	wirusy
virusul	wirusa
tribul	plemienia
tribul	plemię
tribul	szczep
petrolul	oleje
petrolul	oleju
petrolul	olej
petrolul	oliwa
erori	błędy
erori	błędów
unghiul	kąt
unghiul	kąta
egipteană	egipski
egipteană	egipcjanie
implementarea	realizacji
implementarea	realizacja
implementarea	wdrożenie
implementarea	wykonanie
implementarea	wdrażanie
implementarea	wykonawczych
cuneo	cuneo
boieri	wojewodowie
jakob	jakob
organizațiile	organizacje
msg	msg
masacrul	masakra
masacrul	zbrodnia
patria	ojczyzny
patria	ojczyzna
patria	ojczyznę
patria	ojczyzna
patria	ojczyzny
patria	ojczyzny
patria	ojczyzna
capitole	rozdziałów
capitole	rozdziały
hessa	hesji
hessa	hesse
transferată	przeniesiony
transferată	przeniesiona
transferată	przeniesione
transferată	przeniesiono
musulman	muzułmańskich
musulman	muzułmanie
omagiu	hołd
omagiu	hołd
runda	okrągła
runda	okrągły
runda	okrągłe
runda	runda
negativă	negatywne
negativă	negatywny
manuale	podręczniki
manuale	podręczniki
estimează	oszacowania
estimează	oszacowanie
dezvăluit	ujawnione
dezvăluit	odsłonięty
dezvăluit	ujawnione
dezvăluit	ujawniono
dezvăluit	wykazało
dezvăluit	ujawnił
dezvăluit	ujawniła
dezvăluit	ujawniło
maritim	morska
maritim	morski
maritim	morskie
maritim	morskiego
nixon	nixona
nixon	nixon
zborul	lotu
zborul	lot
arcade	arcade
voluntar	dobrowolne
voluntar	wolontariat
voluntar	dobrowolnie
voluntar	dobrowolny
voluntar	dobrowolnego
voluntar	ochotnika
voluntar	wolontariat
tramvai	tramwaje
tramvai	tramwaj
responsabilitatea	odpowiedzialności
responsabilitatea	odpowiedzialność
ceh	czech
ceh	czeski
ceh	czeskiej
ceh	czeskie
ceh	czeska
elias	elias
stâncă	skała
stâncă	kamień
stâncă	skały
stâncă	rock
sfert	kwartał
sfert	kwartale
violente	gwałtowne
violente	przemoc
violente	przemocy
violente	brutalny
violente	gwałtowny
colț	zakręt
colț	kącik
colț	róg
colț	rogu
aducând	przynosząc
aducând	sprowadzenie
eșec	nieudane
eșec	niepowodzenie
eșec	porażki
eșec	porażka
eșec	niepowodzenie
eșec	niewydolność
eșec	awaria
cannes	cannes
trib	plemienia
trib	plemię
trib	szczep
anatomie	anatomii
varna	varna
confirmă	potwierdzić
confirmă	potwierdzam
houston	houston
yeung	yeung
eficientă	efektywne
eficientă	skuteczne
eficientă	efektywny
eficientă	sprawny
eficientă	efektywne
eficientă	skuteczny
eficientă	efektywna
eficientă	efektywny
eficientă	skuteczne
împărăteasa	cesarzowa
proiectare	projekt
proiectare	konstrukcja
proiectare	projektowanie
proiectare	design
proiectare	projektowanie
marche	marche
sancho	sancho
violență	przemoc
violență	przemocy
eleanor	eleanor
deșert	pustyni
deșert	pustynia
oferta	ofertę
oferta	oferta
oferta	oferty
favorabile	korzystne
favorabile	korzystny
favorabile	korzystne
favorabile	sprzyjające
favorabile	korzystna
castro	castro
geologice	geologiczna
geologice	geologiczne
franc	franc
flavius	flavius
koch	koch
israeliene	izraela
furtună	burza
furtună	burza
furtună	storm
furtună	sztorm
vatican	watykan
vatican	watykanie
ken	ken
ken	kena
remarcabil	nadzwyczajne
remarcabil	niezwykłe
remarcabil	zaległe
remarcabil	wybitny
biologice	biologicznych
biologice	biologiczne
biologice	biologiczna
biologice	biologiczny
știut	wiedziałem
regulate	zwykły
regulate	regularne
regulate	regularnie
regulate	regularny
lusignan	lusignan
rwanda	rwandzie
biblioteci	biblioteki
biblioteci	bibliotek
ciudat	dziwny
ciudat	dziwna
ciudat	dziwnie
ciudat	dziwne
ciudat	dziwny
ciudat	dziwna
ciudat	dziwnie
ciudat	dziwne
ciudat	dziwna
ciudat	dziwne
îndreaptă	wyprostować
productions	productions
națiune	narodu
națiune	naród
sinteză	syntezy
mal	mal
adăpost	schronienie
adăpost	schronienia
adăpost	schron
status	status
status	statusu
tower	wieża
tower	tower
tower	wieży
pradă	zdobycz
franconia	frankonia
regiment	pułk
regiment	pułku
feb	luty
feb	lutego
artista	artystka
artista	artyści
artista	artysta
artista	wykonawca
titan	tytanu
titan	tytan
titan	tytan
mărci	marek
mărci	marki
mărci	marek
mărci	znaki
mărci	ślady
mărci	marks
revue	revue
ordinele	rozkazy
ordinele	zamówienia
ozn	ufo
fortificații	fortyfikacje
excepții	wyjątków
excepții	wyjątki
excepții	wyłączenia
excepții	zwolnienia
explicații	wytłumaczenia
explicații	wyjaśnienia
explicații	wyjaśnień
valabil	ważny
valabil	ważne
valabil	ważność
valabil	poprawny
valabil	ważna
monroe	monroe
duh	duh
duh	dżin
facultate	uniwersytety
facultate	uniwersytetu
facultate	university
facultate	uczelnia
facultate	uniwersytet
facultate	studia
facultate	uczelnia
facultate	college
facultate	kolegium
facultate	wydział
facultate	kadra
neptun	neptune
apache	apache
rome	rzym
manuscrise	rękopisy
teologice	teologiczne
rădăcini	korzenie
rădăcini	korzeni
monarhiei	monarchia
negocieri	negocjacji
negocieri	negocjacjach
negocieri	negocjacje
negocieri	negocjacji
negocieri	negocjacje
raf	raf
ierarhia	hierarchii
săraci	biedny
săraci	biedne
săraci	biedna
mâine	jutro
regulamentul	regulacje
regulamentul	regulacja
regulamentul	rozporządzenie
regulamentul	rozporządzenia
regulamentul	regulamin
vina	winę
vina	winić
vina	winy
randy	randy
provocate	sprowokowany
administratorii	administratorów
administratorii	administratorzy
administratorii	administratorów
administratorii	administratorzy
colorate	kolorowe
colorate	kolorowy
colorate	kolorowych
colorate	kolorowych
colorate	kolorowe
colorate	kolorowy
colorate	barwione
versiunile	wersji
versiunile	wersjach
versiunile	wersje
far	latarni
far	reflektor
dispare	zniknie
dispare	znika
seven	siódemka
seven	siedmiu
seven	siedem
luftwaffe	luftwaffe
dorită	pożądanego
dorită	pożądany
dorită	pożądane
dorită	poszukiwana
dorită	chciał
dorită	poszukiwany
dorită	poszukiwani
pasărea	ptaka
pasărea	ptak
pasărea	bird
pasărea	ptaszek
tei	linden
tei	wapna
văduva	wdowa
văduva	wdowy
garcia	garcia
ark	arkę
ark	arka
ark	arki
casetă	kasetę
casetă	kaseta
casetă	taśmy
casetă	taśma
musical	muzyczne
musical	musical
musical	muzyczny
gyula	gyula
fericit	zadowolona
fericit	szczęśliwi
fericit	wszystkiego
fericit	szczęśliwa
fericit	szczęśliwy
fericit	zadowolony
olimpia	olimpia
patriei	ojczyzna
patriei	ojczyzny
poze	fotografie
poze	zdjęcia
poze	zdjęć
poze	zdjecia
poze	fotki
poze	fotek
poze	zdjęcia
poze	obrazki
poze	zdjecia
procent	procent
procent	odsetek
procent	procent
constanta	stałe
constanta	stały
constanta	stałej
constanta	stała
unguri	węgrów
armat	uzbrojone
armat	uzbrojona
armat	uzbrojeni
armat	uzbrojony
armat	wzmocniona
armat	wzmocnione
mongolii	mongołowie
sodiu	sodu
prenume	nazwisko
prenume	nazwiska
tentativă	próbowano
tentativă	usiłowanie
prinde	połów
prinde	złap
prinde	złapać
prinde	łap
accepta	zaakceptować
accepta	akceptuje
accepta	akceptuję
accepta	przyjmij
valdemar	valdemar
lut	glina
lut	claya
lut	clay
istria	istria
filolog	filolog
judecat	oceniana
judecat	osądzony
dieter	dieter
patricia	patrycja
patricia	patricia
liberty	wolność
liberty	wolności
liberty	liberty
esență	istota
cetățenia	obywatelstwo
cetățenia	narodowość
cetățenia	obywatelstwa
cetățenia	obywatelstwo
usd	usd
nice	ładnie
nice	fajny
nice	fajna
nice	fajne
nice	ładne
beatrice	beatrice
atașat	dołączony
atașat	załączony
atașat	dołączone
spadă	miecz
bolivia	boliwii
ciuperci	grzybów
ciuperci	grzyby
ciuperci	grzybki
ciuperci	grzyby
ciuperci	grzyb
ciuperci	grzyby
maryland	maryland
criteriul	kryterium
colaborează	współpracować
colaborează	współpracują
goga	goga
performanțe	wykonanie
performanțe	skuteczność
performanțe	występ
performanțe	wydajność
performanțe	wydajności
pakistan	pakistan
pakistan	pakistanie
pakistan	pakistanu
optică	optyczne
optică	optyczny
optică	optyka
profesoară	nauczycielu
profesoară	nauczyciel
profesoară	nauczycielka
nad	nad
éditions	éditions
anolis	anolis
solide	stałe
solide	solidne
solide	solidna
solide	solidny
artificială	sztuczna
artificială	sztuczny
artificială	sztuczne
banks	banks
banks	banki
banks	bankami
banks	banków
instrucțiuni	instrukcje
instrucțiuni	instrukcji
instrucțiuni	instrukcja
aluminiu	aluminium
aluminiu	aluminiowe
aluminiu	aluminium
aluminiu	aluminiowe
generali	generałowie
generali	generałów
ziarist	dziennikarstwo
ziarist	dziennikarz
ziarist	dziennikarka
generic	ogólny
generic	ogólna
generic	ogólne
turismul	turystyka
turismul	turystyki
ajax	ajax
flacăra	płomienie
flacăra	płomień
grupări	grup
grupări	grupy
grupări	grupach
marion	marion
efectua	wykonać
dinți	zęby
dinți	zębów
dinți	ząbki
liège	liège
evidentă	oczywista
evidentă	oczywisty
evidentă	oczywiste
distincția	rozróżnienie
distincția	wyróżnienie
nod	węzeł
nod	węzła
nod	węzeł
selo	selo
glasgow	glasgow
geniu	geniusz
geniu	genialne
geniu	genialny
broadway	broadway
broadway	broadwayu
întreprinderea	przedsiębiorczość
întreprinderea	przedsiębiorstwo
întreprinderea	przedsięwzięcie
întreprinderea	enterprise
toledo	toledo
autorilor	autorzy
autorilor	autorów
abdul	abdul
cavaleria	kawaleria
cavaleria	kawalerii
brand	brand
brand	marka
brand	markę
brand	marki
burgas	burgas
ciuc	ciuc
colțul	zakręt
colțul	kącik
colțul	róg
colțul	rogu
cuplu	para
evanghelia	ewangelii
evanghelia	gospel
informativ	informacyjny
mărturie	zeznanie
mărturie	zeznania
emmanuel	emmanuel
alpii	alpy
caracteristic	cecha
caracteristic	charakterystyczne
concursuri	konkursów
concursuri	konkursy
concursuri	konkursy
condiție	warunek
condiție	stan
pedeapsă	karne
pedeapsă	kara
pedeapsă	karny
pedeapsă	kara
pedeapsă	kary
dobândit	pozyskane
dobândit	zdobyte
dobândit	nabyte
onorific	honorowym
onorific	honorowe
onorific	honorowy
combinat	połączone
combinat	łączone
combinat	łącznie
grey	siwy
grey	szary
grey	szara
grey	szare
grey	grey
como	como
cartiere	dzielnice
cartiere	dzielnicach
cartiere	dzielnice
cartiere	dzielnice
cartiere	okręgi
cartiere	okręgów
stand	stać
stand	stoisko
șanse	szanse
șanse	szansę
șanse	szanse
șanse	chance
șanse	szansa
guvernele	rządy
guvernele	rządów
confederația	konfederacji
confederația	konfederacja
ward	ward
localnicilor	miejscowi
localnicilor	miejscowych
organisme	organizmy
organisme	organizmów
organisme	ciał
organisme	ciała
consul	konsul
deciziile	decyzje
deciziile	decyzji
nevada	nevada
iarbă	trawę
iarbă	trawka
iarbă	trawy
iarbă	trawa
iarbă	trawka
iarbă	trawa
iarbă	zioło
completat	zrealizowane
completat	zakończone
completat	zakończona
completat	zaliczone
completat	ukończone
comitet	komitetu
comitet	komisja
comitet	komitet
capabilă	zdolne
capabilă	zdolna
capabilă	zdolny
masivă	ogromna
masivă	ogromne
masivă	ogromny
inițiativă	inicjatywa
inițiativă	inicjatywy
saga	saga
natalia	natalja
natalia	natalia
natalia	natalia
reformă	reformę
reformă	reform
reformă	reforma
reformă	reformy
višnjan	višnjan
celtic	celtyckie
arestarea	areszt
arestarea	aresztowanie
arestarea	aresztowany
hart	hart
vânzarea	sprzedaży
vânzarea	sale
vânzarea	sprzedaż
vânzarea	wyprzedaż
bella	bello
bella	bella
daily	dzienna
daily	daily
daily	codziennie
daily	codzienne
daily	dziennie
rit	rytuał
secție	komisariat
chitarist	gitarzysta
memoriam	memoriam
italiana	włoska
italiana	włochy
italiana	włoski
italiana	włoch
italiana	włoskie
sociologie	socjologii
variabilă	zmienna
variabilă	zmiennej
variabilă	zmienne
variabilă	zmienny
antrenat	wyszkoleni
antrenat	wyszkolony
divine	bosko
divine	boskie
divine	boska
divine	boski
grecesc	grecki
grecesc	grecka
grecesc	grecja
grecesc	greckie
sabia	miecz
proiectarea	projekt
proiectarea	konstrukcja
proiectarea	projektowanie
proiectarea	design
existent	istniejące
existent	istniejąca
existent	istniejących
existent	istniejący
instalarea	instalacje
instalarea	montaż
instalarea	instalacji
instalarea	instalacja
instalarea	instalowanie
instalarea	instalacja
afectată	dotknięty
afectată	dotknięte
franci	franków
franci	franks
tropicale	tropikalnych
tropicale	tropikalne
eine	eine
kane	kane
cheltuielile	wydatek
cheltuielile	wydatki
cheltuielile	koszty
cheltuielile	wydatki
costurile	koszty
tehnologic	technologiczny
tehnologic	technologiczne
semnate	podpisany
semnate	podpisano
semnate	podpisana
semnate	podpisane
văi	doliny
operează	operować
operează	operuje
dallas	dallas
retezat	odcięta
retezat	zerwane
retezat	odcięte
atingând	stuka
atingând	dotknięcie
geometrie	geometria
geometrie	geometrii
notele	stopnie
calde	ciepła
calde	ciepło
calde	ciepły
