arhiducele	ерцхерцог
interzise	забранена
interzise	забранен
interzise	забранени
miles	майлс
miles	мили
miles	километри
sfinte	свято
sfinte	свети
sfinte	свята
tolstoi	толстой
impactul	влияние
impactul	сблъсък
impactul	въздействие
impactul	удар
impactul	достигнат
impactul	достигне
impactul	достигане
ouest	ouest
abilitatea	способност
tango	танго
designer	дизайнерски
designer	дизайнер
southern	южен
southern	южни
southern	южна
cultivarea	грижовна
cultivarea	отглеждането
cultivarea	отглеждане
politicieni	политици
politicieni	политиците
blagoevgrad	благоевград
demografice	демографски
demografice	население
demografice	демографски
demografice	демографските
înlocui	замяна
înlocui	замени
înlocui	заместване
botezat	кръстен
botezat	кръстена
botezat	кръстени
botezat	кръстен
teoriile	теории
teoriile	теориите
adeseori	често
living	жива
living	живите
living	живи
orientarea	насоченост
orientarea	ориентация
orientarea	ориентиране
orientarea	ориентацията
metz	мец
stefano	стефано
modificate	променени
modificate	променено
modificate	модифициран
modificate	променен
modificate	модифицирани
modificate	модифицирана
difuzate	дисеминирана
candidați	кандидатите
candidați	кандидатки
candidați	кандидати
remarcabilă	забележително
remarcabilă	забележителен
remarcabilă	забележителна
încetarea	прекратяване
încetarea	прекратяване
variantele	варианти
vorbim	говори
vorbim	поговорим
întărit	засилени
întărit	подсилени
întărit	засилен
întărit	подсилена
întărit	подсилени
întărit	усилена
întărit	засилено
experimente	опити
experimente	експерименти
divizată	разделена
divizată	разделено
divizată	разделени
divizată	разделен
princeton	принстън
președinția	председателство
președinția	председателство
navigație	навигация
brațul	ръка
aurul	златен
aurul	златни
aurul	златно
aurul	златна
aurul	злато
literă	писмо
literă	буква
participant	участник
australiei	австралия
violent	насилствено
violent	насилствена
joyce	джойс
delle	деле
regiunilor	райони
regiunilor	региони
regiunilor	регионите
avantaj	предимство
avantaj	преимущество
acceptate	приета
acceptate	приети
acceptate	прие
acceptate	прието
acceptate	приет
genetică	генетична
genetică	генетични
genetică	генетичен
genetică	генетично
genetică	генетиката
genetică	генетика
brunswick	брунсуик
colegiu	колежа
colegiu	колежът
colegiu	колеж
nucleu	ядро
nucleu	сърцевина
nucleu	ядрото
nucleu	ядрото
nopți	нощувки
nopți	нощи
nopți	нощите
amiralul	адмиралът
amiralul	адмирал
konrad	конрад
rezerve	резерв
rezerve	резерви
încrederea	доверие
încrederea	увереност
încrederea	самоувереност
niger	нигер
redactat	редактирано
simt	усети
simt	чувство
simt	усещане
tipărite	печатни
tipărite	отпечатани
tipărite	отпечатано
villeneuve	вилньов
tommy	томи
proiectată	проектирано
proiectată	проектирана
proiectată	проектиран
proiectată	проектирани
supraveghere	надзор
supraveghere	надзор
supraveghere	наблюдение
rap	рап
omonimă	омоним
popularitatea	популярност
popularitatea	известност
decan	дийн
brest	брест
française	française
surorile	сестри
nepot	племенник
nepot	племенника
nepot	внук
nepot	внука
nepot	внуче
nepot	внукът
extindere	уголемяване
extindere	разширяване
extindere	разширение
extindere	разширяването
extindere	разрастване
extindere	разширяване
extindere	разширение
extindere	продължение
extindere	удължаване
extindere	разширение
dune	дюни
dune	дюн
fundamental	фундаментално
fundamental	фундаментално
doamne	господ
doamne	бог
indirect	непряко
indirect	косвени
indirect	косвено
indirect	непреки
indirect	непряко
indirect	косвено
pure	чисто
pure	чист
pure	чиста
episoadele	епизоди
ellen	елен
ellen	елън
floare	цвете
murală	стенопис
miezul	ядро
miezul	сърцевина
miezul	ядрото
concrete	конкретни
concrete	бетон
parteneriat	партньорство
miros	миризма
miros	мирис
mortal	смъртоносен
mortal	смъртоносно
mortal	смъртоносна
mortal	смъртоносни
manuscrisul	ръкопис
movilă	могила
dog	куче
dog	кучето
dog	дог
verificare	проверка
verificare	провери
verificare	проверка
dresda	дрезден
expresii	фрази
expresii	изрази
expresii	изразяване
corespund	съответстват
car	колесница
mobilier	мебели
mobilier	обзавеждане
mobilier	мебел
