del	del
type	gõ
type	loại
lucas	lucas
sarah	sarah
affresco	fresco
magnitudine	magnitude
calendario	lịch
barry	barry
laterale	lateral
laterale	bên
laterale	phe
laterale	trang
cresciuto	vung
bit	bit
bit	cắn
bit	bit
adattamento	adaptation
herbert	herbert
riga	line
riga	dòng
riga	riga
riga	hàng
piacenza	piacenza
grigio	gray
grigio	xám
grigio	xám
classici	classics
classici	classic
corto	bài
corto	ngắn
corto	short
corto	lá
botswana	botswana
bello	đẹp
bloccato	dính
bloccato	fast
bloccato	kẹt
bloccato	khóa
pistola	súng
nonno	nội
nonno	nội
queen	hậu
norman	norman
colpa	trách
perù	peru
tenore	tenor
taranto	taranto
juniores	nhỏ
juniores	junior
pianura	plain
pianura	plains
nelson	nelson
singola	single
singola	đơn
misto	võ
definitivo	bum
donato	donato
vapore	steam
vapore	lết
parker	parker
filo	dây
filo	chuỗi
filo	thread
proteggere	vệ
conquistato	lĩnh
ian	lan
tesoro	thuế
mba	mba
scegliere	chọn
scegliere	chồn
profondo	deep
profondo	sâu
may	may
morgan	morgan
coppie	couples
ita	eng
ita	ita
paradiso	thiên
margine	margin
margine	lề
spettacoli	khoe
cronaca	chronicle
light	châm
light	đèn
light	nhạt
citazione	quote
citazione	citation
deserto	mạc
comico	comic
comico	hài
comico	comedian
bizantino	byzantine
malattie	benh
malattie	bệnh
boys	boys
fantascienza	fiction
atmosfera	atmosphere
cat	mèo
cat	cat
catturato	caught
gene	gien
gene	gene
gene	gen
lucca	lucca
corriere	corriere
corriere	courier
differente	khác
incendio	lửa
incendio	cháy
incendio	lứa
udine	udine
over	qua
over	hết
over	over
pov	pov
terry	terry
probabilità	odds
riprende	cv
riprende	resume
girls	girls
girls	gái
colombo	columbus
colombo	colombo
colombo	columbo
playstation	playstation
bowl	bát
abbandono	abandonment
mosse	moves
positivo	dương
addestramento	luyện
addestramento	training
fiorentina	florentine
fiorentina	fiorentina
dovrebbero	nên
prendendo	taking
pag	pag
hitler	hitler
cross	chinh
cross	chon
sorelle	ruột
neve	tuyết
neve	snow
ruote	wheel
ruote	hoành
asti	asti
ravenna	ravenna
vaticano	vatican
calibro	caliber
calibro	calibre
rango	rang
rango	rank
fire	lửa
fire	cháy
fire	lứa
basket	giỏ
basket	rổ
pazienti	nhân
passati	qua
passati	past
marshall	marshall
righe	hàng
righe	lines
righe	dòng
varese	varese
inferno	thoa
risoluzione	vụn
risoluzione	giải
part	saga
part	part
part	phần
commenti	comments
freddo	chilly
freddo	lạnh
stanley	stanley
pino	pino
pino	thông
pino	pine
onde	sóng
das	das
dea	dea
dario	darius
dario	dario
avversari	opponents
dipende	tùy
party	đảng
party	party
party	tiệc
pareggio	đính
pareggio	nơ
femmina	nữ
lloyd	lloyd
bruxelles	bruxelles
bruxelles	bruxelles
bruxelles	brussels
moon	nen
moon	nguyệt
moon	trăng
moon	moon
budapest	budapest
aviazione	aviation
fort	fort
ballo	điệu
ballo	múa
ballo	prom
necessari	thiết
necessari	ấp
larry	lary
larry	larry
puglia	puglia
puglia	apulia
adottato	nuôi
finito	xong
finito	finite
impegnato	bận
demo	demo
demo	demos
more	thêm
occupato	bận
mito	myth
marine	marine
divise	chia
radici	root
radici	chủ
radici	rễ
ella	ella
bolzano	bozen
bolzano	bolzano
creando	tạo
jay	bum
jay	jay
vietnam	việt
vietnam	vietnam
diavolo	devil
diavolo	quỷ
tommy	tommy
round	hiệp
round	vòng
colombia	columbia
colombia	colombia
fermo	fermo
fermo	dừng
fermo	ngừng
georgia	gruzia
georgia	georgia
rowspan	rowspan
lombardo	lombardo
ann	ann
ginevra	guinevere
ginevra	geneve
serbo	serbia
difendere	cọc
difendere	cọc
denti	răng
denti	răng
niccolò	niccolò
niccolò	nicholas
equilibrio	equilibrium
side	bên
side	phe
side	trang
iniziare	khởi
luisa	louisa
luisa	luisa
luisa	louise
veicolo	xe
insetti	insects
insetti	rệp
insetti	bọ
insetti	lỗi
isabella	isabel
isabella	isabella
scudetto	scudetto
duo	duo
lawrence	lawrence
costumi	costumes
costumi	costume
calciatori	footballers
visibili	bien
times	lần
times	times
pablo	pablo
patriota	patriot
gallo	gallus
gallo	gallo
gallo	rooster
cacciatorpediniere	destroyers
cacciatorpediniere	destroyer
messicano	mễ
mail	mail
mail	evolution
mail	thư
stuart	stuart
familiare	quen
familiare	đình
scudo	shield
scudo	khiên
scudo	shields
scudo	khiên
vedova	góa
vedova	widow
curva	cong
angel	angel
manchester	manchester
marche	marche
marche	marches
memorie	memoirs
russi	nga
russi	nga
mariano	mariano
gonzaga	gonzaga
visconti	visconti
when	khi
arrivati	đến
arrivati	tới
todd	todd
profonda	deep
profonda	sâu
lost	mất
lost	thua
testamento	will
testamento	sẽ
testamento	muốn
ricevere	nhận
gonzález	gonzález
gonzález	gonzalez
roman	roman
roman	đế
tracciato	vết
tracciato	rãnh
produzioni	production
produzioni	productions
ibn	ibn
anton	anton
cena	tối
sebastiano	sebastian
sebastiano	sebastiano
rurale	rural
viaggi	du
viaggi	du
ospiti	khách
ospiti	khách
giornate	ngày
distrutta	hỏng
distrutta	hư
distrutta	xì
victoria	victoria
volley	mỡ
ebraico	hebrew
lire	lire
wilhelm	wilhelm
coscienza	consciousness
alfa	alpha
alfa	alfa
alfa	alfa
siracusa	siracusa
siracusa	syracuse
baia	baia
baia	cove
baia	vịnh
baia	bay
blocchi	chặn
aosta	aosta
traguardo	mốc
tito	tito
tito	titus
nfl	nfl
attaccare	công
frammenti	fragments
spirituale	linh
superato	tan
gusto	nếm
gusto	hương
erba	nồi
erba	pot
erba	cỏ
erba	cỏ
erba	weed
age	tuổi
frazioni	fractions
metallo	co
tende	rèm
tende	lều
sottospecie	subspecies
infortunio	nạn
microsoft	microsoft
denis	denis
lópez	lopez
dream	mơ
dream	dream
benjamin	benjamin
finestre	windows
fumetto	comic
barocco	baroque
temporale	giông
marvel	marvel
anonimo	anonymous
danny	danny
foreste	rừng
foreste	rừng
grazia	ân
grazia	grace
grazia	tha
grazia	grazia
gay	gays
gay	gay
armando	armando
roccia	đá
roccia	rock
finestra	sổ
undici	eleven
estrema	extreme
eredità	inheritance
funzionamento	thao
paziente	nhân
dramma	drama
dramma	kịch
ron	ron
permanente	perm
corretta	đúng
broadway	broadway
rotta	hải
rotta	gãy
rotta	vỡ
rotta	hỏng
rotta	hư
camillo	camillo
serra	serra
residenti	resident
hong	hong
hong	hồng
ville	ville
ville	villas
passaggi	bước
dragon	rồng
dragon	diều
dragon	long
dragon	dragon
miami	miami
fossili	fossils
fossili	fossil
monza	monza
franchi	franc
franchi	franks
reparto	sở
reparto	khu
eroi	heroes
eroi	hero
eroi	hùng
eroi	hoàn
reno	rhine
reno	rhein
reno	thừa
reno	reno
uova	trứng
uova	trứng
estremo	extreme
taglio	cutting
taglio	cắt
taglio	cut
taglio	cắt
taglio	méo
taglio	chém
arabi	arab
perdendo	losing
perdendo	thua
harris	harris
emma	emma
jon	jon
track	vết
track	rãnh
wright	wright
union	union
union	hợp
garcía	garcia
garcía	garcia
garcía	garcía
maestri	masters
universal	universal
universal	chung
calore	nhiệt
calore	ấm
cratere	hố
cooper	cooper
libretto	libretto
collo	họng
collo	neck
collo	cổ
buoni	voucher
rotazione	xoay
rotazione	quay
rotazione	xoay
rotazione	quay
soprano	soprano
soprano	sopranos
albanese	albania
logica	luận
logica	logic
grotta	cave
grotta	hang
grotta	grotto
commons	commons
monica	monica
let	để
let	kệ
economici	cheap
economici	rẻ
valida	lệ
murray	murray
dino	dino
dino	ernie
draft	nháp
viva	viva
viva	sống
viva	live
viva	alive
scoppio	mỡ
scoppio	burst
borbone	bourbon
canton	tổng
canton	canton
nate	nate
antichità	antiquities
walker	walker
valido	lệ
rimini	rimini
martina	martina
martina	martin
novità	tin
novità	novelty
novità	new
novità	mới
novità	sâm
mussolini	mussolini
css	css
opposto	ngược
fantasma	ghost
fantasma	ma
fantasma	phantom
fantasma	vỏ
greg	greg
warner	warner
pietre	stones
pietre	đá
pietre	stone
spezia	spezia
spezia	spice
malta	malta
valli	valli
metro	mét
metro	metro
volontari	nguyện
mtv	mtv
parentesi	parentheses
parentesi	ngoặc
parentesi	bracket
scavi	dig
scavi	đào
scavi	excavations
donald	donald
dialogo	thoại
polacca	polish
vladimir	vladimir
esploratore	scout
esploratore	explorer
sex	sex
suore	ruột
maschera	nạ
maschera	mask
condanna	câu
genio	genius
genio	genie
genio	thần
galles	wales
maría	maría
maría	maria
inclusa	gồm
inclusa	kèm
dettaglio	tiết
legione	legion
dean	dean
mostro	freak
mostro	monster
ribelli	phiến
ribelli	rebel
scuro	dark
scuro	tối
austin	austin
liquido	liquid
liquido	lỏng
stefan	stefan
massiccio	massif
massiccio	massive
campbell	campbell
salita	ascent
amato	yêu
amato	amato
feudo	feud
rizzoli	rizzoli
assassino	assassin
decine	chục
mac	mac
capitoli	chương
spiaggia	biển
spiaggia	beach
aka	aka
flora	flora
velivoli	aeroplanes
divina	liêng
divina	divine
omaggio	homage
municipalità	municipality
ruota	wheel
ruota	xoay
ruota	quay
castiglia	castilla
tessuto	mô
tessuto	vải
nascosto	phone
nascosto	ẩn
vetro	cốc
vetro	kính
vetro	ly
soul	hồn
soul	soul
fifa	fifa
privati	tư
occupata	bận
giardini	vườn
giardini	gardens
dna	adn
dna	dna
renzo	renzo
ring	ring
ring	nhẫn
georg	georg
valerio	valerius
valerio	valerio
debole	yếu
debole	nhược
mistero	mystery
maresciallo	marshall
newton	newton
revisione	review
palla	bóng
palla	banh
how	bao
pesca	đào
pesca	peach
sessione	phiên
messi	messi
salvezza	salvation
feriti	thương
feriti	thương
studente	bmi
podio	bục
podio	podium
trazione	traction
family	đình
verifica	tra
litri	lít
litri	lít
litri	ga
litri	lít
quaranta	forty
graham	graham
rené	rené
rené	rené
rené	rene
sfera	cầu
sara	sara
nati	sinh
valutare	unplugged
raccogliere	thu
single	single
single	đơn
ama	ama
bianche	trắng
bianche	white
bianche	bạch
diana	diana
bbc	bbc
cupola	dome
cupola	vòm
prossimo	kế
prossimo	tiếp
prossimo	kit
airlines	airlines
airlines	airline
orlando	orlando
socio	socio
ralph	ralph
liberi	free
liberi	rảnh
ambasciatore	sứ
platino	platinum
filippine	philippines
toronto	toronto
ppa	ppp
automaticamente	động
sbagliato	sai
sbagliato	lỗi
sbagliato	nhầm
fascismo	fascism
hugo	hugo
pagare	trả
pagare	trả
nuoto	bơi
nuoto	bơi
terminato	xong
angela	angela
debuttò	debuted
osservazioni	comments
cattura	bắt
cattura	bắt
cattura	chụp
cattura	chụp
place	nơi
place	chỗ
zampe	chân
zampe	xương
zampe	paws
four	bốn
posteriori	rear
neil	neil
billboard	billboard
lorena	lorena
lorena	lorraine
orientamento	hướng
caduti	ngã
sovrani	kings
sovrani	vua
sovrani	sovereigns
fiction	fiction
esplosione	blast
esplosione	nổ
esplosione	nổ
jersey	jersey
elio	elio
elio	helium
elio	heli
meta	meta
youtube	youtube
just	chỉ
just	funny
quartieri	quận
quartieri	neighbourhoods
gianfranco	gianfranco
asburgo	habsburg
trattati	treaties
rami	cành
rami	rami
rifiuta	huỷ
fonda	fonda
configurazione	setup
achille	achilles
achille	achilles
achille	achille
viale	viale
viale	avenue
cita	mentions
lettore	reader
acustica	acoustic
nazista	nazi
coraggio	dũng
coraggio	chống
settima	seventh
nova	nova
casale	casale
cattivo	xấu
cattivo	bad
cattivo	kém
cattivo	khiếp
cattivo	tệ
cattivo	hư
cattivo	nghịch
chan	chan
chan	trần
pozzo	chà
pozzo	ừm
pozzo	pozzo
buono	tốt
buono	hay
buono	ngon
buono	voucher
arnold	arnold
three	tre
three	ba
three	three
dennis	dennis
perduto	mất
perduto	thua
serbia	serbia
dilettanti	amateur
beato	phước
guarda	xem
guarda	nhìn
sandro	sandro
cade	cade
derby	derby
contessa	contessa
abito	váy
abito	áo
sentenza	câu
tonnellate	tấn
ted	ted
mercedes	mercedes
delta	delta
piace	thích
cancellato	hủy
cancellato	hủy
ascesa	rise
ascesa	ascent
colonie	khu
only	chỉ
only	duy
provare	thử
batman	batman
claudia	claudia
reperti	xạo
neo	neo
futura	lai
arturo	arthur
arturo	arturo
comprendere	hiểu
comprendere	hieu
ernst	ernst
marcel	marcel
cassa	thùng
cassa	crate
trasformato	tráng
veri	real
veri	thực
veri	thật
veri	thiệt
esigenze	nhu
eduardo	eduardo
chiamate	gọi
chiamate	call
chiamate	cẩm
anniversario	khắc
cure	chữa
cure	cure
perry	perry
wwe	wwe
umane	human
silenzio	hush
silenzio	tiet
premier	premier
sceriffo	sheriff
credere	tin
campania	campania
stretta	hẹp
stretta	chật
alessio	alessio
alessio	alexis
arcipelago	archipelago
blood	máu
blood	huyết
poveri	nghèo
poveri	nghiệp
sea	biển
salva	lưu
salva	bích
salva	cứu
maddalena	maddalena
maddalena	madeleine
maddalena	magdalene
maddalena	magdalena
maddalena	magdalena
tecnologie	technologies
prossima	kế
prossima	tiếp
prossima	kit
tappe	mốc
rodolfo	rodolfo
rodolfo	rudolph
rodolfo	rudolf
croato	croat
busto	torso
nintendo	nintendo
palma	palm
palma	sên
palma	cọ
supercoppa	supercup
negozio	shop
verticale	dọc
sorgente	nguồn
extra	extras
extra	cục
extra	extra
page	page
page	trang
cremona	cremona
jacopo	jacopo
spinta	push
spinta	đẩy
spinta	đẩy
calci	đá
indagine	survey
strano	weird
strano	rar
strano	lạ
strano	lạ
strano	lẻ
pete	pete
janeiro	janeiro
guerrieri	warriors
insegna	dạy
insegna	dạy
luke	luke
boschi	rừng
boschi	rừng
point	beat
point	chấm
point	điểm
harold	harold
curiosità	curiosities
curiosità	curious
curiosità	mò
robinson	robinson
radar	radar
radar	rađa
complessi	complexes
complessi	complex
dedica	dedication
guinea	guinea
baker	baker
visti	visa
alternative	alternative
alternative	alternatives
cadere	sáp
cadere	rơi
cadere	sút
cadere	ngã
leggero	châm
leggero	đèn
leggero	nhạt
leggero	nhẹ
rocce	đá
rocce	rock
rocce	đá
colline	đồi
colline	hills
dallas	dallas
mitchell	mitchell
marte	mars
den	böll
den	chử
den	den
philippe	philippe
monumentale	monumental
colin	collin
colin	colin
vaglio	sil
vaglio	screening
negativo	âm
negativo	ám
rally	rally
perfetto	hảo
laghi	hồ
laghi	lakes
borsa	túi
borsa	bag
borsa	pose
borsa	túi
borsa	ví
mie	mie
rimozione	bỏ
rimozione	xóa
normali	chuẩn
normali	thường
fidanzata	girlfriend
fidanzata	bồ
bomba	bomb
bomba	bom
uccello	bird
uccello	chim
flavio	flavio
flavio	flavius
deposito	deposit
salone	lounge
salone	salon
aleksandr	aleksandr
core	lõi
core	hạt
core	nhân
jugoslavia	yugoslavia
braccia	tay
venere	venus
tempesta	tempest
tempesta	bão
brillante	brilliant
battle	battle
battle	trận
adige	adige
pala	xẻng
apparso	gây
trentino	trento
never	bao
quindici	fifteen
pat	pat
pat	vỗ
pioggia	rain
pioggia	mưa
caldo	hot
caldo	nóng
caldo	ấm
zurigo	zürich
zurigo	zurich
panchina	ghế
pubblicare	đăng
turchi	turkic
turchi	thổ
turchi	turks
turchi	turkish
days	ngày
volere	muon
volere	muốn
croazia	croatia
mari	mari
corti	bài
corti	ngắn
corti	short
corti	lá
processione	rước
fiorentino	fiorentino
fiorentino	florentine
anelli	nhẫn
tendenza	trend
usi	dùng
quadri	tranh
bot	bot
bot	bot
bot	robot
ponti	bridges
ponti	cầu
ponti	boong
rita	rita
rapida	rapid
canta	ca
canta	hát
canta	hót
divide	chia
massimiliano	maximilian
massimiliano	massimiliano
sebastian	sebastian
apollo	apollo
apollo	apollon
corre	gân
silver	bạc
flauto	sáo
ludwig	ludwig
forlì	forlì
forlì	forli
thompson	thompson
contadini	nông
strato	layer
strato	lớp
strato	stratum
mattino	sáng
cortile	yard
cortile	sân
cortile	tun
giordano	giordano
giordano	jordan
griffith	griffith
inclusi	gồm
inclusi	kèm
magno	magnus
costume	costume
sentiero	trail
frasi	câu
cervello	óc
cervello	não
cervello	óc
cervello	brain
cervello	não
appartamento	hộ
inseguimento	đuổi
inseguimento	tẩu
inseguimento	chase
spostamento	shift
spostamento	ca
grandezza	magnitude
abruzzo	abruzzi
abruzzo	abruzzo
combattimenti	fighting
fila	hàng
peccato	sin
citazioni	quotes
citazioni	citations
ritirarsi	rút
dite	nói
dite	tràng
hunter	hunter
genovese	genoese
genovese	genovese
registrare	album
boris	boris
nastro	băng
nastro	ribbon
esperimenti	nghiệm
info	info
latte	sữa
latte	milk
latte	latte
biennale	biennale
biennale	biennial
albania	albania
pechino	kinh
pechino	kinh
jorge	jorge
pescara	pescara
iran	iran
raccolti	đọt
messe	mese
joan	joan
pensato	nghĩ
pensato	tưởng
annullata	hủy
annullata	hủy
augusta	augsburg
augusta	augusta
serena	serena
segreta	dungeon
segreta	ngục
dedicati	viet
ottava	octave
fiera	fair
telaio	khung
telaio	lởm
viaggiatori	travellers
andreas	andreas
abbandonata	thác
secret	mật
secret	bí
lama	blade
lama	lama
lama	llama
particelle	hạt
particelle	hạt
antoine	antoine
anziano	elder
field	field
field	trường
sogni	mơ
sogni	dream
sogni	mơ
sogni	dreams
consigli	tips
consigli	mẹo
consigli	khuyên
siria	syria
siria	syria
siria	syrian
jacob	jacob
sottile	môn
sottile	mỏng
sottile	gầy
sottile	thin
contenere	chứa
rigore	penalty
rigore	phạt
slam	slam
julie	julie
sacco	bao
sacco	lot
alleato	ally
mobili	mobile
mobili	mobil
hip	hip
hip	hông
contengono	chứa
she	cổ
traduttore	dịch
rivelato	revealed
rivelato	lộ
dorso	ngửa
mal	mẫu
repertorio	repertory
detroit	detroit
lugano	lugano
corrispondenti	correspondents
italy	italy
stoccolma	stockholm
simpson	simpsons
simpson	simpsons
simpson	simpson
kennedy	kennedy
prussia	phổ
persa	mất
persa	thua
leonard	leonard
cruz	cruz
statuto	statutes
cadenza	cadence
scacchi	chiếu
amedeo	amedeo
amedeo	amadeus
amedeo	amadeo
soprannome	nickname
vitale	vitale
vitale	vital
talento	tài
talento	tài
stop	dừng
stop	ngừng
operare	mổ
liguria	liguria
varsavia	warszawa
varsavia	warsaw
marocco	morocco
marocco	maroc
preghiera	đậu
preghiera	nguyện
primarie	chính
conflitti	xung
autorizzazione	phép
evans	evans
striscia	stripe
striscia	dải
striscia	strip
nudo	naked
nudo	nude
pane	mì
sensi	giác
ossa	xương
ossa	xương
ossa	bone
mini	mini
kate	kate
allenatori	coaches
duro	cứng
duro	khó
duro	khổ
duro	đắng
duro	mẫn
duro	phũ
duro	chát
armamento	armament
head	đầu
head	đàu
head	head
dos	dos
houston	houston
rob	rob
rob	cướp
dedicate	viet
susan	susan
ottomano	ottoman
amy	amy
pomeriggio	chiều
jennifer	jennifer
cadde	rớt
cadde	rơi
cadde	té
cadde	ngã
mayer	mayer
potter	potter
nancy	nancy
droga	vải
droga	thuốc
iraq	iraq
foggia	foggia
piatto	dish
piatto	món
piatto	đĩa
piatto	dĩa
sapore	nếm
sapore	hương
ferma	dừng
ferma	ngừng
sean	sean
leopoldo	léopold
leopoldo	leopold
leopoldo	leopoldo
continentale	continental
cuba	cuba
cella	cell
rassegna	review
sol	sol
bombe	bomb
bombe	bom
bombe	bom
caro	hon
caro	cưng
caro	caro
mulino	mill
michelangelo	michelangelo
religioni	đạo
pronuncia	pronunciation
her	her
her	cổ
future	lai
martini	martini
mezza	nửa
poema	thơ
ricchi	vương
ricchi	giàu
ricchi	rich
justin	justin
histoire	histoire
debuttato	debuted
mamma	mommy
mamma	mẹ
mamma	mama
mamma	mẹ
mamma	mom
mamma	mẹ
mamma	mum
mamma	mẹ
chuck	chuck
sassofono	sax
sassofono	saxo
sassofono	saxophone
mira	mira
gioia	joy
gioia	gioia
betty	betty
specchio	gương
specchio	mirror
warren	warren
lineare	tuyến
positiva	dương
tono	tone
tono	tần
collins	collins
rame	đồng
kurt	kurt
sorte	phạn
card	bài
card	thẻ
card	card
bulgaria	bulgaria
fucile	shotgun
fucile	súng
falso	sai
falso	giả
falso	giả
falso	fake
prince	hoàng
prince	prince
carmine	carmine
riprendere	cv
riprendere	resume
dylan	dylan
promessa	hứa
frontiera	viền
frontiera	biên
sec	sec
sec	giây
sec	esa
farina	bột
farina	farina
telefono	đt
tredici	thirteen
arezzo	arezzo
racing	đua
rimbalzi	rebounds
trasformata	biến
bus	bus
lisbona	lisboa
lisbona	lisbon
assente	vắng
disegnatore	designer
apple	táo
apple	apple
keith	keith
doc	doc
port	cảng
port	cổng
port	port
pugile	boxer
amburgo	hamburg
autobus	bus
fai	fải
fai	fai
kansas	kansas
grosseto	grosseto
trent	trent
bagno	do
bagno	wc
bagno	tắm
bagno	bad
bagno	bath
bagno	tắm
padrone	thầy
ruggero	ruggero
ruggero	rõ
ruggero	roger
dir	dir
gallery	gallery
automobile	car
automobile	xe
nodi	hải
nodi	node
nodi	nút
nodi	gút
nodi	knot
basse	basse
schede	bài
schede	thẻ
ricardo	ricardo
beatrice	beatrice
velocemente	nhanh
cresce	mọc
cresce	trồng
cresce	mọc
cresce	grow
caffè	phê
caffè	coffee
caffè	cafe
caffè	cafe
caffè	café
caffè	café
bonaparte	bonaparte
wolf	soi
wolf	wolf
wolf	sói
goal	tiêu
goal	đo
ossigeno	ôxi
ossigeno	oxygen
ossigeno	oxy
ossigeno	ôxy
variabili	biến
raggiunta	đa
raggiunta	hoài
nizza	đẹp
carbonio	carbon
carbonio	cacbon
edwards	edwards
abitazioni	dwellings
canna	thùng
canna	nóc
canna	nòng
canna	hèo
canna	kho
esposto	lộ
lione	lyon
lione	lyons
helen	helen
gamba	chân
continuità	continuity
islam	islam
inc	inc
attivista	activist
vestito	váy
vestito	áo
blake	blake
pietà	mercy
ercole	hercules
ercole	ercole
minerale	quặng
minerale	khoáng
são	são
cronache	chronicle
polvere	bụi
polvere	chốn
polvere	bột
polvere	phấn
franklin	franklin
nicolò	nicola
nicolò	nicholas
nicolò	niccolò
trasforma	farges
trasforma	turns
trasforma	biến
sony	sony
serial	serial
mago	wizard
mago	mage
luci	đèn
galassia	galaxy
cani	chó
primato	supremacy
primato	primacy
destinazione	đích
harrison	harrison
apice	apex
apice	pinnacle
apice	peak
dialetti	dialects
combinazione	combo
magic	thuật
magic	magic
gianluca	gianluca
blog	blog
blog	blogger
rafael	rafael
proteine	protein
proteine	protein
venezuela	venezuela
charlotte	charlotte
congo	congo
ram	ram
domani	mai
león	león
león	leon
operatore	buôn
roland	roland
supremo	supreme
poliziotto	cớm
poliziotto	cop
inno	ca
andrej	andrej
andrej	andrey
andrej	andrej
andrej	andrei
sat	ngồi
sat	sat
classic	classic
linda	linda
eredi	heirs
roll	cuộn
roll	roll
olivier	olivier
strega	thuỷ
strega	thủy
turca	turkic
turca	turkish
serio	bách
eccetto	trừ
normandia	normandy
normandia	normandie
benevento	benevento
vere	vere
tradimento	betrayal
tradimento	phản
aumenta	tăng
prof	prof
maglie	lưới
maglie	mesh
brasiliana	brazil
brasiliana	brazilian
inchiesta	inquiry
scomparso	thiếu
franca	frank
franca	franca
demone	daemon
demone	khổn
demone	ám
demone	quỷ
scale	thang
scale	dục
grano	lúa
grano	hạt
delegato	delegate
fernández	fernandez
fernández	fernández
earth	đất
pastore	shepherd
bernardino	bernardino
designer	designer
fidanzato	boyfriend
turner	turner
cerchio	tròn
cerchio	lượn
cerchio	rim
sabbia	bi
sabbia	cát
spencer	spencer
modulo	mẫu
modulo	modul
modulo	môđun
modulo	module
modulo	đun
clinica	clinic
cellulare	mobile
cellulare	mobil
khan	khan
scandalo	scandal
url	url
url	url
annata	vintage
tipologie	loại
flash	nháy
flash	flash
express	express
foro	lỗ
foro	hố
foro	chẻ
strage	carnage
pennsylvania	pennsylvania
rumeno	rumani
carmen	carmen
padri	bố
goffredo	geoffrey
goffredo	godfrey
wood	gỗ
wood	củi
spider	nhện
spider	spider
caroline	caroline
tromba	bulge
tromba	bugle
tromba	kèn
tromba	trumpet
tromba	trompet
tromba	kèn
trapani	trapani
unici	unique
composte	compound
intelligenza	pet
johan	johan
araba	arab
araba	arabian
cantiere	yard
cantiere	sân
cantiere	tun
testata	xua
ricci	curly
ricci	ricci
sovietici	soviet
bloccare	khối
bloccare	block
bloccare	chặn
stan	stan
annullare	thôi
annullare	hủy
annullare	hủy
ballerina	ballerina
ballerina	dancer
siciliana	sicily
brad	brad
orecchie	ear
orecchie	tai
orecchie	tai
apparve	gây
roberts	roberts
preda	capture
preda	prey
grafico	thị
grafico	graphic
grafico	chart
atlanta	atlanta
radice	root
radice	chủ
giornalisti	khmer
avvio	startup
belgrado	beograd
belgrado	belgrade
heavy	nặng
alpina	alpina
alpina	alpine
complessa	complex
rapido	mau
rapido	nhanh
rapido	rapid
rapido	mau
rapido	nhanh
notorietà	fame
prefazione	preface
salvador	salvador
odio	hat
odio	ghét
odio	hat
christmas	christmas
gialla	vàng
gialla	nhát
deep	deep
deep	sâu
domini	miền
domini	miền
liverpool	liverpool
frati	friars
net	web
net	net
fotografie	ảnh
contrada	contrada
venduti	bán
marini	marini
iron	sắt
musulmani	muslim
arcangelo	archangel
quadrato	đc
quadrato	square
quadrato	vuông
riunione	họp
riunione	reunion
shakespeare	shakespeare
mafia	mob
mafia	mafia
mafia	mafia
netto	web
netto	net
erik	erik
erik	eric
recensione	review
nobel	nobel
indossa	mặc
indossa	đeo
craig	craig
kid	nhóc
kid	bé
kid	kid
eleonora	eleanor
eleonora	eleonora
confraternita	fraternity
crescere	trồng
crescere	mọc
crescere	grow
pavel	pavel
pavel	panel
lincoln	lincoln
brindisi	brindisi
armenia	armenia
incremento	increment
pistoia	pistoia
primaria	chính
creati	tạo
distinti	reel
act	act
codici	codes
codici	mã
pellegrini	pilgrim
kent	kent
comandi	lệnh
comandi	lệnh
comandi	huy
comandi	lềnh
baden	baden
une	une
contemporanei	contemporary
drammatica	kịch
fantasia	fantasy
fantasia	fantasia
pilastri	đương
peli	tóc
civico	civic
gotico	goth
gotico	gothic
aspettare	đợi
aspettare	chờ
ward	phường
ward	ward
ward	khu
dieta	diêt
gustavo	gustav
gustavo	gustavo
copenaghen	copenhagen
cairo	cairo
appuntamento	hẹn
sidney	sidney
registro	log
registro	registry
hermann	hermann
cap	cap
cap	zip
digital	digital
chitarre	guitar
chitarre	ghita
chitarre	guitars
dorsale	backbone
dorsale	ridge
dorsale	đèo
tavolo	bảng
tavolo	bàn
vinci	thang
vinci	win
vinci	thắng
vinci	vinci
seno	vú
seno	vú
seno	ngực
seno	breast
nonna	bà
nonna	nana
nonna	bà
nonna	granny
nonna	gam
nonna	gram
nonna	grams
nonna	ngoại
bulgaro	bun
nicole	nicole
anglo	anglo
banco	banco
dipendente	addicted
dipendente	nghiện
dipendente	ghiền
honda	honda
albergo	hotel
criminali	phạm
vela	buồm
sondaggio	survey
sondaggio	polling
santos	santos
moro	maori
moro	moor
moro	moro
esponente	mũ
grace	ân
grace	grace
grace	tha
alo	alo
beta	beta
gennaro	gennaro
valentino	valentino
ten	chục
ten	mười
wolfgang	wolfgang
pan	pan
create	tạo
create	tạo
barca	tàu
barca	thuyền
barca	boat
fredda	lạnh
nicholas	nicholas
sweet	sweet
sweet	ngọt
drammatico	kịch
jesse	jesse
raimondo	raimondo
raimondo	raymond
sottofamiglia	subhọ
sinonimo	synonymous
sinonimo	synonym
percorsi	rô
percorsi	banner
jessica	jessica
brooklyn	brooklyn
wta	wta
jamie	jamie
determinata	quyết
ambrogio	ambrogio
ambrogio	ambrose
fritz	fritz
macedonia	macedonia
deutsche	deutsche
orso	gấu
nativi	native
coperta	chăn
coperta	thảm
contribuire	góp
cappello	hats
cappello	mũ
cappello	hatter
cappello	mũ
cappello	xịt
cappello	nón
renault	renault
corazzata	ironclad
chiamare	gọi
chiamare	call
chiamare	cẩm
castro	castro
silvia	silvia
