треки	ট্র্যাক
назначенный	মনোনীত
убеждения	প্ররোচনা
бабочек	প্রজাপতি
яркие	উজ্জ্বল
относительности	আপেক্ষিকতা
ложь	মিথ্যা
ложь	মিথ্যে
ложь	মিথ্যা
ложь	শুয়ে
ложь	মিথ্যা
ложь	মিথ্যা
ложь	মিথ্যে
пейзажи	দৃশ্যাবলী
пейзажи	দৃশ্য
пейзажи	landscapes
водопад	ঝর্ণা
водопад	জলপ্রপাত
приглашает	আমন্ত্রণ
одиннадцать	এগার
одиннадцать	এগারো
мягкий	সফট
мягкий	নরম
любитель	অপেশাদার
любитель	শখের
слушать	শুনছেন
слушать	শোনা
рейтинги	রেটিং
харт	হার্ট
цин	qing
билеты	টিকিট
билеты	টিকিটগুলি
практических	বাস্তব
практических	ব্যবহারিক
тяжелых	হেভি
тяжелых	ভারি
тяжелых	ভারী
конвенция	কনভেনশন
конвенция	সম্মেলন
конь	নাইট
конь	ঘোড়া
конь	ঘোড়ার
конь	ঘোড়া
меньшинства	সংখ্যালঘু
меньшинства	সংখ্যালঘুদের
меньшинства	সংখ্যালঘু
меньшинства	সংখ্যালঘুদের
острой	তীব্র
александрии	আলেকজান্দ্রিয়া
кэш	ক্যাশে
кэш	ক্যাশ
кэш	নগদ
кэш	ক্যাশ
кэш	cash
неизбежно	অনিবার্য
сулейман	সুলেইমান
отступление	পিছু
смотря	নির্ভর
анимации	অ্যানিমেশন
анимации	অ্যানিমেশন
командор	কমান্ডার
игнорировать	উপেক্ষিত
равенство	প্যারিটি
равенство	সমতা
переменной	ভেরিয়েবল
сидни	সিডনি
сидни	সিডনি
редкий	দুষ্প্রাপ্য
редкий	দুর্লভ
редкий	বিরল
хореография	choreography
нур	নূর
нур	নুর
нур	নূর
радость	joy
радость	আনন্দ
лима	লিমা
столкновений	সংঘর্ষ
столкновений	সংঘর্ষে
столкновений	সংঘর্ষের
столкновений	ধাক্কা
столкновений	দ্বন্দ্ব
разум	মন
разум	মনটা
разум	মাইন্ড
разум	মনের
мотор	ইঞ্জিন
мотор	মোটর
глины	কাদা
глины	মাটির
баня	গোসল
баня	বাথ
баня	স্নান
баня	গোসলের
тюрьма	জেল
тюрьма	জেলখানা
тюрьма	জেলে
тюрьма	জেল
тюрьма	জেলখানা
тюрьма	কারাগারে
тюрьма	কারাগারের
тюрьма	কারাগার
выплаты	পরিশোধ
выплаты	অর্থপ্রদান
выплаты	পেমেন্ট
роботов	রোবোট
черногория	মন্টেনিগ্রো
корана	কোরান
корана	কুরআন
хусейн	হোসাইনের
хусейн	হুসাইন
хусейн	হুসাইন
хусейн	হুসেন
случайных	যথেচ্ছ
случайных	এলোমেলো
снега	তুষারপাত
снега	বরফ
снега	তুষার
грамматика	গ্রামার
грамматика	ব্যাকরণ
чжу	ঝু
универсальный	সার্বজনীন
универсальный	ইউনিভার্সাল
универсальный	বিশ্বময়
совместная	জয়েন্ট
совместная	যৌথ
совместная	যুগ্ম
нагорно	nagorno
иммигрантов	প্রবাসীদের
игрокам	খেলোয়াড়দের
игрокам	খেলোয়াড়
игрокам	প্লেয়ার
джереми	জেরেমি
бомбардировки	গোলাবর্ষণ
бомбардировки	বোমাবর্ষণ
комиксы	কমিক্স
комиксы	কমিকস
царица	বিবি
царица	রাণী
жениться	বিয়ে
жюль	জুলে
жюль	জুল
генетики	জিনতত্ত্ব
парагвай	প্যারাগুয়ে
кливленд	ক্লিভল্যান্ড
оклахома	ওকলাহোমা
двойного	দ্বৈত
двойного	ডুয়েল
миллиарда	বিলিয়ন
декларация	ঘোষণা
декларация	ডিক্লারেশন
анти	এন্টি
анти	অ্যান্টি
нулевой	শুন্য
нулевой	জিরো
нулевой	শূন্য
нотр	নটর
бомба	বোম
бомба	বোমা
конструктивно	constructively
конструктивно	গঠনমূলক
легендарный	পৌরাণিক
легендарный	কিংবদন্তি
триллер	থ্রিলার
охотно	সানন্দে
чистоты	পরিচ্ছন্নতা
чистоты	বিশুদ্ধতা
вечно	চিরকাল
вечно	চিরতরে
вечно	অনন্তকাল
конфигурации	কনফিগারেশন
леоне	লিওন
отправляет	পাঠায়
почте	মেইলার
почте	মেইল
сравнить	তুলনা
инструктор	প্রশিক্ষক
модернизация	আধুনিকায়ন
роб	রব
крутой	শক্ত
крутой	কঠিন
четвертьфинале	কোয়াটার
духом	চেতনা
духом	স্পিরিট
духом	রূহ
духом	আত্মা
приговорен	সাজা
линкольн	লিঙ্কন
линкольн	লিংকন
знакомы	পরিচিত
вечный	অনন্ত
вечный	চিরন্তন
вечный	শাশ্বত
классика	ক্লাসিকস
классика	ক্লাসিক্যাল
классика	ক্লাসিক
архивов	আর্কাইভ
агрессии	আগ্রাসন
точный	সঠিক
точный	অবিকল
точный	যথার্থ
линда	লিন্ডা
заработал	অর্জিত
гранаты	গ্রেনেড
гранаты	গ্রেনেড
десятилетие	দশকের
десятилетие	দশক
уго	হুগো
стрелять	গুলি
бюрократов	আমলাদের
подумал	মূর্ত
отказано	অস্বীকৃত
совещание	সভা
бай	বাই
бай	bai
учебники	পাঠ্যবই
учебники	টিউটোরিয়াল
оппозиция	বিরোধিতা
оппозиция	বিরোধীদের
экзамены	পরীক্ষার
экзамены	পরীক্ষা
инна	ইন্না
активы	সম্পদ
активы	সম্পদ
куски	টুকরা
куски	টুকরোগুলো
куски	টুকরো
гун	গুন
полезная	উপযোগী
полезная	দরকারী
почек	রেনাল
финно	finno
халиф	খলিফা
вацлав	ভাকল্যাভ
фраз	বাক্যাংশ
миллионы	মিলিয়ন
миллионы	লক্ষাধিক
затвора	শাটার
катя	কাটিয়া
викарий	vicar
метр	মিটার
пирс	পিয়ার্স
пирс	পিয়ার
пирс	pearce
песок	বালু
песок	বালি
непала	নেপাল
непала	নেপালী
коэн	কোহেন
челси	চেলসি
тире	ড্যাশ
тире	স্ল্যাশ
кармен	কার্মেন
аравия	আরব
аравия	আরাবিয়া
наставник	মেন্টর
определено	সংজ্ঞায়িত
определено	উল্লেখিত
больной	অসুস্থ
британцы	ব্রিটিশ
пародия	প্যারোডি
дисциплина	শৃঙ্খলা
приглашен	আমন্ত্রিত
развод	ডিভোর্স
развод	তালাকের
развод	তালাক
спенсер	স্পেনসার
мадагаскара	মাদাগাস্কার
стражи	গার্ডিয়ান
ливия	livia
ливия	লিবিয়া
круги	বৃত্ত
круги	ল্যাপ
кнопку	বোতাম
кнопку	বাটন
юбилей	জয়ন্তী
юбилей	বার্ষিকী
юбилей	বাৎসরিক
маша	মরিয়ম
маша	মেরি
сертификат	সার্টিফিকেট
потомство	বংশধরদের
потомство	বংশধরগণ
потомство	বংশধর
справиться	হ্যান্ডেল
узкие	সংকীর্ণ
узкие	সরু
светлый	উজ্জ্বল
естественные	প্রাকৃতিক
всеобщего	সার্বজনীন
всеобщего	ইউনিভার্সাল
всеобщего	বিশ্বময়
вины	অপরাধবোধ
нигерия	নাইজেরিয়া
божество	দেবতা
навыков	দক্ষতা
мартен	মার্টিন
камео	ক্যামিও
стандартная	আদর্শ
стандартная	প্রমিত
стандартная	স্ট্যান্ডার্ড
вега	ভেগা
приобретение	অর্জন
силва	সিলভা
молекулярной	আণবিক
способный	সক্ষম
способный	সক্ষম
диагноз	নির্ণয়
упражнения	ব্যায়াম
целую	চুমু
целую	চুম্বন
препятствий	বাধা
препятствий	বাধার
препятствий	প্রতিবন্ধকতা
папуа	পাপুয়া
фландрии	ফ্ল্যান্ডার্স
лестницы	মই
лестницы	সিঁড়ি
лестницы	সিড়ি
вин	ভিন
ваз	ভাজ
плазмы	plasma
менеджмент	পরিচালনা
менеджмент	ম্যানেজমেন্ট
менеджмент	ব্যবস্থাপনা
бок	bok
израильских	ইসরাইলি
израильских	ইসরায়েলি
израильских	ইজরায়েলি
изнутри	ভেতর
изнутри	ভিতর
изнутри	অভ্যন্তরে
изнутри	ভিতরে
изнутри	ভেতরে
целостности	শুদ্ধতা
целостности	অখণ্ডতা
целостности	বিশুদ্ধতা
сноска	পাদটীকা
бора	বরা
бора	বোরন
лекарственные	ঔষধি
сага	সাগা
гармонии	সম্প্রীতি
саксофон	sax
форумы	ফোরাম
кость	হাড়
корону	ক্রাউন
корону	মুকুট
жуки	beetles
натан	নাথান
холодный	ঠান্ডা
холодный	ঠাণ্ডা
холодный	কোল্ড
важны	গুরুত্বপূর্ণ
важны	প্রয়োজনীয়
протяженность	দৈর্ঘ্য
муса	মুসা
изменена	পরিবর্তিত
переписка	কথোপকথন
серьезно	সিরিয়াস
серьезно	গম্ভীর
серьезно	গুরুতর
серьезно	সিরিয়াসলি
серьезно	গুরুত্বের
серьезно	সত্যি
мина	মিনা
мина	মীনা
мероприятие	ঘটনা
мероприятие	অনুষ্ঠান
мероприятие	ইভেন্ট
док	নথি
док	ডক
кремль	ক্রেমলিন
прогноз	পূর্বাভাস
федерико	ফেদেরিকো
конкакаф	কনকাকাফ
шато	château
канаду	কানাডা
железо	লোহা
железо	লোহার
железо	আয়রন
железо	আর্গন
возникнуть	ওঠো
наташа	নাতাশা
иордании	জর্দান
иордании	জর্ডান
пустые	ফাঁকা
пустые	খালি
ангелы	ফেরেশতা
ангелы	ফেরেশতারা
ангелы	ফেরেশতাদের
кривая	বক্র
кривая	বক্ররেখা
мечты	স্বপ্ন
фермы	খামার
фермы	ফার্ম
фермы	খামারে
защищена	সুরক্ষিত
экземпляры	প্রতিলিপি
фашистской	স্বেচ্ছাচারী
белл	বেল
белл	ঘণ্টা
ребенка	শিশু
ребенка	সন্তান
ребенка	চাইল্ড
динозавров	ডাইনোসর
покушение	চেষ্টা
покушение	প্রয়াস
покушение	প্রচেষ্টা
беда	সমস্যা
беда	সমস্যায়
беда	ঝামেলা
психологической	মানসিক
психологической	মনস্তাত্ত্বিক
переулке	গলিতে
цюрих	জুরিখ
одинаковые	ডুবন্ত
индийская	ইন্ডিয়ান
индийская	ভারতীয়
саудовская	সৌদী
саудовская	সৌদি
нити	থ্রেড
нити	সূত্র
оттенок	হিউ
оттенок	ছায়া
эшли	অ্যাশলে
претензия	দাবির
претензия	দাবি
претензия	দাবী
йемена	ইয়েমেন
йемена	ইয়েমেনি
фантастика	চমত্কার
фантастика	কল্পনাপ্রসূত
фантастика	চমৎকার
мальты	মাল্টা
жду	অপেক্ষারত
жду	অপেক্ষা
жду	অপেক্ষায়
движется	চাল
фотоаппарат	ক্যামেরা
линн	লিন
посетили	পরিদর্শিত
фасо	ফাসো
слуга	চাকর
шутка	রসিকতা
шутка	কৌতুক
шутка	তামাশা
смешно	মজার
смешно	ফানি
смешно	মজাদার
смешно	হাস্যকর
смешно	হাস্যকর
отправлено	প্রেরিত
олимпиада	অলিম্পিয়াড
пережил	বেঁচে
злой	ক্রুদ্ধ
злой	রাগান্বিত
злой	রাগী
злой	রেগে
злой	রাগ
злой	অনিষ্ট
злой	মন্দ
злой	শয়তান
робер	রবার্ট
