katalonii	catalonië
zaproszony	uitgenodigd
zbiorowe	collectief
zbiorowe	collectieve
reprezentujący	vertegenwoordigen
wież	torens
ostro	ruig
ostro	ruw
ostro	ruwe
kość	botten
kość	bot
kość	botje
kość	bone
sucha	droge
sucha	droog
sucha	drogen
współpracownik	collega
współpracownik	geassocieerde
współpracownik	associëren
współpracownik	medewerker
lokomotywy	locomotieven
lokomotywy	locomotief
zagrzeb	zagreb
bibliotek	bibliotheken
kalisz	kalisz
tomáš	tomáš
stawy	vijvers
stawy	gewrichten
stawy	joints
skamieniałości	fossielen
księżniczki	prinsesje
księżniczki	prinses
księżniczki	princess
księżniczki	prinsessen
kopiowania	kopiëren
techniczna	technische
techniczna	technisch
świadomość	bewustzijn
świadomość	bekendheid
świadomość	bewustwording
świadomość	bewustzijn
miles	mijl
miles	miles
miles	mijlen
miles	kilometers
piechota	infanterie
mongolii	mongolië
smak	proef
smak	proeven
smak	smaken
smak	smaak
smak	proeft
smak	smaak
smak	smaak
tabor	tabor
utrata	verliezen
utrata	verliezen
utrata	verlies
weber	weber
zatwierdzony	gevalideerd
zatwierdzony	gevalideerde
zatwierdzony	goedgekeurde
zatwierdzony	goedgekeurd
potocki	potocki
michelle	michelle
baden	baden
przestępstwa	overtredingen
przestępstwa	misdaden
przestępstwa	misdrijven
przestępstwa	misdrijf
przestępstwa	misdaad
przestępstwa	crime
przestępstwa	criminaliteit
alma	alma
jutro	morgen
jutro	tomorrow
ostre	sharp
ostre	scherp
ostre	scherpe
ostre	pittige
ostre	gekruid
ostre	pikant
ostre	pittig
ostre	acuut
luftwaffe	luftwaffe
szybkość	snelheid
szybkość	speed
szybkość	toerental
podgatunki	ondersoort
tychy	tychy
zrozumieć	begrijpen
zrozumieć	begrijp
pytań	vragen
software	programmatuur
software	software
zatopiony	verzonken
zatopiony	gezonken
zatopiony	verzonken
zatopiony	gezonken
wiktorii	victoria
giorgio	giorgio
alejandro	alejandro
sandra	sandra
wallace	wallace
wellington	wellington
regionalny	regionale
regionalny	regionaal
zakonnica	non
następna	volgende
następna	volgend
wyroby	artikelen
wyroby	artikels
wyroby	producten
wyroby	produkten
strategii	strategie
strategii	strategieën
strategii	strategie
informuje	informeert
informuje	informeer
informuje	informeren
świeckich	seculiere
emmy	emmy
nadzoru	supervisie
nadzoru	toezicht
nadzoru	toezicht
nadzoru	bewaking
nadzoru	surveillance
nadzoru	oversight
nadzoru	toezicht
satelitarne	satelliet
zabawy	fun
zabawy	gezellig
zabawy	leuk
zabawy	gezelligheid
tajemnicy	geheimhouding
tajemnicy	geheimzinnigheid
operatora	operator
operatora	exploitant
operatora	telefoniste
dyskiem	discus
ćwiczeń	oefeningen
nico	nico
wymiana	vervanging
wymiana	vervanger
wymiana	ruil
wymiana	uitwisseling
wymiana	uitwisselen
przeznaczenia	noodlot
przeznaczenia	lotsbestemming
przeznaczenia	lot
przeznaczenia	destiny
przeznaczenia	noodlot
przeznaczenia	lot
łuk	arc
łuk	arch
łuk	boog
łuk	buigen
łuk	bow
łuk	buig
łuk	boeg
łuk	buiging
łuk	boog
poprawnie	correct
lucie	lucie
atlancie	atlanta
regionalna	regionale
regionalna	regionaal
smoka	draken
smoka	draak
smoka	dragon
opisano	beschreven
opisano	beschreef
opisano	omschreven
tajne	geheim
tajne	secret
tajne	ingedeeld
tajne	geheim
tajne	geklasseerd
tajne	geclassificeerd
julius	julius
ciepło	warmte
ciepło	hitte
ciepło	warm
ciepło	warme
ciepło	warmte
alexandre	alexandre
rozwiązać	oplossen
rozwiązać	oplossen
jankowski	jankowski
ilustracje	illustraties
aniołów	engeltjes
aniołów	engelen
aniołów	angels
wycofanie	opnames
wycofanie	intrekking
wycofanie	terugtrekken
wycofanie	terugtrekking
gość	bezoekers
gość	bezoeker
gość	guy
gość	kerel
gość	gast
gran	gran
fale	zwaaien
fale	wave
fale	golf
fale	golven
statut	statuten
statut	statuut
statut	statuten
dochodów	inkomen
dochodów	inkomsten
strażnik	guardian
strażnik	bewaker
strażnik	voogd
strażnik	garde
strażnik	bewaker
szerokiej	breed
szerokiej	brede
koszalin	koszalin
dyplomatyczne	diplomatiek
dyplomatyczne	diplomatieke
częstotliwość	frequentie
too	ook
podyplomowe	postdoctorale
matematyka	wiskunde
matematyka	wiskunde
matematyka	wiskundige
matematyka	wiskundig
matematyka	mathematische
matematyka	wiskunde
wbc	wbc
berkeley	berkeley
rydze	riga
poznaje	herken
poznaje	herkennen
wiarę	faith
wiarę	geloof
wiarę	vertrouwen
kostki	enkel
kostki	enkels
kostki	blokjes
kostki	knokkels
rozbudowa	extensie
rozbudowa	verlenging
rozbudowa	uitbreiding
rozbudowa	uitbreiden
rozbudowa	expansie
rozbudowa	uitbreiden
rozbudowa	uitbreiding
nowoczesne	modern
nowoczesne	moderne
analogicznie	evenzo
emily	emily
ostateczny	ultieme
ostateczny	ultimate
ostateczny	definitief
ostateczny	finale
ostateczny	definitief
ostateczny	definitieve
fin	vin
fin	fin
clinton	clinton
czwartek	donderdag
eduard	eduard
ukraińców	oekraïners
nauczanie	lesgeven
nauczanie	onderwijzen
socjolog	socioloog
rejestr	inschrijven
rejestr	register
rejestr	registreren
rejestr	griffie
rejestr	register
ireneusz	ireneusz
holowania	trekkende
holowania	slepen
karpaty	karpaten
koch	koch
rzadkie	zeldzame
rzadkie	zelden
rzadkie	zeldzaam
syntezy	synthese
replika	replica
bellona	bellona
przemysłowy	industrieel
przemysłowy	industriële
słup	hengel
słup	pole
słup	pool
słup	paal
słup	zuil
słup	pilaar
słup	pijler
doradca	adviseur
doradca	raadadviseur
doradca	adviseur
doradca	consulent
doradca	consultant
doradca	raadgever
doradca	raadsman
doradca	adviseur
doradca	raadsman
doradca	adviseur
uderzył	hit
uderzył	treffer
uderzył	geraakt
audi	audi
nsdap	nsdap
oskarżenia	beschuldiging
oskarżenia	beschuldigingen
oskarżenia	aantijgingen
oskarżenia	beweringen
oskarżenia	beschuldigingen
rejs	cruise
arabii	arabië
panie	heer
panie	lord
panie	heere
panie	ladies
panie	dames
kong	kong
tradycję	traditie
tradycję	tradities
cali	cali
cali	inch
cali	centimeters
cali	centimeter
edgar	edgar
twoja	je
twoja	uw
twoja	jouw
twoja	uwe
dominuje	domineert
dominuje	overheerst
clausura	clausura
jensen	jensen
chrzest	dopen
chrzest	doopsel
chrzest	doop
chrzest	doop
fia	fia
przegrana	nederlaag
przegrana	verslaan
przegrana	verliezen
potomków	nakomelingen
potomków	afstammelingen
potomków	nageslacht
england	engeland
england	england
dee	dee
sprzeczne	tegenstrijdige
sprzeczne	conflicterende
sprzeczne	tegenstrijdig
sprzeczne	tegenstrijdige
sprzeczne	tegenstrijdig
renata	renata
zasadnicza	fundamenteel
zasadnicza	fundamentele
płock	płock
asystenta	assistente
asystenta	assistent
podkategorii	subcategorieën
podkategorii	subcategorie
wagon	wagon
wagon	wagen
zniszczyć	verwoesten
zniszczyć	vernietigen
zniszczyć	vernietig
traktuje	behandelt
traktuje	traktatie
dialogu	dialoog
odkrywa	onthult
missisipi	mississippi
powodując	veroorzaken
christine	christine
marynarka	zeemacht
marynarka	marine
marynarka	jasje
marynarka	jas
stężenia	concentraties
stężenia	concentratie
wyjaśnienie	verklaring
wyjaśnienie	uitleg
wyjaśnienie	toelichting
wyjaśnienie	verduidelijking
polo	polo
czynne	active
czynne	actieve
czynne	actief
odbiór	over
odbiór	ontvangst
odbiór	kwitantie
odbiór	ontvangstbewijs
odbiór	ontvangende
odbiór	ontvangen
odbiór	receptie
odbiór	ontvangst
odbiór	pickup
odbiór	afhalen
odbiór	ophalen
represji	onderdrukking
represji	repressie
wicehrabia	burggraaf
czeskie	tsjechische
czeskie	tsjechisch
ashley	ashley
obywatele	burgers
obywatele	staatsburgers
obywatele	onderdanen
obywatele	staatsburgers
obywatele	burger
obywatele	citizen
piętro	vloer
piętro	verdieping
piętro	floor
salon	lounge
salon	salon
salon	salon
salon	kapsalon
ain	ain
mięsa	vlees
mięsa	vleeswaren
mięsa	vlees
czynnik	factor
speedway	speedway
mechaniczne	mechanisch
mechaniczne	mechanische
nbc	nbc
wasilij	vasili
podłoże	substraat
podłoże	ondergrond
podłoże	grond
mauzoleum	mausoleum
butler	butler
liczebności	overvloed
obserwuje	observeren
obserwuje	kijken
tunezji	tunesisch
tunezji	tunesische
samuela	samuel
paliwo	brandstof
paliwo	splijtstof
paliwo	benzine
piłsudski	piłsudski
skuteczności	effectiviteit
skuteczności	doeltreffendheid
skuteczności	werkzaamheid
skuteczności	doelmatigheid
skuteczności	doeltreffendheid
skuteczności	effectiviteit
skuteczności	werkzaamheid
zatrudnienia	tewerkstelling
zatrudnienia	werkgelegenheid
ren	ren
ren	rijn
grey	grijze
grey	grijs
grey	grey
tokyo	tokyo
tokyo	tokio
pruszków	pruszków
okno	venster
okno	raam
uroczyście	plechtig
odzyskać	herstellen
odzyskać	terughalen
odzyskać	ophalen
kolumbia	columbia
kolumbia	colombia
kolumbia	colombia
cameron	cameron
piw	biertjes
piw	bieren
piw	beers
motorsport	motorsport
germain	germain
glenn	glenn
treningi	oefeningen
treningi	trainingen
treningi	trainen
treningi	training
treningi	opleiding
treningi	trainingen
prosi	vraagt
leeds	leeds
kwiat	bloesem
kwiat	bloem
kwiat	bloempje
kwiat	bloemetje
wieki	leeftijden
wieki	eeuwenlang
wieki	eeuwen
aaron	aaron
aaron	aäron
operacyjnych	opereren
operacyjnych	operationele
operacyjnych	operationeel
council	raad
camp	kamp
fabio	fabio
fabio	fabio
okrążenie	lap
wojciechowski	wojciechowski
ręczny	handrem
komiksów	comics
komiksów	strips
komiksów	stripverhalen
komiksów	stripboeken
komiksów	stripverhaal
mann	mann
zwykły	regelmatige
zwykły	regulier
zwykły	reguliere
zwykły	regelmatig
zwykły	gewone
misje	zoektochten
misje	missies
misje	missie
misje	mission
wytwarza	produceert
rycerzy	knights
rycerzy	ridders
demokratów	democraten
demokratów	democraten
demokratów	democraat
pokonany	geslagen
pokonany	verslagen
pokonany	verslagen
norm	normen
norm	normen
norm	standaarden
norm	standaards
norm	norm
peugeot	peugeot
standardy	normen
standardy	standaarden
standardy	standaards
poprosił	vroegen
poprosił	gevraagd
węgiel	steenkool
węgiel	kolen
węgiel	kool
węgiel	houtskool
węgiel	carbon
węgiel	koolstof
halfpipe	halfpipe
bass	basgitaar
bass	baars
bass	bas
bass	bass
zamość	zamość
automatyczna	automaat
automatyczna	automatische
automatyczna	automatisch
aspekty	aspecten
aspekty	aspect
prosto	rechtdoor
prosto	straight
prosto	recht
prezentacji	presentatie
prezentacji	presentaties
stefano	stefano
domeny	domeinen
domeny	domein
dame	dame
pracujący	werkend
pracujący	werken
pracujący	werkende
ostrowski	ostrowski
wzory	modellen
wzory	patronen
wzory	designs
wzory	ontwerpen
wzory	formules
podlaski	podlaski
zatonął	verzonken
zatonął	gezonken
zatonął	zonk
zatonął	gezonken
strunowce	chordadieren
joel	joel
porównanie	vergelijking
porównanie	vergelijken
porównanie	vergelijk
dell	dell
ewy	eva
ewy	eve
fra	fra
osobisty	persoonlijke
osobisty	persoonlijk
prezydenckie	presidentiële
prezydenckie	presidentieel
carmen	carmen
montgomery	montgomery
kompozytorów	componisten
jądro	kernel
jądro	kern
jądro	core
następcę	opvolger
salomona	salomon
salomona	solomon
salomona	salomo
pearl	pearl
pearl	parel
wywołało	geactiveerd
wiktoria	viktoria
wiktoria	victoria
przodków	voorvaderen
przodków	voorouders
przodków	voorvaders
przodków	voorvader
przodków	voorouder
chińskie	chinezen
chińskie	chinees
chińskie	chinese
kielicha	kelk
lodu	ijs
lodu	ice
liber	liber
przydatne	bruikbaar
przydatne	nuttig
jowisza	jupiter
zaangażowanie	engagement
zaangażowanie	betrokkenheid
zaangażowanie	verloving
zaangażowanie	betrokkenheid
zaangażowanie	verbintenis
zaangażowanie	toewijding
zaangażowanie	engagement
zaangażowanie	betrokkenheid
wer	wer
rzemiosła	ambacht
rzemiosła	ambachten
kompetencji	competentie
kompetencji	bekwaamheid
kompetencji	competentie
kompetencji	bekwaamheid
kompetencji	bevoegdheid
kompetencji	bevoegdheden
kompetencji	competenties
zapach	geur
zapach	geur
zapach	reuk
zapach	ruiken
zapach	ruik
zapach	geur
zapach	geur
żyjący	living
żyjący	levende
rozszerzenie	uitbreiding
rozszerzenie	expansie
rozszerzenie	uitbreiden
rozszerzenie	uitbreiding
rozszerzenie	extensie
rozszerzenie	verlenging
rozszerzenie	uitbreiding
mercury	mercury
mercury	mercurius
mercury	kwik
konsulat	consulaat
turków	turks
turków	turken
prezentowane	uitgelicht
prezentowane	uitgelichte
prezentowane	aanbevolen
prezentowane	gepresenteerde
prezentowane	aangeboden
prezentowane	gepresenteerd
kazań	preken
kazań	kazan
uroczyste	plechtige
uroczyste	feestelijke
uroczyste	feestelijk
greckie	griekse
greckie	grieks
greckie	griek
venus	venus
armata	kanonnen
armata	kanon
homo	homo
herbie	herbie
wien	wien
bergen	bergen
produkuje	produceert
estádio	estádio
ciemne	duister
ciemne	donker
ciemne	donkere
lokalnie	plaatselijk
lokalnie	lokaal
zawarty	ingeperkt
wymagane	aangevraagd
wymagane	aangevraagde
wymagane	verzocht
wymagane	gevraagd
wymagane	opgevraagd
wymagane	gevraagde
wymagane	vereiste
wymagane	vereist
metry	meters
metry	meter
metry	meters
metry	meter
bit	bit
bit	beetje
toma	toma
bomba	bom
tunelu	tunnel
ekspertów	experts
ekspertów	deskundigen
ekspertów	experten
ekspertów	deskundige
ekspertów	expert
sparta	sparta
misjonarz	missionaris
ziemskiego	aardse
ziemskiego	aards
dorosłe	volwassenen
ściana	prikbord
ściana	wand
ściana	muur
konstytucyjnego	constitutionele
konstytucyjnego	grondwettelijke
konstytucyjnego	constitutioneel
konstytucyjnego	grondwettelijk
newton	newton
pzl	pzl
